Key,Date,CumulativeCases,CumulativeDeaths,State,Incremental cases,IncrementalDeaths,total_vaccinations,total_distributed,people_vaccinated,People fully vaccinated per hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
"State_Arizona",2020-01-31 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Missouri",2020-03-10 00:00:00.000,1,0,"Missouri",0,0,,,,,,,,,,,,
"State_Washington",2020-02-19 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Vermont",2020-03-10 00:00:00.000,1,0,"Vermont",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-16 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-07 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-24 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-05 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-02 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Washington",2020-02-17 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-07 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-15 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-29 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Washington",2020-01-26 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Washington",2020-02-14 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-10 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Washington",2020-02-09 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-22 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-08 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Utah",2020-02-28 00:00:00.000,1,0,"Utah",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-01 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Missouri",2020-03-08 00:00:00.000,1,0,"Missouri",0,0,,,,,,,,,,,,
"State_Washington",2020-02-03 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-25 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_District of Columbia",2020-03-08 00:00:00.000,1,0,"District of Columbia",0,0,,,,,,,,,,,,
"State_Oklahoma",2020-03-07 00:00:00.000,1,0,"Oklahoma",0,0,,,,,,,,,,,,
"State_Washington",2020-02-08 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Illinois",2020-01-25 00:00:00.000,1,0,"Illinois",0,0,,,,,,,,,,,,
"State_Utah",2020-03-01 00:00:00.000,1,0,"Utah",0,0,,,,,,,,,,,,
"State_Washington",2020-01-25 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Washington",2020-02-04 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Arizona",2020-03-01 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Washington",2020-02-18 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Kansas",2020-03-09 00:00:00.000,1,0,"Kansas",0,0,,,,,,,,,,,,
"State_Missouri",2020-03-11 00:00:00.000,1,0,"Missouri",0,0,,,,,,,,,,,,
"State_North Dakota",2020-03-14 00:00:00.000,1,0,"North Dakota",0,0,,,,,,,,,,,,
"State_Arizona",2020-01-28 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Oklahoma",2020-03-08 00:00:00.000,1,0,"Oklahoma",0,0,,,,,,,,,,,,
"State_Utah",2020-03-02 00:00:00.000,1,0,"Utah",0,0,,,,,,,,,,,,
"State_Washington",2020-01-23 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Arizona",2020-01-29 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-29 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-15 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-27 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Illinois",2020-01-26 00:00:00.000,1,0,"Illinois",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-03-05 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-11 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-03-01 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Indiana",2020-03-07 00:00:00.000,1,0,"Indiana",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-16 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_North Carolina",2020-03-04 00:00:00.000,1,0,"North Carolina",0,0,,,,,,,,,,,,
"State_Vermont",2020-03-09 00:00:00.000,1,0,"Vermont",0,0,,,,,,,,,,,,
"State_Washington",2020-02-23 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-04 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Washington",2020-02-20 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Washington",2020-01-29 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Washington",2020-01-30 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-02 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Washington",2020-01-24 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Missouri",2020-03-09 00:00:00.000,1,0,"Missouri",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-03-03 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-19 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-20 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-26 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-22 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Hawaii",2020-03-07 00:00:00.000,1,0,"Hawaii",0,0,,,,,,,,,,,,
"State_Utah",2020-02-26 00:00:00.000,1,0,"Utah",0,0,,,,,,,,,,,,
"State_Mississippi",2020-03-12 00:00:00.000,1,0,"Mississippi",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-03-06 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-18 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Washington",2020-02-11 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Utah",2020-02-29 00:00:00.000,1,0,"Utah",0,0,,,,,,,,,,,,
"State_Washington",2020-02-21 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Arizona",2020-01-27 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-26 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-10 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-28 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-16 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Washington",2020-02-12 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-18 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Washington",2020-02-22 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Kansas",2020-03-10 00:00:00.000,1,0,"Kansas",0,0,,,,,,,,,,,,
"State_Tennessee",2020-03-07 00:00:00.000,1,0,"Tennessee",0,0,,,,,,,,,,,,
"State_North Carolina",2020-03-05 00:00:00.000,1,0,"North Carolina",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-17 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-13 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Washington",2020-01-27 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-07 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-08 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Tennessee",2020-03-06 00:00:00.000,1,0,"Tennessee",0,0,,,,,,,,,,,,
"State_Oklahoma",2020-03-09 00:00:00.000,1,0,"Oklahoma",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-03-01 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-29 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Washington",2020-02-10 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-27 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-03-02 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-27 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-17 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-12 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-01-30 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-23 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-26 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Utah",2020-02-27 00:00:00.000,1,0,"Utah",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-15 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-14 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Washington",2020-02-06 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Washington",2020-02-07 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-03 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-12 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Illinois",2020-01-28 00:00:00.000,1,0,"Illinois",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-21 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Arizona",2020-02-09 00:00:00.000,1,0,"Arizona",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-13 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Illinois",2020-01-27 00:00:00.000,1,0,"Illinois",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-14 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Washington",2020-01-28 00:00:00.000,1,0,"Washington",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-13 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Alaska",2020-03-15 00:00:00.000,1,0,"Alaska",0,0,,,,,,,,,,,,
"State_Wisconsin",2020-02-28 00:00:00.000,1,0,"Wisconsin",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-02-12 00:00:00.000,1,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Wyoming",2020-03-12 00:00:00.000,1,0,"Wyoming",0,0,,,,,,,,,,,,
"State_Kansas",2020-03-11 00:00:00.000,1,0,"Kansas",0,0,,,,,,,,,,,,
"State_Hawaii",2020-03-12 00:00:00.000,2,0,"Hawaii",0,0,,,,,,,,,,,,
"State_California",2020-01-30 00:00:00.000,2,0,"California",0,0,,,,,,,,,,,,
"State_California",2020-01-29 00:00:00.000,2,0,"California",0,0,,,,,,,,,,,,
"State_Texas",2020-02-19 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-16 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-01 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Hawaii",2020-03-11 00:00:00.000,2,0,"Hawaii",0,0,,,,,,,,,,,,
"State_Georgia",2020-03-04 00:00:00.000,2,0,"Georgia",0,0,,,,,,,,,,,,
"State_Texas",2020-02-20 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Georgia",2020-03-05 00:00:00.000,2,0,"Georgia",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-02 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Rhode Island",2020-03-04 00:00:00.000,2,0,"Rhode Island",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-15 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Oregon",2020-03-02 00:00:00.000,2,0,"Oregon",0,0,,,,,,,,,,,,
"State_California",2020-01-28 00:00:00.000,2,0,"California",0,0,,,,,,,,,,,,
"State_Georgia",2020-03-03 00:00:00.000,2,0,"Georgia",0,0,,,,,,,,,,,,
"State_California",2020-01-27 00:00:00.000,2,0,"California",0,0,,,,,,,,,,,,
"State_Rhode Island",2020-03-03 00:00:00.000,2,0,"Rhode Island",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-04 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_South Carolina",2020-03-07 00:00:00.000,2,0,"South Carolina",0,0,,,,,,,,,,,,
"State_Hawaii",2020-03-09 00:00:00.000,2,0,"Hawaii",0,0,,,,,,,,,,,,
"State_Michigan",2020-03-11 00:00:00.000,2,0,"Michigan",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-17 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-12 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Arizona",2020-03-05 00:00:00.000,2,0,"Arizona",0,0,,,,,,,,,,,,
"State_North Carolina",2020-03-07 00:00:00.000,2,0,"North Carolina",0,0,,,,,,,,,,,,
"State_Rhode Island",2020-03-02 00:00:00.000,2,0,"Rhode Island",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-03 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-13 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Arizona",2020-03-04 00:00:00.000,2,0,"Arizona",0,0,,,,,,,,,,,,
"State_New Hampshire",2020-03-05 00:00:00.000,2,0,"New Hampshire",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-25 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Hawaii",2020-03-10 00:00:00.000,2,0,"Hawaii",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-14 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Oregon",2020-03-04 00:00:00.000,2,0,"Oregon",0,0,,,,,,,,,,,,
"State_North Carolina",2020-03-08 00:00:00.000,2,0,"North Carolina",0,0,,,,,,,,,,,,
"State_Oregon",2020-03-05 00:00:00.000,2,0,"Oregon",0,0,,,,,,,,,,,,
"State_Hawaii",2020-03-13 00:00:00.000,2,0,"Hawaii",0,0,,,,,,,,,,,,
"State_Oregon",2020-03-06 00:00:00.000,2,0,"Oregon",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-27 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Florida",2020-03-02 00:00:00.000,2,0,"Florida",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-28 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-09 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Oklahoma",2020-03-12 00:00:00.000,2,0,"Oklahoma",0,0,,,,,,,,,,,,
"State_Oregon",2020-03-03 00:00:00.000,2,0,"Oregon",0,0,,,,,,,,,,,,
"State_Illinois",2020-01-31 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-23 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-22 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-03-04 00:00:00.000,2,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-11 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Oklahoma",2020-03-11 00:00:00.000,2,0,"Oklahoma",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-26 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_New Hampshire",2020-03-06 00:00:00.000,2,0,"New Hampshire",0,0,,,,,,,,,,,,
"State_Texas",2020-02-16 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Texas",2020-02-18 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-18 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Vermont",2020-03-12 00:00:00.000,2,0,"Vermont",0,0,,,,,,,,,,,,
"State_Texas",2020-02-17 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-10 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Vermont",2020-03-13 00:00:00.000,2,0,"Vermont",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-08 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Texas",2020-02-15 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Texas",2020-02-14 00:00:00.000,2,0,"Texas",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-20 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_New Hampshire",2020-03-04 00:00:00.000,2,0,"New Hampshire",0,0,,,,,,,,,,,,
"State_Nevada",2020-03-07 00:00:00.000,2,0,"Nevada",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-05 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-24 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Nevada",2020-03-06 00:00:00.000,2,0,"Nevada",0,0,,,,,,,,,,,,
"State_Massachusetts",2020-03-03 00:00:00.000,2,0,"Massachusetts",0,0,,,,,,,,,,,,
"State_U.S. Virgin Islands",2020-03-17 00:00:00.000,2,0,"U.S. Virgin Islands",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-19 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Connecticut",2020-03-10 00:00:00.000,2,0,"Connecticut",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-21 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-07 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Commonwealth of the Northern Mariana Islands",2020-03-30 00:00:00.000,2,0,"Commonwealth of the Northern Mariana Islands",0,0,,,,,,,,,,,,
"State_Commonwealth of the Northern Mariana Islands",2020-03-29 00:00:00.000,2,0,"Commonwealth of the Northern Mariana Islands",0,0,,,,,,,,,,,,
"State_Illinois",2020-02-06 00:00:00.000,2,0,"Illinois",0,0,,,,,,,,,,,,
"State_Commonwealth of the Northern Mariana Islands",2020-03-31 00:00:00.000,2,0,"Commonwealth of the Northern Mariana Islands",0,0,,,,,,,,,,,,
"State_Rhode Island",2020-03-05 00:00:00.000,2,0,"Rhode Island",0,0,,,,,,,,,,,,
"State_New Hampshire",2020-03-09 00:00:00.000,4,0,"New Hampshire",0,0,,,,,,,,,,,,
"State_California",2020-02-13 00:00:00.000,7,0,"California",0,0,,,,,,,,,,,,
"State_California",2020-02-27 00:00:00.000,26,0,"California",0,0,,,,,,,,,,,,
"State_Maryland",2020-03-06 00:00:00.000,3,0,"Maryland",0,0,,,,,,,,,,,,
"State_New Hampshire",2020-03-08 00:00:00.000,4,0,"New Hampshire",0,0,,,,,,,,,,,,
"State_Maryland",2020-03-07 00:00:00.000,3,0,"Maryland",0,0,,,,,,,,,,,,
"State_Utah",2020-03-07 00:00:00.000,3,0,"Utah",0,0,,,,,,,,,,,,
"State_West Virginia",2020-03-23 00:00:00.000,16,0,"West Virginia",0,0,,,,,,,,,,,,
"State_California",2020-02-12 00:00:00.000,7,0,"California",0,0,,,,,,,,,,,,
"State_U.S. Virgin Islands",2020-03-28 00:00:00.000,19,0,"U.S. Virgin Islands",0,0,,,,,,,,,,,,
"State_Missouri",2020-03-15 00:00:00.000,5,0,"Missouri",0,0,,,,,,,,,,,,
"State_North Carolina",2020-03-10 00:00:00.000,7,0,"North Carolina",0,0,,,,,,,,,,,,
