numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
"2018-008829315-001",2018-02-26 21:46:00.000,2018-02-26 21:54:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-008879115-001",2018-02-27 09:01:00.000,2018-02-27 09:08:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-002855166-001",2018-01-20 14:43:00.000,2018-01-20 14:53:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-002888166-001",2018-01-20 18:55:00.000,2018-01-20 19:37:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-009103050-001",2018-02-28 10:49:00.000,2018-02-28 11:28:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-000367690-001",2018-01-03 16:00:00.000,2018-01-03 17:55:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-003623804-001",2018-01-25 14:45:00.000,2018-01-25 15:14:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-003714314-001",2018-01-26 01:16:00.000,2018-01-26 02:11:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-000820673-001",2018-01-06 21:14:00.000,2018-01-06 22:57:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-001212375-001",2018-01-09 15:19:00.000,2018-01-09 16:58:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-001236108-001",2018-01-09 18:13:00.000,2018-01-09 19:20:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-004914026-001",2018-02-02 17:10:00.000,2018-02-02 17:13:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-005087028-001",2018-02-03 23:00:00.000,2018-02-03 23:11:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-005500143-001",2018-02-06 18:03:00.000,2018-02-06 18:25:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-006916478-001",2018-02-15 10:58:00.000,2018-02-15 11:39:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-007008218-001",2018-02-15 18:38:00.000,2018-02-15 19:52:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-007028169-001",2018-02-15 22:27:00.000,2018-02-15 22:32:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-030604920-001",2018-07-11 21:06:00.000,2018-07-11 21:48:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-030667760-001",2018-07-12 10:28:00.000,2018-07-12 10:55:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-030730322-001",2018-07-11 07:20:00.000,2018-07-12 16:43:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-030885489-001",2018-07-13 14:46:00.000,2018-07-13 14:58:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-014338395-001",2018-03-31 16:40:00.000,2018-03-31 16:52:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-014469678-001",2018-04-01 16:55:00.000,2018-04-01 17:04:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-019895981-001",2018-05-05 16:15:00.000,2018-05-05 16:19:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-020017073-001",2018-05-06 16:02:00.000,2018-05-06 16:05:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-025367126-001",2018-06-09 05:36:00.000,2018-06-09 06:25:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-025376365-001",2018-06-09 09:12:00.000,2018-06-09 09:16:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031157340-001",2018-07-15 12:15:00.000,2018-07-15 13:14:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031200061-001",2018-07-15 18:56:00.000,2018-07-15 19:02:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031209861-001",2018-07-15 19:02:00.000,2018-07-15 21:45:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-014768224-001",2018-04-03 11:44:00.000,2018-04-03 11:49:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-014907323-001",2018-04-04 07:14:00.000,2018-04-04 08:03:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-025881595-001",2018-06-12 16:13:00.000,2018-06-12 16:16:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031311525-001",2018-07-13 16:20:00.000,2018-07-16 13:44:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031392956-001",2018-07-16 18:26:00.000,2018-07-16 20:56:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031560063-001",2018-07-17 20:10:00.000,2018-07-17 20:12:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-031612713-001",2018-07-18 08:02:00.000,2018-07-18 08:20:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-015200393-001",2018-04-05 19:43:00.000,2018-04-05 21:07:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-020898373-001",2018-05-11 16:21:00.000,2018-05-11 17:27:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-032141658-001",2018-07-21 10:07:00.000,2018-07-21 10:37:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-015698366-001",2018-04-09 10:43:00.000,2018-04-09 10:47:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-026566056-001",2018-06-16 19:55:00.000,2018-06-16 20:59:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-010230534-001",2018-03-06 19:19:00.000,2018-03-06 22:40:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-010386773-001",2018-03-07 17:41:00.000,2018-03-07 19:19:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-021661185-001",2018-05-16 09:43:00.000,2018-05-16 11:22:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027107034-001",2018-06-20 10:15:00.000,2018-06-20 11:17:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-010819909-001",2018-03-10 08:25:00.000,2018-03-10 08:34:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-016381404-001",2018-04-13 08:09:00.000,2018-04-13 08:15:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-016400092-001",2018-04-13 09:37:00.000,2018-04-13 10:25:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-016496690-001",2018-04-13 19:10:00.000,2018-04-13 19:47:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-016627618-001",2018-04-14 19:49:00.000,2018-04-14 19:53:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-021818035-001",2018-05-17 09:30:00.000,2018-05-17 10:19:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-022015837-001",2018-05-18 08:37:00.000,2018-05-18 11:22:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-022048551-001",2018-05-18 14:42:00.000,2018-05-18 14:47:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027311392-001",2018-06-21 14:19:00.000,2018-06-21 14:24:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027344518-001",2018-06-21 16:13:00.000,2018-06-21 16:50:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027489077-001",2018-06-22 15:11:00.000,2018-06-22 15:28:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027525085-001",2018-06-22 17:30:00.000,2018-06-22 18:18:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-016741358-001",2018-04-15 17:53:00.000,2018-04-15 18:16:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-022134699-001",2018-05-18 23:02:00.000,2018-05-18 23:07:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-022370457-001",2018-05-20 18:47:00.000,2018-05-20 19:28:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027562475-001",2018-06-22 21:59:00.000,2018-06-22 22:52:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-027610042-001",2018-06-23 10:20:00.000,2018-06-23 10:24:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-011553325-001",2018-03-14 14:33:00.000,2018-03-14 16:02:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-017092092-001",2018-04-17 18:31:00.000,2018-04-17 19:19:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-017092995-001",2018-04-15 00:00:00.000,2018-04-17 19:26:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-022444310-001",2018-05-21 09:19:00.000,2018-05-21 10:22:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-028023432-001",2018-06-25 23:58:00.000,2018-06-26 00:44:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-028226100-001",2018-06-27 07:10:00.000,2018-06-27 08:17:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-011688032-001",2018-02-26 09:30:00.000,2018-03-15 11:50:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-011808659-001",2018-03-15 23:31:00.000,2018-03-16 00:09:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
