CurrencyKey,DateKey,AverageRate,EndOfDayRate
100,20011128,1,1
100,20011129,1,1
100,20011130,1,1
100,20011201,1,1
100,20011202,1,1
100,20011203,1,1
100,20011204,1,1
100,20011205,1,1
100,20011206,1,1
100,20011207,1,1
100,20011208,1,1
100,20011209,1,1
100,20011210,1,1
100,20011211,1,1
100,20011212,1,1
100,20011213,1,1
100,20011214,1,1
100,20011215,1,1
100,20011216,1,1
100,20011217,1,1
100,20011218,1,1
100,20011219,1,1
100,20011220,1,1
100,20011221,1,1
100,20011222,1,1
100,20011223,1,1
100,20011224,1,1
100,20011225,1,1
100,20011226,1,1
100,20011227,1,1
100,20011228,1,1
100,20011229,1,1
100,20011230,1,1
100,20011231,1,1
100,20020101,1,1
100,20020102,1,1
100,20020103,1,1
100,20020104,1,1
100,20020105,1,1
100,20020106,1,1
100,20020107,1,1
100,20020108,1,1
100,20020109,1,1
100,20020110,1,1
100,20020111,1,1
100,20020112,1,1
100,20020113,1,1
100,20020114,1,1
100,20020115,1,1
100,20020116,1,1
100,20020117,1,1
100,20020118,1,1
100,20020119,1,1
100,20020120,1,1
100,20020121,1,1
100,20020122,1,1
100,20020123,1,1
100,20020124,1,1
100,20020125,1,1
100,20020126,1,1
100,20020127,1,1
100,20020128,1,1
100,20020129,1,1
100,20020130,1,1
100,20020131,1,1
100,20020201,1,1
100,20020202,1,1
100,20020203,1,1
100,20020204,1,1
100,20020205,1,1
100,20020206,1,1
100,20020207,1,1
100,20020208,1,1
100,20020209,1,1
100,20020210,1,1
100,20020211,1,1
100,20020212,1,1
100,20020213,1,1
100,20020214,1,1
100,20020215,1,1
100,20020216,1,1
100,20020217,1,1
100,20020218,1,1
100,20020219,1,1
100,20020220,1,1
100,20020221,1,1
100,20020222,1,1
100,20020223,1,1
100,20020224,1,1
100,20020225,1,1
100,20020226,1,1
100,20020227,1,1
100,20020228,1,1
100,20020301,1,1
100,20020302,1,1
100,20020303,1,1
100,20020304,1,1
100,20020305,1,1
100,20020306,1,1
100,20020307,1,1
100,20020308,1,1
100,20020309,1,1
100,20020310,1,1
100,20020311,1,1
100,20020312,1,1
100,20020313,1,1
100,20020314,1,1
100,20020315,1,1
100,20020316,1,1
100,20020317,1,1
100,20020318,1,1
100,20020319,1,1
100,20020320,1,1
100,20020321,1,1
100,20020322,1,1
100,20020323,1,1
100,20020324,1,1
100,20020325,1,1
100,20020326,1,1
100,20020327,1,1
100,20020328,1,1
100,20020329,1,1
100,20020330,1,1
100,20020331,1,1
100,20020401,1,1
100,20020402,1,1
100,20020403,1,1
100,20020404,1,1
100,20020405,1,1
100,20020406,1,1
100,20020407,1,1
100,20020408,1,1
100,20020409,1,1
100,20020410,1,1
100,20020411,1,1
100,20020412,1,1
100,20020413,1,1
100,20020414,1,1
100,20020415,1,1
100,20020416,1,1
100,20020417,1,1
100,20020418,1,1
100,20020419,1,1
100,20020420,1,1
100,20020421,1,1
100,20020422,1,1
100,20020423,1,1
100,20020424,1,1
100,20020425,1,1
100,20020426,1,1
100,20020427,1,1
100,20020428,1,1
100,20020429,1,1
100,20020430,1,1
100,20020501,1,1
100,20020502,1,1
100,20020503,1,1
100,20020504,1,1
100,20020505,1,1
100,20020506,1,1
100,20020507,1,1
100,20020508,1,1
100,20020509,1,1
100,20020510,1,1
100,20020511,1,1
100,20020512,1,1
100,20020513,1,1
100,20020514,1,1
100,20020515,1,1
100,20020516,1,1
100,20020517,1,1
100,20020518,1,1
100,20020519,1,1
100,20020520,1,1
100,20020521,1,1
100,20020522,1,1
100,20020523,1,1
100,20020524,1,1
100,20020525,1,1
100,20020526,1,1
100,20020527,1,1
100,20020528,1,1
100,20020529,1,1
100,20020530,1,1
100,20020531,1,1
100,20020601,1,1
100,20020602,1,1
100,20020603,1,1
100,20020604,1,1
100,20020605,1,1
100,20020606,1,1
100,20020607,1,1
100,20020608,1,1
100,20020609,1,1
100,20020610,1,1
100,20020611,1,1
100,20020612,1,1
100,20020613,1,1
100,20020614,1,1
100,20020615,1,1
100,20020616,1,1
100,20020617,1,1
100,20020618,1,1
100,20020619,1,1
100,20020620,1,1
100,20020621,1,1
100,20020622,1,1
100,20020623,1,1
100,20020624,1,1
100,20020625,1,1
100,20020626,1,1
100,20020627,1,1
100,20020628,1,1
100,20020629,1,1
100,20020630,1,1
100,20020701,1,1
100,20020702,1,1
100,20020703,1,1
100,20020704,1,1
100,20020705,1,1
100,20020706,1,1
100,20020707,1,1
100,20020708,1,1
100,20020709,1,1
100,20020710,1,1
100,20020711,1,1
100,20020712,1,1
100,20020713,1,1
100,20020714,1,1
100,20020715,1,1
100,20020716,1,1
100,20020717,1,1
100,20020718,1,1
100,20020719,1,1
100,20020720,1,1
100,20020721,1,1
100,20020722,1,1
100,20020723,1,1
100,20020724,1,1
100,20020725,1,1
100,20020726,1,1
100,20020727,1,1
100,20020728,1,1
100,20020729,1,1
100,20020730,1,1
100,20020731,1,1
100,20020801,1,1
100,20020802,1,1
100,20020803,1,1
100,20020804,1,1
100,20020805,1,1
100,20020806,1,1
100,20020807,1,1
100,20020808,1,1
100,20020809,1,1
100,20020810,1,1
100,20020811,1,1
100,20020812,1,1
100,20020813,1,1
100,20020814,1,1
100,20020815,1,1
100,20020816,1,1
100,20020817,1,1
100,20020818,1,1
100,20020819,1,1
100,20020820,1,1
100,20020821,1,1
100,20020822,1,1
100,20020823,1,1
100,20020824,1,1
100,20020825,1,1
100,20020826,1,1
100,20020827,1,1
100,20020828,1,1
100,20020829,1,1
100,20020830,1,1
100,20020831,1,1
100,20020901,1,1
100,20020902,1,1
100,20020903,1,1
100,20020904,1,1
100,20020905,1,1
100,20020906,1,1
100,20020907,1,1
100,20020908,1,1
100,20020909,1,1
100,20020910,1,1
100,20020911,1,1
100,20020912,1,1
100,20020913,1,1
100,20020914,1,1
100,20020915,1,1
100,20020916,1,1
100,20020917,1,1
100,20020918,1,1
100,20020919,1,1
100,20020920,1,1
100,20020921,1,1
100,20020922,1,1
100,20020923,1,1
100,20020924,1,1
100,20020925,1,1
100,20020926,1,1
100,20020927,1,1
100,20020928,1,1
100,20020929,1,1
100,20020930,1,1
100,20021001,1,1
100,20021002,1,1
100,20021003,1,1
100,20021004,1,1
100,20021005,1,1
100,20021006,1,1
100,20021007,1,1
100,20021008,1,1
100,20021009,1,1
100,20021010,1,1
100,20021011,1,1
100,20021012,1,1
100,20021013,1,1
100,20021014,1,1
100,20021015,1,1
100,20021016,1,1
100,20021017,1,1
100,20021018,1,1
100,20021019,1,1
100,20021020,1,1
100,20021021,1,1
100,20021022,1,1
100,20021023,1,1
100,20021024,1,1
100,20021025,1,1
100,20021026,1,1
100,20021027,1,1
100,20021028,1,1
100,20021029,1,1
100,20021030,1,1
100,20021031,1,1
100,20021101,1,1
100,20021102,1,1
100,20021103,1,1
100,20021104,1,1
100,20021105,1,1
100,20021106,1,1
100,20021107,1,1
100,20021108,1,1
100,20021109,1,1
100,20021110,1,1
100,20021111,1,1
100,20021112,1,1
100,20021113,1,1
100,20021114,1,1
100,20021115,1,1
100,20021116,1,1
100,20021117,1,1
100,20021118,1,1
100,20021119,1,1
100,20021120,1,1
100,20021121,1,1
100,20021122,1,1
100,20021123,1,1
100,20021124,1,1
100,20021125,1,1
100,20021126,1,1
100,20021127,1,1
100,20021128,1,1
100,20021129,1,1
100,20021130,1,1
100,20021201,1,1
100,20021202,1,1
100,20021203,1,1
100,20021204,1,1
100,20021205,1,1
100,20021206,1,1
100,20021207,1,1
100,20021208,1,1
100,20021209,1,1
100,20021210,1,1
100,20021211,1,1
100,20021212,1,1
100,20021213,1,1
100,20021214,1,1
100,20021215,1,1
100,20021216,1,1
100,20021217,1,1
100,20021218,1,1
100,20021219,1,1
100,20021220,1,1
100,20021221,1,1
100,20021222,1,1
100,20021223,1,1
100,20021224,1,1
100,20021225,1,1
100,20021226,1,1
100,20021227,1,1
100,20021228,1,1
100,20021229,1,1
100,20021230,1,1
100,20021231,1,1
100,20030101,1,1
100,20030102,1,1
100,20030103,1,1
100,20030104,1,1
100,20030105,1,1
100,20030106,1,1
100,20030107,1,1
100,20030108,1,1
100,20030109,1,1
100,20030110,1,1
100,20030111,1,1
100,20030112,1,1
100,20030113,1,1
100,20030114,1,1
100,20030115,1,1
100,20030116,1,1
100,20030117,1,1
100,20030118,1,1
100,20030119,1,1
100,20030120,1,1
100,20030121,1,1
100,20030122,1,1
100,20030123,1,1
100,20030124,1,1
100,20030125,1,1
100,20030126,1,1
100,20030127,1,1
100,20030128,1,1
100,20030129,1,1
100,20030130,1,1
100,20030131,1,1
100,20030201,1,1
100,20030202,1,1
100,20030203,1,1
100,20030204,1,1
100,20030205,1,1
100,20030206,1,1
100,20030207,1,1
100,20030208,1,1
100,20030209,1,1
100,20030210,1,1
100,20030211,1,1
100,20030212,1,1
100,20030213,1,1
100,20030214,1,1
100,20030215,1,1
100,20030216,1,1
100,20030217,1,1
100,20030218,1,1
100,20030219,1,1
100,20030220,1,1
100,20030221,1,1
100,20030222,1,1
100,20030223,1,1
100,20030224,1,1
100,20030225,1,1
100,20030226,1,1
100,20030227,1,1
100,20030228,1,1
100,20030301,1,1
100,20030302,1,1
100,20030303,1,1
100,20030304,1,1
100,20030305,1,1
100,20030306,1,1
100,20030307,1,1
100,20030308,1,1
100,20030309,1,1
100,20030310,1,1
100,20030311,1,1
100,20030312,1,1
100,20030313,1,1
100,20030314,1,1
100,20030315,1,1
100,20030316,1,1
100,20030317,1,1
100,20030318,1,1
100,20030319,1,1
100,20030320,1,1
100,20030321,1,1
100,20030322,1,1
100,20030323,1,1
100,20030324,1,1
100,20030325,1,1
100,20030326,1,1
100,20030327,1,1
100,20030328,1,1
100,20030329,1,1
100,20030330,1,1
100,20030331,1,1
100,20030401,1,1
100,20030402,1,1
100,20030403,1,1
100,20030404,1,1
100,20030405,1,1
100,20030406,1,1
100,20030407,1,1
100,20030408,1,1
100,20030409,1,1
100,20030410,1,1
100,20030411,1,1
100,20030412,1,1
100,20030413,1,1
100,20030414,1,1
100,20030415,1,1
100,20030416,1,1
100,20030417,1,1
100,20030418,1,1
100,20030419,1,1
100,20030420,1,1
100,20030421,1,1
100,20030422,1,1
100,20030423,1,1
100,20030424,1,1
100,20030425,1,1
100,20030426,1,1
100,20030427,1,1
100,20030428,1,1
100,20030429,1,1
100,20030430,1,1
100,20030501,1,1
100,20030502,1,1
100,20030503,1,1
100,20030504,1,1
100,20030505,1,1
100,20030506,1,1
100,20030507,1,1
100,20030508,1,1
100,20030509,1,1
100,20030510,1,1
100,20030511,1,1
100,20030512,1,1
100,20030513,1,1
100,20030514,1,1
100,20030515,1,1
100,20030516,1,1
100,20030517,1,1
100,20030518,1,1
100,20030519,1,1
100,20030520,1,1
100,20030521,1,1
100,20030522,1,1
100,20030523,1,1
100,20030524,1,1
100,20030525,1,1
100,20030526,1,1
100,20030527,1,1
100,20030528,1,1
100,20030529,1,1
100,20030530,1,1
100,20030531,1,1
100,20030601,1,1
100,20030602,1,1
100,20030603,1,1
100,20030604,1,1
100,20030605,1,1
100,20030606,1,1
100,20030607,1,1
100,20030608,1,1
100,20030609,1,1
100,20030610,1,1
100,20030611,1,1
100,20030612,1,1
100,20030613,1,1
100,20030614,1,1
100,20030615,1,1
100,20030616,1,1
100,20030617,1,1
100,20030618,1,1
100,20030619,1,1
100,20030620,1,1
100,20030621,1,1
100,20030622,1,1
100,20030623,1,1
100,20030624,1,1
100,20030625,1,1
100,20030626,1,1
100,20030627,1,1
100,20030628,1,1
100,20030629,1,1
100,20030630,1,1
100,20030701,1,1
100,20030702,1,1
100,20030703,1,1
100,20030704,1,1
100,20030705,1,1
100,20030706,1,1
100,20030707,1,1
100,20030708,1,1
100,20030709,1,1
100,20030710,1,1
100,20030711,1,1
100,20030712,1,1
100,20030713,1,1
100,20030714,1,1
100,20030715,1,1
100,20030716,1,1
100,20030717,1,1
100,20030718,1,1
100,20030719,1,1
100,20030720,1,1
100,20030721,1,1
100,20030722,1,1
100,20030723,1,1
100,20030724,1,1
100,20030725,1,1
100,20030726,1,1
100,20030727,1,1
100,20030728,1,1
100,20030729,1,1
100,20030730,1,1
100,20030731,1,1
100,20030801,1,1
100,20030802,1,1
100,20030803,1,1
100,20030804,1,1
100,20030805,1,1
100,20030806,1,1
100,20030807,1,1
100,20030808,1,1
100,20030809,1,1
100,20030810,1,1
100,20030811,1,1
100,20030812,1,1
100,20030813,1,1
100,20030814,1,1
100,20030815,1,1
100,20030816,1,1
100,20030817,1,1
100,20030818,1,1
100,20030819,1,1
100,20030820,1,1
100,20030821,1,1
100,20030822,1,1
100,20030823,1,1
100,20030824,1,1
100,20030825,1,1
100,20030826,1,1
100,20030827,1,1
100,20030828,1,1
100,20030829,1,1
100,20030830,1,1
100,20030831,1,1
100,20030901,1,1
100,20030902,1,1
100,20030903,1,1
100,20030904,1,1
100,20030905,1,1
100,20030906,1,1
100,20030907,1,1
100,20030908,1,1
100,20030909,1,1
100,20030910,1,1
100,20030911,1,1
100,20030912,1,1
100,20030913,1,1
100,20030914,1,1
100,20030915,1,1
100,20030916,1,1
100,20030917,1,1
100,20030918,1,1
100,20030919,1,1
100,20030920,1,1
100,20030921,1,1
100,20030922,1,1
100,20030923,1,1
100,20030924,1,1
100,20030925,1,1
100,20030926,1,1
100,20030927,1,1
100,20030928,1,1
100,20030929,1,1
100,20030930,1,1
100,20031001,1,1
100,20031002,1,1
100,20031003,1,1
100,20031004,1,1
100,20031005,1,1
100,20031006,1,1
100,20031007,1,1
100,20031008,1,1
100,20031009,1,1
100,20031010,1,1
100,20031011,1,1
100,20031012,1,1
100,20031013,1,1
100,20031014,1,1
100,20031015,1,1
100,20031016,1,1
100,20031017,1,1
100,20031018,1,1
100,20031019,1,1
100,20031020,1,1
100,20031021,1,1
100,20031022,1,1
100,20031023,1,1
100,20031024,1,1
100,20031025,1,1
100,20031026,1,1
100,20031027,1,1
100,20031028,1,1
100,20031029,1,1
100,20031030,1,1
100,20031031,1,1
100,20031101,1,1
100,20031102,1,1
100,20031103,1,1
100,20031104,1,1
100,20031105,1,1
100,20031106,1,1
100,20031107,1,1
100,20031108,1,1
100,20031109,1,1
100,20031110,1,1
100,20031111,1,1
100,20031112,1,1
100,20031113,1,1
100,20031114,1,1
100,20031115,1,1
100,20031116,1,1
100,20031117,1,1
100,20031118,1,1
100,20031119,1,1
100,20031120,1,1
100,20031121,1,1
100,20031122,1,1
100,20031123,1,1
100,20031124,1,1
100,20031125,1,1
100,20031126,1,1
100,20031127,1,1
100,20031128,1,1
100,20031129,1,1
100,20031130,1,1
100,20031201,1,1
100,20031202,1,1
100,20031203,1,1
100,20031204,1,1
100,20031205,1,1
100,20031206,1,1
100,20031207,1,1
100,20031208,1,1
100,20031209,1,1
100,20031210,1,1
100,20031211,1,1
100,20031212,1,1
100,20031213,1,1
100,20031214,1,1
100,20031215,1,1
100,20031216,1,1
100,20031217,1,1
100,20031218,1,1
100,20031219,1,1
100,20031220,1,1
100,20031221,1,1
100,20031222,1,1
100,20031223,1,1
100,20031224,1,1
100,20031225,1,1
100,20031226,1,1
100,20031227,1,1
100,20031228,1,1
100,20031229,1,1
100,20031230,1,1
100,20031231,1,1
100,20040101,1,1
100,20040102,1,1
100,20040103,1,1
100,20040104,1,1
100,20040105,1,1
100,20040106,1,1
100,20040107,1,1
100,20040108,1,1
100,20040109,1,1
100,20040110,1,1
100,20040111,1,1
100,20040112,1,1
100,20040113,1,1
100,20040114,1,1
100,20040115,1,1
100,20040116,1,1
100,20040117,1,1
100,20040118,1,1
100,20040119,1,1
100,20040120,1,1
100,20040121,1,1
100,20040122,1,1
100,20040123,1,1
100,20040124,1,1
100,20040125,1,1
100,20040126,1,1
100,20040127,1,1
100,20040128,1,1
100,20040129,1,1
100,20040130,1,1
100,20040131,1,1
100,20040201,1,1
100,20040202,1,1
100,20040203,1,1
100,20040204,1,1
100,20040205,1,1
100,20040206,1,1
100,20040207,1,1
100,20040208,1,1
100,20040209,1,1
100,20040210,1,1
100,20040211,1,1
100,20040212,1,1
100,20040213,1,1
100,20040214,1,1
100,20040215,1,1
100,20040216,1,1
100,20040217,1,1
100,20040218,1,1
100,20040219,1,1
100,20040220,1,1
100,20040221,1,1
100,20040222,1,1
100,20040223,1,1
100,20040224,1,1
100,20040225,1,1
100,20040226,1,1
100,20040227,1,1
100,20040228,1,1
100,20040229,1,1
100,20040301,1,1
100,20040302,1,1
100,20040303,1,1
100,20040304,1,1
100,20040305,1,1
100,20040306,1,1
100,20040307,1,1
100,20040308,1,1
100,20040309,1,1
100,20040310,1,1
100,20040311,1,1
100,20040312,1,1
100,20040313,1,1
100,20040314,1,1
100,20040315,1,1
100,20040316,1,1
100,20040317,1,1
100,20040318,1,1
100,20040319,1,1
100,20040320,1,1
100,20040321,1,1
100,20040322,1,1
100,20040323,1,1
100,20040324,1,1
100,20040325,1,1
100,20040326,1,1
100,20040327,1,1
100,20040328,1,1
100,20040329,1,1
100,20040330,1,1
100,20040331,1,1
100,20040401,1,1
100,20040402,1,1
100,20040403,1,1
100,20040404,1,1
100,20040405,1,1
100,20040406,1,1
100,20040407,1,1
100,20040408,1,1
100,20040409,1,1
100,20040410,1,1
100,20040411,1,1
100,20040412,1,1
100,20040413,1,1
100,20040414,1,1
100,20040415,1,1
100,20040416,1,1
100,20040417,1,1
100,20040418,1,1
100,20040419,1,1
100,20040420,1,1
100,20040421,1,1
100,20040422,1,1
100,20040423,1,1
100,20040424,1,1
100,20040425,1,1
100,20040426,1,1
100,20040427,1,1
100,20040428,1,1
100,20040429,1,1
100,20040430,1,1
100,20040501,1,1
100,20040502,1,1
100,20040503,1,1
100,20040504,1,1
100,20040505,1,1
100,20040506,1,1
100,20040507,1,1
100,20040508,1,1
100,20040509,1,1
100,20040510,1,1
100,20040511,1,1
100,20040512,1,1
100,20040513,1,1
100,20040514,1,1
100,20040515,1,1
100,20040516,1,1
100,20040517,1,1
100,20040518,1,1
100,20040519,1,1
100,20040520,1,1
100,20040521,1,1
100,20040522,1,1
100,20040523,1,1
100,20040524,1,1
100,20040525,1,1
100,20040526,1,1
100,20040527,1,1
100,20040528,1,1
100,20040529,1,1
100,20040530,1,1
100,20040531,1,1
100,20040601,1,1
100,20040602,1,1
100,20040603,1,1
100,20040604,1,1
100,20040605,1,1
100,20040606,1,1
100,20040607,1,1
100,20040608,1,1
100,20040609,1,1
100,20040610,1,1
100,20040611,1,1
100,20040612,1,1
100,20040613,1,1
100,20040614,1,1
100,20040615,1,1
100,20040616,1,1
100,20040617,1,1
100,20040618,1,1
100,20040619,1,1
100,20040620,1,1
100,20040621,1,1
100,20040622,1,1
100,20040623,1,1
100,20040624,1,1
100,20040625,1,1
100,20040626,1,1
100,20040627,1,1
100,20040628,1,1
100,20040629,1,1
100,20040630,1,1
100,20040701,1,1
100,20040702,1,1
100,20040703,1,1
100,20040704,1,1
100,20040705,1,1
100,20040706,1,1
100,20040707,1,1
100,20040708,1,1
100,20040709,1,1
100,20040710,1,1
100,20040711,1,1
100,20040712,1,1
100,20040713,1,1
100,20040714,1,1
100,20040715,1,1
100,20040716,1,1
100,20040717,1,1
100,20040718,1,1
100,20040719,1,1
100,20040720,1,1
100,20040721,1,1
100,20040722,1,1
100,20040723,1,1
100,20040724,1,1
100,20040725,1,1
100,20040726,1,1
100,20040727,1,1
100,20040728,1,1
100,20040729,1,1
100,20040730,1,1
100,20040731,1,1
100,20040801,1,1
100,20040802,1,1
100,20040803,1,1
100,20040804,1,1
100,20040805,1,1
100,20040806,1,1
100,20040807,1,1
100,20040808,1,1
100,20040809,1,1
100,20040810,1,1
100,20040811,1,1
100,20040812,1,1
100,20040813,1,1
100,20040814,1,1
100,20040815,1,1
100,20040816,1,1
100,20040817,1,1
100,20040818,1,1
100,20040819,1,1
100,20040820,1,1
100,20040821,1,1
100,20040822,1,1
100,20040823,1,1
100,20040824,1,1
100,20040825,1,1
100,20040826,1,1
100,20040827,1,1
100,20040828,1,1
100,20040829,1,1
100,20040830,1,1
100,20040831,1,1
3,20010704,1,1
3,20010725,1,1
3,20010701,1,0.999800039992002
3,20010702,1,1.00090081072966
3,20010703,1,0.999600159936026
3,20010705,1,0.999600159936026
3,20010706,1,1.00050025012506
3,20010707,1,0.999500249875062
3,20010708,1,1.000200040008
3,20010709,1,0.999200639488409
3,20010710,1,1.000200040008
3,20010711,1,0.999600159936026
3,20010712,1,1.00090081072966
3,20010713,1,0.999600159936026
3,20010714,1,1.00080064051241
3,20010715,1,0.99930048965724
3,20010716,1,1.001001001001
3,20010717,1,0.99930048965724
3,20010718,1,1.00090081072966
3,20010719,1,0.999900009999
3,20010720,1,1.00070049034324
3,20010721,1,0.999600159936026
3,20010722,1,1.00050025012506
3,20010723,1,0.999600159936026
3,20010724,1,1.001001001001
3,20010914,1,1.00090081072966
3,20010915,1,0.999800039992002
3,20010916,1,1.00030009002701
3,20020516,1,1.00070049034324
3,20020517,1,0.999900009999
3,20020518,1,1.000100010001
3,20020519,1,0.999600159936026
3,20030115,1,1.00090081072966
3,20030116,1,0.999700089973008
85,20010703,0.26663111585122,0.266169816342827
85,20010712,0.26663111585122,0.266723567694442
85,20010715,0.26663111585122,0.265992818193909
85,20010716,0.26663111585122,0.266695114145509
85,20010717,0.26663111585122,0.266347050206419
85,20010718,0.26663111585122,0.267079750013354
85,20010719,0.26663111585122,0.266113151311938
85,20010720,0.26663111585122,0.266794728136172
85,20010721,0.26663111585122,0.266453503863576
85,20010722,0.26663111585122,0.266645335039863
85,20010723,0.26663111585122,0.266098988823842
85,20010726,0.26663111585122,0.267293916390463
85,20010801,0.26663111585122,0.266901540021886
85,20010802,0.26663111585122,0.265922084829145
85,20010807,0.26663111585122,0.266937162991832
85,20010808,0.26663111585122,0.266198157908747
85,20010809,0.26663111585122,0.266695114145509
85,20010810,0.26663111585122,0.266247770174925
85,20010811,0.26663111585122,0.266965668215068
85,20010812,0.26663111585122,0.266261948504939
85,20010813,0.26663111585122,0.266951414842499
85,20010814,0.26663111585122,0.266396717992434
85,20010815,0.26663111585122,0.267101151205962
85,20010816,0.26663111585122,0.266574254258524
85,20010819,0.26663111585122,0.267215348849638
85,20010822,0.26663111585122,0.266155647822847
85,20010823,0.26663111585122,0.26683032259786
85,20010824,0.26663111585122,0.266205244243312
85,20010825,0.26663111585122,0.266638225255973
85,20010826,0.26663111585122,0.266496109156806
85,20010904,0.26663111585122,0.266680889647448
85,20010905,0.26663111585122,0.266276128345094
85,20010906,0.26663111585122,0.267008437466624
85,20010907,0.26663111585122,0.266006969382598
85,20010908,0.26663111585122,0.26732249786142
85,20010909,0.26663111585122,0.26621233095517
85,20010910,0.26663111585122,0.267215348849638
85,20010912,0.26663111585122,0.26711542057323
85,20010913,0.26663111585122,0.266169816342827
85,20010914,0.26663111585122,0.267143963882136
85,20010915,0.26663111585122,0.266410912190963
85,20010916,0.26663111585122,0.267293916390463
85,20010917,0.26663111585122,0.265964520332988
85,20010918,0.26663111585122,0.26725105564167
85,20010919,0.26663111585122,0.266198157908747
85,20010920,0.26663111585122,0.267172513291833
85,20010921,0.26663111585122,0.266602682022981
85,20010922,0.26663111585122,0.267158237824263
85,20010924,0.26663111585122,0.266994179526886
85,20010925,0.26663111585122,0.266155647822847
85,20010926,0.26663111585122,0.267172513291833
85,20011002,0.26663111585122,0.266752027315408
85,20011003,0.26663111585122,0.266531623977185
85,20011004,0.26663111585122,0.266780493010351
85,20011005,0.26663111585122,0.266439305126292
85,20011006,0.26663111585122,0.266709340161092
85,20011008,0.26663111585122,0.266915788068864
85,20011009,0.26663111585122,0.265964520332988
85,20011014,0.26663111585122,0.267308206361935
85,20011015,0.26663111585122,0.265950373660275
85,20011016,0.26663111585122,0.267008437466624
85,20011017,0.26663111585122,0.26651031394915
85,20011018,0.26663111585122,0.267293916390463
85,20011019,0.26663111585122,0.266531623977185
85,20011020,0.26663111585122,0.266951414842499
85,20011022,0.26663111585122,0.266816083673524
85,20011023,0.26663111585122,0.265943300888251
85,20011115,0.26663111585122,0.267308206361935
85,20011116,0.26663111585122,0.265936228492408
85,20011117,0.26663111585122,0.266766259403511
85,20011118,0.26663111585122,0.266332862811942
85,20011119,0.26663111585122,0.266709340161092
85,20011121,0.26663111585122,0.266652445202923
85,20011128,0.26663111585122,0.26623359335481
85,20011219,0.26663111585122,0.266844563042028
85,20011220,0.26663111585122,0.266453503863576
85,20011221,0.26663111585122,0.266680889647448
85,20011222,0.26663111585122,0.266396717992434
85,20011223,0.26663111585122,0.266901540021886
85,20011226,0.26663111585122,0.266084827843116
85,20011227,0.26663111585122,0.267236771779797
85,20011228,0.26663111585122,0.266098988823842
85,20011229,0.26663111585122,0.266844563042028
