CourseID,StudentID,CGPA,Result,Grade,Action,ActionDate
6000,383,1.51,"Fail","F","I",2021-11-30 14:30:34.070
6001,384,1.53,"Fail","F","I",2021-11-30 14:30:34.070
6003,386,1.51,"Fail","F","I",2021-11-30 14:30:34.073
6004,387,2.24,"Fail","F","I",2021-11-30 14:30:34.073
6005,388,1.69,"Fail","F","I",2021-11-30 14:30:34.073
6006,391,1.42,"Fail","F","I",2021-11-30 14:30:34.073
6007,392,1.83,"Fail","F","I",2021-11-30 14:30:34.073
6008,393,1.68,"Fail","F","I",2021-11-30 14:30:34.073
6009,394,1.51,"Fail","F","I",2021-11-30 14:30:34.073
6010,395,1.71,"Fail","F","I",2021-11-30 14:30:34.073
6009,399,1.68,"Fail","F","I",2021-11-30 14:30:34.073
6002,113,3.2,"Pass","F","I",2021-11-30 14:30:34.023
6006,119,3.2,"Pass","F","I",2021-11-30 14:30:34.026
6003,126,3.9,"Pass","F","I",2021-11-30 14:30:34.026
6009,153,3.2,"Pass","F","I",2021-11-30 14:30:34.030
6005,175,3.2,"Pass","F","I",2021-11-30 14:30:34.036
6007,177,3.9,"Pass","F","I",2021-11-30 14:30:34.036
6007,194,3.2,"Pass","F","I",2021-11-30 14:30:34.040
6010,294,3.2,"Pass","F","I",2021-11-30 14:30:34.056
6005,313,3.7,"Pass","F","I",2021-11-30 14:30:34.060
6000,100,3.45,"Pass","C","I",2021-11-30 14:30:34.020
6001,101,3.54,"Pass","B","I",2021-11-30 14:30:34.020
6002,102,2.65,"Pass","D","I",2021-11-30 14:30:34.020
6003,103,3.12,"Pass","D","I",2021-11-30 14:30:34.020
6004,104,3.19,"Pass","D","I",2021-11-30 14:30:34.020
6005,105,3.57,"Pass","B","I",2021-11-30 14:30:34.020
6006,106,3.46,"Pass","C","I",2021-11-30 14:30:34.020
6008,108,3.27,"Pass","C","I",2021-11-30 14:30:34.023
6009,109,3.25,"Pass","C","I",2021-11-30 14:30:34.023
6010,110,3.71,"Pass","A-","I",2021-11-30 14:30:34.023
6009,114,3.82,"Pass","A-","I",2021-11-30 14:30:34.023
6003,115,2.91,"Pass","D","I",2021-11-30 14:30:34.023
6004,116,3.89,"Pass","A-","I",2021-11-30 14:30:34.023
6004,118,3.59,"Pass","B","I",2021-11-30 14:30:34.023
6003,121,3.58,"Pass","B","I",2021-11-30 14:30:34.026
6005,122,3.6,"Pass","B","I",2021-11-30 14:30:34.026
6009,124,2.64,"Pass","D","I",2021-11-30 14:30:34.026
6006,125,3.78,"Pass","A-","I",2021-11-30 14:30:34.026
6010,127,3.86,"Pass","A-","I",2021-11-30 14:30:34.026
6002,130,3.24,"Pass","C","I",2021-11-30 14:30:34.026
6004,132,3.4,"Pass","C","I",2021-11-30 14:30:34.030
6005,133,3.39,"Pass","C","I",2021-11-30 14:30:34.030
6010,135,3.73,"Pass","A-","I",2021-11-30 14:30:34.030
6007,136,2.59,"Pass","D","I",2021-11-30 14:30:34.030
6004,137,3.16,"Pass","D","I",2021-11-30 14:30:34.030
6008,138,3.75,"Pass","A-","I",2021-11-30 14:30:34.030
6010,140,2.67,"Pass","D","I",2021-11-30 14:30:34.030
6005,141,3.3,"Pass","C","I",2021-11-30 14:30:34.030
6000,142,2.69,"Pass","D","I",2021-11-30 14:30:34.030
6001,143,3.57,"Pass","B","I",2021-11-30 14:30:34.030
6003,145,3.32,"Pass","C","I",2021-11-30 14:30:34.030
6004,149,3.91,"Pass","A","I",2021-11-30 14:30:34.030
6006,150,3.17,"Pass","D","I",2021-11-30 14:30:34.030
6001,156,3.78,"Pass","A-","I",2021-11-30 14:30:34.033
6002,157,2.53,"Pass","D","I",2021-11-30 14:30:34.033
6006,161,3.45,"Pass","C","I",2021-11-30 14:30:34.033
6007,162,2.89,"Pass","D","I",2021-11-30 14:30:34.033
6000,166,3.61,"Pass","B","I",2021-11-30 14:30:34.033
6001,167,3.27,"Pass","C","I",2021-11-30 14:30:34.033
6005,168,3.16,"Pass","D","I",2021-11-30 14:30:34.033
6007,170,3.63,"Pass","B","I",2021-11-30 14:30:34.033
6007,172,3.18,"Pass","D","I",2021-11-30 14:30:34.036
6004,173,3.17,"Pass","D","I",2021-11-30 14:30:34.036
6009,174,3.55,"Pass","B","I",2021-11-30 14:30:34.036
6008,178,3.46,"Pass","C","I",2021-11-30 14:30:34.036
6009,179,3.98,"Pass","A","I",2021-11-30 14:30:34.036
6000,180,3.38,"Pass","C","I",2021-11-30 14:30:34.036
6010,181,2.71,"Pass","D","I",2021-11-30 14:30:34.036
6001,183,3.33,"Pass","C","I",2021-11-30 14:30:34.036
6008,184,3.19,"Pass","D","I",2021-11-30 14:30:34.036
6009,186,3.36,"Pass","C","I",2021-11-30 14:30:34.040
6004,188,3.97,"Pass","A","I",2021-11-30 14:30:34.040
6005,189,2.92,"Pass","D","I",2021-11-30 14:30:34.040
6000,190,3.23,"Pass","C","I",2021-11-30 14:30:34.040
6006,191,3.47,"Pass","C","I",2021-11-30 14:30:34.040
6005,192,3.44,"Pass","C","I",2021-11-30 14:30:34.040
6010,193,3.56,"Pass","B","I",2021-11-30 14:30:34.040
6010,197,3.59,"Pass","B","I",2021-11-30 14:30:34.040
6000,198,3.64,"Pass","B","I",2021-11-30 14:30:34.040
6001,199,3.62,"Pass","B","I",2021-11-30 14:30:34.040
6002,200,3.77,"Pass","A-","I",2021-11-30 14:30:34.040
6003,202,3.94,"Pass","A","I",2021-11-30 14:30:34.040
6004,203,2.59,"Pass","D","I",2021-11-30 14:30:34.040
6010,206,3.98,"Pass","A","I",2021-11-30 14:30:34.040
6006,211,3.49,"Pass","C","I",2021-11-30 14:30:34.043
6002,214,3.66,"Pass","B","I",2021-11-30 14:30:34.043
6003,215,3.63,"Pass","B","I",2021-11-30 14:30:34.043
6007,218,3.35,"Pass","C","I",2021-11-30 14:30:34.043
6007,221,3.51,"Pass","B","I",2021-11-30 14:30:34.043
6003,223,3.77,"Pass","A-","I",2021-11-30 14:30:34.043
6010,225,3.39,"Pass","C","I",2021-11-30 14:30:34.043
6001,227,3.73,"Pass","A-","I",2021-11-30 14:30:34.043
6003,229,3.8,"Pass","A-","I",2021-11-30 14:30:34.046
6005,231,3.72,"Pass","A-","I",2021-11-30 14:30:34.046
6006,232,3.21,"Pass","C","I",2021-11-30 14:30:34.046
6000,233,3.66,"Pass","B","I",2021-11-30 14:30:34.046
6001,239,2.53,"Pass","D","I",2021-11-30 14:30:34.046
6002,240,3.58,"Pass","B","I",2021-11-30 14:30:34.046
6005,243,2.59,"Pass","D","I",2021-11-30 14:30:34.050
6002,244,3.28,"Pass","C","I",2021-11-30 14:30:34.050
6006,245,2.62,"Pass","D","I",2021-11-30 14:30:34.050
6003,246,3.13,"Pass","D","I",2021-11-30 14:30:34.050
6007,247,3.78,"Pass","A-","I",2021-11-30 14:30:34.050
6007,248,3.46,"Pass","C","I",2021-11-30 14:30:34.050
6008,249,2.72,"Pass","D","I",2021-11-30 14:30:34.050
6009,250,2.86,"Pass","D","I",2021-11-30 14:30:34.050
6010,251,2.72,"Pass","D","I",2021-11-30 14:30:34.050
6000,252,3.1,"Pass","D","I",2021-11-30 14:30:34.050
6009,253,3.96,"Pass","A","I",2021-11-30 14:30:34.050
6010,255,3.88,"Pass","A-","I",2021-11-30 14:30:34.050
6002,257,3.57,"Pass","B","I",2021-11-30 14:30:34.050
6004,259,3.89,"Pass","A-","I",2021-11-30 14:30:34.050
6005,260,3.69,"Pass","B","I",2021-11-30 14:30:34.050
6006,261,2.88,"Pass","D","I",2021-11-30 14:30:34.050
6008,263,3.6,"Pass","B","I",2021-11-30 14:30:34.050
6000,264,3.89,"Pass","A-","I",2021-11-30 14:30:34.053
6007,267,3.93,"Pass","A","I",2021-11-30 14:30:34.053
6006,270,3.71,"Pass","A-","I",2021-11-30 14:30:34.053
6003,272,3.53,"Pass","B","I",2021-11-30 14:30:34.053
6008,273,3.95,"Pass","A","I",2021-11-30 14:30:34.053
6007,277,3.47,"Pass","C","I",2021-11-30 14:30:34.053
6001,279,3.25,"Pass","C","I",2021-11-30 14:30:34.053
6010,281,3.55,"Pass","B","I",2021-11-30 14:30:34.053
6000,282,3.57,"Pass","B","I",2021-11-30 14:30:34.056
6003,285,3.55,"Pass","B","I",2021-11-30 14:30:34.056
6004,286,2.56,"Pass","D","I",2021-11-30 14:30:34.056
6006,288,2.74,"Pass","D","I",2021-11-30 14:30:34.056
6001,289,3.4,"Pass","C","I",2021-11-30 14:30:34.056
6008,291,3.63,"Pass","B","I",2021-11-30 14:30:34.056
6009,292,3.35,"Pass","C","I",2021-11-30 14:30:34.056
6001,293,3.66,"Pass","B","I",2021-11-30 14:30:34.056
6007,295,3.71,"Pass","A-","I",2021-11-30 14:30:34.056
6000,296,3.49,"Pass","C","I",2021-11-30 14:30:34.056
6001,297,3.78,"Pass","A-","I",2021-11-30 14:30:34.056
6001,300,3.57,"Pass","B","I",2021-11-30 14:30:34.056
6004,301,2.88,"Pass","D","I",2021-11-30 14:30:34.060
6005,302,3.52,"Pass","B","I",2021-11-30 14:30:34.060
6008,304,3.65,"Pass","B","I",2021-11-30 14:30:34.060
6008,306,3.77,"Pass","A-","I",2021-11-30 14:30:34.060
6003,308,3.68,"Pass","B","I",2021-11-30 14:30:34.060
6010,309,2.89,"Pass","D","I",2021-11-30 14:30:34.060
6000,310,3.96,"Pass","A","I",2021-11-30 14:30:34.060
6000,312,3.74,"Pass","A-","I",2021-11-30 14:30:34.060
6004,314,3.77,"Pass","A-","I",2021-11-30 14:30:34.060
6002,315,3.18,"Pass","D","I",2021-11-30 14:30:34.060
6003,316,2.54,"Pass","D","I",2021-11-30 14:30:34.060
6001,317,3.89,"Pass","A-","I",2021-11-30 14:30:34.060
6009,318,3.65,"Pass","B","I",2021-11-30 14:30:34.060
6004,319,3.96,"Pass","A","I",2021-11-30 14:30:34.060
6005,320,2.91,"Pass","D","I",2021-11-30 14:30:34.060
6006,321,3.55,"Pass","B","I",2021-11-30 14:30:34.060
6007,322,3.75,"Pass","A-","I",2021-11-30 14:30:34.060
6001,323,3.12,"Pass","D","I",2021-11-30 14:30:34.060
6002,325,3.57,"Pass","B","I",2021-11-30 14:30:34.060
6002,326,3.12,"Pass","D","I",2021-11-30 14:30:34.060
6002,328,3.66,"Pass","B","I",2021-11-30 14:30:34.060
6009,330,3.72,"Pass","A-","I",2021-11-30 14:30:34.063
6002,331,3.89,"Pass","A-","I",2021-11-30 14:30:34.063
6003,334,3.29,"Pass","C","I",2021-11-30 14:30:34.063
6005,336,3.91,"Pass","A","I",2021-11-30 14:30:34.063
6004,338,3.29,"Pass","C","I",2021-11-30 14:30:34.063
6005,339,2.66,"Pass","D","I",2021-11-30 14:30:34.063
6006,340,3.48,"Pass","C","I",2021-11-30 14:30:34.063
6007,341,3.82,"Pass","A-","I",2021-11-30 14:30:34.063
6010,342,3.37,"Pass","C","I",2021-11-30 14:30:34.063
6008,343,3.48,"Pass","C","I",2021-11-30 14:30:34.063
6003,344,3.43,"Pass","C","I",2021-11-30 14:30:34.063
6004,345,3.68,"Pass","B","I",2021-11-30 14:30:34.063
6008,347,3.71,"Pass","A-","I",2021-11-30 14:30:34.063
6010,348,2.82,"Pass","D","I",2021-11-30 14:30:34.066
6008,349,3.54,"Pass","B","I",2021-11-30 14:30:34.066
6000,350,3.74,"Pass","A-","I",2021-11-30 14:30:34.066
6006,351,3.34,"Pass","C","I",2021-11-30 14:30:34.066
6005,352,3.77,"Pass","A-","I",2021-11-30 14:30:34.066
6001,353,2.95,"Pass","D","I",2021-11-30 14:30:34.066
6002,354,2.79,"Pass","D","I",2021-11-30 14:30:34.066
6003,355,3.81,"Pass","A-","I",2021-11-30 14:30:34.066
6004,356,3.13,"Pass","D","I",2021-11-30 14:30:34.066
6010,359,3.22,"Pass","C","I",2021-11-30 14:30:34.066
6004,360,3.43,"Pass","C","I",2021-11-30 14:30:34.066
6008,362,3.35,"Pass","C","I",2021-11-30 14:30:34.070
6008,363,2.99,"Pass","D","I",2021-11-30 14:30:34.070
6009,364,3.32,"Pass","C","I",2021-11-30 14:30:34.070
6010,365,3.97,"Pass","A","I",2021-11-30 14:30:34.070
6008,366,3.81,"Pass","A-","I",2021-11-30 14:30:34.070
6001,369,3.74,"Pass","A-","I",2021-11-30 14:30:34.070
6003,371,3.46,"Pass","C","I",2021-11-30 14:30:34.070
6009,373,3.21,"Pass","C","I",2021-11-30 14:30:34.070
6006,377,3.6,"Pass","B","I",2021-11-30 14:30:34.070
6008,378,2.62,"Pass","D","I",2021-11-30 14:30:34.070
6009,379,3.86,"Pass","A-","I",2021-11-30 14:30:34.070
6004,380,3.29,"Pass","C","I",2021-11-30 14:30:34.070
6010,382,3.65,"Pass","B","I",2021-11-30 14:30:34.070
6002,385,2.84,"Pass","D","I",2021-11-30 14:30:34.073
6006,389,3.91,"Pass","A","I",2021-11-30 14:30:34.073
6002,390,3.42,"Pass","C","I",2021-11-30 14:30:34.073
6007,396,2.76,"Pass","D","I",2021-11-30 14:30:34.073
6008,397,3.43,"Pass","C","I",2021-11-30 14:30:34.073
6000,398,3.56,"Pass","B","I",2021-11-30 14:30:34.073
6010,400,3.97,"Pass","A","I",2021-11-30 14:30:34.073
