Cost Center,Expense Description,Date,"BG - USD ",Currency
"Supplies","TASK",2021-02-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-03-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-04-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-05-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-06-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-07-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-08-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-09-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-10-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-11-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Total Non Productive Materials",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Reworks",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Associated Companies",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-12-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-01-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-02-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-03-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-04-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-05-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-06-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-07-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-08-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-09-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-10-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-11-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Indirect Labor Salaried Base",2021-01-01 00:00:00.000,228489.58171174,"USD"
"Supplies","Indirect Labor Salaried Base",2021-02-01 00:00:00.000,222338.50785746798,"USD"
"Supplies","Indirect Labor Salaried Base",2021-03-01 00:00:00.000,216458.03426095942,"USD"
"Supplies","Indirect Labor Salaried Base",2021-04-01 00:00:00.000,246210.54551802168,"USD"
