Cost Center,Expense Description,Date,FC - USD,Currency,FC
"Finance","Indirect Labor Sourly Overtime",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Sourly Overtime",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Indirect Labor Hourly Overtime",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Personal contratado Fijo",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total Non Productive Materials",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Reworks",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Associated Companies",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Scrap",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Marketing Research",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Local Travel & Courtesy",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Foreing Travel",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Memberships & Donations",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Comunication Expenses",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sundry & Other Costs",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Inventory & Others",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits - Fixed",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Other incomes",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Gastos de Alquiler",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Caterer",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Maintenance & Repairs",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Insurance on Building",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Advertising",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Sales Promotion",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Credits",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Obsolescence",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","TASK",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Finance","Total New Model Launching",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
