Cost Center,Expense Description,Date,AC- USD,Currency
"Finance","Associated Companies",2021-11-01 00:00:00.000,0,"USD"
"Finance","Associated Companies",2021-12-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-01-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-02-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-03-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-04-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-05-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-06-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-07-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-08-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-09-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-10-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-11-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-12-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-01-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-02-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-03-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-04-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-05-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-06-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-07-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-08-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-09-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-10-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-11-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-12-01 00:00:00.000,0,"USD"
"Finance","Total Materials & Supplies",2021-01-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-04-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-05-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-06-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-07-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-08-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-09-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-10-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-11-01 00:00:00.000,0,"USD"
"Finance","Local Travel & Courtesy",2021-12-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-02-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-05-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-06-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-08-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-10-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-11-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-12-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-01-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-02-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-03-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-04-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-05-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-06-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-07-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-08-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-09-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-10-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-11-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-12-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-01-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-02-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-03-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-04-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-05-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-06-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-07-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-08-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-09-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-10-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-11-01 00:00:00.000,0,"USD"
"Finance","Comunication Expenses",2021-12-01 00:00:00.000,0,"USD"
"Finance","Employee Education",2021-02-01 00:00:00.000,0,"USD"
"Finance","Employee Education",2021-03-01 00:00:00.000,0,"USD"
"Finance","Employee Education",2021-04-01 00:00:00.000,0,"USD"
"Finance","Employee Education",2021-05-01 00:00:00.000,0,"USD"
"Finance","Employee Education",2021-06-01 00:00:00.000,0,"USD"
"Finance","Employee Education",2021-07-01 00:00:00.000,0,"USD"
"Finance","Sundry & Other Costs",2021-05-01 00:00:00.000,0,"USD"
"Finance","Sundry & Other Costs",2021-12-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-01-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-02-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-03-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-04-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-05-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-06-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-07-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-08-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-09-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-11-01 00:00:00.000,0,"USD"
"Finance","Inventory & Others",2021-12-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-01-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-02-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-03-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-04-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-05-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-06-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-07-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-08-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-09-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-10-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-11-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-12-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-01-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-02-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-03-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-04-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-05-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-06-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-07-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-08-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-09-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-10-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-11-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-12-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-01-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-02-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-03-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-04-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-05-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-06-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-07-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-08-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-09-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-10-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-11-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-12-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-02-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-04-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-05-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-06-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-07-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-08-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-09-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-10-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-11-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-12-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-01-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-02-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-03-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-04-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-05-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-06-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-07-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-08-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-11-01 00:00:00.000,0,"USD"
"Finance","Other Taxes",2021-12-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-01-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-02-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-03-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-04-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-05-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-06-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-07-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-08-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-09-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-10-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-11-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-12-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-01-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-02-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-03-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-04-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-05-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-06-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-07-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-08-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-09-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-10-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-11-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-12-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-01-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-02-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-03-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-04-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-05-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-06-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-07-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-08-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-09-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-10-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-11-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-12-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-01-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-02-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-03-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-04-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-05-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-06-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-07-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-08-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-09-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-10-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-11-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-12-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-01-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-02-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-03-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-04-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-05-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-06-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-07-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-08-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-09-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-10-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-11-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-12-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-01-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-02-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-03-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-04-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-05-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-06-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-07-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-08-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-09-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-10-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-11-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-12-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-01-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-02-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-03-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-04-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-05-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-06-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-07-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-08-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-09-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-10-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-11-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-12-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-01-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-02-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-03-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-04-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-05-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-06-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-07-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-08-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-09-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-10-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-11-01 00:00:00.000,0,"USD"
