FACT_EINSATZ.Alarmdatumbezug,FACT_EINSATZ.Alarmdatumzeit,FACT_EINSATZ.Belegnummer,FACT_EINSATZ.DIM_AUFTRAGSSTATUS_INKL_ARS_KEY,FACT_EINSATZ.DIM_AUFTRAGSSTATUS_KEY,FACT_EINSATZ.DIM_DATE_ALARM_KEY,FACT_EINSATZ.DIM_TIME_ALARM_KEY,FACT_EINSATZ.DIM_URSACHE_ALARM_KEY,FACT_EINSATZ.dss_create_time,FACT_EINSATZ.dss_update_time,FACT_EINSATZ.ernam,FACT_EINSATZ.FACT_EINSATZ_SK,FACT_EINSATZ.HatDurchgeführteARSPosition,FACT_EINSATZ.IstNachteinsatz,FACT_EINSATZ.Vertriebsorganisation
2018-10-14 00:00:00.000,2018-10-14 14:47:00.000,"0000412388","2","2","10515","37114","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","272812","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 14:48:00.000,"0000412401","2","2","10515","42394","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","272814","","0","0001"
2018-10-15 00:00:00.000,2018-10-15 13:53:00.000,"0000412441","2","2","10516","81861","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","266330","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 18:13:00.000,"0000411983","2","2","10506","52529","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","270669","1","0","0001"
2018-10-06 00:00:00.000,2018-10-06 14:49:00.000,"0000412019","2","2","10507","36196","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","270883","1","0","0001"
2018-10-09 00:00:00.000,2018-10-09 16:35:00.000,"0000412136","2","2","10510","47788","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","276723","1","0","0001"
2018-10-11 00:00:00.000,2018-10-11 13:27:00.000,"0000412216","2","2","10512","38602","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","273091","1","0","0001"
2018-10-12 00:00:00.000,2018-10-12 13:30:00.000,"0000412262","2","2","10513","32988","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","272946","1","0","0001"
2018-10-14 00:00:00.000,2018-10-14 13:36:00.000,"0000412394","2","2","10515","40485","0",2018-10-17 14:50:49.000,2018-11-05 05:48:35.000,"JCO_ELS","272813","1","0","0001"
2018-10-02 00:00:00.000,2018-10-02 09:32:00.000,"0000411821","2","2","10503","27571","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277267","","0","0001"
2018-10-02 00:00:00.000,2018-10-02 10:55:00.000,"0000411823","2","2","10503","26654","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277268","","0","0001"
2018-10-02 00:00:00.000,2018-10-02 15:41:00.000,"0000411836","2","2","10503","43896","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277322","","0","0001"
2018-10-02 00:00:00.000,2018-10-02 16:58:00.000,"0000411840","2","2","10503","46189","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277323","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 09:39:00.000,"0000411905","2","2","10505","69159","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277510","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 10:57:00.000,"0000411912","2","2","10505","27165","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277511","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 13:02:00.000,"0000411919","2","2","10505","81457","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277512","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 14:28:00.000,"0000411921","2","2","10505","71334","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277513","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 15:44:00.000,"0000411930","2","2","10505","82688","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","278047","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 21:48:00.000,"0000411951","2","2","10505","54494","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","278048","","0","0001"
2018-10-05 00:00:00.000,2018-10-06 04:48:00.000,"0000411995","2","2","10507","77730","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277389","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 13:08:00.000,"0000411961","2","2","10506","81508","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277682","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:51:00.000,"0000411966","2","2","10506","45621","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277683","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:53:00.000,"0000411970","2","2","10506","43037","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277685","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:56:00.000,"0000411977","2","2","10506","44684","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277686","1","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:59:00.000,"0000411968","2","2","10506","40144","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277684","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 16:58:00.000,"0000411973","2","2","10506","46189","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","278071","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 18:08:00.000,"0000411979","2","2","10506","49420","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277687","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 20:36:00.000,"0000411988","2","2","10506","84899","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","278072","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 20:43:00.000,"0000411989","2","2","10506","63166","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277688","","1","0001"
2018-10-06 00:00:00.000,2018-10-06 08:07:00.000,"0000412000","2","2","10507","79197","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277390","1","0","0001"
2018-10-06 00:00:00.000,2018-10-06 14:37:00.000,"0000412021","2","2","10507","36533","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277573","1","0","0001"
2018-10-08 00:00:00.000,2018-10-08 10:48:00.000,"0000412083","2","2","10509","26735","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280922","","1","0001"
2018-10-08 00:00:00.000,2018-10-08 16:51:00.000,"0000412102","2","2","10509","42049","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280923","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 10:37:00.000,"0000412115","2","2","10510","25714","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280924","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 11:57:00.000,"0000412116","2","2","10510","29038","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280925","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 08:13:00.000,"0000412175","2","2","10511","23759","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277232","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 09:28:00.000,"0000412155","2","2","10511","79856","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277206","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 09:33:00.000,"0000412157","2","2","10511","69114","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277231","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 14:19:00.000,"0000412177","2","2","10511","41051","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277233","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 14:19:00.000,"0000412178","2","2","10511","41051","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277234","1","0","0001"
2018-10-11 00:00:00.000,2018-10-11 09:24:00.000,"0000412203","2","2","10512","79828","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280366","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 09:32:00.000,"0000412204","2","2","10512","27571","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277297","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 09:43:00.000,"0000412202","2","2","10512","28447","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277583","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 14:25:00.000,"0000412217","2","2","10512","42690","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277298","1","0","0001"
2018-10-11 00:00:00.000,2018-10-11 15:32:00.000,"0000412223","2","2","10512","39313","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280368","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 15:54:00.000,"0000412220","2","2","10512","71969","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277584","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 16:53:00.000,"0000412224","2","2","10512","48656","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280369","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 19:24:00.000,"0000412229","2","2","10512","84332","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277585","","1","0001"
2018-10-11 00:00:00.000,2018-10-11 20:23:00.000,"0000412231","2","2","10512","51500","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277299","","1","0001"
2018-10-11 00:00:00.000,2018-10-11 21:32:00.000,"0000412232","2","2","10512","85326","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280370","","1","0001"
2018-10-12 00:00:00.000,2018-10-12 14:18:00.000,"0000412269","2","2","10513","71252","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277237","1","0","0001"
2018-10-12 00:00:00.000,2018-10-12 14:20:00.000,"0000412263","2","2","10513","82057","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277235","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 14:23:00.000,"0000412266","2","2","10513","40737","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277236","1","0","0001"
2018-10-12 00:00:00.000,2018-10-12 15:42:00.000,"0000412270","2","2","10513","46442","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277238","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 16:58:00.000,"0000412276","2","2","10513","46189","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277239","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 20:15:00.000,"0000412287","2","2","10513","56716","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280232","","1","0001"
2018-10-12 00:00:00.000,2018-10-12 20:23:00.000,"0000412288","2","2","10513","51500","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","278139","","1","0001"
2018-10-12 00:00:00.000,2018-10-12 20:33:00.000,"0000412289","2","2","10513","55148","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","278140","","1","0001"
2018-10-12 00:00:00.000,2018-10-12 21:38:00.000,"0000412290","2","2","10513","74538","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280233","","1","0001"
2018-10-13 00:00:00.000,2018-10-14 04:34:00.000,"0000412363","2","2","10515","11895","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280067","","1","0001"
2018-10-14 00:00:00.000,2018-10-14 09:13:00.000,"0000412368","2","2","10515","79745","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280069","1","0","0001"
2018-10-14 00:00:00.000,2018-10-14 09:20:00.000,"0000412367","2","2","10515","23231","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280068","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 09:22:00.000,"0000412369","2","2","10515","26438","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280070","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 09:36:00.000,"0000412370","2","2","10515","79919","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277147","1","0","0001"
2018-10-14 00:00:00.000,2018-10-14 10:43:00.000,"0000412372","2","2","10515","26337","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280071","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 10:57:00.000,"0000412373","2","2","10515","27165","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277148","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 11:59:00.000,"0000412377","2","2","10515","33310","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280072","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 13:06:00.000,"0000412382","2","2","10515","37737","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277149","","0","0001"
