SalesOrderID,SalesOrderDetailID,variable,value
71816,111458,rowguid,AFFBB13E-55A8-4FA8-9CD7-809B1816C30D
71935,113221,rowguid,FEBA8A52-DD90-4986-AADE-45DA31521226
71783,110715,rowguid,9CA42575-6BD2-4063-904A-F89DCDBFA00F
71784,110791,rowguid,EDB4ED91-8E46-4E5E-9195-E476B7D2AD67
71845,112120,rowguid,97D364AC-D0AE-48DC-A823-BA5238BA066E
71938,113304,rowguid,3304DCA0-A7A4-43B5-99A2-8C810F7A7161
71783,110746,rowguid,115CB3DE-68BF-433C-934F-BF6EAD607011
71863,112391,rowguid,A5B6A9C0-D946-41B4-B8B5-5833708E40F1
71782,110695,rowguid,8C2BE39E-66D9-437D-8D18-233702BC27B5
71796,111023,rowguid,2DF66E6B-21E5-43B4-A91C-57FFD3033E18
71902,112975,rowguid,F2064E41-044A-4A42-9342-FB45BE83EB88
71784,110767,rowguid,B488C4C2-E995-4314-BD7F-FBEACE20383E
71899,112939,rowguid,8EC0CD34-88BF-48CB-ADBE-511D82315647
71784,110773,rowguid,2608ABCF-0D68-4ADC-9F2F-45B931B3417D
71776,110567,rowguid,6DBFE398-D15D-425E-AA58-88178FE360E5
71784,110782,rowguid,DEEFDF0C-FA8E-40CE-AB16-41F51B043796
71915,113092,rowguid,F36A30A7-8D42-456C-B69F-9886545954D9
71780,110624,rowguid,82940B03-C70B-4183-8660-6B3418908429
71796,111028,rowguid,4B67900D-8A1A-40D8-B654-73CFA183AC2E
71797,111075,rowguid,5890DFC7-792B-4562-8844-EC930524778D
71797,111054,rowguid,0992F82C-B35C-4EB3-B1E2-9C1884A48510
71867,112452,rowguid,4A001055-B1F1-414C-88B0-B583DACA838B
71858,112359,rowguid,D480D98B-7A82-4F10-83CC-1EEA54303ECF
71845,112118,rowguid,6AB3B1F6-9144-4D4E-B13E-F531320E72A8
71899,112935,rowguid,5093928D-08C4-44EA-BCC2-8E392C652D5C
71938,113294,rowguid,1618C9DC-78A0-4936-B89A-C2466681C11F
71783,110712,rowguid,A13C9FA5-A227-4D2E-B1B9-4982187EDC65
71863,112393,rowguid,6CD9CD06-ABDC-4702-A2D8-31158AFFFAE0
71936,113266,rowguid,E0F7DC39-CC81-4772-BA44-73B5ED6EF339
71938,113303,rowguid,E7C11996-8D83-4515-BFBD-7E380CDB6252
71845,112125,rowguid,19E76F92-20CF-49D6-9D54-C699F9E48FF3
71832,111804,rowguid,FFAE3AA6-0642-40FD-A7D1-C1E34D2DF97C
71797,111074,rowguid,FC7535C2-AC75-4926-9422-265BBB1C21B0
71797,111061,rowguid,137EA529-E91D-404D-A2D4-5EDD73467162
71783,110720,rowguid,7F2DC14D-5F9B-4D50-8A47-98EA49A83CE3
71832,111797,rowguid,E9BD1406-7EE1-4FD3-BB28-6F4B24D76218
71797,111053,rowguid,665B21EE-2695-4156-8375-24FDF16BAD40
71863,112395,rowguid,78A6E36F-C8A7-42D7-BB3D-D0228BD380DC
71782,110670,rowguid,A7873B73-B47E-4A06-AFA4-805342A35E02
71902,112977,rowguid,3730D783-97D7-4E3D-8B70-1F0159565D4D
71784,110765,rowguid,4C8645BC-6DA7-465A-A1B8-9795C30920E5
71938,113308,rowguid,E295D970-DBB5-4962-AAB5-C836A8953276
71780,110623,rowguid,686999FB-42E6-4D00-9A14-83FFA86833E3
71902,112956,rowguid,0FEE9397-5DB3-46AA-AE1B-4AB85321F56A
71797,111057,rowguid,0C938FED-3C16-450D-8937-3B039C9DDBD3
71783,110751,rowguid,D29B2630-1485-4FDE-8A3F-7C677A3CC567
71920,113140,rowguid,1DA9EF0C-F53B-41B9-BCE5-F5B6A379A141
71845,112148,rowguid,FE78C429-1237-4B76-B709-88ABE25C9F21
71863,112394,rowguid,E70F8C24-1BAE-40C7-AC9E-0F344D73FBE4
71858,112370,rowguid,61372F55-E0C1-48B6-9FFA-A19294B96FA9
71898,112914,rowguid,BB18183B-5006-4FEA-AD25-5F61F936E8C7
71783,110717,rowguid,4003A2A8-7365-4F8B-9FEF-53D14B022E42
71936,113226,rowguid,6DF0630C-72A7-4313-B23C-7CD5B7B9E2B2
71783,110710,rowguid,6600BD56-0E8E-4708-88AD-8B81CDDE0C66
71938,113306,rowguid,CF099A40-BB51-40B1-9FE1-F47A0DE2A342
71938,113280,rowguid,5A1CAEAF-6394-432D-906F-B0826D629C65
71902,112974,rowguid,79F49A8F-7F7B-459C-B8CB-3331E83803A9
71885,112646,rowguid,D4F591CF-EADE-4964-B9D7-E6A9332B0FBB
71902,112960,rowguid,9054E260-B941-47A7-8FC9-A59E4E5CE74F
71783,110719,rowguid,15B9C1AD-C3DE-474D-AC24-BF2062485549
71797,111049,rowguid,66FA5C4E-C414-46DB-B1E4-F29C56817D59
71845,112124,rowguid,A2C4EBA1-132B-42CE-8916-B55EC13F343B
71816,111457,rowguid,EE2CE69C-24EB-47FF-AB6C-BD5AABDCD6E9
71782,110708,rowguid,C4DF556D-3A50-4E6D-BA45-4AD9C58CB4D5
71898,112923,rowguid,5CA4F84A-BAFE-485C-B7AD-897F741F76CE
71782,110703,rowguid,87172507-65EE-414F-A162-1BC35F7AFF1F
71832,111795,rowguid,2D9A186F-1F0E-40F1-8FA2-D459A04FBF83
71902,113000,rowguid,3ADAF197-93F2-433B-BC8A-35FA25FE4172
71783,110723,rowguid,710710B5-A4BE-4A71-8965-B5AC0C3F8732
71832,111815,rowguid,478B4D27-07E7-4ABE-8F61-A6D8CC51F56C
71782,110673,rowguid,C216D216-86CD-4E33-A713-6A97D344FA91
71783,110725,rowguid,17D042F8-7E71-4C98-A9E8-C06C6B046B9F
71902,112987,rowguid,F98582C9-3C42-4AD1-8D30-B99FCAC7EB20
71774,110562,rowguid,E3A1994C-7A68-4CE8-96A3-77FDD3BBD730
71780,110625,rowguid,644B0CD6-B2C3-4E4D-AB43-091C2EF6C829
71938,113314,rowguid,352D06E9-8456-4966-9C73-3F227B023962
71780,110640,rowguid,351A29FB-CEB1-4CA6-BB36-506D87B82A95
71938,113282,rowguid,C01D83F5-CF9A-42E6-967C-D6ECC3A59B49
71783,110733,rowguid,ABDB8300-FF35-45F5-B4CA-9F627024EE30
71783,110732,rowguid,DB5FE5AD-EA68-4D7D-9B74-647141AC43B9
71936,113257,rowguid,F186EC8C-C220-45F5-B2F1-A71F776DE245
71936,113243,rowguid,8DCC225D-27E8-4BF1-9A51-AF1A25C6EB7C
71936,113231,rowguid,B8ACC9DC-2442-429C-B523-34CA3453E3B8
71784,110788,rowguid,B7B5995F-02C9-473B-BBB5-1189F87832DC
71784,110783,rowguid,EC43C98A-6838-4941-A503-3504B14FBE6B
71796,111030,rowguid,C5592D27-D2A7-4687-9D43-F2F034DA8E72
71780,110636,rowguid,26C00B7D-6E19-4FBF-B9F1-23C2609E8893
71845,112126,rowguid,1A7CA6CF-03E6-4F90-AD08-F076F604B276
71832,111799,rowguid,69AF7AAD-E3FB-497C-873E-F6F352CE7754
71902,112963,ModifiedDate,2008-06-01 00:00:00.000
71783,110713,ModifiedDate,2008-06-01 00:00:00.000
71902,112955,ModifiedDate,2008-06-01 00:00:00.000
71783,110728,ModifiedDate,2008-06-01 00:00:00.000
71832,111817,ModifiedDate,2008-06-01 00:00:00.000
71783,110718,ModifiedDate,2008-06-01 00:00:00.000
71815,111452,ModifiedDate,2008-06-01 00:00:00.000
71783,110716,ModifiedDate,2008-06-01 00:00:00.000
71923,113154,ModifiedDate,2008-06-01 00:00:00.000
71797,111050,ModifiedDate,2008-06-01 00:00:00.000
71780,110620,ModifiedDate,2008-06-01 00:00:00.000
71816,111458,ModifiedDate,2008-06-01 00:00:00.000
71935,113221,ModifiedDate,2008-06-01 00:00:00.000
71783,110715,ModifiedDate,2008-06-01 00:00:00.000
71784,110791,ModifiedDate,2008-06-01 00:00:00.000
71845,112120,ModifiedDate,2008-06-01 00:00:00.000
71938,113304,ModifiedDate,2008-06-01 00:00:00.000
71783,110746,ModifiedDate,2008-06-01 00:00:00.000
71863,112391,ModifiedDate,2008-06-01 00:00:00.000
71782,110695,ModifiedDate,2008-06-01 00:00:00.000
71796,111023,ModifiedDate,2008-06-01 00:00:00.000
71902,112975,ModifiedDate,2008-06-01 00:00:00.000
71784,110767,ModifiedDate,2008-06-01 00:00:00.000
71899,112939,ModifiedDate,2008-06-01 00:00:00.000
71784,110773,ModifiedDate,2008-06-01 00:00:00.000
71776,110567,ModifiedDate,2008-06-01 00:00:00.000
71784,110782,ModifiedDate,2008-06-01 00:00:00.000
71915,113092,ModifiedDate,2008-06-01 00:00:00.000
71780,110624,ModifiedDate,2008-06-01 00:00:00.000
71796,111028,ModifiedDate,2008-06-01 00:00:00.000
71797,111075,ModifiedDate,2008-06-01 00:00:00.000
71797,111054,ModifiedDate,2008-06-01 00:00:00.000
71867,112452,ModifiedDate,2008-06-01 00:00:00.000
71858,112359,ModifiedDate,2008-06-01 00:00:00.000
71845,112118,ModifiedDate,2008-06-01 00:00:00.000
71899,112935,ModifiedDate,2008-06-01 00:00:00.000
71938,113294,ModifiedDate,2008-06-01 00:00:00.000
71783,110712,ModifiedDate,2008-06-01 00:00:00.000
71863,112393,ModifiedDate,2008-06-01 00:00:00.000
71936,113266,ModifiedDate,2008-06-01 00:00:00.000
71938,113303,ModifiedDate,2008-06-01 00:00:00.000
71845,112125,ModifiedDate,2008-06-01 00:00:00.000
71832,111804,ModifiedDate,2008-06-01 00:00:00.000
71797,111074,ModifiedDate,2008-06-01 00:00:00.000
71797,111061,ModifiedDate,2008-06-01 00:00:00.000
71783,110720,ModifiedDate,2008-06-01 00:00:00.000
71832,111797,ModifiedDate,2008-06-01 00:00:00.000
71797,111053,ModifiedDate,2008-06-01 00:00:00.000
71863,112395,ModifiedDate,2008-06-01 00:00:00.000
71782,110670,ModifiedDate,2008-06-01 00:00:00.000
71902,112977,ModifiedDate,2008-06-01 00:00:00.000
71784,110765,ModifiedDate,2008-06-01 00:00:00.000
71938,113308,ModifiedDate,2008-06-01 00:00:00.000
71780,110623,ModifiedDate,2008-06-01 00:00:00.000
71902,112956,ModifiedDate,2008-06-01 00:00:00.000
71797,111057,ModifiedDate,2008-06-01 00:00:00.000
71783,110751,ModifiedDate,2008-06-01 00:00:00.000
71920,113140,ModifiedDate,2008-06-01 00:00:00.000
71845,112148,ModifiedDate,2008-06-01 00:00:00.000
71863,112394,ModifiedDate,2008-06-01 00:00:00.000
71858,112370,ModifiedDate,2008-06-01 00:00:00.000
71898,112914,ModifiedDate,2008-06-01 00:00:00.000
71783,110717,ModifiedDate,2008-06-01 00:00:00.000
71936,113226,ModifiedDate,2008-06-01 00:00:00.000
71783,110710,ModifiedDate,2008-06-01 00:00:00.000
