Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,Month Name,Month & Year,Quarter & Year,DayOfWeek,DayOfWeekName,WeekEnding,MonthEnding,ISO Weeknumber,ISO Year,ISO Day of Year,Week & Year,WeeknYear,MonthnYear,QuarternYear,Fiscal Year,Fiscal Quarter,Fiscal Period,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,Day Type,WeekOffset,MonthOffset,QuarterOffset,YearOffset,FiscalYearOffset,WeekCompleted,MonthCompleted,QuarterCompleted,Monday_Thursday Order
2021-11-04 00:00:00.000,2021,4,11,4,20211104,"November","Nov 2021","Q4 2021",4,"Thursday",2021-11-07 00:00:00.000,2021-11-30 00:00:00.000,44,2021,305,"2021-44",20214400,20211100,20210400,"FY22","FQ2",5,True,True,"Unknown",True,"Weekday",49,12,4,1,1,False,False,False,""
2021-11-11 00:00:00.000,2021,4,11,11,20211111,"November","Nov 2021","Q4 2021",4,"Thursday",2021-11-14 00:00:00.000,2021-11-30 00:00:00.000,45,2021,312,"2021-45",20214500,20211100,20210400,"FY22","FQ2",5,True,True,"Unknown",True,"Weekday",50,12,4,1,1,False,False,False,""
2021-11-18 00:00:00.000,2021,4,11,18,20211118,"November","Nov 2021","Q4 2021",4,"Thursday",2021-11-21 00:00:00.000,2021-11-30 00:00:00.000,46,2021,319,"2021-46",20214600,20211100,20210400,"FY22","FQ2",5,True,True,"Unknown",True,"Weekday",51,12,4,1,1,False,False,False,""
2021-11-25 00:00:00.000,2021,4,11,25,20211125,"November","Nov 2021","Q4 2021",4,"Thursday",2021-11-28 00:00:00.000,2021-11-30 00:00:00.000,47,2021,326,"2021-47",20214700,20211100,20210400,"FY22","FQ2",5,True,True,"Unknown",True,"Weekday",52,12,4,1,1,False,False,False,"Fourth Thursday"
2021-12-02 00:00:00.000,2021,4,12,2,20211202,"December","Dec 2021","Q4 2021",4,"Thursday",2021-12-05 00:00:00.000,2021-12-31 00:00:00.000,48,2021,333,"2021-48",20214800,20211200,20210400,"FY22","FQ2",6,True,True,"Unknown",True,"Weekday",53,13,4,1,1,False,False,False,""
2021-12-09 00:00:00.000,2021,4,12,9,20211209,"December","Dec 2021","Q4 2021",4,"Thursday",2021-12-12 00:00:00.000,2021-12-31 00:00:00.000,49,2021,340,"2021-49",20214900,20211200,20210400,"FY22","FQ2",6,True,True,"Unknown",True,"Weekday",54,13,4,1,1,False,False,False,""
2021-12-16 00:00:00.000,2021,4,12,16,20211216,"December","Dec 2021","Q4 2021",4,"Thursday",2021-12-19 00:00:00.000,2021-12-31 00:00:00.000,50,2021,347,"2021-50",20215000,20211200,20210400,"FY22","FQ2",6,True,True,"Unknown",True,"Weekday",55,13,4,1,1,False,False,False,""
2021-12-23 00:00:00.000,2021,4,12,23,20211223,"December","Dec 2021","Q4 2021",4,"Thursday",2021-12-26 00:00:00.000,2021-12-31 00:00:00.000,51,2021,354,"2021-51",20215100,20211200,20210400,"FY22","FQ2",6,True,True,"Unknown",True,"Weekday",56,13,4,1,1,False,False,False,"Fourth Thursday"
2021-12-30 00:00:00.000,2021,4,12,30,20211230,"December","Dec 2021","Q4 2021",4,"Thursday",2022-01-02 00:00:00.000,2021-12-31 00:00:00.000,52,2021,361,"2021-52",20215200,20211200,20210400,"FY22","FQ2",6,True,True,"Unknown",True,"Weekday",57,13,4,1,1,False,False,False,""
2022-10-06 00:00:00.000,2022,4,10,6,20221006,"October","Oct 2022","Q4 2022",4,"Thursday",2022-10-09 00:00:00.000,2022-10-31 00:00:00.000,40,2022,277,"2022-40",20224000,20221000,20220400,"FY23","FQ2",4,True,True,"Unknown",True,"Weekday",97,23,8,2,2,False,False,False,""
2022-10-13 00:00:00.000,2022,4,10,13,20221013,"October","Oct 2022","Q4 2022",4,"Thursday",2022-10-16 00:00:00.000,2022-10-31 00:00:00.000,41,2022,284,"2022-41",20224100,20221000,20220400,"FY23","FQ2",4,True,True,"Unknown",True,"Weekday",98,23,8,2,2,False,False,False,""
2022-10-20 00:00:00.000,2022,4,10,20,20221020,"October","Oct 2022","Q4 2022",4,"Thursday",2022-10-23 00:00:00.000,2022-10-31 00:00:00.000,42,2022,291,"2022-42",20224200,20221000,20220400,"FY23","FQ2",4,True,True,"Unknown",True,"Weekday",99,23,8,2,2,False,False,False,""
2022-10-27 00:00:00.000,2022,4,10,27,20221027,"October","Oct 2022","Q4 2022",4,"Thursday",2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,43,2022,298,"2022-43",20224300,20221000,20220400,"FY23","FQ2",4,True,True,"Unknown",True,"Weekday",100,23,8,2,2,False,False,False,"Fourth Thursday"
2022-11-03 00:00:00.000,2022,4,11,3,20221103,"November","Nov 2022","Q4 2022",4,"Thursday",2022-11-06 00:00:00.000,2022-11-30 00:00:00.000,44,2022,305,"2022-44",20224400,20221100,20220400,"FY23","FQ2",5,True,True,"Unknown",True,"Weekday",101,24,8,2,2,False,False,False,""
2022-11-10 00:00:00.000,2022,4,11,10,20221110,"November","Nov 2022","Q4 2022",4,"Thursday",2022-11-13 00:00:00.000,2022-11-30 00:00:00.000,45,2022,312,"2022-45",20224500,20221100,20220400,"FY23","FQ2",5,True,True,"Unknown",True,"Weekday",102,24,8,2,2,False,False,False,""
2022-11-17 00:00:00.000,2022,4,11,17,20221117,"November","Nov 2022","Q4 2022",4,"Thursday",2022-11-20 00:00:00.000,2022-11-30 00:00:00.000,46,2022,319,"2022-46",20224600,20221100,20220400,"FY23","FQ2",5,True,True,"Unknown",True,"Weekday",103,24,8,2,2,False,False,False,""
2022-11-24 00:00:00.000,2022,4,11,24,20221124,"November","Nov 2022","Q4 2022",4,"Thursday",2022-11-27 00:00:00.000,2022-11-30 00:00:00.000,47,2022,326,"2022-47",20224700,20221100,20220400,"FY23","FQ2",5,True,True,"Unknown",True,"Weekday",104,24,8,2,2,False,False,False,"Fourth Thursday"
2022-12-01 00:00:00.000,2022,4,12,1,20221201,"December","Dec 2022","Q4 2022",4,"Thursday",2022-12-04 00:00:00.000,2022-12-31 00:00:00.000,48,2022,333,"2022-48",20224800,20221200,20220400,"FY23","FQ2",6,True,True,"Unknown",True,"Weekday",105,25,8,2,2,False,False,False,""
2022-12-08 00:00:00.000,2022,4,12,8,20221208,"December","Dec 2022","Q4 2022",4,"Thursday",2022-12-11 00:00:00.000,2022-12-31 00:00:00.000,49,2022,340,"2022-49",20224900,20221200,20220400,"FY23","FQ2",6,True,True,"Unknown",True,"Weekday",106,25,8,2,2,False,False,False,""
2022-12-15 00:00:00.000,2022,4,12,15,20221215,"December","Dec 2022","Q4 2022",4,"Thursday",2022-12-18 00:00:00.000,2022-12-31 00:00:00.000,50,2022,347,"2022-50",20225000,20221200,20220400,"FY23","FQ2",6,True,True,"Unknown",True,"Weekday",107,25,8,2,2,False,False,False,""
2022-12-22 00:00:00.000,2022,4,12,22,20221222,"December","Dec 2022","Q4 2022",4,"Thursday",2022-12-25 00:00:00.000,2022-12-31 00:00:00.000,51,2022,354,"2022-51",20225100,20221200,20220400,"FY23","FQ2",6,True,True,"Unknown",True,"Weekday",108,25,8,2,2,False,False,False,"Fourth Thursday"
2022-12-29 00:00:00.000,2022,4,12,29,20221229,"December","Dec 2022","Q4 2022",4,"Thursday",2023-01-01 00:00:00.000,2022-12-31 00:00:00.000,52,2022,361,"2022-52",20225200,20221200,20220400,"FY23","FQ2",6,True,True,"Unknown",True,"Weekday",109,25,8,2,2,False,False,False,""
2023-10-05 00:00:00.000,2023,4,10,5,20231005,"October","Oct 2023","Q4 2023",4,"Thursday",2023-10-08 00:00:00.000,2023-10-31 00:00:00.000,40,2023,277,"2023-40",20234000,20231000,20230400,"FY24","FQ2",4,True,True,"Unknown",True,"Weekday",149,35,12,3,3,False,False,False,""
2023-10-12 00:00:00.000,2023,4,10,12,20231012,"October","Oct 2023","Q4 2023",4,"Thursday",2023-10-15 00:00:00.000,2023-10-31 00:00:00.000,41,2023,284,"2023-41",20234100,20231000,20230400,"FY24","FQ2",4,True,True,"Unknown",True,"Weekday",150,35,12,3,3,False,False,False,""
2023-10-19 00:00:00.000,2023,4,10,19,20231019,"October","Oct 2023","Q4 2023",4,"Thursday",2023-10-22 00:00:00.000,2023-10-31 00:00:00.000,42,2023,291,"2023-42",20234200,20231000,20230400,"FY24","FQ2",4,True,True,"Unknown",True,"Weekday",151,35,12,3,3,False,False,False,""
2023-10-26 00:00:00.000,2023,4,10,26,20231026,"October","Oct 2023","Q4 2023",4,"Thursday",2023-10-29 00:00:00.000,2023-10-31 00:00:00.000,43,2023,298,"2023-43",20234300,20231000,20230400,"FY24","FQ2",4,True,True,"Unknown",True,"Weekday",152,35,12,3,3,False,False,False,"Fourth Thursday"
2023-11-02 00:00:00.000,2023,4,11,2,20231102,"November","Nov 2023","Q4 2023",4,"Thursday",2023-11-05 00:00:00.000,2023-11-30 00:00:00.000,44,2023,305,"2023-44",20234400,20231100,20230400,"FY24","FQ2",5,True,True,"Unknown",True,"Weekday",153,36,12,3,3,False,False,False,""
2023-11-09 00:00:00.000,2023,4,11,9,20231109,"November","Nov 2023","Q4 2023",4,"Thursday",2023-11-12 00:00:00.000,2023-11-30 00:00:00.000,45,2023,312,"2023-45",20234500,20231100,20230400,"FY24","FQ2",5,True,True,"Unknown",True,"Weekday",154,36,12,3,3,False,False,False,""
2023-11-16 00:00:00.000,2023,4,11,16,20231116,"November","Nov 2023","Q4 2023",4,"Thursday",2023-11-19 00:00:00.000,2023-11-30 00:00:00.000,46,2023,319,"2023-46",20234600,20231100,20230400,"FY24","FQ2",5,True,True,"Unknown",True,"Weekday",155,36,12,3,3,False,False,False,""
2023-11-23 00:00:00.000,2023,4,11,23,20231123,"November","Nov 2023","Q4 2023",4,"Thursday",2023-11-26 00:00:00.000,2023-11-30 00:00:00.000,47,2023,326,"2023-47",20234700,20231100,20230400,"FY24","FQ2",5,True,True,"Unknown",True,"Weekday",156,36,12,3,3,False,False,False,"Fourth Thursday"
2023-11-30 00:00:00.000,2023,4,11,30,20231130,"November","Nov 2023","Q4 2023",4,"Thursday",2023-12-03 00:00:00.000,2023-11-30 00:00:00.000,48,2023,333,"2023-48",20234800,20231100,20230400,"FY24","FQ2",5,True,True,"Unknown",True,"Weekday",157,36,12,3,3,False,False,False,""
2023-12-07 00:00:00.000,2023,4,12,7,20231207,"December","Dec 2023","Q4 2023",4,"Thursday",2023-12-10 00:00:00.000,2023-12-31 00:00:00.000,49,2023,340,"2023-49",20234900,20231200,20230400,"FY24","FQ2",6,True,True,"Unknown",True,"Weekday",158,37,12,3,3,False,False,False,""
2023-12-14 00:00:00.000,2023,4,12,14,20231214,"December","Dec 2023","Q4 2023",4,"Thursday",2023-12-17 00:00:00.000,2023-12-31 00:00:00.000,50,2023,347,"2023-50",20235000,20231200,20230400,"FY24","FQ2",6,True,True,"Unknown",True,"Weekday",159,37,12,3,3,False,False,False,""
2023-12-21 00:00:00.000,2023,4,12,21,20231221,"December","Dec 2023","Q4 2023",4,"Thursday",2023-12-24 00:00:00.000,2023-12-31 00:00:00.000,51,2023,354,"2023-51",20235100,20231200,20230400,"FY24","FQ2",6,True,True,"Unknown",True,"Weekday",160,37,12,3,3,False,False,False,""
2023-12-28 00:00:00.000,2023,4,12,28,20231228,"December","Dec 2023","Q4 2023",4,"Thursday",2023-12-31 00:00:00.000,2023-12-31 00:00:00.000,52,2023,361,"2023-52",20235200,20231200,20230400,"FY24","FQ2",6,True,True,"Unknown",True,"Weekday",161,37,12,3,3,False,False,False,"Fourth Thursday"
2024-10-03 00:00:00.000,2024,4,10,3,20241003,"October","Oct 2024","Q4 2024",4,"Thursday",2024-10-06 00:00:00.000,2024-10-31 00:00:00.000,40,2024,277,"2024-40",20244000,20241000,20240400,"FY25","FQ2",4,True,True,"Unknown",True,"Weekday",201,47,16,4,4,False,False,False,""
2024-10-10 00:00:00.000,2024,4,10,10,20241010,"October","Oct 2024","Q4 2024",4,"Thursday",2024-10-13 00:00:00.000,2024-10-31 00:00:00.000,41,2024,284,"2024-41",20244100,20241000,20240400,"FY25","FQ2",4,True,True,"Unknown",True,"Weekday",202,47,16,4,4,False,False,False,""
2024-10-17 00:00:00.000,2024,4,10,17,20241017,"October","Oct 2024","Q4 2024",4,"Thursday",2024-10-20 00:00:00.000,2024-10-31 00:00:00.000,42,2024,291,"2024-42",20244200,20241000,20240400,"FY25","FQ2",4,True,True,"Unknown",True,"Weekday",203,47,16,4,4,False,False,False,""
2024-10-24 00:00:00.000,2024,4,10,24,20241024,"October","Oct 2024","Q4 2024",4,"Thursday",2024-10-27 00:00:00.000,2024-10-31 00:00:00.000,43,2024,298,"2024-43",20244300,20241000,20240400,"FY25","FQ2",4,True,True,"Unknown",True,"Weekday",204,47,16,4,4,False,False,False,"Fourth Thursday"
2024-10-31 00:00:00.000,2024,4,10,31,20241031,"October","Oct 2024","Q4 2024",4,"Thursday",2024-11-03 00:00:00.000,2024-10-31 00:00:00.000,44,2024,305,"2024-44",20244400,20241000,20240400,"FY25","FQ2",4,True,True,"Unknown",True,"Weekday",205,47,16,4,4,False,False,False,""
2024-11-07 00:00:00.000,2024,4,11,7,20241107,"November","Nov 2024","Q4 2024",4,"Thursday",2024-11-10 00:00:00.000,2024-11-30 00:00:00.000,45,2024,312,"2024-45",20244500,20241100,20240400,"FY25","FQ2",5,True,True,"Unknown",True,"Weekday",206,48,16,4,4,False,False,False,""
2024-11-14 00:00:00.000,2024,4,11,14,20241114,"November","Nov 2024","Q4 2024",4,"Thursday",2024-11-17 00:00:00.000,2024-11-30 00:00:00.000,46,2024,319,"2024-46",20244600,20241100,20240400,"FY25","FQ2",5,True,True,"Unknown",True,"Weekday",207,48,16,4,4,False,False,False,""
2024-11-21 00:00:00.000,2024,4,11,21,20241121,"November","Nov 2024","Q4 2024",4,"Thursday",2024-11-24 00:00:00.000,2024-11-30 00:00:00.000,47,2024,326,"2024-47",20244700,20241100,20240400,"FY25","FQ2",5,True,True,"Unknown",True,"Weekday",208,48,16,4,4,False,False,False,""
2024-11-28 00:00:00.000,2024,4,11,28,20241128,"November","Nov 2024","Q4 2024",4,"Thursday",2024-12-01 00:00:00.000,2024-11-30 00:00:00.000,48,2024,333,"2024-48",20244800,20241100,20240400,"FY25","FQ2",5,True,True,"Unknown",True,"Weekday",209,48,16,4,4,False,False,False,"Fourth Thursday"
2024-12-05 00:00:00.000,2024,4,12,5,20241205,"December","Dec 2024","Q4 2024",4,"Thursday",2024-12-08 00:00:00.000,2024-12-31 00:00:00.000,49,2024,340,"2024-49",20244900,20241200,20240400,"FY25","FQ2",6,True,True,"Unknown",True,"Weekday",210,49,16,4,4,False,False,False,""
2024-12-12 00:00:00.000,2024,4,12,12,20241212,"December","Dec 2024","Q4 2024",4,"Thursday",2024-12-15 00:00:00.000,2024-12-31 00:00:00.000,50,2024,347,"2024-50",20245000,20241200,20240400,"FY25","FQ2",6,True,True,"Unknown",True,"Weekday",211,49,16,4,4,False,False,False,""
2024-12-19 00:00:00.000,2024,4,12,19,20241219,"December","Dec 2024","Q4 2024",4,"Thursday",2024-12-22 00:00:00.000,2024-12-31 00:00:00.000,51,2024,354,"2024-51",20245100,20241200,20240400,"FY25","FQ2",6,True,True,"Unknown",True,"Weekday",212,49,16,4,4,False,False,False,""
2024-12-26 00:00:00.000,2024,4,12,26,20241226,"December","Dec 2024","Q4 2024",4,"Thursday",2024-12-29 00:00:00.000,2024-12-31 00:00:00.000,52,2024,361,"2024-52",20245200,20241200,20240400,"FY25","FQ2",6,True,True,"Unknown",True,"Weekday",213,49,16,4,4,False,False,False,"Fourth Thursday"
2025-10-02 00:00:00.000,2025,4,10,2,20251002,"October","Oct 2025","Q4 2025",4,"Thursday",2025-10-05 00:00:00.000,2025-10-31 00:00:00.000,40,2025,277,"2025-40",20254000,20251000,20250400,"FY26","FQ2",4,True,True,"Unknown",True,"Weekday",253,59,20,5,5,False,False,False,""
2025-10-09 00:00:00.000,2025,4,10,9,20251009,"October","Oct 2025","Q4 2025",4,"Thursday",2025-10-12 00:00:00.000,2025-10-31 00:00:00.000,41,2025,284,"2025-41",20254100,20251000,20250400,"FY26","FQ2",4,True,True,"Unknown",True,"Weekday",254,59,20,5,5,False,False,False,""
2025-10-16 00:00:00.000,2025,4,10,16,20251016,"October","Oct 2025","Q4 2025",4,"Thursday",2025-10-19 00:00:00.000,2025-10-31 00:00:00.000,42,2025,291,"2025-42",20254200,20251000,20250400,"FY26","FQ2",4,True,True,"Unknown",True,"Weekday",255,59,20,5,5,False,False,False,""
2025-10-23 00:00:00.000,2025,4,10,23,20251023,"October","Oct 2025","Q4 2025",4,"Thursday",2025-10-26 00:00:00.000,2025-10-31 00:00:00.000,43,2025,298,"2025-43",20254300,20251000,20250400,"FY26","FQ2",4,True,True,"Unknown",True,"Weekday",256,59,20,5,5,False,False,False,"Fourth Thursday"
2025-10-30 00:00:00.000,2025,4,10,30,20251030,"October","Oct 2025","Q4 2025",4,"Thursday",2025-11-02 00:00:00.000,2025-10-31 00:00:00.000,44,2025,305,"2025-44",20254400,20251000,20250400,"FY26","FQ2",4,True,True,"Unknown",True,"Weekday",257,59,20,5,5,False,False,False,""
2025-11-06 00:00:00.000,2025,4,11,6,20251106,"November","Nov 2025","Q4 2025",4,"Thursday",2025-11-09 00:00:00.000,2025-11-30 00:00:00.000,45,2025,312,"2025-45",20254500,20251100,20250400,"FY26","FQ2",5,True,True,"Unknown",True,"Weekday",258,60,20,5,5,False,False,False,""
2025-11-13 00:00:00.000,2025,4,11,13,20251113,"November","Nov 2025","Q4 2025",4,"Thursday",2025-11-16 00:00:00.000,2025-11-30 00:00:00.000,46,2025,319,"2025-46",20254600,20251100,20250400,"FY26","FQ2",5,True,True,"Unknown",True,"Weekday",259,60,20,5,5,False,False,False,""
2025-11-20 00:00:00.000,2025,4,11,20,20251120,"November","Nov 2025","Q4 2025",4,"Thursday",2025-11-23 00:00:00.000,2025-11-30 00:00:00.000,47,2025,326,"2025-47",20254700,20251100,20250400,"FY26","FQ2",5,True,True,"Unknown",True,"Weekday",260,60,20,5,5,False,False,False,""
2025-11-27 00:00:00.000,2025,4,11,27,20251127,"November","Nov 2025","Q4 2025",4,"Thursday",2025-11-30 00:00:00.000,2025-11-30 00:00:00.000,48,2025,333,"2025-48",20254800,20251100,20250400,"FY26","FQ2",5,True,True,"Unknown",True,"Weekday",261,60,20,5,5,False,False,False,"Fourth Thursday"
2025-12-04 00:00:00.000,2025,4,12,4,20251204,"December","Dec 2025","Q4 2025",4,"Thursday",2025-12-07 00:00:00.000,2025-12-31 00:00:00.000,49,2025,340,"2025-49",20254900,20251200,20250400,"FY26","FQ2",6,True,True,"Unknown",True,"Weekday",262,61,20,5,5,False,False,False,""
2025-12-11 00:00:00.000,2025,4,12,11,20251211,"December","Dec 2025","Q4 2025",4,"Thursday",2025-12-14 00:00:00.000,2025-12-31 00:00:00.000,50,2025,347,"2025-50",20255000,20251200,20250400,"FY26","FQ2",6,True,True,"Unknown",True,"Weekday",263,61,20,5,5,False,False,False,""
2025-12-18 00:00:00.000,2025,4,12,18,20251218,"December","Dec 2025","Q4 2025",4,"Thursday",2025-12-21 00:00:00.000,2025-12-31 00:00:00.000,51,2025,354,"2025-51",20255100,20251200,20250400,"FY26","FQ2",6,True,True,"Unknown",True,"Weekday",264,61,20,5,5,False,False,False,""
2025-12-25 00:00:00.000,2025,4,12,25,20251225,"December","Dec 2025","Q4 2025",4,"Thursday",2025-12-28 00:00:00.000,2025-12-31 00:00:00.000,52,2025,361,"2025-52",20255200,20251200,20250400,"FY26","FQ2",6,True,True,"Unknown",True,"Weekday",265,61,20,5,5,False,False,False,"Fourth Thursday"
2026-10-01 00:00:00.000,2026,4,10,1,20261001,"October","Oct 2026","Q4 2026",4,"Thursday",2026-10-04 00:00:00.000,2026-10-31 00:00:00.000,40,2026,277,"2026-40",20264000,20261000,20260400,"FY27","FQ2",4,True,True,"Unknown",True,"Weekday",305,71,24,6,6,False,False,False,""
2026-10-08 00:00:00.000,2026,4,10,8,20261008,"October","Oct 2026","Q4 2026",4,"Thursday",2026-10-11 00:00:00.000,2026-10-31 00:00:00.000,41,2026,284,"2026-41",20264100,20261000,20260400,"FY27","FQ2",4,True,True,"Unknown",True,"Weekday",306,71,24,6,6,False,False,False,""
2026-10-15 00:00:00.000,2026,4,10,15,20261015,"October","Oct 2026","Q4 2026",4,"Thursday",2026-10-18 00:00:00.000,2026-10-31 00:00:00.000,42,2026,291,"2026-42",20264200,20261000,20260400,"FY27","FQ2",4,True,True,"Unknown",True,"Weekday",307,71,24,6,6,False,False,False,""
2026-10-22 00:00:00.000,2026,4,10,22,20261022,"October","Oct 2026","Q4 2026",4,"Thursday",2026-10-25 00:00:00.000,2026-10-31 00:00:00.000,43,2026,298,"2026-43",20264300,20261000,20260400,"FY27","FQ2",4,True,True,"Unknown",True,"Weekday",308,71,24,6,6,False,False,False,"Fourth Thursday"
2026-10-29 00:00:00.000,2026,4,10,29,20261029,"October","Oct 2026","Q4 2026",4,"Thursday",2026-11-01 00:00:00.000,2026-10-31 00:00:00.000,44,2026,305,"2026-44",20264400,20261000,20260400,"FY27","FQ2",4,True,True,"Unknown",True,"Weekday",309,71,24,6,6,False,False,False,""
2026-11-05 00:00:00.000,2026,4,11,5,20261105,"November","Nov 2026","Q4 2026",4,"Thursday",2026-11-08 00:00:00.000,2026-11-30 00:00:00.000,45,2026,312,"2026-45",20264500,20261100,20260400,"FY27","FQ2",5,True,True,"Unknown",True,"Weekday",310,72,24,6,6,False,False,False,""
2026-11-12 00:00:00.000,2026,4,11,12,20261112,"November","Nov 2026","Q4 2026",4,"Thursday",2026-11-15 00:00:00.000,2026-11-30 00:00:00.000,46,2026,319,"2026-46",20264600,20261100,20260400,"FY27","FQ2",5,True,True,"Unknown",True,"Weekday",311,72,24,6,6,False,False,False,""
2026-11-19 00:00:00.000,2026,4,11,19,20261119,"November","Nov 2026","Q4 2026",4,"Thursday",2026-11-22 00:00:00.000,2026-11-30 00:00:00.000,47,2026,326,"2026-47",20264700,20261100,20260400,"FY27","FQ2",5,True,True,"Unknown",True,"Weekday",312,72,24,6,6,False,False,False,""
2026-11-26 00:00:00.000,2026,4,11,26,20261126,"November","Nov 2026","Q4 2026",4,"Thursday",2026-11-29 00:00:00.000,2026-11-30 00:00:00.000,48,2026,333,"2026-48",20264800,20261100,20260400,"FY27","FQ2",5,True,True,"Unknown",True,"Weekday",313,72,24,6,6,False,False,False,"Fourth Thursday"
2026-12-03 00:00:00.000,2026,4,12,3,20261203,"December","Dec 2026","Q4 2026",4,"Thursday",2026-12-06 00:00:00.000,2026-12-31 00:00:00.000,49,2026,340,"2026-49",20264900,20261200,20260400,"FY27","FQ2",6,True,True,"Unknown",True,"Weekday",314,73,24,6,6,False,False,False,""
2026-12-10 00:00:00.000,2026,4,12,10,20261210,"December","Dec 2026","Q4 2026",4,"Thursday",2026-12-13 00:00:00.000,2026-12-31 00:00:00.000,50,2026,347,"2026-50",20265000,20261200,20260400,"FY27","FQ2",6,True,True,"Unknown",True,"Weekday",315,73,24,6,6,False,False,False,""
2026-12-17 00:00:00.000,2026,4,12,17,20261217,"December","Dec 2026","Q4 2026",4,"Thursday",2026-12-20 00:00:00.000,2026-12-31 00:00:00.000,51,2026,354,"2026-51",20265100,20261200,20260400,"FY27","FQ2",6,True,True,"Unknown",True,"Weekday",316,73,24,6,6,False,False,False,""
2026-12-24 00:00:00.000,2026,4,12,24,20261224,"December","Dec 2026","Q4 2026",4,"Thursday",2026-12-27 00:00:00.000,2026-12-31 00:00:00.000,52,2026,361,"2026-52",20265200,20261200,20260400,"FY27","FQ2",6,True,True,"Unknown",True,"Weekday",317,73,24,6,6,False,False,False,"Fourth Thursday"
2026-12-31 00:00:00.000,2026,4,12,31,20261231,"December","Dec 2026","Q4 2026",4,"Thursday",2027-01-03 00:00:00.000,2026-12-31 00:00:00.000,53,2026,368,"2026-53",20265300,20261200,20260400,"FY27","FQ2",6,True,True,"Unknown",True,"Weekday",318,73,24,6,6,False,False,False,""
