" supplier_code",article_number,item,description,group,category,class,ABC Ind,brand,supply chain ind,classification,stock on hand,allocated_stock,on_order,available_stock,customer orders,age,ranged_cnt,predecessor,average cost,LT Qty,SS Qty,forecast history_Jun 21,actual sales_Jun 21,forecast history_Jul 21,actual sales_Jul 21,forecast history_Aug 21,actual sales_Aug 21,actual sales_Sep 21,forecast_Sep 21,forecast_Oct 21,forecast_Nov 21,forecast_Dec 21,forecast_Jan 22,forecast_Feb 22,forecast_Mar 22,forecast_Apr 22,forecast_May 22,forecast_Jun 22,forecast_Jul 22,forecast_Aug 22
"Unknown","11237110","5KSMPRA","KITCHENAID PASTA ROLLER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10186956","998SASBG","KUVINGS JUICER BURGANDY","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","KUVINGS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10186955","998SASBK","KUVINGS JUICER BLACK","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","KUVINGS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10186953","998SASPP","KUVINGS JUICER PURPLE","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","KUVINGS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10186952","998SASPW","KUVINGS JUICER PEARL WHITE","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","KUVINGS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10223953","A930","KENWOOD COLANDER & SIEVE MAJOR","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10223951","A934","KENWOOD POTATO PEELER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10224596","A950","KENWOOD/MINCERS","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10201366","ALIVJPS3","JUICEPRO EASY COLD PRESS JUICE","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","AQUAPORT","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10147765","AT971A","KENWOOD PASTA CUTTER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10226394","AT973","KENWOOD TRAD PASTA MAKER TAGL","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10159720","AU910A","YONANAS FROZEN ICE CREAM MAKER","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","YONANAS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11009887","AU911","YONANAS SILVER VALUE PACK","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","YONANAS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10195382","AU956CIB","YONANAS CINNAMON PACK-HNG EXCL","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","YONANAS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10195383","AU997","YONANAS ELITE MACHINE BLACK","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","YONANAS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10205475","AURB60","YONANAS - RECIPE BOOK","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","YONANAS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11116248","AX550","KENWOOD KMIX GLASS BOWL NEW","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11160834","BBL290BKS","BREVILLE THE KINETIX GO","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10020057","BBL300","BREVILLE BLENDER 900W 1.5L SIL","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11160835","BBL380BKS","BREVILLE THE KINETIX GLASS","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10038911","BBL605BS","BREVILLE BLENDER 1200W 1.5L","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10038910","BBL605CB","BREVILLE BLENDER 1200W 1.5L","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10050372","BBL605SH","BREVILLE CONTROL BLENDER SHER","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11120915","BBL910CRN","BREVILLE 'THE BOSS'","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11120914","BCP600WHT","BREVILLE THE CITRUS PRESS","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10023868","BEM410","BREVILLE MIXER SCRAPER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11186276","BEM410SIL","BREVILLE THE SCRAPER MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10038907","BEM800BS","BREVILLE SCRAPER MIX PRO BLK","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11029003","BEM820","BREVILLE THE SCRAPER TWIN MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11029004","BEM820CB","BREVILLE THE SCRAPER TWIN MIXER CRAN","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11058303","BEM820SH","BREVILLE BENCHMIXER W TWIN BOWL SHERBERT","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10009553","BFP650","BREVILLE FOOD PROC 900W","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11160832","BFP680CRN","BREVILLE THE KITCHEN WIZZ 11 PLUS HNG EX","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10038913","BFP800BS","BREVILLE FOOD PROC PRO BLK","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10038912","BFP800CB","BREVILLE FOOD PROC PRO CRAN","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10050373","BFP800SH","BREVILLE FOOD PROC PRO SH","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10023866","BJB840","BREVILLE JUICER BLENDER","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11128806","BL450","NUTRI NINJA 900 W","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","NINJA","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10133408","BL460","KENWOOD 1.6L PLASTIC BLENDER","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11069123","BL770NZV2","NINJA MEGA KITCHEN SYSTEM","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","NINJA","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11118713","BL841","TEFAL EASY SOUP SOUP MAKER 4 FUNCTIONS","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","TEFAL","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11025632","BLM800WH","KENWOOD BLEND-X PRO BENCH BLENDER","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11060890","BLP601WH","KENWOOD BLEND-X CLASSIC","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11060869","BLP615WH","KENWOOD BLEND-X CLASSIC","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11089362","BLT932","TIFFANY 1.5L PLASTIC JUG BLENDER","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","TIFFANY","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10099693","BLX50","KENWOOD KMIX BLENDER WHT","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10099694","BLX51","KENWOOD KMIX BLENDER RED","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10102334","BLX54","KENWOOD KMIX 800W BLENDER BLK","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10193919","BLX60P","KENWOOD KMIX BLENDER PURPLE","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10270731","BLX67","KENWOOD KMIX BLENDER - ORANGE","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10145823","BLX68","KENWOOD KMIX BLENDER YEL","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10145824","BLX69","KENWOOD KMIX BLENDER PNK","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10168351","BSB380","BREVILLE THE MULTI MASH","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10057877","BSB530","BREVILLE STICK MIXER ALL IN ONE WHT","SMALL APPLIANCES","FOOD PREPARATION","STICK MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11060896","CJ3000WH","BRAUN APP CITRUS PRESS","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","BRAUN","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11060895","CJ3050WH","BRAUN APP CITRUS JUICER","SMALL APPLIANCES","FOOD PREPARATION","JUICER","Z","BRAUN","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10126162","DP700","TEFAL LAMOULINETTE CHOPPER S/S","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","TEFAL","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10000620","EM3","BREVILLE WIZZ MIX HANDMIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","BREVILLE","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11163279","FDP600BK","KENWOOD MULTI PRO HOME  3L CAP BOWL","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11294135","FDP642BK","KENWOOD MULTI PRO HOME BLACK - 3L BOWL","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","10157446","FPM270","KENWOOD MULTIPRO COMPACT 22 FUNCTIONS","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11163278","FPP210","KENWOOD TRUE MULTI PRO COMPACT  2.1L","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","KENWOOD","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
