Vendor (Preferred),Column2,Group,Category,Class,Article,Product Description,Core Range,Available SOH Qty,Invoice Cost,RSP (Site- ex GST),In Stock %,Replen Sites (Count),202109 PO Outs Qty,202108 PO Outs Qty,202107 PO Outs Qty,202106 PO Outs Qty,202109 PO Qty,202108 PO Qty,202107 PO Qty,202106 PO Qty,202109 GR Qty,202108 GR Qty,202107 GR Qty,202106 GR Qty,202109 SOH Qty,202108 SOH Qty,202107 SOH Qty,202106 SOH Qty,UD Qty
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312874,"ZIP HTAPG4 CUBE BCS BRUSHED GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312878,"ZIP HTAPG4 CUBE BCS BRUSHED NICKEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312890,"ZIP HTAPG4 ARC CS BRUSHED GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312892,"ZIP HTAPG4 ARC CS BRSH ROSE GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312894,"ZIP HTAPG4 ARC CS BRUSHED NICKEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312900,"ZIP HTAPG4 ARC B BRSH ROSE GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312902,"ZIP HTAPG4 ARC B BRUSHED NICKEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312904,"ZIP HTAPG4 ARC BA GUNMETAL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312906,"ZIP HTAPG4 ARC BA BRUSHED GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312909,"ZIP HTAPG4 ARC BA ROSE GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312911,"ZIP HTAPG4 ARC BA NICKEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312912,"ZIP HTAPG4 ARC BC GUNMETAL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312917,"ZIP HTAPG4 ARC BC ROSE GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312922,"ZIP HTAPG4 ARC BCS BRUSHED GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11312923,"ZIP HTAPG4 ARC BCS GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331063,"ZIP HYDROTAP G4 C","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331067,"ZIP HYDROTAP G4 ARC C CHILLED ONLY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331118,"ZIP HTAPG4 ARC C GUNMETAL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331119,"ZIP HYDROTAP G4 CUBE C CHILLED ONLY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331136,"ZIP HYDROTAP G4 ELITE C RESIDENTIAL MBLK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331148,"ZIP HTAPG4 CELSIUS ARC C MATTE BLK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331152,"ZIP HTAPG4 CELSIUS ARC C BRUSHED GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331169,"ZIP HTAP G4 CELSIUS ARC BCSHA NICKEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331173,"ZIP HTAP G4 CELSIUS ARC BCSHA R GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331175,"ZIP HTAP G4 CELSIUS ARC BCSHA GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331177,"ZIP HTAP G4 CELSIUS ARC BCSHA PLATINUM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331185,"ZIP HTAP G4 CELSIUS ARC BCHA R GOLD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11331189,"ZIP HTAP G4 CELSIUS ARC BCHA PLATINUM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11342707,"ZIP HTAP MINIBOIL BOILING AMBIENT BCHR","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11342708,"ZIP HTAP MINIBOIL BOILING AMBIENT GBLK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11764935,"HYDROTAP G5 CHA HOME","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11765054,"HYDROTAP G5 C HOME","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11765136,"HYDROTAP G5 BA HOME","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11765173,"HYDROTAP G5 BCS HOME","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
507215,"ZIP HEATERS (AUST) PTY LTD","070CKG","070CKGSIN","070CKGSIN045",11765203,"FONT - RAISED INCLUDES 135MM EXTN","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGSIN","070CKGSIN010",11536858,"SMEG LD116S-2 OBSOLETE STOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGSIN","070CKGSIN010",11536870,"SMEG LD116D-2 OBSOLETE STOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGSIN","070CKGSIN010",11536872,"SMEG 1LE116A3CB6 OBSOLETE STOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGSIN","070CKGSIN011",11536327,"SMEG BST30-OB OSOLETE STOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144506,"ABEY LEICHARDT - 45 LTR WITH BYPASS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144517,"PR 125 BOWL & DRAIN.RHB","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144520,"ABEY PR100 PLUS - RH","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144521,"ABEY PR100 PLUS - LH","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144546,"PIAZZA SINGLE BOWL 200","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144550,"ABEY PIAZZA PLUS SGL BWL 340","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144558,"LUGANO 1 3/4 RHB & DRAINER","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144577,"BARAZZA B-FAST DBL 1160 X 500 LHB","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144580,"BARAZZA B-FAST SINGLE 860 X 500 RHB","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144591,"BARAZZA CUBO 1 & 1/3 (40X40 & 17X40)","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11144639,"SCHOCK D100 WHT SGL BOWL SINK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11221933,"SCHOCK TYPOS D100 ALPINA SINGLE SINK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11316533,"ABEY BAR SINK TAP LEDGE - BOWL 320 X 320","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11316536,"ABEY LATROBE R25 WITH BYPASS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11316540,"ABEY LAUNDRY SINK O/FLOW 390X450 R25","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11316556,"SCHOCK QUADRO ALPINA BOWL & HALF","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11316563,"SCHOCK QUADRO CONCRETE SMALL SINGLE BOWL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11316573,"SCHOCK D200 ROUGE 1 & 3/4 BOWL SINK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11361936,"SCHOCK PREPSTATION STONE","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439399,"ABEY LAGO PLUS BOWL & HALF LHB 1160X500","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439410,"ABEY EN 200 RIGHT HAND","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439428,"BARAZZA MOOD 1 3/4 BOWL 1160 X 510 RHB","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439461,"SCHOCK WEMBLEY D200 STONE DBL BOWL SINK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439468,"SCHOCK WEMBLEY D100 STONE SGL BOWL SINK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439471,"SCHOCK WEMBLEY D100 MILLENNIAL CLIFF SGL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11439476,"SCHOCK VIRTUS 838X530 CONCRETE SGL BOWL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11671865,"ABEY PIAZZA SGL BWL + ACC COPPER","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11695605,"BARAZZA CUBO W RADIUS DBLE 500X340X200","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
500090,"ABEY AUSTRALIA PTY LTD","070CKG","070CKGSIN","070CKGSIN010",11711518,"SCHOCK NEMO SABBIA SINGLE SINK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
