Date,Year,Month,MonthNum,Month Year,MonthYearNum,Quarter Year,QtrYearNum,Day of Week,Last5Working,DayOffset
2018-09-14 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Fri","",-1436
2018-09-15 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Sat","",-1435
2018-09-16 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Sun","",-1434
2018-09-17 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Mon","",-1433
2018-09-18 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Tue","",-1432
2018-09-19 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Wed","",-1431
2018-09-20 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Thu","",-1430
2018-09-21 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Fri","",-1429
2018-09-22 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Sat","",-1428
2018-09-23 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Sun","",-1427
2018-09-24 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Mon","",-1426
2018-09-25 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Tue","",-1425
2018-09-26 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Wed","",-1424
2018-09-27 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Thu","",-1423
2018-09-28 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Fri","",-1422
2018-09-29 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Sat","",-1421
2018-09-30 00:00:00.000,2018,"September",9,"Sep-2018",201809,"Q3-2018",201803,"Sun","",-1420
2018-04-01 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sun","",-1602
2018-04-02 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Mon","",-1601
2018-04-03 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Tue","",-1600
2018-04-04 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Wed","",-1599
2018-04-05 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Thu","",-1598
2018-04-06 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Fri","",-1597
2018-04-07 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sat","",-1596
2018-04-08 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sun","",-1595
2018-04-09 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Mon","",-1594
2018-04-10 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Tue","",-1593
2018-04-11 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Wed","",-1592
2018-04-12 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Thu","",-1591
2018-04-13 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Fri","",-1590
2018-04-14 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sat","",-1589
2018-04-15 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sun","",-1588
2018-04-16 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Mon","",-1587
2018-04-17 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Tue","",-1586
2018-04-18 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Wed","",-1585
2018-04-19 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Thu","",-1584
2018-04-20 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Fri","",-1583
2018-04-21 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sat","",-1582
2018-04-22 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sun","",-1581
2018-04-23 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Mon","",-1580
2018-04-24 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Tue","",-1579
2018-04-25 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Wed","",-1578
2018-04-26 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Thu","",-1577
2018-04-27 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Fri","",-1576
2018-04-28 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sat","",-1575
2018-04-29 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Sun","",-1574
2018-04-30 00:00:00.000,2018,"April",4,"Apr-2018",201804,"Q2-2018",201802,"Mon","",-1573
2018-05-01 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Tue","",-1572
2018-05-02 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Wed","",-1571
2018-05-03 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Thu","",-1570
2018-05-04 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Fri","",-1569
2018-05-05 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sat","",-1568
2018-05-06 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sun","",-1567
2018-05-07 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Mon","",-1566
2018-05-08 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Tue","",-1565
2018-05-09 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Wed","",-1564
2018-05-10 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Thu","",-1563
2018-05-11 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Fri","",-1562
2018-05-12 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sat","",-1561
2018-05-13 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sun","",-1560
2018-05-14 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Mon","",-1559
2018-05-15 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Tue","",-1558
2018-05-16 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Wed","",-1557
2018-05-17 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Thu","",-1556
2018-05-18 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Fri","",-1555
2018-05-19 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sat","",-1554
2018-05-20 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sun","",-1553
2018-05-21 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Mon","",-1552
2018-05-22 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Tue","",-1551
2018-05-23 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Wed","",-1550
2018-05-24 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Thu","",-1549
2018-05-25 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Fri","",-1548
2018-05-26 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sat","",-1547
2018-05-27 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Sun","",-1546
2018-05-28 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Mon","",-1545
2018-05-29 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Tue","",-1544
2018-05-30 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Wed","",-1543
2018-05-31 00:00:00.000,2018,"May",5,"May-2018",201805,"Q2-2018",201802,"Thu","",-1542
2018-06-01 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Fri","",-1541
2018-06-02 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sat","",-1540
2018-06-03 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sun","",-1539
2018-06-04 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Mon","",-1538
2018-06-05 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Tue","",-1537
2018-06-06 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Wed","",-1536
2018-06-07 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Thu","",-1535
2018-06-08 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Fri","",-1534
2018-06-09 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sat","",-1533
2018-06-10 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sun","",-1532
2018-06-11 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Mon","",-1531
2018-06-12 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Tue","",-1530
2018-06-13 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Wed","",-1529
2018-06-14 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Thu","",-1528
2018-06-15 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Fri","",-1527
2018-06-16 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sat","",-1526
2018-06-17 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sun","",-1525
2018-06-18 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Mon","",-1524
2018-06-19 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Tue","",-1523
2018-06-20 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Wed","",-1522
2018-06-21 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Thu","",-1521
2018-06-22 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Fri","",-1520
2018-06-23 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sat","",-1519
2018-06-24 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sun","",-1518
2018-06-25 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Mon","",-1517
2018-06-26 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Tue","",-1516
2018-06-27 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Wed","",-1515
2018-06-28 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Thu","",-1514
2018-06-29 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Fri","",-1513
2018-06-30 00:00:00.000,2018,"June",6,"Jun-2018",201806,"Q2-2018",201802,"Sat","",-1512
2018-10-01 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Mon","",-1419
2018-10-02 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Tue","",-1418
2018-10-03 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Wed","",-1417
2018-10-04 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Thu","",-1416
2018-10-05 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Fri","",-1415
2018-10-06 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sat","",-1414
2018-10-07 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sun","",-1413
2018-10-08 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Mon","",-1412
2018-10-09 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Tue","",-1411
2018-10-10 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Wed","",-1410
2018-10-11 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Thu","",-1409
2018-10-12 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Fri","",-1408
2018-10-13 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sat","",-1407
2018-10-14 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sun","",-1406
2018-10-15 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Mon","",-1405
2018-10-16 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Tue","",-1404
2018-10-17 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Wed","",-1403
2018-10-18 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Thu","",-1402
2018-10-19 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Fri","",-1401
2018-10-20 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sat","",-1400
2018-10-21 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sun","",-1399
2018-10-22 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Mon","",-1398
2018-10-23 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Tue","",-1397
2018-10-24 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Wed","",-1396
2018-10-25 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Thu","",-1395
2018-10-26 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Fri","",-1394
2018-10-27 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sat","",-1393
2018-10-28 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Sun","",-1392
2018-10-29 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Mon","",-1391
2018-10-30 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Tue","",-1390
2018-10-31 00:00:00.000,2018,"October",10,"Oct-2018",201810,"Q4-2018",201804,"Wed","",-1389
2018-11-01 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Thu","",-1388
2018-11-02 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Fri","",-1387
2018-11-03 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sat","",-1386
2018-11-04 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sun","",-1385
2018-11-05 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Mon","",-1384
2018-11-06 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Tue","",-1383
2018-11-07 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Wed","",-1382
2018-11-08 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Thu","",-1381
2018-11-09 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Fri","",-1380
2018-11-10 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sat","",-1379
2018-11-11 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sun","",-1378
2018-11-12 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Mon","",-1377
2018-11-13 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Tue","",-1376
2018-11-14 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Wed","",-1375
2018-11-15 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Thu","",-1374
2018-11-16 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Fri","",-1373
2018-11-17 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sat","",-1372
2018-11-18 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sun","",-1371
2018-11-19 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Mon","",-1370
2018-11-20 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Tue","",-1369
2018-11-21 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Wed","",-1368
2018-11-22 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Thu","",-1367
2018-11-23 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Fri","",-1366
2018-11-24 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sat","",-1365
2018-11-25 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Sun","",-1364
2018-11-26 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Mon","",-1363
2018-11-27 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Tue","",-1362
2018-11-28 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Wed","",-1361
2018-11-29 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Thu","",-1360
2018-11-30 00:00:00.000,2018,"November",11,"Nov-2018",201811,"Q4-2018",201804,"Fri","",-1359
2018-12-01 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Sat","",-1358
2018-12-02 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Sun","",-1357
2018-12-03 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Mon","",-1356
2018-12-04 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Tue","",-1355
2018-12-05 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Wed","",-1354
2018-12-06 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Thu","",-1353
2018-12-07 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Fri","",-1352
2018-12-08 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Sat","",-1351
2018-12-09 00:00:00.000,2018,"December",12,"Dec-2018",201812,"Q4-2018",201804,"Sun","",-1350
