Date,Year,Start of Year,End of Year,Month,Days in Month,Day Name,Day of Week,Day of Year,Month Name,Quarter,Week of Year,JaarMaand,Day,Day Offset,Start of Month
2008-01-13 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"zondag",6,13,"januari",1,2,"2008 - 1",13,"-4719",2008-01-01 00:00:00.000
2009-01-05 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"maandag",0,5,"januari",1,2,"2009 - 1",5,"-4361",2009-01-01 00:00:00.000
2009-01-06 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"dinsdag",1,6,"januari",1,2,"2009 - 1",6,"-4360",2009-01-01 00:00:00.000
2009-01-07 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"woensdag",2,7,"januari",1,2,"2009 - 1",7,"-4359",2009-01-01 00:00:00.000
2009-01-08 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"donderdag",3,8,"januari",1,2,"2009 - 1",8,"-4358",2009-01-01 00:00:00.000
2009-01-09 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"vrijdag",4,9,"januari",1,2,"2009 - 1",9,"-4357",2009-01-01 00:00:00.000
2009-01-10 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"zaterdag",5,10,"januari",1,2,"2009 - 1",10,"-4356",2009-01-01 00:00:00.000
2009-01-11 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"zondag",6,11,"januari",1,2,"2009 - 1",11,"-4355",2009-01-01 00:00:00.000
2010-01-04 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"maandag",0,4,"januari",1,2,"2010 - 1",4,"-3997",2010-01-01 00:00:00.000
2010-01-05 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"dinsdag",1,5,"januari",1,2,"2010 - 1",5,"-3996",2010-01-01 00:00:00.000
2010-01-06 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"woensdag",2,6,"januari",1,2,"2010 - 1",6,"-3995",2010-01-01 00:00:00.000
2010-01-07 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"donderdag",3,7,"januari",1,2,"2010 - 1",7,"-3994",2010-01-01 00:00:00.000
2010-01-08 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"vrijdag",4,8,"januari",1,2,"2010 - 1",8,"-3993",2010-01-01 00:00:00.000
2010-01-09 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"zaterdag",5,9,"januari",1,2,"2010 - 1",9,"-3992",2010-01-01 00:00:00.000
2010-01-10 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"zondag",6,10,"januari",1,2,"2010 - 1",10,"-3991",2010-01-01 00:00:00.000
2011-01-03 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"maandag",0,3,"januari",1,2,"2011 - 1",3,"-3633",2011-01-01 00:00:00.000
2011-01-04 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"dinsdag",1,4,"januari",1,2,"2011 - 1",4,"-3632",2011-01-01 00:00:00.000
2011-01-05 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"woensdag",2,5,"januari",1,2,"2011 - 1",5,"-3631",2011-01-01 00:00:00.000
2011-01-06 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"donderdag",3,6,"januari",1,2,"2011 - 1",6,"-3630",2011-01-01 00:00:00.000
2011-01-07 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"vrijdag",4,7,"januari",1,2,"2011 - 1",7,"-3629",2011-01-01 00:00:00.000
2011-01-08 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"zaterdag",5,8,"januari",1,2,"2011 - 1",8,"-3628",2011-01-01 00:00:00.000
2011-01-09 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"zondag",6,9,"januari",1,2,"2011 - 1",9,"-3627",2011-01-01 00:00:00.000
2012-01-02 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"maandag",0,2,"januari",1,2,"2012 - 1",2,"-3269",2012-01-01 00:00:00.000
2012-01-03 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"dinsdag",1,3,"januari",1,2,"2012 - 1",3,"-3268",2012-01-01 00:00:00.000
2012-01-04 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"woensdag",2,4,"januari",1,2,"2012 - 1",4,"-3267",2012-01-01 00:00:00.000
2012-01-05 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"donderdag",3,5,"januari",1,2,"2012 - 1",5,"-3266",2012-01-01 00:00:00.000
2012-01-06 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"vrijdag",4,6,"januari",1,2,"2012 - 1",6,"-3265",2012-01-01 00:00:00.000
2012-01-07 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"zaterdag",5,7,"januari",1,2,"2012 - 1",7,"-3264",2012-01-01 00:00:00.000
2012-01-08 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"zondag",6,8,"januari",1,2,"2012 - 1",8,"-3263",2012-01-01 00:00:00.000
2013-01-07 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"maandag",0,7,"januari",1,2,"2013 - 1",7,"-2898",2013-01-01 00:00:00.000
2013-01-08 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"dinsdag",1,8,"januari",1,2,"2013 - 1",8,"-2897",2013-01-01 00:00:00.000
2013-01-09 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"woensdag",2,9,"januari",1,2,"2013 - 1",9,"-2896",2013-01-01 00:00:00.000
2013-01-10 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"donderdag",3,10,"januari",1,2,"2013 - 1",10,"-2895",2013-01-01 00:00:00.000
2013-01-11 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"vrijdag",4,11,"januari",1,2,"2013 - 1",11,"-2894",2013-01-01 00:00:00.000
2013-01-12 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"zaterdag",5,12,"januari",1,2,"2013 - 1",12,"-2893",2013-01-01 00:00:00.000
2013-01-13 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"zondag",6,13,"januari",1,2,"2013 - 1",13,"-2892",2013-01-01 00:00:00.000
2014-01-06 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"maandag",0,6,"januari",1,2,"2014 - 1",6,"-2534",2014-01-01 00:00:00.000
2014-01-07 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"dinsdag",1,7,"januari",1,2,"2014 - 1",7,"-2533",2014-01-01 00:00:00.000
2014-01-08 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"woensdag",2,8,"januari",1,2,"2014 - 1",8,"-2532",2014-01-01 00:00:00.000
2014-01-09 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"donderdag",3,9,"januari",1,2,"2014 - 1",9,"-2531",2014-01-01 00:00:00.000
2014-01-10 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"vrijdag",4,10,"januari",1,2,"2014 - 1",10,"-2530",2014-01-01 00:00:00.000
2014-01-11 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"zaterdag",5,11,"januari",1,2,"2014 - 1",11,"-2529",2014-01-01 00:00:00.000
2014-01-12 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"zondag",6,12,"januari",1,2,"2014 - 1",12,"-2528",2014-01-01 00:00:00.000
2015-01-05 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"maandag",0,5,"januari",1,2,"2015 - 1",5,"-2170",2015-01-01 00:00:00.000
2015-01-06 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"dinsdag",1,6,"januari",1,2,"2015 - 1",6,"-2169",2015-01-01 00:00:00.000
2015-01-07 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"woensdag",2,7,"januari",1,2,"2015 - 1",7,"-2168",2015-01-01 00:00:00.000
2015-01-08 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"donderdag",3,8,"januari",1,2,"2015 - 1",8,"-2167",2015-01-01 00:00:00.000
2015-01-09 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"vrijdag",4,9,"januari",1,2,"2015 - 1",9,"-2166",2015-01-01 00:00:00.000
2015-01-10 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"zaterdag",5,10,"januari",1,2,"2015 - 1",10,"-2165",2015-01-01 00:00:00.000
2015-01-11 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"zondag",6,11,"januari",1,2,"2015 - 1",11,"-2164",2015-01-01 00:00:00.000
2016-01-04 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"maandag",0,4,"januari",1,2,"2016 - 1",4,"-1806",2016-01-01 00:00:00.000
2016-01-05 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"dinsdag",1,5,"januari",1,2,"2016 - 1",5,"-1805",2016-01-01 00:00:00.000
2016-01-06 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"woensdag",2,6,"januari",1,2,"2016 - 1",6,"-1804",2016-01-01 00:00:00.000
2016-01-07 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"donderdag",3,7,"januari",1,2,"2016 - 1",7,"-1803",2016-01-01 00:00:00.000
2016-01-08 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"vrijdag",4,8,"januari",1,2,"2016 - 1",8,"-1802",2016-01-01 00:00:00.000
2016-01-09 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"zaterdag",5,9,"januari",1,2,"2016 - 1",9,"-1801",2016-01-01 00:00:00.000
2016-01-10 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"zondag",6,10,"januari",1,2,"2016 - 1",10,"-1800",2016-01-01 00:00:00.000
2017-01-02 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"maandag",0,2,"januari",1,2,"2017 - 1",2,"-1442",2017-01-01 00:00:00.000
2017-01-03 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"dinsdag",1,3,"januari",1,2,"2017 - 1",3,"-1441",2017-01-01 00:00:00.000
2017-01-04 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"woensdag",2,4,"januari",1,2,"2017 - 1",4,"-1440",2017-01-01 00:00:00.000
2017-01-05 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"donderdag",3,5,"januari",1,2,"2017 - 1",5,"-1439",2017-01-01 00:00:00.000
2017-01-06 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"vrijdag",4,6,"januari",1,2,"2017 - 1",6,"-1438",2017-01-01 00:00:00.000
2017-01-07 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"zaterdag",5,7,"januari",1,2,"2017 - 1",7,"-1437",2017-01-01 00:00:00.000
2017-01-08 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"zondag",6,8,"januari",1,2,"2017 - 1",8,"-1436",2017-01-01 00:00:00.000
2018-01-08 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"maandag",0,8,"januari",1,2,"2018 - 1",8,"-1071",2018-01-01 00:00:00.000
2018-01-09 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"dinsdag",1,9,"januari",1,2,"2018 - 1",9,"-1070",2018-01-01 00:00:00.000
2018-01-10 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"woensdag",2,10,"januari",1,2,"2018 - 1",10,"-1069",2018-01-01 00:00:00.000
2018-01-11 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"donderdag",3,11,"januari",1,2,"2018 - 1",11,"-1068",2018-01-01 00:00:00.000
2018-01-12 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"vrijdag",4,12,"januari",1,2,"2018 - 1",12,"-1067",2018-01-01 00:00:00.000
2018-01-13 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"zaterdag",5,13,"januari",1,2,"2018 - 1",13,"-1066",2018-01-01 00:00:00.000
2018-01-14 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"zondag",6,14,"januari",1,2,"2018 - 1",14,"-1065",2018-01-01 00:00:00.000
2019-01-07 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"maandag",0,7,"januari",1,2,"2019 - 1",7,"-707",2019-01-01 00:00:00.000
2019-01-08 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"dinsdag",1,8,"januari",1,2,"2019 - 1",8,"-706",2019-01-01 00:00:00.000
2019-01-09 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"woensdag",2,9,"januari",1,2,"2019 - 1",9,"-705",2019-01-01 00:00:00.000
2019-01-10 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"donderdag",3,10,"januari",1,2,"2019 - 1",10,"-704",2019-01-01 00:00:00.000
2019-01-11 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"vrijdag",4,11,"januari",1,2,"2019 - 1",11,"-703",2019-01-01 00:00:00.000
2019-01-12 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"zaterdag",5,12,"januari",1,2,"2019 - 1",12,"-702",2019-01-01 00:00:00.000
2019-01-13 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"zondag",6,13,"januari",1,2,"2019 - 1",13,"-701",2019-01-01 00:00:00.000
2020-01-06 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"maandag",0,6,"januari",1,2,"2020 - 1",6,"-343",2020-01-01 00:00:00.000
2020-01-07 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"dinsdag",1,7,"januari",1,2,"2020 - 1",7,"-342",2020-01-01 00:00:00.000
2020-01-08 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"woensdag",2,8,"januari",1,2,"2020 - 1",8,"-341",2020-01-01 00:00:00.000
2020-01-09 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"donderdag",3,9,"januari",1,2,"2020 - 1",9,"-340",2020-01-01 00:00:00.000
2020-01-10 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"vrijdag",4,10,"januari",1,2,"2020 - 1",10,"-339",2020-01-01 00:00:00.000
2020-01-11 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"zaterdag",5,11,"januari",1,2,"2020 - 1",11,"-338",2020-01-01 00:00:00.000
2020-01-12 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"zondag",6,12,"januari",1,2,"2020 - 1",12,"-337",2020-01-01 00:00:00.000
2021-01-04 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"maandag",0,4,"januari",1,2,"2021 - 1",4,"21",2021-01-01 00:00:00.000
2021-01-05 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"dinsdag",1,5,"januari",1,2,"2021 - 1",5,"22",2021-01-01 00:00:00.000
2021-01-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"woensdag",2,6,"januari",1,2,"2021 - 1",6,"23",2021-01-01 00:00:00.000
2021-01-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"donderdag",3,7,"januari",1,2,"2021 - 1",7,"24",2021-01-01 00:00:00.000
2021-01-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"vrijdag",4,8,"januari",1,2,"2021 - 1",8,"25",2021-01-01 00:00:00.000
2021-01-09 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"zaterdag",5,9,"januari",1,2,"2021 - 1",9,"26",2021-01-01 00:00:00.000
2021-01-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"zondag",6,10,"januari",1,2,"2021 - 1",10,"27",2021-01-01 00:00:00.000
2007-01-15 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"maandag",0,15,"januari",1,3,"2007 - 1",15,"-5082",2007-01-01 00:00:00.000
2007-01-16 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"dinsdag",1,16,"januari",1,3,"2007 - 1",16,"-5081",2007-01-01 00:00:00.000
2007-01-17 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"woensdag",2,17,"januari",1,3,"2007 - 1",17,"-5080",2007-01-01 00:00:00.000
2007-01-18 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"donderdag",3,18,"januari",1,3,"2007 - 1",18,"-5079",2007-01-01 00:00:00.000
2007-01-19 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"vrijdag",4,19,"januari",1,3,"2007 - 1",19,"-5078",2007-01-01 00:00:00.000
2007-01-20 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"zaterdag",5,20,"januari",1,3,"2007 - 1",20,"-5077",2007-01-01 00:00:00.000
2007-01-21 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,1,31,"zondag",6,21,"januari",1,3,"2007 - 1",21,"-5076",2007-01-01 00:00:00.000
2008-01-14 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"maandag",0,14,"januari",1,3,"2008 - 1",14,"-4718",2008-01-01 00:00:00.000
2008-01-15 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"dinsdag",1,15,"januari",1,3,"2008 - 1",15,"-4717",2008-01-01 00:00:00.000
2008-01-16 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"woensdag",2,16,"januari",1,3,"2008 - 1",16,"-4716",2008-01-01 00:00:00.000
2008-01-17 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"donderdag",3,17,"januari",1,3,"2008 - 1",17,"-4715",2008-01-01 00:00:00.000
2008-01-18 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"vrijdag",4,18,"januari",1,3,"2008 - 1",18,"-4714",2008-01-01 00:00:00.000
2008-01-19 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"zaterdag",5,19,"januari",1,3,"2008 - 1",19,"-4713",2008-01-01 00:00:00.000
2008-01-20 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,1,31,"zondag",6,20,"januari",1,3,"2008 - 1",20,"-4712",2008-01-01 00:00:00.000
2009-01-12 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"maandag",0,12,"januari",1,3,"2009 - 1",12,"-4354",2009-01-01 00:00:00.000
2009-01-13 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"dinsdag",1,13,"januari",1,3,"2009 - 1",13,"-4353",2009-01-01 00:00:00.000
2009-01-14 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"woensdag",2,14,"januari",1,3,"2009 - 1",14,"-4352",2009-01-01 00:00:00.000
2009-01-15 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"donderdag",3,15,"januari",1,3,"2009 - 1",15,"-4351",2009-01-01 00:00:00.000
2009-01-16 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"vrijdag",4,16,"januari",1,3,"2009 - 1",16,"-4350",2009-01-01 00:00:00.000
2009-01-17 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"zaterdag",5,17,"januari",1,3,"2009 - 1",17,"-4349",2009-01-01 00:00:00.000
2009-01-18 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,1,31,"zondag",6,18,"januari",1,3,"2009 - 1",18,"-4348",2009-01-01 00:00:00.000
2010-01-11 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"maandag",0,11,"januari",1,3,"2010 - 1",11,"-3990",2010-01-01 00:00:00.000
2010-01-12 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"dinsdag",1,12,"januari",1,3,"2010 - 1",12,"-3989",2010-01-01 00:00:00.000
2010-01-13 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"woensdag",2,13,"januari",1,3,"2010 - 1",13,"-3988",2010-01-01 00:00:00.000
2010-01-14 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"donderdag",3,14,"januari",1,3,"2010 - 1",14,"-3987",2010-01-01 00:00:00.000
2010-01-15 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"vrijdag",4,15,"januari",1,3,"2010 - 1",15,"-3986",2010-01-01 00:00:00.000
2010-01-16 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"zaterdag",5,16,"januari",1,3,"2010 - 1",16,"-3985",2010-01-01 00:00:00.000
2010-01-17 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,1,31,"zondag",6,17,"januari",1,3,"2010 - 1",17,"-3984",2010-01-01 00:00:00.000
2011-01-10 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"maandag",0,10,"januari",1,3,"2011 - 1",10,"-3626",2011-01-01 00:00:00.000
2011-01-11 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"dinsdag",1,11,"januari",1,3,"2011 - 1",11,"-3625",2011-01-01 00:00:00.000
2011-01-12 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"woensdag",2,12,"januari",1,3,"2011 - 1",12,"-3624",2011-01-01 00:00:00.000
2011-01-13 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"donderdag",3,13,"januari",1,3,"2011 - 1",13,"-3623",2011-01-01 00:00:00.000
2011-01-14 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,31,"vrijdag",4,14,"januari",1,3,"2011 - 1",14,"-3622",2011-01-01 00:00:00.000
