Source.Name,Nummer,Omschrijving,Rekeningcode,Beginbalans,SaldoTotPeriode,DebetInPeriode,CreditInPeriode,Eindbalans,Jaar,Maand,Jaar-Maand
"Okt 2020.xlsx",8275,"Omzet onderdelen RO",1,0,-70.88,0,0,-70.88,2020,10,"2020 - 10"
"Okt 2020.xlsx",9500,"Vennootschapsbelasting",1,0,87994.82,0,0,87994.82,2020,10,"2020 - 10"
"Okt 2020.xlsx",4045,"Reis en verblijfkosten personeel",1,0,1527.98,0,0,1527.98,2020,10,"2020 - 10"
"Okt 2020.xlsx",8245,"Omzet nieuwe machines PL",1,0,3504.6,0,0,3504.6,2020,10,"2020 - 10"
"Okt 2020.xlsx",4241,"Huur/lease kst machines binnen EU",1,0,468.5,0,0,468.5,2020,10,"2020 - 10"
"Okt 2020.xlsx",4541,"Beurskosten binnen EU",1,0,9185.79,0,0,9185.79,2020,10,"2020 - 10"
"Okt 2020.xlsx",8106,"Omzet verhuur DE",1,0,-3919.5,0,0,-3919.5,2020,10,"2020 - 10"
"Okt 2020.xlsx",8104,"Omzet verhuur AT",1,0,-714,0,0,-714,2020,10,"2020 - 10"
"Okt 2020.xlsx",8208,"Omzet nieuwe machines DK",1,0,-64.5,0,0,-64.5,2020,10,"2020 - 10"
"Okt 2020.xlsx",4311,"Contributie en bijdrage binnen EU",1,0,1200.9,0,0,1200.9,2020,10,"2020 - 10"
"Okt 2020.xlsx",9001,"Dubieuze debiteuren",1,0,7140.16,0,0,7140.16,2020,10,"2020 - 10"
"Sep 2020.xlsx",7003,"Inkopen overig",1,0,184.03,0,0,184.03,2020,9,"2020 - 9"
"Sep 2020.xlsx",9990,"Memoriaal",1,0,0,0,0,0,2020,9,"2020 - 9"
"Sep 2020.xlsx",4200,"Onderhoudskosten machines",1,0,202.75,0,0,202.75,2020,9,"2020 - 9"
"Sep 2020.xlsx",4240,"Huur/lease kst machines NL",1,0,1229.16,0,0,1229.16,2020,9,"2020 - 9"
"Sep 2020.xlsx",4345,"Juridische advies kosten",1,0,2665.35,0,0,2665.35,2020,9,"2020 - 9"
"Sep 2020.xlsx",4520,"Relatiegeschenken",1,0,209.84,0,0,209.84,2020,9,"2020 - 9"
"Sep 2020.xlsx",4540,"Beurskosten NL",1,0,2880.98,0,0,2880.98,2020,9,"2020 - 9"
"Sep 2020.xlsx",7027,"Uitzendkrachten",1,0,18455,0,0,18455,2020,9,"2020 - 9"
"Sep 2020.xlsx",9991,"Dagboek Loonjournaalpost",1,0,0,0,0,0,2020,9,"2020 - 9"
"Sep 2020.xlsx",4525,"Kerstpakketten",1,0,598.5,0,0,598.5,2020,9,"2020 - 9"
"Sep 2020.xlsx",4020,"Overige sociale lasten",1,0,32750.98,0,0,32750.98,2020,9,"2020 - 9"
"Sep 2020.xlsx",4026,"Ont subsidie personeel",1,0,-6682,0,0,-6682,2020,9,"2020 - 9"
"Sep 2020.xlsx",8040,"Vrachtkosten NL",1,0,-765,0,0,-765,2020,9,"2020 - 9"
"Sep 2020.xlsx",8045,"Vrachtkosten binnen EU",1,0,-577.75,0,0,-577.75,2020,9,"2020 - 9"
"Sep 2020.xlsx",8100,"Omzet verhuur NL",1,0,-8913.25,0,0,-8913.25,2020,9,"2020 - 9"
"Sep 2020.xlsx",8105,"Omzet verhuur B",1,0,-62844,0,0,-62844,2020,9,"2020 - 9"
"Sep 2020.xlsx",8275,"Omzet onderdelen RO",1,0,-70.88,0,0,-70.88,2020,9,"2020 - 9"
"Sep 2020.xlsx",7023,"Vrachtkosten binnen EU (zonder BTW)",1,0,3452.6,0,0,3452.6,2020,9,"2020 - 9"
"Sep 2020.xlsx",4050,"Bedrijfsuitjes personeel",1,0,697.25,0,0,697.25,2020,9,"2020 - 9"
"Sep 2020.xlsx",8245,"Omzet nieuwe machines PL",1,0,3504.6,0,0,3504.6,2020,9,"2020 - 9"
"Sep 2020.xlsx",4241,"Huur/lease kst machines binnen EU",1,0,468.5,0,0,468.5,2020,9,"2020 - 9"
"Sep 2020.xlsx",4541,"Beurskosten binnen EU",1,0,9185.79,0,0,9185.79,2020,9,"2020 - 9"
"Sep 2020.xlsx",8106,"Omzet verhuur DE",1,0,-3919.5,0,0,-3919.5,2020,9,"2020 - 9"
"Sep 2020.xlsx",8104,"Omzet verhuur AT",1,0,-714,0,0,-714,2020,9,"2020 - 9"
"Sep 2020.xlsx",8208,"Omzet nieuwe machines DK",1,0,-64.5,0,0,-64.5,2020,9,"2020 - 9"
"Sep 2020.xlsx",4311,"Contributie en bijdrage binnen EU",1,0,1200.9,0,0,1200.9,2020,9,"2020 - 9"
"Sep 2020.xlsx",9001,"Dubieuze debiteuren",1,0,7140.16,0,0,7140.16,2020,9,"2020 - 9"
"Aug 2020.xlsx",4022,"ontvangen NOW",0,0,-77862,0,0,-77862,2020,8,"2020 - 8"
"Aug 2020.xlsx",261,"Aanschaf machines/inventaris binnen EU",0,0,10095,0,0,10095,2020,8,"2020 - 8"
"Sep 2020.xlsx",1470,"Betaalde borg debiteuren",0,0,-2500,0,0,-2500,2020,9,"2020 - 9"
"Aug 2020.xlsx",1298,"Kruisposten",0,0.02,0.02,0,0,0.02,2020,8,"2020 - 8"
"Aug 2020.xlsx",2100,"Tussenrekening balans",0,-1026173.7,-1026173.7,0,0,-1026173.7,2020,8,"2020 - 8"
"Aug 2020.xlsx",2110,"Tussenrekening automatische betalingen",0,0.17,0.17,0,0,0.17,2020,8,"2020 - 8"
"Aug 2020.xlsx",250,"Huurdersinvestering",0,60584.24,60584.24,0,0,60584.24,2020,8,"2020 - 8"
"Aug 2020.xlsx",600,"Geplaatst kapitaal",0,-18000,-18000,0,0,-18000,2020,8,"2020 - 8"
"Aug 2020.xlsx",610,"Prive opnamen",0,-0.05,-0.05,0,0,-0.05,2020,8,"2020 - 8"
"Aug 2020.xlsx",1320,"Voorziening dub. debiteur",0,-31974.86,-6592.86,0,0,-6592.86,2020,8,"2020 - 8"
"Aug 2020.xlsx",1975,"Te betalen diversen",0,-11543.24,-11543.24,0,0,-11543.24,2020,8,"2020 - 8"
"Aug 2020.xlsx",3010,"Voorraad nieuwe machines",0,368574.89,368574.89,0,0,368574.89,2020,8,"2020 - 8"
"Aug 2020.xlsx",1631,"Buitenlandse BTW",0,279.5,279.5,0,0,279.5,2020,8,"2020 - 8"
"Aug 2020.xlsx",1450,"diverse vorderingen",0,0.15,0.15,0,0,0.15,2020,8,"2020 - 8"
"Aug 2020.xlsx",1640,"BTW oninbare debiteuren",0,0.47,0.47,0,0,0.47,2020,8,"2020 - 8"
"Aug 2020.xlsx",1305,"Nog te factureren omzet",0,89703.75,89703.75,0,0,89703.75,2020,8,"2020 - 8"
"Aug 2020.xlsx",1650,"BTW prive-gebruik auto",0,-3690,-3690,0,0,-3690,2020,8,"2020 - 8"
"Aug 2020.xlsx",3015,"Voorraad onderdelen",0,1478416.97,1478416.97,0,0,1478416.97,2020,8,"2020 - 8"
"Aug 2020.xlsx",601,"Overige reserves",0,-37672,-37672,0,0,-37672,2020,8,"2020 - 8"
"Aug 2020.xlsx",1700,"Vennootschapsbelasting",0,-12616,-12616,0,0,-12616,2020,8,"2020 - 8"
"Aug 2020.xlsx",1150,"Spaarrekening VIAVAC B.V.",0,-0.02,-0.02,0,0,-0.02,2020,8,"2020 - 8"
"Aug 2020.xlsx",515,"lening u/g VIAVAC B.V.",0,-600000,-600000,0,0,-600000,2020,8,"2020 - 8"
"Aug 2020.xlsx",3090,"Incourante voorraad",0,-93000,-93000,0,0,-93000,2020,8,"2020 - 8"
"Aug 2020.xlsx",1811,"Rekening-courant Cobema BV",0,-714004.9,585995.1,0,0,585995.1,2020,8,"2020 - 8"
"Aug 2020.xlsx",1985,"te betalen vennootschapsbelasting",0,-14565.92,-55837.74,0,0,-55837.74,2020,8,"2020 - 8"
"Okt 2020.xlsx",1298,"Kruisposten",0,0.02,0.02,0,0,0.02,2020,10,"2020 - 10"
"Okt 2020.xlsx",1620,"Btw afdracht",0,-121963.63,-148173.63,0,0,-148173.63,2020,10,"2020 - 10"
"Okt 2020.xlsx",2100,"Tussenrekening balans",0,-1026173.7,-1026173.7,0,0,-1026173.7,2020,10,"2020 - 10"
"Okt 2020.xlsx",2110,"Tussenrekening automatische betalingen",0,0.17,71802.53,0,0,71802.53,2020,10,"2020 - 10"
"Okt 2020.xlsx",2130,"Onbekende betalingen",0,-0.07,-0.07,0,0,-0.07,2020,10,"2020 - 10"
"Okt 2020.xlsx",250,"Huurdersinvestering",0,60584.24,60584.24,0,0,60584.24,2020,10,"2020 - 10"
"Okt 2020.xlsx",600,"Geplaatst kapitaal",0,-18000,-18000,0,0,-18000,2020,10,"2020 - 10"
"Okt 2020.xlsx",610,"Prive opnamen",0,-0.05,-0.05,0,0,-0.05,2020,10,"2020 - 10"
"Okt 2020.xlsx",1320,"Voorziening dub. debiteur",0,-31974.86,-4711.86,0,0,-4711.86,2020,10,"2020 - 10"
"Okt 2020.xlsx",1975,"Te betalen diversen",0,-11543.24,-11543.24,0,0,-11543.24,2020,10,"2020 - 10"
"Okt 2020.xlsx",3010,"Voorraad nieuwe machines",0,368574.89,368574.89,0,0,368574.89,2020,10,"2020 - 10"
"Okt 2020.xlsx",1631,"Buitenlandse BTW",0,279.5,279.5,0,0,279.5,2020,10,"2020 - 10"
"Okt 2020.xlsx",1450,"diverse vorderingen",0,0.15,0.15,0,0,0.15,2020,10,"2020 - 10"
"Okt 2020.xlsx",1640,"BTW oninbare debiteuren",0,0.47,0.47,0,0,0.47,2020,10,"2020 - 10"
"Okt 2020.xlsx",1305,"Nog te factureren omzet",0,89703.75,89703.75,0,0,89703.75,2020,10,"2020 - 10"
"Okt 2020.xlsx",1650,"BTW prive-gebruik auto",0,-3690,-3690,0,0,-3690,2020,10,"2020 - 10"
"Okt 2020.xlsx",3015,"Voorraad onderdelen",0,1478416.97,1478416.97,0,0,1478416.97,2020,10,"2020 - 10"
"Okt 2020.xlsx",601,"Overige reserves",0,-37672,-37672,0,0,-37672,2020,10,"2020 - 10"
"Okt 2020.xlsx",1700,"Vennootschapsbelasting",0,-12616,-12616,0,0,-12616,2020,10,"2020 - 10"
"Okt 2020.xlsx",1150,"Spaarrekening VIAVAC B.V.",0,-0.02,-0.02,0,0,-0.02,2020,10,"2020 - 10"
"Okt 2020.xlsx",1810,"Rekening-courant Arbema BV",0,-101173.08,548826.92,0,0,548826.92,2020,10,"2020 - 10"
"Okt 2020.xlsx",515,"lening u/g VIAVAC B.V.",0,-600000,-600000,0,0,-600000,2020,10,"2020 - 10"
"Okt 2020.xlsx",3090,"Incourante voorraad",0,-93000,-93000,0,0,-93000,2020,10,"2020 - 10"
"Okt 2020.xlsx",1811,"Rekening-courant Cobema BV",0,-714004.9,685995.1,0,0,685995.1,2020,10,"2020 - 10"
"Okt 2020.xlsx",1985,"te betalen vennootschapsbelasting",0,-14565.92,-55837.74,0,0,-55837.74,2020,10,"2020 - 10"
"Sep 2020.xlsx",1298,"Kruisposten",0,0.02,0.02,0,0,0.02,2020,9,"2020 - 9"
"Sep 2020.xlsx",2100,"Tussenrekening balans",0,-1026173.7,-1026173.7,0,0,-1026173.7,2020,9,"2020 - 9"
"Sep 2020.xlsx",2110,"Tussenrekening automatische betalingen",0,0.17,0.17,0,0,0.17,2020,9,"2020 - 9"
"Sep 2020.xlsx",2130,"Onbekende betalingen",0,-0.07,71802.29,0,0,71802.29,2020,9,"2020 - 9"
"Sep 2020.xlsx",250,"Huurdersinvestering",0,60584.24,60584.24,0,0,60584.24,2020,9,"2020 - 9"
"Sep 2020.xlsx",600,"Geplaatst kapitaal",0,-18000,-18000,0,0,-18000,2020,9,"2020 - 9"
"Sep 2020.xlsx",610,"Prive opnamen",0,-0.05,-0.05,0,0,-0.05,2020,9,"2020 - 9"
"Sep 2020.xlsx",1975,"Te betalen diversen",0,-11543.24,-11543.24,0,0,-11543.24,2020,9,"2020 - 9"
"Sep 2020.xlsx",3010,"Voorraad nieuwe machines",0,368574.89,368574.89,0,0,368574.89,2020,9,"2020 - 9"
"Sep 2020.xlsx",1631,"Buitenlandse BTW",0,279.5,279.5,0,0,279.5,2020,9,"2020 - 9"
"Sep 2020.xlsx",1450,"diverse vorderingen",0,0.15,0.15,0,0,0.15,2020,9,"2020 - 9"
"Sep 2020.xlsx",1640,"BTW oninbare debiteuren",0,0.47,0.47,0,0,0.47,2020,9,"2020 - 9"
"Sep 2020.xlsx",1305,"Nog te factureren omzet",0,89703.75,89703.75,0,0,89703.75,2020,9,"2020 - 9"
"Sep 2020.xlsx",1650,"BTW prive-gebruik auto",0,-3690,-3690,0,0,-3690,2020,9,"2020 - 9"
"Sep 2020.xlsx",3015,"Voorraad onderdelen",0,1478416.97,1478416.97,0,0,1478416.97,2020,9,"2020 - 9"
"Sep 2020.xlsx",601,"Overige reserves",0,-37672,-37672,0,0,-37672,2020,9,"2020 - 9"
"Sep 2020.xlsx",1700,"Vennootschapsbelasting",0,-12616,-12616,0,0,-12616,2020,9,"2020 - 9"
"Sep 2020.xlsx",1150,"Spaarrekening VIAVAC B.V.",0,-0.02,-0.02,0,0,-0.02,2020,9,"2020 - 9"
"Sep 2020.xlsx",1810,"Rekening-courant Arbema BV",0,-101173.08,548826.92,0,0,548826.92,2020,9,"2020 - 9"
"Sep 2020.xlsx",515,"lening u/g VIAVAC B.V.",0,-600000,-600000,0,0,-600000,2020,9,"2020 - 9"
"Sep 2020.xlsx",3090,"Incourante voorraad",0,-93000,-93000,0,0,-93000,2020,9,"2020 - 9"
"Sep 2020.xlsx",1985,"te betalen vennootschapsbelasting",0,-14565.92,-55837.74,0,0,-55837.74,2020,9,"2020 - 9"
"Aug 2020.xlsx",1620,"Btw afdracht",0,-121963.63,-124117.63,-16941,0,-141058.63,2020,8,"2020 - 8"
"Aug 2020.xlsx",2130,"Onbekende betalingen",0,-0.07,-0.07,71802.36,0,71802.29,2020,8,"2020 - 8"
"Aug 2020.xlsx",1810,"Rekening-courant Arbema BV",0,-101173.08,398826.92,150000,0,548826.92,2020,8,"2020 - 8"
"Aug 2020.xlsx",1615,"Te vorderen bronbelasting Polen",0,13459.11,18023.68,515.13,0,18538.81,2020,8,"2020 - 8"
"Okt 2020.xlsx",2500,"Vraagposten",0,1739.37,15460.04,13706.93,0,29166.97,2020,10,"2020 - 10"
"Okt 2020.xlsx",1615,"Te vorderen bronbelasting Polen",0,13459.11,18822.57,363.25,0,19185.82,2020,10,"2020 - 10"
"Sep 2020.xlsx",1620,"Btw afdracht",0,-121963.63,-141058.63,-7115,0,-148173.63,2020,9,"2020 - 9"
"Sep 2020.xlsx",1320,"Voorziening dub. debiteur",0,-31974.86,-6592.86,964,0,-5628.86,2020,9,"2020 - 9"
"Sep 2020.xlsx",1615,"Te vorderen bronbelasting Polen",0,13459.11,18538.81,283.76,0,18822.57,2020,9,"2020 - 9"
"Sep 2020.xlsx",1811,"Rekening-courant Cobema BV",0,-714004.9,585995.1,100000,0,685995.1,2020,9,"2020 - 9"
"Aug 2020.xlsx",1611,"Btw te vorderen laag (inkopen)",0,0,360.53,88.99,0,449.52,2020,8,"2020 - 8"
"Aug 2020.xlsx",1612,"Btw te vorderen hoog (inkopen)",0,0,260023.58,29436.71,0,289460.29,2020,8,"2020 - 8"
"Aug 2020.xlsx",260,"Aanschaf machines/inventaris",0,0,35578.28,37596.53,0,73174.81,2020,8,"2020 - 8"
"Okt 2020.xlsx",1611,"Btw te vorderen laag (inkopen)",0,0,501.09,158.07,0,659.16,2020,10,"2020 - 10"
"Okt 2020.xlsx",1612,"Btw te vorderen hoog (inkopen)",0,0,339578.75,41508.2,0,381086.95,2020,10,"2020 - 10"
"Okt 2020.xlsx",262,"Cum. afschrijvingen machines/inventaris",0,0,0,1195,0,1195,2020,10,"2020 - 10"
"Okt 2020.xlsx",280,"Aanschaffingen ICT",0,0,38917.88,1477.55,0,40395.43,2020,10,"2020 - 10"
"Okt 2020.xlsx",263,"Cum. afschrijvingen machines/inventaris binnen EU",0,0,0,215,0,215,2020,10,"2020 - 10"
"Sep 2020.xlsx",1611,"Btw te vorderen laag (inkopen)",0,0,449.52,51.57,0,501.09,2020,9,"2020 - 9"
"Sep 2020.xlsx",1612,"Btw te vorderen hoog (inkopen)",0,0,289481.29,54297.46,0,343778.75,2020,9,"2020 - 9"
"Sep 2020.xlsx",260,"Aanschaf machines/inventaris",0,0,55681.93,13318,0,68999.93,2020,9,"2020 - 9"
"Sep 2020.xlsx",261,"Aanschaf machines/inventaris binnen EU",0,0,10095,2829.55,0,12924.55,2020,9,"2020 - 9"
"Sep 2020.xlsx",280,"Aanschaffingen ICT",0,0,35017.88,3900,0,38917.88,2020,9,"2020 - 9"
"Sep 2020.xlsx",280,"Aanschaffingen ICT",0,0,0,38917.88,0,38917.88,2020,9,"2020 - 9"
"Aug 2020.xlsx",4000,"Lonen en salarissen",1,0,585356.33,85505.69,0,670862.02,2020,8,"2020 - 8"
"Aug 2020.xlsx",4120,"Energiekosten",1,0,9465.04,1737.2,0,11202.24,2020,8,"2020 - 8"
"Aug 2020.xlsx",4315,"Telefoon- en faxkosten",1,0,2226.33,174.2,0,2400.53,2020,8,"2020 - 8"
"Aug 2020.xlsx",4400,"Brandstof",1,0,6800.01,1836.03,0,8636.04,2020,8,"2020 - 8"
"Aug 2020.xlsx",4500,"Reclame- en advertentiekosten",1,0,75315.88,3396.24,0,78712.12,2020,8,"2020 - 8"
"Aug 2020.xlsx",4302,"Betalingsverschillen",1,0,-1932.83,0.1,0,-1932.73,2020,8,"2020 - 8"
"Aug 2020.xlsx",7002,"Inkopen NL hoog",1,0,628119.89,53664.19,0,681784.08,2020,8,"2020 - 8"
"Aug 2020.xlsx",7015,"Inkopen binnen EU hoog",1,0,1284335.82,59023.82,0,1343359.64,2020,8,"2020 - 8"
"Aug 2020.xlsx",7095,"Kredietbeperking inkopen",1,0,-105.12,-2.83,0,-107.95,2020,8,"2020 - 8"
"Aug 2020.xlsx",4100,"Huur bedrijfsruimte",1,0,54619.31,7873.61,0,62492.92,2020,8,"2020 - 8"
"Aug 2020.xlsx",4210,"Kleine aanschaffingen",1,0,1318.97,45.28,0,1364.25,2020,8,"2020 - 8"
"Aug 2020.xlsx",4300,"Kantoorkosten",1,0,6046.01,116.55,0,6162.56,2020,8,"2020 - 8"
"Aug 2020.xlsx",4305,"Automatiseringskosten",1,0,89332.2,1994.42,0,91326.62,2020,8,"2020 - 8"
"Aug 2020.xlsx",4310,"Contributies en bijdragen",1,0,3651.28,340,0,3991.28,2020,8,"2020 - 8"
"Aug 2020.xlsx",4350,"Praktijkkosten",1,0,20822.25,1200.01,0,22022.26,2020,8,"2020 - 8"
"Aug 2020.xlsx",4380,"Algemene verzekeringen",1,0,17657.57,1747.68,0,19405.25,2020,8,"2020 - 8"
"Aug 2020.xlsx",4590,"Overige verkoopkosten",1,0,2846.27,100,0,2946.27,2020,8,"2020 - 8"
"Aug 2020.xlsx",4700,"Rente- / kosten bank",1,0,1940.74,214.32,0,2155.06,2020,8,"2020 - 8"
"Aug 2020.xlsx",4720,"Rente lening 0/g",1,0,33000,3000,0,36000,2020,8,"2020 - 8"
"Aug 2020.xlsx",4190,"Overige huisvestigingskosten",1,0,19610.86,3789.34,0,23400.2,2020,8,"2020 - 8"
"Aug 2020.xlsx",4490,"Overige autokosten",1,0,239.4,32,0,271.4,2020,8,"2020 - 8"
"Aug 2020.xlsx",7040,"Vrachtkosten NL",1,0,15094.77,987.18,0,16081.95,2020,8,"2020 - 8"
"Aug 2020.xlsx",4090,"Overige personeelskosten",1,0,21974.47,1314.5,0,23288.97,2020,8,"2020 - 8"
"Aug 2020.xlsx",4005,"Reservering vakantiegeld",1,0,-38199.98,7036.32,0,-31163.66,2020,8,"2020 - 8"
"Aug 2020.xlsx",4010,"Sociale lasten",1,0,78116.13,10070.19,0,88186.32,2020,8,"2020 - 8"
"Aug 2020.xlsx",4040,"Reiskostenvergoeding",1,0,12322.83,1726.76,0,14049.59,2020,8,"2020 - 8"
"Aug 2020.xlsx",4060,"bedrijfskleding",1,0,4717.33,63.6,0,4780.93,2020,8,"2020 - 8"
"Aug 2020.xlsx",4030,"Kantinekosten",1,0,3571.01,1141.77,0,4712.78,2020,8,"2020 - 8"
"Aug 2020.xlsx",4535,"zakenlunch/diner",1,0,56.95,22.85,0,79.8,2020,8,"2020 - 8"
"Aug 2020.xlsx",4001,"vergoeding ZKV",1,0,44198.55,5839.7,0,50038.25,2020,8,"2020 - 8"
"Aug 2020.xlsx",7020,"Vrachtkosten binnen EU",1,0,207321.49,21921.26,0,229242.75,2020,8,"2020 - 8"
"Aug 2020.xlsx",7025,"Vrachtkosten buiten EU",1,0,11435.04,1095.46,0,12530.5,2020,8,"2020 - 8"
"Aug 2020.xlsx",4610,"Afschrijving huurdersinvestering",1,0,7000,1000,0,8000,2020,8,"2020 - 8"
"Aug 2020.xlsx",4003,"Lonen en salarissen (overwerk/bonus/vak.geld/prov)",1,0,176763.3,12584.69,0,189347.99,2020,8,"2020 - 8"
"Aug 2020.xlsx",4502,"Vertalingen binnen EU",1,0,5677.06,167.52,0,5844.58,2020,8,"2020 - 8"
"Aug 2020.xlsx",4505,"Reclame & advertentiekosten (binnen EU)",1,0,25387.39,2500,0,27887.39,2020,8,"2020 - 8"
"Aug 2020.xlsx",4311,"Contributie en bijdrage binnen EU",1,0,1200.9,121,0,1321.9,2020,8,"2020 - 8"
