ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
48,"HJ-5811",,"","","Thin-Jam Hex Nut 13","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
49,"HJ-5818",,"","","Thin-Jam Hex Nut 14","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
50,"HJ-7161",,"","","Thin-Jam Hex Nut 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
51,"HJ-7162",,"","","Thin-Jam Hex Nut 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
52,"HJ-9080",,"","","Thin-Jam Hex Nut 12","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
53,"HJ-9161",,"","","Thin-Jam Hex Nut 11","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
54,"HN-1024",,"","","Hex Nut 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
55,"HN-1032",,"","","Hex Nut 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
56,"HN-1213",,"","","Hex Nut 16","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
57,"HN-1220",,"","","Hex Nut 17","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
58,"HN-1224",,"","","Hex Nut 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
59,"HN-1420",,"","","Hex Nut 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
60,"HN-1428",,"","","Hex Nut 9","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
61,"HN-3410",,"","","Hex Nut 22","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
62,"HN-3416",,"","","Hex Nut 23","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
63,"HN-3816",,"","","Hex Nut 12","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
64,"HN-3824",,"","","Hex Nut 13","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
65,"HN-4402",,"","","Hex Nut 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
66,"HN-5161",,"","","Hex Nut 10","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
67,"HN-5162",,"","","Hex Nut 11","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
68,"HN-5400",,"","","Hex Nut 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
69,"HN-5811",,"","","Hex Nut 20","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
70,"HN-5818",,"","","Hex Nut 21","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
71,"HN-6320",,"","","Hex Nut 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
72,"HN-7161",,"","","Hex Nut 14","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
73,"HN-7162",,"","","Hex Nut 15","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
74,"HN-8320",,"","","Hex Nut 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
75,"HN-9161",,"","","Hex Nut 18","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
76,"HN-9168",,"","","Hex Nut 19","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
81,"KW-4091",,"","","Keyed Washer","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
82,"LE-1000",,"","","External Lock Washer 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
83,"LE-1200",,"","","External Lock Washer 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
84,"LE-1201",,"","","External Lock Washer 9","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
85,"LE-1400",,"","","External Lock Washer 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
86,"LE-3800",,"","","External Lock Washer 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
87,"LE-5160",,"","","External Lock Washer 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
88,"LE-6000",,"","","External Lock Washer 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
89,"LE-7160",,"","","External Lock Washer 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
90,"LE-8000",,"","","External Lock Washer 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
91,"LI-1000",,"","","Internal Lock Washer 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
92,"LI-1200",,"","","Internal Lock Washer 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
93,"LI-1201",,"","","Internal Lock Washer 9","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
94,"LI-1400",,"","","Internal Lock Washer 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
95,"LI-3800",,"","","Internal Lock Washer 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
96,"LI-5160",,"","","Internal Lock Washer 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
97,"LI-5800",,"","","Internal Lock Washer 10","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
98,"LI-6000",,"","","Internal Lock Washer 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
99,"LI-7160",,"","","Internal Lock Washer 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
100,"LI-8000",,"","","Internal Lock Washer 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
101,"LJ-1213",,"","","Thin-Jam Lock Nut 9","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
102,"LJ-1220",,"","","Thin-Jam Lock Nut 10","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
103,"LJ-1420",,"","","Thin-Jam Lock Nut 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
104,"LJ-1428",,"","","Thin-Jam Lock Nut 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
105,"LJ-3410",,"","","Thin-Jam Lock Nut 15","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
106,"LJ-3416",,"","","Thin-Jam Lock Nut 16","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
107,"LJ-3816",,"","","Thin-Jam Lock Nut 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
108,"LJ-3824",,"","","Thin-Jam Lock Nut 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
109,"LJ-5161",,"","","Thin-Jam Lock Nut 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
110,"LJ-5162",,"","","Thin-Jam Lock Nut 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
111,"LJ-5811",,"","","Thin-Jam Lock Nut 13","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
112,"LJ-5818",,"","","Thin-Jam Lock Nut 14","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
113,"LJ-7161",,"","","Thin-Jam Lock Nut 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
114,"LJ-7162",,"","","Thin-Jam Lock Nut 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
115,"LJ-9080",,"","","Thin-Jam Lock Nut 12","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
116,"LJ-9161",,"","","Thin-Jam Lock Nut 11","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
117,"LN-1024",,"","","Lock Nut 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
118,"LN-1032",,"","","Lock Nut 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
119,"LN-1213",,"","","Lock Nut 16","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
120,"LN-1220",,"","","Lock Nut 17","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
121,"LN-1224",,"","","Lock Nut 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
122,"LN-1420",,"","","Lock Nut 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
123,"LN-1428",,"","","Lock Nut 9","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
124,"LN-3410",,"","","Lock Nut 22","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
125,"LN-3416",,"","","Lock Nut 23","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
126,"LN-3816",,"","","Lock Nut 12","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
127,"LN-3824",,"","","Lock Nut 13","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
128,"LN-4400",,"","","Lock Nut 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
129,"LN-5161",,"","","Lock Nut 10","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
130,"LN-5162",,"","","Lock Nut 11","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
131,"LN-5400",,"","","Lock Nut 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
132,"LN-5811",,"","","Lock Nut 20","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
133,"LN-5818",,"","","Lock Nut 21","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
134,"LN-6320",,"","","Lock Nut 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
135,"LN-7161",,"","","Lock Nut 14","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
136,"LN-7162",,"","","Lock Nut 15","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
137,"LN-8320",,"","","Lock Nut 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
138,"LN-9080",,"","","Lock Nut 19","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
139,"LN-9161",,"","","Lock Nut 18","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
141,"LR-8520",,"","","Lower Head Race","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
142,"LW-1000",,"","","Lock Washer 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
143,"LW-1200",,"","","Lock Washer 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
144,"LW-1201",,"","","Lock Washer 10","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
145,"LW-1400",,"","","Lock Washer 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
146,"LW-3400",,"","","Lock Washer 13","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
147,"LW-3800",,"","","Lock Washer 8","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
148,"LW-4000",,"","","Lock Washer 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
149,"LW-5160",,"","","Lock Washer 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
150,"LW-5800",,"","","Lock Washer 12","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
151,"LW-6000",,"","","Lock Washer 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
152,"LW-7160",,"","","Lock Washer 9","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
153,"LW-8000",,"","","Lock Washer 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
154,"LW-9160",,"","","Lock Washer 11","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
155,"MA-7075",,"","","Metal Angle","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
156,"MB-2024",,"","","Metal Bar 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
157,"MB-6061",,"","","Metal Bar 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
158,"MP-2066",,"","","Metal Plate 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
159,"MP-2503",,"","","Metal Plate 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
160,"MP-4960",,"","","Metal Plate 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
161,"MS-0253",,"","","Metal Sheet 2","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
162,"MS-1256",,"","","Metal Sheet 3","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
163,"MS-1981",,"","","Metal Sheet 7","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
164,"MS-2259",,"","","Metal Sheet 4","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
165,"MS-2341",,"","","Metal Sheet 5","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
166,"MS-2348",,"","","Metal Sheet 6","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
167,"MS-6061",,"","","Metal Sheet 1","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
168,"MT-1000",,"","","Metal Tread Plate","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
170,"NI-9522",,"","","HL Nipple","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
176,"PB-6109",,"","","Pinch Bolt","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
177,"RA-2345",,"","","Cup-Shaped Race","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
178,"RA-7490",,"","","Cone-Shaped Race","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
179,"RF-9198",,"","","Reflector","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
200,"SK-9283",,"","","Spokes","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
201,"SL-0931",,"","","Seat Lug","","",,False,"NA",1000,750,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
13,"CS-2812",,"","","Chain Stays","","",,False,"NA",1000,750,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
17,"EC-M092",,"","","Mountain End Caps","","",,False,"NA",1000,750,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
18,"EC-R098",,"","","Road End Caps","","",,False,"NA",1000,750,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
19,"EC-T209",,"","","Touring End Caps","","",,False,"NA",1000,750,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
169,"NI-4127",,"","","LL Nipple","","",,False,"NA",1000,750,,"","NA",,0,"",,"L","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
3,"BE-2349",,"","","BB Ball Bearing","","",,False,"NA",800,600,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
4,"BE-2908",,"","","Headset Ball Bearings","","",,False,"NA",800,600,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
5,"BL-2036",,"","","Blade","","",,False,"NA",800,600,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
16,"DT-2377",,"","","Down Tube","","",,False,"NA",800,600,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
20,"FE-3760",,"","","Fork End","","",,False,"NA",800,600,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
31,"FC-3654",,"","","Fork Crown","","",,False,"NA",800,600,,"","NA",,1,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
34,"GP-0982",,"","","Guide Pulley","","",,False,"NA",800,600,,"","NA",,0,"",,"","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
35,"GT-0820",,"","","LL Grip Tape","","",,False,"NA",800,600,,"","NA",,0,"",,"L","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
36,"GT-1209",,"","","ML Grip Tape","","",,False,"NA",800,600,,"","NA",,0,"",,"M","","","","","","","","","","","",2003-07-01 00:00:00.000,,"Current"
