DateTime,Date,Calendar QTR,Year,Day of Year,Month,DayofWeekID,Day,Wk Start,Month Name,Cal Wk,Wk Beginning,FY Week number,WkStartYear,WkStartDay,WkStartMonth,WkStartMonthName,MonthID,Fin Yr,Month/WkStartMonthID,Fiscal QTR Number,Fiscal QTR,Index,FinYear & FYweek,FY & QTR,FY Yr,SortID,FYWeeknYear,FYMonthInYear,FYQTRinYear,Fiscal Month & FY,Wk Ending,MonthID2,RelativeMonthOffset,RelativeWeekOffset,FiscalYearOffset,FiscalMonthOffset,RelativeMonthOffset v2
2018-07-12 00:00:00.000,2018-07-12 00:00:00.000,3,2018,193,7,4,12,20180712,"July",27,2018-07-09 00:00:00.000,3,2018,9,7,"July",1,2019,"False","1","Q1",3,"FY2019- WK3","FY2019-Q1","FY19","1",2019300,20190700,20190100,"July - FY2019",2018-07-15 00:00:00.000,"20187",-31,-136,-2,-32,-49
2018-07-13 00:00:00.000,2018-07-13 00:00:00.000,3,2018,194,7,5,13,20180713,"July",27,2018-07-09 00:00:00.000,3,2018,9,7,"July",1,2019,"False","1","Q1",3,"FY2019- WK3","FY2019-Q1","FY19","1",2019300,20190700,20190100,"July - FY2019",2018-07-15 00:00:00.000,"20187",-31,-136,-2,-32,-49
2018-07-14 00:00:00.000,2018-07-14 00:00:00.000,3,2018,195,7,6,14,20180714,"July",27,2018-07-09 00:00:00.000,3,2018,9,7,"July",1,2019,"False","1","Q1",3,"FY2019- WK3","FY2019-Q1","FY19","1",2019300,20190700,20190100,"July - FY2019",2018-07-15 00:00:00.000,"20187",-31,-136,-2,-32,-49
2018-07-15 00:00:00.000,2018-07-15 00:00:00.000,3,2018,196,7,7,15,20180715,"July",27,2018-07-09 00:00:00.000,3,2018,9,7,"July",1,2019,"False","1","Q1",3,"FY2019- WK3","FY2019-Q1","FY19","1",2019300,20190700,20190100,"July - FY2019",2018-07-15 00:00:00.000,"20187",-31,-136,-2,-32,-49
2018-07-16 00:00:00.000,2018-07-16 00:00:00.000,3,2018,197,7,1,16,20180716,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-17 00:00:00.000,2018-07-17 00:00:00.000,3,2018,198,7,2,17,20180717,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-18 00:00:00.000,2018-07-18 00:00:00.000,3,2018,199,7,3,18,20180718,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-19 00:00:00.000,2018-07-19 00:00:00.000,3,2018,200,7,4,19,20180719,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-20 00:00:00.000,2018-07-20 00:00:00.000,3,2018,201,7,5,20,20180720,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-21 00:00:00.000,2018-07-21 00:00:00.000,3,2018,202,7,6,21,20180721,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-22 00:00:00.000,2018-07-22 00:00:00.000,3,2018,203,7,7,22,20180722,"July",28,2018-07-16 00:00:00.000,4,2018,16,7,"July",1,2019,"False","1","Q1",4,"FY2019- WK4","FY2019-Q1","FY19","1",2019400,20190700,20190100,"July - FY2019",2018-07-22 00:00:00.000,"20187",-31,-135,-2,-32,-49
2018-07-23 00:00:00.000,2018-07-23 00:00:00.000,3,2018,204,7,1,23,20180723,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-24 00:00:00.000,2018-07-24 00:00:00.000,3,2018,205,7,2,24,20180724,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-25 00:00:00.000,2018-07-25 00:00:00.000,3,2018,206,7,3,25,20180725,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-26 00:00:00.000,2018-07-26 00:00:00.000,3,2018,207,7,4,26,20180726,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-27 00:00:00.000,2018-07-27 00:00:00.000,3,2018,208,7,5,27,20180727,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-28 00:00:00.000,2018-07-28 00:00:00.000,3,2018,209,7,6,28,20180728,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-29 00:00:00.000,2018-07-29 00:00:00.000,3,2018,210,7,7,29,20180729,"July",29,2018-07-23 00:00:00.000,5,2018,23,7,"July",1,2019,"False","1","Q1",5,"FY2019- WK5","FY2019-Q1","FY19","1",2019500,20190700,20190100,"July - FY2019",2018-07-29 00:00:00.000,"20187",-31,-134,-2,-32,-49
2018-07-30 00:00:00.000,2018-07-30 00:00:00.000,3,2018,211,7,1,30,20180730,"July",30,2018-07-30 00:00:00.000,6,2018,30,7,"July",1,2019,"False","1","Q1",6,"FY2019- WK6","FY2019-Q1","FY19","1",2019600,20190700,20190100,"July - FY2019",2018-08-05 00:00:00.000,"20187",-31,-133,-2,-32,-49
2018-07-31 00:00:00.000,2018-07-31 00:00:00.000,3,2018,212,7,2,31,20180731,"July",30,2018-07-30 00:00:00.000,6,2018,30,7,"July",1,2019,"False","1","Q1",6,"FY2019- WK6","FY2019-Q1","FY19","1",2019600,20190700,20190100,"July - FY2019",2018-08-05 00:00:00.000,"20187",-31,-133,-2,-32,-49
2019-07-01 00:00:00.000,2019-07-01 00:00:00.000,3,2019,182,7,1,1,20190701,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-02 00:00:00.000,2019-07-02 00:00:00.000,3,2019,183,7,2,2,20190702,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-03 00:00:00.000,2019-07-03 00:00:00.000,3,2019,184,7,3,3,20190703,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-04 00:00:00.000,2019-07-04 00:00:00.000,3,2019,185,7,4,4,20190704,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-05 00:00:00.000,2019-07-05 00:00:00.000,3,2019,186,7,5,5,20190705,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-06 00:00:00.000,2019-07-06 00:00:00.000,3,2019,187,7,6,6,20190706,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-07 00:00:00.000,2019-07-07 00:00:00.000,3,2019,188,7,7,7,20190707,"July",26,2019-07-01 00:00:00.000,1,2019,1,7,"July",1,2020,"False","1","Q1",54,"FY2020- WK1","FY2020-Q1","FY20","1",2020100,20200700,20200100,"July - FY2020",2019-07-07 00:00:00.000,"20197",-18,-85,-1,-20,-37
2019-07-08 00:00:00.000,2019-07-08 00:00:00.000,3,2019,189,7,1,8,20190708,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,3,2019,190,7,2,9,20190709,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-10 00:00:00.000,2019-07-10 00:00:00.000,3,2019,191,7,3,10,20190710,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-11 00:00:00.000,2019-07-11 00:00:00.000,3,2019,192,7,4,11,20190711,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-12 00:00:00.000,2019-07-12 00:00:00.000,3,2019,193,7,5,12,20190712,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-13 00:00:00.000,2019-07-13 00:00:00.000,3,2019,194,7,6,13,20190713,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-14 00:00:00.000,2019-07-14 00:00:00.000,3,2019,195,7,7,14,20190714,"July",27,2019-07-08 00:00:00.000,2,2019,8,7,"July",1,2020,"False","1","Q1",55,"FY2020- WK2","FY2020-Q1","FY20","1",2020200,20200700,20200100,"July - FY2020",2019-07-14 00:00:00.000,"20197",-19,-84,-1,-20,-37
2019-07-15 00:00:00.000,2019-07-15 00:00:00.000,3,2019,196,7,1,15,20190715,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,3,2019,197,7,2,16,20190716,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,3,2019,198,7,3,17,20190717,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,3,2019,199,7,4,18,20190718,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-19 00:00:00.000,2019-07-19 00:00:00.000,3,2019,200,7,5,19,20190719,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,3,2019,201,7,6,20,20190720,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-21 00:00:00.000,2019-07-21 00:00:00.000,3,2019,202,7,7,21,20190721,"July",28,2019-07-15 00:00:00.000,3,2019,15,7,"July",1,2020,"False","1","Q1",56,"FY2020- WK3","FY2020-Q1","FY20","1",2020300,20200700,20200100,"July - FY2020",2019-07-21 00:00:00.000,"20197",-19,-83,-1,-20,-37
2019-07-22 00:00:00.000,2019-07-22 00:00:00.000,3,2019,203,7,1,22,20190722,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,3,2019,204,7,2,23,20190723,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,3,2019,205,7,3,24,20190724,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-25 00:00:00.000,2019-07-25 00:00:00.000,3,2019,206,7,4,25,20190725,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-26 00:00:00.000,2019-07-26 00:00:00.000,3,2019,207,7,5,26,20190726,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-27 00:00:00.000,2019-07-27 00:00:00.000,3,2019,208,7,6,27,20190727,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-28 00:00:00.000,2019-07-28 00:00:00.000,3,2019,209,7,7,28,20190728,"July",29,2019-07-22 00:00:00.000,4,2019,22,7,"July",1,2020,"False","1","Q1",57,"FY2020- WK4","FY2020-Q1","FY20","1",2020400,20200700,20200100,"July - FY2020",2019-07-28 00:00:00.000,"20197",-19,-82,-1,-20,-37
2019-07-29 00:00:00.000,2019-07-29 00:00:00.000,3,2019,210,7,1,29,20190729,"July",30,2019-07-29 00:00:00.000,5,2019,29,7,"July",1,2020,"False","1","Q1",58,"FY2020- WK5","FY2020-Q1","FY20","1",2020500,20200700,20200100,"July - FY2020",2019-08-04 00:00:00.000,"20197",-19,-81,-1,-20,-37
2019-07-30 00:00:00.000,2019-07-30 00:00:00.000,3,2019,211,7,2,30,20190730,"July",30,2019-07-29 00:00:00.000,5,2019,29,7,"July",1,2020,"False","1","Q1",58,"FY2020- WK5","FY2020-Q1","FY20","1",2020500,20200700,20200100,"July - FY2020",2019-08-04 00:00:00.000,"20197",-19,-81,-1,-20,-37
2019-07-31 00:00:00.000,2019-07-31 00:00:00.000,3,2019,212,7,3,31,20190731,"July",30,2019-07-29 00:00:00.000,5,2019,29,7,"July",1,2020,"False","1","Q1",58,"FY2020- WK5","FY2020-Q1","FY20","1",2020500,20200700,20200100,"July - FY2020",2019-08-04 00:00:00.000,"20197",-19,-81,-1,-20,-37
2020-07-06 00:00:00.000,2020-07-06 00:00:00.000,3,2020,188,7,1,6,20200706,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,3,2020,189,7,2,7,20200707,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,3,2020,190,7,3,8,20200708,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-09 00:00:00.000,2020-07-09 00:00:00.000,3,2020,191,7,4,9,20200709,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-10 00:00:00.000,2020-07-10 00:00:00.000,3,2020,192,7,5,10,20200710,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-11 00:00:00.000,2020-07-11 00:00:00.000,3,2020,193,7,6,11,20200711,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-12 00:00:00.000,2020-07-12 00:00:00.000,3,2020,194,7,7,12,20200712,"July",27,2020-07-06 00:00:00.000,2,2020,6,7,"July",1,2021,"False","1","Q1",107,"FY2021- WK2","FY2021-Q1","FY21","1",2021200,20210700,20210100,"July - FY2021",2020-07-12 00:00:00.000,"20207",-7,-32,0,-8,-25
2020-07-13 00:00:00.000,2020-07-13 00:00:00.000,3,2020,195,7,1,13,20200713,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-14 00:00:00.000,2020-07-14 00:00:00.000,3,2020,196,7,2,14,20200714,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-15 00:00:00.000,2020-07-15 00:00:00.000,3,2020,197,7,3,15,20200715,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-16 00:00:00.000,2020-07-16 00:00:00.000,3,2020,198,7,4,16,20200716,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-17 00:00:00.000,2020-07-17 00:00:00.000,3,2020,199,7,5,17,20200717,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-18 00:00:00.000,2020-07-18 00:00:00.000,3,2020,200,7,6,18,20200718,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-19 00:00:00.000,2020-07-19 00:00:00.000,3,2020,201,7,7,19,20200719,"July",28,2020-07-13 00:00:00.000,3,2020,13,7,"July",1,2021,"False","1","Q1",108,"FY2021- WK3","FY2021-Q1","FY21","1",2021300,20210700,20210100,"July - FY2021",2020-07-19 00:00:00.000,"20207",-7,-31,0,-8,-25
2020-07-20 00:00:00.000,2020-07-20 00:00:00.000,3,2020,202,7,1,20,20200720,"July",29,2020-07-20 00:00:00.000,4,2020,20,7,"July",1,2021,"False","1","Q1",109,"FY2021- WK4","FY2021-Q1","FY21","1",2021400,20210700,20210100,"July - FY2021",2020-07-26 00:00:00.000,"20207",-7,-30,0,-8,-25
2020-07-21 00:00:00.000,2020-07-21 00:00:00.000,3,2020,203,7,2,21,20200721,"July",29,2020-07-20 00:00:00.000,4,2020,20,7,"July",1,2021,"False","1","Q1",109,"FY2021- WK4","FY2021-Q1","FY21","1",2021400,20210700,20210100,"July - FY2021",2020-07-26 00:00:00.000,"20207",-7,-30,0,-8,-25
