DATEKEY,YEAR,QUARTER,UNIQUE_CARRIER,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS
2019-12-31 00:00:00.000,2019,4,"2HQ",-4889.33,-3652.02,6583.73,0,0,0,0,0,33220.22,0,0,0,1519.87,0,0,41323.81,29869.64,6164.04,0,0,0,0,4192.62,4749.54,0,44975.83,-38.18,-304.49,0,0,0,-894.63,-1237.31,-4889.33,0,-4889.33,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"2HQ",-4738.15,-3658.42,5225.39,0,0,0,0,0,25951,0,0,0,1020.73,0,0,32197.11,23616.82,5469.15,0,0,0,0,3236.21,3533.35,0,35855.54,-27.08,-201.4,0,0,0,-851.25,-1079.73,-4738.15,0,-4738.15,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"1BQ",-4686.49,-4446.16,0,0,0,0,0,0,4043.97,0,0,0,0,0,0,4043.97,2135.06,1252.78,0,0,0,0,3783.07,1319.21,0,8490.13,-26.74,-208.86,0,0,0,-4.73,-240.33,-4686.49,0,-4686.49,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"1BQ",-4044.63,-3933.14,0,0,0,0,0,0,3690.14,0,0,0,0,0,0,3690.14,1820.55,670.64,0,0,0,0,3720.15,1411.95,0,7623.28,-55.11,-56.3,0,0,0,-0.09,-111.5,-4044.63,0,-4044.63,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"1BQ",-3580.69,-3397.07,0,0,0,0,0,0,3089.77,0,0,0,0,0,0,3089.77,1631.28,957.18,0,0,0,0,2890.44,1007.94,0,6486.84,-20.43,-159.58,0,0,0,-3.61,-183.62,-3580.69,0,-3580.69,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"8C",-3472.97,-2820.31,0,0,0,0,0,0,1663.52,48091.23,0,0,2.15,0,0,49756.89,20882.82,25994.26,134.11,1611.15,0,2170.93,0,1783.94,0,52577.2,0,-652.66,0,0,0,0,-652.66,-3472.97,0,-3472.97,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"1BQ",-2126.02,-1927.33,0,0,0,0,0,0,12797.18,0,0,0,0,0,0,12797.18,3231.11,2682.13,0,0,0,0,6815.8,1995.47,0,14724.51,-49,-149.68,0,0,0,0,-198.68,-2126.02,0,-2126.02,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"N8",-2062.01,-1045.38,0,0,0,0,0,0,8385.91,0,0,0,3.41,0,0,8389.31,6130.25,309.01,1028.01,586.52,2.54,904.75,0,473.61,0,9434.7,-34.81,0,0,0,0,-981.82,-1016.63,-2062.01,0,-2062.01,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"EV",-2024.06,-2024.07,4619.77,0,0,0,0,0,0,0,0,0,0,0,0,4619.77,2652.61,2243.05,361.34,238.86,3.63,1121.66,0,22.68,0,6643.83,0,0.01,0,0,0,0,0.01,-2024.06,0,-2024.06,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"G7",-2013.68,-325.76,63571.66,0,0,0,0,0,0,0,0,0,0,0,3.5,63575.16,26050.98,21316.22,6443.67,4198.05,24.02,2282.5,0,3585.48,0,63900.92,-1691.76,0,0,0,0,3.84,-1687.93,-2013.68,0,-2013.68,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"09Q",-1941.12,-985.27,0,0,0,0,0,0,41006.61,674.75,0,0,635.06,0,0,42316.42,22533.98,5251.73,0,6913.22,0.33,4806.85,0,3795.59,0,43301.69,-955.84,0,0,0,0,0,-955.84,-1941.12,0,-1941.12,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"WL",-1747.48,-1735.18,0,0,0,0,0,0,4476.28,0,0,0,267.49,0,0,4743.77,1692.57,2552.24,578.75,494.33,40.44,790.91,0,329.72,0,6478.95,0,24.85,0,0,0,-37.15,-12.3,-1747.48,0,-1747.48,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"GFQ",-1652.86,-1664.01,0,0,0,0,0,0,0,2380.04,0,0,125.59,0,0,2505.63,2389.39,144.58,0,0,0,0,1576.97,58.71,0,4169.64,0,-100.81,0,0,0,-61.35,-162.16,-1826.17,-173.31,-1652.86,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"X9",-1493,-329.38,0,0,0,0,0,0,10659.5,10.06,0,0,0,0,3.56,10673.12,4860.22,1205.3,1491.68,1313.35,2.37,811.49,0,1317.22,0.86,11002.5,0,-468.16,0,0,0,39.52,-428.64,-758.01,734.99,-1493,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"8C",-1484.29,-747.22,0,0,0,0,0,0,956.59,56232.32,0,0,9.44,0,0,57198.35,25959.92,26168.98,75.4,1671.16,0,2131.68,0,1938.45,0,57945.57,0,-737.07,0,0,0,0,-737.07,-1484.29,0,-1484.29,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"09Q",-1470.27,-297.27,0,0,0,0,0,0,27035.24,572.78,0,0,0.3,0,0,27608.31,13674.81,3865.3,0,4559.77,2.77,3370.02,0,2432.91,0,27905.58,-1173,0,0,0,0,0,-1173,-1470.27,0,-1470.27,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"GFQ",-1181.74,-1196.06,0,0,0,0,0,0,0,2709.8,0,0,202.66,0,0,2912.46,2849.14,147.02,0,0,0,0,1035.44,76.92,0,4108.52,0,-118.97,0,0,0,22.64,-96.33,-1292.39,-110.65,-1181.74,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"WL",-1164.99,-1156.79,0,0,0,0,0,0,2984.19,0,0,0,178.32,0,0,3162.51,1128.38,1701.49,385.84,329.55,26.96,527.27,0,219.81,0,4319.3,0,16.56,0,0,0,-24.77,-8.2,-1164.99,0,-1164.99,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"GFQ",-1094.35,-1057.6,0,0,0,0,0,0,0,2928.5,0,0,271.82,0,0,3200.32,2871.39,134.64,0,0,0,0,1173.12,78.78,0,4257.93,0,-128.25,0,0,0,22.96,-105.29,-1162.9,-68.54,-1094.35,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"0WQ",-985.97,-985.97,0,0,0,0,0,0,737.58,0,0,0,2684.05,0,1475.16,4896.79,2272.47,1003.8,0,0,0,0,542.16,344.13,1720.2,5882.77,0,0,0,0,0,0,0,-985.97,0,-985.97,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"XP",-937.54,-937.54,0,0,0,0,0,0,22.88,0,0,0,0,0,0,22.88,378.26,112.07,0,0,0,0,470.09,0,0,960.42,0,0,0,0,0,0,0,-937.54,0,-937.54,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"0WQ",-839.76,-839.76,0,0,0,0,0,0,1011.81,0,0,0,0,0,4039.12,5050.93,2417.68,977.42,0,0,0,0,528.73,344.13,1622.73,5890.69,0,0,0,0,0,0,0,-839.76,0,-839.76,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"0WQ",-730.1,-730.1,0,0,0,0,0,0,1189.43,0,0,0,2097.23,0,1893.2,5179.87,2406.74,1061.86,0,0,0,0,271.25,344.13,1825.98,5909.96,0,0,0,0,0,0,0,-730.1,0,-730.1,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"2HQ",-726.81,-22.33,3395.55,0,0,0,0,0,22463.03,0,0,0,643.09,0,0,26501.67,18287.73,3725.92,0,0,0,0,2154.79,2355.57,0,26524.01,-17.69,-80.96,0,0,0,-605.82,-704.48,-726.81,0,-726.81,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"EV",-688.6,-689.19,4553.82,0,0,0,0,0,0,0,0,0,0,0,0,4553.82,2070.7,1692.63,315.57,210.43,3.18,919.12,0,31.38,0,5243.01,0.59,-0.59,0,0,0,0.59,0.59,-688.6,0,-688.6,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"N8",-679.71,-212.8,0,0,0,0,0,0,9033.02,0,0,0,1114.77,0,0,10147.79,6254.31,760.52,1425.13,530.25,6.53,910.25,0,473.61,0,10360.6,-43.34,0,0,0,0,-423.56,-466.9,-679.71,0,-679.71,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"X9",-676.24,9631.01,0,0,0,0,0,0,129241.9,0,0,0,0,0,31.53,129273.4,62616.97,12723.94,13213.11,11633.42,21,7188.09,0,12238.28,7.64,119642.4,0,-4146.85,0,0,0,350.04,-3796.81,5834.2,6510.44,-676.24,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"XP",-662.16,-662.16,0,0,0,0,0,0,332.54,0,0,0,0,0,0,332.54,338.84,118.3,0,0,0,0,537.56,0,0,994.7,0,0,0,0,0,0,0,-662.16,0,-662.16,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"KLQ",-644.56,-625.43,0,0,0,0,0,0,0,9595.53,0,0,0,0,0,9595.53,3686.65,2534.87,0,0,0,0,1566.36,2014.04,419.04,10220.96,0,0,0,0,0,0,-19.13,-644.56,0,0,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"XP",-560.07,-560.07,0,0,0,0,0,0,544.04,0,0,0,0,0,0,544.04,356.08,161.75,0,0,0,0,586.27,0,0,1104.11,0,0,0,0,0,0,0,-560.07,0,-560.07,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"EV",-514.54,-515.15,4972.19,0,0,0,0,0,0,0,0,0,0,0,0,4972.19,2204.98,1721.08,351.66,207.83,2.16,951.4,0,48.24,0,5487.34,0.62,-0.62,0,0,0,0.62,0.62,-514.54,0,-514.54,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"X9",-503.81,-26,0,0,0,0,0,0,9459.69,14.79,0,0,0,0,3.4,9477.88,4369.32,737.21,1345.22,1221.05,2.42,716.48,0,1110.54,1.64,9503.88,0,-522.13,0,0,0,44.32,-477.81,-503.81,0,-503.81,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"EV",-497.02,-627.84,3712.06,0,0,0,0,0,0,0,0,0,0,0,0,3712.06,1113.82,1642.73,214.66,118.58,1.96,1244.23,0,3.94,0,4339.91,0,0,0,0,0,0.76,0.76,-627.08,-130.06,-497.02,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"XP",-487.37,-487.37,0,0,0,0,0,0,773.22,0,0,0,0,0,0,773.22,347.65,252.46,0,0,0,0,660.48,0,0,1260.59,0,0,0,0,0,0,0,-487.37,0,-487.37,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"1BQ",-445.74,-433.45,0,0,0,0,0,0,406.67,0,0,0,0,0,0,406.67,200.63,73.91,0,0,0,0,409.98,155.6,0,840.12,-6.07,-6.2,0,0,0,-0.01,-12.29,-445.74,0,-445.74,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"KLQ",-302.37,-228.94,0,0,0,0,0,0,0,9823.61,0,0,0,0,0,9823.61,4041.07,2340.6,0,0,0,0,1351.84,1904.56,414.48,10052.55,0,0,0,0,0,0,-73.43,-302.37,0,0,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"9E",-234.58,-227.23,2020.23,0,0,0,0,0,0,0,0,0,0,0,0,2020.23,1042.34,746.74,240.76,9.95,0,185.31,0,22.36,0,2247.46,-9.51,0,0,0,0,2.17,-7.35,-234.58,0,-234.58,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"9E",-156.84,-151.23,1519.29,0,0,0,0,0,0,0,0,0,0,0,0,1519.29,744.14,570.23,181.32,11.04,0,139.75,0,24.04,0,1670.52,-7.65,0,0,0,0,1.8,-5.85,-157.07,-0.23,-156.84,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"9E",-143.24,-138.56,1067.44,0,0,0,0,0,0,0,0,0,0,0,0,1067.44,522.04,444.24,120.97,6.46,0,94.78,0,17.51,0,1206,-4.89,0,0,0,0,0.21,-4.68,-143.24,0,-143.24,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"KLQ",-122.77,-119.13,0,0,0,0,0,0,0,1850.83,0,0,0,0,0,1850.83,763.14,506,0,0,0,0,298.36,322.65,79.82,1969.96,0,0,0,0,0,0,-3.64,-122.77,0,0,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"9E",-118.37,-113.73,2319.73,0,0,0,0,0,0,0,0,0,0,0,0,2319.73,1061.69,901.66,243.41,12.84,0,189.08,0,24.79,0,2433.46,-9.73,0,0,0,0,5.09,-4.64,-118.37,0,-118.37,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"WL",-104.85,56.66,0,0,0,0,0,0,4354.78,0,0,0,451.26,0,0,4806.03,1413.32,1670.62,295.83,441.44,51.62,628.03,0,248.51,0,4749.37,0,1.59,0,0,0,-163.09,-161.51,-104.85,0,-104.85,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"1BQ",-104.15,-94.42,0,0,0,0,0,0,626.91,0,0,0,0,0,0,626.91,158.29,131.39,0,0,0,0,333.89,97.75,0,721.32,-2.4,-7.33,0,0,0,0,-9.73,-104.15,0,-104.15,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"WL",-89.32,48.26,0,0,0,0,0,0,3709.62,0,0,0,384.4,0,0,4094.03,1203.94,1423.12,252.01,376.04,43.97,534.99,0,211.69,0,4045.76,0,1.35,0,0,0,-138.93,-137.58,-89.32,0,-89.32,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"KLQ",-70.93,-53.7,0,0,0,0,0,0,0,2319.16,0,0,0,0,0,2319.16,965.92,549.03,0,0,0,0,348.09,406.21,103.62,2372.86,0,0,0,0,0,0,-17.23,-70.93,0,0,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"CP",-34.95,-34.99,354.85,0,0,0,0,0,0,0,0,0,0,0,0.05,354.91,106.04,180.01,44.45,28.53,0.17,27.4,0,3.3,0,389.9,0,0,0,0,0,0.05,0.05,-34.95,0,-34.95,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"GL",-10.88,-1026.55,0,0,0,0,0,0,12493.72,0,0,0,0,0,0,12493.72,6074.68,3540.6,1478.39,1596.79,0,646.7,0,183.12,0,13520.26,0,-62.63,0,0,0,1078.29,1015.66,-10.88,0,-10.88,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"GL",-9.27,-874.47,0,0,0,0,0,0,10642.8,0,0,0,0,0,0,10642.8,5174.73,3016.06,1259.37,1360.23,0,550.89,0,155.99,0,11517.26,0,-53.35,0,0,0,918.54,865.19,-9.27,0,-9.27,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"OH",-0.45,-0.65,40.52,0,0,0,0,0,0,0,0,0,0,0,0,40.52,22.89,8.31,3.55,1.89,0,3.51,0,1.01,0,41.17,0,-0.13,0,0,0,-0.07,-0.2,-0.85,0.4,-0.45,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"QX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"QX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"QX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"QX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"CP",0.7,0.51,376.89,0,0,0,0,0,0,0,0,0,0,0,0.02,376.91,120.03,145.7,49.01,31.28,0.16,27.11,0,3.11,0,376.4,0,0,0,0,0,0.19,0.19,0.7,0,0.7,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"OH",2.31,2.83,40.89,0,0,0,0,0,0,0,0,0,0,0,0,40.89,20.87,7.8,3.31,1.61,0,3.54,0,0.94,0,38.06,0,-0.12,0,0,0,-0.05,-0.17,2.66,-0.35,2.31,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"CP",7.49,7.42,365.2,0,0,0,0,0,0,0,0,0,0,0,0.02,365.21,102.76,155.98,47.48,28,0.15,20.5,0,2.92,0,357.79,0,0,0,0,0,0.07,0.07,7.49,0,7.49,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"OH",14.07,13.57,83.72,0,0,0,0,0,0,0,0,0,0,0,0,83.72,40.45,12.29,6.55,2.91,0,6.25,0,1.69,0,70.15,0,-0.23,0,0,0,0.02,-0.21,13.36,0.7,14.07,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"OH",15.46,14.68,79.02,0,0,0,0,0,0,0,0,0,0,0,0,79.02,36.39,13.25,5.17,2.64,0,5.39,0,1.5,0,64.34,0,-0.21,0,0,0,-0.02,-0.23,14.45,1.01,15.46,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"1BQ",46.09,44.59,0,0,0,0,0,0,242.3,0,0,0,0,0,0,242.3,40.57,38.34,0,0,0,0,90.72,28.08,0,197.71,-0.89,-1.1,0,0,0,3.49,1.5,46.09,0,46.09,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"3EQ",47.94,18.33,0,0,0,0,0,0,0,0,0,0,0,0,11946.29,11946.29,0,0,0,0,0,0,1547.74,0,10380.21,11927.95,0,0,0,0,0,29.6,29.6,47.94,0,47.94,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"3EQ",56.27,74.2,0,0,0,0,0,0,0,0,0,0,0,0,9049.38,9049.38,0,0,0,0,0,0,991.54,0,7983.65,8975.18,0,0,0,0,0,-17.93,-17.93,56.27,0,56.27,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"YV",63.26,2374.85,13913.56,0,0,0,0,0,0,0,0,0,0,0,0,13913.56,4160.54,4285.64,665.29,72.04,0.06,860.48,0,1494.66,0,11538.7,0,-985.76,0,0,0,-4.19,-989.94,1384.91,1321.65,63.26,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"CP",106.44,78.18,57574.09,0,0,0,0,0,0,0,0,0,0,0,3.55,57577.64,18336.18,22257.01,7486.03,4778.88,24.74,4141.59,0,475.03,0,57499.45,0,0,0,0,0,28.25,28.25,106.44,0,106.44,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"OO",157.16,257.3,3752.71,0,0,0,0,0,0,0,0,0,0,0,25.39,3778.1,1947.4,810.9,299.69,97.85,1.31,173.78,0,189.87,0,3520.8,-19.97,0,0,0,0,2.41,-17.55,239.75,82.59,157.16,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"OO",195.2,273.55,3828.52,0,0,0,0,0,0,0,0,0,0,0,26.15,3854.67,2115.37,759.31,305.45,104.93,1.48,186.61,0,107.98,0,3581.12,-1,0,0,0,0,2.32,1.32,274.87,79.67,195.2,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"KLQ",202.91,206.7,0,0,0,0,0,0,0,1065.63,0,0,0,0,0,1065.63,452,160.93,0,0,0,0,110.95,106.01,29.04,858.93,-3.93,0,0,0,0,0.15,-3.79,202.91,0,0,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"GFQ",218.56,208.34,0,0,0,0,0,0,0,8617.93,0,0,115.09,0,0,8733.02,4931.4,1523.84,0,0,0,0,1837.7,231.75,0,8524.68,0,-92.39,0,0,0,-56.22,-148.61,59.73,-158.83,218.56,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"OO",259.55,390.89,4699.93,0,0,0,0,0,0,0,0,0,0,0,30.28,4730.21,2560.09,893.3,370.88,138.01,2.21,230.01,0,144.82,0,4339.32,-13.15,0,0,0,0,2.94,-10.22,380.67,121.12,259.55,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"OO",285.33,353.7,4302.17,0,0,0,0,0,0,0,0,0,0,0,41.61,4343.78,2419.85,754.07,339.23,139.89,2.06,216.59,0,118.38,0,3990.08,-4.63,0,0,0,0,2.77,-1.86,351.84,66.51,285.33,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"KLQ",372.42,388.62,0,0,0,0,0,0,0,2911.15,0,0,0,0,0,2911.15,1152.38,557.4,0,0,0,0,324.58,345.82,142.35,2522.53,0,0,0,0,0,0,-16.2,372.42,0,0,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"X9",419.62,878.51,0,0,0,0,0,0,11803.29,4.58,0,0,0,0,3.91,11811.77,5332.9,940.24,1410.34,1158.41,1.34,888.88,0,1198.94,2.22,10933.27,0,-609.49,0,0,0,150.61,-458.88,419.62,0,419.62,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"8C",443.26,655.35,0,0,0,0,0,0,16626.34,2880.01,0,0,0.27,0,0,19506.62,12060.47,3595.07,1710.93,474.75,0,286.26,0,723.79,0,18851.27,0,-50.36,0,0,0,0,-50.36,604.99,161.73,443.26,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"YX",479.48,932.95,8259.25,0,0,0,0,0,0,0,0,0,191.57,0,0,8450.82,2133.33,2542.49,652.03,96.85,0,779.27,0,1313.9,0,7517.87,-336.97,-10.65,0,0,0,24.14,-323.49,609.46,129.99,479.48,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"X9",494.03,1006.43,0,0,0,0,0,0,12846.24,5.63,0,0,0,0,3.68,12855.54,6229.69,1167.22,1288.07,1209.86,3.25,726.16,0,1223.16,1.7,11849.12,0,-570.44,0,0,0,58.03,-512.4,494.03,0,494.03,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"GFQ",500.71,491.76,0,0,0,0,0,0,0,6489.37,0,0,126.66,0,0,6616.03,4204.75,690.87,0,0,0,0,1003.45,225.2,0,6124.26,0,-74.35,0,0,0,14.15,-60.21,431.56,-69.15,500.71,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"3EQ",523.13,427.43,0,0,0,0,0,0,0,0,0,0,0,0,11012.37,11012.37,0,0,0,0,0,0,1181.66,0,9403.29,10584.94,0,0,0,0,0,95.71,95.71,523.13,0,523.13,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"3EQ",526.09,471.89,0,0,0,0,0,0,0,0,0,0,0,0,9835.28,9835.28,0,0,0,0,0,0,978.73,0,8384.67,9363.4,0,0,0,0,0,54.2,54.2,526.09,0,526.09,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"YX",549.9,1089.28,8663.55,0,0,0,0,0,0,0,0,0,127.14,0,0,8790.7,2244.24,2665.47,695.68,96.52,0,594.93,0,1404.58,0,7701.41,-375.24,-12,0,0,0,36.63,-350.61,738.68,188.78,549.9,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"27Q",561.26,561.26,0,0,0,0,0,0,21.51,0,0,0,0,0,1512.44,1533.96,0,0,0,0,0,0,8.61,0,964.08,972.69,0,0,0,0,0,0,0,561.26,0,561.26,0,0,0,0
