Date,Days - Current,Month,Year,Short Date,Mth-Day,Quarter In Year,Quarter,Month In Year,QuotesExists,Days-Last 12,Days-Last 20,Days-Last 30,Mths-Last 12,Mths-Last 13,Years-Current,Years-Last 2,Years-Last 4,Years-Last 5,Years-Last 7,Years-Last 9,Last YTD,Mths-Last  2,Mths-Current,Days-Last  5,Years-Last 3,Days-Last 10,Day In Year,Years-Initial,Mths-Initial
2003-01-26 00:00:00.000,"No","2003-01",2003,"03-01-26","01-26","Q1","2003-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",26,"No","No"
2003-01-27 00:00:00.000,"No","2003-01",2003,"03-01-27","01-27","Q1","2003-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",27,"No","No"
2003-01-28 00:00:00.000,"No","2003-01",2003,"03-01-28","01-28","Q1","2003-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",28,"No","No"
2003-01-29 00:00:00.000,"No","2003-01",2003,"03-01-29","01-29","Q1","2003-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",29,"No","No"
2003-01-30 00:00:00.000,"No","2003-01",2003,"03-01-30","01-30","Q1","2003-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",30,"No","No"
2003-01-31 00:00:00.000,"No","2003-01",2003,"03-01-31","01-31","Q1","2003-Q1",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",31,"No","No"
2003-02-01 00:00:00.000,"No","2003-02",2003,"03-02-01","02-01","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",32,"No","No"
2003-02-02 00:00:00.000,"No","2003-02",2003,"03-02-02","02-02","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",33,"No","No"
2003-02-03 00:00:00.000,"No","2003-02",2003,"03-02-03","02-03","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",34,"No","No"
2003-02-04 00:00:00.000,"No","2003-02",2003,"03-02-04","02-04","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",35,"No","No"
2003-02-05 00:00:00.000,"No","2003-02",2003,"03-02-05","02-05","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",36,"No","No"
2003-02-06 00:00:00.000,"No","2003-02",2003,"03-02-06","02-06","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",37,"No","No"
2003-02-07 00:00:00.000,"No","2003-02",2003,"03-02-07","02-07","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",38,"No","No"
2003-02-08 00:00:00.000,"No","2003-02",2003,"03-02-08","02-08","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",39,"No","No"
2003-02-09 00:00:00.000,"No","2003-02",2003,"03-02-09","02-09","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",40,"No","No"
2003-02-10 00:00:00.000,"No","2003-02",2003,"03-02-10","02-10","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",41,"No","No"
2003-02-11 00:00:00.000,"No","2003-02",2003,"03-02-11","02-11","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",42,"No","No"
2003-02-12 00:00:00.000,"No","2003-02",2003,"03-02-12","02-12","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",43,"No","No"
2003-02-13 00:00:00.000,"No","2003-02",2003,"03-02-13","02-13","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",44,"No","No"
2003-02-14 00:00:00.000,"No","2003-02",2003,"03-02-14","02-14","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",45,"No","No"
2003-02-15 00:00:00.000,"No","2003-02",2003,"03-02-15","02-15","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",46,"No","No"
2003-02-16 00:00:00.000,"No","2003-02",2003,"03-02-16","02-16","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",47,"No","No"
2003-02-17 00:00:00.000,"No","2003-02",2003,"03-02-17","02-17","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",48,"No","No"
2003-02-18 00:00:00.000,"No","2003-02",2003,"03-02-18","02-18","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",49,"No","No"
2003-02-19 00:00:00.000,"No","2003-02",2003,"03-02-19","02-19","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",50,"No","No"
2003-02-20 00:00:00.000,"No","2003-02",2003,"03-02-20","02-20","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",51,"No","No"
2003-02-21 00:00:00.000,"No","2003-02",2003,"03-02-21","02-21","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",52,"No","No"
2003-02-22 00:00:00.000,"No","2003-02",2003,"03-02-22","02-22","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",53,"No","No"
2003-02-23 00:00:00.000,"No","2003-02",2003,"03-02-23","02-23","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",54,"No","No"
2003-02-24 00:00:00.000,"No","2003-02",2003,"03-02-24","02-24","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",55,"No","No"
2003-02-25 00:00:00.000,"No","2003-02",2003,"03-02-25","02-25","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",56,"No","No"
2003-02-26 00:00:00.000,"No","2003-02",2003,"03-02-26","02-26","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",57,"No","No"
2003-02-27 00:00:00.000,"No","2003-02",2003,"03-02-27","02-27","Q1","2003-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",58,"No","No"
2003-02-28 00:00:00.000,"No","2003-02",2003,"03-02-28","02-28","Q1","2003-Q1",2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",59,"No","No"
2003-03-01 00:00:00.000,"No","2003-03",2003,"03-03-01","03-01","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",60,"No","No"
2003-03-02 00:00:00.000,"No","2003-03",2003,"03-03-02","03-02","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",61,"No","No"
2003-03-03 00:00:00.000,"No","2003-03",2003,"03-03-03","03-03","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",62,"No","No"
2003-03-04 00:00:00.000,"No","2003-03",2003,"03-03-04","03-04","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",63,"No","No"
2003-03-05 00:00:00.000,"No","2003-03",2003,"03-03-05","03-05","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",64,"No","No"
2003-03-06 00:00:00.000,"No","2003-03",2003,"03-03-06","03-06","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",65,"No","No"
2003-03-07 00:00:00.000,"No","2003-03",2003,"03-03-07","03-07","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",66,"No","No"
2003-03-08 00:00:00.000,"No","2003-03",2003,"03-03-08","03-08","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",67,"No","No"
2003-03-09 00:00:00.000,"No","2003-03",2003,"03-03-09","03-09","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",68,"No","No"
2003-03-10 00:00:00.000,"No","2003-03",2003,"03-03-10","03-10","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",69,"No","No"
2003-03-11 00:00:00.000,"No","2003-03",2003,"03-03-11","03-11","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",70,"No","No"
2003-03-12 00:00:00.000,"No","2003-03",2003,"03-03-12","03-12","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",71,"No","No"
2003-03-13 00:00:00.000,"No","2003-03",2003,"03-03-13","03-13","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",72,"No","No"
2003-03-14 00:00:00.000,"No","2003-03",2003,"03-03-14","03-14","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",73,"No","No"
2003-03-15 00:00:00.000,"No","2003-03",2003,"03-03-15","03-15","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",74,"No","No"
2003-03-16 00:00:00.000,"No","2003-03",2003,"03-03-16","03-16","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",75,"No","No"
2003-03-17 00:00:00.000,"No","2003-03",2003,"03-03-17","03-17","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",76,"No","No"
2003-03-18 00:00:00.000,"No","2003-03",2003,"03-03-18","03-18","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",77,"No","No"
2003-03-19 00:00:00.000,"No","2003-03",2003,"03-03-19","03-19","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",78,"No","No"
2003-03-20 00:00:00.000,"No","2003-03",2003,"03-03-20","03-20","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",79,"No","No"
2003-03-21 00:00:00.000,"No","2003-03",2003,"03-03-21","03-21","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",80,"No","No"
2003-03-22 00:00:00.000,"No","2003-03",2003,"03-03-22","03-22","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",81,"No","No"
2003-03-23 00:00:00.000,"No","2003-03",2003,"03-03-23","03-23","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",82,"No","No"
2003-03-24 00:00:00.000,"No","2003-03",2003,"03-03-24","03-24","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",83,"No","No"
2003-03-25 00:00:00.000,"No","2003-03",2003,"03-03-25","03-25","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",84,"No","No"
2003-03-26 00:00:00.000,"No","2003-03",2003,"03-03-26","03-26","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",85,"No","No"
2003-03-27 00:00:00.000,"No","2003-03",2003,"03-03-27","03-27","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",86,"No","No"
2003-03-28 00:00:00.000,"No","2003-03",2003,"03-03-28","03-28","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",87,"No","No"
2003-03-29 00:00:00.000,"No","2003-03",2003,"03-03-29","03-29","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",88,"No","No"
2003-03-30 00:00:00.000,"No","2003-03",2003,"03-03-30","03-30","Q1","2003-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",89,"No","No"
2003-03-31 00:00:00.000,"No","2003-03",2003,"03-03-31","03-31","Q1","2003-Q1",3,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",90,"No","No"
2003-04-01 00:00:00.000,"No","2003-04",2003,"03-04-01","04-01","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",91,"No","No"
2003-04-02 00:00:00.000,"No","2003-04",2003,"03-04-02","04-02","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",92,"No","No"
2003-04-03 00:00:00.000,"No","2003-04",2003,"03-04-03","04-03","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",93,"No","No"
2003-04-04 00:00:00.000,"No","2003-04",2003,"03-04-04","04-04","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",94,"No","No"
2003-04-05 00:00:00.000,"No","2003-04",2003,"03-04-05","04-05","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",95,"No","No"
2003-04-06 00:00:00.000,"No","2003-04",2003,"03-04-06","04-06","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",96,"No","No"
2003-04-07 00:00:00.000,"No","2003-04",2003,"03-04-07","04-07","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",97,"No","No"
2003-04-08 00:00:00.000,"No","2003-04",2003,"03-04-08","04-08","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",98,"No","No"
2003-04-09 00:00:00.000,"No","2003-04",2003,"03-04-09","04-09","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",99,"No","No"
2003-04-10 00:00:00.000,"No","2003-04",2003,"03-04-10","04-10","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",100,"No","No"
2003-04-11 00:00:00.000,"No","2003-04",2003,"03-04-11","04-11","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",101,"No","No"
2003-04-12 00:00:00.000,"No","2003-04",2003,"03-04-12","04-12","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",102,"No","No"
2003-04-13 00:00:00.000,"No","2003-04",2003,"03-04-13","04-13","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",103,"No","No"
2003-04-14 00:00:00.000,"No","2003-04",2003,"03-04-14","04-14","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",104,"No","No"
2003-04-15 00:00:00.000,"No","2003-04",2003,"03-04-15","04-15","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",105,"No","No"
2003-04-16 00:00:00.000,"No","2003-04",2003,"03-04-16","04-16","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",106,"No","No"
2003-04-17 00:00:00.000,"No","2003-04",2003,"03-04-17","04-17","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",107,"No","No"
2003-04-18 00:00:00.000,"No","2003-04",2003,"03-04-18","04-18","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",108,"No","No"
2003-04-19 00:00:00.000,"No","2003-04",2003,"03-04-19","04-19","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",109,"No","No"
2003-04-20 00:00:00.000,"No","2003-04",2003,"03-04-20","04-20","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",110,"No","No"
2003-04-21 00:00:00.000,"No","2003-04",2003,"03-04-21","04-21","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",111,"No","No"
2003-04-22 00:00:00.000,"No","2003-04",2003,"03-04-22","04-22","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",112,"No","No"
2003-04-23 00:00:00.000,"No","2003-04",2003,"03-04-23","04-23","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",113,"No","No"
2003-04-24 00:00:00.000,"No","2003-04",2003,"03-04-24","04-24","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",114,"No","No"
2003-04-25 00:00:00.000,"No","2003-04",2003,"03-04-25","04-25","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",115,"No","No"
2003-04-26 00:00:00.000,"No","2003-04",2003,"03-04-26","04-26","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",116,"No","No"
2003-04-27 00:00:00.000,"No","2003-04",2003,"03-04-27","04-27","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",117,"No","No"
2003-04-28 00:00:00.000,"No","2003-04",2003,"03-04-28","04-28","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",118,"No","No"
2003-04-29 00:00:00.000,"No","2003-04",2003,"03-04-29","04-29","Q2","2003-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",119,"No","No"
2003-04-30 00:00:00.000,"No","2003-04",2003,"03-04-30","04-30","Q2","2003-Q2",4,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",120,"No","No"
2003-05-01 00:00:00.000,"No","2003-05",2003,"03-05-01","05-01","Q2","2003-Q2",5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",121,"No","No"
2003-05-02 00:00:00.000,"No","2003-05",2003,"03-05-02","05-02","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",122,"No","No"
2003-05-03 00:00:00.000,"No","2003-05",2003,"03-05-03","05-03","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",123,"No","No"
2003-05-04 00:00:00.000,"No","2003-05",2003,"03-05-04","05-04","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",124,"No","No"
2003-05-05 00:00:00.000,"No","2003-05",2003,"03-05-05","05-05","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",125,"No","No"
2003-05-06 00:00:00.000,"No","2003-05",2003,"03-05-06","05-06","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",126,"No","No"
2003-05-07 00:00:00.000,"No","2003-05",2003,"03-05-07","05-07","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",127,"No","No"
2003-05-08 00:00:00.000,"No","2003-05",2003,"03-05-08","05-08","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",128,"No","No"
2003-05-09 00:00:00.000,"No","2003-05",2003,"03-05-09","05-09","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",129,"No","No"
2003-05-10 00:00:00.000,"No","2003-05",2003,"03-05-10","05-10","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",130,"No","No"
2003-05-11 00:00:00.000,"No","2003-05",2003,"03-05-11","05-11","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",131,"No","No"
2003-05-12 00:00:00.000,"No","2003-05",2003,"03-05-12","05-12","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",132,"No","No"
2003-05-13 00:00:00.000,"No","2003-05",2003,"03-05-13","05-13","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",133,"No","No"
2003-05-14 00:00:00.000,"No","2003-05",2003,"03-05-14","05-14","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",134,"No","No"
2003-05-15 00:00:00.000,"No","2003-05",2003,"03-05-15","05-15","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",135,"No","No"
2003-05-16 00:00:00.000,"No","2003-05",2003,"03-05-16","05-16","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",136,"No","No"
2003-05-17 00:00:00.000,"No","2003-05",2003,"03-05-17","05-17","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",137,"No","No"
2003-05-18 00:00:00.000,"No","2003-05",2003,"03-05-18","05-18","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",138,"No","No"
2003-05-19 00:00:00.000,"No","2003-05",2003,"03-05-19","05-19","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",139,"No","No"
2003-05-20 00:00:00.000,"No","2003-05",2003,"03-05-20","05-20","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",140,"No","No"
2003-05-21 00:00:00.000,"No","2003-05",2003,"03-05-21","05-21","Q2","2003-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",141,"No","No"
