id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,week (bins)
1374062,103,161,1902,446.23,446.23,0,0,14,100
1154801,104,27,1902,446.23,446.23,0,0,14,104
1426331,111,43,1902,446.23,446.23,0,0,14,108
1239194,114,23,1902,446.23,446.23,0,0,14,112
1148252,116,94,1902,446.23,446.23,0,0,14,116
1484696,119,65,1902,446.23,446.23,0,0,14,116
1453783,124,14,1902,446.23,446.23,0,0,14,124
1106502,124,17,1902,446.23,446.23,0,0,14,124
1142012,129,109,1902,446.23,446.23,0,0,14,128
1327150,129,153,1902,446.23,446.23,0,0,14,128
1300188,130,74,1902,446.23,446.23,0,0,14,128
1121577,130,104,1902,446.23,446.23,0,0,14,128
1446144,132,61,1902,446.23,446.23,0,0,14,132
1110451,133,157,1902,446.23,446.23,0,0,14,132
1291722,134,108,1902,446.23,446.23,0,0,14,132
1175373,135,109,1902,446.23,446.23,0,0,14,132
1293099,141,55,1902,446.23,446.23,0,0,14,140
1259775,141,89,1902,446.23,446.23,0,0,14,140
1464798,141,99,1902,446.23,446.23,0,0,14,140
1056143,142,27,1902,446.23,446.23,0,0,14,140
1120776,143,149,1902,446.23,446.23,0,0,14,140
1148189,143,92,1902,446.23,446.23,0,0,14,140
1289785,6,55,1247,446.23,446.23,0,0,14,4
1367283,7,30,1247,446.23,446.23,0,0,14,4
1022428,9,89,1247,446.23,446.23,0,0,14,8
1414104,9,27,1247,446.23,446.23,0,0,14,8
1438868,12,99,1247,446.23,446.23,0,0,14,12
1096035,12,67,1247,446.23,446.23,0,0,14,12
1263570,13,80,1247,446.23,446.23,0,0,14,12
1471090,14,124,1247,446.23,446.23,0,0,14,12
1477743,19,41,1247,446.23,446.23,0,0,14,16
1239184,22,99,1247,446.23,446.23,0,0,14,20
1361645,22,126,1247,446.23,446.23,0,0,14,20
1365475,28,11,1247,446.23,446.23,0,0,14,28
1029673,30,27,1247,446.23,446.23,0,0,14,28
1204920,35,72,1247,446.23,446.23,0,0,14,32
1438617,35,76,1247,446.23,446.23,0,0,14,32
1105009,39,20,1247,446.23,446.23,0,0,14,36
1445219,40,23,1247,446.23,446.23,0,0,14,40
1181191,49,24,1247,446.23,446.23,0,0,14,48
1070674,51,53,1247,446.23,446.23,0,0,14,48
1160884,60,113,1247,446.23,446.23,0,0,14,60
1283217,60,132,1247,446.23,446.23,0,0,14,60
1081974,64,32,1247,446.23,446.23,0,0,14,64
1261845,64,139,1247,446.23,446.23,0,0,14,64
1137981,65,59,1247,446.23,446.23,0,0,14,64
1198073,72,186,1247,446.23,446.23,0,0,14,72
1021961,75,55,1247,446.23,446.23,0,0,14,72
1225422,76,32,1247,446.23,446.23,0,0,14,76
1422645,76,92,1247,446.23,446.23,0,0,14,76
1002023,76,39,1247,446.23,446.23,0,0,14,76
1466401,77,52,1247,446.23,446.23,0,0,14,76
1363610,78,73,1247,446.23,446.23,0,0,14,76
1439863,80,161,1247,446.23,446.23,0,0,14,80
1207398,81,32,1247,446.23,446.23,0,0,14,80
1071317,82,14,1247,446.23,446.23,0,0,14,80
1013179,82,110,1247,446.23,446.23,0,0,14,80
1272759,83,61,1247,446.23,446.23,0,0,14,80
1340473,87,34,1247,446.23,446.23,0,0,14,84
1238084,87,17,1247,446.23,446.23,0,0,14,84
1495435,90,39,1247,446.23,446.23,0,0,14,88
1090498,90,132,1247,446.23,446.23,0,0,14,88
1043303,91,174,1247,446.23,446.23,0,0,14,88
1073569,92,29,1247,446.23,446.23,0,0,14,92
1416069,97,97,1247,446.23,446.23,0,0,14,96
1225149,98,36,1247,446.23,446.23,0,0,14,96
1269687,98,129,1247,446.23,446.23,0,0,14,96
1493668,99,80,1247,446.23,446.23,0,0,14,96
1334465,101,61,1247,446.23,446.23,0,0,14,100
1486697,110,129,1247,446.23,446.23,0,0,14,108
1304684,112,161,1247,446.23,446.23,0,0,14,112
1202954,113,174,1247,446.23,446.23,0,0,14,112
1485449,115,80,1247,446.23,446.23,0,0,14,112
1032564,116,97,1247,446.23,446.23,0,0,14,116
1082203,116,177,1247,446.23,446.23,0,0,14,116
1040373,116,102,1247,446.23,446.23,0,0,14,116
1377742,117,109,1247,446.23,446.23,0,0,14,116
1255802,118,139,1247,446.23,446.23,0,0,14,116
1477244,128,26,1247,446.23,446.23,0,0,14,128
1108892,131,32,1247,446.23,446.23,0,0,14,128
1072424,131,80,1247,446.23,446.23,0,0,14,128
1294550,135,162,1247,446.23,446.23,0,0,14,132
1478927,140,92,1247,446.23,446.23,0,0,14,140
1415338,141,109,1247,446.23,446.23,0,0,14,140
1364963,141,149,1247,446.23,446.23,0,0,14,140
1182881,142,177,1247,446.23,446.23,0,0,14,140
1152760,143,32,1247,446.23,446.23,0,0,14,140
1104655,143,93,1247,446.23,446.23,0,0,14,140
1477526,143,157,1247,446.23,446.23,0,0,14,140
1093668,145,88,1247,446.23,446.23,0,0,14,144
1126639,145,39,1247,446.23,446.23,0,0,14,144
1052554,9,161,2492,446.23,446.23,0,0,14,8
1277252,11,29,2492,446.23,446.23,0,0,14,8
1112468,12,50,2492,446.23,446.23,0,0,14,12
1361683,20,68,2492,446.23,446.23,0,0,14,20
1230923,22,88,2492,446.23,446.23,0,0,14,20
1305459,33,177,2492,446.23,446.23,0,0,14,32
1371232,33,42,2492,446.23,446.23,0,0,14,32
1057699,35,83,2492,446.23,446.23,0,0,14,32
1352837,35,92,2492,446.23,446.23,0,0,14,32
1229265,35,26,2492,446.23,446.23,0,0,14,32
1147851,36,65,2492,446.23,446.23,0,0,14,36
1494883,39,152,2492,446.23,446.23,0,0,14,36
1015964,42,157,2492,446.23,446.23,0,0,14,40
1497417,50,26,2492,446.23,446.23,0,0,14,48
1261691,54,41,1727,446.23,446.23,0,0,14,52
1455347,55,50,2492,446.23,446.23,0,0,14,52
1412179,61,102,2492,446.23,446.23,0,0,14,60
1311197,65,42,2492,446.23,446.23,0,0,14,64
1000238,74,177,2492,446.23,446.23,0,0,14,72
1493997,76,177,2492,446.23,446.23,0,0,14,76
1021582,77,88,2492,446.23,446.23,0,0,14,76
1121848,85,58,2492,446.23,446.23,0,0,14,84
1250316,86,139,2492,446.23,446.23,0,0,14,84
1307859,90,145,2492,446.23,446.23,0,0,14,88
1156973,94,81,2492,446.23,446.23,0,0,14,92
1338752,102,61,2492,446.23,446.23,0,0,14,100
1422810,104,102,2492,446.23,446.23,0,0,14,104
1459611,105,110,2492,446.23,446.23,0,0,14,104
1286242,106,145,2492,446.23,446.23,0,0,14,104
1108093,112,77,2492,446.23,446.23,0,0,14,112
1084224,113,161,2492,446.23,446.23,0,0,14,112
1248075,114,29,2492,446.23,446.23,0,0,14,112
1485882,118,58,2492,446.23,446.23,0,0,14,116
1205345,118,110,2492,446.23,446.23,0,0,14,116
1235773,129,77,2492,446.23,446.23,0,0,14,128
1422945,130,61,2492,446.23,446.23,0,0,14,128
1381543,131,61,1770,446.23,446.23,0,0,14,128
1157203,132,177,1770,446.23,446.23,0,0,14,132
1230417,132,23,1770,446.23,446.23,0,0,14,132
1208855,133,126,1770,446.23,446.23,0,0,14,132
1044637,133,68,1770,446.23,446.23,0,0,14,132
1409855,7,139,2492,445.23,446.23,0,0,14,4
1061406,7,50,2492,445.23,446.23,0,0,14,4
1246018,10,161,2492,445.23,446.23,0,0,14,8
1226511,10,58,2492,445.23,446.23,0,0,14,8
1488122,12,74,2492,445.23,446.23,0,0,14,12
1103629,20,106,2492,445.23,446.23,0,0,14,20
1477494,24,26,2492,445.23,446.23,0,0,14,24
1053098,26,88,2492,445.23,446.23,0,0,14,24
1393770,32,50,2492,445.23,446.23,0,0,14,32
1172057,36,64,2492,445.23,446.23,0,0,14,36
1213917,40,81,2492,445.23,446.23,0,0,14,40
1394003,43,26,2492,445.23,446.23,0,0,14,40
1144747,49,50,2492,445.23,446.23,0,0,14,48
1357645,54,29,2492,445.23,446.23,0,0,14,52
1105054,56,73,2492,445.23,446.23,0,0,14,56
1116738,61,64,2492,445.23,446.23,0,0,14,60
1087599,61,68,2492,445.23,446.23,0,0,14,60
1389544,62,34,2492,445.23,446.23,0,0,14,60
1400144,64,34,1216,445.23,446.23,0,0,14,64
1074520,74,102,2492,445.23,446.23,0,0,14,72
1438249,75,177,2492,445.23,446.23,0,0,14,72
1254078,84,152,2492,445.23,446.23,0,0,14,84
1429948,88,145,2492,445.23,446.23,0,0,14,88
1339114,102,139,2492,445.23,446.23,0,0,14,100
1458139,102,113,2492,445.23,446.23,0,0,14,100
1208654,103,157,2492,445.23,446.23,0,0,14,100
1484334,107,161,2492,445.23,446.23,0,0,14,104
1183059,110,161,2492,445.23,446.23,0,0,14,108
1259391,115,32,2492,445.23,446.23,0,0,14,112
1126209,117,97,2492,445.23,446.23,0,0,14,116
1102797,118,157,2492,445.23,446.23,0,0,14,116
1192886,118,113,2492,445.23,446.23,0,0,14,116
1109088,125,29,2492,445.23,446.23,0,0,14,124
1059724,131,39,1770,445.23,446.23,0,0,14,128
1120942,133,41,1770,445.23,446.23,0,0,14,132
1000228,142,93,2492,445.23,446.23,0,0,14,140
1380913,5,55,1247,445.23,446.23,0,0,14,4
1436476,12,89,1247,445.23,446.23,0,0,14,12
1270912,14,20,1247,445.23,446.23,0,0,14,12
1060836,14,23,1247,445.23,446.23,0,0,14,12
1360692,24,20,1247,445.23,446.23,0,0,14,24
1194123,29,137,1247,445.23,446.23,0,0,14,28
1380152,32,153,1247,445.23,446.23,0,0,14,32
1416985,33,153,1247,445.23,446.23,0,0,14,32
1419523,34,99,1247,445.23,446.23,0,0,14,32
1155883,38,99,1247,445.23,446.23,0,0,14,36
1072968,52,17,1247,445.23,446.23,0,0,14,52
1254220,60,81,1247,445.23,446.23,0,0,14,60
1192519,60,39,1247,445.23,446.23,0,0,14,60
1024468,61,23,1247,445.23,446.23,0,0,14,60
1043268,63,11,1247,445.23,446.23,0,0,14,60
1280729,65,157,1247,445.23,446.23,0,0,14,64
1252409,66,94,1247,445.23,446.23,0,0,14,64
1487133,66,75,1247,445.23,446.23,0,0,14,64
1216251,72,11,1247,445.23,446.23,0,0,14,72
1155323,72,88,1247,445.23,446.23,0,0,14,72
1486315,74,52,1247,445.23,446.23,0,0,14,72
1466427,79,145,1247,445.23,446.23,0,0,14,76
1335613,82,152,1247,445.23,446.23,0,0,14,80
1315419,82,51,1247,445.23,446.23,0,0,14,80
1094472,83,93,1247,445.23,446.23,0,0,14,80
1000400,84,149,1247,445.23,446.23,0,0,14,84
1064400,84,106,1247,445.23,446.23,0,0,14,84
1255691,85,88,1247,445.23,446.23,0,0,14,84
1017810,88,93,1247,445.23,446.23,0,0,14,88
1253534,89,88,1247,445.23,446.23,0,0,14,88
1475622,91,43,1247,445.23,446.23,0,0,14,88
1088226,94,81,1247,445.23,446.23,0,0,14,92
1110135,95,75,1247,445.23,446.23,0,0,14,92
1449361,95,110,1247,445.23,446.23,0,0,14,92
1329125,95,61,1247,445.23,446.23,0,0,14,92
1128637,98,80,1247,445.23,446.23,0,0,14,96
1113001,102,42,1247,445.23,446.23,0,0,14,100
1022681,104,145,1247,445.23,446.23,0,0,14,104
1307121,104,76,1247,445.23,446.23,0,0,14,104
1337293,109,73,1247,445.23,446.23,0,0,14,108
1231771,109,23,1247,445.23,446.23,0,0,14,108
1408208,115,17,1247,445.23,446.23,0,0,14,112
1246371,115,139,1247,445.23,446.23,0,0,14,112
1327849,116,77,1247,445.23,446.23,0,0,14,116
1231177,116,58,1247,445.23,446.23,0,0,14,116
1493088,118,58,1247,445.23,446.23,0,0,14,116
1126854,124,53,1247,445.23,446.23,0,0,14,124
1252250,124,110,1247,445.23,446.23,0,0,14,124
1023343,125,104,1247,445.23,446.23,0,0,14,124
1148472,125,42,1247,445.23,446.23,0,0,14,124
1135973,126,32,1247,445.23,446.23,0,0,14,124
1169640,126,53,1247,445.23,446.23,0,0,14,124
1429665,127,57,1247,445.23,446.23,0,0,14,124
1026889,127,59,1247,445.23,446.23,0,0,14,124
1389527,129,73,1247,445.23,446.23,0,0,14,128
1165823,129,77,1247,445.23,446.23,0,0,14,128
1174603,132,10,1247,445.23,446.23,0,0,14,132
1055609,133,14,1247,445.23,446.23,0,0,14,132
1143152,134,43,1247,445.23,446.23,0,0,14,132
1261936,135,161,1247,445.23,446.23,0,0,14,132
1000862,141,97,1247,445.23,446.23,0,0,14,140
1464964,141,23,1247,445.23,446.23,0,0,14,140
1362949,142,14,1247,445.23,446.23,0,0,14,140
1334395,143,27,1247,445.23,446.23,0,0,14,140
1149265,143,10,1247,445.23,446.23,0,0,14,140
1119161,144,30,1247,445.23,446.23,0,0,14,144
1193318,144,110,1247,445.23,446.23,0,0,14,144
1225243,145,74,1247,445.23,446.23,0,0,14,144
1254884,13,104,1902,445.23,446.23,0,0,14,12
1314972,22,14,1902,445.23,446.23,0,0,14,20
1478378,24,36,1902,445.23,446.23,0,0,14,24
1015265,24,132,1902,445.23,446.23,0,0,14,24
1058583,26,23,1902,445.23,446.23,0,0,14,24
1462840,35,30,1902,445.23,446.23,0,0,14,32
1441474,38,17,1902,445.23,446.23,0,0,14,36
1035085,38,80,1902,445.23,446.23,0,0,14,36
1275006,39,86,1902,445.23,446.23,0,0,14,36
1317482,51,10,1902,445.23,446.23,0,0,14,48
1285661,63,149,1902,445.23,446.23,0,0,14,60
1255960,64,42,1902,445.23,446.23,0,0,14,64
1297369,67,126,1902,445.23,446.23,0,0,14,64
1296232,67,59,1902,445.23,446.23,0,0,14,64
1338071,70,61,1902,445.23,446.23,0,0,14,68
1281033,75,153,1902,445.23,446.23,0,0,14,72
1048866,76,11,1902,445.23,446.23,0,0,14,76
1191966,77,61,1902,445.23,446.23,0,0,14,76
1077451,78,83,1902,445.23,446.23,0,0,14,76
1411420,78,32,1902,445.23,446.23,0,0,14,76
1152210,81,17,1902,445.23,446.23,0,0,14,80
1295848,82,50,1902,445.23,446.23,0,0,14,80
1461803,82,86,1902,445.23,446.23,0,0,14,80
1216799,86,97,1902,445.23,446.23,0,0,14,84
1009279,88,74,1902,445.23,446.23,0,0,14,88
1338822,89,177,1902,445.23,446.23,0,0,14,88
1231356,91,50,1902,445.23,446.23,0,0,14,88
1219633,91,132,1902,445.23,446.23,0,0,14,88
1059711,95,83,1902,445.23,446.23,0,0,14,92
1276131,95,30,1902,445.23,446.23,0,0,14,92
1092880,96,143,1902,445.23,446.23,0,0,14,96
1215304,98,139,1902,445.23,446.23,0,0,14,96
1139355,99,99,1902,445.23,446.23,0,0,14,96
1273144,99,94,1902,445.23,446.23,0,0,14,96
1081820,99,137,1902,445.23,446.23,0,0,14,96
1389831,101,186,1902,445.23,446.23,0,0,14,100
1225385,101,81,1902,445.23,446.23,0,0,14,100
1246154,103,50,1902,445.23,446.23,0,0,14,100
1361723,103,59,1902,445.23,446.23,0,0,14,100
1415304,103,61,1902,445.23,446.23,0,0,14,100
1346061,104,94,1902,445.23,446.23,0,0,14,104
1087880,104,36,1902,445.23,446.23,0,0,14,104
1376985,112,24,1902,445.23,446.23,0,0,14,112
1152258,112,14,1902,445.23,446.23,0,0,14,112
1213076,114,186,1902,445.23,446.23,0,0,14,112
1058316,117,89,1902,445.23,446.23,0,0,14,116
1460679,119,108,1902,445.23,446.23,0,0,14,116
1461266,119,30,1902,445.23,446.23,0,0,14,116
1277952,119,86,1902,445.23,446.23,0,0,14,116
1330471,124,20,1902,445.23,446.23,0,0,14,124
1130406,124,76,1902,445.23,446.23,0,0,14,124
1385898,124,88,1902,445.23,446.23,0,0,14,124
1153493,125,145,1902,445.23,446.23,0,0,14,124
1197927,125,101,1902,445.23,446.23,0,0,14,124
1404682,125,39,1902,445.23,446.23,0,0,14,124
1225218,126,126,1902,445.23,446.23,0,0,14,124
1305059,126,42,1902,445.23,446.23,0,0,14,124
1324220,129,93,1902,445.23,446.23,0,0,14,128
1027273,129,86,1902,445.23,446.23,0,0,14,128
1410951,130,132,1902,445.23,446.23,0,0,14,128
1023823,131,53,1902,445.23,446.23,0,0,14,128
1489951,132,152,1902,445.23,446.23,0,0,14,132
1309573,133,109,1902,445.23,446.23,0,0,14,132
1091051,133,104,1902,445.23,446.23,0,0,14,132
1005002,136,126,1902,445.23,446.23,0,0,14,136
1105460,141,93,1902,445.23,446.23,0,0,14,140
1138630,141,157,1902,445.23,446.23,0,0,14,140
1094384,141,26,1902,445.23,446.23,0,0,14,140
1458487,141,76,1902,445.23,446.23,0,0,14,140
1155276,141,51,1902,445.23,446.23,0,0,14,140
1469034,143,73,1902,445.23,446.23,0,0,14,140
1121059,144,20,1902,445.23,446.23,0,0,14,144
1020705,144,106,1902,445.23,446.23,0,0,14,144
1449700,144,51,1902,445.23,446.23,0,0,14,144
1221261,9,104,1247,447.23,446.23,0,0,14,8
1446595,10,99,1247,447.23,446.23,0,0,14,8
1263022,14,10,1247,447.23,446.23,0,0,14,12
1076778,22,53,1247,447.23,446.23,0,0,14,20
1456335,29,30,1247,447.23,446.23,0,0,14,28
1038936,30,174,1247,447.23,446.23,0,0,14,28
1491000,40,14,1247,447.23,446.23,0,0,14,40
1242528,40,51,1247,447.23,446.23,0,0,14,40
1185008,50,76,1247,447.23,446.23,0,0,14,48
1286372,51,104,1247,447.23,446.23,0,0,14,48
1279087,59,14,1247,447.23,446.23,0,0,14,56
1457654,60,186,1247,447.23,446.23,0,0,14,60
1048125,61,145,1247,447.23,446.23,0,0,14,60
1101023,62,61,1247,447.23,446.23,0,0,14,60
1427493,65,92,1247,447.23,446.23,0,0,14,64
1422189,65,101,1247,447.23,446.23,0,0,14,64
1229759,67,52,1247,447.23,446.23,0,0,14,64
1101755,72,149,1247,447.23,446.23,0,0,14,72
1491777,73,32,1247,447.23,446.23,0,0,14,72
1265449,75,110,1247,447.23,446.23,0,0,14,72
1087212,76,129,1247,447.23,446.23,0,0,14,76
1219174,77,24,1247,447.23,446.23,0,0,14,76
1471689,77,76,1247,447.23,446.23,0,0,14,76
1170811,79,129,1247,447.23,446.23,0,0,14,76
1281463,80,57,1247,447.23,446.23,0,0,14,80
1280663,82,126,1247,447.23,446.23,0,0,14,80
1414763,83,81,1247,447.23,446.23,0,0,14,80
1353625,86,139,1247,447.23,446.23,0,0,14,84
1427888,87,51,1247,447.23,446.23,0,0,14,84
1293715,88,99,1247,447.23,446.23,0,0,14,88
1229003,89,162,1247,447.23,446.23,0,0,14,88
1224217,90,94,1247,447.23,446.23,0,0,14,88
1293232,91,17,1247,447.23,446.23,0,0,14,88
1246564,91,73,1247,447.23,446.23,0,0,14,88
1448051,92,89,1247,447.23,446.23,0,0,14,92
1369925,96,74,1247,447.23,446.23,0,0,14,96
1048283,96,34,1247,447.23,446.23,0,0,14,96
1303468,97,89,1247,447.23,446.23,0,0,14,96
1319111,97,64,1247,447.23,446.23,0,0,14,96
1210185,98,146,1247,447.23,446.23,0,0,14,96
1159463,102,186,1247,447.23,446.23,0,0,14,100
1079053,103,17,1247,447.23,446.23,0,0,14,100
1410575,106,76,1247,447.23,446.23,0,0,14,104
1059284,111,126,1247,447.23,446.23,0,0,14,108
1415265,112,34,1247,447.23,446.23,0,0,14,112
1275296,112,143,1247,447.23,446.23,0,0,14,112
1392529,118,81,1247,447.23,446.23,0,0,14,116
1283443,118,88,1247,447.23,446.23,0,0,14,116
1444340,118,39,1247,447.23,446.23,0,0,14,116
1148408,124,27,1247,447.23,446.23,0,0,14,124
1324013,125,57,1247,447.23,446.23,0,0,14,124
1448157,125,76,1247,447.23,446.23,0,0,14,124
1285125,126,20,1247,447.23,446.23,0,0,14,124
1102353,127,32,1247,447.23,446.23,0,0,14,124
1435174,128,52,1247,447.23,446.23,0,0,14,128
1056652,129,145,1247,447.23,446.23,0,0,14,128
1276145,130,34,1247,447.23,446.23,0,0,14,128
1468471,130,86,1247,447.23,446.23,0,0,14,128
1361730,132,94,1247,447.23,446.23,0,0,14,132
1167262,133,124,1247,447.23,446.23,0,0,14,132
1365892,133,20,1247,447.23,446.23,0,0,14,132
1344129,133,81,1247,447.23,446.23,0,0,14,132
1199779,134,59,1247,447.23,446.23,0,0,14,132
1225923,142,124,1247,447.23,446.23,0,0,14,140
1021086,142,81,1247,447.23,446.23,0,0,14,140
1236354,144,27,1247,447.23,446.23,0,0,14,144
1260423,144,68,1247,447.23,446.23,0,0,14,144
1408284,145,186,1247,447.23,446.23,0,0,14,144
1467119,2,91,1727,447.23,446.23,0,0,14,0
1197596,8,23,1902,447.23,446.23,0,0,14,8
1077299,9,20,1902,447.23,446.23,0,0,14,8
1135321,9,139,2492,447.23,446.23,0,0,14,8
1430865,10,92,2492,447.23,446.23,0,0,14,8
1384195,10,126,1902,447.23,446.23,0,0,14,8
1259122,10,153,1902,447.23,446.23,0,0,14,8
1361705,14,30,1902,447.23,446.23,0,0,14,12
1410377,15,145,2492,447.23,446.23,0,0,14,12
1319977,18,145,2492,447.23,446.23,0,0,14,16
1139495,18,58,2492,447.23,446.23,0,0,14,16
1456363,21,27,1902,447.23,446.23,0,0,14,20
1026492,21,50,2492,447.23,446.23,0,0,14,20
1124168,21,65,2492,447.23,446.23,0,0,14,20
1395418,25,153,1902,447.23,446.23,0,0,14,24
1219872,25,77,2492,447.23,446.23,0,0,14,24
1161367,25,23,1902,447.23,446.23,0,0,14,24
1444853,26,36,1902,447.23,446.23,0,0,14,24
1348091,30,20,1902,447.23,446.23,0,0,14,28
1115665,31,99,1902,447.23,446.23,0,0,14,28
1064344,33,50,2492,447.23,446.23,0,0,14,32
1443842,34,52,1902,447.23,446.23,0,0,14,32
1333242,35,81,2492,447.23,446.23,0,0,14,32
1294960,36,14,1902,447.23,446.23,0,0,14,36
1425172,36,77,2492,447.23,446.23,0,0,14,36
1019947,37,102,2492,447.23,446.23,0,0,14,36
1032813,38,126,1902,447.23,446.23,0,0,14,36
1048687,38,88,2492,447.23,446.23,0,0,14,36
1352601,38,110,2492,447.23,446.23,0,0,14,36
1299448,41,20,1902,447.23,446.23,0,0,14,40
1190086,42,99,1902,447.23,446.23,0,0,14,40
1434258,42,76,1902,447.23,446.23,0,0,14,40
1124989,49,129,2492,447.23,446.23,0,0,14,48
1414987,54,36,1902,447.23,446.23,0,0,14,52
1094382,55,110,2492,447.23,446.23,0,0,14,52
1239619,57,149,2492,447.23,446.23,0,0,14,56
1471474,57,94,2492,447.23,446.23,0,0,14,56
1183103,58,32,2492,447.23,446.23,0,0,14,56
1123579,58,50,2492,447.23,446.23,0,0,14,56
1416183,62,93,1902,447.23,446.23,0,0,14,60
1179224,63,75,1902,447.23,446.23,0,0,14,60
1447294,63,68,1902,447.23,446.23,0,0,14,60
1176873,64,186,1902,447.23,446.23,0,0,14,64
1043478,64,75,1902,447.23,446.23,0,0,14,64
1391092,64,101,1902,447.23,446.23,0,0,14,64
1300243,66,77,1902,447.23,446.23,0,0,14,64
1255213,66,65,1902,447.23,446.23,0,0,14,64
1211659,67,143,1902,447.23,446.23,0,0,14,64
1301948,69,149,2492,447.23,446.23,0,0,14,68
1298168,71,29,1216,447.23,446.23,0,0,14,68
1268441,73,29,1902,447.23,446.23,0,0,14,72
1379255,74,64,2492,447.23,446.23,0,0,14,72
1227634,74,76,1902,447.23,446.23,0,0,14,72
1072231,74,23,1902,447.23,446.23,0,0,14,72
1215477,76,29,2492,447.23,446.23,0,0,14,76
1377512,80,129,1902,447.23,446.23,0,0,14,80
1234080,81,99,1902,447.23,446.23,0,0,14,80
1293198,85,129,2492,447.23,446.23,0,0,14,84
1120613,86,50,1902,447.23,446.23,0,0,14,84
1204519,87,109,1902,447.23,446.23,0,0,14,84
1420955,88,152,1902,447.23,446.23,0,0,14,88
1335282,88,152,2492,447.23,446.23,0,0,14,88
1318766,88,58,1902,447.23,446.23,0,0,14,88
1377189,90,52,1902,447.23,446.23,0,0,14,88
1146893,91,83,1902,447.23,446.23,0,0,14,88
1037592,93,149,2492,447.23,446.23,0,0,14,92
1451838,94,34,1902,447.23,446.23,0,0,14,92
1037934,97,72,1902,447.23,446.23,0,0,14,96
1196032,98,88,1902,447.23,446.23,0,0,14,96
1208995,99,124,1902,447.23,446.23,0,0,14,96
1101939,99,143,1902,447.23,446.23,0,0,14,96
1330268,102,39,2492,447.23,446.23,0,0,14,100
1071337,102,23,1902,447.23,446.23,0,0,14,100
1411372,103,66,2492,447.23,446.23,0,0,14,100
1198592,105,57,2492,447.23,446.23,0,0,14,104
1059436,105,152,2492,447.23,446.23,0,0,14,104
1312431,110,99,1902,447.23,446.23,0,0,14,108
1232404,110,50,1902,447.23,446.23,0,0,14,108
1385984,115,74,2492,447.23,446.23,0,0,14,112
1300766,115,143,2492,447.23,446.23,0,0,14,112
1312324,115,68,1902,447.23,446.23,0,0,14,112
1313899,116,75,1902,447.23,446.23,0,0,14,116
1320519,118,157,1902,447.23,446.23,0,0,14,116
1395680,118,145,1902,447.23,446.23,0,0,14,116
1458896,119,51,1902,447.23,446.23,0,0,14,116
