num_boletim,data_hora_boletim,numero_envolvido,condutor,codigo_severidade,desc_severidade,sexo,cinto_seguranca,Embreagues,Idade,nascimento,categoria_habilitacao,descricao_habilitacao,declaracao_obito,cod_severidade_antiga,especie_veiculo,pedestre,passageiro
"2018-041218817-001",2018-09-14 21:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"29/01/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041224883-001",2018-09-14 22:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"09/06/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041227714-001",2018-09-14 23:29:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"24/01/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041258640-001",2018-09-15 07:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"06/06/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041281735-001",2018-09-15 12:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"18/05/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041292603-001",2018-09-15 14:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"21/01/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-034736868-001",2018-08-06 18:31:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"25/05/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-034856878-001",2018-08-07 08:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",48,"05/06/1970","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-037944085-001",2018-08-25 18:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"12/06/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-037950199-001",2018-08-25 17:43:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"19/02/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-037980232-001",2018-08-25 22:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"07/06/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038030432-001",2018-08-26 11:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",78,"23/06/1940","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041409518-001",2018-09-16 12:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",61,"07/10/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041412054-001",2018-09-16 13:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"07/03/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041420260-001",2018-09-16 14:42:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"26/12/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041462891-001",2018-09-16 20:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"26/09/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041480840-001",2018-09-16 21:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"25/06/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041493498-001",2018-09-16 22:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",58,"12/04/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041523468-002",2018-09-17 08:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",42,"02/02/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035010100-001",2018-08-08 11:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",27,"06/05/1991","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035010715-001",2018-08-08 12:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"30/07/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035034310-001",2018-08-08 14:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",64,"10/10/1953","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035114629-001",2018-08-08 20:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"12/08/1968","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035168953-001",2018-08-09 09:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"24/12/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038156374-001",2018-08-27 09:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",75,"06/10/1942","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038182212-001",2018-08-27 11:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"06/03/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038212186-001",2018-08-23 07:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",60,"17/12/1957","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038298105-001",2018-08-28 00:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"05/08/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038342988-001",2018-08-28 09:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"29/11/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041533946-001",2018-09-16 11:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"23/01/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041548706-001",2018-09-17 11:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"08/07/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041585808-001",2018-09-17 14:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",66,"23/08/1952","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041606470-001",2018-09-15 03:35:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"11/12/1970","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041616450-001",2018-09-17 17:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"16/04/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041670784-001",2018-09-18 00:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"08/07/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035194782-001",2018-08-09 12:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",56,"24/11/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035266296-001",2018-08-09 19:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",55,"25/03/1963","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038391742-001",2018-08-28 15:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"15/05/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038392972-001",2018-08-28 14:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"15/10/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038445919-001",2018-08-28 18:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"14/12/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038451070-001",2018-08-28 19:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",64,"13/10/1953","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041721706-001",2018-09-18 11:37:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"25/02/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041731623-001",2018-09-18 12:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",64,"21/06/1954","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041772660-001",2018-09-18 15:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"11/10/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041861040-001",2018-09-19 06:37:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"25/04/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035365166-001",2018-08-10 10:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"14/03/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035408451-001",2018-08-10 16:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",76,"07/12/1941","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035447916-001",2018-08-10 16:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"28/03/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035482705-001",2018-08-10 23:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",73,"01/07/1945","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038631360-001",2018-08-29 20:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"05/03/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-041982301-001",2018-09-19 16:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",76,"23/07/1942","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-042033497-001",2018-09-20 07:13:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",63,"03/02/1955","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-042037520-001",2018-09-20 08:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"15/10/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-042072425-001",2018-09-20 11:53:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"27/08/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035595440-001",2018-08-11 19:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"29/07/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035635206-003",2018-08-12 02:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"29/05/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035669674-001",2018-08-12 10:40:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",60,"17/12/1957","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038719346-001",2018-08-30 12:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",41,"17/04/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038745604-001",2018-08-30 11:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"24/11/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038789175-001",2018-08-30 18:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"29/10/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038793280-001",2018-08-30 18:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"14/08/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038803638-001",2018-08-30 20:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"01/02/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038855571-001",2018-08-31 07:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"15/02/1969","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033007353-001",2018-07-26 19:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",65,"31/05/1953","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033142779-001",2018-07-27 16:37:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"13/02/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035687046-001",2018-08-12 15:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"14/08/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035734210-001",2018-08-12 21:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"07/11/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035879030-001",2018-08-13 15:29:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"16/10/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035879105-001",2018-08-13 16:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",42,"09/02/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038863117-002",2018-08-31 07:31:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"17/09/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038881673-001",2018-08-31 10:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"21/02/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038894120-001",2018-08-31 12:19:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"18/10/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038905659-001",2018-08-31 12:43:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"12/12/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-038967817-001",2018-08-31 18:19:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"28/01/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039002642-001",2018-08-31 22:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"21/04/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033184466-001",2018-07-27 19:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",62,"16/05/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033290639-001",2018-07-28 17:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"04/08/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033322181-001",2018-07-28 21:49:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"10/06/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033342468-001",2018-07-29 01:14:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"28/07/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-035930306-001",2018-08-13 21:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"28/04/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-036034659-002",2018-08-14 14:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"23/08/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-036069526-001",2018-08-14 16:37:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"01/05/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039049345-001",2018-09-01 11:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"17/06/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039082226-001",2018-09-01 16:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"11/05/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039087260-001",2018-09-01 16:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"02/01/1969","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039089390-001",2018-09-01 16:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"09/06/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039118535-001",2018-09-01 20:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"14/01/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039169697-001",2018-09-02 09:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"16/08/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-039180208-001",2018-09-02 11:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"06/01/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033381230-001",2018-07-29 11:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"28/04/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033398356-001",2018-07-29 14:29:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",55,"04/10/1962","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-033507000-001",2018-07-29 11:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"04/07/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
