transaction_id,variable,value
13089,transaction_date,2017-01-12 00:00:00.000
13569,transaction_date,2017-02-17 00:00:00.000
459,transaction_date,2017-04-29 00:00:00.000
3472,transaction_date,2017-12-03 00:00:00.000
19478,transaction_date,2017-07-28 00:00:00.000
4140,transaction_date,2017-03-08 00:00:00.000
18882,transaction_date,2017-06-04 00:00:00.000
4967,transaction_date,2017-08-16 00:00:00.000
806,transaction_date,2017-06-21 00:00:00.000
7306,transaction_date,2017-01-10 00:00:00.000
17822,transaction_date,2017-12-26 00:00:00.000
9710,transaction_date,2017-08-06 00:00:00.000
1226,transaction_date,2017-02-25 00:00:00.000
3762,transaction_date,2017-11-13 00:00:00.000
15850,transaction_date,2017-10-11 00:00:00.000
8364,transaction_date,2017-02-10 00:00:00.000
18903,transaction_date,2017-08-24 00:00:00.000
17184,transaction_date,2017-08-05 00:00:00.000
14104,transaction_date,2017-04-29 00:00:00.000
16756,transaction_date,2017-12-22 00:00:00.000
1406,transaction_date,2017-05-13 00:00:00.000
19096,transaction_date,2017-12-16 00:00:00.000
10334,transaction_date,2017-06-20 00:00:00.000
1123,transaction_date,2017-02-01 00:00:00.000
351,transaction_date,2017-06-15 00:00:00.000
2090,transaction_date,2017-04-13 00:00:00.000
1092,transaction_date,2017-12-21 00:00:00.000
798,transaction_date,2017-11-06 00:00:00.000
11417,transaction_date,2017-08-15 00:00:00.000
354,transaction_date,2017-11-14 00:00:00.000
12510,transaction_date,2017-06-25 00:00:00.000
13375,transaction_date,2017-10-22 00:00:00.000
7228,transaction_date,2017-01-18 00:00:00.000
10933,transaction_date,2017-05-24 00:00:00.000
12069,transaction_date,2017-10-18 00:00:00.000
814,transaction_date,2017-07-24 00:00:00.000
10264,transaction_date,2017-05-08 00:00:00.000
10136,transaction_date,2017-02-07 00:00:00.000
16833,transaction_date,2017-09-07 00:00:00.000
18305,transaction_date,2017-09-01 00:00:00.000
4933,transaction_date,2017-04-13 00:00:00.000
4136,transaction_date,2017-02-24 00:00:00.000
19705,transaction_date,2017-04-12 00:00:00.000
9284,transaction_date,2017-10-16 00:00:00.000
14318,transaction_date,2017-07-20 00:00:00.000
8665,transaction_date,2017-07-12 00:00:00.000
9570,transaction_date,2017-05-17 00:00:00.000
11272,transaction_date,2017-04-29 00:00:00.000
2619,transaction_date,2017-07-19 00:00:00.000
737,transaction_date,2017-01-10 00:00:00.000
5989,transaction_date,2017-11-01 00:00:00.000
19257,transaction_date,2017-10-18 00:00:00.000
6077,transaction_date,2017-08-21 00:00:00.000
2240,transaction_date,2017-12-23 00:00:00.000
19947,transaction_date,2017-01-29 00:00:00.000
19815,transaction_date,2017-05-20 00:00:00.000
13250,transaction_date,2017-01-07 00:00:00.000
15867,transaction_date,2017-01-27 00:00:00.000
14507,transaction_date,2017-01-16 00:00:00.000
11514,transaction_date,2017-07-23 00:00:00.000
6062,transaction_date,2017-09-20 00:00:00.000
12883,transaction_date,2017-05-26 00:00:00.000
5573,transaction_date,2017-06-29 00:00:00.000
18170,transaction_date,2017-01-05 00:00:00.000
4844,transaction_date,2017-04-06 00:00:00.000
4406,transaction_date,2017-06-27 00:00:00.000
17401,transaction_date,2017-08-22 00:00:00.000
18168,transaction_date,2017-11-03 00:00:00.000
14865,transaction_date,2017-11-25 00:00:00.000
16167,transaction_date,2017-11-09 00:00:00.000
8082,transaction_date,2017-06-16 00:00:00.000
4246,transaction_date,2017-01-02 00:00:00.000
14050,transaction_date,2017-11-13 00:00:00.000
6328,transaction_date,2017-01-24 00:00:00.000
5186,transaction_date,2017-12-27 00:00:00.000
3655,transaction_date,2017-08-13 00:00:00.000
10619,transaction_date,2017-11-12 00:00:00.000
16713,transaction_date,2017-08-19 00:00:00.000
4555,transaction_date,2017-06-23 00:00:00.000
15121,transaction_date,2017-12-19 00:00:00.000
13453,transaction_date,2017-01-31 00:00:00.000
1993,transaction_date,2017-09-30 00:00:00.000
9697,transaction_date,2017-12-20 00:00:00.000
4949,transaction_date,2017-01-16 00:00:00.000
14041,transaction_date,2017-08-26 00:00:00.000
2116,transaction_date,2017-05-06 00:00:00.000
11235,transaction_date,2017-09-23 00:00:00.000
18298,transaction_date,2017-04-06 00:00:00.000
5584,transaction_date,2017-10-09 00:00:00.000
5524,transaction_date,2017-04-30 00:00:00.000
2503,transaction_date,2017-02-22 00:00:00.000
14237,transaction_weekday,Sat
14987,transaction_weekday,Mon
10674,transaction_weekday,Mon
5849,transaction_weekday,Thu
10963,transaction_weekday,Mon
4178,transaction_weekday,Thu
6464,transaction_weekday,Fri
17851,transaction_weekday,Wed
19273,transaction_weekday,Sun
13089,transaction_weekday,Thu
13569,transaction_weekday,Fri
459,transaction_weekday,Sat
3472,transaction_weekday,Sun
19478,transaction_weekday,Fri
4140,transaction_weekday,Wed
18882,transaction_weekday,Sun
4967,transaction_weekday,Wed
806,transaction_weekday,Wed
7306,transaction_weekday,Tue
17822,transaction_weekday,Tue
9710,transaction_weekday,Sun
1226,transaction_weekday,Sat
3762,transaction_weekday,Mon
15850,transaction_weekday,Wed
8364,transaction_weekday,Fri
18903,transaction_weekday,Thu
17184,transaction_weekday,Sat
14104,transaction_weekday,Sat
16756,transaction_weekday,Fri
1406,transaction_weekday,Sat
19096,transaction_weekday,Sat
10334,transaction_weekday,Tue
1123,transaction_weekday,Wed
351,transaction_weekday,Thu
2090,transaction_weekday,Thu
1092,transaction_weekday,Thu
798,transaction_weekday,Mon
11417,transaction_weekday,Tue
354,transaction_weekday,Tue
12510,transaction_weekday,Sun
13375,transaction_weekday,Sun
7228,transaction_weekday,Wed
10933,transaction_weekday,Wed
12069,transaction_weekday,Wed
814,transaction_weekday,Mon
10264,transaction_weekday,Mon
10136,transaction_weekday,Tue
16833,transaction_weekday,Thu
18305,transaction_weekday,Fri
4933,transaction_weekday,Thu
4136,transaction_weekday,Fri
19705,transaction_weekday,Wed
9284,transaction_weekday,Mon
14318,transaction_weekday,Thu
8665,transaction_weekday,Wed
9570,transaction_weekday,Wed
11272,transaction_weekday,Sat
2619,transaction_weekday,Wed
737,transaction_weekday,Tue
5989,transaction_weekday,Wed
19257,transaction_weekday,Wed
6077,transaction_weekday,Mon
2240,transaction_weekday,Sat
19947,transaction_weekday,Sun
19815,transaction_weekday,Sat
13250,transaction_weekday,Sat
15867,transaction_weekday,Fri
14507,transaction_weekday,Mon
11514,transaction_weekday,Sun
6062,transaction_weekday,Wed
12883,transaction_weekday,Fri
5573,transaction_weekday,Thu
18170,transaction_weekday,Thu
4844,transaction_weekday,Thu
4406,transaction_weekday,Tue
17401,transaction_weekday,Tue
18168,transaction_weekday,Fri
14865,transaction_weekday,Sat
16167,transaction_weekday,Thu
8082,transaction_weekday,Fri
4246,transaction_weekday,Mon
14050,transaction_weekday,Mon
6328,transaction_weekday,Tue
5186,transaction_weekday,Wed
3655,transaction_weekday,Sun
10619,transaction_weekday,Sun
16713,transaction_weekday,Sat
4555,transaction_weekday,Fri
15121,transaction_weekday,Tue
13453,transaction_weekday,Tue
1993,transaction_weekday,Sat
9697,transaction_weekday,Wed
4949,transaction_weekday,Mon
14041,transaction_weekday,Sat
2116,transaction_weekday,Sat
11235,transaction_weekday,Sat
18298,transaction_weekday,Thu
5584,transaction_weekday,Mon
5524,transaction_weekday,Sun
2503,transaction_weekday,Wed
14237,transaction_month,Apr
14987,transaction_month,Feb
10674,transaction_month,May
5849,transaction_month,May
10963,transaction_month,Apr
4178,transaction_month,Jan
6464,transaction_month,Jan
17851,transaction_month,Jul
19273,transaction_month,Aug
13089,transaction_month,Jan
13569,transaction_month,Feb
459,transaction_month,Apr
3472,transaction_month,Dec
19478,transaction_month,Jul
4140,transaction_month,Mar
18882,transaction_month,Jun
4967,transaction_month,Aug
806,transaction_month,Jun
7306,transaction_month,Jan
17822,transaction_month,Dec
9710,transaction_month,Aug
1226,transaction_month,Feb
3762,transaction_month,Nov
15850,transaction_month,Oct
8364,transaction_month,Feb
18903,transaction_month,Aug
17184,transaction_month,Aug
14104,transaction_month,Apr
16756,transaction_month,Dec
1406,transaction_month,May
19096,transaction_month,Dec
10334,transaction_month,Jun
1123,transaction_month,Feb
351,transaction_month,Jun
2090,transaction_month,Apr
1092,transaction_month,Dec
798,transaction_month,Nov
11417,transaction_month,Aug
354,transaction_month,Nov
12510,transaction_month,Jun
13375,transaction_month,Oct
7228,transaction_month,Jan
10933,transaction_month,May
12069,transaction_month,Oct
814,transaction_month,Jul
10264,transaction_month,May
10136,transaction_month,Feb
16833,transaction_month,Sep
18305,transaction_month,Sep
4933,transaction_month,Apr
4136,transaction_month,Feb
19705,transaction_month,Apr
9284,transaction_month,Oct
14318,transaction_month,Jul
8665,transaction_month,Jul
9570,transaction_month,May
11272,transaction_month,Apr
2619,transaction_month,Jul
737,transaction_month,Jan
5989,transaction_month,Nov
19257,transaction_month,Oct
6077,transaction_month,Aug
2240,transaction_month,Dec
19947,transaction_month,Jan
19815,transaction_month,May
13250,transaction_month,Jan
15867,transaction_month,Jan
14507,transaction_month,Jan
11514,transaction_month,Jul
6062,transaction_month,Sep
12883,transaction_month,May
5573,transaction_month,Jun
18170,transaction_month,Jan
4844,transaction_month,Apr
4406,transaction_month,Jun
17401,transaction_month,Aug
18168,transaction_month,Nov
14865,transaction_month,Nov
16167,transaction_month,Nov
8082,transaction_month,Jun
4246,transaction_month,Jan
14050,transaction_month,Nov
6328,transaction_month,Jan
5186,transaction_month,Dec
3655,transaction_month,Aug
10619,transaction_month,Nov
16713,transaction_month,Aug
4555,transaction_month,Jun
15121,transaction_month,Dec
13453,transaction_month,Jan
1993,transaction_month,Sep
9697,transaction_month,Dec
4949,transaction_month,Jan
14041,transaction_month,Aug
2116,transaction_month,May
11235,transaction_month,Sep
18298,transaction_month,Apr
5584,transaction_month,Oct
5524,transaction_month,Apr
2503,transaction_month,Feb
14237,online_order,True
14987,online_order,False
10674,online_order,True
5849,online_order,False
10963,online_order,True
4178,online_order,False
6464,online_order,False
17851,online_order,False
19273,online_order,True
13089,online_order,True
13569,online_order,True
459,online_order,True
3472,online_order,False
19478,online_order,False
4140,online_order,True
18882,online_order,True
4967,online_order,True
806,online_order,True
7306,online_order,True
17822,online_order,False
9710,online_order,False
1226,online_order,False
3762,online_order,False
15850,online_order,True
8364,online_order,True
18903,online_order,True
17184,online_order,False
14104,online_order,True
16756,online_order,True
1406,online_order,True
19096,online_order,True
10334,online_order,True
1123,online_order,False
351,online_order,False
2090,online_order,True
1092,online_order,False
798,online_order,True
11417,online_order,True
354,online_order,False
12510,online_order,False
13375,online_order,False
7228,online_order,False
10933,online_order,True
12069,online_order,False
814,online_order,False
10264,online_order,False
10136,online_order,False
16833,online_order,True
18305,online_order,True
4933,online_order,True
4136,online_order,True
19705,online_order,True
9284,online_order,True
14318,online_order,True
8665,online_order,False
9570,online_order,False
11272,online_order,True
2619,online_order,False
737,online_order,True
5989,online_order,False
19257,online_order,False
6077,online_order,False
2240,online_order,True
19947,online_order,False
19815,online_order,False
13250,online_order,True
15867,online_order,True
14507,online_order,False
11514,online_order,True
6062,online_order,False
12883,online_order,True
5573,online_order,False
18170,online_order,True
4844,online_order,True
4406,online_order,True
17401,online_order,False
18168,online_order,True
14865,online_order,False
16167,online_order,False
8082,online_order,True
4246,online_order,True
14050,online_order,False
6328,online_order,False
5186,online_order,False
3655,online_order,True
10619,online_order,False
16713,online_order,True
4555,online_order,True
15121,online_order,True
13453,online_order,True
1993,online_order,True
9697,online_order,True
4949,online_order,True
14041,online_order,False
2116,online_order,True
11235,online_order,False
18298,online_order,True
5584,online_order,False
5524,online_order,False
2503,online_order,False
14237,order_status,Approved
14987,order_status,Approved
10674,order_status,Approved
5849,order_status,Approved
10963,order_status,Approved
4178,order_status,Approved
6464,order_status,Approved
17851,order_status,Approved
19273,order_status,Cancelled
13089,order_status,Approved
13569,order_status,Approved
459,order_status,Approved
3472,order_status,Approved
19478,order_status,Approved
4140,order_status,Approved
18882,order_status,Approved
4967,order_status,Approved
806,order_status,Approved
7306,order_status,Approved
17822,order_status,Approved
9710,order_status,Approved
1226,order_status,Approved
3762,order_status,Approved
15850,order_status,Approved
8364,order_status,Approved
18903,order_status,Approved
17184,order_status,Approved
14104,order_status,Approved
16756,order_status,Approved
1406,order_status,Approved
19096,order_status,Approved
10334,order_status,Approved
1123,order_status,Approved
351,order_status,Approved
2090,order_status,Approved
1092,order_status,Approved
798,order_status,Approved
11417,order_status,Approved
354,order_status,Approved
12510,order_status,Approved
13375,order_status,Approved
7228,order_status,Approved
10933,order_status,Approved
12069,order_status,Approved
814,order_status,Approved
10264,order_status,Approved
10136,order_status,Approved
16833,order_status,Approved
18305,order_status,Approved
4933,order_status,Approved
4136,order_status,Approved
19705,order_status,Approved
9284,order_status,Cancelled
14318,order_status,Approved
8665,order_status,Approved
9570,order_status,Approved
11272,order_status,Approved
2619,order_status,Approved
737,order_status,Approved
5989,order_status,Approved
19257,order_status,Approved
6077,order_status,Approved
2240,order_status,Approved
19947,order_status,Approved
19815,order_status,Approved
13250,order_status,Approved
15867,order_status,Approved
14507,order_status,Approved
11514,order_status,Approved
6062,order_status,Approved
12883,order_status,Approved
5573,order_status,Approved
18170,order_status,Approved
4844,order_status,Approved
4406,order_status,Approved
17401,order_status,Approved
18168,order_status,Approved
14865,order_status,Approved
16167,order_status,Approved
8082,order_status,Approved
4246,order_status,Approved
14050,order_status,Approved
6328,order_status,Approved
5186,order_status,Approved
3655,order_status,Approved
10619,order_status,Approved
16713,order_status,Approved
4555,order_status,Approved
15121,order_status,Approved
13453,order_status,Approved
1993,order_status,Approved
9697,order_status,Approved
4949,order_status,Approved
14041,order_status,Approved
2116,order_status,Approved
11235,order_status,Approved
18298,order_status,Approved
5584,order_status,Approved
5524,order_status,Approved
2503,order_status,Approved
14237,brand,Solex
14987,brand,OHM Cycles
10674,brand,Giant Bicycles
5849,brand,WeareA2B
10963,brand,Trek Bicycles
4178,brand,Giant Bicycles
6464,brand,WeareA2B
17851,brand,Norco Bicycles
19273,brand,Norco Bicycles
13089,brand,Norco Bicycles
13569,brand,Trek Bicycles
459,brand,OHM Cycles
3472,brand,Norco Bicycles
19478,brand,Trek Bicycles
4140,brand,Solex
18882,brand,WeareA2B
4967,brand,
806,brand,Giant Bicycles
7306,brand,Norco Bicycles
17822,brand,Solex
9710,brand,Solex
1226,brand,Solex
3762,brand,WeareA2B
15850,brand,Giant Bicycles
8364,brand,Norco Bicycles
18903,brand,Norco Bicycles
17184,brand,Norco Bicycles
14104,brand,WeareA2B
16756,brand,WeareA2B
1406,brand,Giant Bicycles
19096,brand,Norco Bicycles
10334,brand,Norco Bicycles
1123,brand,Giant Bicycles
351,brand,Solex
2090,brand,Norco Bicycles
1092,brand,WeareA2B
798,brand,Trek Bicycles
11417,brand,Norco Bicycles
354,brand,Solex
12510,brand,OHM Cycles
13375,brand,Solex
7228,brand,Norco Bicycles
10933,brand,Solex
12069,brand,Solex
814,brand,Trek Bicycles
10264,brand,Norco Bicycles
10136,brand,Giant Bicycles
16833,brand,Giant Bicycles
18305,brand,Norco Bicycles
4933,brand,OHM Cycles
4136,brand,Trek Bicycles
19705,brand,OHM Cycles
9284,brand,Trek Bicycles
14318,brand,Giant Bicycles
8665,brand,Solex
9570,brand,Norco Bicycles
11272,brand,Solex
2619,brand,Trek Bicycles
737,brand,OHM Cycles
5989,brand,OHM Cycles
19257,brand,Solex
6077,brand,Solex
2240,brand,Norco Bicycles
19947,brand,Norco Bicycles
19815,brand,OHM Cycles
13250,brand,OHM Cycles
15867,brand,Giant Bicycles
14507,brand,Norco Bicycles
11514,brand,WeareA2B
6062,brand,OHM Cycles
12883,brand,WeareA2B
5573,brand,WeareA2B
18170,brand,Solex
4844,brand,Giant Bicycles
4406,brand,Trek Bicycles
17401,brand,Giant Bicycles
18168,brand,Giant Bicycles
14865,brand,Solex
16167,brand,Giant Bicycles
8082,brand,OHM Cycles
4246,brand,Norco Bicycles
14050,brand,Giant Bicycles
6328,brand,Norco Bicycles
5186,brand,WeareA2B
3655,brand,Solex
10619,brand,Solex
16713,brand,Solex
4555,brand,WeareA2B
15121,brand,Solex
13453,brand,Solex
1993,brand,Giant Bicycles
9697,brand,Norco Bicycles
4949,brand,Giant Bicycles
14041,brand,WeareA2B
2116,brand,Giant Bicycles
11235,brand,Solex
18298,brand,Solex
5584,brand,Trek Bicycles
5524,brand,Solex
2503,brand,OHM Cycles
14237,product_line,Standard
14987,product_line,Standard
10674,product_line,Standard
5849,product_line,Standard
10963,product_line,Standard
4178,product_line,Standard
6464,product_line,Standard
17851,product_line,Standard
19273,product_line,Mountain
13089,product_line,Standard
13569,product_line,Standard
459,product_line,Standard
3472,product_line,Road
19478,product_line,Road
4140,product_line,Standard
18882,product_line,Standard
4967,product_line,
806,product_line,Road
7306,product_line,Standard
17822,product_line,Standard
9710,product_line,Standard
1226,product_line,Standard
3762,product_line,Touring
15850,product_line,Road
8364,product_line,Standard
18903,product_line,Road
17184,product_line,Road
14104,product_line,Standard
16756,product_line,Touring
1406,product_line,Standard
19096,product_line,Standard
10334,product_line,Road
1123,product_line,Road
351,product_line,Standard
2090,product_line,Standard
1092,product_line,Standard
798,product_line,Standard
11417,product_line,Standard
354,product_line,Touring
12510,product_line,Road
13375,product_line,Road
7228,product_line,Standard
10933,product_line,Standard
12069,product_line,Standard
814,product_line,Road
10264,product_line,Mountain
10136,product_line,Standard
16833,product_line,Standard
18305,product_line,Road
4933,product_line,Standard
4136,product_line,Road
19705,product_line,Road
9284,product_line,Standard
14318,product_line,Standard
8665,product_line,Standard
9570,product_line,Road
11272,product_line,Standard
2619,product_line,Standard
737,product_line,Road
5989,product_line,Road
19257,product_line,Standard
6077,product_line,Standard
2240,product_line,Road
19947,product_line,Road
19815,product_line,Standard
13250,product_line,Road
15867,product_line,Standard
14507,product_line,Standard
11514,product_line,Standard
6062,product_line,Touring
12883,product_line,Standard
5573,product_line,Standard
18170,product_line,Standard
4844,product_line,Standard
4406,product_line,Road
17401,product_line,Road
18168,product_line,Road
14865,product_line,Standard
16167,product_line,Standard
8082,product_line,Standard
4246,product_line,Standard
14050,product_line,Standard
6328,product_line,Standard
5186,product_line,Touring
3655,product_line,Standard
10619,product_line,Standard
16713,product_line,Standard
4555,product_line,Standard
15121,product_line,Standard
13453,product_line,Standard
1993,product_line,Standard
9697,product_line,Road
4949,product_line,Road
14041,product_line,Standard
2116,product_line,Standard
11235,product_line,Standard
18298,product_line,Road
5584,product_line,Standard
5524,product_line,Touring
2503,product_line,Standard
14237,product_class,High
14987,product_class,Medium
10674,product_class,High
5849,product_class,Medium
10963,product_class,Medium
4178,product_class,Medium
6464,product_class,Medium
17851,product_class,Medium
19273,product_class,Low
13089,product_class,High
13569,product_class,Medium
459,product_class,High
3472,product_class,Medium
19478,product_class,Medium
4140,product_class,Medium
18882,product_class,Medium
4967,product_class,
806,product_class,Medium
7306,product_class,High
17822,product_class,Medium
9710,product_class,Low
1226,product_class,High
3762,product_class,Medium
15850,product_class,Medium
8364,product_class,Low
18903,product_class,Medium
17184,product_class,Medium
14104,product_class,Low
16756,product_class,Medium
1406,product_class,Medium
19096,product_class,Medium
10334,product_class,Medium
1123,product_class,Medium
351,product_class,Medium
2090,product_class,Medium
1092,product_class,Medium
798,product_class,Medium
11417,product_class,Medium
354,product_class,Medium
12510,product_class,Medium
13375,product_class,Medium
7228,product_class,High
10933,product_class,Medium
12069,product_class,Medium
814,product_class,Medium
10264,product_class,Low
10136,product_class,Medium
16833,product_class,Medium
18305,product_class,Medium
4933,product_class,Medium
4136,product_class,Low
19705,product_class,Medium
9284,product_class,Medium
14318,product_class,Medium
8665,product_class,Medium
9570,product_class,Medium
11272,product_class,Low
2619,product_class,Medium
737,product_class,Medium
5989,product_class,Medium
19257,product_class,High
6077,product_class,High
2240,product_class,Medium
19947,product_class,Medium
19815,product_class,High
13250,product_class,High
15867,product_class,Medium
14507,product_class,Medium
11514,product_class,Medium
6062,product_class,Low
12883,product_class,Medium
5573,product_class,Medium
18170,product_class,Medium
4844,product_class,High
4406,product_class,Medium
17401,product_class,Medium
18168,product_class,Low
14865,product_class,Medium
16167,product_class,Medium
8082,product_class,High
4246,product_class,Medium
14050,product_class,High
6328,product_class,Medium
5186,product_class,Medium
3655,product_class,Medium
10619,product_class,Medium
16713,product_class,Medium
4555,product_class,Medium
15121,product_class,Medium
13453,product_class,High
1993,product_class,High
9697,product_class,Medium
4949,product_class,Medium
14041,product_class,Medium
2116,product_class,Medium
11235,product_class,Medium
18298,product_class,Medium
5584,product_class,Medium
5524,product_class,Medium
2503,product_class,Medium
14237,product_size,Large
14987,product_size,Medium
10674,product_size,Medium
5849,product_size,Medium
10963,product_size,Large
4178,product_size,Small
6464,product_size,Small
17851,product_size,Medium
19273,product_size,Small
13089,product_size,Medium
13569,product_size,Medium
459,product_size,Medium
3472,product_size,Medium
19478,product_size,Large
4140,product_size,Large
18882,product_size,Medium
4967,product_size,
806,product_size,Medium
7306,product_size,Medium
17822,product_size,Medium
9710,product_size,Medium
1226,product_size,Medium
3762,product_size,Medium
15850,product_size,Medium
8364,product_size,Medium
18903,product_size,Medium
17184,product_size,Large
14104,product_size,Medium
16756,product_size,Medium
1406,product_size,Medium
19096,product_size,Medium
10334,product_size,Medium
1123,product_size,Medium
351,product_size,Large
2090,product_size,Small
1092,product_size,Small
798,product_size,Large
11417,product_size,Medium
354,product_size,Large
12510,product_size,Medium
13375,product_size,Large
7228,product_size,Small
10933,product_size,Medium
12069,product_size,Medium
814,product_size,Medium
10264,product_size,Small
10136,product_size,Large
16833,product_size,Medium
18305,product_size,Large
4933,product_size,Medium
4136,product_size,Small
19705,product_size,Small
9284,product_size,Large
14318,product_size,Large
8665,product_size,Medium
9570,product_size,Medium
11272,product_size,Medium
2619,product_size,Small
737,product_size,Small
5989,product_size,Medium
19257,product_size,Medium
6077,product_size,Large
2240,product_size,Medium
19947,product_size,Medium
19815,product_size,Medium
13250,product_size,Large
15867,product_size,Medium
14507,product_size,Medium
11514,product_size,Small
6062,product_size,Medium
12883,product_size,Medium
5573,product_size,Medium
18170,product_size,Medium
4844,product_size,Small
4406,product_size,Large
17401,product_size,Medium
18168,product_size,Small
14865,product_size,Medium
16167,product_size,Medium
8082,product_size,Medium
4246,product_size,Small
14050,product_size,Medium
6328,product_size,Small
5186,product_size,Large
3655,product_size,Large
10619,product_size,Large
16713,product_size,Medium
4555,product_size,Medium
15121,product_size,Medium
13453,product_size,Large
1993,product_size,Medium
9697,product_size,Medium
4949,product_size,Medium
14041,product_size,Medium
2116,product_size,Large
11235,product_size,Large
18298,product_size,Large
5584,product_size,Large
5524,product_size,Large
2503,product_size,Medium
14237,list_price,1842.92
14987,list_price,795.34
10674,list_price,1129.13
5849,list_price,60.34
10963,list_price,2091.47
4178,list_price,1311.44
6464,list_price,175.89
17851,list_price,1555.58
19273,list_price,688.63
13089,list_price,1148.64
13569,list_price,499.53
459,list_price,2005.66
3472,list_price,543.39
19478,list_price,1894.19
4140,list_price,1071.23
18882,list_price,1228.07
4967,list_price,1888.45
806,list_price,1538.99
7306,list_price,1148.64
17822,list_price,441.49
9710,list_price,1289.85
1226,list_price,748.17
3762,list_price,1466.68
15850,list_price,792.9
8364,list_price,363.01
18903,list_price,543.39
17184,list_price,1240.31
14104,list_price,642.31
16756,list_price,1466.68
1406,list_price,642.7
19096,list_price,360.4
10334,list_price,544.05
1123,list_price,1538.99
