CO_Number,Invoice_Number,Invoice_amount,Invoice_date,Commission_Amount,Discount_Amount,RM_Territory_Code,Distributor_ID,Exchange_Rate,Net Sales
172592,183540,0,2015-10-14 00:00:00.000,0,0,21,60630,0,0
172598,183541,0,2015-10-14 00:00:00.000,0,0,21,60630,0,0
172599,183542,0,2015-10-14 00:00:00.000,0,0,21,60630,0,0
172228,183186,0,2015-10-01 00:00:00.000,0,0,21,60630,0,0
172319,183345,0,2015-10-07 00:00:00.000,0,0,21,60630,0,0
172324,183346,0,2015-10-07 00:00:00.000,0,0,21,60630,0,0
172325,183347,0,2015-10-07 00:00:00.000,0,0,21,60630,0,0
172861,183787,0,2015-10-21 00:00:00.000,0,0,21,60630,0,0
172862,183788,0,2015-10-21 00:00:00.000,0,0,21,60630,0,0
172863,183789,0,2015-10-21 00:00:00.000,0,0,21,60630,0,0
173139,184270,0,2015-11-04 00:00:00.000,0,0,21,60630,0,0
173151,184271,0,2015-11-04 00:00:00.000,0,0,21,60630,0,0
173329,184417,0,2015-11-09 00:00:00.000,0,0,21,60630,0,0
173330,184418,0,2015-11-09 00:00:00.000,0,0,21,60630,0,0
164231,175135,0,2015-01-08 00:00:00.000,0,0,21,60630,0,0
164232,175136,0,2015-01-08 00:00:00.000,0,0,21,60630,0,0
164326,175399,0,2015-01-20 00:00:00.000,0,0,21,60630,0,0
164534,175370,0,2015-01-19 00:00:00.000,0,0,21,60630,0,0
164535,175451,0,2015-01-21 00:00:00.000,0,0,21,60630,0,0
165064,176017,0,2015-02-17 00:00:00.000,0,0,21,60630,0,0
165065,176018,0,2015-02-17 00:00:00.000,0,0,21,60630,0,0
165066,176019,0,2015-02-17 00:00:00.000,0,0,21,60630,0,0
165068,176020,0,2015-02-17 00:00:00.000,0,0,21,60630,0,0
165069,176021,0,2015-02-17 00:00:00.000,0,0,21,60630,0,0
165070,176022,0,2015-02-17 00:00:00.000,0,0,21,60630,0,0
165104,175886,0,2015-02-11 00:00:00.000,0,0,21,60630,0,0
165160,176116,0,2015-02-19 00:00:00.000,0,0,21,60630,0,0
165161,176117,0,2015-02-19 00:00:00.000,0,0,21,60630,0,0
165162,176118,0,2015-02-19 00:00:00.000,0,0,21,60630,0,0
164968,175865,0,2015-02-10 00:00:00.000,0,0,21,60630,0,0
164947,175863,0,2015-02-10 00:00:00.000,0,0,21,60630,0,0
164950,175864,0,2015-02-10 00:00:00.000,0,0,21,60630,0,0
164538,175400,0,2015-01-20 00:00:00.000,0,0,21,60630,0,0
164539,175401,0,2015-01-20 00:00:00.000,0,0,21,60630,0,0
164730,175650,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164731,175651,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164598,175644,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164599,175645,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164600,175646,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164601,175647,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164602,175648,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164847,175652,0,2015-02-03 00:00:00.000,0,0,21,60630,0,0
164848,175698,0,2015-02-04 00:00:00.000,0,0,21,60630,0,0
164848,175862,0,2015-02-10 00:00:00.000,0,0,21,60630,0,0
164743,175786,0,2015-02-06 00:00:00.000,0,0,21,60630,0,0
166042,176980,0,2015-03-23 00:00:00.000,0,0,21,60630,0,0
166119,177078,0,2015-03-25 00:00:00.000,0,0,21,60630,0,0
166101,176874,0,2015-03-19 00:00:00.000,0,0,21,60630,0,0
166586,177609,0,2015-04-13 00:00:00.000,0,0,21,60630,0,0
166448,177330,0,2015-04-02 00:00:00.000,0,0,21,60630,0,0
166434,177492,0,2015-04-08 00:00:00.000,0,0,21,60630,0,0
166435,177493,0,2015-04-08 00:00:00.000,0,0,21,60630,0,0
166436,177494,0,2015-04-08 00:00:00.000,0,0,21,60630,0,0
166441,177328,0,2015-04-02 00:00:00.000,0,0,21,60630,0,0
166442,177329,0,2015-04-02 00:00:00.000,0,0,21,60630,0,0
166232,177322,0,2015-04-02 00:00:00.000,0,0,21,60630,0,0
165647,176710,0,2015-03-13 00:00:00.000,0,0,21,60630,0,0
165857,176712,0,2015-03-13 00:00:00.000,0,0,21,60630,0,0
165858,176713,0,2015-03-13 00:00:00.000,0,0,21,60630,0,0
165859,176714,0,2015-03-13 00:00:00.000,0,0,21,60630,0,0
165312,176399,0,2015-03-03 00:00:00.000,0,0,21,60630,0,0
165338,176400,0,2015-03-03 00:00:00.000,0,0,21,60630,0,0
165339,176401,0,2015-03-03 00:00:00.000,0,0,21,60630,0,0
167439,178345,0,2015-05-06 00:00:00.000,0,0,21,60630,0,0
167440,178346,0,2015-05-06 00:00:00.000,0,0,21,60630,0,0
167443,178347,0,2015-05-06 00:00:00.000,0,0,21,60630,0,0
167769,178631,0,2015-05-15 00:00:00.000,0,0,21,60630,0,0
167774,178632,0,2015-05-15 00:00:00.000,0,0,21,60630,0,0
167775,178633,0,2015-05-15 00:00:00.000,0,0,21,60630,0,0
167776,178634,0,2015-05-15 00:00:00.000,0,0,21,60630,0,0
167777,178635,0,2015-05-15 00:00:00.000,0,0,21,60630,0,0
167778,178636,0,2015-05-15 00:00:00.000,0,0,21,60630,0,0
167784,179022,0,2015-05-29 00:00:00.000,0,0,21,60630,0,0
166907,177902,0,2015-04-21 00:00:00.000,0,0,21,60630,0,0
166923,177903,0,2015-04-21 00:00:00.000,0,0,21,60630,0,0
166649,177610,0,2015-04-13 00:00:00.000,0,0,21,60630,0,0
166650,177611,0,2015-04-13 00:00:00.000,0,0,21,60630,0,0
166651,177612,0,2015-04-13 00:00:00.000,0,0,21,60630,0,0
166782,177616,0,2015-04-13 00:00:00.000,0,0,21,60630,0,0
166929,177904,0,2015-04-21 00:00:00.000,0,0,21,60630,0,0
168349,179360,0,2015-06-10 00:00:00.000,0,0,21,60630,0,0
168350,179361,0,2015-06-10 00:00:00.000,0,0,21,60630,0,0
168544,179694,0,2015-06-19 00:00:00.000,0,0,21,60630,0,0
167974,178950,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168056,178952,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168059,178953,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168060,178954,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168061,178955,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168062,178956,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168063,178957,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168064,178958,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168065,178959,0,2015-05-28 00:00:00.000,0,0,21,60630,0,0
168733,179776,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168687,179770,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168688,179771,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168689,179772,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168690,179773,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168691,179774,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168692,179775,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
168680,179769,0,2015-06-22 00:00:00.000,0,0,21,60630,0,0
169040,180131,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169041,180132,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169042,180133,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169044,180134,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169004,179831,0,2015-06-23 00:00:00.000,0,0,21,60630,0,0
169099,180138,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169101,180139,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169102,180140,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169159,180144,0,2015-07-01 00:00:00.000,0,0,21,60630,0,0
169267,180418,0,2015-07-13 00:00:00.000,0,0,21,60630,0,0
169268,180419,0,2015-07-13 00:00:00.000,0,0,21,60630,0,0
181822,193373,0,2016-09-15 00:00:00.000,0,0,21,60630,0,0
181823,193543,0,2016-09-20 00:00:00.000,0,0,21,60630,0,0
181824,193544,0,2016-09-20 00:00:00.000,0,0,21,60630,0,0
181826,193545,0,2016-09-20 00:00:00.000,0,0,21,60630,0,0
181649,193279,0,2016-09-13 00:00:00.000,0,0,21,60630,0,0
181651,193280,0,2016-09-13 00:00:00.000,0,0,21,60630,0,0
181653,193334,0,2016-09-14 00:00:00.000,0,0,21,60630,0,0
182067,193499,0,2016-09-19 00:00:00.000,0,0,21,60630,0,0
182068,193585,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182069,193586,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182070,193587,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182071,193588,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182072,193589,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182073,193590,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182074,193591,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
182075,193592,0,2016-09-21 00:00:00.000,0,0,21,60630,0,0
181786,193335,0,2016-09-14 00:00:00.000,0,0,21,60630,0,0
182360,193379,0,2016-09-15 00:00:00.000,0,0,21,60630,0,0
182298,193654,0,2016-09-22 00:00:00.000,0,0,21,60630,0,0
182760,194007,0,2016-09-30 00:00:00.000,0,0,21,60630,0,0
182761,194008,0,2016-09-30 00:00:00.000,0,0,21,60630,0,0
182587,193656,0,2016-09-22 00:00:00.000,0,0,21,60630,0,0
182677,193927,0,2016-09-29 00:00:00.000,0,0,21,60630,0,0
182678,193928,0,2016-09-29 00:00:00.000,0,0,21,60630,0,0
180474,191944,0,2016-08-02 00:00:00.000,0,0,21,60630,0,0
180080,191584,0,2016-07-21 00:00:00.000,0,0,21,60630,0,0
180084,191585,0,2016-07-21 00:00:00.000,0,0,21,60630,0,0
180591,191995,0,2016-08-03 00:00:00.000,0,0,21,60630,0,0
180869,192381,0,2016-08-22 00:00:00.000,0,0,21,60630,0,0
181028,192639,0,2016-08-26 00:00:00.000,0,0,21,60630,0,0
181029,192640,0,2016-08-26 00:00:00.000,0,0,21,60630,0,0
181284,192641,0,2016-08-26 00:00:00.000,0,0,21,60630,0,0
181285,192642,0,2016-08-26 00:00:00.000,0,0,21,60630,0,0
183147,194303,0,2016-10-12 00:00:00.000,0,0,21,60630,0,0
183148,194304,0,2016-10-12 00:00:00.000,0,0,21,60630,0,0
183150,194305,0,2016-10-12 00:00:00.000,0,0,21,60630,0,0
183586,195160,0,2016-11-09 00:00:00.000,0,0,21,60630,0,0
183587,195161,0,2016-11-09 00:00:00.000,0,0,21,60630,0,0
183322,194996,0,2016-11-02 00:00:00.000,0,0,21,60630,0,0
183323,194997,0,2016-11-02 00:00:00.000,0,0,21,60630,0,0
183832,195378,0,2016-11-15 00:00:00.000,0,0,21,60630,0,0
183628,195376,0,2016-11-15 00:00:00.000,0,0,21,60630,0,0
183629,195377,0,2016-11-15 00:00:00.000,0,0,21,60630,0,0
184029,195467,0,2016-11-17 00:00:00.000,0,0,21,60630,0,0
184036,195698,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184037,195699,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
179015,190006,0,2016-05-31 00:00:00.000,0,0,21,60630,0,0
179016,190007,0,2016-05-31 00:00:00.000,0,0,21,60630,0,0
179017,190044,0,2016-06-01 00:00:00.000,0,0,21,60630,0,0
179018,190045,0,2016-06-01 00:00:00.000,0,0,21,60630,0,0
179019,190046,0,2016-06-01 00:00:00.000,0,0,21,60630,0,0
179369,190372,0,2016-06-10 00:00:00.000,0,0,21,60630,0,0
179178,190403,0,2016-06-13 00:00:00.000,0,0,21,60630,0,0
179173,190402,0,2016-06-13 00:00:00.000,0,0,21,60630,0,0
179578,191117,0,2016-07-07 00:00:00.000,0,0,21,60630,0,0
179580,191118,0,2016-07-07 00:00:00.000,0,0,21,60630,0,0
179582,191220,0,2016-07-11 00:00:00.000,0,0,21,60630,0,0
179776,191274,0,2016-07-12 00:00:00.000,0,0,21,60630,0,0
179781,191275,0,2016-07-12 00:00:00.000,0,0,21,60630,0,0
179694,191120,0,2016-07-07 00:00:00.000,0,0,21,60630,0,0
179715,191121,0,2016-07-07 00:00:00.000,0,0,21,60630,0,0
179718,191122,0,2016-07-07 00:00:00.000,0,0,21,60630,0,0
179719,191123,0,2016-07-07 00:00:00.000,0,0,21,60630,0,0
179913,191355,0,2016-07-14 00:00:00.000,0,0,21,60630,0,0
179944,190978,0,2016-06-30 00:00:00.000,0,0,21,60630,0,0
178466,189450,0,2016-05-11 00:00:00.000,0,0,21,60630,0,0
178471,189451,0,2016-05-11 00:00:00.000,0,0,21,60630,0,0
178426,189446,0,2016-05-11 00:00:00.000,0,0,21,60630,0,0
178429,189610,0,2016-05-17 00:00:00.000,0,0,21,60630,0,0
178396,189444,0,2016-05-11 00:00:00.000,0,0,21,60630,0,0
178890,189925,0,2016-05-26 00:00:00.000,0,0,21,60630,0,0
178733,189818,0,2016-05-24 00:00:00.000,0,0,21,60630,0,0
178734,189819,0,2016-05-24 00:00:00.000,0,0,21,60630,0,0
178735,189820,0,2016-05-24 00:00:00.000,0,0,21,60630,0,0
178192,189220,0,2016-05-03 00:00:00.000,0,0,21,60630,0,0
178196,189221,0,2016-05-03 00:00:00.000,0,0,21,60630,0,0
178200,189222,0,2016-05-03 00:00:00.000,0,0,21,60630,0,0
177942,188993,0,2016-04-25 00:00:00.000,0,0,21,60630,0,0
177945,188994,0,2016-04-25 00:00:00.000,0,0,21,60630,0,0
177946,189092,0,2016-04-28 00:00:00.000,0,0,21,60630,0,0
177765,188774,0,2016-04-18 00:00:00.000,0,0,21,60630,0,0
177766,188775,0,2016-04-18 00:00:00.000,0,0,21,60630,0,0
177593,188772,0,2016-04-18 00:00:00.000,0,0,21,60630,0,0
175713,186835,0,2016-02-09 00:00:00.000,0,0,21,60630,0,0
175722,186752,0,2016-02-05 00:00:00.000,0,0,21,60630,0,0
175734,186836,0,2016-02-09 00:00:00.000,0,0,21,60630,0,0
175887,187071,0,2016-02-18 00:00:00.000,0,0,21,60630,0,0
175739,186837,0,2016-02-09 00:00:00.000,0,0,21,60630,0,0
174971,186038,0,2016-01-11 00:00:00.000,0,0,21,60630,0,0
174972,186039,0,2016-01-11 00:00:00.000,0,0,21,60630,0,0
174978,186040,0,2016-01-11 00:00:00.000,0,0,21,60630,0,0
174979,186041,0,2016-01-11 00:00:00.000,0,0,21,60630,0,0
175421,186701,0,2016-02-04 00:00:00.000,0,0,21,60630,0,0
175422,186702,0,2016-02-04 00:00:00.000,0,0,21,60630,0,0
175423,186703,0,2016-02-04 00:00:00.000,0,0,21,60630,0,0
175426,186704,0,2016-02-04 00:00:00.000,0,0,21,60630,0,0
175528,186706,0,2016-02-04 00:00:00.000,0,0,21,60630,0,0
175110,186170,0,2016-01-14 00:00:00.000,0,0,21,60630,0,0
177355,188428,0,2016-04-02 00:00:00.000,0,0,21,60630,0,0
177350,188427,0,2016-04-02 00:00:00.000,0,0,21,60630,0,0
177171,188327,0,2016-03-31 00:00:00.000,0,0,21,60630,0,0
177174,188328,0,2016-03-31 00:00:00.000,0,0,21,60630,0,0
176909,188171,0,2016-03-28 00:00:00.000,0,0,21,60630,0,0
176910,188172,0,2016-03-28 00:00:00.000,0,0,21,60630,0,0
176437,187676,0,2016-03-11 00:00:00.000,0,0,21,60630,0,0
176744,188169,0,2016-03-28 00:00:00.000,0,0,21,60630,0,0
176747,188170,0,2016-03-28 00:00:00.000,0,0,21,60630,0,0
176681,187680,0,2016-03-11 00:00:00.000,0,0,21,60630,0,0
176683,187681,0,2016-03-11 00:00:00.000,0,0,21,60630,0,0
176684,187682,0,2016-03-11 00:00:00.000,0,0,21,60630,0,0
176640,187728,0,2016-03-14 00:00:00.000,0,0,21,60630,0,0
176641,187729,0,2016-03-14 00:00:00.000,0,0,21,60630,0,0
176642,187730,0,2016-03-14 00:00:00.000,0,0,21,60630,0,0
176643,187678,0,2016-03-11 00:00:00.000,0,0,21,60630,0,0
176644,187679,0,2016-03-11 00:00:00.000,0,0,21,60630,0,0
176645,188168,0,2016-03-28 00:00:00.000,0,0,21,60630,0,0
186758,198480,0,2017-03-06 00:00:00.000,0,0,21,60630,0,0
186817,198481,0,2017-03-06 00:00:00.000,0,0,21,60630,0,0
186616,197871,0,2017-02-14 00:00:00.000,0,0,21,60630,0,0
186606,198286,0,2017-02-28 00:00:00.000,0,0,21,60630,0,0
186611,198610,0,2017-03-09 00:00:00.000,0,0,21,60630,0,0
186573,198285,0,2017-02-28 00:00:00.000,0,0,21,60630,0,0
186469,198084,0,2017-02-22 00:00:00.000,0,0,21,60630,0,0
186470,198085,0,2017-02-22 00:00:00.000,0,0,21,60630,0,0
186390,198129,0,2017-02-23 00:00:00.000,0,0,21,60630,0,0
186391,198130,0,2017-02-23 00:00:00.000,0,0,21,60630,0,0
185843,197220,0,2017-01-24 00:00:00.000,0,0,21,60630,0,0
185919,197650,0,2017-02-07 00:00:00.000,0,0,21,60630,0,0
185920,197651,0,2017-02-07 00:00:00.000,0,0,21,60630,0,0
186061,197827,0,2017-02-13 00:00:00.000,0,0,21,60630,0,0
186062,197828,0,2017-02-13 00:00:00.000,0,0,21,60630,0,0
185539,197218,0,2017-01-24 00:00:00.000,0,0,21,60630,0,0
185541,197219,0,2017-01-24 00:00:00.000,0,0,21,60630,0,0
184811,196056,0,2016-12-08 00:00:00.000,0,0,21,60630,0,0
184785,196391,0,2016-12-20 00:00:00.000,0,0,21,60630,0,0
184786,196349,0,2016-12-19 00:00:00.000,0,0,21,60630,0,0
185013,196350,0,2016-12-19 00:00:00.000,0,0,21,60630,0,0
185174,196564,0,2016-12-28 00:00:00.000,0,0,21,60630,0,0
185176,196565,0,2016-12-28 00:00:00.000,0,0,21,60630,0,0
185218,196566,0,2016-12-28 00:00:00.000,0,0,21,60630,0,0
185220,196567,0,2016-12-28 00:00:00.000,0,0,21,60630,0,0
185252,196568,0,2016-12-28 00:00:00.000,0,0,21,60630,0,0
185253,196569,0,2016-12-28 00:00:00.000,0,0,21,60630,0,0
185323,196608,0,2016-12-29 00:00:00.000,0,0,21,60630,0,0
185401,196734,0,2017-01-05 00:00:00.000,0,0,21,60630,0,0
185402,196735,0,2017-01-05 00:00:00.000,0,0,21,60630,0,0
184217,195700,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184224,195701,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184325,195702,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184326,195703,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184369,195704,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184450,195705,0,2016-11-28 00:00:00.000,0,0,21,60630,0,0
184732,196347,0,2016-12-19 00:00:00.000,0,0,21,60630,0,0
184735,196348,0,2016-12-19 00:00:00.000,0,0,21,60630,0,0
184523,195746,0,2016-11-29 00:00:00.000,0,0,21,60630,0,0
187169,198870,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187170,199161,0,2017-03-28 00:00:00.000,0,0,21,60630,0,0
187313,198875,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187315,198876,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187316,198877,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187317,198878,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187210,198871,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187211,198872,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187248,198873,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187249,198874,0,2017-03-20 00:00:00.000,0,0,21,60630,0,0
187382,199117,0,2017-03-27 00:00:00.000,0,0,21,60630,0,0
187383,199118,0,2017-03-27 00:00:00.000,0,0,21,60630,0,0
187384,199119,0,2017-03-27 00:00:00.000,0,0,21,60630,0,0
188077,199396,0,2017-04-04 00:00:00.000,0,0,21,60630,0,0
188112,199397,0,2017-04-04 00:00:00.000,0,0,21,60630,0,0
187824,199089,0,2017-03-24 00:00:00.000,0,0,21,60630,0,0
187961,199395,0,2017-04-04 00:00:00.000,0,0,21,60630,0,0
187566,198780,0,2017-03-16 00:00:00.000,0,0,21,60630,0,0
187580,199384,0,2017-04-03 00:00:00.000,0,0,21,60630,0,0
187665,199162,0,2017-03-28 00:00:00.000,0,0,21,60630,0,0
187666,199163,0,2017-03-28 00:00:00.000,0,0,21,60630,0,0
187717,199394,0,2017-04-04 00:00:00.000,0,0,21,60630,0,0
187818,199164,0,2017-03-28 00:00:00.000,0,0,21,60630,0,0
189087,200695,0,2017-05-16 00:00:00.000,0,0,21,60630,0,0
189088,200696,0,2017-05-16 00:00:00.000,0,0,21,60630,0,0
189023,200629,0,2017-05-12 00:00:00.000,0,0,21,60630,0,0
188958,200627,0,2017-05-12 00:00:00.000,0,0,21,60630,0,0
188959,200628,0,2017-05-12 00:00:00.000,0,0,21,60630,0,0
189270,201051,0,2017-05-26 00:00:00.000,0,0,21,60630,0,0
189272,201052,0,2017-05-26 00:00:00.000,0,0,21,60630,0,0
188161,199522,0,2017-04-07 00:00:00.000,0,0,21,60630,0,0
188162,199523,0,2017-04-07 00:00:00.000,0,0,21,60630,0,0
188234,199758,0,2017-04-17 00:00:00.000,0,0,21,60630,0,0
188236,199759,0,2017-04-17 00:00:00.000,0,0,21,60630,0,0
188315,199760,0,2017-04-17 00:00:00.000,0,0,21,60630,0,0
188334,199879,0,2017-04-20 00:00:00.000,0,0,21,60630,0,0
188441,199968,0,2017-04-24 00:00:00.000,0,0,21,60630,0,0
188550,199836,0,2017-04-19 00:00:00.000,0,0,21,60630,0,0
188611,199970,0,2017-04-24 00:00:00.000,0,0,21,60630,0,0
188612,200056,0,2017-04-26 00:00:00.000,0,0,21,60630,0,0
188717,200417,0,2017-05-08 00:00:00.000,0,0,21,60630,0,0
188718,200418,0,2017-05-08 00:00:00.000,0,0,21,60630,0,0
188691,200161,0,2017-04-28 00:00:00.000,0,0,21,60630,0,0
190989,203289,0,2017-08-07 00:00:00.000,0,0,21,60630,0,0
190990,204436,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
190922,203078,0,2017-08-01 00:00:00.000,0,0,21,60630,0,0
191179,203290,0,2017-08-07 00:00:00.000,0,0,21,60630,0,0
191181,203291,0,2017-08-07 00:00:00.000,0,0,21,60630,0,0
191400,203292,0,2017-08-07 00:00:00.000,0,0,21,60630,0,0
191479,203344,0,2017-08-08 00:00:00.000,0,0,21,60630,0,0
191480,203345,0,2017-08-08 00:00:00.000,0,0,21,60630,0,0
191484,203390,0,2017-08-09 00:00:00.000,0,0,21,60630,0,0
191485,204186,0,2017-09-06 00:00:00.000,0,0,21,60630,0,0
191670,204437,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
191672,204438,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
191835,204439,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
191836,204440,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
191964,204441,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
191965,204442,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
192123,204444,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
192124,204445,0,2017-09-13 00:00:00.000,0,0,21,60630,0,0
190066,201648,0,2017-06-15 00:00:00.000,0,0,21,60630,0,0
