venta_ID,cliente_ID,estado_pedido,fecha_pedido,fecha_requerido,fecha_envio,tienda_ID,personal_ID,item_ID,producto_ID,Cantidad,precio_venta,descuento,Ingreso por Venta
234,1435,4,2016-05-22 00:00:00.000,2016-05-24 00:00:00.000,2016-05-24 00:00:00.000,2,6,4,7,1,3999.99,0.05,3799.99
1027,588,4,2017-07-26 00:00:00.000,2017-07-28 00:00:00.000,2017-07-28 00:00:00.000,2,6,1,95,2,299.99,0.1,539.98
442,667,4,2016-09-18 00:00:00.000,2016-09-21 00:00:00.000,2016-09-21 00:00:00.000,2,7,3,6,2,469.99,0.2,751.98
299,281,4,2016-07-05 00:00:00.000,2016-07-06 00:00:00.000,2016-07-07 00:00:00.000,2,6,2,10,2,1549.0,0.2,2478.4
130,1049,4,2016-03-19 00:00:00.000,2016-03-22 00:00:00.000,2016-03-20 00:00:00.000,2,6,2,5,2,1320.99,0.07,2457.04
1553,30,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,1,102,1,489.99,0.07,455.69
777,496,4,2017-03-13 00:00:00.000,2017-03-16 00:00:00.000,2017-03-16 00:00:00.000,2,6,1,5,1,1320.99,0.2,1056.79
988,436,4,2017-07-02 00:00:00.000,2017-07-04 00:00:00.000,2017-07-05 00:00:00.000,2,6,2,38,1,549.99,0.07,511.49
738,124,4,2017-02-28 00:00:00.000,2017-03-01 00:00:00.000,2017-03-03 00:00:00.000,1,2,4,63,1,3499.99,0.07,3254.99
648,684,4,2017-01-09 00:00:00.000,2017-01-11 00:00:00.000,2017-01-11 00:00:00.000,2,6,1,24,1,549.99,0.07,511.49
1510,16,2,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,5,137,1,2599.0,0.05,2469.05
794,863,4,2017-03-23 00:00:00.000,2017-03-25 00:00:00.000,2017-03-24 00:00:00.000,2,7,3,17,1,429.0,0.07,398.97
946,525,4,2017-06-14 00:00:00.000,2017-06-16 00:00:00.000,2017-06-15 00:00:00.000,2,6,3,62,1,3499.99,0.05,3324.99
15,450,4,2016-01-09 00:00:00.000,2016-01-10 00:00:00.000,2016-01-12 00:00:00.000,2,7,1,12,2,549.99,0.07,1022.98
533,1334,4,2016-10-29 00:00:00.000,2016-11-01 00:00:00.000,2016-11-01 00:00:00.000,2,6,3,10,1,1549.0,0.2,1239.2
861,1177,4,2017-04-27 00:00:00.000,2017-04-29 00:00:00.000,2017-04-30 00:00:00.000,2,7,2,62,1,3499.99,0.2,2799.99
1141,1076,4,2017-09-22 00:00:00.000,2017-09-23 00:00:00.000,2017-09-24 00:00:00.000,1,2,1,8,1,1799.99,0.1,1619.99
121,755,4,2016-03-14 00:00:00.000,2016-03-15 00:00:00.000,2016-03-16 00:00:00.000,2,6,5,2,2,749.99,0.05,1424.98
64,1185,4,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,2016-02-09 00:00:00.000,2,6,2,22,2,269.99,0.2,431.98
629,973,4,2016-12-26 00:00:00.000,2016-12-27 00:00:00.000,2016-12-29 00:00:00.000,1,2,1,19,1,449.0,0.05,426.55
1000,645,4,2017-07-12 00:00:00.000,2017-07-14 00:00:00.000,2017-07-15 00:00:00.000,2,7,2,111,1,470.99,0.1,423.89
1353,502,4,2018-01-17 00:00:00.000,2018-01-19 00:00:00.000,2018-01-18 00:00:00.000,2,6,3,300,1,799.99,0.2,639.99
1003,503,4,2017-07-14 00:00:00.000,2017-07-16 00:00:00.000,2017-07-16 00:00:00.000,2,7,1,34,2,469.99,0.05,892.98
408,1071,4,2016-09-01 00:00:00.000,2016-09-02 00:00:00.000,2016-09-02 00:00:00.000,1,2,2,3,1,999.99,0.07,929.99
930,1224,4,2017-06-05 00:00:00.000,2017-06-06 00:00:00.000,2017-06-06 00:00:00.000,3,9,2,82,1,659.99,0.07,613.79
1277,227,4,2017-12-01 00:00:00.000,2017-12-04 00:00:00.000,2017-12-02 00:00:00.000,2,6,5,11,1,1680.99,0.2,1344.79
1568,192,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,1,146,1,4999.99,0.2,3999.99
1267,467,4,2017-11-25 00:00:00.000,2017-11-26 00:00:00.000,2017-11-26 00:00:00.000,2,6,4,95,1,299.99,0.05,284.99
209,514,4,2016-05-07 00:00:00.000,2016-05-08 00:00:00.000,2016-05-08 00:00:00.000,2,6,1,13,1,269.99,0.1,242.99
989,1145,4,2017-07-02 00:00:00.000,2017-07-04 00:00:00.000,2017-07-03 00:00:00.000,2,6,5,5,1,1320.99,0.1,1188.89
1001,354,4,2017-07-13 00:00:00.000,2017-07-16 00:00:00.000,2017-07-15 00:00:00.000,2,6,3,58,1,4999.99,0.1,4499.99
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,4,2,1,749.99,0.05,712.49
1406,1053,4,2018-02-25 00:00:00.000,2018-02-27 00:00:00.000,2018-02-27 00:00:00.000,2,7,2,113,1,489.99,0.1,440.99
360,1300,4,2016-08-07 00:00:00.000,2016-08-09 00:00:00.000,2016-08-10 00:00:00.000,2,6,1,26,1,599.99,0.05,569.99
303,36,4,2016-07-07 00:00:00.000,2016-07-08 00:00:00.000,2016-07-09 00:00:00.000,2,7,1,8,2,1799.99,0.05,3419.98
967,1323,4,2017-06-21 00:00:00.000,2017-06-24 00:00:00.000,2017-06-24 00:00:00.000,2,6,4,103,1,551.99,0.2,441.59
1205,1091,4,2017-10-26 00:00:00.000,2017-10-28 00:00:00.000,2017-10-28 00:00:00.000,1,2,1,105,2,533.99,0.2,854.38
293,573,4,2016-06-30 00:00:00.000,2016-07-03 00:00:00.000,2016-07-02 00:00:00.000,2,7,1,19,2,449.0,0.05,853.1
1052,460,4,2017-08-10 00:00:00.000,2017-08-12 00:00:00.000,2017-08-13 00:00:00.000,2,6,2,103,1,551.99,0.05,524.39
1087,675,4,2017-08-22 00:00:00.000,2017-08-23 00:00:00.000,2017-08-25 00:00:00.000,3,8,3,59,2,2599.99,0.1,4679.98
346,584,4,2016-08-01 00:00:00.000,2016-08-03 00:00:00.000,2016-08-02 00:00:00.000,3,9,3,21,1,269.99,0.1,242.99
682,614,4,2017-01-29 00:00:00.000,2017-01-30 00:00:00.000,2017-01-30 00:00:00.000,2,6,1,39,1,1499.99,0.2,1199.99
1199,318,4,2017-10-23 00:00:00.000,2017-10-24 00:00:00.000,2017-10-26 00:00:00.000,1,2,3,109,2,416.99,0.1,750.58
572,178,4,2016-11-24 00:00:00.000,2016-11-26 00:00:00.000,2016-11-26 00:00:00.000,2,6,2,13,2,269.99,0.1,485.98
686,380,4,2017-02-01 00:00:00.000,2017-02-03 00:00:00.000,2017-02-04 00:00:00.000,2,7,3,88,2,189.99,0.2,303.98
225,307,4,2016-05-17 00:00:00.000,2016-05-20 00:00:00.000,2016-05-19 00:00:00.000,1,3,1,21,1,269.99,0.1,242.99
1377,1007,4,2018-02-01 00:00:00.000,2018-02-03 00:00:00.000,2018-02-03 00:00:00.000,2,7,1,153,2,4999.99,0.05,9499.98
46,746,4,2016-01-29 00:00:00.000,2016-01-31 00:00:00.000,2016-01-31 00:00:00.000,2,7,1,17,1,429.0,0.1,386.1
807,1148,4,2017-03-30 00:00:00.000,2017-04-01 00:00:00.000,2017-04-02 00:00:00.000,2,6,2,6,1,469.99,0.07,437.09
207,105,4,2016-05-05 00:00:00.000,2016-05-07 00:00:00.000,2016-05-07 00:00:00.000,2,7,4,7,2,3999.99,0.1,7199.98
712,173,4,2017-02-13 00:00:00.000,2017-02-14 00:00:00.000,2017-02-16 00:00:00.000,3,9,2,74,2,439.99,0.1,791.98
1270,1388,4,2017-11-26 00:00:00.000,2017-11-29 00:00:00.000,2017-11-29 00:00:00.000,2,6,1,54,1,3199.99,0.2,2559.99
1067,225,4,2017-08-17 00:00:00.000,2017-08-19 00:00:00.000,2017-08-19 00:00:00.000,2,7,1,74,2,439.99,0.07,818.38
449,492,4,2016-09-21 00:00:00.000,2016-09-24 00:00:00.000,2016-09-22 00:00:00.000,2,7,2,2,1,749.99,0.05,712.49
1578,93,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,1,204,2,3599.99,0.07,6695.98
161,251,4,2016-04-04 00:00:00.000,2016-04-07 00:00:00.000,2016-04-05 00:00:00.000,2,7,1,24,2,549.99,0.07,1022.98
416,1377,4,2016-09-03 00:00:00.000,2016-09-04 00:00:00.000,2016-09-06 00:00:00.000,2,7,1,22,1,269.99,0.07,251.09
316,670,4,2016-07-17 00:00:00.000,2016-07-20 00:00:00.000,2016-07-19 00:00:00.000,2,7,1,2,2,749.99,0.2,1199.98
764,701,4,2017-03-09 00:00:00.000,2017-03-10 00:00:00.000,2017-03-12 00:00:00.000,1,2,3,81,2,1099.99,0.07,2045.98
301,17,4,2016-07-06 00:00:00.000,2016-07-09 00:00:00.000,2016-07-08 00:00:00.000,2,6,1,6,1,469.99,0.05,446.49
903,179,4,2017-05-22 00:00:00.000,2017-05-23 00:00:00.000,2017-05-24 00:00:00.000,2,7,2,48,2,1499.99,0.05,2849.98
1507,85,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,5,293,2,319.99,0.05,607.98
1401,15,4,2018-02-18 00:00:00.000,2018-02-19 00:00:00.000,2018-02-20 00:00:00.000,2,7,1,112,1,379.99,0.07,353.39
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,3,268,2,159.99,0.05,303.98
404,396,4,2016-08-31 00:00:00.000,2016-09-03 00:00:00.000,2016-09-01 00:00:00.000,2,7,1,9,1,2999.99,0.07,2789.99
1487,33,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,4,196,1,2299.99,0.05,2184.99
1132,351,4,2017-09-19 00:00:00.000,2017-09-20 00:00:00.000,2017-09-20 00:00:00.000,2,6,4,16,1,599.99,0.05,569.99
178,756,4,2016-04-16 00:00:00.000,2016-04-17 00:00:00.000,2016-04-18 00:00:00.000,2,6,3,3,1,999.99,0.1,899.99
1445,515,4,2018-03-17 00:00:00.000,2018-03-18 00:00:00.000,2018-03-20 00:00:00.000,2,7,2,52,1,875.99,0.07,814.67
108,12,4,2016-03-06 00:00:00.000,2016-03-09 00:00:00.000,2016-03-07 00:00:00.000,2,6,3,16,2,599.99,0.05,1139.98
496,193,4,2016-10-10 00:00:00.000,2016-10-12 00:00:00.000,2016-10-11 00:00:00.000,2,6,2,13,1,269.99,0.1,242.99
48,1012,4,2016-01-30 00:00:00.000,2016-02-01 00:00:00.000,2016-02-02 00:00:00.000,2,7,2,4,1,2899.99,0.2,2319.99
667,858,4,2017-01-22 00:00:00.000,2017-01-24 00:00:00.000,2017-01-25 00:00:00.000,2,7,1,79,1,402.99,0.2,322.39
698,543,4,2017-02-06 00:00:00.000,2017-02-08 00:00:00.000,2017-02-09 00:00:00.000,3,8,2,12,1,549.99,0.07,511.49
1318,75,4,2017-12-27 00:00:00.000,2017-12-30 00:00:00.000,2017-12-29 00:00:00.000,2,6,3,111,1,470.99,0.2,376.79
1083,1372,4,2017-08-20 00:00:00.000,2017-08-23 00:00:00.000,2017-08-23 00:00:00.000,2,6,1,65,2,346.99,0.2,555.18
87,516,4,2016-02-21 00:00:00.000,2016-02-22 00:00:00.000,2016-02-23 00:00:00.000,2,6,2,23,2,299.99,0.1,539.98
30,1348,4,2016-01-20 00:00:00.000,2016-01-21 00:00:00.000,2016-01-21 00:00:00.000,2,6,2,17,1,429.0,0.07,398.97
249,145,4,2016-06-01 00:00:00.000,2016-06-04 00:00:00.000,2016-06-04 00:00:00.000,2,6,2,18,2,449.0,0.05,853.1
32,1259,4,2016-01-21 00:00:00.000,2016-01-24 00:00:00.000,2016-01-22 00:00:00.000,1,3,1,8,2,1799.99,0.07,3347.98
821,1181,4,2017-04-05 00:00:00.000,2017-04-07 00:00:00.000,2017-04-08 00:00:00.000,2,7,2,70,2,659.99,0.2,1055.98
424,67,4,2016-09-08 00:00:00.000,2016-09-11 00:00:00.000,2016-09-11 00:00:00.000,1,3,1,22,1,269.99,0.1,242.99
1071,602,4,2017-08-17 00:00:00.000,2017-08-20 00:00:00.000,2017-08-18 00:00:00.000,3,8,1,25,2,499.99,0.2,799.98
