FullDateAlternateKey,Year,Month,Month Name,Quarter,Week of Year,Week of Month,Day of Month,Day of Week,Day of Year,Day Name,Financial Year,Financial Period,YearMonth,Financial Quarter,MonthYY,Finance Year Date Min,Finance Year Date Max
2018-10-08 00:00:00.000,2018,10,"October",4,41,2,8,1,281,"Monday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-09 00:00:00.000,2018,10,"October",4,41,2,9,2,282,"Tuesday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-10 00:00:00.000,2018,10,"October",4,41,2,10,3,283,"Wednesday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-11 00:00:00.000,2018,10,"October",4,41,2,11,4,284,"Thursday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-12 00:00:00.000,2018,10,"October",4,41,2,12,5,285,"Friday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-13 00:00:00.000,2018,10,"October",4,41,2,13,6,286,"Saturday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-14 00:00:00.000,2018,10,"October",4,41,2,14,0,287,"Sunday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-05 00:00:00.000,2018,11,"November",4,45,2,5,1,309,"Monday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-06 00:00:00.000,2018,11,"November",4,45,2,6,2,310,"Tuesday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-07 00:00:00.000,2018,11,"November",4,45,2,7,3,311,"Wednesday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-08 00:00:00.000,2018,11,"November",4,45,2,8,4,312,"Thursday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-09 00:00:00.000,2018,11,"November",4,45,2,9,5,313,"Friday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-10 00:00:00.000,2018,11,"November",4,45,2,10,6,314,"Saturday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-11 00:00:00.000,2018,11,"November",4,45,2,11,0,315,"Sunday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-03 00:00:00.000,2018,12,"December",4,49,2,3,1,337,"Monday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-04 00:00:00.000,2018,12,"December",4,49,2,4,2,338,"Tuesday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-05 00:00:00.000,2018,12,"December",4,49,2,5,3,339,"Wednesday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-06 00:00:00.000,2018,12,"December",4,49,2,6,4,340,"Thursday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-07 00:00:00.000,2018,12,"December",4,49,2,7,5,341,"Friday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-08 00:00:00.000,2018,12,"December",4,49,2,8,6,342,"Saturday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-09 00:00:00.000,2018,12,"December",4,49,2,9,0,343,"Sunday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-07 00:00:00.000,2019,1,"January",1,2,2,7,1,7,"Monday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-08 00:00:00.000,2019,1,"January",1,2,2,8,2,8,"Tuesday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-09 00:00:00.000,2019,1,"January",1,2,2,9,3,9,"Wednesday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-10 00:00:00.000,2019,1,"January",1,2,2,10,4,10,"Thursday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-11 00:00:00.000,2019,1,"January",1,2,2,11,5,11,"Friday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-12 00:00:00.000,2019,1,"January",1,2,2,12,6,12,"Saturday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-01-13 00:00:00.000,2019,1,"January",1,2,2,13,0,13,"Sunday",2019,7,201901,3,"Jan  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-04 00:00:00.000,2019,2,"February",1,6,2,4,1,35,"Monday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-05 00:00:00.000,2019,2,"February",1,6,2,5,2,36,"Tuesday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-06 00:00:00.000,2019,2,"February",1,6,2,6,3,37,"Wednesday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-07 00:00:00.000,2019,2,"February",1,6,2,7,4,38,"Thursday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-08 00:00:00.000,2019,2,"February",1,6,2,8,5,39,"Friday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-09 00:00:00.000,2019,2,"February",1,6,2,9,6,40,"Saturday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-02-10 00:00:00.000,2019,2,"February",1,6,2,10,0,41,"Sunday",2019,8,201902,3,"Feb  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-04 00:00:00.000,2019,3,"March",1,10,2,4,1,63,"Monday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-05 00:00:00.000,2019,3,"March",1,10,2,5,2,64,"Tuesday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-06 00:00:00.000,2019,3,"March",1,10,2,6,3,65,"Wednesday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-07 00:00:00.000,2019,3,"March",1,10,2,7,4,66,"Thursday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-08 00:00:00.000,2019,3,"March",1,10,2,8,5,67,"Friday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-09 00:00:00.000,2019,3,"March",1,10,2,9,6,68,"Saturday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-03-10 00:00:00.000,2019,3,"March",1,10,2,10,0,69,"Sunday",2019,9,201903,3,"Mar  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-08 00:00:00.000,2019,4,"April",2,15,2,8,1,98,"Monday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-09 00:00:00.000,2019,4,"April",2,15,2,9,2,99,"Tuesday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-10 00:00:00.000,2019,4,"April",2,15,2,10,3,100,"Wednesday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-11 00:00:00.000,2019,4,"April",2,15,2,11,4,101,"Thursday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-12 00:00:00.000,2019,4,"April",2,15,2,12,5,102,"Friday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-13 00:00:00.000,2019,4,"April",2,15,2,13,6,103,"Saturday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-04-14 00:00:00.000,2019,4,"April",2,15,2,14,0,104,"Sunday",2019,10,201904,4,"Apr  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-06 00:00:00.000,2019,5,"May",2,19,2,6,1,126,"Monday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-07 00:00:00.000,2019,5,"May",2,19,2,7,2,127,"Tuesday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-08 00:00:00.000,2019,5,"May",2,19,2,8,3,128,"Wednesday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-09 00:00:00.000,2019,5,"May",2,19,2,9,4,129,"Thursday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-10 00:00:00.000,2019,5,"May",2,19,2,10,5,130,"Friday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-11 00:00:00.000,2019,5,"May",2,19,2,11,6,131,"Saturday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-05-12 00:00:00.000,2019,5,"May",2,19,2,12,0,132,"Sunday",2019,11,201905,4,"May  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-03 00:00:00.000,2019,6,"June",2,23,2,3,1,154,"Monday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-04 00:00:00.000,2019,6,"June",2,23,2,4,2,155,"Tuesday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-05 00:00:00.000,2019,6,"June",2,23,2,5,3,156,"Wednesday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-06 00:00:00.000,2019,6,"June",2,23,2,6,4,157,"Thursday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-07 00:00:00.000,2019,6,"June",2,23,2,7,5,158,"Friday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-08 00:00:00.000,2019,6,"June",2,23,2,8,6,159,"Saturday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-06-09 00:00:00.000,2019,6,"June",2,23,2,9,0,160,"Sunday",2019,12,201906,4,"Jun  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-08 00:00:00.000,2019,7,"July",3,28,2,8,1,189,"Monday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-09 00:00:00.000,2019,7,"July",3,28,2,9,2,190,"Tuesday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-10 00:00:00.000,2019,7,"July",3,28,2,10,3,191,"Wednesday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-11 00:00:00.000,2019,7,"July",3,28,2,11,4,192,"Thursday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-12 00:00:00.000,2019,7,"July",3,28,2,12,5,193,"Friday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-13 00:00:00.000,2019,7,"July",3,28,2,13,6,194,"Saturday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-07-14 00:00:00.000,2019,7,"July",3,28,2,14,0,195,"Sunday",2020,1,201907,1,"Jul  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-05 00:00:00.000,2019,8,"August",3,32,2,5,1,217,"Monday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-06 00:00:00.000,2019,8,"August",3,32,2,6,2,218,"Tuesday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-07 00:00:00.000,2019,8,"August",3,32,2,7,3,219,"Wednesday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-08 00:00:00.000,2019,8,"August",3,32,2,8,4,220,"Thursday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-09 00:00:00.000,2019,8,"August",3,32,2,9,5,221,"Friday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-10 00:00:00.000,2019,8,"August",3,32,2,10,6,222,"Saturday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-08-11 00:00:00.000,2019,8,"August",3,32,2,11,0,223,"Sunday",2020,2,201908,1,"Aug  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-02 00:00:00.000,2019,9,"September",3,36,2,2,1,245,"Monday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-03 00:00:00.000,2019,9,"September",3,36,2,3,2,246,"Tuesday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-04 00:00:00.000,2019,9,"September",3,36,2,4,3,247,"Wednesday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-05 00:00:00.000,2019,9,"September",3,36,2,5,4,248,"Thursday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-06 00:00:00.000,2019,9,"September",3,36,2,6,5,249,"Friday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-07 00:00:00.000,2019,9,"September",3,36,2,7,6,250,"Saturday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-09-08 00:00:00.000,2019,9,"September",3,36,2,8,0,251,"Sunday",2020,3,201909,1,"Sep  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-07 00:00:00.000,2019,10,"October",4,41,2,7,1,280,"Monday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-08 00:00:00.000,2019,10,"October",4,41,2,8,2,281,"Tuesday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-09 00:00:00.000,2019,10,"October",4,41,2,9,3,282,"Wednesday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-10 00:00:00.000,2019,10,"October",4,41,2,10,4,283,"Thursday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-11 00:00:00.000,2019,10,"October",4,41,2,11,5,284,"Friday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-12 00:00:00.000,2019,10,"October",4,41,2,12,6,285,"Saturday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-10-13 00:00:00.000,2019,10,"October",4,41,2,13,0,286,"Sunday",2020,4,201910,2,"Oct  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-04 00:00:00.000,2019,11,"November",4,45,2,4,1,308,"Monday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-05 00:00:00.000,2019,11,"November",4,45,2,5,2,309,"Tuesday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-06 00:00:00.000,2019,11,"November",4,45,2,6,3,310,"Wednesday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-07 00:00:00.000,2019,11,"November",4,45,2,7,4,311,"Thursday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-08 00:00:00.000,2019,11,"November",4,45,2,8,5,312,"Friday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-09 00:00:00.000,2019,11,"November",4,45,2,9,6,313,"Saturday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-11-10 00:00:00.000,2019,11,"November",4,45,2,10,0,314,"Sunday",2020,5,201911,2,"Nov  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-02 00:00:00.000,2019,12,"December",4,49,2,2,1,336,"Monday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-03 00:00:00.000,2019,12,"December",4,49,2,3,2,337,"Tuesday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-04 00:00:00.000,2019,12,"December",4,49,2,4,3,338,"Wednesday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-05 00:00:00.000,2019,12,"December",4,49,2,5,4,339,"Thursday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-06 00:00:00.000,2019,12,"December",4,49,2,6,5,340,"Friday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-07 00:00:00.000,2019,12,"December",4,49,2,7,6,341,"Saturday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2019-12-08 00:00:00.000,2019,12,"December",4,49,2,8,0,342,"Sunday",2020,6,201912,2,"Dec  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-06 00:00:00.000,2020,1,"January",1,2,2,6,1,6,"Monday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-07 00:00:00.000,2020,1,"January",1,2,2,7,2,7,"Tuesday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-08 00:00:00.000,2020,1,"January",1,2,2,8,3,8,"Wednesday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-09 00:00:00.000,2020,1,"January",1,2,2,9,4,9,"Thursday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-10 00:00:00.000,2020,1,"January",1,2,2,10,5,10,"Friday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-11 00:00:00.000,2020,1,"January",1,2,2,11,6,11,"Saturday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-01-12 00:00:00.000,2020,1,"January",1,2,2,12,0,12,"Sunday",2020,7,202001,3,"Jan  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-03 00:00:00.000,2020,2,"February",1,6,2,3,1,34,"Monday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-04 00:00:00.000,2020,2,"February",1,6,2,4,2,35,"Tuesday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-05 00:00:00.000,2020,2,"February",1,6,2,5,3,36,"Wednesday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-06 00:00:00.000,2020,2,"February",1,6,2,6,4,37,"Thursday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-07 00:00:00.000,2020,2,"February",1,6,2,7,5,38,"Friday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-08 00:00:00.000,2020,2,"February",1,6,2,8,6,39,"Saturday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-02-09 00:00:00.000,2020,2,"February",1,6,2,9,0,40,"Sunday",2020,8,202002,3,"Feb  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-03-02 00:00:00.000,2020,3,"March",1,10,2,2,1,62,"Monday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-03-03 00:00:00.000,2020,3,"March",1,10,2,3,2,63,"Tuesday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
