Category,RecommendationType,ImpactedField,ImpactedValue,ResourceType,ResourceId,RecommendationLastUpdated,RecommendationId,Source,RecommendationStatusId,RecommendationStatus,CostSavingCurrency,CostSavingPA,Impact,Solution,MonthlyCostSavingPA,ResourceName,ResourceGroupId,ResourceGroupName,SubscriptionId,SubscriptionName,CostGroupId,CostGroupName,RecommendationTypeId,SourceLink,AzureRecommendationId
"Cost","RGLocation","Location","australiaeast","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesa/providers/Microsoft.Storage/storageAccounts/rjadmin",2021-05-07 00:59:56.923,12,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"rjadmin","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesa","QueMesa","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesaBotArchive/providers/Microsoft.CognitiveServices/accounts/QueBot",2021-05-07 00:59:56.923,13,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"QueBot","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesaBotArchive","QueMesaBotArchive","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Storage/storageAccounts/stackresume",2021-05-07 00:59:56.923,14,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"stackresume","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Storage/storageAccounts/stackresumeadmin",2021-05-07 00:59:56.923,15,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"stackresumeadmin","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/serverFarms/StackResumeASP",2021-05-07 00:59:56.923,16,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"StackResumeASP","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/serverFarms/StackResumeFunctionsPlan",2021-05-07 00:59:56.923,17,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"StackResumeFunctionsPlan","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/sites/FunctionAppExtractTextFromBlob",2021-05-07 00:59:56.923,18,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"FunctionAppExtractTextFromBlob","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/sites/FunctionIndexNewDocument",2021-05-07 00:59:56.923,19,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"FunctionIndexNewDocument","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/sites/FunctionParseText",2021-05-07 00:59:56.923,20,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"FunctionParseText","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/sites/rjtestblob",2021-05-07 00:59:56.923,21,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"rjtestblob","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/sites/sr-web-api",2021-05-07 00:59:56.923,22,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"sr-web-api","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/Microsoft.Web/sites/sr-web-app",2021-05-07 00:59:56.923,23,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"sr-web-app","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/microsoft.insights/components/sr-web-api",2021-05-07 00:59:56.923,24,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"sr-web-api","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/microsoft.insights/components/sr-web-app",2021-05-07 00:59:56.923,25,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"sr-web-app","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","southcentralus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume/providers/microsoft.insights/components/stackresume-blob",2021-05-07 00:59:56.923,26,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"stackresume-blob","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","StackResume","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","eastus2","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/VS-QueMesa-Group/providers/microsoft.visualstudio/account/quemesa/project/QueMesa",2021-05-07 00:59:56.923,27,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"quemesa","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/VS-QueMesa-Group","VS-QueMesa-Group","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","eastus","Resource","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/quemesa/providers/microsoft.insights/components/quemesa.web.api",2021-05-07 00:59:56.923,28,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"quemesa.web.api","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesa","QueMesa","01639594-cf98-4011-b14a-905062f4aa23","RJ (QueMesa) - MSDN",,"",7,"",""
"Cost","RGLocation","Location","australiacentral","Resource","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/Microsoft.Storage/storageAccounts/costbot0python0admin",2021-05-07 00:59:56.923,29,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"costbot0python0admin","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CloudMonitor - DEV - MSDN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/microsoft.insights/components/func-tmp-004",2021-05-07 00:59:56.923,30,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"func-tmp-004","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CloudMonitor - DEV - MSDN",,"",7,"",""
"Cost","RGLocation","Location","australiacentral2","Resource","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/microsoft.insights/components/python-crawler-test",2021-05-07 00:59:56.923,31,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"python-crawler-test","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CloudMonitor - DEV - MSDN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/microsoft.insights/components/tmp-func",2021-05-07 00:59:56.923,32,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"tmp-func","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CloudMonitor - DEV - MSDN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/microsoft.insights/components/tmp-func-002",2021-05-07 00:59:56.923,33,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"tmp-func-002","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CloudMonitor - DEV - MSDN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/microsoft.insights/components/tmp-func-003",2021-05-07 00:59:56.923,34,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"tmp-func-003","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CloudMonitor - DEV - MSDN",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/461eb62b-c31f-4350-aea1-36b9e4532fb1/resourceGroups/ks-Odie-dev/providers/Microsoft.CognitiveServices/accounts/ks-luis-001",2021-05-07 00:59:56.923,35,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"ks-luis-001","/subscriptions/461eb62b-c31f-4350-aea1-36b9e4532fb1/resourceGroups/ks-Odie-dev","ks-Odie-dev","461eb62b-c31f-4350-aea1-36b9e4532fb1","WK - MSDN",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/461eb62b-c31f-4350-aea1-36b9e4532fb1/resourceGroups/ks-Odie-dev/providers/Microsoft.CognitiveServices/accounts/ks-luis-001-Authoring",2021-05-07 00:59:56.923,36,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"ks-luis-001-Authoring","/subscriptions/461eb62b-c31f-4350-aea1-36b9e4532fb1/resourceGroups/ks-Odie-dev","ks-Odie-dev","461eb62b-c31f-4350-aea1-36b9e4532fb1","WK - MSDN",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001/providers/Microsoft.CognitiveServices/accounts/Odi-PRD-QNA-001",2021-05-07 00:59:56.923,37,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"Odi-PRD-QNA-001","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001","Odie-PRD-BOT-001","4c6c2b0c-c619-480e-a3f9-4eec72aed9dc","Prod - Gold Credits",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001/providers/Microsoft.Search/searchServices/odiprdqna001-as66bcmn3o47n74",2021-05-07 00:59:56.923,38,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"odiprdqna001-as66bcmn3o47n74","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001","Odie-PRD-BOT-001","4c6c2b0c-c619-480e-a3f9-4eec72aed9dc","Prod - Gold Credits",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001/providers/Microsoft.Web/serverFarms/Odi-PRD-QNA-001",2021-05-07 00:59:56.923,39,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"Odi-PRD-QNA-001","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001","Odie-PRD-BOT-001","4c6c2b0c-c619-480e-a3f9-4eec72aed9dc","Prod - Gold Credits",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001/providers/Microsoft.Web/sites/Odi-PRD-QNA-001",2021-05-07 00:59:56.923,40,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"Odi-PRD-QNA-001","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001","Odie-PRD-BOT-001","4c6c2b0c-c619-480e-a3f9-4eec72aed9dc","Prod - Gold Credits",,"",7,"",""
"Cost","RGLocation","Location","westus","Resource","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001/providers/microsoft.insights/components/Odi-PRD-QNA-001-ai",2021-05-07 00:59:56.923,41,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"Odi-PRD-QNA-001-ai","/subscriptions/4c6c2b0c-c619-480e-a3f9-4eec72aed9dc/resourceGroups/Odie-PRD-BOT-001","Odie-PRD-BOT-001","4c6c2b0c-c619-480e-a3f9-4eec72aed9dc","Prod - Gold Credits",,"",7,"",""
"Cost","RGLocation","Location","eastus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.KeyVault/vaults/AccountCredentialsSM",2021-05-07 00:59:56.923,42,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"AccountCredentialsSM","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.Storage/storageAccounts/storageaccounttechn95c0",2021-05-07 00:59:56.923,43,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"storageaccounttechn95c0","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.Storage/storageAccounts/storageaccounttechnad57",2021-05-07 00:59:56.923,44,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"storageaccounttechnad57","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.Web/serverFarms/ASP-TechnicalTestSM-8071",2021-05-07 00:59:56.923,45,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"ASP-TechnicalTestSM-8071","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.Web/serverFarms/ASP-TechnicalTestSM-981d",2021-05-07 00:59:56.923,46,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"ASP-TechnicalTestSM-981d","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.Web/sites/HTTPLoadTest",2021-05-07 00:59:56.923,47,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"HTTPLoadTest","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/Microsoft.Web/sites/SqlDataWarehouseMonitor",2021-05-07 00:59:56.923,48,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"SqlDataWarehouseMonitor","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","centralus","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/microsoft.insights/components/HTTPLoadTest",2021-05-07 00:59:56.923,49,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"HTTPLoadTest","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
"Cost","RGLocation","Location","westus2","Resource","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM/providers/microsoft.insights/components/MonitoringInsigts",2021-05-07 00:59:56.923,50,"CloudMonitor",1,"Active","AUD",0,"Medium","This Resource is not in same location as the Resource Group",0,"MonitoringInsigts","/subscriptions/734d4013-00e7-4561-8e04-2121d8d5a702/resourceGroups/TechnicalTest-SM","TechnicalTest-SM","734d4013-00e7-4561-8e04-2121d8d5a702","DEV - 001 - MPN",,"",7,"",""
