Order ID,variable,value
406,Add-On Beverage Item [Arabic Cold Brew],
409,Add-On Beverage Item [Arabic Cold Brew],
410,Add-On Beverage Item [Arabic Cold Brew],
412,Add-On Beverage Item [Arabic Cold Brew],
425,Add-On Beverage Item [Arabic Cold Brew],
426,Add-On Beverage Item [Arabic Cold Brew],
427,Add-On Beverage Item [Arabic Cold Brew],
428,Add-On Beverage Item [Arabic Cold Brew],
429,Add-On Beverage Item [Arabic Cold Brew],
430,Add-On Beverage Item [Arabic Cold Brew],
431,Add-On Beverage Item [Arabic Cold Brew],
433,Add-On Beverage Item [Arabic Cold Brew],
434,Add-On Beverage Item [Arabic Cold Brew],
435,Add-On Beverage Item [Arabic Cold Brew],
436,Add-On Beverage Item [Arabic Cold Brew],
438,Add-On Beverage Item [Arabic Cold Brew],
439,Add-On Beverage Item [Arabic Cold Brew],
44,Add-On Beverage Item [Arabic Cold Brew],
440,Add-On Beverage Item [Arabic Cold Brew],
441,Add-On Beverage Item [Arabic Cold Brew],
442,Add-On Beverage Item [Arabic Cold Brew],
446,Add-On Beverage Item [Arabic Cold Brew],
45,Add-On Beverage Item [Arabic Cold Brew],
453,Add-On Beverage Item [Arabic Cold Brew],
456,Add-On Beverage Item [Arabic Cold Brew],
457,Add-On Beverage Item [Arabic Cold Brew],
461,Add-On Beverage Item [Arabic Cold Brew],
463,Add-On Beverage Item [Arabic Cold Brew],
465,Add-On Beverage Item [Arabic Cold Brew],
468,Add-On Beverage Item [Arabic Cold Brew],
477,Add-On Beverage Item [Arabic Cold Brew],
478,Add-On Beverage Item [Arabic Cold Brew],
481,Add-On Beverage Item [Arabic Cold Brew],
484,Add-On Beverage Item [Arabic Cold Brew],
491,Add-On Beverage Item [Arabic Cold Brew],
494,Add-On Beverage Item [Arabic Cold Brew],
496,Add-On Beverage Item [Arabic Cold Brew],
498,Add-On Beverage Item [Arabic Cold Brew],
5,Add-On Beverage Item [Arabic Cold Brew],
500,Add-On Beverage Item [Arabic Cold Brew],
502,Add-On Beverage Item [Arabic Cold Brew],
503,Add-On Beverage Item [Arabic Cold Brew],
504,Add-On Beverage Item [Arabic Cold Brew],
507,Add-On Beverage Item [Arabic Cold Brew],
509,Add-On Beverage Item [Arabic Cold Brew],
514,Add-On Beverage Item [Arabic Cold Brew],
515,Add-On Beverage Item [Arabic Cold Brew],
516,Add-On Beverage Item [Arabic Cold Brew],
520,Add-On Beverage Item [Arabic Cold Brew],
521,Add-On Beverage Item [Arabic Cold Brew],
522,Add-On Beverage Item [Arabic Cold Brew],
525,Add-On Beverage Item [Arabic Cold Brew],
532,Add-On Beverage Item [Arabic Cold Brew],
54,Add-On Beverage Item [Arabic Cold Brew],
541,Add-On Beverage Item [Arabic Cold Brew],
542,Add-On Beverage Item [Arabic Cold Brew],
543,Add-On Beverage Item [Arabic Cold Brew],
546,Add-On Beverage Item [Arabic Cold Brew],
547,Add-On Beverage Item [Arabic Cold Brew],
548,Add-On Beverage Item [Arabic Cold Brew],
551,Add-On Beverage Item [Arabic Cold Brew],
554,Add-On Beverage Item [Arabic Cold Brew],
558,Add-On Beverage Item [Arabic Cold Brew],2.0
562,Add-On Beverage Item [Arabic Cold Brew],
563,Add-On Beverage Item [Arabic Cold Brew],
57,Add-On Beverage Item [Arabic Cold Brew],
574,Add-On Beverage Item [Arabic Cold Brew],
575,Add-On Beverage Item [Arabic Cold Brew],
576,Add-On Beverage Item [Arabic Cold Brew],
577,Add-On Beverage Item [Arabic Cold Brew],
58,Add-On Beverage Item [Arabic Cold Brew],
582,Add-On Beverage Item [Arabic Cold Brew],
583,Add-On Beverage Item [Arabic Cold Brew],
584,Add-On Beverage Item [Arabic Cold Brew],
585,Add-On Beverage Item [Arabic Cold Brew],
586,Add-On Beverage Item [Arabic Cold Brew],
588,Add-On Beverage Item [Arabic Cold Brew],
589,Add-On Beverage Item [Arabic Cold Brew],
590,Add-On Beverage Item [Arabic Cold Brew],
592,Add-On Beverage Item [Arabic Cold Brew],
594,Add-On Beverage Item [Arabic Cold Brew],
595,Add-On Beverage Item [Arabic Cold Brew],
597,Add-On Beverage Item [Arabic Cold Brew],
598,Add-On Beverage Item [Arabic Cold Brew],
6,Add-On Beverage Item [Arabic Cold Brew],
60,Add-On Beverage Item [Arabic Cold Brew],
601,Add-On Beverage Item [Arabic Cold Brew],
602,Add-On Beverage Item [Arabic Cold Brew],
603,Add-On Beverage Item [Arabic Cold Brew],
613,Add-On Beverage Item [Arabic Cold Brew],
617,Add-On Beverage Item [Arabic Cold Brew],
618,Add-On Beverage Item [Arabic Cold Brew],
62,Add-On Beverage Item [Arabic Cold Brew],
622,Add-On Beverage Item [Arabic Cold Brew],
628,Add-On Beverage Item [Arabic Cold Brew],
629,Add-On Beverage Item [Arabic Cold Brew],
630,Add-On Beverage Item [Arabic Cold Brew],
631,Add-On Beverage Item [Arabic Cold Brew],
632,Add-On Beverage Item [Arabic Cold Brew],
635,Add-On Beverage Item [Arabic Cold Brew],
637,Add-On Beverage Item [Arabic Cold Brew],
638,Add-On Beverage Item [Arabic Cold Brew],
639,Add-On Beverage Item [Arabic Cold Brew],
642,Add-On Beverage Item [Arabic Cold Brew],
644,Add-On Beverage Item [Arabic Cold Brew],
653,Add-On Beverage Item [Arabic Cold Brew],
654,Add-On Beverage Item [Arabic Cold Brew],
659,Add-On Beverage Item [Arabic Cold Brew],
665,Add-On Beverage Item [Arabic Cold Brew],
667,Add-On Beverage Item [Arabic Cold Brew],
668,Add-On Beverage Item [Arabic Cold Brew],
670,Add-On Beverage Item [Arabic Cold Brew],
671,Add-On Beverage Item [Arabic Cold Brew],
673,Add-On Beverage Item [Arabic Cold Brew],
675,Add-On Beverage Item [Arabic Cold Brew],
678,Add-On Beverage Item [Arabic Cold Brew],
679,Add-On Beverage Item [Arabic Cold Brew],
681,Add-On Beverage Item [Arabic Cold Brew],
682,Add-On Beverage Item [Arabic Cold Brew],
683,Add-On Beverage Item [Arabic Cold Brew],
684,Add-On Beverage Item [Arabic Cold Brew],
686,Add-On Beverage Item [Arabic Cold Brew],
687,Add-On Beverage Item [Arabic Cold Brew],
689,Add-On Beverage Item [Arabic Cold Brew],
69,Add-On Beverage Item [Arabic Cold Brew],
693,Add-On Beverage Item [Arabic Cold Brew],
694,Add-On Beverage Item [Arabic Cold Brew],
695,Add-On Beverage Item [Arabic Cold Brew],
698,Add-On Beverage Item [Arabic Cold Brew],
699,Add-On Beverage Item [Arabic Cold Brew],
7,Add-On Beverage Item [Arabic Cold Brew],
70,Add-On Beverage Item [Arabic Cold Brew],
703,Add-On Beverage Item [Arabic Cold Brew],
708,Add-On Beverage Item [Arabic Cold Brew],
71,Add-On Beverage Item [Arabic Cold Brew],
711,Add-On Beverage Item [Arabic Cold Brew],
713,Add-On Beverage Item [Arabic Cold Brew],
715,Add-On Beverage Item [Arabic Cold Brew],
72,Add-On Beverage Item [Arabic Cold Brew],
723,Add-On Beverage Item [Arabic Cold Brew],
724,Add-On Beverage Item [Arabic Cold Brew],
730,Add-On Beverage Item [Arabic Cold Brew],
731,Add-On Beverage Item [Arabic Cold Brew],
733,Add-On Beverage Item [Arabic Cold Brew],
738,Add-On Beverage Item [Arabic Cold Brew],
740,Add-On Beverage Item [Arabic Cold Brew],
741,Add-On Beverage Item [Arabic Cold Brew],
742,Add-On Beverage Item [Arabic Cold Brew],
743,Add-On Beverage Item [Arabic Cold Brew],
750,Add-On Beverage Item [Arabic Cold Brew],
751,Add-On Beverage Item [Arabic Cold Brew],
758,Add-On Beverage Item [Arabic Cold Brew],
759,Add-On Beverage Item [Arabic Cold Brew],
76,Add-On Beverage Item [Arabic Cold Brew],
760,Add-On Beverage Item [Arabic Cold Brew],
761,Add-On Beverage Item [Arabic Cold Brew],
762,Add-On Beverage Item [Arabic Cold Brew],
766,Add-On Beverage Item [Arabic Cold Brew],
767,Add-On Beverage Item [Arabic Cold Brew],
768,Add-On Beverage Item [Arabic Cold Brew],
769,Add-On Beverage Item [Arabic Cold Brew],
77,Add-On Beverage Item [Arabic Cold Brew],
770,Add-On Beverage Item [Arabic Cold Brew],
771,Add-On Beverage Item [Arabic Cold Brew],
773,Add-On Beverage Item [Arabic Cold Brew],
774,Add-On Beverage Item [Arabic Cold Brew],
776,Add-On Beverage Item [Arabic Cold Brew],
783,Add-On Beverage Item [Arabic Cold Brew],2.0
784,Add-On Beverage Item [Arabic Cold Brew],
789,Add-On Beverage Item [Arabic Cold Brew],
790,Add-On Beverage Item [Arabic Cold Brew],
791,Add-On Beverage Item [Arabic Cold Brew],
797,Add-On Beverage Item [Arabic Cold Brew],
798,Add-On Beverage Item [Arabic Cold Brew],
799,Add-On Beverage Item [Arabic Cold Brew],
80,Add-On Beverage Item [Arabic Cold Brew],2.0
800,Add-On Beverage Item [Arabic Cold Brew],
804,Add-On Beverage Item [Arabic Cold Brew],
805,Add-On Beverage Item [Arabic Cold Brew],
809,Add-On Beverage Item [Arabic Cold Brew],
813,Add-On Beverage Item [Arabic Cold Brew],
814,Add-On Beverage Item [Arabic Cold Brew],
819,Add-On Beverage Item [Arabic Cold Brew],
823,Add-On Beverage Item [Arabic Cold Brew],
826,Add-On Beverage Item [Arabic Cold Brew],
827,Add-On Beverage Item [Arabic Cold Brew],
828,Add-On Beverage Item [Arabic Cold Brew],
829,Add-On Beverage Item [Arabic Cold Brew],
83,Add-On Beverage Item [Arabic Cold Brew],
830,Add-On Beverage Item [Arabic Cold Brew],
836,Add-On Beverage Item [Arabic Cold Brew],
839,Add-On Beverage Item [Arabic Cold Brew],
840,Add-On Beverage Item [Arabic Cold Brew],
847,Add-On Beverage Item [Arabic Cold Brew],
849,Add-On Beverage Item [Arabic Cold Brew],
852,Add-On Beverage Item [Arabic Cold Brew],
855,Add-On Beverage Item [Arabic Cold Brew],
857,Add-On Beverage Item [Arabic Cold Brew],
86,Add-On Beverage Item [Arabic Cold Brew],
861,Add-On Beverage Item [Arabic Cold Brew],
863,Add-On Beverage Item [Arabic Cold Brew],
864,Add-On Beverage Item [Arabic Cold Brew],
865,Add-On Beverage Item [Arabic Cold Brew],
87,Add-On Beverage Item [Arabic Cold Brew],
870,Add-On Beverage Item [Arabic Cold Brew],
871,Add-On Beverage Item [Arabic Cold Brew],
872,Add-On Beverage Item [Arabic Cold Brew],
873,Add-On Beverage Item [Arabic Cold Brew],
874,Add-On Beverage Item [Arabic Cold Brew],
881,Add-On Beverage Item [Arabic Cold Brew],
882,Add-On Beverage Item [Arabic Cold Brew],
885,Add-On Beverage Item [Arabic Cold Brew],
887,Add-On Beverage Item [Arabic Cold Brew],
892,Add-On Beverage Item [Arabic Cold Brew],
895,Add-On Beverage Item [Arabic Cold Brew],
896,Add-On Beverage Item [Arabic Cold Brew],
903,Add-On Beverage Item [Arabic Cold Brew],
904,Add-On Beverage Item [Arabic Cold Brew],
905,Add-On Beverage Item [Arabic Cold Brew],
906,Add-On Beverage Item [Arabic Cold Brew],
911,Add-On Beverage Item [Arabic Cold Brew],
917,Add-On Beverage Item [Arabic Cold Brew],
918,Add-On Beverage Item [Arabic Cold Brew],
919,Add-On Beverage Item [Arabic Cold Brew],
92,Add-On Beverage Item [Arabic Cold Brew],
922,Add-On Beverage Item [Arabic Cold Brew],
923,Add-On Beverage Item [Arabic Cold Brew],
924,Add-On Beverage Item [Arabic Cold Brew],
925,Add-On Beverage Item [Arabic Cold Brew],
926,Add-On Beverage Item [Arabic Cold Brew],
927,Add-On Beverage Item [Arabic Cold Brew],
935,Add-On Beverage Item [Arabic Cold Brew],
936,Add-On Beverage Item [Arabic Cold Brew],
937,Add-On Beverage Item [Arabic Cold Brew],
941,Add-On Beverage Item [Arabic Cold Brew],
950,Add-On Beverage Item [Arabic Cold Brew],
951,Add-On Beverage Item [Arabic Cold Brew],
953,Add-On Beverage Item [Arabic Cold Brew],
957,Add-On Beverage Item [Arabic Cold Brew],
959,Add-On Beverage Item [Arabic Cold Brew],
96,Add-On Beverage Item [Arabic Cold Brew],
960,Add-On Beverage Item [Arabic Cold Brew],
965,Add-On Beverage Item [Arabic Cold Brew],
968,Add-On Beverage Item [Arabic Cold Brew],
969,Add-On Beverage Item [Arabic Cold Brew],
970,Add-On Beverage Item [Arabic Cold Brew],
972,Add-On Beverage Item [Arabic Cold Brew],
976,Add-On Beverage Item [Arabic Cold Brew],
977,Add-On Beverage Item [Arabic Cold Brew],
978,Add-On Beverage Item [Arabic Cold Brew],
979,Add-On Beverage Item [Arabic Cold Brew],
982,Add-On Beverage Item [Arabic Cold Brew],
984,Add-On Beverage Item [Arabic Cold Brew],
985,Add-On Beverage Item [Arabic Cold Brew],
987,Add-On Beverage Item [Arabic Cold Brew],
988,Add-On Beverage Item [Arabic Cold Brew],
989,Add-On Beverage Item [Arabic Cold Brew],
99,Add-On Beverage Item [Arabic Cold Brew],
991,Add-On Beverage Item [Arabic Cold Brew],
992,Add-On Beverage Item [Arabic Cold Brew],
993,Add-On Beverage Item [Arabic Cold Brew],
994,Add-On Beverage Item [Arabic Cold Brew],
995,Add-On Beverage Item [Arabic Cold Brew],
996,Add-On Beverage Item [Arabic Cold Brew],
999,Add-On Beverage Item [Arabic Cold Brew],
1,Add-On Beverage Item [Kombucha Beetroot],2.0
10,Add-On Beverage Item [Kombucha Beetroot],
1000,Add-On Beverage Item [Kombucha Beetroot],
1001,Add-On Beverage Item [Kombucha Beetroot],
1008,Add-On Beverage Item [Kombucha Beetroot],
1009,Add-On Beverage Item [Kombucha Beetroot],
1012,Add-On Beverage Item [Kombucha Beetroot],
1017,Add-On Beverage Item [Kombucha Beetroot],
1022,Add-On Beverage Item [Kombucha Beetroot],
1023,Add-On Beverage Item [Kombucha Beetroot],
1026,Add-On Beverage Item [Kombucha Beetroot],
1028,Add-On Beverage Item [Kombucha Beetroot],
1031,Add-On Beverage Item [Kombucha Beetroot],
1032,Add-On Beverage Item [Kombucha Beetroot],
1036,Add-On Beverage Item [Kombucha Beetroot],
1037,Add-On Beverage Item [Kombucha Beetroot],1.0
1038,Add-On Beverage Item [Kombucha Beetroot],
1039,Add-On Beverage Item [Kombucha Beetroot],1.0
1042,Add-On Beverage Item [Kombucha Beetroot],
1049,Add-On Beverage Item [Kombucha Beetroot],
1051,Add-On Beverage Item [Kombucha Beetroot],
1059,Add-On Beverage Item [Kombucha Beetroot],
1063,Add-On Beverage Item [Kombucha Beetroot],
1065,Add-On Beverage Item [Kombucha Beetroot],
1068,Add-On Beverage Item [Kombucha Beetroot],
1069,Add-On Beverage Item [Kombucha Beetroot],1.0
1073,Add-On Beverage Item [Kombucha Beetroot],
1075,Add-On Beverage Item [Kombucha Beetroot],
1080,Add-On Beverage Item [Kombucha Beetroot],1.0
1082,Add-On Beverage Item [Kombucha Beetroot],
1083,Add-On Beverage Item [Kombucha Beetroot],
1084,Add-On Beverage Item [Kombucha Beetroot],
1085,Add-On Beverage Item [Kombucha Beetroot],
11,Add-On Beverage Item [Kombucha Beetroot],
110,Add-On Beverage Item [Kombucha Beetroot],
111,Add-On Beverage Item [Kombucha Beetroot],
112,Add-On Beverage Item [Kombucha Beetroot],
113,Add-On Beverage Item [Kombucha Beetroot],
114,Add-On Beverage Item [Kombucha Beetroot],
115,Add-On Beverage Item [Kombucha Beetroot],
116,Add-On Beverage Item [Kombucha Beetroot],
117,Add-On Beverage Item [Kombucha Beetroot],
12,Add-On Beverage Item [Kombucha Beetroot],
123,Add-On Beverage Item [Kombucha Beetroot],1.0
126,Add-On Beverage Item [Kombucha Beetroot],
13,Add-On Beverage Item [Kombucha Beetroot],
136,Add-On Beverage Item [Kombucha Beetroot],
14,Add-On Beverage Item [Kombucha Beetroot],
144,Add-On Beverage Item [Kombucha Beetroot],
145,Add-On Beverage Item [Kombucha Beetroot],
146,Add-On Beverage Item [Kombucha Beetroot],
147,Add-On Beverage Item [Kombucha Beetroot],
148,Add-On Beverage Item [Kombucha Beetroot],
150,Add-On Beverage Item [Kombucha Beetroot],
151,Add-On Beverage Item [Kombucha Beetroot],
152,Add-On Beverage Item [Kombucha Beetroot],
153,Add-On Beverage Item [Kombucha Beetroot],
154,Add-On Beverage Item [Kombucha Beetroot],
156,Add-On Beverage Item [Kombucha Beetroot],
161,Add-On Beverage Item [Kombucha Beetroot],
165,Add-On Beverage Item [Kombucha Beetroot],
169,Add-On Beverage Item [Kombucha Beetroot],
17,Add-On Beverage Item [Kombucha Beetroot],1.0
171,Add-On Beverage Item [Kombucha Beetroot],
173,Add-On Beverage Item [Kombucha Beetroot],
177,Add-On Beverage Item [Kombucha Beetroot],
178,Add-On Beverage Item [Kombucha Beetroot],
179,Add-On Beverage Item [Kombucha Beetroot],
180,Add-On Beverage Item [Kombucha Beetroot],
185,Add-On Beverage Item [Kombucha Beetroot],
192,Add-On Beverage Item [Kombucha Beetroot],
195,Add-On Beverage Item [Kombucha Beetroot],
197,Add-On Beverage Item [Kombucha Beetroot],
198,Add-On Beverage Item [Kombucha Beetroot],
2,Add-On Beverage Item [Kombucha Beetroot],5.0
20,Add-On Beverage Item [Kombucha Beetroot],
202,Add-On Beverage Item [Kombucha Beetroot],
203,Add-On Beverage Item [Kombucha Beetroot],
204,Add-On Beverage Item [Kombucha Beetroot],
206,Add-On Beverage Item [Kombucha Beetroot],
214,Add-On Beverage Item [Kombucha Beetroot],
215,Add-On Beverage Item [Kombucha Beetroot],
217,Add-On Beverage Item [Kombucha Beetroot],
218,Add-On Beverage Item [Kombucha Beetroot],
219,Add-On Beverage Item [Kombucha Beetroot],
22,Add-On Beverage Item [Kombucha Beetroot],
226,Add-On Beverage Item [Kombucha Beetroot],
23,Add-On Beverage Item [Kombucha Beetroot],
230,Add-On Beverage Item [Kombucha Beetroot],
231,Add-On Beverage Item [Kombucha Beetroot],
237,Add-On Beverage Item [Kombucha Beetroot],
239,Add-On Beverage Item [Kombucha Beetroot],
24,Add-On Beverage Item [Kombucha Beetroot],
240,Add-On Beverage Item [Kombucha Beetroot],
241,Add-On Beverage Item [Kombucha Beetroot],
243,Add-On Beverage Item [Kombucha Beetroot],
244,Add-On Beverage Item [Kombucha Beetroot],
245,Add-On Beverage Item [Kombucha Beetroot],
246,Add-On Beverage Item [Kombucha Beetroot],
249,Add-On Beverage Item [Kombucha Beetroot],
252,Add-On Beverage Item [Kombucha Beetroot],
254,Add-On Beverage Item [Kombucha Beetroot],
255,Add-On Beverage Item [Kombucha Beetroot],
256,Add-On Beverage Item [Kombucha Beetroot],
