screen_name,description,followers_count,user_id,name,profile_image_url,statuses_count,profile_url,location
"PowerBIElf1","Power BI Professional
Microsoft Azure Armature
SQL Novice 
and Excel Enthusiast",46,"1296853977053659136","Power BI Elf","http://pbs.twimg.com/profile_images/1296878006590492672/-ff0aTFx_normal.jpg",15,"https://twitter.com/PowerBIElf1",""
"risual","3* Best Companies 2020, Microsoft Azure Expert MSP, Microsoft Gold Partner & Experts in Digital Transformation. Providing Consultancy, Skills & Managed Services",1808,"82709115","risual","http://pbs.twimg.com/profile_images/1345769784017874953/_80mNXvW_normal.jpg",11245,"https://twitter.com/risual",""
"nextstepSpain","¿Quieres alcanzar un mayor rendimiento? Te ayudamos con las mejores soluciones de Inteligencia de Negocio y Big data. Somos partner oficial de Microsoft",194,"2155190474","Next-Step","http://pbs.twimg.com/profile_images/1087729933693190144/f_YCwc5x_normal.jpg",1632,"https://twitter.com/nextstepSpain",""
"PowerShopERP","Solución líder en #Software de Gestión Omnicanal y últimas tecnologías para el sector #retail 🚀 Cloud, Análisis Predictivo, @MSPowerBI, Marketplace, eCommerce",27,"1314619965694246912","PowerShop","http://pbs.twimg.com/profile_images/1314620410957377537/aOdSacwj_normal.jpg",68,"https://twitter.com/PowerShopERP",""
"kayenightingale","Storyteller . Data Storyteller . Curious Thinker . PhD Researcher 

Friend of @K9Finn #FabulousFinn #FinnsLaw #FinnsLawPart2",1834,"105444584","Kaye Nightingale 😎","http://pbs.twimg.com/profile_images/1293485091432345600/l8IxVI26_normal.jpg",22555,"https://twitter.com/kayenightingale",""
"a_vladisl","IT engineer/ #Powershell, #Microsoft Technology,#PowerBI,#SystemCenter,#Azure enthusiast",42,"592135752","Al_vl","http://pbs.twimg.com/profile_images/1308462296616833024/F5bma2zS_normal.jpg",1106,"https://twitter.com/a_vladisl",""
"Bhavesh36177575","BI and Data Analytics",6,"1071212891016069120","Alpha Analytics","http://pbs.twimg.com/profile_images/1284253876036620289/V8ivzhEm_normal.jpg",39,"https://twitter.com/Bhavesh36177575",""
"RayDoesData","I have opinions on things and I use this website to share them while abiding to the maximum character rules.
Sometimes I post charts too.  #dataviz #tableau",1110,"37491208","RusticoIsCategoricallyBetterThanJacks","http://pbs.twimg.com/profile_images/1304616056074448900/DVvffeKb_normal.jpg",14918,"https://twitter.com/RayDoesData",""
"edwardsdna","#MSDyn365 #PowerPlatform #OpinionsAreMine. Enjoy time w #family #friends #pups #golf #outdoors Passionate about #community #inclusion #sustainability  🏞️",5115,"18049540","Donna Edwards","http://pbs.twimg.com/profile_images/1110911044862574592/4qQbBS_e_normal.png",65378,"https://twitter.com/edwardsdna",""
"hmortada","Egyptian, Muslim, Extremely Liberal, Single, geek. https://t.co/F46C5xK5Je",586,"223094749","Hisham Mortada","http://pbs.twimg.com/profile_images/816979112304709633/5jfl1Hnb_normal.jpg",23095,"https://twitter.com/hmortada",""
"juanbizzz","Ex-MVP Data Platform, SQL Server, Power BI, SSRS, SSAS, Azure, Project , Dynamics 365 Operations, AX BI & tuning , adf, SAP ASE & RS, Houston ASTROS FAN!",1210,"55738501","Juan Alvarado","http://pbs.twimg.com/profile_images/1116729554968752129/knE4oq3v_normal.jpg",6317,"https://twitter.com/juanbizzz",""
"avatorl","Power BI developer and consultant. Data explorer and explainer.
I also investigate #putinjugend https://t.co/N0TCHRNrbH",3847,"61420554","Andrzej Leszkiewicz","http://pbs.twimg.com/profile_images/1315654745709776898/jxul_3ok_normal.jpg",3990,"https://twitter.com/avatorl",""
"romeoldo","Think outside of the box",70,"327546744","Romeoldo","http://pbs.twimg.com/profile_images/1056748731855454208/AQS3eE5Y_normal.jpg",475,"https://twitter.com/romeoldo",""
"PowerBIWeekly","Your free weekly newsletter, all about @MSPowerBI. Subscribe at https://t.co/3ciPjWFqkS. Published every Tuesday. Powered by @endjin",3682,"1103272256480952324","Power BI Weekly","http://pbs.twimg.com/profile_images/1129434845736775680/_eW8WFOC_normal.png",4491,"https://twitter.com/PowerBIWeekly",""
"dcuthbert","Documentary photographer, Old creaky hacker. Co-author of the @OWASP ASVS standard. Blackhat/Brucon Review Board. Don't speak for anyone but myself.",19391,"14461330","Daniel Cuthbert","http://pbs.twimg.com/profile_images/1360914543132688387/Mzt6Aklh_normal.jpg",4069,"https://twitter.com/dcuthbert",""
"Mirrortears","Microsoft Data Platform #MVP, Power BI Enthusiast; Logo creator/ organizer for #PowerBIDays germany and #PowerBreak; BI Consultant and Power BI Trainer @drjveG;",751,"73353252","Kathrin Borchert","http://pbs.twimg.com/profile_images/1218460131970682880/UMx1zKc3_normal.jpg",2648,"https://twitter.com/Mirrortears",""
"DataMozart","I'm making music from the data! #PowerBI and #SQLServer addict, MCT, #Pluralsight Author, blogger, speaker...Father of 2, Barca & Leo Messi fan...",771,"1265217380118118400","Nikola Ilic","http://pbs.twimg.com/profile_images/1265237714758230023/nSVeoY9H_normal.jpg",1501,"https://twitter.com/DataMozart",""
"PowerBIElite","Founder of BI Elite, YouTuber (https://t.co/BC8HZxmOki), Microsoft MVP, Powerlifter, #1 Power BI Evangelist",1899,"960479020562268161","Parker Stevens","http://pbs.twimg.com/profile_images/960719742012080128/3dnGlSMH_normal.jpg",536,"https://twitter.com/PowerBIElite",""
"cambsppug","We host quarterly events in #Cambridge to connect the #powerplatform community. Presenting many speakers who share best practices on #office365. #Cambsppug",176,"1168831589427683329","Cambridge Power Platform User Group","http://pbs.twimg.com/profile_images/1194985619245748224/XwbHFmzq_normal.jpg",796,"https://twitter.com/cambsppug",""
"DataTechSpace","Free online community for individuals into Data Science & Analytics. Join us to make your data journey simpler and connect with your peers!
#DataCommunity",163,"1342169894624882688","DataTech Space","http://pbs.twimg.com/profile_images/1356034873635594244/8GSHpAXi_normal.jpg",119,"https://twitter.com/DataTechSpace",""
"buildbod","ex-Civil Engineer now IT Enabler, Designer, Technology Cajoler and Microsoft MVP.            Views are my own.",962,"484275169","Simon Denton","http://pbs.twimg.com/profile_images/783790108101210112/w7QwXFDZ_normal.jpg",4485,"https://twitter.com/buildbod",""
"AmenFigah","Act without Expectation and remember: ""where your focus goes, your energy flows.""",0,"1285324758440083456","Amen Figah","http://pbs.twimg.com/profile_images/1285325926650327046/F-anx8E9_normal.jpg",62,"https://twitter.com/AmenFigah",""
"GxTweetPitcher","Twitter Client for Schedulling Twitts made with CASE GeneXus for Smart Phones and Tablets #Android #iPad #iPhone #Blackberry",280,"352007113","Tweets Pitcher w/Gx","http://pbs.twimg.com/profile_images/1517984454/Bird03Bola03_normal.png",5730,"https://twitter.com/GxTweetPitcher",""
"FbEds","“L'ennui est une maladie dont le travail est le remède, le plaisir n'est qu'un palliatif” D. de Lévis

L’ennui est entré dans le monde par la paresse. J.L.Bruyè",575,"3827729234","Eds Fb 🇸🇳","http://pbs.twimg.com/profile_images/1326845399500541952/aUimRwbY_normal.jpg",14411,"https://twitter.com/FbEds",""
"jrenatodiaz","",62,"1902856862","R-Natho Díaz C.","http://pbs.twimg.com/profile_images/551942447777849345/CE6FhTLp_normal.jpeg",18,"https://twitter.com/jrenatodiaz",""
"nathanwatkins","Reporting and Analysis. Intentionally learning every day.",162,"19094874","“Slippery” Nate","http://pbs.twimg.com/profile_images/1319050291484950528/7A9XUbPs_normal.jpg",2841,"https://twitter.com/nathanwatkins",""
"jaguerrerobta","Economista y abogado. Tilde@liberal en https://t.co/Rcy2NPK3w1  promoviendo libertarianismo.",4210,"379165619","JoseAlfredo Guerrero","http://pbs.twimg.com/profile_images/1319966224869134336/z-8w8GON_normal.jpg",48031,"https://twitter.com/jaguerrerobta",""
"panasosa","",170,"368529814","Alejandro Sosa","http://pbs.twimg.com/profile_images/2359058669/75e9e3j3slekx6591nwl_normal.jpeg",3649,"https://twitter.com/panasosa",""
"WellingtonePPM","Microsoft Gold Partner & APM Accredited Training Provider. Taking you to the Future of Work Management!",568,"115656456","WellingtonePPM","http://pbs.twimg.com/profile_images/1184389171361800192/KETN5kO5_normal.png",2192,"https://twitter.com/WellingtonePPM",""
"skylinetweets","Skyline is a Microsoft Gold Partner with 25+ years’ experience helping organizations worldwide win with technology.",965,"65718403","Skyline Technologies - a Core BTS Company","http://pbs.twimg.com/profile_images/1356317711589126144/VFVvqMkI_normal.png",3879,"https://twitter.com/skylinetweets",""
"jlee_consulting","#Microsoft #MVP | #Azure Certified Consultant | #Entrepreneur | #Speaker | #Author | #CdnMVP | User Group Leader | #DevOps | #MartialArts #NBA #NHL #MLB",2065,"14344129","Jack | Microsoft MVP","http://pbs.twimg.com/profile_images/52970972/tkd_normal.jpg",2963,"https://twitter.com/jlee_consulting",""
"MonikaNerger","GLOBAL IT EXECUTIVE | @MO_HOTELS Global CIO: Leader in Driving Technology Innovation, Digital Transformation, and International Expansion",2914,"1230199028240904192","Monika Nerger","http://pbs.twimg.com/profile_images/1233427554444496898/ONtLasKO_normal.jpg",270,"https://twitter.com/MonikaNerger",""
"YatesSQL","Data Platform MVP | VP Director of Data and Architecture | FORG 2021 | Recognized Microsoft RD | SentryOne PAC Ambassador",2484,"551113973","Chris Yates","http://pbs.twimg.com/profile_images/1336295303104892929/jxuJbrjv_normal.jpg",21268,"https://twitter.com/YatesSQL",""
"hybridvug","Hybrid Virtual Group is aimed at furthering your knowledge of Microsoft Data Platform integration, Inter-operability and features.",138,"4098148102","Hybrid Virtual Group","http://pbs.twimg.com/profile_images/1341424348192796675/M7BzsgoZ_normal.jpg",159,"https://twitter.com/hybridvug",""
"CJMajka","Data geek, Clemson Tiger 🐅, very amateur golfer ⛳, husband, father. Star Wars fan. Sometimes I run 🏃",286,"385005144","Christopher Majka","http://pbs.twimg.com/profile_images/1266314580374040577/yuawdnZR_normal.jpg",3154,"https://twitter.com/CJMajka",""
"SQLDBAlberto","just a SQL Server DBA guy",70,"801138551857545216","Alberto Castillo","http://pbs.twimg.com/profile_images/806199444332908546/q0m1BIyO_normal.jpg",220,"https://twitter.com/SQLDBAlberto",""
"DavidCMeier","Desarrollador Front en @racetick . Angular is the way",248,"243613530","const {🤓,😴,🤬} = David","http://pbs.twimg.com/profile_images/982887567271096320/lfIO72k4_normal.jpg",2665,"https://twitter.com/DavidCMeier",""
"azahara_fergui","Desarrolladora de Software y Doctora en Inmunología. Geek. Escribo la Azi Science and Tech News. MVP Award Developer Technologies.",4452,"760751633051549701","Azahara Fernández","http://pbs.twimg.com/profile_images/1332234118529241091/yna4UL1V_normal.jpg",24021,"https://twitter.com/azahara_fergui",""
"CurbalEN","Consulting firm on #PowerBI, #DAX and #powerquery. Subscribe: https://t.co/X8FV3WQ8ss for new Power BI lessons every week with MVP @ruthpozuelo",2893,"2470711244","Curbal","http://pbs.twimg.com/profile_images/940345364015734784/p4ySo9TT_normal.jpg",2788,"https://twitter.com/CurbalEN",""
"LantinorFall","Lantinor :  duma feen wayé luma xaam mu siiw fi",240,"4739320289","Lantinor","http://pbs.twimg.com/profile_images/1305128549582503936/N1j04liv_normal.jpg",1111,"https://twitter.com/LantinorFall",""
"IFR_Group","Consultoría tecnológica. ¿Listo para Nuevos Retos? #SomosDigitales #Dynamics365 #Softwares #ERP #CRM #MSFTAppSource #PowerBI #Azure #AI #IoT #MSFTDynamics365",712,"861118790","IFR GROUP","http://pbs.twimg.com/profile_images/461153460272906240/rtuH6ggA_normal.png",7330,"https://twitter.com/IFR_Group",""
"MerkleEMEA","Merkle is a global data-driven, technology-enabled performance marketing agency.",1117,"101779340","Merkle EMEA","http://pbs.twimg.com/profile_images/1346028495927967746/mxHAVijG_normal.jpg",2327,"https://twitter.com/MerkleEMEA",""
"oscarmh","IT/Telco. DPO. #cybersec. CRE 🚑 #TESVISIBLE & ERU. SEMES. Cruz al mérito de @guardiacivil. EA4HDB. Piloto RPA. PNB. BBA. Master. UAM-ICFS docens. @es_NCL Staff",3098,"27346778","Oscar Maqueda 🇪🇸🇪🇺","http://pbs.twimg.com/profile_images/1330526920220565508/k5nKqur__normal.jpg",34508,"https://twitter.com/oscarmh",""
"LovelyDataCZ","Naučíme vás pracovat s daty. Česky, slovensky, online, s lidským a přátelským přístupem. Excel, Python, R, SQL, Power BI, Tableau, Pandas, Matplotlib i Seaborn.",28,"1329341651391832064","LovelyData.cz","http://pbs.twimg.com/profile_images/1329348808787054592/OhW2vMnk_normal.jpg",39,"https://twitter.com/LovelyDataCZ",""
"Peakin189","#Lifecoach  #Salescoach #Trainer #Leadership 
Peakin Learning Technologies Pvt ltd
Director",229,"723365054897217536","Pandu Ranga Reddy.D","http://pbs.twimg.com/profile_images/860903144921997312/ks1jjSmN_normal.jpg",1186,"https://twitter.com/Peakin189",""
"AnalyticsEra","The tweeting home of New Era Analytics, an Australian-based data consultancy.",11,"1360506686922924034","New Era Analytics","http://pbs.twimg.com/profile_images/1360511544270876677/vAXOJ-OS_normal.jpg",11,"https://twitter.com/AnalyticsEra",""
"leandrocassis","Data Science (Bitch!)",47,"780951161583132672","Leandro Assis","http://pbs.twimg.com/profile_images/1052409407605227521/yEHrJ4_P_normal.jpg",1042,"https://twitter.com/leandrocassis",""
"rkonijnendijk","Power Excel user, Power BI, VBA, Access, SQL, Big Data",754,"70640512","Remco Konijnendijk","http://pbs.twimg.com/profile_images/736964195149840384/2CkyHccs_normal.jpg",3928,"https://twitter.com/rkonijnendijk",""
"KaviyaKivi","#3ह 
हिन्दी को आगे बढ़ाने में हैल्प करे

🌷🌹
 #हिंदी_प्रेम_शायरी
फोलो 💯💯🚩🚩

 मेरे त्वीट #लाइक ओर #मीडिया  में मिलेगी
😍😍🌷⚘",8066,"1298146545364111360","काव्या श्रीराधे #3ह","http://pbs.twimg.com/profile_images/1363711367367168000/d7MqEJEo_normal.jpg",21904,"https://twitter.com/KaviyaKivi",""
"Mike_R_Carlo","Consultant for Concurrency for all things PowerBI. With over 11 years of data experience I'm making waves by deploying PowerBI into local Milwaukee Companies.",2019,"712750686031769600","Mike Carlo","http://pbs.twimg.com/profile_images/1109338504268439552/OY_Va867_normal.jpg",616,"https://twitter.com/Mike_R_Carlo",""
"alicialcaide","👩‍💻 Consultora de #BusinessIntelligence, #BigData y #DataScience en @MinsaitbyIndra
⌨️ Tech Geek
🖖🏻 Woman in tech
📍 Málaga - Madrid",206,"3105709835","Alicia 💡","http://pbs.twimg.com/profile_images/918563368893665280/fjh8lTS2_normal.jpg",872,"https://twitter.com/alicialcaide",""
"touya_huji","職種：Digitalの最前線 
略歴：体育会系の頂点の広告代理店から移籍した戦略コンサルを卒業後、さらなるDigitalの最前線
兼、Student of Stanford school of engineering / MIT X",3045,"125689190","touya","http://pbs.twimg.com/profile_images/1257173663/img_391684_8334172_8_normal.jpg",18554,"https://twitter.com/touya_huji",""
"MEhrenmueller","Business Intelligence, #DataViz, MCSE #SQLServer, #sqlpass_AT & #PUG Leader, #SQLSatVienna & #SQLSatLinz organizer, Data Platform #MVP, teacher, author, speaker",1927,"262123644","Markus Ehrenmüller","http://pbs.twimg.com/profile_images/1312025929875628032/Hbwne1Hq_normal.jpg",6689,"https://twitter.com/MEhrenmueller",""
"Modern_Working","Ψ Humanizando la Transformación Digital en @CoachMinds. Microsoft 365 Certified: Teams Administrator Associate
#AgileMindset #Microsoft365",709,"2287660171","Chema Calvo","http://pbs.twimg.com/profile_images/1286387620549984258/KbXj4A90_normal.jpg",5214,"https://twitter.com/Modern_Working",""
"BenjaminArnulf","Senior Director, Product Strategy, Analytics at @oracle. #Data #Analytics #AI #ML #NLP #Oracleanalytics. Technology & Travel. French. Views are my own.",2926,"2945230146","Benjamin Arnulf","http://pbs.twimg.com/profile_images/930078711700914176/jYac7tmD_normal.jpg",3503,"https://twitter.com/BenjaminArnulf",""
"donatto_de_oxum","",28,"1738621920","donatto.de.oxum","http://pbs.twimg.com/profile_images/1305300662511718400/3PeTe8fi_normal.jpg",20,"https://twitter.com/donatto_de_oxum",""
"_TusharLaad","",6,"1057307977164734465","Tushar Laad","http://pbs.twimg.com/profile_images/1318335218219053056/35ap7Ex9_normal.jpg",3,"https://twitter.com/_TusharLaad",""
"yeah_him","Make it Pretty",26,"28417523","Aaron Pitts","http://pbs.twimg.com/profile_images/476478802210484224/YKVMdXPf_normal.jpeg",52,"https://twitter.com/yeah_him",""
"ilvedson","",131,"2925255151","Scott Ilvedson","http://pbs.twimg.com/profile_images/1118205678005313537/uHEv39rq_normal.png",3577,"https://twitter.com/ilvedson",""
"GTOnySanchez","Dad, Army Vet, Gardener, Shark Diver, and 128T Solutions Architect now at Juniper. Former Microsoft & Citrix. Sunday driver of a 69 GTO. My tweets are my own.",400,"98298753","Tony Sanchez","http://pbs.twimg.com/profile_images/1286462680094703616/j2vo0yyc_normal.jpg",2464,"https://twitter.com/GTOnySanchez",""
"ofer_ash","",12,"16975214","ofer_ash","http://pbs.twimg.com/profile_images/1258149805542408192/nj3j_dBL_normal.jpg",26,"https://twitter.com/ofer_ash",""
"Hollinsio","Information researcher | #DataVisualization #PowerBI enthusiast | intrigued by #DigitalHealth #ageing | wife to 1 @RafalHollins | mum of 3 | ISTJ | 🇬🇧 🇵🇱",1897,"3460038759","Alexandra Hollins","http://pbs.twimg.com/profile_images/1361701788626337798/dUlBD8SG_normal.jpg",2411,"https://twitter.com/Hollinsio",""
"BigData_Review","#BigData lead at Solutions Review. Most Influential Business Journalist. #DataManagement and #DataIntegration influencer. Author #BI and #Analytics Matrix.",9124,"1329922886","Timothy ""Tim"" King 📊","http://pbs.twimg.com/profile_images/1262856567080333314/2a2grFE8_normal.jpg",7169,"https://twitter.com/BigData_Review",""
"SmilgaNir","Data Viz Enthusiast | Tableau Public Featured Author'20 | x2 VOTD",314,"2457166519","Nir Smilga","http://pbs.twimg.com/profile_images/1172525587937845250/lbrWL_0P_normal.jpg",243,"https://twitter.com/SmilgaNir",""
"IdaBergum","Manager @avanade 🇳🇴 | Data platform MVP | #PowerBI #data Evangelist | Analytics Solution Architecture | SSBI | STEM | @MDPUG_OSLO and #PPUG",2192,"187578651","Ida Bergum ✧ 𝙼𝚅𝙿","http://pbs.twimg.com/profile_images/1257350516146876417/WuM6K5iL_normal.jpg",3978,"https://twitter.com/IdaBergum",""
"deathwater13","",122,"3946465812","Deathwater13","http://pbs.twimg.com/profile_images/1077939044602920961/1DeI_vKG_normal.jpg",11370,"https://twitter.com/deathwater13",""
"MikeArpas","MSFTIoTAIGolfOwnStuffFunStuffBasketball LeadingReadingLearningCoachingSmilingTraveling-MyViews",1390,"108560679","Mike Arpas","http://pbs.twimg.com/profile_images/1356605830016225288/RzdIk2iG_normal.jpg",3014,"https://twitter.com/MikeArpas",""
"JamesMcG_MSBI","Microsoft BI Architect | Speaker - PowerBI World Tour / PASS Summit / SQLBits | MCSE Data Analytics & Management | Cricket | Arsenal | Musical Theatre 🚻 He/Him",733,"55579912","James McGillivray 🇿🇦","http://pbs.twimg.com/profile_images/719828097885958144/r_Vm-hBO_normal.jpg",7360,"https://twitter.com/JamesMcG_MSBI",""
"precisionit_AR","PrecisionIT provides services for Microsoft platforms, Citrix virtualization & Networking and Dell EMC hardware solutions.",158,"1676162826","Precision IT","http://pbs.twimg.com/profile_images/1157316138155614209/J_0momh7_normal.jpg",2637,"https://twitter.com/precisionit_AR",""
"marcduiker","Consultant @XpiritBv, Azure MVP, I ♥ Serverless, DevCommunity & Creative Coding, org @ServerlessDAms 🦄, https://t.co/3iErmvxeki ☁️🥑 someday? He/him",2293,"28189006","Marc Duiker","http://pbs.twimg.com/profile_images/1313709093299912705/LIOyMMia_normal.png",12330,"https://twitter.com/marcduiker",""
"wearsy","Microsoft Power CAT PM Lead - RPA & BOTS, YouTuber: https://t.co/At1AggfvuN…, Runner, Football fan, @ASU MSIM & @UofRegina Grad, **Opinions my own**",3254,"33231027","Kent Weare","http://pbs.twimg.com/profile_images/1216101869103091712/_hgdMFQR_normal.jpg",11921,"https://twitter.com/wearsy",""
"SqlWaldorf","Trainer at U2U: SQL Server, Power BI, Azure Big Data and AI.
Former machine learning reseacher at KULeuven.",691,"135907137","Nico Jacobs","http://pbs.twimg.com/profile_images/3147459974/4af256191801b23ce8f42b2b5c32998a_normal.jpeg",2593,"https://twitter.com/SqlWaldorf",""
"GratiaetIacomus","Married father of 2, Yorkshireman, Head of Data @harrisfed. Decent cook/failed Masterchef contestant, WHUFC Fan. Views are entirely mine",244,"1396698524","Derek Hills","http://pbs.twimg.com/profile_images/1315390137971421184/G9UD_ygT_normal.jpg",1131,"https://twitter.com/GratiaetIacomus",""
"softwaresolved","Since 1998, the Software Solved team have delivered over 1,000 successful software and data projects for some of the UK’s most innovative brands.",1110,"82086991","Software Solved","http://pbs.twimg.com/profile_images/1348674497684107266/79hW_9LZ_normal.jpg",2988,"https://twitter.com/softwaresolved",""
"kazumihirose","Senior DevPMM - Azure - Microsoft / デプロイ王子 / 元 MVP for Azure LinuxもWinもサーバもクラウドも大好き♪ コミュニティにおけるマイクロソフト社員による発言やコメントは、マイクロソフトの正式な見解またはコメントではありません。",7692,"97350377","Kazumi Hirose","http://pbs.twimg.com/profile_images/857556268415766529/f6F5N2Xr_normal.jpg",16839,"https://twitter.com/kazumihirose",""
"marcorus","Consultant, speaker, book writer, mentor. Business Intelligence with Power BI, Analysis Services, and Power Pivot. Other info on https://t.co/In7OCrB3vT",14586,"76961644","Marco Russo","http://pbs.twimg.com/profile_images/998573113888526336/lTd_v8x7_normal.jpg",9888,"https://twitter.com/marcorus",""
"crmindian","Microsoft Business Apps MVP | Solution Architect at Avanade | MCT | D365 & Power Platform | Foddie, love my family, books, Yoga | Star Wars addict.",892,"231371132","Jeevarajan Kumar | MVP | MCT #ScottishSummit2021","http://pbs.twimg.com/profile_images/1351878357005213701/VsWZ7JG-_normal.jpg",557,"https://twitter.com/crmindian",""
"EOvsiannikov","Familty is worth living for",8,"607797116","Eugene O","http://pbs.twimg.com/profile_images/545857782386135040/bBfQejnl_normal.jpeg",151,"https://twitter.com/EOvsiannikov",""
"arsalanfaizi","",138,"31187370","Arsalan Faizi","http://pbs.twimg.com/profile_images/1182329421178556417/j9iD6orO_normal.jpg",33,"https://twitter.com/arsalanfaizi",""
"tomteresi","I help organizations fully utilize the latest Information Technology with an emphasis on Microsoft Office 365.
Excel as a Second Language -ESL- spoken here!",45,"241376904","Tom Teresi","http://pbs.twimg.com/profile_images/1519725078/TT_photo_in_Pink_normal.jpg",90,"https://twitter.com/tomteresi",""
"AugustoCAChaves","SQL guy living up north.",114,"1042987482","Augusto","http://pbs.twimg.com/profile_images/1192218248197984257/I4__MdhQ_normal.jpg",2516,"https://twitter.com/AugustoCAChaves",""
"SirKto","JavaScript and .NET Developer focused on MS CRM. Loving clean code. Loving Warcraft 3 (F you Blizzard)",105,"849467942","Kato","http://pbs.twimg.com/profile_images/2728261169/fd93d32b3a03a061fd76c2090e53b7bb_normal.png",1678,"https://twitter.com/SirKto",""
"ignaciod","#MicrosoftStream Communities, field enablement; Cloud, Internet, and Client-Server pioneer; International experience. F1 fan.",123,"16482303","ignaciod","http://pbs.twimg.com/profile_images/534185119741771776/l4QmlIIb_normal.jpeg",1244,"https://twitter.com/ignaciod",""
"Dibdor","Minal xadimi ilal xadimi | Hijabie | Murid | Sope Cheikh Ibra Fall | Informaticienne | Passionnée BI
#Polytechnicienne #Miagiste",636,"1114098253","Soxna si🧕🏿📿","http://pbs.twimg.com/profile_images/1363574223738970113/kS8Mpt0C_normal.jpg",1410,"https://twitter.com/Dibdor",""
"Ale_Cabanchik","Experto en MS DW/BI desde 1998 y contando...",175,"192396346","Alejandro Cabanchik","http://pbs.twimg.com/profile_images/491889670171525121/O5zLc163_normal.jpeg",1534,"https://twitter.com/Ale_Cabanchik",""
"denwo1982","",85,"741323796","dw","http://pbs.twimg.com/profile_images/1114905760805392384/pDE8S-KI_normal.jpg",4054,"https://twitter.com/denwo1982",""
"Vox_ISM","Certified Microsoft Dynamics Partner. Licensing, implementation, training and support of CRM, ERP and BI solutions across several industry verticals.",440,"2231806754","VOX ISM","http://pbs.twimg.com/profile_images/901175635497762816/C7vJFPDb_normal.jpg",8782,"https://twitter.com/Vox_ISM",""
"ArgBuddy","",16,"3197599783","arg","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",864,"https://twitter.com/ArgBuddy",""
