createdby,createdon,createdonbehalfby,importsequencenumber,modifiedby,modifiedon,modifiedonbehalfby,msdyncr2_linkedincampaign,msdyncrm_contentsettingsid,msdyncrm_customerjourneydesignerstate,CustomerJourneyId,msdyncrm_customerjourneytemplate,msdyncrm_customerjourneytimezone,Description,Jorney End,msdyncrm_entitytarget,Target audience,msdyncrm_insights_placeholder,msdyncrm_isrecurring,Journey Name,msdyncrm_publishedby,msdyncrm_purpose,msdyncrm_recurrencecount,msdyncrm_recurrenceintervaldays,Journey Start,msdyncrm_suppressionsegmentid,msdyncrm_type,Journey Type,msdyncrm_validationresults,msdyncrm_workflowdefinition,msgdpr_requiredconsent,msgdpr_requiredconsent_display,overriddencreatedon,ownerid,owningbusinessunit,owningteam,owninguser,statecode,statecode_display,statuscode,Journey Status,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,msdyncrm_formtosave
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:18.000,"","","","","a471e7bb-3e6a-46fa-98c0-0f4d73be598b","",,"",,0,"Contact","",False,"NewCampaign20171219_142926","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-19 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708817,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:19.000,"","","","","49315b2b-f22c-446d-8367-124c10bcaca3","",,"",,0,"Contact","",False,"NewCampaign20171204_170821","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-04 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708819,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:20.000,"","","","","85ed9ed9-5d19-443f-94bb-139c11947e74","",,"",,0,"Contact","",False,"NewCampaign20171214_165133","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-14 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708822,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:19.000,"","","","","206bb460-5756-4781-8008-14a7c94a4525","",,"",,0,"Contact","",False,"Satheesh Test Campaign","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-11-30 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708818,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:26.000,"","","","","3b710e62-d563-40bc-aeb7-15ffe00fe490","",,"",,0,"Contact","",False,"DS Campaign hidden fields tests","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-24 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708833,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:21.000,"","","","","77e7b567-5b36-4b91-813c-1867516ef3dc","",,"",,0,"Contact","",False,"TIPcontosoapac","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-15 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708823,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:21.000,"","","","","4fc3ee79-7a8b-41f3-8b52-1938a8e9b7c7","",,"",,0,"Contact","",False,"NewCampaign20171217_143921","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-17 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708824,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:23.000,"","","","","08da1363-652c-4afa-9287-1971a121e0f1","",,"",,0,"Contact","",False,"NewCampaign20171201_144557","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-01 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708829,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:22.000,"","","","","edd7a202-a2d1-4c0e-a994-1b5baf254522","",,"",,0,"Contact","",False,"NewCampaign20171129_142110","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-11-29 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708825,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:28.000,"","","","","1e000cb7-7e1d-4952-88fe-210f0e39ad27","",,"",,0,"Contact","",False,"NewCampaign20171219_140204","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-19 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708837,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:23.000,"","","","","75370a3a-6086-4abe-8c3f-21211aafeb5a","",,"",,0,"Contact","",False,"NewCampaign20171219_144042","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-19 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708828,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:24.000,"","","","","033a3d2c-2bdf-4b34-9ba3-23da7ead0a5c","",,"",,0,"Contact","",False,"Testing12312:27","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-05 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708830,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:27.000,"","","","","4579def8-ea78-4dfb-83fd-25ecd6b4ae19","",,"",,0,"Contact","",False,"NewCampaign20171221_011205","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-20 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708834,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:24.000,"","","","","23faaadc-4f64-441e-8308-25fcbe13ca8b","",,"",,0,"Contact","",False,"NewCampaign20171201_181256","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-01 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708831,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:31.000,"","","","","b8feaed4-23e0-4248-8689-260ce5edf084","",,"",,0,"Contact","",False,"NewCampaign20171205_162352","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-05 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708843,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:25.000,"","","","","5d07e8a8-d4ad-4c16-8aa2-27485175e0bc","",,"",,0,"Contact","",False,"NewCampaign20171201_152323","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-01 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708832,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:27.000,"","","","","faf8ff1e-503a-4170-830b-28360332575d","",,"",,0,"Contact","",False,"NewCampaign20171214_160303","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-14 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708835,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:29.000,"","","","","9e634f73-04eb-42f6-b81d-2bb67d78908c","",,"",,0,"Contact","",False,"NewCampaign20171219_173417","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-19 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708839,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:27.000,"","","","","8de0aff5-43b0-4f54-8712-2edf080eb7ab","",,"",,0,"Contact","",False,"DS Hidden 70 test","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-25 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708836,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:34.000,"","","","","433c9b61-861f-4449-a770-303a5a604538","",,"",,0,"Contact","",False,"NewCampaign20171205_160225","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-05 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708849,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:29.000,"","","","","0f27e067-23d6-4fd9-98ed-334407284c8d","",,"",,0,"Contact","",False,"DS Sponsored campaign","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-21 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708838,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:29.000,"","","","","204f6f7d-a65f-41bf-a523-348f4adf90ae","",,"",,0,"Contact","",False,"NewCampaign20171219_002414","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-18 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708841,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:33.000,"","","","","7d411144-9ae8-4524-9b85-3728d536d974","",,"",,0,"Contact","",False,"DS Test Campaign Hidden Fields","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-20 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708845,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:30.000,"","","","","c34f55b6-6a12-4a99-b066-38e74ad794bf","",,"",,0,"Contact","",False,"campTest27112017","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-11-27 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708842,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:38.000,"","","","","776c8722-3d04-4e6f-bcb2-38ef5236f00f","",,"",,0,"Contact","",False,"NewCampaign20171201_154315","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-01 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708855,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:31.000,"","","","","109f0f64-9713-4699-bdcf-3aebed04bc40","",,"",,0,"Contact","",False,"NewCampaign20171219_142240","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-19 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708844,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:33.000,"","","","","229e23e8-6acf-4e52-9d4f-3ba22ca68469","",,"",,0,"Contact","",False,"NewCampaign20171214_175824","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-14 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708846,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:35.000,"","","","","9a766255-4df8-4ed9-8e1c-3d32c3166575","",,"",,0,"Contact","",False,"NewCampaign20171228_071249","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-28 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708850,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:34.000,"","","","","ad88720b-a1c6-4f1f-bad4-437ad2122a01","",,"",,0,"Contact","",False,"NewCampaign20171204_163258","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-04 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708847,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:40.000,"","","","","cf625c2e-cb78-49a0-805c-43b5461cf7b8","",,"",,0,"Contact","",False,"NewCampaign20171129_135801","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-11-29 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708860,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:34.000,"","","","","a4ae1a76-e89e-47ec-b73e-4560b0fd7e6f","",,"",,0,"Contact","",False,"NewCampaign20171129_112541","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-11-29 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708848,
