Date,Month,Year,Monthyear,Day,IsWeekday,Monthnumber
2020-02-15 00:00:00.000,"Feb","2020","2020-02","02-15",False,2
2020-02-16 00:00:00.000,"Feb","2020","2020-02","02-16",False,2
2020-02-17 00:00:00.000,"Feb","2020","2020-02","02-17",True,2
2020-02-18 00:00:00.000,"Feb","2020","2020-02","02-18",True,2
2020-02-19 00:00:00.000,"Feb","2020","2020-02","02-19",True,2
2020-02-20 00:00:00.000,"Feb","2020","2020-02","02-20",True,2
2020-02-21 00:00:00.000,"Feb","2020","2020-02","02-21",True,2
2020-02-22 00:00:00.000,"Feb","2020","2020-02","02-22",False,2
2020-02-23 00:00:00.000,"Feb","2020","2020-02","02-23",False,2
2020-02-24 00:00:00.000,"Feb","2020","2020-02","02-24",True,2
2020-02-25 00:00:00.000,"Feb","2020","2020-02","02-25",True,2
2020-02-26 00:00:00.000,"Feb","2020","2020-02","02-26",True,2
2020-02-27 00:00:00.000,"Feb","2020","2020-02","02-27",True,2
2020-02-28 00:00:00.000,"Feb","2020","2020-02","02-28",True,2
2020-02-29 00:00:00.000,"Feb","2020","2020-02","02-29",False,2
2020-03-01 00:00:00.000,"Mar","2020","2020-03","03-01",False,3
2020-03-02 00:00:00.000,"Mar","2020","2020-03","03-02",True,3
2020-03-03 00:00:00.000,"Mar","2020","2020-03","03-03",True,3
2020-03-04 00:00:00.000,"Mar","2020","2020-03","03-04",True,3
2020-03-05 00:00:00.000,"Mar","2020","2020-03","03-05",True,3
2020-03-06 00:00:00.000,"Mar","2020","2020-03","03-06",True,3
2020-03-07 00:00:00.000,"Mar","2020","2020-03","03-07",False,3
2020-03-08 00:00:00.000,"Mar","2020","2020-03","03-08",False,3
2020-03-09 00:00:00.000,"Mar","2020","2020-03","03-09",True,3
2020-03-10 00:00:00.000,"Mar","2020","2020-03","03-10",True,3
2020-03-11 00:00:00.000,"Mar","2020","2020-03","03-11",True,3
2020-03-12 00:00:00.000,"Mar","2020","2020-03","03-12",True,3
2020-03-13 00:00:00.000,"Mar","2020","2020-03","03-13",True,3
2020-03-14 00:00:00.000,"Mar","2020","2020-03","03-14",False,3
2020-03-15 00:00:00.000,"Mar","2020","2020-03","03-15",False,3
2020-03-16 00:00:00.000,"Mar","2020","2020-03","03-16",True,3
2020-03-17 00:00:00.000,"Mar","2020","2020-03","03-17",True,3
2020-03-18 00:00:00.000,"Mar","2020","2020-03","03-18",True,3
2020-03-19 00:00:00.000,"Mar","2020","2020-03","03-19",True,3
2020-03-20 00:00:00.000,"Mar","2020","2020-03","03-20",True,3
2020-03-21 00:00:00.000,"Mar","2020","2020-03","03-21",False,3
2020-03-22 00:00:00.000,"Mar","2020","2020-03","03-22",False,3
2020-03-23 00:00:00.000,"Mar","2020","2020-03","03-23",True,3
2020-03-24 00:00:00.000,"Mar","2020","2020-03","03-24",True,3
2020-03-25 00:00:00.000,"Mar","2020","2020-03","03-25",True,3
2020-03-26 00:00:00.000,"Mar","2020","2020-03","03-26",True,3
2020-03-27 00:00:00.000,"Mar","2020","2020-03","03-27",True,3
2020-03-28 00:00:00.000,"Mar","2020","2020-03","03-28",False,3
2020-03-29 00:00:00.000,"Mar","2020","2020-03","03-29",False,3
2020-03-30 00:00:00.000,"Mar","2020","2020-03","03-30",True,3
2020-03-31 00:00:00.000,"Mar","2020","2020-03","03-31",True,3
2020-04-01 00:00:00.000,"Apr","2020","2020-04","04-01",True,4
2020-04-02 00:00:00.000,"Apr","2020","2020-04","04-02",True,4
2020-04-03 00:00:00.000,"Apr","2020","2020-04","04-03",True,4
2020-04-04 00:00:00.000,"Apr","2020","2020-04","04-04",False,4
2020-04-05 00:00:00.000,"Apr","2020","2020-04","04-05",False,4
2020-04-06 00:00:00.000,"Apr","2020","2020-04","04-06",True,4
2020-04-07 00:00:00.000,"Apr","2020","2020-04","04-07",True,4
2020-04-08 00:00:00.000,"Apr","2020","2020-04","04-08",True,4
2020-04-09 00:00:00.000,"Apr","2020","2020-04","04-09",True,4
2020-04-10 00:00:00.000,"Apr","2020","2020-04","04-10",True,4
2020-04-11 00:00:00.000,"Apr","2020","2020-04","04-11",False,4
2020-04-12 00:00:00.000,"Apr","2020","2020-04","04-12",False,4
2020-04-13 00:00:00.000,"Apr","2020","2020-04","04-13",True,4
2020-04-14 00:00:00.000,"Apr","2020","2020-04","04-14",True,4
2020-04-15 00:00:00.000,"Apr","2020","2020-04","04-15",True,4
2020-04-16 00:00:00.000,"Apr","2020","2020-04","04-16",True,4
2020-04-17 00:00:00.000,"Apr","2020","2020-04","04-17",True,4
2020-04-18 00:00:00.000,"Apr","2020","2020-04","04-18",False,4
2020-04-19 00:00:00.000,"Apr","2020","2020-04","04-19",False,4
2020-04-20 00:00:00.000,"Apr","2020","2020-04","04-20",True,4
2020-04-21 00:00:00.000,"Apr","2020","2020-04","04-21",True,4
2020-04-22 00:00:00.000,"Apr","2020","2020-04","04-22",True,4
2020-04-23 00:00:00.000,"Apr","2020","2020-04","04-23",True,4
2020-04-24 00:00:00.000,"Apr","2020","2020-04","04-24",True,4
2020-04-25 00:00:00.000,"Apr","2020","2020-04","04-25",False,4
2020-04-26 00:00:00.000,"Apr","2020","2020-04","04-26",False,4
2020-04-27 00:00:00.000,"Apr","2020","2020-04","04-27",True,4
2020-04-28 00:00:00.000,"Apr","2020","2020-04","04-28",True,4
2020-04-29 00:00:00.000,"Apr","2020","2020-04","04-29",True,4
2020-04-30 00:00:00.000,"Apr","2020","2020-04","04-30",True,4
2020-05-01 00:00:00.000,"May","2020","2020-05","05-01",True,5
2020-05-02 00:00:00.000,"May","2020","2020-05","05-02",False,5
2020-05-03 00:00:00.000,"May","2020","2020-05","05-03",False,5
2020-05-04 00:00:00.000,"May","2020","2020-05","05-04",True,5
2020-05-05 00:00:00.000,"May","2020","2020-05","05-05",True,5
2020-05-06 00:00:00.000,"May","2020","2020-05","05-06",True,5
2020-05-07 00:00:00.000,"May","2020","2020-05","05-07",True,5
2020-05-08 00:00:00.000,"May","2020","2020-05","05-08",True,5
2020-05-09 00:00:00.000,"May","2020","2020-05","05-09",False,5
2020-05-10 00:00:00.000,"May","2020","2020-05","05-10",False,5
2020-05-11 00:00:00.000,"May","2020","2020-05","05-11",True,5
2020-05-12 00:00:00.000,"May","2020","2020-05","05-12",True,5
2020-05-13 00:00:00.000,"May","2020","2020-05","05-13",True,5
2020-05-14 00:00:00.000,"May","2020","2020-05","05-14",True,5
2020-05-15 00:00:00.000,"May","2020","2020-05","05-15",True,5
2020-05-16 00:00:00.000,"May","2020","2020-05","05-16",False,5
2020-05-17 00:00:00.000,"May","2020","2020-05","05-17",False,5
2020-05-18 00:00:00.000,"May","2020","2020-05","05-18",True,5
2020-05-19 00:00:00.000,"May","2020","2020-05","05-19",True,5
2020-05-20 00:00:00.000,"May","2020","2020-05","05-20",True,5
2020-05-21 00:00:00.000,"May","2020","2020-05","05-21",True,5
2020-05-22 00:00:00.000,"May","2020","2020-05","05-22",True,5
2020-05-23 00:00:00.000,"May","2020","2020-05","05-23",False,5
2020-05-24 00:00:00.000,"May","2020","2020-05","05-24",False,5
2020-05-25 00:00:00.000,"May","2020","2020-05","05-25",True,5
2020-05-26 00:00:00.000,"May","2020","2020-05","05-26",True,5
2020-05-27 00:00:00.000,"May","2020","2020-05","05-27",True,5
2020-05-28 00:00:00.000,"May","2020","2020-05","05-28",True,5
2020-05-29 00:00:00.000,"May","2020","2020-05","05-29",True,5
2020-05-30 00:00:00.000,"May","2020","2020-05","05-30",False,5
2020-05-31 00:00:00.000,"May","2020","2020-05","05-31",False,5
2020-06-01 00:00:00.000,"Jun","2020","2020-06","06-01",True,6
2020-06-02 00:00:00.000,"Jun","2020","2020-06","06-02",True,6
2020-06-03 00:00:00.000,"Jun","2020","2020-06","06-03",True,6
2020-06-04 00:00:00.000,"Jun","2020","2020-06","06-04",True,6
2020-06-05 00:00:00.000,"Jun","2020","2020-06","06-05",True,6
2020-06-06 00:00:00.000,"Jun","2020","2020-06","06-06",False,6
2020-06-07 00:00:00.000,"Jun","2020","2020-06","06-07",False,6
2020-06-08 00:00:00.000,"Jun","2020","2020-06","06-08",True,6
2020-06-09 00:00:00.000,"Jun","2020","2020-06","06-09",True,6
2020-06-10 00:00:00.000,"Jun","2020","2020-06","06-10",True,6
2020-06-11 00:00:00.000,"Jun","2020","2020-06","06-11",True,6
2020-06-12 00:00:00.000,"Jun","2020","2020-06","06-12",True,6
2020-06-13 00:00:00.000,"Jun","2020","2020-06","06-13",False,6
2020-06-14 00:00:00.000,"Jun","2020","2020-06","06-14",False,6
2020-06-15 00:00:00.000,"Jun","2020","2020-06","06-15",True,6
2020-06-16 00:00:00.000,"Jun","2020","2020-06","06-16",True,6
2020-06-17 00:00:00.000,"Jun","2020","2020-06","06-17",True,6
2020-06-18 00:00:00.000,"Jun","2020","2020-06","06-18",True,6
2020-06-19 00:00:00.000,"Jun","2020","2020-06","06-19",True,6
2020-06-20 00:00:00.000,"Jun","2020","2020-06","06-20",False,6
2020-06-21 00:00:00.000,"Jun","2020","2020-06","06-21",False,6
2020-06-22 00:00:00.000,"Jun","2020","2020-06","06-22",True,6
2020-06-23 00:00:00.000,"Jun","2020","2020-06","06-23",True,6
2020-06-24 00:00:00.000,"Jun","2020","2020-06","06-24",True,6
2020-06-25 00:00:00.000,"Jun","2020","2020-06","06-25",True,6
2020-06-26 00:00:00.000,"Jun","2020","2020-06","06-26",True,6
2020-06-27 00:00:00.000,"Jun","2020","2020-06","06-27",False,6
2020-06-28 00:00:00.000,"Jun","2020","2020-06","06-28",False,6
2020-06-29 00:00:00.000,"Jun","2020","2020-06","06-29",True,6
2020-06-30 00:00:00.000,"Jun","2020","2020-06","06-30",True,6
2020-07-01 00:00:00.000,"Jul","2020","2020-07","07-01",True,7
2020-07-02 00:00:00.000,"Jul","2020","2020-07","07-02",True,7
2020-07-03 00:00:00.000,"Jul","2020","2020-07","07-03",True,7
2020-07-04 00:00:00.000,"Jul","2020","2020-07","07-04",False,7
2020-07-05 00:00:00.000,"Jul","2020","2020-07","07-05",False,7
2020-07-06 00:00:00.000,"Jul","2020","2020-07","07-06",True,7
2020-07-07 00:00:00.000,"Jul","2020","2020-07","07-07",True,7
2020-07-08 00:00:00.000,"Jul","2020","2020-07","07-08",True,7
2020-07-09 00:00:00.000,"Jul","2020","2020-07","07-09",True,7
2020-07-10 00:00:00.000,"Jul","2020","2020-07","07-10",True,7
2020-07-11 00:00:00.000,"Jul","2020","2020-07","07-11",False,7
2020-07-12 00:00:00.000,"Jul","2020","2020-07","07-12",False,7
2020-07-13 00:00:00.000,"Jul","2020","2020-07","07-13",True,7
2020-07-14 00:00:00.000,"Jul","2020","2020-07","07-14",True,7
2020-07-15 00:00:00.000,"Jul","2020","2020-07","07-15",True,7
2020-07-16 00:00:00.000,"Jul","2020","2020-07","07-16",True,7
2020-07-17 00:00:00.000,"Jul","2020","2020-07","07-17",True,7
2020-07-18 00:00:00.000,"Jul","2020","2020-07","07-18",False,7
2020-07-19 00:00:00.000,"Jul","2020","2020-07","07-19",False,7
2020-07-20 00:00:00.000,"Jul","2020","2020-07","07-20",True,7
2020-07-21 00:00:00.000,"Jul","2020","2020-07","07-21",True,7
2020-07-22 00:00:00.000,"Jul","2020","2020-07","07-22",True,7
2020-07-23 00:00:00.000,"Jul","2020","2020-07","07-23",True,7
2020-07-24 00:00:00.000,"Jul","2020","2020-07","07-24",True,7
2020-07-25 00:00:00.000,"Jul","2020","2020-07","07-25",False,7
2020-07-26 00:00:00.000,"Jul","2020","2020-07","07-26",False,7
2020-07-27 00:00:00.000,"Jul","2020","2020-07","07-27",True,7
2020-07-28 00:00:00.000,"Jul","2020","2020-07","07-28",True,7
2020-07-29 00:00:00.000,"Jul","2020","2020-07","07-29",True,7
2020-07-30 00:00:00.000,"Jul","2020","2020-07","07-30",True,7
2020-07-31 00:00:00.000,"Jul","2020","2020-07","07-31",True,7
2020-08-01 00:00:00.000,"Aug","2020","2020-08","08-01",False,8
2020-08-02 00:00:00.000,"Aug","2020","2020-08","08-02",False,8
2020-08-03 00:00:00.000,"Aug","2020","2020-08","08-03",True,8
2020-08-04 00:00:00.000,"Aug","2020","2020-08","08-04",True,8
2020-08-05 00:00:00.000,"Aug","2020","2020-08","08-05",True,8
2020-08-06 00:00:00.000,"Aug","2020","2020-08","08-06",True,8
2020-08-07 00:00:00.000,"Aug","2020","2020-08","08-07",True,8
2020-08-08 00:00:00.000,"Aug","2020","2020-08","08-08",False,8
2020-08-09 00:00:00.000,"Aug","2020","2020-08","08-09",False,8
2020-08-10 00:00:00.000,"Aug","2020","2020-08","08-10",True,8
2020-08-11 00:00:00.000,"Aug","2020","2020-08","08-11",True,8
2020-08-12 00:00:00.000,"Aug","2020","2020-08","08-12",True,8
2020-08-13 00:00:00.000,"Aug","2020","2020-08","08-13",True,8
2020-08-14 00:00:00.000,"Aug","2020","2020-08","08-14",True,8
2020-08-15 00:00:00.000,"Aug","2020","2020-08","08-15",False,8
2020-08-16 00:00:00.000,"Aug","2020","2020-08","08-16",False,8
2020-08-17 00:00:00.000,"Aug","2020","2020-08","08-17",True,8
2020-08-18 00:00:00.000,"Aug","2020","2020-08","08-18",True,8
2020-08-19 00:00:00.000,"Aug","2020","2020-08","08-19",True,8
2020-08-20 00:00:00.000,"Aug","2020","2020-08","08-20",True,8
2020-08-21 00:00:00.000,"Aug","2020","2020-08","08-21",True,8
2020-08-22 00:00:00.000,"Aug","2020","2020-08","08-22",False,8
2020-08-23 00:00:00.000,"Aug","2020","2020-08","08-23",False,8
2020-08-24 00:00:00.000,"Aug","2020","2020-08","08-24",True,8
2020-08-25 00:00:00.000,"Aug","2020","2020-08","08-25",True,8
2020-08-26 00:00:00.000,"Aug","2020","2020-08","08-26",True,8
2020-08-27 00:00:00.000,"Aug","2020","2020-08","08-27",True,8
2020-08-28 00:00:00.000,"Aug","2020","2020-08","08-28",True,8
2020-08-29 00:00:00.000,"Aug","2020","2020-08","08-29",False,8
2020-08-30 00:00:00.000,"Aug","2020","2020-08","08-30",False,8
2020-08-31 00:00:00.000,"Aug","2020","2020-08","08-31",True,8
2020-09-01 00:00:00.000,"Sep","2020","2020-09","09-01",True,9
2020-09-02 00:00:00.000,"Sep","2020","2020-09","09-02",True,9
2020-09-03 00:00:00.000,"Sep","2020","2020-09","09-03",True,9
2020-09-04 00:00:00.000,"Sep","2020","2020-09","09-04",True,9
2020-09-05 00:00:00.000,"Sep","2020","2020-09","09-05",False,9
2020-09-06 00:00:00.000,"Sep","2020","2020-09","09-06",False,9
2020-09-07 00:00:00.000,"Sep","2020","2020-09","09-07",True,9
2020-09-08 00:00:00.000,"Sep","2020","2020-09","09-08",True,9
2020-09-09 00:00:00.000,"Sep","2020","2020-09","09-09",True,9
2020-09-10 00:00:00.000,"Sep","2020","2020-09","09-10",True,9
2020-09-11 00:00:00.000,"Sep","2020","2020-09","09-11",True,9
2020-09-12 00:00:00.000,"Sep","2020","2020-09","09-12",False,9
2020-09-13 00:00:00.000,"Sep","2020","2020-09","09-13",False,9
2020-09-14 00:00:00.000,"Sep","2020","2020-09","09-14",True,9
2020-09-15 00:00:00.000,"Sep","2020","2020-09","09-15",True,9
2020-09-16 00:00:00.000,"Sep","2020","2020-09","09-16",True,9
2020-09-17 00:00:00.000,"Sep","2020","2020-09","09-17",True,9
2020-09-18 00:00:00.000,"Sep","2020","2020-09","09-18",True,9
2020-09-19 00:00:00.000,"Sep","2020","2020-09","09-19",False,9
2020-09-20 00:00:00.000,"Sep","2020","2020-09","09-20",False,9
2020-09-21 00:00:00.000,"Sep","2020","2020-09","09-21",True,9
2020-09-22 00:00:00.000,"Sep","2020","2020-09","09-22",True,9
2020-09-23 00:00:00.000,"Sep","2020","2020-09","09-23",True,9
2020-09-24 00:00:00.000,"Sep","2020","2020-09","09-24",True,9
2020-09-25 00:00:00.000,"Sep","2020","2020-09","09-25",True,9
2020-09-26 00:00:00.000,"Sep","2020","2020-09","09-26",False,9
2020-09-27 00:00:00.000,"Sep","2020","2020-09","09-27",False,9
2020-09-28 00:00:00.000,"Sep","2020","2020-09","09-28",True,9
2020-09-29 00:00:00.000,"Sep","2020","2020-09","09-29",True,9
2020-09-30 00:00:00.000,"Sep","2020","2020-09","09-30",True,9
2020-10-01 00:00:00.000,"Oct","2020","2020-10","10-01",True,10
2020-10-02 00:00:00.000,"Oct","2020","2020-10","10-02",True,10
2020-10-03 00:00:00.000,"Oct","2020","2020-10","10-03",False,10
2020-10-04 00:00:00.000,"Oct","2020","2020-10","10-04",False,10
2020-10-05 00:00:00.000,"Oct","2020","2020-10","10-05",True,10
2020-10-06 00:00:00.000,"Oct","2020","2020-10","10-06",True,10
2020-10-07 00:00:00.000,"Oct","2020","2020-10","10-07",True,10
2020-10-08 00:00:00.000,"Oct","2020","2020-10","10-08",True,10
2020-10-09 00:00:00.000,"Oct","2020","2020-10","10-09",True,10
2020-10-10 00:00:00.000,"Oct","2020","2020-10","10-10",False,10
2020-10-11 00:00:00.000,"Oct","2020","2020-10","10-11",False,10
2020-10-12 00:00:00.000,"Oct","2020","2020-10","10-12",True,10
2020-10-13 00:00:00.000,"Oct","2020","2020-10","10-13",True,10
2020-10-14 00:00:00.000,"Oct","2020","2020-10","10-14",True,10
2020-10-15 00:00:00.000,"Oct","2020","2020-10","10-15",True,10
2020-10-16 00:00:00.000,"Oct","2020","2020-10","10-16",True,10
2020-10-17 00:00:00.000,"Oct","2020","2020-10","10-17",False,10
2020-10-18 00:00:00.000,"Oct","2020","2020-10","10-18",False,10
2020-10-19 00:00:00.000,"Oct","2020","2020-10","10-19",True,10
2020-10-20 00:00:00.000,"Oct","2020","2020-10","10-20",True,10
2020-10-21 00:00:00.000,"Oct","2020","2020-10","10-21",True,10
2020-10-22 00:00:00.000,"Oct","2020","2020-10","10-22",True,10
2020-10-23 00:00:00.000,"Oct","2020","2020-10","10-23",True,10
2020-10-24 00:00:00.000,"Oct","2020","2020-10","10-24",False,10
2020-10-25 00:00:00.000,"Oct","2020","2020-10","10-25",False,10
2020-10-26 00:00:00.000,"Oct","2020","2020-10","10-26",True,10
2020-10-27 00:00:00.000,"Oct","2020","2020-10","10-27",True,10
2020-10-28 00:00:00.000,"Oct","2020","2020-10","10-28",True,10
2020-10-29 00:00:00.000,"Oct","2020","2020-10","10-29",True,10
2020-10-30 00:00:00.000,"Oct","2020","2020-10","10-30",True,10
2020-10-31 00:00:00.000,"Oct","2020","2020-10","10-31",False,10
2020-11-01 00:00:00.000,"Nov","2020","2020-11","11-01",False,11
2020-11-02 00:00:00.000,"Nov","2020","2020-11","11-02",True,11
2020-11-03 00:00:00.000,"Nov","2020","2020-11","11-03",True,11
2020-11-04 00:00:00.000,"Nov","2020","2020-11","11-04",True,11
2020-11-05 00:00:00.000,"Nov","2020","2020-11","11-05",True,11
2020-11-06 00:00:00.000,"Nov","2020","2020-11","11-06",True,11
2020-11-07 00:00:00.000,"Nov","2020","2020-11","11-07",False,11
2020-11-08 00:00:00.000,"Nov","2020","2020-11","11-08",False,11
2020-11-09 00:00:00.000,"Nov","2020","2020-11","11-09",True,11
2020-11-10 00:00:00.000,"Nov","2020","2020-11","11-10",True,11
2020-11-11 00:00:00.000,"Nov","2020","2020-11","11-11",True,11
2020-11-12 00:00:00.000,"Nov","2020","2020-11","11-12",True,11
2020-11-13 00:00:00.000,"Nov","2020","2020-11","11-13",True,11
2020-11-14 00:00:00.000,"Nov","2020","2020-11","11-14",False,11
2020-11-15 00:00:00.000,"Nov","2020","2020-11","11-15",False,11
2020-11-16 00:00:00.000,"Nov","2020","2020-11","11-16",True,11
2020-11-17 00:00:00.000,"Nov","2020","2020-11","11-17",True,11
2020-11-18 00:00:00.000,"Nov","2020","2020-11","11-18",True,11
2020-11-19 00:00:00.000,"Nov","2020","2020-11","11-19",True,11
2020-11-20 00:00:00.000,"Nov","2020","2020-11","11-20",True,11
2020-11-21 00:00:00.000,"Nov","2020","2020-11","11-21",False,11
2020-11-22 00:00:00.000,"Nov","2020","2020-11","11-22",False,11
2020-11-23 00:00:00.000,"Nov","2020","2020-11","11-23",True,11
2020-11-24 00:00:00.000,"Nov","2020","2020-11","11-24",True,11
2020-11-25 00:00:00.000,"Nov","2020","2020-11","11-25",True,11
2020-11-26 00:00:00.000,"Nov","2020","2020-11","11-26",True,11
2020-11-27 00:00:00.000,"Nov","2020","2020-11","11-27",True,11
2020-11-28 00:00:00.000,"Nov","2020","2020-11","11-28",False,11
2020-11-29 00:00:00.000,"Nov","2020","2020-11","11-29",False,11
2020-11-30 00:00:00.000,"Nov","2020","2020-11","11-30",True,11
2020-12-01 00:00:00.000,"Dec","2020","2020-12","12-01",True,12
2020-12-02 00:00:00.000,"Dec","2020","2020-12","12-02",True,12
2020-12-03 00:00:00.000,"Dec","2020","2020-12","12-03",True,12
2020-12-04 00:00:00.000,"Dec","2020","2020-12","12-04",True,12
2020-12-05 00:00:00.000,"Dec","2020","2020-12","12-05",False,12
2020-12-06 00:00:00.000,"Dec","2020","2020-12","12-06",False,12
2020-12-07 00:00:00.000,"Dec","2020","2020-12","12-07",True,12
2020-12-08 00:00:00.000,"Dec","2020","2020-12","12-08",True,12
2020-12-09 00:00:00.000,"Dec","2020","2020-12","12-09",True,12
2020-12-10 00:00:00.000,"Dec","2020","2020-12","12-10",True,12
2020-12-11 00:00:00.000,"Dec","2020","2020-12","12-11",True,12
2020-12-12 00:00:00.000,"Dec","2020","2020-12","12-12",False,12
2020-12-13 00:00:00.000,"Dec","2020","2020-12","12-13",False,12
2020-12-14 00:00:00.000,"Dec","2020","2020-12","12-14",True,12
2020-12-15 00:00:00.000,"Dec","2020","2020-12","12-15",True,12
2020-12-16 00:00:00.000,"Dec","2020","2020-12","12-16",True,12
2020-12-17 00:00:00.000,"Dec","2020","2020-12","12-17",True,12
2020-12-18 00:00:00.000,"Dec","2020","2020-12","12-18",True,12
2020-12-19 00:00:00.000,"Dec","2020","2020-12","12-19",False,12
2020-12-20 00:00:00.000,"Dec","2020","2020-12","12-20",False,12
2020-12-21 00:00:00.000,"Dec","2020","2020-12","12-21",True,12
2020-12-22 00:00:00.000,"Dec","2020","2020-12","12-22",True,12
2020-12-23 00:00:00.000,"Dec","2020","2020-12","12-23",True,12
2020-12-24 00:00:00.000,"Dec","2020","2020-12","12-24",True,12
2020-12-25 00:00:00.000,"Dec","2020","2020-12","12-25",True,12
2020-12-26 00:00:00.000,"Dec","2020","2020-12","12-26",False,12
2020-12-27 00:00:00.000,"Dec","2020","2020-12","12-27",False,12
2020-12-28 00:00:00.000,"Dec","2020","2020-12","12-28",True,12
2020-12-29 00:00:00.000,"Dec","2020","2020-12","12-29",True,12
2020-12-30 00:00:00.000,"Dec","2020","2020-12","12-30",True,12
2020-12-31 00:00:00.000,"Dec","2020","2020-12","12-31",True,12
2021-01-01 00:00:00.000,"Jan","2021","2021-01","01-01",True,1
2021-01-02 00:00:00.000,"Jan","2021","2021-01","01-02",False,1
2021-01-03 00:00:00.000,"Jan","2021","2021-01","01-03",False,1
2021-01-04 00:00:00.000,"Jan","2021","2021-01","01-04",True,1
2021-01-05 00:00:00.000,"Jan","2021","2021-01","01-05",True,1
2021-01-06 00:00:00.000,"Jan","2021","2021-01","01-06",True,1
2021-01-07 00:00:00.000,"Jan","2021","2021-01","01-07",True,1
2021-01-08 00:00:00.000,"Jan","2021","2021-01","01-08",True,1
2021-01-09 00:00:00.000,"Jan","2021","2021-01","01-09",False,1
2021-01-10 00:00:00.000,"Jan","2021","2021-01","01-10",False,1
2021-01-11 00:00:00.000,"Jan","2021","2021-01","01-11",True,1
2021-01-12 00:00:00.000,"Jan","2021","2021-01","01-12",True,1
2021-01-13 00:00:00.000,"Jan","2021","2021-01","01-13",True,1
2021-01-14 00:00:00.000,"Jan","2021","2021-01","01-14",True,1
2021-01-15 00:00:00.000,"Jan","2021","2021-01","01-15",True,1
2021-01-16 00:00:00.000,"Jan","2021","2021-01","01-16",False,1
2021-01-17 00:00:00.000,"Jan","2021","2021-01","01-17",False,1
2021-01-18 00:00:00.000,"Jan","2021","2021-01","01-18",True,1
2021-01-19 00:00:00.000,"Jan","2021","2021-01","01-19",True,1
2021-01-20 00:00:00.000,"Jan","2021","2021-01","01-20",True,1
2021-01-21 00:00:00.000,"Jan","2021","2021-01","01-21",True,1
2021-01-22 00:00:00.000,"Jan","2021","2021-01","01-22",True,1
