TestID,EquipmentID,SONumber,FCID,CompleteFlag,PmID,HoldUserID,CreateTime,inactive,CompleteTime,CompleteFlag1,CompleteFlag2,CompleteFlag3,CompleteTime1,CompleteTime2,CompleteTime3,LPR,PlnLaunch,PlnModTstStat,PlnMfgComp,LmkShipDate,STD,MCSD,Index,Group,CompleteTime2 Date/Time,Complete Time 2 Final,complete Time2 Time
1180,2,"94252","183161",1,5,,2018-08-31 13:38:55.003,0,2018-09-10 12:56:38.250,1,1,1,,2018-09-10 00:00:00.000,,"",,,,,,,44,"Altus",2018-09-10 12:56:38.250,2018-09-10 00:00:00.000,1899-12-30 12:56:38.000
1181,2,"94252","183161",1,2,,2018-08-31 14:25:06.186,0,2018-09-14 20:30:23.116,1,1,1,,2018-09-14 00:00:00.000,,"",,,,,,,45,"Altus",2018-09-14 20:30:23.116,2018-09-14 00:00:00.000,1899-12-30 20:30:23.000
1183,2,"94194","183159",1,3,,2018-09-03 15:57:21.663,0,2018-09-13 10:45:16.736,1,1,1,,2018-09-13 00:00:00.000,,"",,,,,,,46,"Altus",2018-09-13 10:45:16.736,2018-09-13 00:00:00.000,1899-12-30 10:45:17.000
1184,2,"94194","183159",1,4,,2018-09-04 19:26:45.000,0,2018-09-12 15:45:32.660,1,1,1,,2018-09-12 00:00:00.000,,"",,,,,,,47,"Altus",2018-09-12 15:45:32.660,2018-09-12 00:00:00.000,1899-12-30 15:45:33.000
1185,2,"94194","183159",1,5,,2018-09-05 11:20:33.870,0,2018-09-13 11:30:37.486,1,1,1,,2018-09-13 00:00:00.000,,"",,,,,,,48,"Altus",2018-09-13 11:30:37.486,2018-09-13 00:00:00.000,1899-12-30 11:30:37.000
1195,2,"94460","182227",1,2,,2018-09-12 21:14:48.196,0,2018-11-05 11:39:56.673,1,1,1,,2018-11-05 00:00:00.000,,"",,,,,,,55,"Altus",2018-11-05 11:39:56.673,2018-11-05 00:00:00.000,1899-12-30 11:39:57.000
1196,2,"94460","182227",1,3,,2018-09-12 21:41:39.890,0,2018-10-08 08:49:10.010,1,1,1,,2018-10-08 00:00:00.000,,"",,,,,,,56,"Altus",2018-10-08 08:49:10.010,2018-10-07 00:00:00.000,1899-12-30 08:49:10.000
1200,2,"94461","183162",1,1,,2018-09-13 15:49:18.890,0,2018-10-10 06:34:13.103,1,1,1,,2018-10-10 00:00:00.000,,"",,,,,,,59,"Altus",2018-10-10 06:34:13.103,2018-10-09 00:00:00.000,1899-12-30 06:34:13.000
1201,2,"94460","182227",1,1,,2018-09-13 16:01:10.853,0,2018-09-20 16:14:10.263,1,1,1,,2018-09-20 00:00:00.000,,"",,,,,,,60,"Altus",2018-09-20 16:14:10.263,2018-09-20 00:00:00.000,1899-12-30 16:14:10.000
1202,2,"94461","183162",1,2,,2018-09-18 16:48:20.923,0,2018-10-10 20:23:15.210,1,1,1,,2018-10-10 00:00:00.000,,"",,,,,,,61,"Altus",2018-10-10 20:23:15.210,2018-10-10 00:00:00.000,1899-12-30 20:23:15.000
1205,2,"94461","183162",1,3,,2018-09-19 19:28:50.643,0,2018-10-15 21:59:55.190,1,1,1,,2018-10-15 00:00:00.000,,"",,,,,,,62,"Altus",2018-10-15 21:59:55.190,2018-10-15 00:00:00.000,1899-12-30 21:59:55.000
1222,2,"96199","184011",1,2,,2018-10-11 14:54:20.110,0,2018-10-24 17:09:32.286,1,1,1,,2018-10-24 00:00:00.000,,"",,,,,,,75,"Altus",2018-10-24 17:09:32.286,2018-10-24 00:00:00.000,1899-12-30 17:09:32.000
1224,2,"96199","184011",1,1,,2018-10-12 06:35:13.666,0,2018-10-22 14:40:44.440,1,1,1,,2018-10-22 00:00:00.000,,"",,,,,,,76,"Altus",2018-10-22 14:40:44.440,2018-10-22 00:00:00.000,1899-12-30 14:40:44.000
1225,2,"96199","184011",1,3,,2018-10-15 09:54:33.710,0,2018-10-24 21:34:06.930,1,1,1,,2018-10-24 00:00:00.000,,"",,,,,,,77,"Altus",2018-10-24 21:34:06.930,2018-10-24 00:00:00.000,1899-12-30 21:34:07.000
1232,2,"96037","183163",1,1,,2018-10-16 22:02:55.603,0,2018-10-25 18:52:34.943,1,1,1,,2018-10-25 00:00:00.000,,"",,,,,,,82,"Altus",2018-10-25 18:52:34.943,2018-10-25 00:00:00.000,1899-12-30 18:52:35.000
1238,2,"96037","183163",1,2,,2018-10-18 14:18:48.223,0,2018-10-29 13:03:19.090,1,1,1,,2018-10-29 00:00:00.000,,"",,,,,,,85,"Altus",2018-10-29 13:03:19.090,2018-10-29 00:00:00.000,1899-12-30 13:03:19.000
1239,2,"96037","183163",1,3,,2018-10-18 16:19:45.790,0,2018-10-29 22:09:33.043,1,1,1,,2018-10-29 00:00:00.000,,"",,,,,,,86,"Altus",2018-10-29 22:09:33.043,2018-10-29 00:00:00.000,1899-12-30 22:09:33.000
1242,2,"96198","189944",1,2,,2018-10-22 17:33:03.166,0,2018-11-05 06:20:54.056,1,1,1,,2018-11-05 00:00:00.000,,"",,,,,,,89,"Altus",2018-11-05 06:20:54.056,2018-11-04 00:00:00.000,1899-12-30 06:20:54.000
1244,2,"96198","189944",1,1,,2018-10-23 15:00:13.573,0,2018-11-01 21:49:10.103,1,1,1,,2018-11-01 00:00:00.000,,"",,,,,,,90,"Altus",2018-11-01 21:49:10.103,2018-11-01 00:00:00.000,1899-12-30 21:49:10.000
1246,2,"96049","183170",1,1,,2018-10-24 19:16:29.210,0,2018-11-01 06:51:01.810,1,1,1,,2018-11-01 00:00:00.000,,"",,,,,,,92,"Altus",2018-11-01 06:51:01.810,2018-10-31 00:00:00.000,1899-12-30 06:51:02.000
1248,2,"96198","189944",1,3,,2018-10-25 14:14:34.116,0,2018-11-05 11:39:17.683,1,1,1,,2018-11-05 00:00:00.000,,"",,,,,,,93,"Altus",2018-11-05 11:39:17.683,2018-11-05 00:00:00.000,1899-12-30 11:39:18.000
1250,2,"96049","183170",1,2,,2018-10-26 06:58:49.096,0,2018-11-02 21:45:09.413,1,1,1,,2018-11-02 00:00:00.000,,"",,,,,,,94,"Altus",2018-11-02 21:45:09.413,2018-11-02 00:00:00.000,1899-12-30 21:45:09.000
1252,2,"96049","183170",1,3,,2018-10-26 17:18:24.263,0,2018-11-05 18:40:51.586,1,1,1,,2018-11-05 00:00:00.000,,"",,,,,,,96,"Altus",2018-11-05 18:40:51.586,2018-11-05 00:00:00.000,1899-12-30 18:40:52.000
1254,2,"96066","183168",1,1,,2018-10-29 20:04:46.910,0,2018-11-06 21:55:07.873,1,1,1,,2018-11-06 00:00:00.000,,"",,,,,,,98,"Altus",2018-11-06 21:55:07.873,2018-11-06 00:00:00.000,1899-12-30 21:55:08.000
1257,2,"96066","183168",1,2,,2018-10-31 10:54:39.183,0,2018-11-12 09:09:47.883,1,1,1,,2018-11-12 00:00:00.000,,"",,,,,,,100,"Altus",2018-11-12 09:09:47.883,2018-11-12 00:00:00.000,1899-12-30 09:09:48.000
1258,2,"96066","183168",1,3,,2018-10-31 19:55:40.696,0,2018-11-09 21:44:40.693,1,1,1,,2018-11-09 00:00:00.000,,"",,,,,,,101,"Altus",2018-11-09 21:44:40.693,2018-11-09 00:00:00.000,1899-12-30 21:44:41.000
1259,2,"96336","182229",1,1,,2018-11-02 06:48:27.523,0,2018-11-12 21:41:46.386,1,1,1,,2018-11-12 00:00:00.000,,"",,,,,,,102,"Altus",2018-11-12 21:41:46.386,2018-11-12 00:00:00.000,1899-12-30 21:41:46.000
1260,2,"96336","182229",1,2,,2018-11-05 06:22:15.273,0,2018-11-12 21:36:49.783,1,1,1,,2018-11-12 00:00:00.000,,"",,,,,,,103,"Altus",2018-11-12 21:36:49.783,2018-11-12 00:00:00.000,1899-12-30 21:36:50.000
1261,2,"96336","182229",1,3,,2018-11-05 06:45:49.320,0,2018-11-12 19:14:00.353,1,1,1,,2018-11-12 00:00:00.000,,"",,,,,,,104,"Altus",2018-11-12 19:14:00.353,2018-11-12 00:00:00.000,1899-12-30 19:14:00.000
1264,2,"96085","183169",1,1,,2018-11-07 21:32:35.436,0,2018-11-15 06:15:51.286,1,1,1,,2018-11-15 00:00:00.000,,"",,,,,,,107,"Altus",2018-11-15 06:15:51.286,2018-11-14 00:00:00.000,1899-12-30 06:15:51.000
1265,2,"96085","183169",1,3,,2018-11-08 19:37:59.786,0,2018-11-19 21:38:47.380,1,1,1,,2018-11-19 00:00:00.000,,"",,,,,,,108,"Altus",2018-11-19 21:38:47.380,2018-11-19 00:00:00.000,1899-12-30 21:38:47.000
1266,2,"96085","183169",1,2,,2018-11-09 14:19:15.206,0,2018-11-19 14:49:50.606,1,1,1,,2018-11-19 00:00:00.000,,"",,,,,,,109,"Altus",2018-11-19 14:49:50.606,2018-11-19 00:00:00.000,1899-12-30 14:49:51.000
1267,2,"96197","183171",1,1,,2018-11-12 19:20:37.356,0,2018-11-19 17:22:25.023,1,1,1,,2018-11-19 00:00:00.000,,"",,,,,,,110,"Altus",2018-11-19 17:22:25.023,2018-11-19 00:00:00.000,1899-12-30 17:22:25.000
1268,2,"96197","183171",1,2,,2018-11-13 11:00:04.736,0,2018-11-21 14:14:53.136,1,1,1,,2018-11-21 00:00:00.000,,"",,,,,,,111,"Altus",2018-11-21 14:14:53.136,2018-11-21 00:00:00.000,1899-12-30 14:14:53.000
1270,2,"96197","183171",1,3,,2018-11-13 21:09:44.143,0,2018-11-21 19:39:48.350,1,1,1,,2018-11-21 00:00:00.000,,"",,,,,,,113,"Altus",2018-11-21 19:39:48.350,2018-11-21 00:00:00.000,1899-12-30 19:39:48.000
1273,2,"97787","191533",1,2,,2018-11-19 19:27:51.973,0,2018-11-29 21:34:03.970,1,1,1,,2018-11-29 00:00:00.000,,"",,,,,,,116,"Altus",2018-11-29 21:34:03.970,2018-11-29 00:00:00.000,1899-12-30 21:34:04.000
1274,2,"97787","191533",1,1,,2018-11-20 11:03:31.026,0,2018-11-30 11:28:50.620,1,1,1,,2018-11-30 00:00:00.000,,"",,,,,,,117,"Altus",2018-11-30 11:28:50.620,2018-11-30 00:00:00.000,1899-12-30 11:28:51.000
1276,2,"97787","191533",1,3,,2018-11-21 13:26:44.316,0,2018-11-30 11:27:17.856,1,1,1,,2018-11-30 00:00:00.000,,"",,,,,,,119,"Altus",2018-11-30 11:27:17.856,2018-11-30 00:00:00.000,1899-12-30 11:27:18.000
1279,2,"97739","189945",1,1,,2018-11-26 19:10:18.226,0,2018-12-05 11:37:47.140,1,1,1,,2018-12-05 00:00:00.000,,"",,,,,,,122,"Altus",2018-12-05 11:37:47.140,2018-12-05 00:00:00.000,1899-12-30 11:37:47.000
1282,2,"97739","189945",1,2,,2018-11-27 19:00:18.856,0,2018-12-07 16:38:39.946,1,1,1,,2018-12-07 00:00:00.000,,"",,,,,,,124,"Altus",2018-12-07 16:38:39.946,2018-12-07 00:00:00.000,1899-12-30 16:38:40.000
1283,2,"97739","189945",1,3,,2018-11-28 17:12:38.676,0,2019-01-17 06:18:37.330,1,1,1,,2019-01-17 00:00:00.000,,"",,,,,,,125,"Altus",2019-01-17 06:18:37.330,2019-01-16 00:00:00.000,1899-12-30 06:18:37.000
1292,2,"97738","191535",1,1,,2018-12-06 14:07:45.516,0,2018-12-19 13:26:25.170,1,1,1,,2018-12-19 00:00:00.000,,"",,,,,,,133,"Altus",2018-12-19 13:26:25.170,2018-12-19 00:00:00.000,1899-12-30 13:26:25.000
1294,2,"97738","191535",1,2,,2018-12-10 13:31:46.613,0,2018-12-18 11:37:23.426,1,1,1,,2018-12-18 00:00:00.000,,"",,,,,,,135,"Altus",2018-12-18 11:37:23.426,2018-12-18 00:00:00.000,1899-12-30 11:37:23.000
1295,2,"97738","191535",1,3,,2018-12-10 21:28:12.686,0,2019-01-04 06:25:45.190,1,1,1,,2019-01-04 00:00:00.000,,"",,,,,,,136,"Altus",2019-01-04 06:25:45.190,2019-01-03 00:00:00.000,1899-12-30 06:25:45.000
1304,2,"A0658","193732",1,1,,2018-12-14 14:20:05.206,0,2019-01-08 21:35:28.430,1,1,1,,2019-01-08 00:00:00.000,,"",,,,,,,142,"Altus",2019-01-08 21:35:28.430,2019-01-08 00:00:00.000,1899-12-30 21:35:28.000
1308,2,"97745","195651",1,1,,2019-01-02 06:37:04.400,0,2019-01-09 21:52:40.556,1,1,1,,2019-01-09 00:00:00.000,,"",,,,,,,145,"Altus",2019-01-09 21:52:40.556,2019-01-09 00:00:00.000,1899-12-30 21:52:41.000
1309,2,"97745","195651",1,2,,2019-01-02 09:49:17.243,0,2019-01-09 09:59:03.663,1,1,1,,2019-01-09 00:00:00.000,,"",,,,,,,146,"Altus",2019-01-09 09:59:03.663,2019-01-09 00:00:00.000,1899-12-30 09:59:04.000
1310,2,"97745","195651",1,3,,2019-01-02 14:33:46.120,0,2019-01-09 21:39:22.396,1,1,1,,2019-01-09 00:00:00.000,,"",,,,,,,147,"Altus",2019-01-09 21:39:22.396,2019-01-09 00:00:00.000,1899-12-30 21:39:22.000
1312,2,"A0825","194533",1,1,,2019-01-04 06:35:45.236,0,2019-02-07 09:45:33.250,1,1,1,,2019-02-07 00:00:00.000,,"",,,,,,,149,"Altus",2019-02-07 09:45:33.250,2019-02-07 00:00:00.000,1899-12-30 09:45:33.000
1313,2,"A0825","194533",1,2,,2019-01-07 11:32:12.676,0,2019-01-17 14:57:43.173,1,1,1,,2019-01-17 00:00:00.000,,"",,,,,,,150,"Altus",2019-01-17 14:57:43.173,2019-01-17 00:00:00.000,1899-12-30 14:57:43.000
1316,2,"A0825","194533",1,3,,2019-01-08 14:04:44.760,0,2019-01-18 13:01:33.946,1,1,1,,2019-01-18 00:00:00.000,,"",,,,,,,153,"Altus",2019-01-18 13:01:33.946,2019-01-18 00:00:00.000,1899-12-30 13:01:34.000
1323,2,"A0785","194534",1,2,,2019-01-15 16:05:05.446,0,2019-01-24 14:23:43.580,1,1,1,,2019-01-24 00:00:00.000,,"",,,,,,,160,"Altus",2019-01-24 14:23:43.580,2019-01-24 00:00:00.000,1899-12-30 14:23:44.000
1325,2,"A0785","194534",1,1,,2019-01-15 20:27:53.316,0,2019-01-24 20:55:46.586,1,1,1,,2019-01-24 00:00:00.000,,"",,,,,,,162,"Altus",2019-01-24 20:55:46.586,2019-01-24 00:00:00.000,1899-12-30 20:55:47.000
1326,2,"A0785","194534",1,3,,2019-01-17 09:51:18.460,0,2019-01-29 13:17:02.883,1,1,1,,2019-01-29 00:00:00.000,,"",,,,,,,163,"Altus",2019-01-29 13:17:02.883,2019-01-29 00:00:00.000,1899-12-30 13:17:03.000
1328,2,"A0786","188550",1,1,,2019-01-17 21:11:13.403,0,2019-01-30 20:09:05.353,1,1,1,,2019-01-30 00:00:00.000,,"",,,,,,,165,"Altus",2019-01-30 20:09:05.353,2019-01-30 00:00:00.000,1899-12-30 20:09:05.000
1329,2,"A0786","188550",1,2,,2019-01-18 13:59:06.726,0,2019-01-31 11:21:22.136,1,1,1,,2019-01-31 00:00:00.000,,"",,,,,,,166,"Altus",2019-01-31 11:21:22.136,2019-01-31 00:00:00.000,1899-12-30 11:21:22.000
1330,2,"A0786","188550",1,3,,2019-01-18 21:00:22.273,0,2019-01-28 21:26:44.053,1,1,1,,2019-01-28 00:00:00.000,,"",,,,,,,167,"Altus",2019-01-28 21:26:44.053,2019-01-28 00:00:00.000,1899-12-30 21:26:44.000
1338,2,"A0707","193724",1,1,,2019-01-29 14:41:31.010,0,2019-02-18 17:03:31.083,1,1,1,,2019-02-18 00:00:00.000,,"",,,,,,,172,"Altus",2019-02-18 17:03:31.083,2019-02-18 00:00:00.000,1899-12-30 17:03:31.000
1343,2,"97745","191538",1,2,,2019-02-08 11:36:00.150,0,2019-02-20 21:34:58.366,1,1,1,,2019-02-20 00:00:00.000,,"",,,,,,,177,"Altus",2019-02-20 21:34:58.366,2019-02-20 00:00:00.000,1899-12-30 21:34:58.000
1345,2,"97745","191538",1,1,,2019-02-08 20:56:39.746,0,2019-02-20 11:47:50.543,1,1,1,,2019-02-20 00:00:00.000,,"",,,,,,,179,"Altus",2019-02-20 11:47:50.543,2019-02-20 00:00:00.000,1899-12-30 11:47:51.000
1348,2,"97745","191538",1,4,,2019-02-12 17:12:05.243,0,2019-05-27 09:40:51.146,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,182,"Altus",2019-05-27 09:40:51.146,2019-05-27 00:00:00.000,1899-12-30 09:40:51.000
1360,2,"A1062","183167",1,1,,2019-02-27 09:36:07.110,0,2019-03-13 10:42:31.930,1,1,1,,2019-03-13 00:00:00.000,,"",,,,,,,192,"Altus",2019-03-13 10:42:31.930,2019-03-13 00:00:00.000,1899-12-30 10:42:32.000
1363,2,"A1062","183167",1,2,,2019-02-28 13:38:56.876,0,2019-03-12 21:44:52.520,1,1,1,,2019-03-12 00:00:00.000,,"",,,,,,,194,"Altus",2019-03-12 21:44:52.520,2019-03-12 00:00:00.000,1899-12-30 21:44:53.000
1369,2,"A1062","183167",1,3,,2019-03-06 09:42:59.300,0,2019-03-14 08:50:48.543,1,1,1,,2019-03-14 00:00:00.000,,"",,,,,,,199,"Altus",2019-03-14 08:50:48.543,2019-03-13 00:00:00.000,1899-12-30 08:50:49.000
1371,2,"A1933","190269",1,3,,2019-03-07 13:23:49.170,0,2019-03-15 16:34:19.946,1,1,1,,2019-03-15 00:00:00.000,,"",,,,,,,201,"Altus",2019-03-15 16:34:19.946,2019-03-15 00:00:00.000,1899-12-30 16:34:20.000
1373,2,"A1933","190269",1,1,,2019-03-08 16:15:08.146,0,2019-05-27 10:58:05.356,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,203,"Altus",2019-05-27 10:58:05.356,2019-05-27 00:00:00.000,1899-12-30 10:58:05.000
1374,2,"A1933","190269",1,2,,2019-03-11 07:14:46.563,0,2019-03-20 07:12:23.656,1,1,1,,2019-03-20 00:00:00.000,,"",,,,,,,204,"Altus",2019-03-20 07:12:23.656,2019-03-19 00:00:00.000,1899-12-30 07:12:24.000
1379,2,"15870","193522",1,1,,2019-03-12 13:58:03.216,0,2019-05-27 13:16:28.143,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,205,"Altus",2019-05-27 13:16:28.143,2019-05-27 00:00:00.000,1899-12-30 13:16:28.000
1380,2,"15870","193522",1,2,,2019-03-12 14:44:03.880,0,2019-05-27 13:16:09.803,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,206,"Altus",2019-05-27 13:16:09.803,2019-05-27 00:00:00.000,1899-12-30 13:16:10.000
1382,2,"15870","193522",1,3,,2019-03-13 09:51:31.293,0,2019-05-27 13:19:26.436,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,208,"Altus",2019-05-27 13:19:26.436,2019-05-27 00:00:00.000,1899-12-30 13:19:26.000
1400,2,"A3725","188654",1,2,,2019-04-01 09:19:36.860,0,2019-04-11 09:37:30.456,1,1,1,,2019-04-11 00:00:00.000,,"",,,,,,,221,"Altus",2019-04-11 09:37:30.456,2019-04-11 00:00:00.000,1899-12-30 09:37:30.000
1402,2,"A3725","188654",1,3,,2019-04-01 18:57:01.683,0,2019-04-11 08:37:24.920,1,1,1,,2019-04-11 00:00:00.000,,"",,,,,,,222,"Altus",2019-04-11 08:37:24.920,2019-04-10 00:00:00.000,1899-12-30 08:37:25.000
1405,2,"A3725","188654",1,4,,2019-04-04 15:49:04.693,0,2019-04-18 21:02:49.166,1,1,1,,2019-04-18 00:00:00.000,,"",,,,,,,224,"Altus",2019-04-18 21:02:49.166,2019-04-18 00:00:00.000,1899-12-30 21:02:49.000
1410,2,"A3674","193134",1,1,,2019-04-08 09:43:40.560,0,2019-04-17 20:59:21.096,1,1,1,,2019-04-17 00:00:00.000,,"",,,,,,,228,"Altus",2019-04-17 20:59:21.096,2019-04-17 00:00:00.000,1899-12-30 20:59:21.000
1414,2,"A3674","193134",1,2,,2019-04-15 06:18:53.470,0,2019-04-29 21:50:57.690,1,1,1,,2019-04-29 00:00:00.000,,"",,,,,,,231,"Altus",2019-04-29 21:50:57.690,2019-04-29 00:00:00.000,1899-12-30 21:50:58.000
1415,2,"A3674","193134",1,3,,2019-04-15 06:21:12.383,0,2019-05-03 07:15:48.673,1,1,1,,2019-05-03 00:00:00.000,,"",,,,,,,232,"Altus",2019-05-03 07:15:48.673,2019-05-02 00:00:00.000,1899-12-30 07:15:49.000
1432,2,"A4116","195065B",1,2,,2019-04-30 16:10:26.663,0,2019-05-17 16:15:49.040,1,1,1,,2019-05-17 00:00:00.000,,"",,,,,,,248,"Altus",2019-05-17 16:15:49.040,2019-05-17 00:00:00.000,1899-12-30 16:15:49.000
1433,2,"A4116","195065",1,2,,2019-05-03 14:59:06.153,0,2019-05-22 22:02:54.430,1,1,1,,2019-05-22 00:00:00.000,,"",,,,,,,249,"Altus",2019-05-22 22:02:54.430,2019-05-22 00:00:00.000,1899-12-30 22:02:54.000
1434,2,"A4380","196618",1,1,,2019-05-07 10:57:03.970,0,2019-05-27 09:34:58.443,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,250,"Altus",2019-05-27 09:34:58.443,2019-05-27 00:00:00.000,1899-12-30 09:34:58.000
1436,2,"A4380","196618",1,2,,2019-05-08 16:49:46.783,0,2019-05-23 16:03:52.320,1,1,1,,2019-05-23 00:00:00.000,,"",,,,,,,252,"Altus",2019-05-23 16:03:52.320,2019-05-23 00:00:00.000,1899-12-30 16:03:52.000
1438,2,"A4380","196618",1,3,,2019-05-09 14:46:05.106,0,2019-05-21 11:15:18.666,1,1,1,,2019-05-21 00:00:00.000,,"",,,,,,,254,"Altus",2019-05-21 11:15:18.666,2019-05-21 00:00:00.000,1899-12-30 11:15:19.000
1439,2,"A4383","196619",1,1,,2019-05-10 19:03:40.860,0,2019-05-21 13:27:01.810,1,1,1,,2019-05-21 00:00:00.000,,"",,,,,,,255,"Altus",2019-05-21 13:27:01.810,2019-05-21 00:00:00.000,1899-12-30 13:27:02.000
1440,2,"A4383","196619",1,2,,2019-05-13 19:27:56.436,0,2019-05-21 09:52:00.426,1,1,1,,2019-05-21 00:00:00.000,,"",,,,,,,256,"Altus",2019-05-21 09:52:00.426,2019-05-21 00:00:00.000,1899-12-30 09:52:00.000
1441,2,"A4383","196619",1,3,,2019-05-14 13:41:21.020,0,2019-05-23 22:01:53.686,1,1,1,,2019-05-23 00:00:00.000,,"",,,,,,,257,"Altus",2019-05-23 22:01:53.686,2019-05-23 00:00:00.000,1899-12-30 22:01:54.000
1443,2,"16102","193350",1,3,,2019-05-16 15:10:10.183,0,2019-05-27 22:09:49.950,1,1,1,,2019-05-27 00:00:00.000,,"",,,,,,,259,"Altus",2019-05-27 22:09:49.950,2019-05-27 00:00:00.000,1899-12-30 22:09:50.000
1444,2,"16102","193350",1,2,,2019-05-16 15:20:56.050,0,2019-05-30 16:08:50.196,1,1,1,,2019-05-30 00:00:00.000,,"",,,,,,,260,"Altus",2019-05-30 16:08:50.196,2019-05-30 00:00:00.000,1899-12-30 16:08:50.000
1445,2,"A4116","195065",1,3,,2019-05-17 07:16:20.383,0,2019-05-24 19:40:21.683,1,1,1,,2019-05-24 00:00:00.000,,"",,,,,,,261,"Altus",2019-05-24 19:40:21.683,2019-05-24 00:00:00.000,1899-12-30 19:40:22.000
1453,2,"16102","193350",1,1,,2019-05-23 23:14:05.963,0,2019-05-31 20:49:32.473,1,1,1,,2019-05-31 00:00:00.000,,"",,,,,,,269,"Altus",2019-05-31 20:49:32.473,2019-05-31 00:00:00.000,1899-12-30 20:49:32.000
1472,2,"A5631","185377",1,1,,2019-06-24 18:37:07.763,0,2019-07-05 11:06:08.743,1,1,1,,2019-07-05 00:00:00.000,,"",,,,,,,287,"Altus",2019-07-05 11:06:08.743,2019-07-05 00:00:00.000,1899-12-30 11:06:09.000
1474,2,"A5631","185377",1,3,,2019-06-25 20:42:27.350,0,2019-07-10 13:46:02.820,1,1,1,,2019-07-10 00:00:00.000,,"",,,,,,,288,"Altus",2019-07-10 13:46:02.820,2019-07-10 00:00:00.000,1899-12-30 13:46:03.000
1476,2,"A5631","185377",1,2,,2019-06-26 08:52:55.120,0,2019-07-05 11:39:34.433,1,1,1,,2019-07-05 00:00:00.000,,"",,,,,,,290,"Altus",2019-07-05 11:39:34.433,2019-07-05 00:00:00.000,1899-12-30 11:39:34.000
1482,2,"A6011","196594",1,3,,2019-07-08 16:07:19.080,0,2019-07-17 06:25:48.746,1,1,1,,2019-07-17 00:00:00.000,,"",,,,,,,296,"Altus",2019-07-17 06:25:48.746,2019-07-16 00:00:00.000,1899-12-30 06:25:49.000
