show_id,type,title,date_added,release_year,rating,duration,movie_duration_mins,Content,movie_duration_mins (bins),release_year (bins)
"a5065","TV Show","The Rebel Princess",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a5075","TV Show","LooLoo Kids",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a5076","TV Show","LOL - Last One Laughing Spain",,2021,"16+","1 Season",1,"Amazon",0,2020
"a5080","TV Show","Finding You",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a5112","TV Show","Leo the Truck",,2021,"TV-Y","1 Season",1,"Amazon",0,2020
"a5122","TV Show","Distemper",,2021,"TV-PG","1 Season",1,"Amazon",0,2020
"a5132","TV Show","7 LOVE",,2021,"16+","1 Season",1,"Amazon",0,2020
"a5203","TV Show","Muffin Socks",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a5299","TV Show","Borat: VHS Cassette of Material Deemed “Sub-acceptable” By Kazakhstan Ministry of Censorship and Circumcision",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5369","TV Show","Steve and Maggie - Giggles Galore",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a5377","TV Show","DOM",,2021,"NR","1 Season",1,"Amazon",0,2020
"a5424","TV Show","Gattu, Chinkli Aur Adventures",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a5440","TV Show","LOL: Qui rit, sort!",,2021,"16+","1 Season",1,"Amazon",0,2020
"a5459","TV Show","Clarkson's Farm",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a5463","TV Show","Behind the Wheel",,2021,"TV-PG","1 Season",1,"Amazon",0,2020
"a5465","TV Show","Waking Up Eighty",,2021,"13+","1 Season",1,"Amazon",0,2020
"a5467","TV Show","Mother's Love",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5536","TV Show","Pinkfong! Learn Names with Hogi",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a5609","TV Show","When Eagles Dare: Crystal Palace F.C.",,2021,"TV-NR","1 Season",1,"Amazon",0,2020
"a5632","TV Show","Head Above Water",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a5634","TV Show","Elzaz",,2021,"16+","1 Season",1,"Amazon",0,2020
"a5657","TV Show","Jim Baugh Outdoors TV",,2021,"13+","1 Season",1,"Amazon",0,2020
"a5677","TV Show","Used and Borrowed Time",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5684","TV Show","Self (the Series)",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5698","TV Show","The Great Waves",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5699","TV Show","Southland Bounty Hunters",,2021,"16+","1 Season",1,"Amazon",0,2020
"a5701","TV Show","Rattan",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5726","TV Show","Chivas: El Rebaño Sagrado",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a5756","TV Show","Yes & Yoga",,2021,"7+","1 Season",1,"Amazon",0,2020
"a5762","TV Show","Twelve Legend",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a5770","TV Show","The Red Box",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a5779","TV Show","The Bay: The Beginning",,2021,"13+","1 Season",1,"Amazon",0,2020
"a5794","TV Show","Please Feel At Ease, Mr. Ling",,2021,"7+","1 Season",1,"Amazon",0,2020
"a5846","TV Show","Qing Luo",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5860","TV Show","Douluo Continent",,2021,"13+","1 Season",1,"Amazon",0,2020
"a5862","TV Show","Decisions",,2021,"18+","1 Season",1,"Amazon",0,2020
"a5913","TV Show","Starting Up",,2021,"16+","1 Season",1,"Amazon",0,2020
"a5922","TV Show","September Mornings",,2021,"13+","1 Season",1,"Amazon",0,2020
"a5978","TV Show","""The Paramedic Angel""",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a5988","TV Show","Ryan Defrates: Secret Agent",,2021,"7+","1 Season",1,"Amazon",0,2020
"a5992","TV Show","Age of the Living Dead",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6011","TV Show","Hook City",,2021,"","1 Season",1,"Amazon",0,2020
"a6039","TV Show","Dough boy",,2021,"18+","1 Season",1,"Amazon",0,2020
"a6046","TV Show","Truth or Dare",,2021,"18+","1 Season",1,"Amazon",0,2020
"a6047","TV Show","The Pursuit of Love",,2021,"TV-PG","1 Season",1,"Amazon",0,2020
"a6086","TV Show","Luxe Listings Sydney",,2021,"NR","1 Season",1,"Amazon",0,2020
"a6111","TV Show","Steve and Maggie - Laugh and Learn",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a6120","TV Show","Mangiarancina Investigazioni",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6139","TV Show","The Gumboot Kids",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a6203","TV Show","The Incredible Stories of Bimi Boo and Friends",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a6270","TV Show","The Dance Of The Storm",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a635","TV Show","The Great Escapists",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6367","TV Show","DREAMS COME TRUE Prime Video Show",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6382","TV Show","Latin Flow (Original Spanish Audio)",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a6463","TV Show","Friendmates",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6467","TV Show","Badanamu Stories",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a6525","TV Show","Tales From the Stranger Side",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6540","TV Show","Pink - Love of Girls",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6557","TV Show","La Familia",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a6619","TV Show","To Dine For with Kate Sullivan",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a6629","TV Show","Series before 1C onboarding - 1",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6633","TV Show","Pinkfong! Job Songs",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a6639","TV Show","Ishida and Asakura",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6676","TV Show","Shadow Society",,2021,"18+","1 Season",1,"Amazon",0,2020
"a6736","TV Show","Pinkfong Arts & Crafts: Wonderstar",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a6760","TV Show","The Wolf Princess",,2021,"18+","1 Season",1,"Amazon",0,2020
"a6775","TV Show","Little Black Book",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6797","TV Show","Steve and Maggie - Funny Friends",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a6842","TV Show","The mystery of Dr. Zach",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6843","TV Show","The Moth Effect",,2021,"NR","1 Season",1,"Amazon",0,2020
"a6844","TV Show","The Gunrunner Billy Kane",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6864","TV Show","Car School",,2021,"TV-Y","1 Season",1,"Amazon",0,2020
"a6871","TV Show","Aham Bhramhasmi",,2021,"13+","1 Season",1,"Amazon",0,2020
"a6915","TV Show","Gourmet in Tang Dynasty",,2021,"18+","1 Season",1,"Amazon",0,2020
"a6917","TV Show","Enter the Mack",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a6922","TV Show","BuzzFeed Unsolved: True Crime",,2021,"16+","1 Season",1,"Amazon",0,2020
"a6959","TV Show","Funny Little Stories",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7085","TV Show","Baby Shark's Day at School",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a7143","TV Show","The Spot 313",,2021,"18+","1 Season",1,"Amazon",0,2020
"a7148","TV Show","The Coleman Show",,2021,"13+","1 Season",1,"Amazon",0,2020
"a7195","TV Show","S.O.Z: Soldiers or Zombies",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7205","TV Show","DFW The Series:Traffickers",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a7217","TV Show","Steve and Maggie - Sing and Shout",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a7218","TV Show","Series before 1C onboarding - 7",,2021,"18+","1 Season",1,"Amazon",0,2020
"a7251","TV Show","Weegies",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7276","TV Show","Pirate Treasure: 4k Restored Special Edition",,2021,"7+","1 Season",1,"Amazon",0,2020
"a7297","TV Show","The Sneaker Game",,2021,"18+","1 Season",1,"Amazon",0,2020
"a7320","TV Show","Clip: ACT 3 Series post 1C 2",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a7326","TV Show","Akedo: Ultimate Arcade Warriors",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a7348","TV Show","Bazukuru",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7361","TV Show","Hideaki Anno: The Final Challenge of Evangelion",,2021,"TV-NR","1 Season",1,"Amazon",0,2020
"a7376","TV Show","The G",,2021,"18+","1 Season",1,"Amazon",0,2020
"a7380","TV Show","Stand By Me",,2021,"18+","1 Season",1,"Amazon",0,2020
"a7411","TV Show","Dragon King Legend .Born Disappeared Martial Soul",,2021,"13+","1 Season",1,"Amazon",0,2020
"a7416","TV Show","Court Lady",,2021,"13+","1 Season",1,"Amazon",0,2020
"a7419","TV Show","Booba",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a7428","TV Show","A River Runs Through It",,2021,"18+","1 Season",1,"Amazon",0,2020
"a7489","TV Show","LuLaRich",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a7490","TV Show","LOL - Enga Siri Paappom",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7532","TV Show","Victoria Small",,2021,"TV-PG","1 Season",1,"Amazon",0,2020
"a7552","TV Show","Boris and Rufus",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a7563","TV Show","Pequeñas Victorias",,2021,"TV-PG","1 Season",1,"Amazon",0,2020
"a7569","TV Show","Lotus Cup Europe Championship",,2021,"TV-Y7","1 Season",1,"Amazon",0,2020
"a7571","TV Show","Hideaki ANNO and Hitoshi MATSUMOTO fireside chat",,2021,"13+","1 Season",1,"Amazon",0,2020
"a7612","TV Show","Rip the Falcon",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a7634","TV Show","Death and Compromise",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7781","TV Show","The Rev",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7796","TV Show","Mumbai Diaries",,2021,"16+","1 Season",1,"Amazon",0,2020
"a7837","TV Show","Rupi Kaur Live",,2021,"TV-NR","1 Season",1,"Amazon",0,2020
"a7843","TV Show","My Magic Pet Morphle - Songs for Kids",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a7904","TV Show","The Harvard Psychologist",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a7951","TV Show","Girl Chill",,2021,"13+","1 Season",1,"Amazon",0,2020
"a797","TV Show","Tell Me Your Secrets",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8127","TV Show","JARRETTS",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8148","TV Show","Chronofilm",,2021,"13+","1 Season",1,"Amazon",0,2020
"a815","TV Show","Tandav",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8161","TV Show","Back To The Rafters",,2021,"NR","1 Season",1,"Amazon",0,2020
"a8222","TV Show","YoYo",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8232","TV Show","The Wheel of Time",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a8371","TV Show","The Target List",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8416","TV Show","X-Ray 1C Test Title",,2021,"NR","1 Season",1,"Amazon",0,2020
"a8449","TV Show","All Or Nothing: Toronto Maple Leafs",,2021,"TV-14","1 Season",1,"Amazon",0,2020
"a8454","TV Show","Voltaire High",,2021,"18+","1 Season",1,"Amazon",0,2020
"a8474","TV Show","GD",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8478","TV Show","Club Mundo Kids",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8484","TV Show","The VAR Room",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8493","TV Show","MI HISTORIA",,2021,"TV-NR","1 Season",1,"Amazon",0,2020
"a8547","TV Show","Grenzlichter - Contact to the Otherworld",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8585","TV Show","Gali - Hell is Empty",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8595","TV Show","The Kings",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a8613","TV Show","Uprising",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8616","TV Show","Tugged",,2021,"18+","1 Season",1,"Amazon",0,2020
"a8664","TV Show","RE:TV",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8665","TV Show","Rafa Nadal Academy",,2021,"7+","1 Season",1,"Amazon",0,2020
"a8695","TV Show","Hargrave",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8709","TV Show","Clip: ACT 2 - Series 5",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8712","TV Show","Broker - 心跳源计划",,2021,"13+","1 Season",1,"Amazon",0,2020
"a8724","TV Show","Actuate algo",,2021,"13+","1 Season",1,"Amazon",0,2020
"a8725","TV Show","Act 6 - Series 2",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8726","TV Show","Act 6 - Series 1",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8727","TV Show","Act 5 - Series 2",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8729","TV Show","ACT 2 - Series 6",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8746","TV Show","Double Tap",,2021,"18+","1 Season",1,"Amazon",0,2020
"a8747","TV Show","Dinner Club",,2021,"TV-G","1 Season",1,"Amazon",0,2020
"a8753","TV Show","ACT 2 - Series 9",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8754","TV Show","ACT 2 - Series 7",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8760","TV Show","ACT 2 - Series 8",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8764","TV Show","ACT 2 - Series 10",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8787","TV Show","Pinkfong! Healthy Habit Songs",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8840","TV Show","Intrusion",,2021,"18+","1 Season",1,"Amazon",0,2020
"a8852","TV Show","Advancements",,2021,"13+","1 Season",1,"Amazon",0,2020
"a8854","TV Show","Titipo Titipo",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a8862","TV Show","Love Story of Court Enemies",,2021,"13+","1 Season",1,"Amazon",0,2020
"a8863","TV Show","I Know What You Did Last Summer",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a8875","TV Show","News Anchor",,2021,"16+","1 Season",1,"Amazon",0,2020
"a8882","TV Show","Cross Minds",,2021,"13+","1 Season",1,"Amazon",0,2020
"a8884","TV Show","Baby Shark Brooklyn",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9023","TV Show","Couple of Mirrors",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9096","TV Show","Steve and Maggie - Magical Maggie Madness",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9128","TV Show","Phungus & Mowld",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9143","TV Show","Mysteries of the Superstition Mountains",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9162","TV Show","Life In Between Gates",,2021,"16+","1 Season",1,"Amazon",0,2020
"a9179","TV Show","Intentions",,2021,"18+","1 Season",1,"Amazon",0,2020
"a9194","TV Show","Frustrated Man",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9204","TV Show","Explore With the Note 2021",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a9228","TV Show","Chaos And Kindness",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9342","TV Show","DEFA",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9348","TV Show","Cavendish",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9428","TV Show","Song of Youth",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9449","TV Show","Infinity Paranormal Investigate.",,2021,"16+","1 Season",1,"Amazon",0,2020
"a9485","TV Show","The Best of Videogyan",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9486","TV Show","Piper's Pony Tales",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9487","TV Show","Pinkfong! Let's Booksplore with Hogi: Space",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9511","TV Show","Down Bad",,2021,"18+","1 Season",1,"Amazon",0,2020
"a9532","TV Show","Sled Head 24-7",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9587","TV Show","NFL Next",,2021,"TV-NR","1 Season",1,"Amazon",0,2020
"a9626","TV Show","The Flaming Heart",,2021,"18+","1 Season",1,"Amazon",0,2020
"a9638","TV Show","Paul Newman Trilogy",,2021,"13+","1 Season",1,"Amazon",0,2020
"a9646","TV Show","Let's Go Cozy Coupe! - Cartoons for Kids",,2021,"ALL","1 Season",1,"Amazon",0,2020
"a9656","TV Show","DaFUNdamentals Series",,2021,"TV-Y","1 Season",1,"Amazon",0,2020
"a9667","TV Show","Maradona: Blessed Dream",,2021,"TV-MA","1 Season",1,"Amazon",0,2020
"a1051","TV Show","Series_Project_UN_Test_UHD",,2020,"TV-G","1 Season",1,"Amazon",0,2020
"a1120","TV Show","Russell Peters: Deported",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1147","TV Show","Rob Delaney: Jackie",,2020,"18+","1 Season",1,"Amazon",0,2020
"a1169","TV Show","Rhythms of Faith",,2020,"13+","1 Season",1,"Amazon",0,2020
"a1188","TV Show","Regular Heroes",,2020,"13+","1 Season",1,"Amazon",0,2020
"a1206","TV Show","Rasbhari (4K UHD)",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1207","TV Show","Rasbhari",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1229","TV Show","QUEER·ious | The Series",,2020,"18+","1 Season",1,"Amazon",0,2020
"a1234","TV Show","Qin Dynasty Epic",,2020,"13+","1 Season",1,"Amazon",0,2020
"a1261","TV Show","Prime Rewind: Inside The Boys",,2020,"18+","1 Season",1,"Amazon",0,2020
"a1291","TV Show","Pocket.watch Onyx Family Ultimate mishmash",,2020,"TV-Y7","1 Season",1,"Amazon",0,2020
"a1301","TV Show","Pinkfong! Wash Your Hands With Baby Shark",,2020,"ALL","1 Season",1,"Amazon",0,2020
"a132","TV Show","What The Constitution Means To Me",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1330","TV Show","Pinkfong! Baby Shark & Christmas Songs",,2020,"ALL","1 Season",1,"Amazon",0,2020
"a1352","TV Show","Peep Time",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1367","TV Show","Pati's Mexican Table",,2020,"ALL","1 Season",1,"Amazon",0,2020
"a1390","TV Show","Panchayat (4K UHD)",,2020,"13+","1 Season",1,"Amazon",0,2020
"a1391","TV Show","Panchayat",,2020,"13+","1 Season",1,"Amazon",0,2020
"a1398","TV Show","Paatal Lok",,2020,"18+","1 Season",1,"Amazon",0,2020
"a150","TV Show","Watch the Game Like Never Before with X-Ray",,2020,"TV-NR","1 Season",1,"Amazon",0,2020
"a1504","TV Show","New England Legends",,2020,"TV-PG","1 Season",1,"Amazon",0,2020
"a1540","TV Show","My Paranormal Nightmare",,2020,"18+","1 Season",1,"Amazon",0,2020
"a164","TV Show","Wakaalat From Home",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1651","TV Show","Miss Truth",,2020,"TV-14","1 Season",1,"Amazon",0,2020
"a1659","TV Show","Ming Dynasty",,2020,"18+","1 Season",1,"Amazon",0,2020
"a1772","TV Show","Maggie Binkley Fitness SERIES 10.0 (15-Minute Workouts)",,2020,"ALL","1 Season",1,"Amazon",0,2020
"a1801","TV Show","Love of Thousand Years",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1804","TV Show","Love and Redemption",,2020,"13+","1 Season",1,"Amazon",0,2020
"a1827","TV Show","LOL: Australia",,2020,"16+","1 Season",1,"Amazon",0,2020
"a19","TV Show","Zoë Coombs Marr: Bossy Bottom",,2020,"18+","1 Season",1,"Amazon",0,2020
"a1901","TV Show","Lano & Woodley: Fly",,2020,"16+","1 Season",1,"Amazon",0,2020
"a1933","TV Show","King Gary",,2020,"TV-PG","1 Season",1,"Amazon",0,2020
"a1936","TV Show","Kimchi Chronicles",,2020,"7+","1 Season",1,"Amazon",0,2020
"a1990","TV Show","Just Add Magic: Mystery City",,2020,"ALL","1 Season",1,"Amazon",0,2020
"a1997","TV Show","Judith Lucy: Judith Lucy Vs Men",,2020,"16+","1 Season",1,"Amazon",0,2020
"a2019","TV Show","Jingle Burgers - A Parry Gripp Christmas Album",,2020,"ALL","1 Season",1,"Amazon",0,2020
"a2020","TV Show","Jimmy O. Yang: Good Deal",,2020,"18+","1 Season",1,"Amazon",0,2020
"a2026","TV Show","Jim Gaffigan: The Pale Tourist",,2020,"13+","1 Season",1,"Amazon",0,2020
"a2050","TV Show","Jayde Adams: Serious Black Jumper",,2020,"16+","1 Season",1,"Amazon",0,2020
"a2060","TV Show","James May: Our Man in Japan",,2020,"13+","1 Season",1,"Amazon",0,2020
"a2061","TV Show","James May: Oh Cook",,2020,"13+","1 Season",1,"Amazon",0,2020
"a207","TV Show","Utopia",,2020,"16+","1 Season",1,"Amazon",0,2020
"a2128","TV Show","Ilana Glazer: The Planet Is Burning",,2020,"16+","1 Season",1,"Amazon",0,2020
"a213","TV Show","Upload",,2020,"16+","1 Season",1,"Amazon",0,2020
"a2164","TV Show","Hunters",,2020,"18+","1 Season",1,"Amazon",0,2020
"a2182","TV Show","Hot Mess Millionaire",,2020,"TV-MA","1 Season",1,"Amazon",0,2020
"a22","TV Show","Zo Zo Zombie: Mini-Series",,2020,"TV-Y7","1 Season",1,"Amazon",0,2020
"a2242","TV Show","Haunted State",,2020,"TV-14","1 Season",1,"Amazon",0,2020
