SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Product Standard Cost,Total Product Cost,Sales,Unit Price Discount Pct,Total Profit
47439033,3,-1,335,20180925,20181005,20181002,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47658009,4,-1,331,20181001,20181011,20181008,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47658011,4,-1,323,20181001,20181011,20181008,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47658012,4,-1,325,20181001,20181011,20181008,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47687009,203,-1,333,20181012,20181022,20181019,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47687033,203,-1,341,20181012,20181022,20181019,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47687036,203,-1,339,20181012,20181022,20181019,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47692008,41,-1,329,20181016,20181026,20181023,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47715001,292,-1,325,20181023,20181102,20181030,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47720002,221,-1,325,20181026,20181105,20181102,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47984006,259,-1,323,20181106,20181116,20181113,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47989009,77,-1,327,20181107,20181117,20181114,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47990010,328,-1,337,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47990024,328,-1,341,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47994001,258,-1,333,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47994002,258,-1,327,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47994007,258,-1,329,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47994009,258,-1,331,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
47994030,258,-1,323,20181108,20181118,20181115,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48012016,78,-1,335,20181113,20181123,20181120,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48016001,97,-1,341,20181114,20181124,20181121,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48016028,97,-1,337,20181114,20181124,20181121,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48016029,97,-1,343,20181114,20181124,20181121,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48016032,97,-1,333,20181114,20181124,20181121,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48041001,529,-1,341,20181119,20181129,20181126,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48043017,167,-1,339,20181119,20181129,20181126,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48043030,167,-1,333,20181119,20181129,20181126,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48048040,436,-1,337,20181119,20181129,20181126,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48048048,436,-1,343,20181119,20181129,20181126,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48054003,313,-1,343,20181121,20181201,20181128,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48056001,257,-1,331,20181121,20181201,20181128,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48056017,257,-1,333,20181121,20181201,20181128,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48056027,257,-1,335,20181121,20181201,20181128,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48080010,403,-1,323,20181127,20181207,20181204,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48080011,403,-1,331,20181127,20181207,20181204,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48080045,403,-1,329,20181127,20181207,20181204,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48295020,24,-1,325,20181204,20181214,20181211,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48311012,239,-1,331,20181208,20181218,20181215,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48311047,239,-1,333,20181208,20181218,20181215,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48314005,649,-1,329,20181210,20181220,20181217,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48363021,130,-1,343,20181220,20181230,20181227,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48363041,130,-1,325,20181220,20181230,20181227,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48364004,165,-1,325,20181220,20181230,20181227,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48374003,5,-1,329,20181223,20190102,20181230,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48374004,5,-1,343,20181223,20190102,20181230,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48374005,5,-1,333,20181223,20190102,20181230,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48378002,3,-1,323,20181225,20190104,20190101,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48378018,3,-1,333,20181225,20190104,20190101,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48738001,41,-1,333,20190104,20190114,20190111,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48740001,4,-1,339,20190104,20190114,20190111,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48740012,4,-1,325,20190104,20190114,20190111,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48769007,221,-1,335,20190120,20190130,20190127,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48769008,221,-1,323,20190120,20190130,20190127,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48769015,221,-1,339,20190120,20190130,20190127,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48769021,221,-1,327,20190120,20190130,20190127,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48769026,221,-1,329,20190120,20190130,20190127,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48775005,203,-1,323,20190122,20190201,20190129,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48775015,203,-1,341,20190122,20190201,20190129,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48775019,203,-1,333,20190122,20190201,20190129,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
48780015,166,-1,339,20190125,20190204,20190201,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49058020,78,-1,323,20190204,20190214,20190211,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49058026,78,-1,343,20190204,20190214,20190211,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49074013,529,-1,335,20190208,20190218,20190215,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49076017,167,-1,335,20190208,20190218,20190215,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49076023,167,-1,341,20190208,20190218,20190215,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49086014,258,-1,323,20190210,20190220,20190217,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49086017,258,-1,327,20190210,20190220,20190217,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49086018,258,-1,341,20190210,20190220,20190217,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49086023,258,-1,331,20190210,20190220,20190217,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49099018,328,-1,341,20190212,20190222,20190219,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49104010,97,-1,333,20190215,20190225,20190222,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49104014,97,-1,341,20190215,20190225,20190222,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49104016,97,-1,337,20190215,20190225,20190222,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49109001,259,-1,325,20190215,20190225,20190222,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49109003,259,-1,323,20190215,20190225,20190222,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49111005,77,-1,323,20190216,20190226,20190223,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49127002,436,-1,333,20190220,20190302,20190227,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49127003,436,-1,327,20190220,20190302,20190227,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49137001,313,-1,323,20190223,20190305,20190302,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49139014,257,-1,329,20190224,20190306,20190303,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49139015,257,-1,331,20190224,20190306,20190303,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49141001,528,-1,329,20190224,20190306,20190303,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49160032,403,-1,327,20190227,20190309,20190306,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49445003,277,-1,323,20190301,20190311,20190308,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49486001,649,-1,325,20190312,20190322,20190319,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49490005,24,-1,335,20190313,20190323,20190320,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49490007,24,-1,343,20190313,20190323,20190320,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49523011,130,-1,333,20190323,20190402,20190330,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49523022,130,-1,327,20190323,20190402,20190330,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49523023,130,-1,335,20190323,20190402,20190330,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49525002,674,-1,327,20190323,20190402,20190330,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49526002,165,-1,329,20190324,20190403,20190331,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49526003,165,-1,325,20190324,20190403,20190331,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49534005,5,-1,325,20190328,20190407,20190404,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49538008,3,-1,329,20190329,20190408,20190405,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49538019,3,-1,333,20190329,20190408,20190405,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49538020,3,-1,343,20190329,20190408,20190405,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49538026,3,-1,325,20190329,20190408,20190405,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49821004,4,-1,341,20190401,20190411,20190408,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49838001,41,-1,343,20190407,20190417,20190414,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49841001,203,-1,331,20190408,20190418,20190415,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49841005,203,-1,321,20190408,20190418,20190415,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49841036,203,-1,339,20190408,20190418,20190415,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49884010,166,-1,331,20190426,20190506,20190503,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49887003,292,-1,327,20190427,20190507,20190504,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49887004,292,-1,325,20190427,20190507,20190504,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49887006,292,-1,329,20190427,20190507,20190504,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49890006,221,-1,343,20190429,20190509,20190506,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
49890024,221,-1,325,20190429,20190509,20190506,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50205005,259,-1,343,20190503,20190513,20190510,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50208031,328,-1,323,20190504,20190514,20190511,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50214013,258,-1,337,20190504,20190514,20190511,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50214020,258,-1,329,20190504,20190514,20190511,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50226029,78,-1,327,20190508,20190518,20190515,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50226046,78,-1,333,20190508,20190518,20190515,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50252036,167,-1,337,20190512,20190522,20190519,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50252040,167,-1,343,20190512,20190522,20190519,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50266005,77,-1,343,20190515,20190525,20190522,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50272012,97,-1,339,20190517,20190527,20190524,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50272016,97,-1,325,20190517,20190527,20190524,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50272029,97,-1,343,20190517,20190527,20190524,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50272032,97,-1,323,20190517,20190527,20190524,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50289003,436,-1,335,20190522,20190601,20190529,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50289015,436,-1,329,20190522,20190601,20190529,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50296001,313,-1,343,20190525,20190604,20190601,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50296003,313,-1,325,20190525,20190604,20190601,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50298013,257,-1,343,20190525,20190604,20190601,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50298022,257,-1,331,20190525,20190604,20190601,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50313042,403,-1,343,20190529,20190608,20190605,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50313048,403,-1,323,20190529,20190608,20190605,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50672022,239,-1,331,20190604,20190614,20190611,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50736003,647,-1,325,20190624,20190704,20190701,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50738012,130,-1,329,20190624,20190704,20190701,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50738038,130,-1,333,20190624,20190704,20190701,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50738040,130,-1,331,20190624,20190704,20190701,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50739006,165,-1,325,20190624,20190704,20190701,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50746007,5,-1,329,20190628,20190708,20190705,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
50748018,3,-1,339,20190628,20190708,20190705,4,2,469.794,939.588,486.7066,973.4132,939.588,0,-33.8252
43666005,511,-1,338,20170709,20170719,20170716,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43678006,203,-1,324,20170718,20170728,20170725,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43689007,166,-1,342,20170726,20170805,20170802,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43689016,166,-1,338,20170726,20170805,20170802,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43689017,166,-1,324,20170726,20170805,20170802,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43692018,221,-1,332,20170729,20170808,20170805,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43859004,259,-1,322,20170807,20170817,20170814,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43865002,328,-1,342,20170808,20170818,20170815,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43865008,328,-1,328,20170808,20170818,20170815,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43873002,78,-1,330,20170813,20170823,20170820,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43873013,78,-1,338,20170813,20170823,20170820,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43892001,167,-1,326,20170820,20170830,20170827,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43892005,167,-1,328,20170820,20170830,20170827,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43892013,167,-1,332,20170820,20170830,20170827,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43904008,255,-1,324,20170825,20170904,20170901,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43912009,403,-1,332,20170830,20170909,20170906,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
43912012,403,-1,342,20170830,20170909,20170906,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44089001,114,-1,342,20170906,20170916,20170913,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44089002,114,-1,326,20170906,20170916,20170913,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44092004,273,-1,326,20170907,20170917,20170914,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44093005,93,-1,326,20170907,20170917,20170914,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44093006,93,-1,328,20170907,20170917,20170914,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44093013,93,-1,322,20170907,20170917,20170914,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44099004,473,-1,332,20170908,20170918,20170915,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44107002,647,-1,332,20170910,20170920,20170917,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44124002,3,-1,324,20170914,20170924,20170921,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44124016,3,-1,330,20170914,20170924,20170921,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44124017,3,-1,332,20170914,20170924,20170921,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44286004,511,-1,334,20170921,20171001,20170928,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44286006,511,-1,338,20170921,20171001,20170928,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44299002,203,-1,334,20170925,20171005,20171002,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44299020,203,-1,340,20170925,20171005,20171002,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44301002,491,-1,338,20170925,20171005,20171002,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44301017,491,-1,332,20170925,20171005,20171002,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44314014,166,-1,336,20170928,20171008,20171005,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44314023,166,-1,338,20170928,20171008,20171005,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44315001,292,-1,322,20170928,20171008,20171005,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44315004,292,-1,328,20170928,20171008,20171005,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44317003,221,-1,342,20170929,20171009,20171006,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44317006,221,-1,338,20170929,20171009,20171006,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44317018,221,-1,334,20170929,20171009,20171006,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44500003,259,-1,326,20171106,20171116,20171113,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44509006,328,-1,332,20171108,20171118,20171115,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44509014,328,-1,326,20171108,20171118,20171115,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44520010,78,-1,336,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44520015,78,-1,340,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44520031,78,-1,334,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44520032,78,-1,330,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44521010,240,-1,336,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44521015,240,-1,328,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44521021,240,-1,340,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44521024,240,-1,342,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44521026,240,-1,330,20171110,20171120,20171117,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44538017,167,-1,326,20171113,20171123,20171120,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44545003,256,-1,342,20171114,20171124,20171121,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44557002,255,-1,336,20171116,20171126,20171123,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44564022,403,-1,322,20171118,20171128,20171125,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44752001,114,-1,322,20171121,20171201,20171128,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44754008,417,-1,324,20171122,20171202,20171129,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44755003,273,-1,330,20171122,20171202,20171129,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44755005,273,-1,334,20171122,20171202,20171129,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44755011,273,-1,340,20171122,20171202,20171129,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
44755012,273,-1,336,20171122,20171202,20171129,4,2,419.4589,838.9178,413.1463,826.2926,838.9178,0,12.6252
