PK_dim_Data,Ano,Mes,Mes_N,Dia,MesAno,MesAno_Ordem,DiaSemana,NomeDiaSemana_Abr,SemanaAno,isAnoAtual,isDataPassada,Trimestre,Semestre,Ano-Semestre
2020-08-23 00:00:00.000,2020,"Agosto",8,23,"Ago-20",24248,0,"Dom",35,False,True,3,2,"2020-2"
2020-08-24 00:00:00.000,2020,"Agosto",8,24,"Ago-20",24248,1,"Seg",35,False,True,3,2,"2020-2"
2020-08-25 00:00:00.000,2020,"Agosto",8,25,"Ago-20",24248,2,"Ter",35,False,True,3,2,"2020-2"
2020-08-26 00:00:00.000,2020,"Agosto",8,26,"Ago-20",24248,3,"Qua",35,False,True,3,2,"2020-2"
2020-08-27 00:00:00.000,2020,"Agosto",8,27,"Ago-20",24248,4,"Qui",35,False,True,3,2,"2020-2"
2020-08-28 00:00:00.000,2020,"Agosto",8,28,"Ago-20",24248,5,"Sex",35,False,True,3,2,"2020-2"
2020-08-29 00:00:00.000,2020,"Agosto",8,29,"Ago-20",24248,6,"Sáb",35,False,True,3,2,"2020-2"
2020-08-30 00:00:00.000,2020,"Agosto",8,30,"Ago-20",24248,0,"Dom",36,False,True,3,2,"2020-2"
2020-08-31 00:00:00.000,2020,"Agosto",8,31,"Ago-20",24248,1,"Seg",36,False,True,3,2,"2020-2"
2020-09-01 00:00:00.000,2020,"Setembro",9,1,"Set-20",24249,2,"Ter",36,False,True,3,2,"2020-2"
2020-09-02 00:00:00.000,2020,"Setembro",9,2,"Set-20",24249,3,"Qua",36,False,True,3,2,"2020-2"
2020-09-03 00:00:00.000,2020,"Setembro",9,3,"Set-20",24249,4,"Qui",36,False,True,3,2,"2020-2"
2020-09-04 00:00:00.000,2020,"Setembro",9,4,"Set-20",24249,5,"Sex",36,False,True,3,2,"2020-2"
2020-09-05 00:00:00.000,2020,"Setembro",9,5,"Set-20",24249,6,"Sáb",36,False,True,3,2,"2020-2"
2020-09-06 00:00:00.000,2020,"Setembro",9,6,"Set-20",24249,0,"Dom",37,False,True,3,2,"2020-2"
2020-09-07 00:00:00.000,2020,"Setembro",9,7,"Set-20",24249,1,"Seg",37,False,True,3,2,"2020-2"
2020-09-08 00:00:00.000,2020,"Setembro",9,8,"Set-20",24249,2,"Ter",37,False,True,3,2,"2020-2"
2020-09-09 00:00:00.000,2020,"Setembro",9,9,"Set-20",24249,3,"Qua",37,False,True,3,2,"2020-2"
2020-09-10 00:00:00.000,2020,"Setembro",9,10,"Set-20",24249,4,"Qui",37,False,True,3,2,"2020-2"
2020-09-11 00:00:00.000,2020,"Setembro",9,11,"Set-20",24249,5,"Sex",37,False,True,3,2,"2020-2"
2020-09-12 00:00:00.000,2020,"Setembro",9,12,"Set-20",24249,6,"Sáb",37,False,True,3,2,"2020-2"
2020-09-13 00:00:00.000,2020,"Setembro",9,13,"Set-20",24249,0,"Dom",38,False,True,3,2,"2020-2"
2020-09-14 00:00:00.000,2020,"Setembro",9,14,"Set-20",24249,1,"Seg",38,False,True,3,2,"2020-2"
2020-09-15 00:00:00.000,2020,"Setembro",9,15,"Set-20",24249,2,"Ter",38,False,True,3,2,"2020-2"
2020-09-16 00:00:00.000,2020,"Setembro",9,16,"Set-20",24249,3,"Qua",38,False,True,3,2,"2020-2"
2020-09-17 00:00:00.000,2020,"Setembro",9,17,"Set-20",24249,4,"Qui",38,False,True,3,2,"2020-2"
2020-09-18 00:00:00.000,2020,"Setembro",9,18,"Set-20",24249,5,"Sex",38,False,True,3,2,"2020-2"
2020-09-19 00:00:00.000,2020,"Setembro",9,19,"Set-20",24249,6,"Sáb",38,False,True,3,2,"2020-2"
2020-09-20 00:00:00.000,2020,"Setembro",9,20,"Set-20",24249,0,"Dom",39,False,True,3,2,"2020-2"
2020-09-21 00:00:00.000,2020,"Setembro",9,21,"Set-20",24249,1,"Seg",39,False,True,3,2,"2020-2"
2020-09-22 00:00:00.000,2020,"Setembro",9,22,"Set-20",24249,2,"Ter",39,False,True,3,2,"2020-2"
2020-09-23 00:00:00.000,2020,"Setembro",9,23,"Set-20",24249,3,"Qua",39,False,True,3,2,"2020-2"
2020-09-24 00:00:00.000,2020,"Setembro",9,24,"Set-20",24249,4,"Qui",39,False,True,3,2,"2020-2"
2020-09-25 00:00:00.000,2020,"Setembro",9,25,"Set-20",24249,5,"Sex",39,False,True,3,2,"2020-2"
2020-09-26 00:00:00.000,2020,"Setembro",9,26,"Set-20",24249,6,"Sáb",39,False,True,3,2,"2020-2"
2020-09-27 00:00:00.000,2020,"Setembro",9,27,"Set-20",24249,0,"Dom",40,False,True,3,2,"2020-2"
2020-09-28 00:00:00.000,2020,"Setembro",9,28,"Set-20",24249,1,"Seg",40,False,True,3,2,"2020-2"
2020-09-29 00:00:00.000,2020,"Setembro",9,29,"Set-20",24249,2,"Ter",40,False,True,3,2,"2020-2"
2020-09-30 00:00:00.000,2020,"Setembro",9,30,"Set-20",24249,3,"Qua",40,False,True,3,2,"2020-2"
2020-10-01 00:00:00.000,2020,"Outubro",10,1,"Out-20",24250,4,"Qui",40,False,True,4,2,"2020-2"
2020-10-02 00:00:00.000,2020,"Outubro",10,2,"Out-20",24250,5,"Sex",40,False,True,4,2,"2020-2"
2020-10-03 00:00:00.000,2020,"Outubro",10,3,"Out-20",24250,6,"Sáb",40,False,True,4,2,"2020-2"
2020-10-04 00:00:00.000,2020,"Outubro",10,4,"Out-20",24250,0,"Dom",41,False,True,4,2,"2020-2"
2020-10-05 00:00:00.000,2020,"Outubro",10,5,"Out-20",24250,1,"Seg",41,False,True,4,2,"2020-2"
2020-10-06 00:00:00.000,2020,"Outubro",10,6,"Out-20",24250,2,"Ter",41,False,True,4,2,"2020-2"
2020-10-07 00:00:00.000,2020,"Outubro",10,7,"Out-20",24250,3,"Qua",41,False,True,4,2,"2020-2"
2020-10-08 00:00:00.000,2020,"Outubro",10,8,"Out-20",24250,4,"Qui",41,False,True,4,2,"2020-2"
2020-10-09 00:00:00.000,2020,"Outubro",10,9,"Out-20",24250,5,"Sex",41,False,True,4,2,"2020-2"
2020-10-10 00:00:00.000,2020,"Outubro",10,10,"Out-20",24250,6,"Sáb",41,False,True,4,2,"2020-2"
2020-10-11 00:00:00.000,2020,"Outubro",10,11,"Out-20",24250,0,"Dom",42,False,True,4,2,"2020-2"
2020-10-12 00:00:00.000,2020,"Outubro",10,12,"Out-20",24250,1,"Seg",42,False,True,4,2,"2020-2"
2020-10-13 00:00:00.000,2020,"Outubro",10,13,"Out-20",24250,2,"Ter",42,False,True,4,2,"2020-2"
2020-10-14 00:00:00.000,2020,"Outubro",10,14,"Out-20",24250,3,"Qua",42,False,True,4,2,"2020-2"
2020-10-15 00:00:00.000,2020,"Outubro",10,15,"Out-20",24250,4,"Qui",42,False,True,4,2,"2020-2"
2020-10-16 00:00:00.000,2020,"Outubro",10,16,"Out-20",24250,5,"Sex",42,False,True,4,2,"2020-2"
2020-10-17 00:00:00.000,2020,"Outubro",10,17,"Out-20",24250,6,"Sáb",42,False,True,4,2,"2020-2"
2020-10-18 00:00:00.000,2020,"Outubro",10,18,"Out-20",24250,0,"Dom",43,False,True,4,2,"2020-2"
2020-10-19 00:00:00.000,2020,"Outubro",10,19,"Out-20",24250,1,"Seg",43,False,True,4,2,"2020-2"
2020-10-20 00:00:00.000,2020,"Outubro",10,20,"Out-20",24250,2,"Ter",43,False,True,4,2,"2020-2"
2020-10-21 00:00:00.000,2020,"Outubro",10,21,"Out-20",24250,3,"Qua",43,False,True,4,2,"2020-2"
2020-10-22 00:00:00.000,2020,"Outubro",10,22,"Out-20",24250,4,"Qui",43,False,True,4,2,"2020-2"
2020-10-23 00:00:00.000,2020,"Outubro",10,23,"Out-20",24250,5,"Sex",43,False,True,4,2,"2020-2"
2020-10-24 00:00:00.000,2020,"Outubro",10,24,"Out-20",24250,6,"Sáb",43,False,True,4,2,"2020-2"
2020-10-25 00:00:00.000,2020,"Outubro",10,25,"Out-20",24250,0,"Dom",44,False,True,4,2,"2020-2"
2020-10-26 00:00:00.000,2020,"Outubro",10,26,"Out-20",24250,1,"Seg",44,False,True,4,2,"2020-2"
2020-10-27 00:00:00.000,2020,"Outubro",10,27,"Out-20",24250,2,"Ter",44,False,True,4,2,"2020-2"
2020-10-28 00:00:00.000,2020,"Outubro",10,28,"Out-20",24250,3,"Qua",44,False,True,4,2,"2020-2"
2020-10-29 00:00:00.000,2020,"Outubro",10,29,"Out-20",24250,4,"Qui",44,False,True,4,2,"2020-2"
2020-10-30 00:00:00.000,2020,"Outubro",10,30,"Out-20",24250,5,"Sex",44,False,True,4,2,"2020-2"
2020-10-31 00:00:00.000,2020,"Outubro",10,31,"Out-20",24250,6,"Sáb",44,False,True,4,2,"2020-2"
2020-11-01 00:00:00.000,2020,"Novembro",11,1,"Nov-20",24251,0,"Dom",45,False,True,4,2,"2020-2"
2020-11-02 00:00:00.000,2020,"Novembro",11,2,"Nov-20",24251,1,"Seg",45,False,True,4,2,"2020-2"
2020-11-03 00:00:00.000,2020,"Novembro",11,3,"Nov-20",24251,2,"Ter",45,False,True,4,2,"2020-2"
2020-11-04 00:00:00.000,2020,"Novembro",11,4,"Nov-20",24251,3,"Qua",45,False,True,4,2,"2020-2"
2020-11-05 00:00:00.000,2020,"Novembro",11,5,"Nov-20",24251,4,"Qui",45,False,True,4,2,"2020-2"
2020-11-06 00:00:00.000,2020,"Novembro",11,6,"Nov-20",24251,5,"Sex",45,False,True,4,2,"2020-2"
2020-11-07 00:00:00.000,2020,"Novembro",11,7,"Nov-20",24251,6,"Sáb",45,False,True,4,2,"2020-2"
2020-11-08 00:00:00.000,2020,"Novembro",11,8,"Nov-20",24251,0,"Dom",46,False,True,4,2,"2020-2"
2020-11-09 00:00:00.000,2020,"Novembro",11,9,"Nov-20",24251,1,"Seg",46,False,True,4,2,"2020-2"
2020-11-10 00:00:00.000,2020,"Novembro",11,10,"Nov-20",24251,2,"Ter",46,False,True,4,2,"2020-2"
2020-11-11 00:00:00.000,2020,"Novembro",11,11,"Nov-20",24251,3,"Qua",46,False,True,4,2,"2020-2"
2020-11-12 00:00:00.000,2020,"Novembro",11,12,"Nov-20",24251,4,"Qui",46,False,True,4,2,"2020-2"
2020-11-13 00:00:00.000,2020,"Novembro",11,13,"Nov-20",24251,5,"Sex",46,False,True,4,2,"2020-2"
2020-11-14 00:00:00.000,2020,"Novembro",11,14,"Nov-20",24251,6,"Sáb",46,False,True,4,2,"2020-2"
2020-11-15 00:00:00.000,2020,"Novembro",11,15,"Nov-20",24251,0,"Dom",47,False,True,4,2,"2020-2"
2020-11-16 00:00:00.000,2020,"Novembro",11,16,"Nov-20",24251,1,"Seg",47,False,True,4,2,"2020-2"
2020-11-17 00:00:00.000,2020,"Novembro",11,17,"Nov-20",24251,2,"Ter",47,False,True,4,2,"2020-2"
2020-11-18 00:00:00.000,2020,"Novembro",11,18,"Nov-20",24251,3,"Qua",47,False,True,4,2,"2020-2"
2020-11-19 00:00:00.000,2020,"Novembro",11,19,"Nov-20",24251,4,"Qui",47,False,True,4,2,"2020-2"
2020-11-20 00:00:00.000,2020,"Novembro",11,20,"Nov-20",24251,5,"Sex",47,False,True,4,2,"2020-2"
2020-11-21 00:00:00.000,2020,"Novembro",11,21,"Nov-20",24251,6,"Sáb",47,False,True,4,2,"2020-2"
2020-11-22 00:00:00.000,2020,"Novembro",11,22,"Nov-20",24251,0,"Dom",48,False,True,4,2,"2020-2"
2020-11-23 00:00:00.000,2020,"Novembro",11,23,"Nov-20",24251,1,"Seg",48,False,True,4,2,"2020-2"
2020-11-24 00:00:00.000,2020,"Novembro",11,24,"Nov-20",24251,2,"Ter",48,False,True,4,2,"2020-2"
2020-11-25 00:00:00.000,2020,"Novembro",11,25,"Nov-20",24251,3,"Qua",48,False,True,4,2,"2020-2"
2020-11-26 00:00:00.000,2020,"Novembro",11,26,"Nov-20",24251,4,"Qui",48,False,True,4,2,"2020-2"
2020-11-27 00:00:00.000,2020,"Novembro",11,27,"Nov-20",24251,5,"Sex",48,False,True,4,2,"2020-2"
2020-11-28 00:00:00.000,2020,"Novembro",11,28,"Nov-20",24251,6,"Sáb",48,False,True,4,2,"2020-2"
2020-11-29 00:00:00.000,2020,"Novembro",11,29,"Nov-20",24251,0,"Dom",49,False,True,4,2,"2020-2"
2020-11-30 00:00:00.000,2020,"Novembro",11,30,"Nov-20",24251,1,"Seg",49,False,True,4,2,"2020-2"
2020-12-01 00:00:00.000,2020,"Dezembro",12,1,"Dez-20",24252,2,"Ter",49,False,True,4,2,"2020-2"
2020-12-02 00:00:00.000,2020,"Dezembro",12,2,"Dez-20",24252,3,"Qua",49,False,True,4,2,"2020-2"
2020-12-03 00:00:00.000,2020,"Dezembro",12,3,"Dez-20",24252,4,"Qui",49,False,True,4,2,"2020-2"
2020-12-04 00:00:00.000,2020,"Dezembro",12,4,"Dez-20",24252,5,"Sex",49,False,True,4,2,"2020-2"
2020-12-05 00:00:00.000,2020,"Dezembro",12,5,"Dez-20",24252,6,"Sáb",49,False,True,4,2,"2020-2"
2020-12-06 00:00:00.000,2020,"Dezembro",12,6,"Dez-20",24252,0,"Dom",50,False,True,4,2,"2020-2"
2020-12-07 00:00:00.000,2020,"Dezembro",12,7,"Dez-20",24252,1,"Seg",50,False,True,4,2,"2020-2"
2020-12-08 00:00:00.000,2020,"Dezembro",12,8,"Dez-20",24252,2,"Ter",50,False,True,4,2,"2020-2"
2020-12-09 00:00:00.000,2020,"Dezembro",12,9,"Dez-20",24252,3,"Qua",50,False,True,4,2,"2020-2"
2020-12-10 00:00:00.000,2020,"Dezembro",12,10,"Dez-20",24252,4,"Qui",50,False,True,4,2,"2020-2"
2020-12-11 00:00:00.000,2020,"Dezembro",12,11,"Dez-20",24252,5,"Sex",50,False,True,4,2,"2020-2"
2020-12-12 00:00:00.000,2020,"Dezembro",12,12,"Dez-20",24252,6,"Sáb",50,False,True,4,2,"2020-2"
2020-12-13 00:00:00.000,2020,"Dezembro",12,13,"Dez-20",24252,0,"Dom",51,False,True,4,2,"2020-2"
2020-12-14 00:00:00.000,2020,"Dezembro",12,14,"Dez-20",24252,1,"Seg",51,False,True,4,2,"2020-2"
2020-12-15 00:00:00.000,2020,"Dezembro",12,15,"Dez-20",24252,2,"Ter",51,False,True,4,2,"2020-2"
2020-12-16 00:00:00.000,2020,"Dezembro",12,16,"Dez-20",24252,3,"Qua",51,False,True,4,2,"2020-2"
2020-12-17 00:00:00.000,2020,"Dezembro",12,17,"Dez-20",24252,4,"Qui",51,False,True,4,2,"2020-2"
2020-12-18 00:00:00.000,2020,"Dezembro",12,18,"Dez-20",24252,5,"Sex",51,False,True,4,2,"2020-2"
2020-12-19 00:00:00.000,2020,"Dezembro",12,19,"Dez-20",24252,6,"Sáb",51,False,True,4,2,"2020-2"
2020-12-20 00:00:00.000,2020,"Dezembro",12,20,"Dez-20",24252,0,"Dom",52,False,True,4,2,"2020-2"
2020-12-21 00:00:00.000,2020,"Dezembro",12,21,"Dez-20",24252,1,"Seg",52,False,True,4,2,"2020-2"
2020-12-22 00:00:00.000,2020,"Dezembro",12,22,"Dez-20",24252,2,"Ter",52,False,True,4,2,"2020-2"
2020-12-23 00:00:00.000,2020,"Dezembro",12,23,"Dez-20",24252,3,"Qua",52,False,True,4,2,"2020-2"
2020-12-24 00:00:00.000,2020,"Dezembro",12,24,"Dez-20",24252,4,"Qui",52,False,True,4,2,"2020-2"
2020-12-25 00:00:00.000,2020,"Dezembro",12,25,"Dez-20",24252,5,"Sex",52,False,True,4,2,"2020-2"
2020-12-26 00:00:00.000,2020,"Dezembro",12,26,"Dez-20",24252,6,"Sáb",52,False,True,4,2,"2020-2"
2020-12-27 00:00:00.000,2020,"Dezembro",12,27,"Dez-20",24252,0,"Dom",53,False,True,4,2,"2020-2"
2020-12-28 00:00:00.000,2020,"Dezembro",12,28,"Dez-20",24252,1,"Seg",53,False,True,4,2,"2020-2"
2020-12-29 00:00:00.000,2020,"Dezembro",12,29,"Dez-20",24252,2,"Ter",53,False,True,4,2,"2020-2"
2020-12-30 00:00:00.000,2020,"Dezembro",12,30,"Dez-20",24252,3,"Qua",53,False,True,4,2,"2020-2"
2020-12-31 00:00:00.000,2020,"Dezembro",12,31,"Dez-20",24252,4,"Qui",53,False,True,4,2,"2020-2"
2020-01-01 00:00:00.000,2020,"Janeiro",1,1,"Jan-20",24241,3,"Qua",1,False,True,1,1,"2020-1"
2020-01-02 00:00:00.000,2020,"Janeiro",1,2,"Jan-20",24241,4,"Qui",1,False,True,1,1,"2020-1"
2020-01-03 00:00:00.000,2020,"Janeiro",1,3,"Jan-20",24241,5,"Sex",1,False,True,1,1,"2020-1"
2020-01-04 00:00:00.000,2020,"Janeiro",1,4,"Jan-20",24241,6,"Sáb",1,False,True,1,1,"2020-1"
2020-01-05 00:00:00.000,2020,"Janeiro",1,5,"Jan-20",24241,0,"Dom",2,False,True,1,1,"2020-1"
2020-01-06 00:00:00.000,2020,"Janeiro",1,6,"Jan-20",24241,1,"Seg",2,False,True,1,1,"2020-1"
2020-01-07 00:00:00.000,2020,"Janeiro",1,7,"Jan-20",24241,2,"Ter",2,False,True,1,1,"2020-1"
2020-01-08 00:00:00.000,2020,"Janeiro",1,8,"Jan-20",24241,3,"Qua",2,False,True,1,1,"2020-1"
2020-01-09 00:00:00.000,2020,"Janeiro",1,9,"Jan-20",24241,4,"Qui",2,False,True,1,1,"2020-1"
2020-01-10 00:00:00.000,2020,"Janeiro",1,10,"Jan-20",24241,5,"Sex",2,False,True,1,1,"2020-1"
2020-01-11 00:00:00.000,2020,"Janeiro",1,11,"Jan-20",24241,6,"Sáb",2,False,True,1,1,"2020-1"
2020-01-12 00:00:00.000,2020,"Janeiro",1,12,"Jan-20",24241,0,"Dom",3,False,True,1,1,"2020-1"
2020-01-13 00:00:00.000,2020,"Janeiro",1,13,"Jan-20",24241,1,"Seg",3,False,True,1,1,"2020-1"
2020-01-14 00:00:00.000,2020,"Janeiro",1,14,"Jan-20",24241,2,"Ter",3,False,True,1,1,"2020-1"
2020-01-15 00:00:00.000,2020,"Janeiro",1,15,"Jan-20",24241,3,"Qua",3,False,True,1,1,"2020-1"
2020-01-16 00:00:00.000,2020,"Janeiro",1,16,"Jan-20",24241,4,"Qui",3,False,True,1,1,"2020-1"
2020-01-17 00:00:00.000,2020,"Janeiro",1,17,"Jan-20",24241,5,"Sex",3,False,True,1,1,"2020-1"
2020-01-18 00:00:00.000,2020,"Janeiro",1,18,"Jan-20",24241,6,"Sáb",3,False,True,1,1,"2020-1"
2020-01-19 00:00:00.000,2020,"Janeiro",1,19,"Jan-20",24241,0,"Dom",4,False,True,1,1,"2020-1"
2020-01-20 00:00:00.000,2020,"Janeiro",1,20,"Jan-20",24241,1,"Seg",4,False,True,1,1,"2020-1"
2020-01-21 00:00:00.000,2020,"Janeiro",1,21,"Jan-20",24241,2,"Ter",4,False,True,1,1,"2020-1"
2020-01-22 00:00:00.000,2020,"Janeiro",1,22,"Jan-20",24241,3,"Qua",4,False,True,1,1,"2020-1"
2020-01-23 00:00:00.000,2020,"Janeiro",1,23,"Jan-20",24241,4,"Qui",4,False,True,1,1,"2020-1"
2020-01-24 00:00:00.000,2020,"Janeiro",1,24,"Jan-20",24241,5,"Sex",4,False,True,1,1,"2020-1"
2020-01-25 00:00:00.000,2020,"Janeiro",1,25,"Jan-20",24241,6,"Sáb",4,False,True,1,1,"2020-1"
2020-01-26 00:00:00.000,2020,"Janeiro",1,26,"Jan-20",24241,0,"Dom",5,False,True,1,1,"2020-1"
2020-01-27 00:00:00.000,2020,"Janeiro",1,27,"Jan-20",24241,1,"Seg",5,False,True,1,1,"2020-1"
2020-01-28 00:00:00.000,2020,"Janeiro",1,28,"Jan-20",24241,2,"Ter",5,False,True,1,1,"2020-1"
2020-01-29 00:00:00.000,2020,"Janeiro",1,29,"Jan-20",24241,3,"Qua",5,False,True,1,1,"2020-1"
2020-01-30 00:00:00.000,2020,"Janeiro",1,30,"Jan-20",24241,4,"Qui",5,False,True,1,1,"2020-1"
2020-01-31 00:00:00.000,2020,"Janeiro",1,31,"Jan-20",24241,5,"Sex",5,False,True,1,1,"2020-1"
2020-02-01 00:00:00.000,2020,"Fevereiro",2,1,"Fev-20",24242,6,"Sáb",5,False,True,1,1,"2020-1"
2020-02-02 00:00:00.000,2020,"Fevereiro",2,2,"Fev-20",24242,0,"Dom",6,False,True,1,1,"2020-1"
2020-02-03 00:00:00.000,2020,"Fevereiro",2,3,"Fev-20",24242,1,"Seg",6,False,True,1,1,"2020-1"
2020-02-04 00:00:00.000,2020,"Fevereiro",2,4,"Fev-20",24242,2,"Ter",6,False,True,1,1,"2020-1"
2020-02-05 00:00:00.000,2020,"Fevereiro",2,5,"Fev-20",24242,3,"Qua",6,False,True,1,1,"2020-1"
2020-02-06 00:00:00.000,2020,"Fevereiro",2,6,"Fev-20",24242,4,"Qui",6,False,True,1,1,"2020-1"
2020-02-07 00:00:00.000,2020,"Fevereiro",2,7,"Fev-20",24242,5,"Sex",6,False,True,1,1,"2020-1"
