Source.Name,OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
AdventureWorks-Sales-2017.csv,2017-01-31 00:00:00.000,2003-11-30 00:00:00.000,SO63079,536,23197,4,1,2
AdventureWorks-Sales-2016.csv,2016-01-06 00:00:00.000,2002-09-17 00:00:00.000,SO48838,373,23409,9,1,1
AdventureWorks-Sales-2016.csv,2016-11-07 00:00:00.000,2003-08-08 00:00:00.000,SO57571,528,13703,1,2,2
AdventureWorks-Sales-2017.csv,2017-06-07 00:00:00.000,2004-03-07 00:00:00.000,SO72358,220,14039,9,2,1
AdventureWorks-Sales-2016.csv,2016-10-02 00:00:00.000,2003-09-07 00:00:00.000,SO55434,477,11348,8,1,2
AdventureWorks-Sales-2016.csv,2016-10-14 00:00:00.000,2003-06-21 00:00:00.000,SO56115,223,24392,6,2,2
AdventureWorks-Sales-2016.csv,2016-05-29 00:00:00.000,2003-03-18 00:00:00.000,SO50625,369,24367,9,1,1
AdventureWorks-Sales-2016.csv,2016-07-05 00:00:00.000,2003-04-12 00:00:00.000,SO51251,373,11433,7,1,1
AdventureWorks-Sales-2016.csv,2016-08-14 00:00:00.000,2003-07-22 00:00:00.000,SO52553,529,25547,10,1,2
AdventureWorks-Sales-2016.csv,2016-10-14 00:00:00.000,2003-08-01 00:00:00.000,SO56073,484,16023,9,4,1
AdventureWorks-Sales-2016.csv,2016-08-11 00:00:00.000,2003-05-27 00:00:00.000,SO52376,229,11843,1,1,1
AdventureWorks-Sales-2017.csv,2017-01-28 00:00:00.000,2003-11-11 00:00:00.000,SO62930,371,20456,9,1,1
AdventureWorks-Sales-2017.csv,2017-02-01 00:00:00.000,2003-10-21 00:00:00.000,SO63300,477,17187,7,3,3
AdventureWorks-Sales-2017.csv,2017-02-21 00:00:00.000,2003-11-07 00:00:00.000,SO64651,464,14643,1,3,2
AdventureWorks-Sales-2017.csv,2017-06-24 00:00:00.000,2004-04-27 00:00:00.000,SO73643,223,11972,1,2,2
AdventureWorks-Sales-2017.csv,2017-05-27 00:00:00.000,2004-02-15 00:00:00.000,SO71466,541,28726,8,2,2
AdventureWorks-Sales-2016.csv,2016-08-17 00:00:00.000,2003-06-18 00:00:00.000,SO52699,215,15461,10,3,1
AdventureWorks-Sales-2016.csv,2016-11-24 00:00:00.000,2003-09-25 00:00:00.000,SO58534,562,29303,9,1,1
AdventureWorks-Sales-2016.csv,2016-11-22 00:00:00.000,2003-08-27 00:00:00.000,SO58359,582,20885,10,1,1
AdventureWorks-Sales-2017.csv,2017-02-09 00:00:00.000,2003-10-12 00:00:00.000,SO63879,576,12337,9,1,1
AdventureWorks-Sales-2017.csv,2017-04-03 00:00:00.000,2004-01-02 00:00:00.000,SO67545,587,14902,4,1,1
AdventureWorks-Sales-2017.csv,2017-02-05 00:00:00.000,2003-12-28 00:00:00.000,SO63591,485,12937,1,1,2
AdventureWorks-Sales-2016.csv,2016-09-09 00:00:00.000,2003-08-10 00:00:00.000,SO54040,223,11572,7,4,2
AdventureWorks-Sales-2016.csv,2016-12-25 00:00:00.000,2003-11-22 00:00:00.000,SO60706,528,26346,4,2,1
AdventureWorks-Sales-2017.csv,2017-02-13 00:00:00.000,2004-01-01 00:00:00.000,SO64066,488,11428,8,2,1
AdventureWorks-Sales-2016.csv,2016-12-27 00:00:00.000,2003-11-16 00:00:00.000,SO60861,480,21627,4,3,3
AdventureWorks-Sales-2016.csv,2016-12-09 00:00:00.000,2003-09-23 00:00:00.000,SO59707,479,13049,9,2,2
AdventureWorks-Sales-2016.csv,2016-11-18 00:00:00.000,2003-10-08 00:00:00.000,SO58145,535,20764,6,1,3
AdventureWorks-Sales-2017.csv,2017-06-22 00:00:00.000,2004-03-20 00:00:00.000,SO73528,475,19848,1,1,1
AdventureWorks-Sales-2016.csv,2016-08-02 00:00:00.000,2003-04-08 00:00:00.000,SO51936,462,11287,6,4,1
AdventureWorks-Sales-2017.csv,2017-03-09 00:00:00.000,2004-02-06 00:00:00.000,SO65806,536,15464,9,1,2
AdventureWorks-Sales-2016.csv,2016-08-15 00:00:00.000,2003-06-05 00:00:00.000,SO52589,540,25156,4,1,1
AdventureWorks-Sales-2017.csv,2017-05-21 00:00:00.000,2004-03-02 00:00:00.000,SO71038,215,26067,4,3,1
AdventureWorks-Sales-2017.csv,2017-05-03 00:00:00.000,2004-04-17 00:00:00.000,SO69777,581,24371,9,1,1
AdventureWorks-Sales-2017.csv,2017-05-01 00:00:00.000,2004-01-26 00:00:00.000,SO69619,360,13402,4,1,1
AdventureWorks-Sales-2015.csv,2015-02-09 00:00:00.000,2002-01-01 00:00:00.000,SO45398,312,15059,10,1,1
AdventureWorks-Sales-2017.csv,2017-01-12 00:00:00.000,2003-11-24 00:00:00.000,SO61951,537,14471,4,2,1
AdventureWorks-Sales-2016.csv,2016-01-20 00:00:00.000,2002-10-29 00:00:00.000,SO48956,356,13968,9,1,1
AdventureWorks-Sales-2016.csv,2016-11-21 00:00:00.000,2003-10-15 00:00:00.000,SO58333,360,13340,4,1,1
AdventureWorks-Sales-2016.csv,2016-11-24 00:00:00.000,2003-10-08 00:00:00.000,SO58540,214,26356,10,2,1
AdventureWorks-Sales-2017.csv,2017-04-01 00:00:00.000,2004-03-12 00:00:00.000,SO67414,462,12689,9,2,2
AdventureWorks-Sales-2017.csv,2017-05-04 00:00:00.000,2004-02-05 00:00:00.000,SO69805,483,11222,4,2,1
AdventureWorks-Sales-2017.csv,2017-04-02 00:00:00.000,2004-03-01 00:00:00.000,SO67423,214,16481,9,4,1
AdventureWorks-Sales-2017.csv,2017-01-02 00:00:00.000,2003-09-08 00:00:00.000,SO61356,590,14580,4,1,1
AdventureWorks-Sales-2016.csv,2016-09-04 00:00:00.000,2003-08-10 00:00:00.000,SO53813,538,12259,10,1,2
AdventureWorks-Sales-2016.csv,2016-08-22 00:00:00.000,2003-08-02 00:00:00.000,SO52958,220,28770,1,2,1
AdventureWorks-Sales-2017.csv,2017-02-11 00:00:00.000,2003-12-31 00:00:00.000,SO63956,539,22396,10,2,2
AdventureWorks-Sales-2017.csv,2017-04-20 00:00:00.000,2004-01-29 00:00:00.000,SO68682,462,13075,9,5,2
AdventureWorks-Sales-2017.csv,2017-06-16 00:00:00.000,2004-03-15 00:00:00.000,SO73093,214,28693,10,2,1
AdventureWorks-Sales-2017.csv,2017-06-24 00:00:00.000,2004-04-20 00:00:00.000,SO73696,564,28273,4,1,1
AdventureWorks-Sales-2017.csv,2017-06-07 00:00:00.000,2004-03-06 00:00:00.000,SO72403,487,13733,1,3,1
AdventureWorks-Sales-2017.csv,2017-05-18 00:00:00.000,2004-04-29 00:00:00.000,SO70833,232,11847,1,1,1
AdventureWorks-Sales-2015.csv,2015-10-15 00:00:00.000,2002-06-30 00:00:00.000,SO47835,383,24904,9,1,1
AdventureWorks-Sales-2016.csv,2016-08-02 00:00:00.000,2003-07-03 00:00:00.000,SO51922,381,24611,9,1,1
AdventureWorks-Sales-2016.csv,2016-07-11 00:00:00.000,2003-04-06 00:00:00.000,SO51346,215,11270,4,3,1
AdventureWorks-Sales-2017.csv,2017-02-13 00:00:00.000,2003-12-20 00:00:00.000,SO64062,462,15142,9,2,1
AdventureWorks-Sales-2017.csv,2017-01-13 00:00:00.000,2003-09-27 00:00:00.000,SO61991,480,27633,6,4,2
AdventureWorks-Sales-2017.csv,2017-03-18 00:00:00.000,2004-02-26 00:00:00.000,SO66402,480,15694,10,2,3
AdventureWorks-Sales-2016.csv,2016-10-30 00:00:00.000,2003-07-10 00:00:00.000,SO56950,215,12667,9,4,1
AdventureWorks-Sales-2015.csv,2015-03-02 00:00:00.000,2001-11-28 00:00:00.000,SO45587,310,11531,4,1,1
AdventureWorks-Sales-2017.csv,2017-01-05 00:00:00.000,2003-10-20 00:00:00.000,SO61501,529,24961,1,1,1
AdventureWorks-Sales-2017.csv,2017-02-01 00:00:00.000,2003-10-07 00:00:00.000,SO63358,462,20826,7,4,2
AdventureWorks-Sales-2016.csv,2016-12-25 00:00:00.000,2003-11-04 00:00:00.000,SO60744,479,28324,9,2,2
AdventureWorks-Sales-2017.csv,2017-04-28 00:00:00.000,2004-03-28 00:00:00.000,SO69197,528,21025,10,1,3
AdventureWorks-Sales-2016.csv,2016-09-18 00:00:00.000,2003-06-10 00:00:00.000,SO54541,530,26175,1,2,3
AdventureWorks-Sales-2017.csv,2017-02-17 00:00:00.000,2003-11-13 00:00:00.000,SO64347,528,14291,6,1,2
AdventureWorks-Sales-2017.csv,2017-02-23 00:00:00.000,2003-12-29 00:00:00.000,SO64750,476,20289,4,1,1
AdventureWorks-Sales-2017.csv,2017-03-07 00:00:00.000,2004-01-30 00:00:00.000,SO65682,528,12500,8,3,3
AdventureWorks-Sales-2016.csv,2016-02-07 00:00:00.000,2002-10-15 00:00:00.000,SO49242,368,23524,9,1,1
AdventureWorks-Sales-2017.csv,2017-04-07 00:00:00.000,2004-01-28 00:00:00.000,SO67816,477,12565,7,2,2
AdventureWorks-Sales-2015.csv,2015-06-09 00:00:00.000,2002-02-12 00:00:00.000,SO46449,345,12007,9,1,1
AdventureWorks-Sales-2016.csv,2016-02-25 00:00:00.000,2003-01-22 00:00:00.000,SO49411,368,15676,7,1,1
AdventureWorks-Sales-2016.csv,2016-11-01 00:00:00.000,2003-08-10 00:00:00.000,SO57191,387,23572,9,1,1
AdventureWorks-Sales-2016.csv,2016-11-27 00:00:00.000,2003-11-02 00:00:00.000,SO58697,604,22598,8,1,1
AdventureWorks-Sales-2017.csv,2017-03-20 00:00:00.000,2004-01-27 00:00:00.000,SO66564,215,12398,7,4,1
AdventureWorks-Sales-2016.csv,2016-08-18 00:00:00.000,2003-05-11 00:00:00.000,SO52765,479,26317,1,2,2
