device_fk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,timeperiod_id,timeperiod,start_time,end_time,last_updated,percent_value,base_value
16198,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,8126.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:17.733,0.99,8.0
13648,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,4131.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.876,1.01,4.0
16334,1,CPU,cpu,2,MIN,1,CPU_LOAD,13.29,3,30 Days,2021-05-15 06:00:00.000,2021-06-14 06:00:00.000,2021-08-13 07:43:21.786,13.29,2.0
5572,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,682.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:18.730,0.67,1.0
13327,1,CPU,cpu,6,98TH,1,CPU_LOAD,0.43,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.906,0.43,2.0
13854,1,CPU,cpu,1,MAX,1,CPU_LOAD,103.01,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:16.333,103.01,1.0
10409,1,CPU,cpu,5,95TH,1,CPU_LOAD,100.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.943,100.0,1.0
16552,1,CPU,cpu,2,MIN,1,CPU_LOAD,21.22,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:19.200,21.22,2.0
3038,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,4332.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.223,0.26,16.0
13373,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,2159.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.043,0.53,4.0
16632,1,CPU,cpu,6,98TH,1,CPU_LOAD,0.82,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.280,0.82,2.0
16329,1,CPU,cpu,6,98TH,1,CPU_LOAD,87.73,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.073,87.73,2.0
13404,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,8114.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:18.206,0.99,8.0
10405,1,CPU,cpu,1,MAX,1,CPU_LOAD,100.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.973,100.0,1.0
6559,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,1264.64,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.433,0.62,2.0
13540,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,1055.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.860,1.03,1.0
16586,1,CPU,cpu,3,AVG,1,CPU_LOAD,0.78,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:19.233,0.78,2.0
14479,1,CPU,cpu,2,MIN,1,CPU_LOAD,1.04,3,30 Days,2021-05-15 06:00:00.000,2021-06-14 06:00:00.000,2021-08-13 07:43:23.036,1.04,2.0
10409,1,CPU,cpu,6,98TH,1,CPU_LOAD,100.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.940,100.0,1.0
13326,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,1036.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.616,0.25,4.0
10403,1,CPU,cpu,5,95TH,1,CPU_LOAD,1.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.743,1.0,2.0
16076,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,8075.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:18.270,0.99,8.0
5555,1,CPU,cpu,6,98TH,1,CPU_LOAD,11.11,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.960,11.11,1.0
13270,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,4046.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.150,0.99,4.0
13624,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,65902.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:18.386,1.01,64.0
13280,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,3907.03,3,30 Days,2021-10-13 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 02:00:07.216,0.95,4.0
16810,1,CPU,cpu,1,MAX,1,CPU_LOAD,76.32,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:19.506,76.32,2.0
16329,1,CPU,cpu,5,95TH,1,CPU_LOAD,82.49,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.076,82.49,2.0
10409,1,CPU,cpu,1,MAX,1,CPU_LOAD,100.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.940,100.0,1.0
13313,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,108880.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.006,0.74,144.0
10402,2,MEMORY,memory,3,AVG,2,MEMORY_PHYSICAL,113.82,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:15.486,0.22,0.5
16758,1,CPU,cpu,3,AVG,1,CPU_LOAD,7.59,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:19.386,7.59,2.0
16229,1,CPU,cpu,1,MAX,1,CPU_LOAD,26.16,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:18.790,26.16,2.0
16338,1,CPU,cpu,3,AVG,1,CPU_LOAD,0.26,3,30 Days,2021-02-24 06:00:00.000,2021-03-26 06:00:00.000,2021-05-25 07:38:48.306,0.26,4.0
9551,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,606.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.323,0.15,4.0
6377,1,CPU,cpu,6,98TH,1,CPU_LOAD,100.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.093,100.0,1.0
13313,1,CPU,cpu,2,MIN,1,CPU_LOAD,28.89,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.276,28.89,24.0
10403,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,360.19,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:15.513,0.04,8.0
14616,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,8125.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.213,0.99,8.0
16269,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,2204.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.940,0.54,4.0
16955,1,CPU,cpu,6,98TH,1,CPU_LOAD,70.16,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.553,70.16,2.0
5564,1,CPU,cpu,6,98TH,1,CPU_LOAD,2.97,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:18.993,2.97,1.0
5564,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,194.16,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:18.716,0.19,1.0
13854,1,CPU,cpu,2,MIN,1,CPU_LOAD,92.58,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:16.336,92.58,1.0
16558,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,7593.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:18.960,0.93,8.0
9550,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,1043.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.300,1.02,1.0
14139,1,CPU,cpu,6,98TH,1,CPU_LOAD,12.42,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.280,12.42,2.0
10408,1,CPU,cpu,5,95TH,1,CPU_LOAD,92.96,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.866,92.96,1.0
16269,1,CPU,cpu,6,98TH,1,CPU_LOAD,1.64,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.203,1.64,2.0
16323,1,CPU,cpu,2,MIN,1,CPU_LOAD,5.96,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.910,5.96,8.0
13392,1,CPU,cpu,3,AVG,1,CPU_LOAD,14.72,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.426,14.72,4.0
13387,1,CPU,cpu,3,AVG,1,CPU_LOAD,6.79,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:18.356,6.79,4.0
13329,1,CPU,cpu,3,AVG,1,CPU_LOAD,22.35,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.976,22.35,4.0
13278,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,324.77,3,30 Days,2021-10-13 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 02:00:07.200,0.08,4.0
16632,1,CPU,cpu,3,AVG,1,CPU_LOAD,0.65,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.283,0.65,2.0
13335,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,19434.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.073,0.15,128.0
14616,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,8123.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.216,0.99,8.0
13416,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,66027.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.366,1.01,64.0
16810,1,CPU,cpu,6,98TH,1,CPU_LOAD,61.19,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:19.503,61.19,2.0
16808,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,1048.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:19.200,1.02,1.0
13869,1,CPU,cpu,6,98TH,1,CPU_LOAD,1.21,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.356,1.21,1.0
11997,2,MEMORY,memory,2,MIN,2,MEMORY_PHYSICAL,490.25,3,30 Days,2021-10-13 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 02:00:07.110,0.12,4.0
16643,2,MEMORY,memory,3,AVG,2,MEMORY_PHYSICAL,16224.0,3,30 Days,2021-05-19 06:00:00.000,2021-06-18 06:00:00.000,2021-08-17 07:53:24.556,0.99,16.0
10406,1,CPU,cpu,2,MIN,1,CPU_LOAD,0.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.793,0.0,1.0
16263,1,CPU,cpu,6,98TH,1,CPU_LOAD,1.8,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:18.006,1.8,1.0
13325,2,MEMORY,memory,3,AVG,2,MEMORY_PHYSICAL,886.23,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.583,0.87,1.0
10405,2,MEMORY,memory,3,AVG,2,MEMORY_PHYSICAL,887.63,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:15.740,0.43,2.0
14125,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,226.0,3,30 Days,2021-09-13 07:00:00.000,2021-10-13 07:00:00.000,2021-11-12 09:22:16.166,0.22,1.0
12134,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,434.71,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:15.870,0.21,2.0
13854,1,CPU,cpu,5,95TH,1,CPU_LOAD,100.75,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:16.336,100.75,1.0
10408,1,CPU,cpu,3,AVG,1,CPU_LOAD,8.44,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.866,8.44,1.0
16320,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,8114.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.583,0.99,8.0
16645,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,8130.0,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 09:22:19.063,0.99,8.0
16643,2,MEMORY,memory,1,MAX,2,MEMORY_PHYSICAL,16267.0,3,30 Days,2021-05-19 06:00:00.000,2021-06-18 06:00:00.000,2021-08-17 07:53:24.553,0.99,16.0
16335,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,8114.0,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.916,0.99,8.0
13320,1,CPU,cpu,2,MIN,1,CPU_LOAD,0.26,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.713,0.26,2.0
9557,1,CPU,cpu,5,95TH,1,CPU_LOAD,1.99,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.620,1.99,4.0
16163,1,CPU,cpu,1,MAX,1,CPU_LOAD,21.96,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:18.563,21.96,8.0
16336,2,MEMORY,memory,3,AVG,2,MEMORY_PHYSICAL,4847.74,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.953,0.59,8.0
3038,1,CPU,cpu,6,98TH,1,CPU_LOAD,3.81,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.466,3.81,4.0
13279,2,MEMORY,memory,6,98TH,2,MEMORY_PHYSICAL,774.09,3,30 Days,2021-09-03 02:00:00.000,2021-10-03 02:00:00.000,2021-10-03 02:00:33.703,0.19,4.0
13404,1,CPU,cpu,6,98TH,1,CPU_LOAD,40.31,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:18.480,40.31,4.0
16558,1,CPU,cpu,5,95TH,1,CPU_LOAD,22.63,3,30 Days,2021-08-14 07:00:00.000,2021-09-13 07:00:00.000,2021-11-12 08:48:19.250,22.63,2.0
13314,1,CPU,cpu,5,95TH,1,CPU_LOAD,17.88,3,30 Days,2021-05-15 06:00:00.000,2021-06-14 06:00:00.000,2021-08-13 07:43:22.143,17.88,4.0
14137,2,MEMORY,memory,5,95TH,2,MEMORY_PHYSICAL,2834.87,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.083,0.69,4.0
11988,1,CPU,cpu,1,MAX,1,CPU_LOAD,1.48,3,30 Days,2021-10-13 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 01:59:45.883,1.48,2.0
16262,2,MEMORY,memory,3,AVG,2,MEMORY_PHYSICAL,784.93,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.470,0.19,4.0
13329,1,CPU,cpu,6,98TH,1,CPU_LOAD,31.88,3,30 Days,2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.973,31.88,4.0
