order_id,invoice_id,product_id,count,discount,Sum of price,Sales
130,4,28,64,1,"8.36",471.03999999999996
132,12,21,10,1,"9.37",83.699999999999989
135,51,95,43,1,"82.8",3517.4
136,20,84,60,1,"76.11",4506.6
137,4,41,52,1,"39.13",1982.7600000000002
138,25,43,96,1,"58.35",5505.6
140,88,9,82,1,"15.21",1165.22
143,46,69,45,1,"59.75",2643.75
144,84,21,69,1,"9.37",577.53
146,6,24,1,1,"44.87",43.87
148,37,24,93,1,"44.87",4079.91
150,8,69,48,1,"59.75",2820
151,92,23,81,1,"31.89",2502.09
153,80,79,95,1,"0.31",-65.55
156,75,15,12,1,"38.12",445.43999999999994
159,69,87,46,1,"15.7",676.19999999999993
160,98,24,21,1,"44.87",921.27
162,8,64,2,1,"48.28",94.56
164,23,74,14,1,"75.9",1048.6000000000001
166,73,13,67,1,"54.94",3613.98
168,47,70,30,1,"3.14",64.2
170,77,49,76,1,"17.77",1274.52
175,77,89,45,1,"27.92",1211.4
176,46,37,87,1,"32.79",2765.73
179,57,12,7,1,"53.5",367.5
182,82,14,64,1,"17.42",1050.88
183,2,61,64,1,"29.28",1809.92
184,30,24,49,1,"44.87",2149.6299999999997
186,92,86,49,1,"23.74",1114.26
187,84,8,10,1,"21.14",201.4
190,98,6,42,1,"31.81",1294.02
191,74,67,30,1,"7.21",186.3
192,22,17,19,1,"0.71",-5.5100000000000007
193,26,7,4,1,"43.57",170.28
194,86,98,76,1,"63.15",4723.4
196,66,65,62,1,"82.79",5070.9800000000005
197,89,18,24,1,"48.37",1136.8799999999999
199,39,86,27,1,"23.74",613.9799999999999
200,51,34,32,1,"32.8",1017.5999999999999
205,34,100,35,1,"13.72",445.20000000000005
211,47,77,29,1,"80.12",2294.48
212,99,78,17,1,"72.19",1210.23
215,90,24,85,1,"44.87",3728.95
216,45,4,100,1,"78.09",7709
218,71,100,31,1,"13.72",394.32
221,21,1,92,1,"6.18",476.55999999999995
222,43,61,10,1,"29.28",282.8
225,70,97,11,1,"30.89",328.79
226,70,57,7,1,"32.58",221.06
227,14,64,6,1,"48.28",283.68
231,82,18,42,1,"48.37",1989.54
237,14,67,49,1,"7.21",304.29
239,80,83,37,1,"8.79",288.22999999999996
245,30,7,17,1,"43.57",723.69
248,29,76,2,1,"37.53",73.06
249,14,35,8,1,"67.38",531.04
251,67,46,61,1,"16.55",948.55000000000007
254,22,11,18,1,"36.9",646.19999999999993
256,9,83,23,1,"8.79",179.17
261,25,54,12,1,"49.33",579.96
262,87,40,37,1,"36.34",1307.5800000000002
266,81,61,29,1,"29.28",820.12
268,20,72,19,1,"16.1",286.90000000000003
273,2,30,71,1,"28.06",1921.26
279,67,39,31,1,"7.92",214.52
281,3,75,50,1,"35.33",1716.5
282,26,89,55,1,"27.92",1480.6000000000001
287,16,25,6,1,"81.41",482.46
290,70,77,37,1,"80.12",2927.44
293,44,41,26,1,"39.13",991.38000000000011
294,29,55,53,1,"35.91",1850.2299999999998
298,11,32,17,1,"40.69",674.73
300,69,1,4,1,"6.18",20.72
307,68,27,79,1,"28.97",2209.63
309,66,75,30,1,"35.33",1029.8999999999999
311,77,14,99,1,"17.42",1625.5800000000002
314,11,1,85,1,"6.18",440.29999999999995
315,98,73,4,1,"53.3",209.2
316,23,51,67,1,"48.44",3178.48
317,46,65,26,1,"82.79",2126.54
319,22,86,65,1,"23.74",1478.1
322,49,91,23,1,"3.9",66.7
323,86,73,72,1,"53.3",3765.6
329,44,70,69,1,"3.14",147.66
330,6,15,3,1,"38.12",111.35999999999999
339,14,84,59,1,"76.11",4431.49
340,91,61,26,1,"29.28",735.28
346,100,5,50,1,"37.11",1805.5
348,53,70,71,1,"3.14",151.94
352,25,100,24,1,"13.72",305.28000000000003
354,7,7,16,1,"43.57",681.12
358,4,97,12,1,"30.89",358.68
363,6,60,92,1,"71.64",6498.88
369,1,49,60,1,"17.77",1006.1999999999999
371,96,67,19,1,"7.21",117.99
373,86,100,45,1,"13.72",572.4
375,97,71,94,1,"11.78",1013.3199999999999
382,33,59,88,1,"7.81",599.28
383,56,38,78,1,"35.6",2698.8
384,70,81,4,1,"26.67",102.68
387,82,3,68,1,"38.16",2526.8799999999997
388,74,38,41,1,"35.6",1418.6000000000001
394,61,44,50,1,"15.93",746.5
404,37,27,25,1,"28.97",699.25
405,72,2,58,1,"35.93",2025.94
406,19,31,96,1,"3.77",265.92
414,69,23,44,1,"31.89",1359.16
420,20,83,9,1,"8.79",70.109999999999985
428,89,54,13,1,"49.33",628.29
429,31,69,23,1,"59.75",1351.25
432,80,57,10,1,"32.58",315.79999999999995
433,74,9,53,1,"15.21",753.13
435,44,52,50,1,"78.3",3865
437,36,21,14,1,"9.37",117.17999999999999
438,26,62,59,1,"54.82",3175.38
439,47,18,34,1,"48.37",1610.58
444,47,82,34,1,"27.9",914.59999999999991
448,100,37,31,1,"32.79",985.49
453,4,59,61,1,"7.81",415.40999999999997
454,79,17,37,1,"0.71",-10.73
456,11,29,75,1,"81.81",6060.75
459,82,81,39,1,"26.67",1001.1300000000001
460,82,31,77,1,"3.77",213.29
462,17,9,40,1,"15.21",568.40000000000009
464,1,22,96,1,"1.03",2.8800000000000026
466,39,15,66,1,"38.12",2449.9199999999996
468,65,19,32,1,"17.68",533.76
475,71,86,19,1,"23.74",432.05999999999995
476,75,25,2,1,"81.41",160.82
477,58,75,95,1,"35.33",3261.35
479,56,44,73,1,"15.93",1089.8899999999999
481,10,28,47,1,"8.36",345.91999999999996
482,39,74,60,1,"75.9",4494
483,79,36,38,1,"77.49",2906.62
485,48,89,60,1,"27.92",1615.2
486,95,93,95,1,"45.26",4204.7
488,95,12,32,1,"53.5",1680
490,55,69,68,1,"59.75",3995
492,6,51,92,1,"48.44",4364.48
493,16,66,82,1,"16.12",1239.8400000000001
495,85,66,49,1,"16.12",740.88
503,93,33,7,1,"14",91
504,55,56,83,1,"63.21",5163.43
517,73,48,48,1,"17.29",781.92
518,40,100,59,1,"13.72",750.48
519,52,9,52,1,"15.21",738.92000000000007
529,64,89,19,1,"27.92",511.48
530,13,17,58,1,"0.71",-16.82
532,40,8,8,1,"21.14",161.12
533,5,31,31,1,"3.77",85.87
534,53,44,28,1,"15.93",418.03999999999996
536,71,79,12,1,"0.31",-8.28
539,7,28,6,1,"8.36",44.16
540,39,20,58,1,"40.84",2310.7200000000003
544,57,35,78,1,"67.38",5177.6399999999994
547,93,52,66,1,"78.3",5101.8
552,74,86,8,1,"23.74",181.92
553,73,41,12,1,"39.13",457.56000000000006
557,56,53,32,1,"17.39",524.48
559,27,57,38,1,"32.58",1200.04
560,61,4,75,1,"78.09",5781.75
561,82,27,78,1,"28.97",2181.66
563,82,76,51,1,"37.53",1863.03
566,2,30,9,1,"28.06",243.54
576,65,72,37,1,"16.1",558.7
581,92,94,92,1,"27.06",2397.52
582,73,13,61,1,"54.94",3290.3399999999997
583,59,96,71,1,"35.95",2481.4500000000003
584,34,51,71,1,"48.44",3368.24
585,78,50,52,1,"59.89",3062.28
586,9,41,3,1,"39.13",114.39000000000001
588,85,11,57,1,"36.9",2046.3
595,3,82,32,1,"27.9",860.8
596,24,34,87,1,"32.8",2766.6
601,77,33,96,1,"14",1248
606,83,69,42,1,"59.75",2467.5
607,96,20,22,1,"40.84",876.48
612,74,17,26,1,"0.71",-7.5400000000000009
614,25,52,33,1,"78.3",2550.9
615,45,63,61,1,"3.21",134.81
617,8,23,39,1,"31.89",1204.71
619,74,38,17,1,"35.6",588.2
621,92,71,7,1,"11.78",75.46
622,33,94,7,1,"27.06",182.42
623,93,60,63,1,"71.64",4450.32
625,84,56,97,1,"63.21",6034.37
626,42,3,4,1,"38.16",148.64
627,15,10,30,1,"31.46",913.80000000000007
630,29,5,90,1,"37.11",3249.9
632,13,58,76,1,"71.87",5386.1200000000008
633,9,21,63,1,"9.37",527.31
637,14,61,99,1,"29.28",2799.7200000000003
640,68,5,23,1,"37.11",830.53
644,64,16,39,1,"73.22",2816.58
645,83,33,20,1,"14",260
647,52,9,45,1,"15.21",639.45
650,92,64,5,1,"48.28",236.4
651,60,38,22,1,"35.6",761.2
655,72,41,86,1,"39.13",3279.1800000000003
659,81,42,46,1,"39.94",1791.2399999999998
662,80,64,41,1,"48.28",1938.48
664,51,74,64,1,"75.9",4793.6
671,64,32,65,1,"40.69",2579.85
674,51,44,59,1,"15.93",880.87
680,70,7,87,1,"43.57",3703.59
683,92,26,51,1,"20.06",972.06
688,64,71,78,1,"11.78",840.83999999999992
691,90,72,81,1,"16.1",1223.1000000000001
693,13,45,46,1,"52.57",2372.22
697,51,23,45,1,"31.89",1390.05
701,81,42,59,1,"39.94",2297.46
702,46,89,97,1,"27.92",2611.2400000000002
706,30,68,6,1,"75.49",446.93999999999994
709,99,49,72,1,"17.77",1207.44
713,65,34,86,1,"32.8",2734.7999999999997
716,51,81,7,1,"26.67",179.69
718,70,63,17,1,"3.21",37.57
720,45,79,79,1,"0.31",-54.51
723,67,15,57,1,"38.12",2115.8399999999997
725,33,22,93,1,"1.03",2.7900000000000027
731,3,17,53,1,"0.71",-15.370000000000001
733,40,92,4,1,"34.26",133.04
735,58,63,95,1,"3.21",209.95
736,22,35,6,1,"67.38",398.28
741,86,92,20,1,"34.26",665.19999999999993
742,83,93,32,1,"45.26",1416.32
743,69,77,33,1,"80.12",2610.96
746,76,64,88,1,"48.28",4160.64
752,91,56,21,1,"63.21",1306.41
754,97,33,26,1,"14",338
757,60,96,86,1,"35.95",3005.7000000000003
760,93,50,57,1,"59.89",3356.73
765,64,82,27,1,"27.9",726.3
766,41,13,41,1,"54.94",2211.54
770,62,96,25,1,"35.95",873.75000000000011
772,3,7,48,1,"43.57",2043.3600000000001
773,82,52,42,1,"78.3",3246.6
774,13,24,47,1,"44.87",2061.89
775,5,60,56,1,"71.64",3955.84
778,14,86,39,1,"23.74",886.8599999999999
779,65,9,50,1,"15.21",710.5
780,53,52,76,1,"78.3",5874.8
781,63,97,64,1,"30.89",1912.96
785,11,76,46,1,"37.53",1680.38
789,11,9,88,1,"15.21",1250.48
793,70,40,59,1,"36.34",2085.0600000000004
794,15,69,15,1,"59.75",881.25
795,22,99,71,1,"16.22",1080.62
797,66,57,39,1,"32.58",1231.62
802,18,39,36,1,"7.92",249.12
803,56,31,37,1,"3.77",102.49
804,16,5,55,1,"37.11",1986.05
805,94,27,79,1,"28.97",2209.63
806,97,57,27,1,"32.58",852.66
807,42,33,15,1,"14",195
809,3,80,18,1,"40.88",717.84
812,8,27,14,1,"28.97",391.58
814,25,69,46,1,"59.75",2702.5
815,87,54,24,1,"49.33",1159.92
822,31,48,48,1,"17.29",781.92
825,17,2,6,1,"35.93",209.57999999999998
826,86,88,66,1,"69.95",4550.7
831,42,63,11,1,"3.21",24.31
832,74,16,28,1,"73.22",2022.1599999999999
833,70,36,2,1,"77.49",152.98
839,8,49,17,1,"17.77",285.09
843,100,88,98,1,"69.95",6757.1
844,26,16,7,1,"73.22",505.53999999999996
858,3,18,86,1,"48.37",4073.8199999999997
862,80,72,46,1,"16.1",694.6
864,36,98,52,1,"63.15",3231.7999999999997
868,52,59,18,1,"7.81",122.58
872,63,63,53,1,"3.21",117.13
874,51,37,32,1,"32.79",1017.28
876,34,97,35,1,"30.89",1046.15
878,48,98,75,1,"63.15",4661.25
879,44,31,50,1,"3.77",138.5
880,92,66,13,1,"16.12",196.56
887,16,31,67,1,"3.77",185.59
890,28,17,12,1,"0.71",-3.4800000000000004
894,22,57,76,1,"32.58",2400.08
896,46,78,62,1,"72.19",4413.78
897,34,18,60,1,"48.37",2842.2
898,58,25,29,1,"81.41",2331.89
899,24,55,80,1,"35.91",2792.7999999999997
900,93,67,24,1,"7.21",149.04
905,1,77,51,1,"80.12",4035.1200000000003
907,17,6,30,1,"31.81",924.3
911,8,61,38,1,"29.28",1074.64
914,1,16,33,1,"73.22",2383.2599999999998
915,48,36,34,1,"77.49",2600.66
917,97,54,32,1,"49.33",1546.56
919,96,1,18,1,"6.18",93.24
923,83,73,14,1,"53.3",732.19999999999993
926,69,26,84,1,"20.06",1601.04
928,18,26,47,1,"20.06",895.81999999999994
930,94,50,69,1,"59.89",4063.41
935,3,32,31,1,"40.69",1230.3899999999999
936,43,19,48,1,"17.68",800.64
938,80,87,58,1,"15.7",852.59999999999991
941,41,98,7,1,"63.15",435.05
944,3,13,80,1,"54.94",4315.2
947,25,54,51,1,"49.33",2464.83
948,69,5,74,1,"37.11",2672.14
950,36,67,49,1,"7.21",304.29
951,51,70,43,1,"3.14",92.02000000000001
961,62,32,31,1,"40.69",1230.3899999999999
968,41,69,78,1,"59.75",4582.5
970,90,91,2,1,"3.9",5.8
972,80,72,49,1,"16.1",739.90000000000009
974,17,28,98,1,"8.36",721.28
975,50,45,71,1,"52.57",3661.47
977,34,38,84,1,"35.6",2906.4
982,74,90,76,1,"16.62",1187.1200000000001
989,50,99,63,1,"16.22",958.8599999999999
990,97,90,97,1,"16.62",1515.14
991,66,3,92,1,"38.16",3418.72
993,34,20,94,1,"40.84",3744.9600000000005
994,39,43,66,1,"58.35",3785.1
1000,13,91,54,1,"3.9",156.6
1002,902,65,82,1,"82.79",6706.7800000000007
1006,1216,30,33,1,"28.06",892.9799999999999
1009,1308,17,17,1,"0.71",-4.9300000000000006
1011,313,33,71,1,"14",923
1012,308,36,70,1,"77.49",5354.2999999999993
1016,379,93,100,1,"45.26",4426
1017,832,25,39,1,"81.41",3135.99
1021,1633,80,30,1,"40.88",1196.4
1023,832,51,71,1,"48.44",3368.24
1024,1212,91,84,1,"3.9",243.6
1026,1216,45,72,1,"52.57",3713.04
1027,1320,6,97,1,"31.81",2988.5699999999997
1034,1997,73,17,1,"53.3",889.09999999999991
1038,1304,64,27,1,"48.28",1276.56
1039,695,76,60,1,"37.53",2191.8
1041,1326,46,78,1,"16.55",1212.9
1044,1201,16,72,1,"73.22",5199.84
1053,1076,80,9,1,"40.88",358.92
1056,1615,98,88,1,"63.15",5469.2
1058,269,39,90,1,"7.92",622.8
1059,398,47,29,1,"25.9",722.09999999999991
1061,1097,26,76,1,"20.06",1448.56
1063,591,64,4,1,"48.28",189.12
1064,235,82,73,1,"27.9",1963.6999999999998
1065,760,58,99,1,"71.87",7016.13
1066,311,45,65,1,"52.57",3352.05
1067,1557,5,94,1,"37.11",3394.34
1076,300,98,22,1,"63.15",1367.3
1078,1711,44,48,1,"15.93",716.64
1083,1415,53,73,1,"17.39",1196.47
1084,1048,3,53,1,"38.16",1969.4799999999998
1085,1380,95,4,1,"82.8",327.2
1087,1932,21,15,1,"9.37",125.54999999999998
1089,1543,2,6,1,"35.93",209.57999999999998
1090,1961,9,60,1,"15.21",852.6
1091,549,17,61,1,"0.71",-17.69
1093,950,61,17,1,"29.28",480.76
1094,1749,22,3,1,"1.03",0.09000000000000008
1099,315,85,46,1,"62.51",2829.46
1100,1583,100,54,1,"13.72",686.88
1101,1338,76,78,1,"37.53",2849.34
1108,136,91,5,1,"3.9",14.5
1109,51,24,100,1,"44.87",4387
1114,291,26,45,1,"20.06",857.69999999999993
1119,1945,34,23,1,"32.8",731.4
1120,384,4,52,1,"78.09",4008.6800000000003
1127,1894,9,77,1,"15.21",1094.17
1128,908,3,77,1,"38.16",2861.3199999999997
1130,1140,45,52,1,"52.57",2681.64
1137,294,71,26,1,"11.78",280.28
1140,651,30,65,1,"28.06",1758.8999999999999
1141,1539,20,53,1,"40.84",2111.52
1143,842,99,98,1,"16.22",1491.56
1147,209,95,1,1,"82.8",81.8
1148,741,75,41,1,"35.33",1407.53
1155,1783,46,50,1,"16.55",777.5
1157,1057,84,87,1,"76.11",6534.57
1160,1224,84,2,1,"76.11",150.22
1162,753,82,4,1,"27.9",107.6
1167,43,18,20,1,"48.37",947.4
1168,1325,82,21,1,"27.9",564.9
1169,1800,81,88,1,"26.67",2258.96
1176,1367,26,35,1,"20.06",667.09999999999991
1188,428,8,68,1,"21.14",1369.52
1189,411,84,26,1,"76.11",1952.86
1191,1540,47,98,1,"25.9",2440.2
1192,1043,83,35,1,"8.79",272.65
1194,1329,86,50,1,"23.74",1137
1198,1068,43,9,1,"58.35",516.15
1200,1755,32,65,1,"40.69",2579.85
1202,398,29,40,1,"81.81",3232.4
1203,797,13,86,1,"54.94",4638.84
1213,111,65,4,1,"82.79",327.16
1215,1521,76,100,1,"37.53",3653
1217,1096,6,33,1,"31.81",1016.7299999999999
1218,1763,8,69,1,"21.14",1389.66
1220,511,99,77,1,"16.22",1171.9399999999998
1221,1434,67,100,1,"7.21",621
1222,197,74,92,1,"75.9",6890.8
1224,1493,87,86,1,"15.7",1264.2
1228,1892,46,95,1,"16.55",1477.25
1229,182,2,25,1,"35.93",873.25
1231,145,42,64,1,"39.94",2492.16
1234,640,94,79,1,"27.06",2058.74
1235,672,11,64,1,"36.9",2297.6
1237,714,57,55,1,"32.58",1736.8999999999999
1239,1853,83,58,1,"8.79",451.81999999999994
1240,560,11,59,1,"36.9",2118.1
1241,1261,32,52,1,"40.69",2063.88
1245,736,65,64,1,"82.79",5234.56
1248,1781,79,34,1,"0.31",-23.459999999999997
1250,1054,97,23,1,"30.89",687.47
1253,1340,11,27,1,"36.9",969.3
1254,662,55,84,1,"35.91",2932.4399999999996
1260,916,79,52,1,"0.31",-35.879999999999995
1262,1196,36,33,1,"77.49",2524.1699999999996
1264,1065,11,43,1,"36.9",1543.7
1266,948,4,19,1,"78.09",1464.71
1272,1012,85,2,1,"62.51",123.02
1273,435,88,62,1,"69.95",4274.9000000000015
1274,651,77,32,1,"80.12",2531.84
1276,209,84,56,1,"76.11",4206.16
1278,1374,63,51,1,"3.21",112.71
1280,135,93,24,1,"45.26",1062.24
1286,359,68,25,1,"75.49",1862.2499999999998
1292,1528,22,94,1,"1.03",2.8200000000000025
1300,660,28,57,1,"8.36",419.52
1301,1238,67,6,1,"7.21",37.26
1305,295,57,33,1,"32.58",1042.1399999999999
1306,173,47,2,1,"25.9",49.8
1309,306,8,70,1,"21.14",1409.8
1312,1750,30,78,1,"28.06",2110.68
1313,1163,18,68,1,"48.37",3221.16
1314,933,25,7,1,"81.41",562.87
1315,1847,39,87,1,"7.92",602.04
1320,814,94,90,1,"27.06",2345.4
1322,1695,41,41,1,"39.13",1563.3300000000002
1324,467,4,26,1,"78.09",2004.3400000000001
1325,1225,39,46,1,"7.92",318.32
1329,505,59,89,1,"7.81",606.08999999999992
1334,272,3,14,1,"38.16",520.24
1336,276,32,39,1,"40.69",1547.9099999999999
1337,1361,26,94,1,"20.06",1791.6399999999999
1341,300,51,40,1,"48.44",1897.6
1348,910,4,95,1,"78.09",7323.55
1351,1254,66,35,1,"16.12",529.2
1352,242,12,73,1,"53.5",3832.5
1353,373,62,61,1,"54.82",3283.02
1356,1843,26,47,1,"20.06",895.81999999999994
1358,1459,53,2,1,"17.39",32.78
1364,1634,28,95,1,"8.36",699.19999999999993
1373,197,4,98,1,"78.09",7554.8200000000006
1374,1553,76,24,1,"37.53",876.72
1380,462,46,11,1,"16.55",171.05
1383,1184,23,34,1,"31.89",1050.26
1384,1477,27,23,1,"28.97",643.31
1386,1483,96,52,1,"35.95",1817.4
1388,473,54,21,1,"49.33",1014.93
1392,1034,77,22,1,"80.12",1740.64
1393,1757,100,41,1,"13.72",521.52
1395,772,18,74,1,"48.37",3505.3799999999997
1396,869,39,88,1,"7.92",608.96
1397,164,33,33,1,"14",429
1400,815,54,1,1,"49.33",48.33
1401,1857,17,54,1,"0.71",-15.660000000000002
1402,1239,30,40,1,"28.06",1082.3999999999999
1403,516,56,13,1,"63.21",808.73
1404,1669,31,51,1,"3.77",141.27
1406,1155,83,88,1,"8.79",685.52
1407,426,89,7,1,"27.92",188.44
1414,1770,74,45,1,"75.9",3370.5000000000005
1415,1151,1,17,1,"6.18",88.06
1417,411,77,14,1,"80.12",1107.68
1418,651,63,31,1,"3.21",68.51
1419,121,25,85,1,"81.41",6834.8499999999995
1422,1923,98,71,1,"63.15",4412.65
1425,1055,84,54,1,"76.11",4055.94
1426,1206,6,98,1,"31.81",3019.3799999999997
1431,262,76,81,1,"37.53",2958.9300000000003
1433,767,67,50,1,"7.21",310.5
1434,1057,78,59,1,"72.19",4200.21
1436,1227,20,70,1,"40.84",2788.8
1438,126,18,71,1,"48.37",3363.27
1441,1299,34,46,1,"32.8",1462.8
1444,317,26,30,1,"20.06",571.8
1446,610,75,71,1,"35.33",2437.43
1451,543,72,64,1,"16.1",966.40000000000009
1454,336,69,70,1,"59.75",4112.5
1458,1714,47,41,1,"25.9",1020.9
1464,1078,11,20,1,"36.9",718
1466,311,44,2,1,"15.93",29.86
1468,1346,71,50,1,"11.78",539
1471,160,25,10,1,"81.41",804.09999999999991
1472,1346,41,15,1,"39.13",571.95
1473,1057,90,99,1,"16.62",1546.38
1475,996,51,82,1,"48.44",3890.08
1482,1294,38,95,1,"35.6",3287
1483,280,49,50,1,"17.77",838.5
1492,1006,72,6,1,"16.1",90.600000000000009
1493,1921,65,93,1,"82.79",7606.47
1498,578,45,88,1,"52.57",4538.16
1499,208,96,61,1,"35.95",2131.9500000000003
1500,1451,65,54,1,"82.79",4416.6600000000008
1501,1459,47,3,1,"25.9",74.699999999999989
1502,1196,2,49,1,"35.93",1711.57
1505,1637,3,74,1,"38.16",2749.8399999999997
1506,1952,7,82,1,"43.57",3490.7400000000002
1518,294,37,27,1,"32.79",858.32999999999993
1520,1816,95,25,1,"82.8",2045
1529,112,25,3,1,"81.41",241.23
1530,813,22,71,1,"1.03",2.1300000000000017
1531,444,8,82,1,"21.14",1651.48
1534,614,76,52,1,"37.53",1899.56
1538,50,63,62,1,"3.21",137.02
1541,1671,39,62,1,"7.92",429.04
1544,625,96,25,1,"35.95",873.75000000000011
1550,1990,97,51,1,"30.89",1524.39
1552,1836,92,45,1,"34.26",1496.6999999999998
1554,115,99,2,1,"16.22",30.439999999999998
1558,340,40,37,1,"36.34",1307.5800000000002
1563,1035,20,55,1,"40.84",2191.2000000000003
1564,1289,72,2,1,"16.1",30.200000000000003
1565,1801,88,20,1,"69.95",1379
1567,127,54,91,1,"49.33",4398.03
1569,36,21,67,1,"9.37",560.79
1570,78,68,32,1,"75.49",2383.68
1571,783,34,73,1,"32.8",2321.3999999999996
1573,613,3,66,1,"38.16",2452.56
1577,645,63,2,1,"3.21",4.42
1578,603,39,99,1,"7.92",685.08
1581,682,80,31,1,"40.88",1236.28
1582,1629,56,34,1,"63.21",2115.14
1584,1661,28,19,1,"8.36",139.83999999999997
1586,374,40,49,1,"36.34",1731.66
1587,1402,12,93,1,"53.5",4882.5
1589,859,26,74,1,"20.06",1410.4399999999998
1592,1015,73,80,1,"53.3",4184
1593,92,30,9,1,"28.06",243.54
1594,95,65,100,1,"82.79",8179.0000000000009
1598,1387,42,96,1,"39.94",3738.24
1600,537,40,61,1,"36.34",2155.7400000000002
1602,1522,41,29,1,"39.13",1105.77
1603,799,83,1,1,"8.79",7.7899999999999991
1605,1816,100,17,1,"13.72",216.24
1606,922,62,55,1,"54.82",2960.1
1607,484,19,23,1,"17.68",383.64
1613,1535,38,75,1,"35.6",2595
1619,1664,15,7,1,"38.12",259.84
1620,716,35,78,1,"67.38",5177.6399999999994
1622,1578,20,23,1,"40.84",916.32
1623,1032,34,61,1,"32.8",1939.7999999999997
1625,402,78,46,1,"72.19",3274.74
1628,1596,86,29,1,"23.74",659.45999999999992
1631,1819,63,91,1,"3.21",201.10999999999999
1632,1836,81,50,1,"26.67",1283.5
1633,1559,24,66,1,"44.87",2895.4199999999996
1638,500,14,11,1,"17.42",180.62
1640,704,94,38,1,"27.06",990.28
1644,1224,30,43,1,"28.06",1163.58
1645,474,23,2,1,"31.89",61.78
1647,563,20,11,1,"40.84",438.24
1648,1973,91,67,1,"3.9",194.29999999999998
1649,1649,79,75,1,"0.31",-51.749999999999993
1656,1730,86,28,1,"23.74",636.71999999999991
1658,28,6,97,1,"31.81",2988.5699999999997
1659,897,21,11,1,"9.37",92.07
1660,1801,17,67,1,"0.71",-19.430000000000003
1661,1066,43,70,1,"58.35",4014.5
1668,1914,92,58,1,"34.26",1929.08
1673,1335,50,35,1,"59.89",2061.15
1676,1251,25,95,1,"81.41",7638.95
1677,1418,78,38,1,"72.19",2705.22
1679,1957,24,33,1,"44.87",1447.7099999999998
1684,830,63,77,1,"3.21",170.17
1685,985,82,47,1,"27.9",1264.3
1687,525,77,52,1,"80.12",4114.24
1688,265,76,92,1,"37.53",3360.76
1692,1612,67,98,1,"7.21",608.58
1693,1065,100,71,1,"13.72",903.12
1695,385,100,100,1,"13.72",1272
1696,1732,31,51,1,"3.77",141.27
1701,763,16,81,1,"73.22",5849.82
1702,757,100,51,1,"13.72",648.72
1703,1880,63,91,1,"3.21",201.10999999999999
1704,736,55,10,1,"35.91",349.09999999999997
1705,504,10,61,1,"31.46",1858.06
1708,505,6,41,1,"31.81",1263.21
1710,1830,55,57,1,"35.91",1989.87
1721,1432,15,45,1,"38.12",1670.3999999999999
1722,1867,65,71,1,"82.79",5807.09
1724,1498,57,62,1,"32.58",1957.9599999999998
1725,1619,8,83,1,"21.14",1671.6200000000001
1728,479,67,91,1,"7.21",565.11
1731,1889,85,22,1,"62.51",1353.22
1733,1373,71,43,1,"11.78",463.53999999999996
1736,1016,90,20,1,"16.62",312.40000000000003
1739,99,19,33,1,"17.68",550.43999999999994
1742,1735,95,54,1,"82.8",4417.2
1743,304,97,45,1,"30.89",1345.05
1746,1450,94,64,1,"27.06",1667.84
1748,1672,86,40,1,"23.74",909.59999999999991
1750,1409,21,32,1,"9.37",267.84
