DayOfMonth,MonthNumberOfYear,Year,DayOfWeekNumber,MonthName,DayName,IsToday,Week Ending,DaysFromToday,Month-Year,MonthYearSortBy,Datestamp
25,1,2019,6,"January","Friday",False,2019-01-26 00:00:00.000,-250,"Jan-2019",201901,2019-01-25 00:00:00.000
26,1,2019,7,"January","Saturday",False,2019-01-26 00:00:00.000,-249,"Jan-2019",201901,2019-01-26 00:00:00.000
27,1,2019,1,"January","Sunday",False,2019-02-02 00:00:00.000,-248,"Jan-2019",201901,2019-01-27 00:00:00.000
28,1,2019,2,"January","Monday",False,2019-02-02 00:00:00.000,-247,"Jan-2019",201901,2019-01-28 00:00:00.000
29,1,2019,3,"January","Tuesday",False,2019-02-02 00:00:00.000,-246,"Jan-2019",201901,2019-01-29 00:00:00.000
30,1,2019,4,"January","Wednesday",False,2019-02-02 00:00:00.000,-245,"Jan-2019",201901,2019-01-30 00:00:00.000
31,1,2019,5,"January","Thursday",False,2019-02-02 00:00:00.000,-244,"Jan-2019",201901,2019-01-31 00:00:00.000
1,2,2019,6,"February","Friday",False,2019-02-02 00:00:00.000,-243,"Feb-2019",201902,2019-02-01 00:00:00.000
2,2,2019,7,"February","Saturday",False,2019-02-02 00:00:00.000,-242,"Feb-2019",201902,2019-02-02 00:00:00.000
3,2,2019,1,"February","Sunday",False,2019-02-09 00:00:00.000,-241,"Feb-2019",201902,2019-02-03 00:00:00.000
4,2,2019,2,"February","Monday",False,2019-02-09 00:00:00.000,-240,"Feb-2019",201902,2019-02-04 00:00:00.000
5,2,2019,3,"February","Tuesday",False,2019-02-09 00:00:00.000,-239,"Feb-2019",201902,2019-02-05 00:00:00.000
6,2,2019,4,"February","Wednesday",False,2019-02-09 00:00:00.000,-238,"Feb-2019",201902,2019-02-06 00:00:00.000
7,2,2019,5,"February","Thursday",False,2019-02-09 00:00:00.000,-237,"Feb-2019",201902,2019-02-07 00:00:00.000
8,2,2019,6,"February","Friday",False,2019-02-09 00:00:00.000,-236,"Feb-2019",201902,2019-02-08 00:00:00.000
9,2,2019,7,"February","Saturday",False,2019-02-09 00:00:00.000,-235,"Feb-2019",201902,2019-02-09 00:00:00.000
10,2,2019,1,"February","Sunday",False,2019-02-16 00:00:00.000,-234,"Feb-2019",201902,2019-02-10 00:00:00.000
11,2,2019,2,"February","Monday",False,2019-02-16 00:00:00.000,-233,"Feb-2019",201902,2019-02-11 00:00:00.000
12,2,2019,3,"February","Tuesday",False,2019-02-16 00:00:00.000,-232,"Feb-2019",201902,2019-02-12 00:00:00.000
13,2,2019,4,"February","Wednesday",False,2019-02-16 00:00:00.000,-231,"Feb-2019",201902,2019-02-13 00:00:00.000
14,2,2019,5,"February","Thursday",False,2019-02-16 00:00:00.000,-230,"Feb-2019",201902,2019-02-14 00:00:00.000
15,2,2019,6,"February","Friday",False,2019-02-16 00:00:00.000,-229,"Feb-2019",201902,2019-02-15 00:00:00.000
16,2,2019,7,"February","Saturday",False,2019-02-16 00:00:00.000,-228,"Feb-2019",201902,2019-02-16 00:00:00.000
17,2,2019,1,"February","Sunday",False,2019-02-23 00:00:00.000,-227,"Feb-2019",201902,2019-02-17 00:00:00.000
18,2,2019,2,"February","Monday",False,2019-02-23 00:00:00.000,-226,"Feb-2019",201902,2019-02-18 00:00:00.000
19,2,2019,3,"February","Tuesday",False,2019-02-23 00:00:00.000,-225,"Feb-2019",201902,2019-02-19 00:00:00.000
20,2,2019,4,"February","Wednesday",False,2019-02-23 00:00:00.000,-224,"Feb-2019",201902,2019-02-20 00:00:00.000
21,2,2019,5,"February","Thursday",False,2019-02-23 00:00:00.000,-223,"Feb-2019",201902,2019-02-21 00:00:00.000
22,2,2019,6,"February","Friday",False,2019-02-23 00:00:00.000,-222,"Feb-2019",201902,2019-02-22 00:00:00.000
23,2,2019,7,"February","Saturday",False,2019-02-23 00:00:00.000,-221,"Feb-2019",201902,2019-02-23 00:00:00.000
24,2,2019,1,"February","Sunday",False,2019-03-02 00:00:00.000,-220,"Feb-2019",201902,2019-02-24 00:00:00.000
25,2,2019,2,"February","Monday",False,2019-03-02 00:00:00.000,-219,"Feb-2019",201902,2019-02-25 00:00:00.000
26,2,2019,3,"February","Tuesday",False,2019-03-02 00:00:00.000,-218,"Feb-2019",201902,2019-02-26 00:00:00.000
27,2,2019,4,"February","Wednesday",False,2019-03-02 00:00:00.000,-217,"Feb-2019",201902,2019-02-27 00:00:00.000
28,2,2019,5,"February","Thursday",False,2019-03-02 00:00:00.000,-216,"Feb-2019",201902,2019-02-28 00:00:00.000
1,3,2019,6,"March","Friday",False,2019-03-02 00:00:00.000,-215,"Mar-2019",201903,2019-03-01 00:00:00.000
2,3,2019,7,"March","Saturday",False,2019-03-02 00:00:00.000,-214,"Mar-2019",201903,2019-03-02 00:00:00.000
3,3,2019,1,"March","Sunday",False,2019-03-09 00:00:00.000,-213,"Mar-2019",201903,2019-03-03 00:00:00.000
4,3,2019,2,"March","Monday",False,2019-03-09 00:00:00.000,-212,"Mar-2019",201903,2019-03-04 00:00:00.000
5,3,2019,3,"March","Tuesday",False,2019-03-09 00:00:00.000,-211,"Mar-2019",201903,2019-03-05 00:00:00.000
6,3,2019,4,"March","Wednesday",False,2019-03-09 00:00:00.000,-210,"Mar-2019",201903,2019-03-06 00:00:00.000
7,3,2019,5,"March","Thursday",False,2019-03-09 00:00:00.000,-209,"Mar-2019",201903,2019-03-07 00:00:00.000
8,3,2019,6,"March","Friday",False,2019-03-09 00:00:00.000,-208,"Mar-2019",201903,2019-03-08 00:00:00.000
9,3,2019,7,"March","Saturday",False,2019-03-09 00:00:00.000,-207,"Mar-2019",201903,2019-03-09 00:00:00.000
10,3,2019,1,"March","Sunday",False,2019-03-16 00:00:00.000,-206,"Mar-2019",201903,2019-03-10 00:00:00.000
11,3,2019,2,"March","Monday",False,2019-03-16 00:00:00.000,-205,"Mar-2019",201903,2019-03-11 00:00:00.000
12,3,2019,3,"March","Tuesday",False,2019-03-16 00:00:00.000,-204,"Mar-2019",201903,2019-03-12 00:00:00.000
13,3,2019,4,"March","Wednesday",False,2019-03-16 00:00:00.000,-203,"Mar-2019",201903,2019-03-13 00:00:00.000
14,3,2019,5,"March","Thursday",False,2019-03-16 00:00:00.000,-202,"Mar-2019",201903,2019-03-14 00:00:00.000
15,3,2019,6,"March","Friday",False,2019-03-16 00:00:00.000,-201,"Mar-2019",201903,2019-03-15 00:00:00.000
16,3,2019,7,"March","Saturday",False,2019-03-16 00:00:00.000,-200,"Mar-2019",201903,2019-03-16 00:00:00.000
17,3,2019,1,"March","Sunday",False,2019-03-23 00:00:00.000,-199,"Mar-2019",201903,2019-03-17 00:00:00.000
18,3,2019,2,"March","Monday",False,2019-03-23 00:00:00.000,-198,"Mar-2019",201903,2019-03-18 00:00:00.000
19,3,2019,3,"March","Tuesday",False,2019-03-23 00:00:00.000,-197,"Mar-2019",201903,2019-03-19 00:00:00.000
20,3,2019,4,"March","Wednesday",False,2019-03-23 00:00:00.000,-196,"Mar-2019",201903,2019-03-20 00:00:00.000
21,3,2019,5,"March","Thursday",False,2019-03-23 00:00:00.000,-195,"Mar-2019",201903,2019-03-21 00:00:00.000
22,3,2019,6,"March","Friday",False,2019-03-23 00:00:00.000,-194,"Mar-2019",201903,2019-03-22 00:00:00.000
23,3,2019,7,"March","Saturday",False,2019-03-23 00:00:00.000,-193,"Mar-2019",201903,2019-03-23 00:00:00.000
24,3,2019,1,"March","Sunday",False,2019-03-30 00:00:00.000,-192,"Mar-2019",201903,2019-03-24 00:00:00.000
25,3,2019,2,"March","Monday",False,2019-03-30 00:00:00.000,-191,"Mar-2019",201903,2019-03-25 00:00:00.000
26,3,2019,3,"March","Tuesday",False,2019-03-30 00:00:00.000,-190,"Mar-2019",201903,2019-03-26 00:00:00.000
27,3,2019,4,"March","Wednesday",False,2019-03-30 00:00:00.000,-189,"Mar-2019",201903,2019-03-27 00:00:00.000
28,3,2019,5,"March","Thursday",False,2019-03-30 00:00:00.000,-188,"Mar-2019",201903,2019-03-28 00:00:00.000
29,3,2019,6,"March","Friday",False,2019-03-30 00:00:00.000,-187,"Mar-2019",201903,2019-03-29 00:00:00.000
30,3,2019,7,"March","Saturday",False,2019-03-30 00:00:00.000,-186,"Mar-2019",201903,2019-03-30 00:00:00.000
31,3,2019,1,"March","Sunday",False,2019-04-06 00:00:00.000,-185,"Mar-2019",201903,2019-03-31 00:00:00.000
1,4,2019,2,"April","Monday",False,2019-04-06 00:00:00.000,-184,"Apr-2019",201904,2019-04-01 00:00:00.000
2,4,2019,3,"April","Tuesday",False,2019-04-06 00:00:00.000,-183,"Apr-2019",201904,2019-04-02 00:00:00.000
3,4,2019,4,"April","Wednesday",False,2019-04-06 00:00:00.000,-182,"Apr-2019",201904,2019-04-03 00:00:00.000
4,4,2019,5,"April","Thursday",False,2019-04-06 00:00:00.000,-181,"Apr-2019",201904,2019-04-04 00:00:00.000
5,4,2019,6,"April","Friday",False,2019-04-06 00:00:00.000,-180,"Apr-2019",201904,2019-04-05 00:00:00.000
6,4,2019,7,"April","Saturday",False,2019-04-06 00:00:00.000,-179,"Apr-2019",201904,2019-04-06 00:00:00.000
7,4,2019,1,"April","Sunday",False,2019-04-13 00:00:00.000,-178,"Apr-2019",201904,2019-04-07 00:00:00.000
8,4,2019,2,"April","Monday",False,2019-04-13 00:00:00.000,-177,"Apr-2019",201904,2019-04-08 00:00:00.000
9,4,2019,3,"April","Tuesday",False,2019-04-13 00:00:00.000,-176,"Apr-2019",201904,2019-04-09 00:00:00.000
10,4,2019,4,"April","Wednesday",False,2019-04-13 00:00:00.000,-175,"Apr-2019",201904,2019-04-10 00:00:00.000
11,4,2019,5,"April","Thursday",False,2019-04-13 00:00:00.000,-174,"Apr-2019",201904,2019-04-11 00:00:00.000
12,4,2019,6,"April","Friday",False,2019-04-13 00:00:00.000,-173,"Apr-2019",201904,2019-04-12 00:00:00.000
13,4,2019,7,"April","Saturday",False,2019-04-13 00:00:00.000,-172,"Apr-2019",201904,2019-04-13 00:00:00.000
14,4,2019,1,"April","Sunday",False,2019-04-20 00:00:00.000,-171,"Apr-2019",201904,2019-04-14 00:00:00.000
15,4,2019,2,"April","Monday",False,2019-04-20 00:00:00.000,-170,"Apr-2019",201904,2019-04-15 00:00:00.000
16,4,2019,3,"April","Tuesday",False,2019-04-20 00:00:00.000,-169,"Apr-2019",201904,2019-04-16 00:00:00.000
17,4,2019,4,"April","Wednesday",False,2019-04-20 00:00:00.000,-168,"Apr-2019",201904,2019-04-17 00:00:00.000
18,4,2019,5,"April","Thursday",False,2019-04-20 00:00:00.000,-167,"Apr-2019",201904,2019-04-18 00:00:00.000
19,4,2019,6,"April","Friday",False,2019-04-20 00:00:00.000,-166,"Apr-2019",201904,2019-04-19 00:00:00.000
20,4,2019,7,"April","Saturday",False,2019-04-20 00:00:00.000,-165,"Apr-2019",201904,2019-04-20 00:00:00.000
21,4,2019,1,"April","Sunday",False,2019-04-27 00:00:00.000,-164,"Apr-2019",201904,2019-04-21 00:00:00.000
22,4,2019,2,"April","Monday",False,2019-04-27 00:00:00.000,-163,"Apr-2019",201904,2019-04-22 00:00:00.000
23,4,2019,3,"April","Tuesday",False,2019-04-27 00:00:00.000,-162,"Apr-2019",201904,2019-04-23 00:00:00.000
24,4,2019,4,"April","Wednesday",False,2019-04-27 00:00:00.000,-161,"Apr-2019",201904,2019-04-24 00:00:00.000
25,4,2019,5,"April","Thursday",False,2019-04-27 00:00:00.000,-160,"Apr-2019",201904,2019-04-25 00:00:00.000
26,4,2019,6,"April","Friday",False,2019-04-27 00:00:00.000,-159,"Apr-2019",201904,2019-04-26 00:00:00.000
27,4,2019,7,"April","Saturday",False,2019-04-27 00:00:00.000,-158,"Apr-2019",201904,2019-04-27 00:00:00.000
28,4,2019,1,"April","Sunday",False,2019-05-04 00:00:00.000,-157,"Apr-2019",201904,2019-04-28 00:00:00.000
29,4,2019,2,"April","Monday",False,2019-05-04 00:00:00.000,-156,"Apr-2019",201904,2019-04-29 00:00:00.000
30,4,2019,3,"April","Tuesday",False,2019-05-04 00:00:00.000,-155,"Apr-2019",201904,2019-04-30 00:00:00.000
1,5,2019,4,"May","Wednesday",False,2019-05-04 00:00:00.000,-154,"May-2019",201905,2019-05-01 00:00:00.000
2,5,2019,5,"May","Thursday",False,2019-05-04 00:00:00.000,-153,"May-2019",201905,2019-05-02 00:00:00.000
3,5,2019,6,"May","Friday",False,2019-05-04 00:00:00.000,-152,"May-2019",201905,2019-05-03 00:00:00.000
4,5,2019,7,"May","Saturday",False,2019-05-04 00:00:00.000,-151,"May-2019",201905,2019-05-04 00:00:00.000
5,5,2019,1,"May","Sunday",False,2019-05-11 00:00:00.000,-150,"May-2019",201905,2019-05-05 00:00:00.000
6,5,2019,2,"May","Monday",False,2019-05-11 00:00:00.000,-149,"May-2019",201905,2019-05-06 00:00:00.000
7,5,2019,3,"May","Tuesday",False,2019-05-11 00:00:00.000,-148,"May-2019",201905,2019-05-07 00:00:00.000
8,5,2019,4,"May","Wednesday",False,2019-05-11 00:00:00.000,-147,"May-2019",201905,2019-05-08 00:00:00.000
9,5,2019,5,"May","Thursday",False,2019-05-11 00:00:00.000,-146,"May-2019",201905,2019-05-09 00:00:00.000
10,5,2019,6,"May","Friday",False,2019-05-11 00:00:00.000,-145,"May-2019",201905,2019-05-10 00:00:00.000
11,5,2019,7,"May","Saturday",False,2019-05-11 00:00:00.000,-144,"May-2019",201905,2019-05-11 00:00:00.000
12,5,2019,1,"May","Sunday",False,2019-05-18 00:00:00.000,-143,"May-2019",201905,2019-05-12 00:00:00.000
13,5,2019,2,"May","Monday",False,2019-05-18 00:00:00.000,-142,"May-2019",201905,2019-05-13 00:00:00.000
14,5,2019,3,"May","Tuesday",False,2019-05-18 00:00:00.000,-141,"May-2019",201905,2019-05-14 00:00:00.000
15,5,2019,4,"May","Wednesday",False,2019-05-18 00:00:00.000,-140,"May-2019",201905,2019-05-15 00:00:00.000
16,5,2019,5,"May","Thursday",False,2019-05-18 00:00:00.000,-139,"May-2019",201905,2019-05-16 00:00:00.000
17,5,2019,6,"May","Friday",False,2019-05-18 00:00:00.000,-138,"May-2019",201905,2019-05-17 00:00:00.000
18,5,2019,7,"May","Saturday",False,2019-05-18 00:00:00.000,-137,"May-2019",201905,2019-05-18 00:00:00.000
19,5,2019,1,"May","Sunday",False,2019-05-25 00:00:00.000,-136,"May-2019",201905,2019-05-19 00:00:00.000
20,5,2019,2,"May","Monday",False,2019-05-25 00:00:00.000,-135,"May-2019",201905,2019-05-20 00:00:00.000
21,5,2019,3,"May","Tuesday",False,2019-05-25 00:00:00.000,-134,"May-2019",201905,2019-05-21 00:00:00.000
22,5,2019,4,"May","Wednesday",False,2019-05-25 00:00:00.000,-133,"May-2019",201905,2019-05-22 00:00:00.000
23,5,2019,5,"May","Thursday",False,2019-05-25 00:00:00.000,-132,"May-2019",201905,2019-05-23 00:00:00.000
24,5,2019,6,"May","Friday",False,2019-05-25 00:00:00.000,-131,"May-2019",201905,2019-05-24 00:00:00.000
25,5,2019,7,"May","Saturday",False,2019-05-25 00:00:00.000,-130,"May-2019",201905,2019-05-25 00:00:00.000
26,5,2019,1,"May","Sunday",False,2019-06-01 00:00:00.000,-129,"May-2019",201905,2019-05-26 00:00:00.000
27,5,2019,2,"May","Monday",False,2019-06-01 00:00:00.000,-128,"May-2019",201905,2019-05-27 00:00:00.000
28,5,2019,3,"May","Tuesday",False,2019-06-01 00:00:00.000,-127,"May-2019",201905,2019-05-28 00:00:00.000
29,5,2019,4,"May","Wednesday",False,2019-06-01 00:00:00.000,-126,"May-2019",201905,2019-05-29 00:00:00.000
30,5,2019,5,"May","Thursday",False,2019-06-01 00:00:00.000,-125,"May-2019",201905,2019-05-30 00:00:00.000
31,5,2019,6,"May","Friday",False,2019-06-01 00:00:00.000,-124,"May-2019",201905,2019-05-31 00:00:00.000
1,6,2019,7,"June","Saturday",False,2019-06-01 00:00:00.000,-123,"Jun-2019",201906,2019-06-01 00:00:00.000
2,6,2019,1,"June","Sunday",False,2019-06-08 00:00:00.000,-122,"Jun-2019",201906,2019-06-02 00:00:00.000
3,6,2019,2,"June","Monday",False,2019-06-08 00:00:00.000,-121,"Jun-2019",201906,2019-06-03 00:00:00.000
4,6,2019,3,"June","Tuesday",False,2019-06-08 00:00:00.000,-120,"Jun-2019",201906,2019-06-04 00:00:00.000
5,6,2019,4,"June","Wednesday",False,2019-06-08 00:00:00.000,-119,"Jun-2019",201906,2019-06-05 00:00:00.000
6,6,2019,5,"June","Thursday",False,2019-06-08 00:00:00.000,-118,"Jun-2019",201906,2019-06-06 00:00:00.000
7,6,2019,6,"June","Friday",False,2019-06-08 00:00:00.000,-117,"Jun-2019",201906,2019-06-07 00:00:00.000
8,6,2019,7,"June","Saturday",False,2019-06-08 00:00:00.000,-116,"Jun-2019",201906,2019-06-08 00:00:00.000
9,6,2019,1,"June","Sunday",False,2019-06-15 00:00:00.000,-115,"Jun-2019",201906,2019-06-09 00:00:00.000
10,6,2019,2,"June","Monday",False,2019-06-15 00:00:00.000,-114,"Jun-2019",201906,2019-06-10 00:00:00.000
11,6,2019,3,"June","Tuesday",False,2019-06-15 00:00:00.000,-113,"Jun-2019",201906,2019-06-11 00:00:00.000
12,6,2019,4,"June","Wednesday",False,2019-06-15 00:00:00.000,-112,"Jun-2019",201906,2019-06-12 00:00:00.000
13,6,2019,5,"June","Thursday",False,2019-06-15 00:00:00.000,-111,"Jun-2019",201906,2019-06-13 00:00:00.000
14,6,2019,6,"June","Friday",False,2019-06-15 00:00:00.000,-110,"Jun-2019",201906,2019-06-14 00:00:00.000
15,6,2019,7,"June","Saturday",False,2019-06-15 00:00:00.000,-109,"Jun-2019",201906,2019-06-15 00:00:00.000
16,6,2019,1,"June","Sunday",False,2019-06-22 00:00:00.000,-108,"Jun-2019",201906,2019-06-16 00:00:00.000
17,6,2019,2,"June","Monday",False,2019-06-22 00:00:00.000,-107,"Jun-2019",201906,2019-06-17 00:00:00.000
18,6,2019,3,"June","Tuesday",False,2019-06-22 00:00:00.000,-106,"Jun-2019",201906,2019-06-18 00:00:00.000
19,6,2019,4,"June","Wednesday",False,2019-06-22 00:00:00.000,-105,"Jun-2019",201906,2019-06-19 00:00:00.000
20,6,2019,5,"June","Thursday",False,2019-06-22 00:00:00.000,-104,"Jun-2019",201906,2019-06-20 00:00:00.000
21,6,2019,6,"June","Friday",False,2019-06-22 00:00:00.000,-103,"Jun-2019",201906,2019-06-21 00:00:00.000
22,6,2019,7,"June","Saturday",False,2019-06-22 00:00:00.000,-102,"Jun-2019",201906,2019-06-22 00:00:00.000
23,6,2019,1,"June","Sunday",False,2019-06-29 00:00:00.000,-101,"Jun-2019",201906,2019-06-23 00:00:00.000
24,6,2019,2,"June","Monday",False,2019-06-29 00:00:00.000,-100,"Jun-2019",201906,2019-06-24 00:00:00.000
25,6,2019,3,"June","Tuesday",False,2019-06-29 00:00:00.000,-99,"Jun-2019",201906,2019-06-25 00:00:00.000
26,6,2019,4,"June","Wednesday",False,2019-06-29 00:00:00.000,-98,"Jun-2019",201906,2019-06-26 00:00:00.000
27,6,2019,5,"June","Thursday",False,2019-06-29 00:00:00.000,-97,"Jun-2019",201906,2019-06-27 00:00:00.000
28,6,2019,6,"June","Friday",False,2019-06-29 00:00:00.000,-96,"Jun-2019",201906,2019-06-28 00:00:00.000
29,6,2019,7,"June","Saturday",False,2019-06-29 00:00:00.000,-95,"Jun-2019",201906,2019-06-29 00:00:00.000
30,6,2019,1,"June","Sunday",False,2019-07-06 00:00:00.000,-94,"Jun-2019",201906,2019-06-30 00:00:00.000
1,7,2019,2,"July","Monday",False,2019-07-06 00:00:00.000,-93,"Jul-2019",201907,2019-07-01 00:00:00.000
2,7,2019,3,"July","Tuesday",False,2019-07-06 00:00:00.000,-92,"Jul-2019",201907,2019-07-02 00:00:00.000
3,7,2019,4,"July","Wednesday",False,2019-07-06 00:00:00.000,-91,"Jul-2019",201907,2019-07-03 00:00:00.000
4,7,2019,5,"July","Thursday",False,2019-07-06 00:00:00.000,-90,"Jul-2019",201907,2019-07-04 00:00:00.000
5,7,2019,6,"July","Friday",False,2019-07-06 00:00:00.000,-89,"Jul-2019",201907,2019-07-05 00:00:00.000
6,7,2019,7,"July","Saturday",False,2019-07-06 00:00:00.000,-88,"Jul-2019",201907,2019-07-06 00:00:00.000
7,7,2019,1,"July","Sunday",False,2019-07-13 00:00:00.000,-87,"Jul-2019",201907,2019-07-07 00:00:00.000
8,7,2019,2,"July","Monday",False,2019-07-13 00:00:00.000,-86,"Jul-2019",201907,2019-07-08 00:00:00.000
9,7,2019,3,"July","Tuesday",False,2019-07-13 00:00:00.000,-85,"Jul-2019",201907,2019-07-09 00:00:00.000
10,7,2019,4,"July","Wednesday",False,2019-07-13 00:00:00.000,-84,"Jul-2019",201907,2019-07-10 00:00:00.000
11,7,2019,5,"July","Thursday",False,2019-07-13 00:00:00.000,-83,"Jul-2019",201907,2019-07-11 00:00:00.000
12,7,2019,6,"July","Friday",False,2019-07-13 00:00:00.000,-82,"Jul-2019",201907,2019-07-12 00:00:00.000
13,7,2019,7,"July","Saturday",False,2019-07-13 00:00:00.000,-81,"Jul-2019",201907,2019-07-13 00:00:00.000
14,7,2019,1,"July","Sunday",False,2019-07-20 00:00:00.000,-80,"Jul-2019",201907,2019-07-14 00:00:00.000
15,7,2019,2,"July","Monday",False,2019-07-20 00:00:00.000,-79,"Jul-2019",201907,2019-07-15 00:00:00.000
16,7,2019,3,"July","Tuesday",False,2019-07-20 00:00:00.000,-78,"Jul-2019",201907,2019-07-16 00:00:00.000
17,7,2019,4,"July","Wednesday",False,2019-07-20 00:00:00.000,-77,"Jul-2019",201907,2019-07-17 00:00:00.000
18,7,2019,5,"July","Thursday",False,2019-07-20 00:00:00.000,-76,"Jul-2019",201907,2019-07-18 00:00:00.000
19,7,2019,6,"July","Friday",False,2019-07-20 00:00:00.000,-75,"Jul-2019",201907,2019-07-19 00:00:00.000
20,7,2019,7,"July","Saturday",False,2019-07-20 00:00:00.000,-74,"Jul-2019",201907,2019-07-20 00:00:00.000
21,7,2019,1,"July","Sunday",False,2019-07-27 00:00:00.000,-73,"Jul-2019",201907,2019-07-21 00:00:00.000
22,7,2019,2,"July","Monday",False,2019-07-27 00:00:00.000,-72,"Jul-2019",201907,2019-07-22 00:00:00.000
23,7,2019,3,"July","Tuesday",False,2019-07-27 00:00:00.000,-71,"Jul-2019",201907,2019-07-23 00:00:00.000
24,7,2019,4,"July","Wednesday",False,2019-07-27 00:00:00.000,-70,"Jul-2019",201907,2019-07-24 00:00:00.000
25,7,2019,5,"July","Thursday",False,2019-07-27 00:00:00.000,-69,"Jul-2019",201907,2019-07-25 00:00:00.000
26,7,2019,6,"July","Friday",False,2019-07-27 00:00:00.000,-68,"Jul-2019",201907,2019-07-26 00:00:00.000
27,7,2019,7,"July","Saturday",False,2019-07-27 00:00:00.000,-67,"Jul-2019",201907,2019-07-27 00:00:00.000
28,7,2019,1,"July","Sunday",False,2019-08-03 00:00:00.000,-66,"Jul-2019",201907,2019-07-28 00:00:00.000
29,7,2019,2,"July","Monday",False,2019-08-03 00:00:00.000,-65,"Jul-2019",201907,2019-07-29 00:00:00.000
30,7,2019,3,"July","Tuesday",False,2019-08-03 00:00:00.000,-64,"Jul-2019",201907,2019-07-30 00:00:00.000
31,7,2019,4,"July","Wednesday",False,2019-08-03 00:00:00.000,-63,"Jul-2019",201907,2019-07-31 00:00:00.000
1,8,2019,5,"August","Thursday",False,2019-08-03 00:00:00.000,-62,"Aug-2019",201908,2019-08-01 00:00:00.000
2,8,2019,6,"August","Friday",False,2019-08-03 00:00:00.000,-61,"Aug-2019",201908,2019-08-02 00:00:00.000
3,8,2019,7,"August","Saturday",False,2019-08-03 00:00:00.000,-60,"Aug-2019",201908,2019-08-03 00:00:00.000
4,8,2019,1,"August","Sunday",False,2019-08-10 00:00:00.000,-59,"Aug-2019",201908,2019-08-04 00:00:00.000
5,8,2019,2,"August","Monday",False,2019-08-10 00:00:00.000,-58,"Aug-2019",201908,2019-08-05 00:00:00.000
6,8,2019,3,"August","Tuesday",False,2019-08-10 00:00:00.000,-57,"Aug-2019",201908,2019-08-06 00:00:00.000
7,8,2019,4,"August","Wednesday",False,2019-08-10 00:00:00.000,-56,"Aug-2019",201908,2019-08-07 00:00:00.000
8,8,2019,5,"August","Thursday",False,2019-08-10 00:00:00.000,-55,"Aug-2019",201908,2019-08-08 00:00:00.000
