Row ID,Order ID,Order Date,Ship Date,Shipping Code,Customer ID,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Ship Mode
172,"CA-2014-118962",2014-08-05 00:00:00.000,2014-08-09 00:00:00.000,"D","CS-12130","90004","OFF-PA-10000659",20.94,3,0,9.8418,"Standard Class"
721,"CA-2016-112942",2016-02-13 00:00:00.000,2016-02-18 00:00:00.000,"D","RD-19810","90045","OFF-PA-10004092",146.82,3,0,73.41,"Standard Class"
904,"CA-2016-130477",2016-04-08 00:00:00.000,2016-04-12 00:00:00.000,"D","LC-17140","90032","OFF-PA-10002947",20.04,3,0,9.6192,"Standard Class"
1488,"CA-2015-140410",2015-11-03 00:00:00.000,2015-11-07 00:00:00.000,"D","CM-12655","90008","TEC-AC-10001109",89.97,3,0,37.7874,"Standard Class"
1489,"CA-2015-140410",2015-11-03 00:00:00.000,2015-11-07 00:00:00.000,"D","CM-12655","90008","FUR-FU-10003347",42.6,3,0,16.614,"Standard Class"
1856,"CA-2014-114643",2014-06-13 00:00:00.000,2014-06-17 00:00:00.000,"D","FM-14215","90032","OFF-AR-10003631",14.52,3,0,4.7916,"Standard Class"
1911,"CA-2016-105963",2016-11-15 00:00:00.000,2016-11-22 00:00:00.000,"D","SC-20770","90008","TEC-AC-10003832",99.39,3,0,40.7499,"Standard Class"
4118,"CA-2015-153416",2015-11-24 00:00:00.000,2015-11-29 00:00:00.000,"D","TS-21340","90036","OFF-PA-10002005",19.44,3,0,9.3312,"Standard Class"
4217,"CA-2015-111234",2015-02-18 00:00:00.000,2015-02-22 00:00:00.000,"D","AB-10600","90004","OFF-LA-10002271",9.24,3,0,4.4352,"Standard Class"
4245,"CA-2014-138436",2014-03-26 00:00:00.000,2014-03-30 00:00:00.000,"D","JD-15895","90036","TEC-AC-10002323",66.3,3,0,8.619,"Standard Class"
4312,"CA-2014-125829",2014-11-04 00:00:00.000,2014-11-11 00:00:00.000,"D","WB-21850","90045","OFF-PA-10000223",19.44,3,0,9.3312,"Standard Class"
4317,"CA-2015-115945",2015-06-25 00:00:00.000,2015-07-01 00:00:00.000,"D","AB-10165","90045","OFF-ST-10001963",304.23,3,0,9.1269,"Standard Class"
4451,"CA-2015-121965",2015-06-19 00:00:00.000,2015-06-23 00:00:00.000,"D","LH-17155","90032","OFF-EN-10000056",186.69,3,0,87.7443,"Standard Class"
4506,"US-2014-138247",2014-12-24 00:00:00.000,2014-12-29 00:00:00.000,"D","BF-11170","90045","TEC-AC-10004708",62.85,3,0,13.1985,"Standard Class"
4596,"CA-2016-129868",2016-12-26 00:00:00.000,2016-12-31 00:00:00.000,"D","MC-18130","90004","OFF-AR-10001897",53.97,3,0,15.1116,"Standard Class"
5380,"CA-2016-136021",2016-08-14 00:00:00.000,2016-08-18 00:00:00.000,"D","JM-15580","90045","OFF-PA-10000551",15.54,3,0,7.6146,"Standard Class"
5407,"US-2016-143280",2016-02-22 00:00:00.000,2016-02-26 00:00:00.000,"D","TZ-21580","90045","OFF-FA-10000992",10.65,3,0,5.0055,"Standard Class"
5436,"CA-2015-160171",2015-10-19 00:00:00.000,2015-10-24 00:00:00.000,"D","RM-19675","90008","TEC-AC-10000892",270,3,0,97.2,"Standard Class"
5771,"CA-2015-103835",2015-09-24 00:00:00.000,2015-09-28 00:00:00.000,"D","SC-20440","90032","FUR-FU-10000010",14.91,3,0,4.6221,"Standard Class"
5779,"CA-2014-105270",2014-11-11 00:00:00.000,2014-11-18 00:00:00.000,"D","AP-10915","90008","OFF-AR-10003156",30.48,3,0,7.9248,"Standard Class"
6034,"CA-2015-130253",2015-12-14 00:00:00.000,2015-12-18 00:00:00.000,"D","PP-18955","90036","FUR-FU-10002963",15.24,3,0,5.1816,"Standard Class"
6294,"CA-2015-151253",2015-04-22 00:00:00.000,2015-04-26 00:00:00.000,"D","AZ-10750","90008","OFF-AR-10004691",64.14,3,0,16.6764,"Standard Class"
6867,"US-2016-126452",2016-08-21 00:00:00.000,2016-08-28 00:00:00.000,"D","SC-20230","90004","TEC-AC-10000844",254.97,3,0,91.7892,"Standard Class"
6927,"CA-2016-140046",2016-07-28 00:00:00.000,2016-08-03 00:00:00.000,"D","KM-16660","90032","OFF-LA-10000305",18.9,3,0,8.694,"Standard Class"
7571,"CA-2014-133830",2014-12-05 00:00:00.000,2014-12-10 00:00:00.000,"D","RL-19615","90045","OFF-FA-10002280",15,3,0,7.2,"Standard Class"
7623,"US-2014-144078",2014-11-25 00:00:00.000,2014-11-29 00:00:00.000,"D","RB-19435","90004","OFF-AR-10004707",7.44,3,0,2.604,"Standard Class"
8135,"CA-2015-121776",2015-02-16 00:00:00.000,2015-02-21 00:00:00.000,"D","RD-19585","90008","OFF-PA-10001970",36.84,3,0,17.3148,"Standard Class"
8895,"CA-2016-167241",2016-08-15 00:00:00.000,2016-08-22 00:00:00.000,"D","BD-11320","90004","FUR-FU-10004071",312.03,3,0,43.6842,"Standard Class"
8896,"CA-2016-167241",2016-08-15 00:00:00.000,2016-08-22 00:00:00.000,"D","BD-11320","90004","OFF-ST-10001505",17.94,3,0,3.0498,"Standard Class"
9234,"CA-2016-126732",2016-09-02 00:00:00.000,2016-09-06 00:00:00.000,"D","LR-16915","90036","OFF-ST-10000321",23.67,3,0,0.9468,"Standard Class"
9452,"CA-2015-129546",2015-09-28 00:00:00.000,2015-10-05 00:00:00.000,"D","RP-19855","90032","OFF-AP-10002495",186.15,3,0,55.845,"Standard Class"
9454,"CA-2015-129546",2015-09-28 00:00:00.000,2015-10-05 00:00:00.000,"D","RP-19855","90032","OFF-SU-10004884",47.19,3,0,13.6851,"Standard Class"
9708,"CA-2016-161746",2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,"D","CS-11950","90045","OFF-AR-10000390",12.39,3,0,5.6994,"Standard Class"
9710,"CA-2016-161746",2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,"D","CS-11950","90045","OFF-ST-10002743",340.92,3,0,3.4092,"Standard Class"
9885,"CA-2014-112291",2014-04-03 00:00:00.000,2014-04-08 00:00:00.000,"D","KE-16420","90008","TEC-AC-10001284",62.31,3,0,22.4316,"Standard Class"
1330,"CA-2016-142762",2016-05-23 00:00:00.000,2016-05-27 00:00:00.000,"D","LD-17005","94109","FUR-FU-10003691",37.05,3,0,16.302,"Standard Class"
3164,"CA-2014-153969",2014-09-21 00:00:00.000,2014-09-25 00:00:00.000,"D","HF-14995","94109","OFF-AR-10001615",59.52,3,0,15.4752,"Standard Class"
3167,"CA-2014-153969",2014-09-21 00:00:00.000,2014-09-25 00:00:00.000,"D","HF-14995","94109","OFF-PA-10002246",19.35,3,0,9.4815,"Standard Class"
3957,"CA-2016-114951",2016-06-26 00:00:00.000,2016-07-03 00:00:00.000,"D","DN-13690","94109","FUR-FU-10002364",22.14,3,0,6.4206,"Standard Class"
6349,"CA-2015-104486",2015-05-01 00:00:00.000,2015-05-06 00:00:00.000,"D","PO-18850","94109","OFF-ST-10000876",37.32,3,0,10.4496,"Standard Class"
8068,"US-2015-160563",2015-10-20 00:00:00.000,2015-10-24 00:00:00.000,"D","NS-18640","94109","TEC-AC-10002567",239.97,3,0,86.3892,"Standard Class"
9502,"US-2015-158589",2015-11-20 00:00:00.000,2015-11-24 00:00:00.000,"D","KW-16570","94109","FUR-FU-10001546",32.04,3,0,8.01,"Standard Class"
826,"US-2014-102071",2014-05-09 00:00:00.000,2014-05-15 00:00:00.000,"D","PG-18820","94110","TEC-AC-10000109",167.97,3,0,40.3128,"Standard Class"
1677,"CA-2016-122728",2016-05-18 00:00:00.000,2016-05-24 00:00:00.000,"D","EB-13930","94110","OFF-ST-10000604",104.28,3,0,26.07,"Standard Class"
1678,"CA-2016-122728",2016-05-18 00:00:00.000,2016-05-24 00:00:00.000,"D","EB-13930","94110","OFF-PA-10004040",17.94,3,0,8.7906,"Standard Class"
1684,"CA-2016-147585",2016-11-07 00:00:00.000,2016-11-12 00:00:00.000,"D","CB-12535","94110","FUR-FU-10002597",14.82,3,0,6.2244,"Standard Class"
2659,"CA-2016-150343",2016-08-16 00:00:00.000,2016-08-20 00:00:00.000,"D","PK-19075","94110","OFF-EN-10004030",10.86,3,0,5.1042,"Standard Class"
4381,"CA-2015-152891",2015-10-25 00:00:00.000,2015-10-30 00:00:00.000,"D","TB-21625","94110","OFF-AR-10004648",60.45,3,0,16.3215,"Standard Class"
6592,"CA-2015-103716",2015-04-30 00:00:00.000,2015-05-06 00:00:00.000,"D","KB-16585","94110","OFF-AR-10000658",34.65,3,0,9.702,"Standard Class"
8842,"US-2016-112396",2016-02-09 00:00:00.000,2016-02-13 00:00:00.000,"D","JR-16210","94110","TEC-AC-10003628",89.97,3,0,39.5868,"Standard Class"
9214,"CA-2014-144071",2014-12-08 00:00:00.000,2014-12-15 00:00:00.000,"D","DJ-13420","94110","FUR-FU-10000758",79.44,3,0,28.5984,"Standard Class"
1482,"US-2016-108455",2016-12-02 00:00:00.000,2016-12-08 00:00:00.000,"D","MK-18160","94122","OFF-ST-10002214",33.87,3,0,8.8062,"Standard Class"
1738,"CA-2015-130204",2015-09-03 00:00:00.000,2015-09-09 00:00:00.000,"D","DB-13120","94122","OFF-ST-10001325",31.44,3,0,8.4888,"Standard Class"
2076,"CA-2014-131051",2014-12-01 00:00:00.000,2014-12-05 00:00:00.000,"D","TR-21325","94122","FUR-FU-10001861",58.2,3,0,28.518,"Standard Class"
2754,"CA-2015-155306",2015-04-17 00:00:00.000,2015-04-21 00:00:00.000,"D","GA-14515","94122","TEC-AC-10003174",323.37,3,0,129.348,"Standard Class"
2804,"CA-2015-159380",2015-05-12 00:00:00.000,2015-05-16 00:00:00.000,"D","CS-12505","94122","OFF-PA-10003893",12.84,3,0,5.778,"Standard Class"
4554,"US-2014-106334",2014-12-27 00:00:00.000,2015-01-02 00:00:00.000,"D","JF-15490","94122","OFF-PA-10003657",12.84,3,0,5.778,"Standard Class"
6736,"CA-2016-123358",2016-04-10 00:00:00.000,2016-04-17 00:00:00.000,"D","BT-11680","94122","OFF-AP-10004980",113.76,3,0,44.3664,"Standard Class"
6737,"CA-2016-123358",2016-04-10 00:00:00.000,2016-04-17 00:00:00.000,"D","BT-11680","94122","OFF-ST-10001932",579.51,3,0,81.1314,"Standard Class"
8245,"CA-2014-109897",2014-08-12 00:00:00.000,2014-08-16 00:00:00.000,"D","BW-11200","94122","FUR-FU-10002878",85.44,3,0,31.6128,"Standard Class"
8536,"US-2014-163146",2014-05-16 00:00:00.000,2014-05-20 00:00:00.000,"D","CC-12475","94122","TEC-AC-10002217",56.4,3,0,3.384,"Standard Class"
9044,"CA-2016-168830",2016-11-07 00:00:00.000,2016-11-13 00:00:00.000,"D","ML-17395","94122","TEC-AC-10003911",479.97,3,0,163.1898,"Standard Class"
9425,"CA-2014-145254",2014-07-23 00:00:00.000,2014-07-27 00:00:00.000,"D","NC-18535","94122","TEC-AC-10002167",45,3,0,4.95,"Standard Class"
9459,"CA-2014-138240",2014-10-09 00:00:00.000,2014-10-14 00:00:00.000,"D","SJ-20500","94122","OFF-AR-10002135",144.6,3,0,41.934,"Standard Class"
9823,"US-2014-164406",2014-08-15 00:00:00.000,2014-08-19 00:00:00.000,"D","BD-11605","94122","OFF-AP-10003287",152.91,3,0,42.8148,"Standard Class"
9824,"US-2014-164406",2014-08-15 00:00:00.000,2014-08-19 00:00:00.000,"D","BD-11605","94122","OFF-PA-10000167",92.94,3,0,41.823,"Standard Class"
482,"CA-2014-134677",2014-10-06 00:00:00.000,2014-10-10 00:00:00.000,"D","XP-21865","92024","TEC-AC-10001445",9.09,3,0,1.9089,"Standard Class"
1293,"CA-2015-101707",2015-08-27 00:00:00.000,2015-09-01 00:00:00.000,"D","PF-19165","92105","OFF-SU-10001218",32.94,3,0,9.2232,"Standard Class"
2497,"CA-2015-122371",2015-09-26 00:00:00.000,2015-10-01 00:00:00.000,"D","BS-11800","92037","OFF-ST-10002370",64.17,3,0,18.6093,"Standard Class"
2776,"CA-2016-144729",2016-10-21 00:00:00.000,2016-10-25 00:00:00.000,"D","JE-15745","92037","OFF-ST-10004804",154.44,3,0,1.5444,"Standard Class"
3293,"CA-2014-106264",2014-12-26 00:00:00.000,2014-12-30 00:00:00.000,"D","CK-12595","92024","OFF-SU-10002189",11.91,3,0,0.1191,"Standard Class"
5023,"CA-2016-133795",2016-12-18 00:00:00.000,2016-12-24 00:00:00.000,"D","JE-15475","92037","TEC-AC-10003832",772.47,3,0,146.7693,"Standard Class"
5752,"CA-2016-125850",2016-01-22 00:00:00.000,2016-01-28 00:00:00.000,"D","FP-14320","92037","OFF-LA-10003498",44.4,3,0,22.2,"Standard Class"
5848,"CA-2015-126725",2015-11-17 00:00:00.000,2015-11-21 00:00:00.000,"D","BS-11665","92105","FUR-FU-10001591",36.6,3,0,15.372,"Standard Class"
7830,"CA-2015-137302",2015-04-26 00:00:00.000,2015-05-01 00:00:00.000,"D","BW-11110","92105","OFF-AR-10000588",59.52,3,0,15.4752,"Standard Class"
8142,"CA-2016-100993",2016-02-05 00:00:00.000,2016-02-10 00:00:00.000,"D","AZ-10750","92037","OFF-LA-10003223",14.73,3,0,7.2177,"Standard Class"
8143,"CA-2016-100993",2016-02-05 00:00:00.000,2016-02-10 00:00:00.000,"D","AZ-10750","92037","OFF-ST-10004340",186.54,3,0,50.3658,"Standard Class"
3217,"CA-2014-114433",2014-05-13 00:00:00.000,2014-05-17 00:00:00.000,"D","NP-18325","94601","TEC-AC-10002800",149.97,3,0,52.4895,"Standard Class"
5910,"US-2016-113985",2016-12-02 00:00:00.000,2016-12-07 00:00:00.000,"D","KD-16495","95123","FUR-FU-10003026",14.52,3,0,5.6628,"Standard Class"
6088,"CA-2015-114048",2015-12-14 00:00:00.000,2015-12-18 00:00:00.000,"D","EH-13945","92627","FUR-FU-10004351",29.22,3,0,12.8568,"Standard Class"
6239,"CA-2015-134075",2015-12-12 00:00:00.000,2015-12-16 00:00:00.000,"D","HA-14905","95123","FUR-FU-10004597",166.5,3,0,21.645,"Standard Class"
6312,"CA-2014-112837",2014-09-11 00:00:00.000,2014-09-16 00:00:00.000,"D","LW-17125","93030","FUR-FU-10004006",127.95,3,0,21.7515,"Standard Class"
7405,"CA-2015-100146",2015-05-14 00:00:00.000,2015-05-19 00:00:00.000,"D","CB-12535","93010","FUR-FU-10001979",122.91,3,0,34.4148,"Standard Class"
8614,"CA-2016-138233",2016-11-09 00:00:00.000,2016-11-14 00:00:00.000,"D","PF-19165","94601","TEC-AC-10002001",479.97,3,0,177.5889,"Standard Class"
9599,"CA-2015-149517",2015-09-19 00:00:00.000,2015-09-23 00:00:00.000,"D","FC-14245","95823","FUR-FU-10003464",60.84,3,0,19.4688,"Standard Class"
4377,"CA-2014-166954",2014-04-25 00:00:00.000,2014-04-30 00:00:00.000,"D","BT-11305","91776","OFF-AP-10001391",270.72,3,0,78.5088,"Standard Class"
5909,"US-2016-113985",2016-12-02 00:00:00.000,2016-12-07 00:00:00.000,"D","KD-16495","95123","OFF-AP-10001303",59.7,3,0,26.865,"Standard Class"
7777,"CA-2014-166961",2014-12-27 00:00:00.000,2014-12-31 00:00:00.000,"D","CD-12790","92553","OFF-FA-10003485",7.86,3,0,3.6156,"Standard Class"
7778,"CA-2014-166961",2014-12-27 00:00:00.000,2014-12-31 00:00:00.000,"D","CD-12790","92553","OFF-ST-10004507",51.45,3,0,13.8915,"Standard Class"
8600,"CA-2014-141110",2014-11-26 00:00:00.000,2014-12-01 00:00:00.000,"D","LS-17200","93727","OFF-PA-10002586",14.94,3,0,7.0218,"Standard Class"
134,"CA-2016-145583",2016-10-13 00:00:00.000,2016-10-19 00:00:00.000,"D","LC-16885","95661","OFF-PA-10001804",20.04,3,0,9.6192,"Standard Class"
1005,"CA-2015-126445",2015-08-27 00:00:00.000,2015-08-31 00:00:00.000,"D","RA-19945","92563","OFF-ST-10000046",484.65,3,0,92.0835,"Standard Class"
1105,"CA-2016-112340",2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,"D","NM-18520","92503","OFF-PA-10001892",22.92,3,0,11.2308,"Standard Class"
3319,"CA-2015-165057",2015-09-11 00:00:00.000,2015-09-15 00:00:00.000,"D","SC-20725","92374","OFF-LA-10003190",8.64,3,0,4.2336,"Standard Class"
3687,"CA-2016-102792",2016-12-13 00:00:00.000,2016-12-19 00:00:00.000,"D","JC-15340","92503","OFF-AR-10004757",9.84,3,0,3.2472,"Standard Class"
4764,"CA-2014-112851",2014-09-17 00:00:00.000,2014-09-21 00:00:00.000,"D","NR-18550","91911","OFF-EN-10001453",182.94,3,0,85.9818,"Standard Class"
5204,"CA-2015-142454",2015-08-15 00:00:00.000,2015-08-19 00:00:00.000,"D","RE-19450","94601","OFF-ST-10003638",70.26,3,0,18.9702,"Standard Class"
5240,"CA-2016-116561",2016-09-11 00:00:00.000,2016-09-17 00:00:00.000,"D","EB-14110","95123","OFF-ST-10004186",332.94,3,0,6.6588,"Standard Class"
5578,"CA-2016-136686",2016-12-12 00:00:00.000,2016-12-16 00:00:00.000,"D","RF-19840","91104","OFF-AP-10002350",56.52,3,0,15.8256,"Standard Class"
6605,"CA-2016-148852",2016-05-26 00:00:00.000,2016-05-31 00:00:00.000,"D","SV-20785","92704","OFF-FA-10003467",5.94,3,0,0,"Standard Class"
6705,"CA-2015-139164",2015-06-23 00:00:00.000,2015-06-28 00:00:00.000,"D","CS-12355","90805","OFF-FA-10003059",5.43,3,0,1.7919,"Standard Class"
7911,"CA-2016-149762",2016-12-03 00:00:00.000,2016-12-07 00:00:00.000,"D","RD-19720","95037","OFF-ST-10001558",48.72,3,0,7.308,"Standard Class"
8300,"US-2014-103338",2014-03-11 00:00:00.000,2014-03-15 00:00:00.000,"D","RB-19435","95661","OFF-AR-10001770",7.98,3,0,2.0748,"Standard Class"
9212,"CA-2015-167479",2015-03-14 00:00:00.000,2015-03-19 00:00:00.000,"D","AI-10855","95661","OFF-PA-10002105",19.44,3,0,9.3312,"Standard Class"
9669,"CA-2016-126270",2016-04-23 00:00:00.000,2016-04-27 00:00:00.000,"D","AF-10870","92672","OFF-EN-10004386",71.97,3,0,35.985,"Standard Class"
25,"CA-2015-106320",2015-09-25 00:00:00.000,2015-09-30 00:00:00.000,"D","EB-13870","84057","FUR-TA-10000577",1044.63,3,0,240.2649,"Standard Class"
118,"CA-2015-110457",2015-03-02 00:00:00.000,2015-03-06 00:00:00.000,"D","DK-13090","98103","FUR-TA-10001768",787.53,3,0,165.3813,"Standard Class"
722,"CA-2016-142335",2016-12-15 00:00:00.000,2016-12-19 00:00:00.000,"D","MP-17965","48205","FUR-TA-10000198",1652.94,3,0,231.4116,"Standard Class"
2544,"US-2016-114174",2016-09-08 00:00:00.000,2016-09-14 00:00:00.000,"D","AP-10720","02148","FUR-BO-10003450",173.94,3,0,13.9152,"Standard Class"
2738,"CA-2015-115798",2015-11-13 00:00:00.000,2015-11-19 00:00:00.000,"D","KL-16645","19711","FUR-BO-10004467",299.97,3,0,56.9943,"Standard Class"
3679,"CA-2015-132626",2015-07-09 00:00:00.000,2015-07-14 00:00:00.000,"D","BT-11680","20735","TEC-MA-10002428",464.97,3,0,209.2365,"Standard Class"
3995,"CA-2015-105627",2015-03-08 00:00:00.000,2015-03-12 00:00:00.000,"D","DK-12895","53142","FUR-BO-10002916",512.94,3,0,97.4586,"Standard Class"
4135,"CA-2014-128839",2014-09-08 00:00:00.000,2014-09-13 00:00:00.000,"D","TT-21070","23320","TEC-MA-10000029",209.97,3,0,90.2871,"Standard Class"
4919,"CA-2016-160304",2016-01-02 00:00:00.000,2016-01-07 00:00:00.000,"D","BM-11575","20877","FUR-BO-10004709",173.94,3,0,38.2668,"Standard Class"
5036,"CA-2014-169803",2014-04-06 00:00:00.000,2014-04-12 00:00:00.000,"D","SC-20260","98115","FUR-TA-10000688",653.55,3,0,111.1035,"Standard Class"
5221,"CA-2014-140487",2014-06-14 00:00:00.000,2014-06-20 00:00:00.000,"D","SR-20425","48234","FUR-BO-10000711",212.94,3,0,57.4938,"Standard Class"
5238,"CA-2014-166744",2014-09-20 00:00:00.000,2014-09-24 00:00:00.000,"D","DN-13690","21044","FUR-BO-10001337",362.94,3,0,36.294,"Standard Class"
6047,"CA-2016-154662",2016-06-09 00:00:00.000,2016-06-16 00:00:00.000,"D","BF-11215","55407","FUR-TA-10001771",692.94,3,0,173.235,"Standard Class"
6324,"CA-2014-104402",2014-06-17 00:00:00.000,2014-06-23 00:00:00.000,"D","DB-13660","19711","TEC-MA-10000423",65.97,3,0,31.0059,"Standard Class"
6877,"US-2016-121013",2016-09-05 00:00:00.000,2016-09-10 00:00:00.000,"D","MM-17920","23320","FUR-TA-10003238",1652.94,3,0,314.0586,"Standard Class"
8784,"CA-2016-116911",2016-09-15 00:00:00.000,2016-09-20 00:00:00.000,"D","JD-16150","83301","FUR-TA-10003473",1128.39,3,0,259.5297,"Standard Class"
792,"CA-2015-115938",2015-06-26 00:00:00.000,2015-06-30 00:00:00.000,"D","SA-20830","23223","FUR-CH-10003199",332.94,3,0,79.9056,"Standard Class"
848,"CA-2015-114300",2015-10-13 00:00:00.000,2015-10-17 00:00:00.000,"D","AF-10885","40214","FUR-CH-10001891",287.94,3,0,77.7438,"Standard Class"
1022,"CA-2015-124450",2015-04-27 00:00:00.000,2015-05-03 00:00:00.000,"D","GT-14710","20016","FUR-CH-10000309",1267.53,3,0,316.8825,"Standard Class"
1031,"CA-2014-163552",2014-07-11 00:00:00.000,2014-07-15 00:00:00.000,"D","LA-16780","07601","FUR-CH-10003379",854.94,3,0,213.735,"Standard Class"
1127,"US-2014-147627",2014-01-20 00:00:00.000,2014-01-26 00:00:00.000,"D","HL-15040","72401","FUR-CH-10002331",1067.94,3,0,224.2674,"Standard Class"
4619,"CA-2015-117800",2015-09-21 00:00:00.000,2015-09-26 00:00:00.000,"D","TH-21550","02149","FUR-CH-10000785",542.94,3,0,141.1644,"Standard Class"
5168,"CA-2014-121006",2014-11-10 00:00:00.000,2014-11-16 00:00:00.000,"D","SC-20020","48640","FUR-CH-10004997",563.94,3,0,112.788,"Standard Class"
5695,"US-2015-138093",2015-12-10 00:00:00.000,2015-12-16 00:00:00.000,"D","KM-16225","21215","FUR-CH-10000785",542.94,3,0,141.1644,"Standard Class"
6420,"CA-2016-140130",2016-10-31 00:00:00.000,2016-11-05 00:00:00.000,"D","HW-14935","74133","FUR-CH-10002084",368.97,3,0,81.1734,"Standard Class"
8534,"CA-2016-156748",2016-11-30 00:00:00.000,2016-12-06 00:00:00.000,"D","BS-11755","48227","FUR-CH-10000513",389.97,3,0,35.0973,"Standard Class"
9163,"CA-2016-160108",2016-12-08 00:00:00.000,2016-12-12 00:00:00.000,"D","AG-10900","54703","FUR-CH-10002335",680.01,3,0,176.8026,"Standard Class"
9263,"CA-2015-124499",2015-10-09 00:00:00.000,2015-10-13 00:00:00.000,"D","FM-14380","48227","FUR-CH-10000513",389.97,3,0,35.0973,"Standard Class"
9285,"CA-2014-161032",2014-11-18 00:00:00.000,2014-11-23 00:00:00.000,"D","MK-17905","53132","FUR-CH-10001482",392.94,3,0,43.2234,"Standard Class"
48,"CA-2016-169194",2016-06-20 00:00:00.000,2016-06-25 00:00:00.000,"D","LH-16900","19901","TEC-AC-10002167",45,3,0,4.95,"Standard Class"
878,"CA-2016-116736",2016-01-17 00:00:00.000,2016-01-21 00:00:00.000,"D","CC-12430","03301","TEC-AC-10002049",371.97,3,0,66.9546,"Standard Class"
1485,"US-2016-108098",2016-10-14 00:00:00.000,2016-10-18 00:00:00.000,"D","CP-12340","98115","TEC-AC-10000865",177,3,0,30.09,"Standard Class"
2880,"CA-2016-152072",2016-01-15 00:00:00.000,2016-01-19 00:00:00.000,"D","Dp-13240","07090","TEC-AC-10000844",254.97,3,0,91.7892,"Standard Class"
3270,"CA-2014-115980",2014-07-15 00:00:00.000,2014-07-19 00:00:00.000,"D","VW-21775","57103","TEC-AC-10003709",2.97,3,0,1.3068,"Standard Class"
3500,"CA-2016-108616",2016-09-29 00:00:00.000,2016-10-03 00:00:00.000,"D","JK-15730","36608","TEC-AC-10000420",209.97,3,0,71.3898,"Standard Class"
3516,"CA-2016-168536",2016-12-20 00:00:00.000,2016-12-24 00:00:00.000,"D","SC-20800","39212","TEC-AC-10002323",66.3,3,0,8.619,"Standard Class"
3841,"CA-2014-126760",2014-07-26 00:00:00.000,2014-08-02 00:00:00.000,"D","KM-16720","89031","TEC-AC-10004814",170.97,3,0,70.0977,"Standard Class"
4521,"CA-2014-109491",2014-02-20 00:00:00.000,2014-02-26 00:00:00.000,"D","LC-16930","47374","TEC-AC-10001284",62.31,3,0,22.4316,"Standard Class"
