Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity
"AX11132","ENX2070","A169","EMP1017","C1386",2018-12-06 00:00:00.000,1
"AX11228","ENX2021","A125","EMP1017","C1134",2017-03-26 00:00:00.000,1
"AX11409","ENX2070","A188","EMP1017","C1785",2018-12-10 00:00:00.000,1
"AX11531","ENX2057","A176","EMP1017","C1017",2018-06-26 00:00:00.000,1
"AX11766","ENX2063","A173","EMP1017","C1741",2018-09-07 00:00:00.000,1
"AX11792","ENX2001","A104","EMP1017","C1682",2016-07-19 00:00:00.000,1
"AX11819","ENX2074","A163","EMP1017","C1651",2019-01-29 00:00:00.000,1
"AX11863","ENX2050","A163","EMP1017","C1042",2018-04-06 00:00:00.000,1
"AX11906","ENX2036","A139","EMP1017","C1441",2017-10-06 00:00:00.000,1
"AX12115","ENX2048","A114","EMP1017","C1700",2018-03-12 00:00:00.000,1
"AX12393","ENX2096","A157","EMP1017","C1536",2019-11-03 00:00:00.000,1
"AX12580","ENX2032","A147","EMP1017","C1781",2017-08-10 00:00:00.000,1
"AX12588","ENX2075","A143","EMP1017","C1779",2019-02-14 00:00:00.000,1
"AX12729","ENX2039","A126","EMP1017","C1038",2017-11-16 00:00:00.000,1
"AX12876","ENX2024","A124","EMP1017","C1435",2017-05-03 00:00:00.000,1
"AX13015","ENX2077","A193","EMP1017","C1153",2019-03-11 00:00:00.000,1
"AX13136","ENX2054","A175","EMP1017","C1428",2018-05-20 00:00:00.000,1
"AX13138","ENX2100","A188","EMP1017","C1039",2019-12-25 00:00:00.000,1
"AX13176","ENX2087","A187","EMP1017","C1169",2019-07-11 00:00:00.000,1
"AX13177","ENX2078","A177","EMP1017","C1387",2019-03-16 00:00:00.000,1
"AX13784","ENX2097","A167","EMP1017","C1545",2019-11-17 00:00:00.000,1
"AX13849","ENX2000","A122","EMP1017","C1275",2016-07-07 00:00:00.000,1
"AX13853","ENX2074","A146","EMP1017","C1440",2019-01-30 00:00:00.000,1
"AX13973","ENX2021","A118","EMP1017","C1098",2017-03-30 00:00:00.000,1
"AX14026","ENX2022","A163","EMP1017","C1118",2017-04-16 00:00:00.000,1
"AX14167","ENX2025","A135","EMP1017","C1141",2017-05-24 00:00:00.000,1
"AX14177","ENX2022","A154","EMP1017","C1637",2017-04-16 00:00:00.000,1
"AX14227","ENX2035","A109","EMP1017","C1237",2017-09-23 00:00:00.000,1
"AX14297","ENX2028","A193","EMP1017","C1050",2017-06-20 00:00:00.000,1
"AX14314","ENX2040","A122","EMP1017","C1428",2017-11-22 00:00:00.000,1
"AX14533","ENX2079","A169","EMP1017","C1696",2019-04-02 00:00:00.000,1
"AX14565","ENX2057","A165","EMP1017","C1002",2018-07-04 00:00:00.000,1
"AX14727","ENX2004","A179","EMP1017","C1504",2016-08-26 00:00:00.000,1
"AX14728","ENX2079","A126","EMP1017","C1786",2019-04-06 00:00:00.000,1
"AX14753","ENX2056","A139","EMP1017","C1722",2018-06-09 00:00:00.000,1
"AX14875","ENX2025","A168","EMP1017","C1249",2017-05-23 00:00:00.000,1
"AX14887","ENX2098","A136","EMP1017","C1265",2019-12-01 00:00:00.000,1
"AX15004","ENX2086","A177","EMP1017","C1676",2019-06-26 00:00:00.000,1
"AX15355","ENX2060","A110","EMP1017","C1615",2018-07-31 00:00:00.000,1
"AX15516","ENX2001","A123","EMP1017","C1555",2016-07-22 00:00:00.000,1
"AX15557","ENX2047","A188","EMP1017","C1006",2018-02-21 00:00:00.000,1
"AX15581","ENX2018","A185","EMP1017","C1761",2017-02-15 00:00:00.000,1
"AX15826","ENX2093","A188","EMP1017","C1541",2019-10-02 00:00:00.000,1
"AX15851","ENX2009","A156","EMP1017","C1025",2016-10-23 00:00:00.000,1
"AX15965","ENX2006","A113","EMP1017","C1239",2016-09-26 00:00:00.000,1
"AX15999","ENX2044","A144","EMP1017","C1181",2018-01-11 00:00:00.000,1
"AX16021","ENX2005","A177","EMP1017","C1100",2016-09-10 00:00:00.000,1
"AX16095","ENX2058","A129","EMP1017","C1699",2018-07-17 00:00:00.000,1
"AX16107","ENX2037","A172","EMP1017","C1254",2017-10-22 00:00:00.000,1
"AX16167","ENX2045","A134","EMP1017","C1286",2018-01-23 00:00:00.000,1
"AX16196","ENX2007","A115","EMP1017","C1525",2016-10-09 00:00:00.000,1
"AX16215","ENX2094","A187","EMP1017","C1235",2019-10-05 00:00:00.000,1
"AX16351","ENX2070","A173","EMP1017","C1094",2018-12-07 00:00:00.000,1
"AX16709","ENX2060","A176","EMP1017","C1169",2018-08-05 00:00:00.000,1
"AX16789","ENX2050","A139","EMP1017","C1207",2018-04-06 00:00:00.000,1
"AX16790","ENX2023","A195","EMP1017","C1422",2017-04-30 00:00:00.000,1
"AX17144","ENX2006","A108","EMP1017","C1048",2016-09-16 00:00:00.000,1
"AX17287","ENX2075","A114","EMP1017","C1256",2019-02-09 00:00:00.000,1
"AX17447","ENX2094","A181","EMP1017","C1721",2019-10-05 00:00:00.000,1
"AX17644","ENX2026","A118","EMP1017","C1302",2017-05-31 00:00:00.000,1
"AX17672","ENX2033","A164","EMP1017","C1456",2017-08-25 00:00:00.000,1
"AX17689","ENX2046","A148","EMP1017","C1399",2018-02-10 00:00:00.000,1
"AX17844","ENX2056","A100","EMP1017","C1692",2018-06-22 00:00:00.000,1
"AX17862","ENX2022","A195","EMP1017","C1147",2017-04-12 00:00:00.000,1
"AX17866","ENX2044","A162","EMP1017","C1735",2018-01-10 00:00:00.000,1
"AX17874","ENX2077","A126","EMP1017","C1377",2019-03-09 00:00:00.000,1
"AX18081","ENX2069","A157","EMP1017","C1002",2018-11-23 00:00:00.000,1
"AX18139","ENX2069","A145","EMP1017","C1446",2018-12-01 00:00:00.000,1
"AX18295","ENX2042","A175","EMP1017","C1638",2017-12-19 00:00:00.000,1
"AX18396","ENX2042","A187","EMP1017","C1374",2017-12-27 00:00:00.000,1
"AX18416","ENX2000","A129","EMP1017","C1115",2016-07-07 00:00:00.000,1
"AX18444","ENX2011","A175","EMP1017","C1737",2016-11-29 00:00:00.000,1
"AX18685","ENX2034","A144","EMP1017","C1454",2017-09-04 00:00:00.000,1
"AX18808","ENX2013","A171","EMP1017","C1770",2016-12-17 00:00:00.000,1
"AX18845","ENX2023","A133","EMP1017","C1567",2017-04-24 00:00:00.000,1
"AX18885","ENX2067","A196","EMP1017","C1346",2018-10-29 00:00:00.000,1
"AX18904","ENX2100","A129","EMP1017","C1719",2019-12-23 00:00:00.000,1
"AX18993","ENX2053","A147","EMP1017","C1381",2018-05-06 00:00:00.000,1
"AX19055","ENX2048","A130","EMP1017","C1285",2018-03-10 00:00:00.000,1
"AX19079","ENX2066","A163","EMP1017","C1217",2018-10-15 00:00:00.000,1
"AX19097","ENX2007","A164","EMP1017","C1724",2016-10-03 00:00:00.000,1
"AX19182","ENX2029","A100","EMP1017","C1365",2017-07-09 00:00:00.000,1
"AX19354","ENX2061","A161","EMP1017","C1750",2018-08-16 00:00:00.000,1
"AX19404","ENX2054","A183","EMP1017","C1223",2018-05-27 00:00:00.000,1
"AX19454","ENX2079","A122","EMP1017","C1028",2019-04-07 00:00:00.000,1
"AX19456","ENX2044","A114","EMP1017","C1009",2018-01-15 00:00:00.000,1
"AX19527","ENX2079","A110","EMP1017","C1544",2019-04-01 00:00:00.000,1
"AX19556","ENX2032","A125","EMP1017","C1022",2017-08-13 00:00:00.000,1
"AX19588","ENX2082","A151","EMP1017","C1511",2019-05-13 00:00:00.000,1
"AX19616","ENX2071","A175","EMP1017","C1036",2018-12-27 00:00:00.000,1
"AX19640","ENX2063","A102","EMP1017","C1734",2018-09-07 00:00:00.000,1
"AX19656","ENX2019","A125","EMP1017","C1589",2017-03-02 00:00:00.000,1
"AX19762","ENX2086","A140","EMP1017","C1736",2019-07-06 00:00:00.000,1
"AX19818","ENX2055","A185","EMP1017","C1763",2018-06-04 00:00:00.000,1
"AX19907","ENX2072","A131","EMP1017","C1394",2019-01-02 00:00:00.000,1
"AX20022","ENX2004","A183","EMP1017","C1699",2016-08-21 00:00:00.000,1
"AX20121","ENX2006","A100","EMP1017","C1707",2016-09-24 00:00:00.000,1
"AX20214","ENX2085","A123","EMP1017","C1182",2019-06-18 00:00:00.000,1
"AX20312","ENX2025","A196","EMP1017","C1299",2017-05-23 00:00:00.000,1
"AX20335","ENX2087","A196","EMP1017","C1146",2019-07-07 00:00:00.000,1
"AX20336","ENX2040","A103","EMP1017","C1473",2017-11-30 00:00:00.000,1
"AX20376","ENX2048","A123","EMP1017","C1584",2018-03-05 00:00:00.000,1
"AX20471","ENX2055","A110","EMP1017","C1545",2018-06-09 00:00:00.000,1
"AX20497","ENX2023","A146","EMP1017","C1046",2017-04-25 00:00:00.000,1
"AX20510","ENX2093","A172","EMP1017","C1025",2019-09-28 00:00:00.000,1
"AX20623","ENX2032","A122","EMP1017","C1087",2017-08-10 00:00:00.000,1
"AX20750","ENX2071","A120","EMP1017","C1559",2018-12-18 00:00:00.000,1
"AX20803","ENX2005","A120","EMP1017","C1373",2016-09-10 00:00:00.000,1
"AX20950","ENX2081","A104","EMP1017","C1633",2019-04-26 00:00:00.000,1
"AX21039","ENX2037","A133","EMP1017","C1607",2017-10-22 00:00:00.000,1
"AX21074","ENX2016","A196","EMP1017","C1341",2017-01-27 00:00:00.000,1
"AX21092","ENX2074","A105","EMP1017","C1076",2019-02-01 00:00:00.000,1
"AX21136","ENX2084","A180","EMP1017","C1053",2019-06-10 00:00:00.000,1
"AX21487","ENX2028","A148","EMP1017","C1677",2017-06-28 00:00:00.000,1
"AX21539","ENX2043","A129","EMP1017","C1282",2018-01-06 00:00:00.000,1
"AX21843","ENX2081","A120","EMP1017","C1048",2019-04-30 00:00:00.000,1
"AX21959","ENX2034","A103","EMP1017","C1521",2017-09-11 00:00:00.000,1
"AX22013","ENX2013","A109","EMP1017","C1761",2016-12-16 00:00:00.000,1
"AX22057","ENX2032","A157","EMP1017","C1578",2017-08-10 00:00:00.000,1
"AX22086","ENX2074","A117","EMP1017","C1702",2019-01-26 00:00:00.000,1
"AX22187","ENX2081","A185","EMP1017","C1722",2019-04-27 00:00:00.000,1
"AX22191","ENX2016","A102","EMP1017","C1178",2017-01-23 00:00:00.000,1
"AX22195","ENX2076","A172","EMP1017","C1753",2019-02-22 00:00:00.000,1
"AX22401","ENX2070","A111","EMP1017","C1612",2018-12-08 00:00:00.000,1
"AX22410","ENX2077","A177","EMP1017","C1738",2019-03-07 00:00:00.000,1
"AX22586","ENX2052","A190","EMP1017","C1135",2018-04-25 00:00:00.000,1
"AX22623","ENX2037","A158","EMP1017","C1800",2017-10-22 00:00:00.000,1
"AX22775","ENX2093","A112","EMP1017","C1389",2019-09-26 00:00:00.000,1
"AX22826","ENX2067","A122","EMP1017","C1134",2018-11-01 00:00:00.000,1
"AX22847","ENX2011","A108","EMP1017","C1128",2016-11-29 00:00:00.000,1
"AX22850","ENX2086","A136","EMP1017","C1593",2019-06-24 00:00:00.000,1
"AX22878","ENX2017","A174","EMP1017","C1481",2017-02-07 00:00:00.000,1
"AX22988","ENX2077","A195","EMP1017","C1088",2019-03-14 00:00:00.000,1
"AX23030","ENX2058","A137","EMP1017","C1788",2018-07-08 00:00:00.000,1
"AX23065","ENX2091","A127","EMP1017","C1097",2019-09-02 00:00:00.000,1
"AX23138","ENX2035","A127","EMP1017","C1404",2017-09-29 00:00:00.000,1
"AX23222","ENX2044","A176","EMP1017","C1241",2018-01-12 00:00:00.000,1
"AX23415","ENX2059","A181","EMP1017","C1653",2018-07-18 00:00:00.000,1
"AX23421","ENX2075","A105","EMP1017","C1707",2019-02-07 00:00:00.000,1
"AX23448","ENX2049","A187","EMP1017","C1601",2018-03-15 00:00:00.000,1
"AX23640","ENX2001","A156","EMP1017","C1688",2016-07-22 00:00:00.000,1
"AX23682","ENX2020","A193","EMP1017","C1562",2017-03-11 00:00:00.000,1
"AX23858","ENX2051","A111","EMP1017","C1383",2018-04-08 00:00:00.000,1
"AX23932","ENX2040","A105","EMP1017","C1138",2017-11-19 00:00:00.000,1
"AX23943","ENX2079","A103","EMP1017","C1584",2019-03-28 00:00:00.000,1
"AX24019","ENX2006","A164","EMP1017","C1564",2016-09-22 00:00:00.000,1
"AX24102","ENX2028","A141","EMP1017","C1164",2017-06-21 00:00:00.000,1
"AX24141","ENX2014","A114","EMP1017","C1601",2017-01-05 00:00:00.000,1
"AX24148","ENX2045","A130","EMP1017","C1433",2018-01-28 00:00:00.000,1
"AX24183","ENX2021","A157","EMP1017","C1536",2017-03-27 00:00:00.000,1
"AX24187","ENX2048","A134","EMP1017","C1501",2018-03-09 00:00:00.000,1
"AX24191","ENX2009","A103","EMP1017","C1118",2016-10-27 00:00:00.000,1
"AX24237","ENX2057","A105","EMP1017","C1785",2018-06-24 00:00:00.000,1
"AX24344","ENX2086","A102","EMP1017","C1784",2019-07-02 00:00:00.000,1
"AX24382","ENX2012","A169","EMP1017","C1236",2016-12-06 00:00:00.000,1
"AX24465","ENX2070","A127","EMP1017","C1255",2018-12-06 00:00:00.000,1
"AX24538","ENX2057","A168","EMP1017","C1450",2018-07-02 00:00:00.000,1
"AX24595","ENX2090","A191","EMP1017","C1046",2019-08-21 00:00:00.000,1
"AX24646","ENX2066","A178","EMP1017","C1712",2018-10-22 00:00:00.000,1
"AX24736","ENX2087","A192","EMP1017","C1562",2019-07-13 00:00:00.000,1
"AX24767","ENX2064","A155","EMP1017","C1323",2018-09-30 00:00:00.000,1
"AX24842","ENX2024","A168","EMP1017","C1707",2017-05-04 00:00:00.000,1
"AX24874","ENX2025","A144","EMP1017","C1067",2017-05-18 00:00:00.000,1
"AX24924","ENX2070","A123","EMP1017","C1772",2018-12-05 00:00:00.000,1
"AX10037","ENX2070","A179","EMP1043","C1290",2018-12-06 00:00:00.000,1
"AX10167","ENX2004","A116","EMP1043","C1286",2016-08-27 00:00:00.000,1
"AX10300","ENX2032","A104","EMP1043","C1376",2017-08-21 00:00:00.000,1
"AX10317","ENX2040","A116","EMP1043","C1515",2017-11-26 00:00:00.000,1
"AX10331","ENX2032","A183","EMP1043","C1002",2017-08-18 00:00:00.000,1
"AX10474","ENX2040","A113","EMP1043","C1031",2017-11-25 00:00:00.000,1
"AX10498","ENX2061","A123","EMP1043","C1647",2018-08-14 00:00:00.000,1
"AX10606","ENX2055","A136","EMP1043","C1077",2018-06-08 00:00:00.000,1
"AX10781","ENX2015","A191","EMP1043","C1232",2017-01-17 00:00:00.000,1
"AX10817","ENX2063","A171","EMP1043","C1578",2018-09-14 00:00:00.000,1
"AX10906","ENX2090","A131","EMP1043","C1311",2019-08-23 00:00:00.000,1
"AX10975","ENX2087","A173","EMP1043","C1394",2019-07-18 00:00:00.000,1
"AX11029","ENX2013","A113","EMP1043","C1547",2016-12-13 00:00:00.000,1
"AX11126","ENX2100","A118","EMP1043","C1786",2019-12-30 00:00:00.000,1
"AX11183","ENX2091","A154","EMP1043","C1513",2019-09-01 00:00:00.000,1
"AX11207","ENX2005","A191","EMP1043","C1288",2016-09-11 00:00:00.000,1
"AX11436","ENX2095","A187","EMP1043","C1639",2019-10-19 00:00:00.000,1
"AX11485","ENX2055","A194","EMP1043","C1600",2018-06-03 00:00:00.000,1
"AX11561","ENX2045","A165","EMP1043","C1670",2018-01-24 00:00:00.000,1
"AX11624","ENX2000","A167","EMP1043","C1592",2016-07-04 00:00:00.000,1
"AX11731","ENX2040","A147","EMP1043","C1212",2017-11-23 00:00:00.000,1
"AX11791","ENX2061","A140","EMP1043","C1653",2018-08-15 00:00:00.000,1
"AX11813","ENX2039","A152","EMP1043","C1655",2017-11-16 00:00:00.000,1
"AX11823","ENX2060","A187","EMP1043","C1043",2018-07-31 00:00:00.000,1
"AX11833","ENX2092","A162","EMP1043","C1744",2019-09-18 00:00:00.000,1
"AX12006","ENX2050","A104","EMP1043","C1768",2018-03-31 00:00:00.000,1
"AX12181","ENX2042","A183","EMP1043","C1453",2017-12-21 00:00:00.000,1
"AX12261","ENX2050","A174","EMP1043","C1672",2018-03-27 00:00:00.000,1
"AX12338","ENX2061","A154","EMP1043","C1407",2018-08-15 00:00:00.000,1
"AX12425","ENX2071","A178","EMP1043","C1585",2018-12-28 00:00:00.000,1
"AX12436","ENX2009","A120","EMP1043","C1101",2016-10-23 00:00:00.000,1
"AX12467","ENX2077","A114","EMP1043","C1376",2019-03-14 00:00:00.000,1
"AX12722","ENX2069","A144","EMP1043","C1087",2018-11-22 00:00:00.000,1
"AX12734","ENX2049","A146","EMP1043","C1671",2018-03-18 00:00:00.000,1
"AX12835","ENX2085","A148","EMP1043","C1721",2019-06-13 00:00:00.000,1
"AX12859","ENX2069","A121","EMP1043","C1526",2018-11-21 00:00:00.000,1
"AX12916","ENX2057","A157","EMP1043","C1392",2018-07-01 00:00:00.000,1
"AX13153","ENX2069","A170","EMP1043","C1365",2018-11-23 00:00:00.000,1
"AX13210","ENX2098","A128","EMP1043","C1044",2019-11-26 00:00:00.000,1
"AX13255","ENX2022","A121","EMP1043","C1575",2017-04-13 00:00:00.000,1
"AX13302","ENX2078","A179","EMP1043","C1477",2019-03-25 00:00:00.000,1
"AX13469","ENX2080","A146","EMP1043","C1065",2019-04-10 00:00:00.000,1
"AX13486","ENX2080","A100","EMP1043","C1670",2019-04-20 00:00:00.000,1
"AX13515","ENX2100","A158","EMP1043","C1316",2019-12-30 00:00:00.000,1
"AX13573","ENX2014","A180","EMP1043","C1799",2016-12-25 00:00:00.000,1
"AX13649","ENX2007","A150","EMP1043","C1329",2016-10-06 00:00:00.000,1
"AX13694","ENX2053","A160","EMP1043","C1443",2018-05-06 00:00:00.000,1
"AX13706","ENX2066","A128","EMP1043","C1025",2018-10-26 00:00:00.000,1
"AX13771","ENX2015","A120","EMP1043","C1193",2017-01-18 00:00:00.000,1
"AX13836","ENX2091","A122","EMP1043","C1086",2019-08-29 00:00:00.000,1
"AX14061","ENX2038","A148","EMP1043","C1486",2017-11-02 00:00:00.000,1
"AX14221","ENX2081","A193","EMP1043","C1439",2019-04-22 00:00:00.000,1
"AX14262","ENX2069","A158","EMP1043","C1276",2018-12-02 00:00:00.000,1
"AX14267","ENX2035","A117","EMP1043","C1548",2017-09-20 00:00:00.000,1
"AX14400","ENX2071","A104","EMP1043","C1120",2018-12-28 00:00:00.000,1
"AX14586","ENX2045","A190","EMP1043","C1373",2018-01-25 00:00:00.000,1
"AX14592","ENX2066","A124","EMP1043","C1109",2018-10-14 00:00:00.000,1
"AX14652","ENX2081","A109","EMP1043","C1265",2019-04-28 00:00:00.000,1
"AX14658","ENX2015","A155","EMP1043","C1173",2017-01-16 00:00:00.000,1
"AX14704","ENX2065","A171","EMP1043","C1352",2018-10-02 00:00:00.000,1
"AX14707","ENX2001","A164","EMP1043","C1235",2016-07-23 00:00:00.000,1
"AX14797","ENX2041","A111","EMP1043","C1056",2017-12-04 00:00:00.000,1
"AX15043","ENX2083","A146","EMP1043","C1315",2019-05-28 00:00:00.000,1
"AX15109","ENX2066","A134","EMP1043","C1759",2018-10-17 00:00:00.000,1
"AX15200","ENX2055","A147","EMP1043","C1112",2018-06-03 00:00:00.000,1
"AX15209","ENX2096","A108","EMP1043","C1382",2019-11-05 00:00:00.000,1
"AX15303","ENX2039","A147","EMP1043","C1062",2017-11-13 00:00:00.000,1
"AX15321","ENX2085","A136","EMP1043","C1096",2019-06-20 00:00:00.000,1
"AX15413","ENX2094","A159","EMP1043","C1566",2019-10-04 00:00:00.000,1
"AX15441","ENX2083","A195","EMP1043","C1168",2019-05-17 00:00:00.000,1
"AX15599","ENX2080","A185","EMP1043","C1359",2019-04-14 00:00:00.000,1
"AX15650","ENX2082","A133","EMP1043","C1106",2019-05-14 00:00:00.000,1
"AX15709","ENX2014","A173","EMP1043","C1617",2016-12-25 00:00:00.000,1
"AX15710","ENX2083","A158","EMP1043","C1398",2019-05-21 00:00:00.000,1
"AX15757","ENX2000","A132","EMP1043","C1526",2016-07-12 00:00:00.000,1
"AX16026","ENX2007","A125","EMP1043","C1616",2016-10-03 00:00:00.000,1
"AX16086","ENX2007","A171","EMP1043","C1157",2016-09-27 00:00:00.000,1
"AX16092","ENX2005","A113","EMP1043","C1511",2016-09-04 00:00:00.000,1
"AX16188","ENX2002","A176","EMP1043","C1386",2016-08-06 00:00:00.000,1
"AX16231","ENX2015","A115","EMP1043","C1607",2017-01-12 00:00:00.000,1
"AX16240","ENX2046","A194","EMP1043","C1440",2018-02-15 00:00:00.000,1
"AX16396","ENX2057","A182","EMP1043","C1704",2018-06-22 00:00:00.000,1
"AX16403","ENX2033","A168","EMP1043","C1779",2017-08-24 00:00:00.000,1
"AX16495","ENX2027","A100","EMP1043","C1601",2017-06-14 00:00:00.000,1
"AX16504","ENX2031","A159","EMP1043","C1559",2017-08-09 00:00:00.000,1
"AX16512","ENX2014","A127","EMP1043","C1627",2017-01-02 00:00:00.000,1
"AX16536","ENX2004","A196","EMP1043","C1218",2016-08-21 00:00:00.000,1
"AX16599","ENX2050","A118","EMP1043","C1755",2018-03-29 00:00:00.000,1
"AX16678","ENX2018","A175","EMP1043","C1254",2017-02-16 00:00:00.000,1
"AX16691","ENX2027","A140","EMP1043","C1760",2017-06-08 00:00:00.000,1
"AX16820","ENX2096","A126","EMP1043","C1161",2019-11-06 00:00:00.000,1
"AX16920","ENX2092","A174","EMP1043","C1072",2019-09-17 00:00:00.000,1
"AX16969","ENX2083","A167","EMP1043","C1618",2019-05-17 00:00:00.000,1
"AX16983","ENX2076","A104","EMP1043","C1727",2019-02-21 00:00:00.000,1
"AX17041","ENX2002","A124","EMP1043","C1007",2016-07-28 00:00:00.000,1
"AX17080","ENX2096","A143","EMP1043","C1625",2019-11-07 00:00:00.000,1
"AX17088","ENX2017","A146","EMP1043","C1058",2017-02-12 00:00:00.000,1
"AX17140","ENX2098","A173","EMP1043","C1100",2019-11-27 00:00:00.000,1
"AX17342","ENX2056","A160","EMP1043","C1389",2018-06-19 00:00:00.000,1
"AX17351","ENX2056","A174","EMP1043","C1349",2018-06-15 00:00:00.000,1
"AX17357","ENX2092","A195","EMP1043","C1799",2019-09-15 00:00:00.000,1
"AX17381","ENX2039","A191","EMP1043","C1204",2017-11-08 00:00:00.000,1
"AX17473","ENX2009","A167","EMP1043","C1206",2016-11-02 00:00:00.000,1
"AX17641","ENX2027","A118","EMP1043","C1596",2017-06-14 00:00:00.000,1
"AX17852","ENX2073","A117","EMP1043","C1597",2019-01-12 00:00:00.000,1
"AX18012","ENX2090","A102","EMP1043","C1037",2019-08-15 00:00:00.000,1
"AX18055","ENX2015","A109","EMP1043","C1136",2017-01-07 00:00:00.000,1
"AX18103","ENX2024","A184","EMP1043","C1763",2017-05-06 00:00:00.000,1
"AX18162","ENX2074","A136","EMP1043","C1610",2019-01-23 00:00:00.000,1
"AX18192","ENX2097","A189","EMP1043","C1316",2019-11-11 00:00:00.000,1
"AX18420","ENX2023","A127","EMP1043","C1261",2017-04-18 00:00:00.000,1
"AX18797","ENX2090","A188","EMP1043","C1512",2019-08-22 00:00:00.000,1
"AX18806","ENX2092","A115","EMP1043","C1778",2019-09-16 00:00:00.000,1
"AX18858","ENX2091","A101","EMP1043","C1460",2019-08-31 00:00:00.000,1
"AX18967","ENX2005","A157","EMP1043","C1148",2016-09-14 00:00:00.000,1
"AX18982","ENX2050","A195","EMP1043","C1401",2018-03-30 00:00:00.000,1
"AX18997","ENX2042","A130","EMP1043","C1079",2017-12-16 00:00:00.000,1
"AX19063","ENX2061","A110","EMP1043","C1170",2018-08-17 00:00:00.000,1
"AX19316","ENX2027","A191","EMP1043","C1538",2017-06-17 00:00:00.000,1
"AX19338","ENX2098","A127","EMP1043","C1307",2019-11-30 00:00:00.000,1
"AX19399","ENX2073","A103","EMP1043","C1637",2019-01-16 00:00:00.000,1
"AX19400","ENX2032","A154","EMP1043","C1152",2017-08-19 00:00:00.000,1
"AX19499","ENX2038","A145","EMP1043","C1581",2017-11-05 00:00:00.000,1
"AX19682","ENX2071","A170","EMP1043","C1004",2018-12-20 00:00:00.000,1
"AX19695","ENX2061","A163","EMP1043","C1715",2018-08-16 00:00:00.000,1
"AX19737","ENX2000","A172","EMP1043","C1014",2016-07-12 00:00:00.000,1
"AX19783","ENX2038","A133","EMP1043","C1642",2017-11-05 00:00:00.000,1
"AX19852","ENX2081","A175","EMP1043","C1506",2019-04-26 00:00:00.000,1
"AX19857","ENX2039","A185","EMP1043","C1789",2017-11-16 00:00:00.000,1
"AX20097","ENX2041","A196","EMP1043","C1091",2017-12-02 00:00:00.000,1
"AX20234","ENX2029","A115","EMP1043","C1248",2017-07-05 00:00:00.000,1
"AX20319","ENX2042","A180","EMP1043","C1476",2017-12-18 00:00:00.000,1
"AX20426","ENX2047","A135","EMP1043","C1392",2018-02-19 00:00:00.000,1
"AX20566","ENX2005","A152","EMP1043","C1056",2016-09-11 00:00:00.000,1
"AX20616","ENX2070","A126","EMP1043","C1092",2018-12-12 00:00:00.000,1
"AX20790","ENX2067","A131","EMP1043","C1307",2018-11-03 00:00:00.000,1
"AX20895","ENX2097","A112","EMP1043","C1515",2019-11-16 00:00:00.000,1
"AX21115","ENX2090","A156","EMP1043","C1126",2019-08-19 00:00:00.000,1
"AX21289","ENX2071","A106","EMP1043","C1726",2018-12-25 00:00:00.000,1
"AX21361","ENX2005","A169","EMP1043","C1774",2016-09-07 00:00:00.000,1
"AX21447","ENX2090","A130","EMP1043","C1123",2019-08-18 00:00:00.000,1
"AX21473","ENX2073","A152","EMP1043","C1640",2019-01-14 00:00:00.000,1
