Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,Month & Year,Quarter & Year,DayInWeek,Day of Week,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Year & Week,YearWeekSort,Quarters
2015-07-13 00:00:00.000,2015,3,7,13,20150713,"July","Jul 2015","Q3 2015",1,"Monday",2015-07-18 00:00:00.000,29,20150700,20150300,"15","FY16","2015-29",201529,"Q3"
2015-07-14 00:00:00.000,2015,3,7,14,20150714,"July","Jul 2015","Q3 2015",2,"Tuesday",2015-07-18 00:00:00.000,29,20150700,20150300,"15","FY16","2015-29",201529,"Q3"
2015-07-15 00:00:00.000,2015,3,7,15,20150715,"July","Jul 2015","Q3 2015",3,"Wednesday",2015-07-18 00:00:00.000,29,20150700,20150300,"15","FY16","2015-29",201529,"Q3"
2015-07-16 00:00:00.000,2015,3,7,16,20150716,"July","Jul 2015","Q3 2015",4,"Thursday",2015-07-18 00:00:00.000,29,20150700,20150300,"15","FY16","2015-29",201529,"Q3"
2015-07-17 00:00:00.000,2015,3,7,17,20150717,"July","Jul 2015","Q3 2015",5,"Friday",2015-07-18 00:00:00.000,29,20150700,20150300,"15","FY16","2015-29",201529,"Q3"
2015-07-18 00:00:00.000,2015,3,7,18,20150718,"July","Jul 2015","Q3 2015",6,"Saturday",2015-07-18 00:00:00.000,29,20150700,20150300,"15","FY16","2015-29",201529,"Q3"
2015-07-19 00:00:00.000,2015,3,7,19,20150719,"July","Jul 2015","Q3 2015",0,"Sunday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-20 00:00:00.000,2015,3,7,20,20150720,"July","Jul 2015","Q3 2015",1,"Monday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-21 00:00:00.000,2015,3,7,21,20150721,"July","Jul 2015","Q3 2015",2,"Tuesday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-22 00:00:00.000,2015,3,7,22,20150722,"July","Jul 2015","Q3 2015",3,"Wednesday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-23 00:00:00.000,2015,3,7,23,20150723,"July","Jul 2015","Q3 2015",4,"Thursday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-24 00:00:00.000,2015,3,7,24,20150724,"July","Jul 2015","Q3 2015",5,"Friday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-25 00:00:00.000,2015,3,7,25,20150725,"July","Jul 2015","Q3 2015",6,"Saturday",2015-07-25 00:00:00.000,30,20150700,20150300,"15","FY16","2015-30",201530,"Q3"
2015-07-26 00:00:00.000,2015,3,7,26,20150726,"July","Jul 2015","Q3 2015",0,"Sunday",2015-08-01 00:00:00.000,31,20150700,20150300,"15","FY16","2015-31",201531,"Q3"
2015-07-27 00:00:00.000,2015,3,7,27,20150727,"July","Jul 2015","Q3 2015",1,"Monday",2015-08-01 00:00:00.000,31,20150700,20150300,"15","FY16","2015-31",201531,"Q3"
2015-07-28 00:00:00.000,2015,3,7,28,20150728,"July","Jul 2015","Q3 2015",2,"Tuesday",2015-08-01 00:00:00.000,31,20150700,20150300,"15","FY16","2015-31",201531,"Q3"
2015-07-29 00:00:00.000,2015,3,7,29,20150729,"July","Jul 2015","Q3 2015",3,"Wednesday",2015-08-01 00:00:00.000,31,20150700,20150300,"15","FY16","2015-31",201531,"Q3"
2015-07-30 00:00:00.000,2015,3,7,30,20150730,"July","Jul 2015","Q3 2015",4,"Thursday",2015-08-01 00:00:00.000,31,20150700,20150300,"15","FY16","2015-31",201531,"Q3"
2015-07-31 00:00:00.000,2015,3,7,31,20150731,"July","Jul 2015","Q3 2015",5,"Friday",2015-08-01 00:00:00.000,31,20150700,20150300,"15","FY16","2015-31",201531,"Q3"
2016-07-01 00:00:00.000,2016,3,7,1,20160701,"July","Jul 2016","Q3 2016",5,"Friday",2016-07-02 00:00:00.000,27,20160700,20160300,"16","FY17","2016-27",201627,"Q3"
2016-07-02 00:00:00.000,2016,3,7,2,20160702,"July","Jul 2016","Q3 2016",6,"Saturday",2016-07-02 00:00:00.000,27,20160700,20160300,"16","FY17","2016-27",201627,"Q3"
2016-07-03 00:00:00.000,2016,3,7,3,20160703,"July","Jul 2016","Q3 2016",0,"Sunday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-04 00:00:00.000,2016,3,7,4,20160704,"July","Jul 2016","Q3 2016",1,"Monday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-05 00:00:00.000,2016,3,7,5,20160705,"July","Jul 2016","Q3 2016",2,"Tuesday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-06 00:00:00.000,2016,3,7,6,20160706,"July","Jul 2016","Q3 2016",3,"Wednesday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-07 00:00:00.000,2016,3,7,7,20160707,"July","Jul 2016","Q3 2016",4,"Thursday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-08 00:00:00.000,2016,3,7,8,20160708,"July","Jul 2016","Q3 2016",5,"Friday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-09 00:00:00.000,2016,3,7,9,20160709,"July","Jul 2016","Q3 2016",6,"Saturday",2016-07-09 00:00:00.000,28,20160700,20160300,"16","FY17","2016-28",201628,"Q3"
2016-07-10 00:00:00.000,2016,3,7,10,20160710,"July","Jul 2016","Q3 2016",0,"Sunday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-11 00:00:00.000,2016,3,7,11,20160711,"July","Jul 2016","Q3 2016",1,"Monday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-12 00:00:00.000,2016,3,7,12,20160712,"July","Jul 2016","Q3 2016",2,"Tuesday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-13 00:00:00.000,2016,3,7,13,20160713,"July","Jul 2016","Q3 2016",3,"Wednesday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-14 00:00:00.000,2016,3,7,14,20160714,"July","Jul 2016","Q3 2016",4,"Thursday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-15 00:00:00.000,2016,3,7,15,20160715,"July","Jul 2016","Q3 2016",5,"Friday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-16 00:00:00.000,2016,3,7,16,20160716,"July","Jul 2016","Q3 2016",6,"Saturday",2016-07-16 00:00:00.000,29,20160700,20160300,"16","FY17","2016-29",201629,"Q3"
2016-07-17 00:00:00.000,2016,3,7,17,20160717,"July","Jul 2016","Q3 2016",0,"Sunday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-18 00:00:00.000,2016,3,7,18,20160718,"July","Jul 2016","Q3 2016",1,"Monday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-19 00:00:00.000,2016,3,7,19,20160719,"July","Jul 2016","Q3 2016",2,"Tuesday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-20 00:00:00.000,2016,3,7,20,20160720,"July","Jul 2016","Q3 2016",3,"Wednesday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-21 00:00:00.000,2016,3,7,21,20160721,"July","Jul 2016","Q3 2016",4,"Thursday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-22 00:00:00.000,2016,3,7,22,20160722,"July","Jul 2016","Q3 2016",5,"Friday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-23 00:00:00.000,2016,3,7,23,20160723,"July","Jul 2016","Q3 2016",6,"Saturday",2016-07-23 00:00:00.000,30,20160700,20160300,"16","FY17","2016-30",201630,"Q3"
2016-07-24 00:00:00.000,2016,3,7,24,20160724,"July","Jul 2016","Q3 2016",0,"Sunday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-25 00:00:00.000,2016,3,7,25,20160725,"July","Jul 2016","Q3 2016",1,"Monday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-26 00:00:00.000,2016,3,7,26,20160726,"July","Jul 2016","Q3 2016",2,"Tuesday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-27 00:00:00.000,2016,3,7,27,20160727,"July","Jul 2016","Q3 2016",3,"Wednesday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-28 00:00:00.000,2016,3,7,28,20160728,"July","Jul 2016","Q3 2016",4,"Thursday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-29 00:00:00.000,2016,3,7,29,20160729,"July","Jul 2016","Q3 2016",5,"Friday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-30 00:00:00.000,2016,3,7,30,20160730,"July","Jul 2016","Q3 2016",6,"Saturday",2016-07-30 00:00:00.000,31,20160700,20160300,"16","FY17","2016-31",201631,"Q3"
2016-07-31 00:00:00.000,2016,3,7,31,20160731,"July","Jul 2016","Q3 2016",0,"Sunday",2016-08-06 00:00:00.000,32,20160700,20160300,"16","FY17","2016-32",201632,"Q3"
2017-07-01 00:00:00.000,2017,3,7,1,20170701,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-01 00:00:00.000,26,20170700,20170300,"17","FY18","2017-26",201726,"Q3"
2017-07-02 00:00:00.000,2017,3,7,2,20170702,"July","Jul 2017","Q3 2017",0,"Sunday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-03 00:00:00.000,2017,3,7,3,20170703,"July","Jul 2017","Q3 2017",1,"Monday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-04 00:00:00.000,2017,3,7,4,20170704,"July","Jul 2017","Q3 2017",2,"Tuesday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-05 00:00:00.000,2017,3,7,5,20170705,"July","Jul 2017","Q3 2017",3,"Wednesday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-06 00:00:00.000,2017,3,7,6,20170706,"July","Jul 2017","Q3 2017",4,"Thursday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-07 00:00:00.000,2017,3,7,7,20170707,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-08 00:00:00.000,2017,3,7,8,20170708,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-08 00:00:00.000,27,20170700,20170300,"17","FY18","2017-27",201727,"Q3"
2017-07-09 00:00:00.000,2017,3,7,9,20170709,"July","Jul 2017","Q3 2017",0,"Sunday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-10 00:00:00.000,2017,3,7,10,20170710,"July","Jul 2017","Q3 2017",1,"Monday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-11 00:00:00.000,2017,3,7,11,20170711,"July","Jul 2017","Q3 2017",2,"Tuesday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-12 00:00:00.000,2017,3,7,12,20170712,"July","Jul 2017","Q3 2017",3,"Wednesday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-13 00:00:00.000,2017,3,7,13,20170713,"July","Jul 2017","Q3 2017",4,"Thursday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-14 00:00:00.000,2017,3,7,14,20170714,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-15 00:00:00.000,2017,3,7,15,20170715,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18","2017-28",201728,"Q3"
2017-07-16 00:00:00.000,2017,3,7,16,20170716,"July","Jul 2017","Q3 2017",0,"Sunday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-17 00:00:00.000,2017,3,7,17,20170717,"July","Jul 2017","Q3 2017",1,"Monday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-18 00:00:00.000,2017,3,7,18,20170718,"July","Jul 2017","Q3 2017",2,"Tuesday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-19 00:00:00.000,2017,3,7,19,20170719,"July","Jul 2017","Q3 2017",3,"Wednesday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-20 00:00:00.000,2017,3,7,20,20170720,"July","Jul 2017","Q3 2017",4,"Thursday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-21 00:00:00.000,2017,3,7,21,20170721,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-22 00:00:00.000,2017,3,7,22,20170722,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18","2017-29",201729,"Q3"
2017-07-23 00:00:00.000,2017,3,7,23,20170723,"July","Jul 2017","Q3 2017",0,"Sunday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-24 00:00:00.000,2017,3,7,24,20170724,"July","Jul 2017","Q3 2017",1,"Monday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-25 00:00:00.000,2017,3,7,25,20170725,"July","Jul 2017","Q3 2017",2,"Tuesday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-26 00:00:00.000,2017,3,7,26,20170726,"July","Jul 2017","Q3 2017",3,"Wednesday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-27 00:00:00.000,2017,3,7,27,20170727,"July","Jul 2017","Q3 2017",4,"Thursday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-28 00:00:00.000,2017,3,7,28,20170728,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-29 00:00:00.000,2017,3,7,29,20170729,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18","2017-30",201730,"Q3"
2017-07-30 00:00:00.000,2017,3,7,30,20170730,"July","Jul 2017","Q3 2017",0,"Sunday",2017-08-05 00:00:00.000,31,20170700,20170300,"17","FY18","2017-31",201731,"Q3"
2017-07-31 00:00:00.000,2017,3,7,31,20170731,"July","Jul 2017","Q3 2017",1,"Monday",2017-08-05 00:00:00.000,31,20170700,20170300,"17","FY18","2017-31",201731,"Q3"
2018-07-01 00:00:00.000,2018,3,7,1,20180701,"July","Jul 2018","Q3 2018",0,"Sunday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-02 00:00:00.000,2018,3,7,2,20180702,"July","Jul 2018","Q3 2018",1,"Monday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-03 00:00:00.000,2018,3,7,3,20180703,"July","Jul 2018","Q3 2018",2,"Tuesday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-04 00:00:00.000,2018,3,7,4,20180704,"July","Jul 2018","Q3 2018",3,"Wednesday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-05 00:00:00.000,2018,3,7,5,20180705,"July","Jul 2018","Q3 2018",4,"Thursday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-06 00:00:00.000,2018,3,7,6,20180706,"July","Jul 2018","Q3 2018",5,"Friday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-07 00:00:00.000,2018,3,7,7,20180707,"July","Jul 2018","Q3 2018",6,"Saturday",2018-07-07 00:00:00.000,27,20180700,20180300,"18","FY19","2018-27",201827,"Q3"
2018-07-08 00:00:00.000,2018,3,7,8,20180708,"July","Jul 2018","Q3 2018",0,"Sunday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-09 00:00:00.000,2018,3,7,9,20180709,"July","Jul 2018","Q3 2018",1,"Monday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-10 00:00:00.000,2018,3,7,10,20180710,"July","Jul 2018","Q3 2018",2,"Tuesday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-11 00:00:00.000,2018,3,7,11,20180711,"July","Jul 2018","Q3 2018",3,"Wednesday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-12 00:00:00.000,2018,3,7,12,20180712,"July","Jul 2018","Q3 2018",4,"Thursday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-13 00:00:00.000,2018,3,7,13,20180713,"July","Jul 2018","Q3 2018",5,"Friday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-14 00:00:00.000,2018,3,7,14,20180714,"July","Jul 2018","Q3 2018",6,"Saturday",2018-07-14 00:00:00.000,28,20180700,20180300,"18","FY19","2018-28",201828,"Q3"
2018-07-15 00:00:00.000,2018,3,7,15,20180715,"July","Jul 2018","Q3 2018",0,"Sunday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-16 00:00:00.000,2018,3,7,16,20180716,"July","Jul 2018","Q3 2018",1,"Monday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-17 00:00:00.000,2018,3,7,17,20180717,"July","Jul 2018","Q3 2018",2,"Tuesday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-18 00:00:00.000,2018,3,7,18,20180718,"July","Jul 2018","Q3 2018",3,"Wednesday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-19 00:00:00.000,2018,3,7,19,20180719,"July","Jul 2018","Q3 2018",4,"Thursday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-20 00:00:00.000,2018,3,7,20,20180720,"July","Jul 2018","Q3 2018",5,"Friday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-21 00:00:00.000,2018,3,7,21,20180721,"July","Jul 2018","Q3 2018",6,"Saturday",2018-07-21 00:00:00.000,29,20180700,20180300,"18","FY19","2018-29",201829,"Q3"
2018-07-22 00:00:00.000,2018,3,7,22,20180722,"July","Jul 2018","Q3 2018",0,"Sunday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-23 00:00:00.000,2018,3,7,23,20180723,"July","Jul 2018","Q3 2018",1,"Monday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-24 00:00:00.000,2018,3,7,24,20180724,"July","Jul 2018","Q3 2018",2,"Tuesday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-25 00:00:00.000,2018,3,7,25,20180725,"July","Jul 2018","Q3 2018",3,"Wednesday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-26 00:00:00.000,2018,3,7,26,20180726,"July","Jul 2018","Q3 2018",4,"Thursday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-27 00:00:00.000,2018,3,7,27,20180727,"July","Jul 2018","Q3 2018",5,"Friday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-28 00:00:00.000,2018,3,7,28,20180728,"July","Jul 2018","Q3 2018",6,"Saturday",2018-07-28 00:00:00.000,30,20180700,20180300,"18","FY19","2018-30",201830,"Q3"
2018-07-29 00:00:00.000,2018,3,7,29,20180729,"July","Jul 2018","Q3 2018",0,"Sunday",2018-08-04 00:00:00.000,31,20180700,20180300,"18","FY19","2018-31",201831,"Q3"
2018-07-30 00:00:00.000,2018,3,7,30,20180730,"July","Jul 2018","Q3 2018",1,"Monday",2018-08-04 00:00:00.000,31,20180700,20180300,"18","FY19","2018-31",201831,"Q3"
2018-07-31 00:00:00.000,2018,3,7,31,20180731,"July","Jul 2018","Q3 2018",2,"Tuesday",2018-08-04 00:00:00.000,31,20180700,20180300,"18","FY19","2018-31",201831,"Q3"
2019-07-01 00:00:00.000,2019,3,7,1,20190701,"July","Jul 2019","Q3 2019",1,"Monday",2019-07-06 00:00:00.000,27,20190700,20190300,"19","FY20","2019-27",201927,"Q3"
2019-07-02 00:00:00.000,2019,3,7,2,20190702,"July","Jul 2019","Q3 2019",2,"Tuesday",2019-07-06 00:00:00.000,27,20190700,20190300,"19","FY20","2019-27",201927,"Q3"
2019-07-03 00:00:00.000,2019,3,7,3,20190703,"July","Jul 2019","Q3 2019",3,"Wednesday",2019-07-06 00:00:00.000,27,20190700,20190300,"19","FY20","2019-27",201927,"Q3"
2019-07-04 00:00:00.000,2019,3,7,4,20190704,"July","Jul 2019","Q3 2019",4,"Thursday",2019-07-06 00:00:00.000,27,20190700,20190300,"19","FY20","2019-27",201927,"Q3"
2019-07-05 00:00:00.000,2019,3,7,5,20190705,"July","Jul 2019","Q3 2019",5,"Friday",2019-07-06 00:00:00.000,27,20190700,20190300,"19","FY20","2019-27",201927,"Q3"
2019-07-06 00:00:00.000,2019,3,7,6,20190706,"July","Jul 2019","Q3 2019",6,"Saturday",2019-07-06 00:00:00.000,27,20190700,20190300,"19","FY20","2019-27",201927,"Q3"
2019-07-07 00:00:00.000,2019,3,7,7,20190707,"July","Jul 2019","Q3 2019",0,"Sunday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-08 00:00:00.000,2019,3,7,8,20190708,"July","Jul 2019","Q3 2019",1,"Monday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-09 00:00:00.000,2019,3,7,9,20190709,"July","Jul 2019","Q3 2019",2,"Tuesday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-10 00:00:00.000,2019,3,7,10,20190710,"July","Jul 2019","Q3 2019",3,"Wednesday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-11 00:00:00.000,2019,3,7,11,20190711,"July","Jul 2019","Q3 2019",4,"Thursday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-12 00:00:00.000,2019,3,7,12,20190712,"July","Jul 2019","Q3 2019",5,"Friday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-13 00:00:00.000,2019,3,7,13,20190713,"July","Jul 2019","Q3 2019",6,"Saturday",2019-07-13 00:00:00.000,28,20190700,20190300,"19","FY20","2019-28",201928,"Q3"
2019-07-14 00:00:00.000,2019,3,7,14,20190714,"July","Jul 2019","Q3 2019",0,"Sunday",2019-07-20 00:00:00.000,29,20190700,20190300,"19","FY20","2019-29",201929,"Q3"
