mountpoint_pk,mountpoint,filesystem,fstype_id,fstype_name,capacity,free_capacity,label,device_fk,first_added,last_updated
"4076","/var/lib/docker/overlay2/b46da4becd7409207bb2193dd58febc214fae4912c4100397ce6c66a30714e67/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:07.116,2018-07-23 13:48:14.583
"4077","/var/lib/docker/overlay2/c89558f594c741ec51c636e3c97141060b0ab9ccf453c71292056a6334e712d6/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:04.236,2018-07-23 13:48:07.703
"4080","/var/lib/docker/overlay2/7b745b44e4ca2782420e4820e12e0bda2c0a89d846b017f270786921ccd84f83/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:08.790,2018-07-23 13:48:17.193
"4081","/var/lib/docker/overlay2/ec4a9e9b2119d76dffce0f77cca6aae2b79076b81b111d510a5e561fcee269f4/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.920,2018-07-23 13:48:11.673
"4083","/var/lib/docker/overlay2/90affa8f7c52412fa81d6069e30c38197a02f03453ba3ad6f865f83f8a2d95c1/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:06.010,2018-07-23 13:48:11.853
"4084","/var/lib/docker/overlay2/afab4dcbb5128d96e309d935d3d47977f058c6898a2881ace9450c815a9b1f6a/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:06.016,2018-07-23 13:48:11.866
"4085","/var/lib/docker/overlay2/2a294b6b51fb8c302ec57901be137ddf29c318c5aac65d453799710067f97ef0/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:09.953,2018-07-23 13:48:19.166
"4086","/var/lib/docker/overlay2/0100a001f02cf82528a73262c6eaeab1953af563306aa0c8e3050dc067ada172/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:06.853,2018-07-23 13:48:14.136
"4087","/var/lib/docker/overlay2/40cc72b88d5902c57e7ab9c874e0c4af86ef98e410b94ddd03ae00369b51674b/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:08.773,2018-07-23 13:48:17.170
"4090","/var/lib/docker/overlay2/b8f82a4d987c09bd39162a82743d9ae0a314fd928d224299cdfb68cd45bd5091/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:08.703,2018-07-23 13:48:17.073
"4091","/var/lib/docker/overlay2/2f5baeccd299a3446d031351f3e41740f83a0e16c80685bb41d50b2b58e320bd/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:09.133,2018-07-23 13:48:17.773
"4092","/var/lib/docker/overlay2/87c90a56e55ee4ece061c88cab117dfd206f1cb54996d918e6543890dfd4627d/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:09.980,2018-07-23 13:48:19.206
"4093","/var/lib/docker/overlay2/c01f6627e51f57eea815c9a42e6f753170aa1780065c77eaeee1181baa1f5622/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.940,2018-07-23 13:48:11.716
"4094","/var/lib/docker/overlay2/52ec5c27540a4fae9d568bc2f328687c1e37b9d51b72b8f5eb7c9b95e759537e/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:09.996,2018-07-23 13:48:19.233
"4095","/var/lib/docker/overlay2/d69a90811c20eab3c415d459a2b34b2d58e9d479f81ab69953e75c183cbe98b2/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:09.946,2018-07-23 13:48:19.156
"4096","/var/lib/docker/overlay2/0251ddeb086e43b803280b0d29c475a011471875968277bc0129352be65c7233/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:06.003,2018-07-23 13:48:11.836
"4097","/var/lib/docker/overlay2/9484ec38a9abb0aed36a625e23b9bc5e0b9dac8f889f0f8345e4fd344ef784e0/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.893,2018-07-23 13:48:11.610
"4098","/var/lib/docker/overlay2/75c23c9396434c13b68b4fb05f485ebd08d2b3c02531ee4c89edc9d5b9604afc/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:03.200,2018-07-23 13:48:04.673
"4099","/var/lib/docker/overlay2/0925a2e91106418fcee5a55efa9fa21880f9f0b3c63afc6f9042a7f66ea82ad2/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.926,2018-07-23 13:48:11.696
"4100","/var/lib/docker/overlay2/771594b120fe43f48b7ee7c34418df59bfedf4e5fc6a7e741387d60e709cf9ca/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.973,2018-07-23 13:48:11.780
"4101","/var/lib/docker/overlay2/7df518cd6c62f4e726160fd3813464eb7c9d16669f8b7b4514195141a117c0e3/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:03.196,2018-07-23 13:48:04.643
"4102","/var/lib/docker/overlay2/bd0dc8da191e6f6ffe1f567f410a01675c81024e7576fdd89d1de0b615c3aaed/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.953,2018-07-23 13:48:11.740
"4103","/var/lib/docker/overlay2/fd5a629a728a44303af0e57943146e50eb77450fdd6dba86c14386529bfa1db9/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.966,2018-07-23 13:48:11.766
"4109","/var/lib/docker/overlay2/b57180dd9ca0d0eb6a08b641eba431762b728e304b4196d794eb4b5af609f9b5/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:03.860,2018-07-23 13:48:06.746
"4110","/var/lib/docker/overlay2/b7d9d2facbda8edaf6a577ac1eba8d87cdbfce0140a086fb29842ef6a43bda62/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:04.383,2018-07-23 13:48:07.983
"4113","/var/lib/docker/overlay2/5cf19b18d5f79a57609c49d095d878b3ceef74933fa6bb85491dae1126d5cab7/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.196,2018-07-23 13:48:09.840
"4114","/var/lib/docker/overlay2/a19f39413e4f42e501a0fa14f62aa99e5c47ab5270745b265b56065c51a9c677/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:04.386,2018-07-23 13:48:08.000
"4115","/var/lib/docker/overlay2/00136fd124fa0d25d1e9535700bd403b85a9aead8818030d20a9debdb56033e5/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:03.306,2018-07-23 13:48:05.030
"4116","/var/lib/docker/overlay2/851548bfe59cb94b1498ab3f4480c1e2ef070a26910c795fbef068b5d1c640be/merged","overlay","16","overlay",83515,64364,"","5607",2018-02-14 14:48:05.210,2018-07-23 13:48:09.876
