_nadb_projecttype_risk_value,modifiedon,nadb_factortype,nadb_customertype_risk,statecode,_owningbusinessunit_value,importsequencenumber,createdon,nadb_riskratingindicatorid,timezoneruleversionnumber,versionnumber,nadb_numberid,statuscode,_nadb_indicatormethodology_value,nadb_domain,_ownerid_value,_createdby_value,_modifiedby_value,_owninguser_value,utcconversiontimezonecode,_owningteam_value,overriddencreatedon,_createdonbehalfby_value,nadb_indicatorname,_modifiedonbehalfby_value
"",2020-02-21 15:49:19.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:19.000,"cf9930ab-c154-ea11-a813-000d3a4ed0f6",,12005503,"Payment Experience with NADB",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.19",""
"",2020-02-21 15:49:19.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:19.000,"d19930ab-c154-ea11-a813-000d3a4ed0f6",,12005504,"Contractor expertise and implementation plan",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.2",""
"",2020-02-21 15:49:19.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:19.000,"d39930ab-c154-ea11-a813-000d3a4ed0f6",,12005505,"Availability of replacement contractors",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.3",""
"",2020-02-21 15:49:19.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:19.000,"d59930ab-c154-ea11-a813-000d3a4ed0f6",,12005506,"Contract terms",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.4",""
"",2020-02-21 15:49:19.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:19.000,"d79930ab-c154-ea11-a813-000d3a4ed0f6",,12005507,"Contractor credit quality and enhancement",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.5",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"d99930ab-c154-ea11-a813-000d3a4ed0f6",,12005508,"Scope risk",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.6",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"db9930ab-c154-ea11-a813-000d3a4ed0f6",,12005509,"Cost predictability",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.7",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"dd9930ab-c154-ea11-a813-000d3a4ed0f6",,12005510,"Cost volatility & structural protections",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.8",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"df9930ab-c154-ea11-a813-000d3a4ed0f6",,12005511,"Variability in revenues due to performance deductions",1,"04c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","6.9",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"e19930ab-c154-ea11-a813-000d3a4ed0f6",,12005512,"Ratio of Observed Annual O&M Expenses to Budgeted O&M Expenses",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.1",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"e39930ab-c154-ea11-a813-000d3a4ed0f6",,12005513,"There is a 100% funded Debt Service Reserve Fund in place",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.10",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"e59930ab-c154-ea11-a813-000d3a4ed0f6",,12005514,"Sector Outlook",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.11",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"e79930ab-c154-ea11-a813-000d3a4ed0f6",,12005515,"Project Outlook",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.12",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"e99930ab-c154-ea11-a813-000d3a4ed0f6",,12005516,"Number of times that the ratio of 6-month rolling actual production to (seasonalized) 6-month rolling P99 probability of exceedance production has fallen below 1.0x in the past 12 months",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.2",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"eb9930ab-c154-ea11-a813-000d3a4ed0f6",,12005517,"Historical Debt Service Coverage Ratio",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.3",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"ed9930ab-c154-ea11-a813-000d3a4ed0f6",,12005518,"Historical payment experience with NADB within the last 24 months",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.4",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"ef9930ab-c154-ea11-a813-000d3a4ed0f6",,12005519,"Level of support at the sponsor's corporate level",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.5",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"f19930ab-c154-ea11-a813-000d3a4ed0f6",,12005520,"Full Compliance with Contractual Conditions and Covenants",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.6",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"f39930ab-c154-ea11-a813-000d3a4ed0f6",,12005521,"Experience of O&M Contractor",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.7",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"f59930ab-c154-ea11-a813-000d3a4ed0f6",,12005522,"Term of O&M Agreement",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.8",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"f79930ab-c154-ea11-a813-000d3a4ed0f6",,12005525,"Additional enhancements in place",1,"06c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","1.9",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"f99930ab-c154-ea11-a813-000d3a4ed0f6",,12005526,"Borrower's Rol in Group",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.1",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"fb9930ab-c154-ea11-a813-000d3a4ed0f6",,12005527,"Business Model",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.10",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"fd9930ab-c154-ea11-a813-000d3a4ed0f6",,12005528,"Organizational Structure",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.11",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"ff9930ab-c154-ea11-a813-000d3a4ed0f6",,12005529,"Management Strategy",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.12",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"019a30ab-c154-ea11-a813-000d3a4ed0f6",,12005530,"Governance Structure",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.13",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"039a30ab-c154-ea11-a813-000d3a4ed0f6",,12005531," Group Structure",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.14",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"059a30ab-c154-ea11-a813-000d3a4ed0f6",,12005532,"Financial Transparency",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.15",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"079a30ab-c154-ea11-a813-000d3a4ed0f6",,12005533,"Financial Margin /Revenues",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.16",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"099a30ab-c154-ea11-a813-000d3a4ed0f6",,12005534,"EBITA Margin (Operating EBIT / Revenues)",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.17",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"0b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005535,"Total Debt to Revenues (x)",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.18",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"0d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005536,"Total Liabilities / Equity",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.19",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"0f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005537,"Implications of Default",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.2",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"119a30ab-c154-ea11-a813-000d3a4ed0f6",,12005538,"Liquidity Ratio= (Available cash + undrawn portion of committed facilities)/Current Liabilites",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.20",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"139a30ab-c154-ea11-a813-000d3a4ed0f6",,12005539,"Interest Coverage = EBIT / Interest Expense",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.21",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"159a30ab-c154-ea11-a813-000d3a4ed0f6",,12005540,"Guaranty Type",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.22",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"179a30ab-c154-ea11-a813-000d3a4ed0f6",,12005541,"Debt Service Reserve Fund",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.23",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"199a30ab-c154-ea11-a813-000d3a4ed0f6",,12005542,"Financial structure of payment (Primary source)",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.24",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"1b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005543,"Full Compliance with Contractual Conditions and Covenants",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.25",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"1d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005544,"Payment Experience with NADB",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.26",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"1f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005545,"Level of Integration",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.3",""
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"219a30ab-c154-ea11-a813-000d3a4ed0f6",,12005546,"History of Support",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.4",""
