transaction_date,stock_date,product_id,customer_id,store_id,quantity
1998-01-12 00:00:00.000,1998-01-07 00:00:00.000,1102,9499,6,4
1998-05-28 00:00:00.000,1998-05-25 00:00:00.000,500,467,13,3
1998-06-21 00:00:00.000,1998-06-18 00:00:00.000,521,7601,24,3
1998-03-28 00:00:00.000,1998-03-23 00:00:00.000,229,4816,24,4
1998-07-22 00:00:00.000,1998-07-18 00:00:00.000,1008,1393,21,3
1998-04-04 00:00:00.000,1998-03-30 00:00:00.000,1006,2135,22,2
1998-11-18 00:00:00.000,1998-11-11 00:00:00.000,490,1213,20,3
1998-12-07 00:00:00.000,1998-12-02 00:00:00.000,477,6527,12,3
1998-07-02 00:00:00.000,1998-06-25 00:00:00.000,456,7448,8,4
1998-08-25 00:00:00.000,1998-08-18 00:00:00.000,1104,8934,6,3
1998-09-14 00:00:00.000,1998-09-12 00:00:00.000,1156,5740,12,3
1998-03-19 00:00:00.000,1998-03-17 00:00:00.000,175,265,11,4
1998-05-17 00:00:00.000,1998-05-15 00:00:00.000,414,1850,16,2
1998-02-11 00:00:00.000,1998-02-10 00:00:00.000,1467,7370,23,4
1998-03-21 00:00:00.000,1998-03-16 00:00:00.000,767,1144,7,4
1998-04-26 00:00:00.000,1998-04-20 00:00:00.000,1270,2581,7,3
1998-01-01 00:00:00.000,1997-12-30 00:00:00.000,1512,9743,10,3
1998-03-06 00:00:00.000,1998-03-01 00:00:00.000,1405,4234,3,4
1998-11-08 00:00:00.000,1998-11-01 00:00:00.000,402,5012,20,4
1998-07-19 00:00:00.000,1998-07-12 00:00:00.000,48,98,19,2
1998-01-23 00:00:00.000,1998-01-20 00:00:00.000,1132,1013,10,4
1998-05-01 00:00:00.000,1998-04-26 00:00:00.000,819,7977,18,4
1998-11-08 00:00:00.000,1998-11-01 00:00:00.000,151,6544,13,2
1998-08-07 00:00:00.000,1998-08-05 00:00:00.000,697,7376,10,3
1998-01-10 00:00:00.000,1998-01-09 00:00:00.000,1463,8816,7,4
1998-03-11 00:00:00.000,1998-03-10 00:00:00.000,1463,4325,12,3
1998-01-13 00:00:00.000,1998-01-10 00:00:00.000,1075,2433,1,2
1998-03-17 00:00:00.000,1998-03-13 00:00:00.000,133,2852,8,3
1998-12-19 00:00:00.000,1998-12-14 00:00:00.000,886,1349,19,4
1998-08-02 00:00:00.000,1998-07-29 00:00:00.000,520,498,8,4
1998-04-05 00:00:00.000,1998-04-01 00:00:00.000,1312,2689,3,2
1998-08-03 00:00:00.000,1998-08-02 00:00:00.000,564,8921,13,4
1998-04-12 00:00:00.000,1998-04-08 00:00:00.000,780,5536,10,3
1998-12-07 00:00:00.000,1998-12-03 00:00:00.000,606,564,12,3
1998-06-05 00:00:00.000,1998-06-01 00:00:00.000,411,6147,6,3
1998-12-11 00:00:00.000,1998-12-08 00:00:00.000,978,5230,13,2
1998-09-02 00:00:00.000,1998-08-29 00:00:00.000,1540,5114,12,4
1998-02-11 00:00:00.000,1998-02-08 00:00:00.000,988,4677,11,4
1998-12-09 00:00:00.000,1998-12-07 00:00:00.000,582,9974,7,3
1998-01-01 00:00:00.000,1997-12-30 00:00:00.000,56,3761,10,4
1998-09-25 00:00:00.000,1998-09-23 00:00:00.000,332,216,17,3
1998-02-25 00:00:00.000,1998-02-22 00:00:00.000,1355,1658,15,2
1998-12-30 00:00:00.000,1998-12-26 00:00:00.000,285,3656,11,3
1998-01-03 00:00:00.000,1997-12-29 00:00:00.000,1495,6424,7,4
1998-10-09 00:00:00.000,1998-10-03 00:00:00.000,655,3755,24,4
1998-10-02 00:00:00.000,1998-09-26 00:00:00.000,799,9574,1,2
1998-07-16 00:00:00.000,1998-07-12 00:00:00.000,1504,2067,17,4
1998-12-22 00:00:00.000,1998-12-17 00:00:00.000,1174,3608,10,3
1998-06-17 00:00:00.000,1998-06-10 00:00:00.000,1109,2099,8,4
1998-05-10 00:00:00.000,1998-05-05 00:00:00.000,714,10070,13,3
1998-05-18 00:00:00.000,1998-05-12 00:00:00.000,1001,9134,23,3
1998-02-13 00:00:00.000,1998-02-10 00:00:00.000,406,1419,8,2
1998-01-04 00:00:00.000,1998-01-03 00:00:00.000,557,8345,8,3
1998-06-21 00:00:00.000,1998-06-15 00:00:00.000,53,1567,16,4
1998-12-10 00:00:00.000,1998-12-09 00:00:00.000,278,5371,20,2
1998-05-24 00:00:00.000,1998-05-23 00:00:00.000,262,3685,19,3
1998-02-19 00:00:00.000,1998-02-17 00:00:00.000,354,3381,15,3
1998-11-16 00:00:00.000,1998-11-13 00:00:00.000,524,5900,18,4
1998-08-10 00:00:00.000,1998-08-07 00:00:00.000,1114,3225,12,4
1998-11-17 00:00:00.000,1998-11-13 00:00:00.000,653,511,16,3
1998-11-28 00:00:00.000,1998-11-25 00:00:00.000,973,3567,16,4
1998-07-15 00:00:00.000,1998-07-12 00:00:00.000,62,4679,19,4
1998-03-02 00:00:00.000,1998-02-26 00:00:00.000,1468,2868,21,3
1998-04-05 00:00:00.000,1998-04-04 00:00:00.000,1378,9519,20,4
1998-03-27 00:00:00.000,1998-03-26 00:00:00.000,298,9432,1,3
1998-01-26 00:00:00.000,1998-01-23 00:00:00.000,934,9826,13,3
1998-09-19 00:00:00.000,1998-09-12 00:00:00.000,131,9450,8,2
1998-10-29 00:00:00.000,1998-10-26 00:00:00.000,1553,9833,21,3
1998-07-19 00:00:00.000,1998-07-12 00:00:00.000,1269,3858,12,2
1998-04-07 00:00:00.000,1998-04-06 00:00:00.000,44,6652,18,3
1998-04-13 00:00:00.000,1998-04-09 00:00:00.000,29,1050,8,2
1998-03-19 00:00:00.000,1998-03-18 00:00:00.000,1284,2130,8,2
1998-10-26 00:00:00.000,1998-10-25 00:00:00.000,1067,4198,10,2
1998-02-14 00:00:00.000,1998-02-13 00:00:00.000,1434,9993,21,3
1998-01-21 00:00:00.000,1998-01-15 00:00:00.000,380,2371,16,2
