FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
3094,20110301,7,6,1,54,534,2011-03-01 00:00:00.000
3097,20110301,7,6,1,56,122351,2011-03-01 00:00:00.000
3098,20110301,7,6,1,57,4676,2011-03-01 00:00:00.000
3100,20110301,7,6,1,60,28280,2011-03-01 00:00:00.000
3103,20110301,7,6,1,61,2262,2011-03-01 00:00:00.000
3104,20110301,7,6,1,62,1979,2011-03-01 00:00:00.000
3107,20110301,7,6,1,63,22446,2011-03-01 00:00:00.000
3108,20110301,7,6,1,65,427,2011-03-01 00:00:00.000
3111,20110301,7,6,1,66,388,2011-03-01 00:00:00.000
3112,20110301,7,6,1,67,196,2011-03-01 00:00:00.000
3115,20110301,7,6,1,68,147,2011-03-01 00:00:00.000
3116,20110301,7,6,1,69,43,2011-03-01 00:00:00.000
3117,20110301,7,6,1,71,35,2011-03-01 00:00:00.000
3120,20110301,7,6,1,72,561,2011-03-01 00:00:00.000
3121,20110301,7,6,1,73,282,2011-03-01 00:00:00.000
3124,20110301,7,6,1,74,202,2011-03-01 00:00:00.000
3125,20110301,7,6,1,76,4742,2011-03-01 00:00:00.000
3128,20110301,7,6,1,77,617,2011-03-01 00:00:00.000
3129,20110301,7,6,1,78,177,2011-03-01 00:00:00.000
3132,20110301,7,6,1,80,668,2011-03-01 00:00:00.000
3133,20110301,7,6,1,81,414,2011-03-01 00:00:00.000
3136,20110301,7,6,1,82,39,2011-03-01 00:00:00.000
3137,20110301,7,6,1,83,138,2011-03-01 00:00:00.000
3140,20110301,7,6,1,84,114,2011-03-01 00:00:00.000
3141,20110301,7,6,1,85,110,2011-03-01 00:00:00.000
3144,20110301,7,6,1,87,630,2011-03-01 00:00:00.000
3145,20110301,7,6,1,89,112,2011-03-01 00:00:00.000
3146,20110301,7,6,1,90,172,2011-03-01 00:00:00.000
3147,20110301,7,6,1,91,-138,2011-03-01 00:00:00.000
3148,20110301,7,6,1,92,229,2011-03-01 00:00:00.000
3149,20110301,7,6,1,94,56242,2011-03-01 00:00:00.000
3150,20110301,7,6,1,96,7,2011-03-01 00:00:00.000
3151,20110301,7,6,1,97,404,2011-03-01 00:00:00.000
3152,20110301,7,6,1,99,29500,2011-03-01 00:00:00.000
3154,20110301,7,6,1,101,561151,2011-03-01 00:00:00.000
4214,20110331,7,6,1,52,7553,2011-03-31 00:00:00.000
4217,20110331,7,6,1,53,1258,2011-03-31 00:00:00.000
4218,20110331,7,6,1,56,50990,2011-03-31 00:00:00.000
4221,20110331,7,6,1,57,3147,2011-03-31 00:00:00.000
4222,20110331,7,6,1,60,25480,2011-03-31 00:00:00.000
4225,20110331,7,6,1,61,2802,2011-03-31 00:00:00.000
4226,20110331,7,6,1,62,2038,2011-03-31 00:00:00.000
4229,20110331,7,6,1,63,2517,2011-03-31 00:00:00.000
4230,20110331,7,6,1,65,462,2011-03-31 00:00:00.000
4233,20110331,7,6,1,66,420,2011-03-31 00:00:00.000
4234,20110331,7,6,1,67,210,2011-03-31 00:00:00.000
4237,20110331,7,6,1,68,161,2011-03-31 00:00:00.000
4238,20110331,7,6,1,69,46,2011-03-31 00:00:00.000
4239,20110331,7,6,1,71,56,2011-03-31 00:00:00.000
4242,20110331,7,6,1,72,503,2011-03-31 00:00:00.000
4243,20110331,7,6,1,73,300,2011-03-31 00:00:00.000
4246,20110331,7,6,1,74,215,2011-03-31 00:00:00.000
4247,20110331,7,6,1,76,1357,2011-03-31 00:00:00.000
4250,20110331,7,6,1,77,630,2011-03-31 00:00:00.000
4251,20110331,7,6,1,78,194,2011-03-31 00:00:00.000
4254,20110331,7,6,1,80,757,2011-03-31 00:00:00.000
4255,20110331,7,6,1,81,468,2011-03-31 00:00:00.000
4258,20110331,7,6,1,82,48,2011-03-31 00:00:00.000
4259,20110331,7,6,1,83,167,2011-03-31 00:00:00.000
4262,20110331,7,6,1,84,147,2011-03-31 00:00:00.000
4263,20110331,7,6,1,85,133,2011-03-31 00:00:00.000
4266,20110331,7,6,1,87,630,2011-03-31 00:00:00.000
4267,20110331,7,6,1,89,144,2011-03-31 00:00:00.000
4268,20110331,7,6,1,90,220,2011-03-31 00:00:00.000
4269,20110331,7,6,1,91,-176,2011-03-31 00:00:00.000
4270,20110331,7,6,1,92,294,2011-03-31 00:00:00.000
4271,20110331,7,6,1,94,11739,2011-03-31 00:00:00.000
4272,20110331,7,6,1,96,7,2011-03-31 00:00:00.000
4273,20110331,7,6,1,97,210,2011-03-31 00:00:00.000
4274,20110331,7,6,1,99,29500,2011-03-31 00:00:00.000
4275,20110331,7,6,1,101,125891,2011-03-31 00:00:00.000
5337,20110501,7,6,1,52,25026,2011-05-01 00:00:00.000
5339,20110501,7,6,1,53,37540,2011-05-01 00:00:00.000
5341,20110501,7,6,1,56,187774,2011-05-01 00:00:00.000
5342,20110501,7,6,1,57,15641,2011-05-01 00:00:00.000
5344,20110501,7,6,1,60,23520,2011-05-01 00:00:00.000
5346,20110501,7,6,1,61,2116,2011-05-01 00:00:00.000
5349,20110501,7,6,1,62,1411,2011-05-01 00:00:00.000
5351,20110501,7,6,1,63,31283,2011-05-01 00:00:00.000
5352,20110501,7,6,1,65,300,2011-05-01 00:00:00.000
5355,20110501,7,6,1,66,273,2011-05-01 00:00:00.000
5356,20110501,7,6,1,67,144,2011-05-01 00:00:00.000
5359,20110501,7,6,1,68,108,2011-05-01 00:00:00.000
5360,20110501,7,6,1,69,30,2011-05-01 00:00:00.000
5361,20110501,7,6,1,71,42,2011-05-01 00:00:00.000
5364,20110501,7,6,1,72,1251,2011-05-01 00:00:00.000
5366,20110501,7,6,1,73,218,2011-05-01 00:00:00.000
5367,20110501,7,6,1,74,173,2011-05-01 00:00:00.000
5370,20110501,7,6,1,76,4987,2011-05-01 00:00:00.000
5371,20110501,7,6,1,77,507,2011-05-01 00:00:00.000
5374,20110501,7,6,1,78,165,2011-05-01 00:00:00.000
5375,20110501,7,6,1,80,623,2011-05-01 00:00:00.000
5378,20110501,7,6,1,81,386,2011-05-01 00:00:00.000
5380,20110501,7,6,1,82,39,2011-05-01 00:00:00.000
5382,20110501,7,6,1,83,136,2011-05-01 00:00:00.000
5383,20110501,7,6,1,84,118,2011-05-01 00:00:00.000
5386,20110501,7,6,1,85,109,2011-05-01 00:00:00.000
5388,20110501,7,6,1,87,540,2011-05-01 00:00:00.000
5389,20110501,7,6,1,89,116,2011-05-01 00:00:00.000
5390,20110501,7,6,1,90,178,2011-05-01 00:00:00.000
5391,20110501,7,6,1,91,-142,2011-05-01 00:00:00.000
5392,20110501,7,6,1,92,237,2011-05-01 00:00:00.000
5393,20110501,7,6,1,94,63595,2011-05-01 00:00:00.000
5394,20110501,7,6,1,96,6,2011-05-01 00:00:00.000
5395,20110501,7,6,1,97,676,2011-05-01 00:00:00.000
5396,20110501,7,6,1,99,64000,2011-05-01 00:00:00.000
5398,20110501,7,6,1,101,625669,2011-05-01 00:00:00.000
6460,20110531,7,6,1,52,13719,2011-05-31 00:00:00.000
6463,20110531,7,6,1,53,27438,2011-05-31 00:00:00.000
6464,20110531,7,6,1,54,596,2011-05-31 00:00:00.000
6467,20110531,7,6,1,56,142562,2011-05-31 00:00:00.000
6468,20110531,7,6,1,57,17148,2011-05-31 00:00:00.000
6471,20110531,7,6,1,60,29400,2011-05-31 00:00:00.000
6473,20110531,7,6,1,61,3234,2011-05-31 00:00:00.000
6475,20110531,7,6,1,62,2940,2011-05-31 00:00:00.000
6476,20110531,7,6,1,63,20578,2011-05-31 00:00:00.000
6479,20110531,7,6,1,65,609,2011-05-31 00:00:00.000
6481,20110531,7,6,1,66,554,2011-05-31 00:00:00.000
6482,20110531,7,6,1,67,273,2011-05-31 00:00:00.000
6485,20110531,7,6,1,68,203,2011-05-31 00:00:00.000
6486,20110531,7,6,1,69,61,2011-05-31 00:00:00.000
6488,20110531,7,6,1,71,56,2011-05-31 00:00:00.000
6490,20110531,7,6,1,72,2743,2011-05-31 00:00:00.000
6492,20110531,7,6,1,73,354,2011-05-31 00:00:00.000
6493,20110531,7,6,1,74,267,2011-05-31 00:00:00.000
6496,20110531,7,6,1,76,6363,2011-05-31 00:00:00.000
6498,20110531,7,6,1,77,686,2011-05-31 00:00:00.000
6500,20110531,7,6,1,78,202,2011-05-31 00:00:00.000
6502,20110531,7,6,1,80,793,2011-05-31 00:00:00.000
6503,20110531,7,6,1,81,491,2011-05-31 00:00:00.000
6506,20110531,7,6,1,82,51,2011-05-31 00:00:00.000
6508,20110531,7,6,1,83,180,2011-05-31 00:00:00.000
6509,20110531,7,6,1,84,161,2011-05-31 00:00:00.000
6511,20110531,7,6,1,85,144,2011-05-31 00:00:00.000
6513,20110531,7,6,1,87,630,2011-05-31 00:00:00.000
6515,20110531,7,6,1,89,157,2011-05-31 00:00:00.000
6516,20110531,7,6,1,90,241,2011-05-31 00:00:00.000
6517,20110531,7,6,1,91,-193,2011-05-31 00:00:00.000
6518,20110531,7,6,1,92,322,2011-05-31 00:00:00.000
6519,20110531,7,6,1,94,79433,2011-05-31 00:00:00.000
6520,20110531,7,6,1,96,7,2011-05-31 00:00:00.000
6521,20110531,7,6,1,97,561,2011-05-31 00:00:00.000
6522,20110531,7,6,1,99,64000,2011-05-31 00:00:00.000
6524,20110531,7,6,1,101,685958,2011-05-31 00:00:00.000
7582,20110701,7,6,1,52,3095,2011-07-01 00:00:00.000
7585,20110701,7,6,1,53,-1031,2011-07-01 00:00:00.000
7586,20110701,7,6,1,56,44879,2011-07-01 00:00:00.000
7589,20110701,7,6,1,57,1719,2011-07-01 00:00:00.000
7591,20110701,7,6,1,60,32640,2011-07-01 00:00:00.000
7593,20110701,7,6,1,61,2611,2011-07-01 00:00:00.000
7594,20110701,7,6,1,62,2611,2011-07-01 00:00:00.000
7596,20110701,7,6,1,63,4127,2011-07-01 00:00:00.000
7599,20110701,7,6,1,65,576,2011-07-01 00:00:00.000
7601,20110701,7,6,1,66,524,2011-07-01 00:00:00.000
7603,20110701,7,6,1,67,264,2011-07-01 00:00:00.000
7605,20110701,7,6,1,68,200,2011-07-01 00:00:00.000
7606,20110701,7,6,1,69,58,2011-07-01 00:00:00.000
7607,20110701,7,6,1,71,72,2011-07-01 00:00:00.000
7610,20110701,7,6,1,72,103,2011-07-01 00:00:00.000
7611,20110701,7,6,1,73,364,2011-07-01 00:00:00.000
7614,20110701,7,6,1,74,235,2011-07-01 00:00:00.000
7615,20110701,7,6,1,76,1262,2011-07-01 00:00:00.000
7617,20110701,7,6,1,77,741,2011-07-01 00:00:00.000
7619,20110701,7,6,1,78,220,2011-07-01 00:00:00.000
7622,20110701,7,6,1,80,865,2011-07-01 00:00:00.000
7623,20110701,7,6,1,81,535,2011-07-01 00:00:00.000
7626,20110701,7,6,1,82,54,2011-07-01 00:00:00.000
7627,20110701,7,6,1,83,191,2011-07-01 00:00:00.000
7630,20110701,7,6,1,84,169,2011-07-01 00:00:00.000
7632,20110701,7,6,1,85,153,2011-07-01 00:00:00.000
7633,20110701,7,6,1,87,720,2011-07-01 00:00:00.000
7635,20110701,7,6,1,89,165,2011-07-01 00:00:00.000
7636,20110701,7,6,1,90,254,2011-07-01 00:00:00.000
7637,20110701,7,6,1,91,-203,2011-07-01 00:00:00.000
7638,20110701,7,6,1,92,339,2011-07-01 00:00:00.000
7639,20110701,7,6,1,94,9853,2011-07-01 00:00:00.000
7640,20110701,7,6,1,96,8,2011-07-01 00:00:00.000
7641,20110701,7,6,1,97,143,2011-07-01 00:00:00.000
7642,20110701,7,6,1,99,64000,2011-07-01 00:00:00.000
7644,20110701,7,6,1,101,103189,2011-07-01 00:00:00.000
8704,20110801,7,6,1,52,43751,2011-08-01 00:00:00.000
8707,20110801,7,6,1,53,6250,2011-08-01 00:00:00.000
8708,20110801,7,6,1,54,5,2011-08-01 00:00:00.000
8711,20110801,7,6,1,56,171670,2011-08-01 00:00:00.000
8712,20110801,7,6,1,57,26042,2011-08-01 00:00:00.000
8715,20110801,7,6,1,60,25480,2011-08-01 00:00:00.000
8716,20110801,7,6,1,61,3057,2011-08-01 00:00:00.000
8719,20110801,7,6,1,62,2038,2011-08-01 00:00:00.000
8721,20110801,7,6,1,63,31251,2011-08-01 00:00:00.000
8722,20110801,7,6,1,65,469,2011-08-01 00:00:00.000
8725,20110801,7,6,1,66,426,2011-08-01 00:00:00.000
8727,20110801,7,6,1,67,217,2011-08-01 00:00:00.000
8728,20110801,7,6,1,68,161,2011-08-01 00:00:00.000
8730,20110801,7,6,1,69,47,2011-08-01 00:00:00.000
8732,20110801,7,6,1,71,56,2011-08-01 00:00:00.000
8734,20110801,7,6,1,72,2500,2011-08-01 00:00:00.000
8736,20110801,7,6,1,73,300,2011-08-01 00:00:00.000
8738,20110801,7,6,1,74,218,2011-08-01 00:00:00.000
8740,20110801,7,6,1,76,5403,2011-08-01 00:00:00.000
8741,20110801,7,6,1,77,636,2011-08-01 00:00:00.000
8744,20110801,7,6,1,78,195,2011-08-01 00:00:00.000
8745,20110801,7,6,1,80,757,2011-08-01 00:00:00.000
8748,20110801,7,6,1,81,468,2011-08-01 00:00:00.000
8749,20110801,7,6,1,82,48,2011-08-01 00:00:00.000
8752,20110801,7,6,1,83,169,2011-08-01 00:00:00.000
8754,20110801,7,6,1,84,148,2011-08-01 00:00:00.000
8756,20110801,7,6,1,85,135,2011-08-01 00:00:00.000
8757,20110801,7,6,1,87,630,2011-08-01 00:00:00.000
8759,20110801,7,6,1,89,144,2011-08-01 00:00:00.000
8760,20110801,7,6,1,90,222,2011-08-01 00:00:00.000
8761,20110801,7,6,1,91,-178,2011-08-01 00:00:00.000
8762,20110801,7,6,1,92,296,2011-08-01 00:00:00.000
8763,20110801,7,6,1,94,68492,2011-08-01 00:00:00.000
8764,20110801,7,6,1,96,7,2011-08-01 00:00:00.000
8765,20110801,7,6,1,97,511,2011-08-01 00:00:00.000
8766,20110801,7,6,1,99,64000,2011-08-01 00:00:00.000
8767,20110801,7,6,1,101,625022,2011-08-01 00:00:00.000
9820,20110829,7,6,1,52,42550,2011-08-29 00:00:00.000
9823,20110829,7,6,1,53,21275,2011-08-29 00:00:00.000
9824,20110829,7,6,1,56,134137,2011-08-29 00:00:00.000
9826,20110829,7,6,1,57,17729,2011-08-29 00:00:00.000
9828,20110829,7,6,1,60,25200,2011-08-29 00:00:00.000
9830,20110829,7,6,1,61,2016,2011-08-29 00:00:00.000
9833,20110829,7,6,1,62,1260,2011-08-29 00:00:00.000
9835,20110829,7,6,1,63,15956,2011-08-29 00:00:00.000
9837,20110829,7,6,1,65,258,2011-08-29 00:00:00.000
9839,20110829,7,6,1,66,234,2011-08-29 00:00:00.000
9840,20110829,7,6,1,67,126,2011-08-29 00:00:00.000
9842,20110829,7,6,1,68,96,2011-08-29 00:00:00.000
9844,20110829,7,6,1,69,26,2011-08-29 00:00:00.000
9845,20110829,7,6,1,71,30,2011-08-29 00:00:00.000
9848,20110829,7,6,1,72,531,2011-08-29 00:00:00.000
9850,20110829,7,6,1,73,202,2011-08-29 00:00:00.000
9851,20110829,7,6,1,74,155,2011-08-29 00:00:00.000
9854,20110829,7,6,1,76,4145,2011-08-29 00:00:00.000
9856,20110829,7,6,1,77,491,2011-08-29 00:00:00.000
9858,20110829,7,6,1,78,166,2011-08-29 00:00:00.000
9859,20110829,7,6,1,80,636,2011-08-29 00:00:00.000
9861,20110829,7,6,1,81,393,2011-08-29 00:00:00.000
9864,20110829,7,6,1,82,40,2011-08-29 00:00:00.000
9865,20110829,7,6,1,83,139,2011-08-29 00:00:00.000
9867,20110829,7,6,1,84,121,2011-08-29 00:00:00.000
9869,20110829,7,6,1,85,111,2011-08-29 00:00:00.000
9871,20110829,7,6,1,87,540,2011-08-29 00:00:00.000
9873,20110829,7,6,1,89,118,2011-08-29 00:00:00.000
9874,20110829,7,6,1,90,181,2011-08-29 00:00:00.000
9875,20110829,7,6,1,91,-145,2011-08-29 00:00:00.000
9876,20110829,7,6,1,92,242,2011-08-29 00:00:00.000
9877,20110829,7,6,1,94,58121,2011-08-29 00:00:00.000
9878,20110829,7,6,1,96,6,2011-08-29 00:00:00.000
9879,20110829,7,6,1,97,403,2011-08-29 00:00:00.000
9880,20110829,7,6,1,99,64000,2011-08-29 00:00:00.000
9881,20110829,7,6,1,101,531875,2011-08-29 00:00:00.000
10939,20110929,7,6,1,52,3428,2011-09-29 00:00:00.000
10940,20110929,7,6,1,53,6857,2011-09-29 00:00:00.000
10943,20110929,7,6,1,56,44840,2011-09-29 00:00:00.000
10945,20110929,7,6,1,57,2857,2011-09-29 00:00:00.000
10947,20110929,7,6,1,60,35696,2011-09-29 00:00:00.000
10948,20110929,7,6,1,61,2930,2011-09-29 00:00:00.000
10950,20110929,7,6,1,62,3296,2011-09-29 00:00:00.000
10952,20110929,7,6,1,63,4571,2011-09-29 00:00:00.000
10955,20110929,7,6,1,65,616,2011-09-29 00:00:00.000
10957,20110929,7,6,1,66,560,2011-09-29 00:00:00.000
10959,20110929,7,6,1,67,280,2011-09-29 00:00:00.000
10960,20110929,7,6,1,68,208,2011-09-29 00:00:00.000
10962,20110929,7,6,1,69,62,2011-09-29 00:00:00.000
10964,20110929,7,6,1,71,93,2011-09-29 00:00:00.000
10966,20110929,7,6,1,72,228,2011-09-29 00:00:00.000
10967,20110929,7,6,1,73,374,2011-09-29 00:00:00.000
10970,20110929,7,6,1,74,247,2011-09-29 00:00:00.000
10971,20110929,7,6,1,76,1380,2011-09-29 00:00:00.000
10974,20110929,7,6,1,77,756,2011-09-29 00:00:00.000
10976,20110929,7,6,1,78,212,2011-09-29 00:00:00.000
10977,20110929,7,6,1,80,823,2011-09-29 00:00:00.000
10979,20110929,7,6,1,81,509,2011-09-29 00:00:00.000
10982,20110929,7,6,1,82,51,2011-09-29 00:00:00.000
10983,20110929,7,6,1,83,178,2011-09-29 00:00:00.000
10986,20110929,7,6,1,84,153,2011-09-29 00:00:00.000
10988,20110929,7,6,1,85,142,2011-09-29 00:00:00.000
10990,20110929,7,6,1,87,720,2011-09-29 00:00:00.000
10991,20110929,7,6,1,89,150,2011-09-29 00:00:00.000
10992,20110929,7,6,1,90,230,2011-09-29 00:00:00.000
10993,20110929,7,6,1,91,-184,2011-09-29 00:00:00.000
10994,20110929,7,6,1,92,307,2011-09-29 00:00:00.000
10995,20110929,7,6,1,94,9107,2011-09-29 00:00:00.000
10996,20110929,7,6,1,96,8,2011-09-29 00:00:00.000
10997,20110929,7,6,1,97,210,2011-09-29 00:00:00.000
10998,20110929,7,6,1,99,64000,2011-09-29 00:00:00.000
10999,20110929,7,6,1,101,114297,2011-09-29 00:00:00.000
12062,20111029,7,6,1,52,18203,2011-10-29 00:00:00.000
12065,20111029,7,6,1,53,24271,2011-10-29 00:00:00.000
12066,20111029,7,6,1,54,110,2011-10-29 00:00:00.000
12069,20111029,7,6,1,56,176278,2011-10-29 00:00:00.000
12071,20111029,7,6,1,57,25282,2011-10-29 00:00:00.000
12072,20111029,7,6,1,60,31556,2011-10-29 00:00:00.000
12074,20111029,7,6,1,61,3561,2011-10-29 00:00:00.000
12076,20111029,7,6,1,62,1618,2011-10-29 00:00:00.000
12079,20111029,7,6,1,63,12135,2011-10-29 00:00:00.000
12080,20111029,7,6,1,65,301,2011-10-29 00:00:00.000
12082,20111029,7,6,1,66,273,2011-10-29 00:00:00.000
12084,20111029,7,6,1,67,147,2011-10-29 00:00:00.000
12086,20111029,7,6,1,68,112,2011-10-29 00:00:00.000
12088,20111029,7,6,1,69,30,2011-10-29 00:00:00.000
12089,20111029,7,6,1,71,45,2011-10-29 00:00:00.000
12091,20111029,7,6,1,72,1820,2011-10-29 00:00:00.000
12093,20111029,7,6,1,73,236,2011-10-29 00:00:00.000
12095,20111029,7,6,1,74,158,2011-10-29 00:00:00.000
12098,20111029,7,6,1,76,4735,2011-10-29 00:00:00.000
12100,20111029,7,6,1,77,573,2011-10-29 00:00:00.000
12101,20111029,7,6,1,78,177,2011-10-29 00:00:00.000
12103,20111029,7,6,1,80,661,2011-10-29 00:00:00.000
12105,20111029,7,6,1,81,409,2011-10-29 00:00:00.000
12108,20111029,7,6,1,82,39,2011-10-29 00:00:00.000
12109,20111029,7,6,1,83,138,2011-10-29 00:00:00.000
12112,20111029,7,6,1,84,113,2011-10-29 00:00:00.000
12114,20111029,7,6,1,85,110,2011-10-29 00:00:00.000
12115,20111029,7,6,1,87,630,2011-10-29 00:00:00.000
12117,20111029,7,6,1,89,111,2011-10-29 00:00:00.000
12118,20111029,7,6,1,90,170,2011-10-29 00:00:00.000
12119,20111029,7,6,1,91,-136,2011-10-29 00:00:00.000
12120,20111029,7,6,1,92,226,2011-10-29 00:00:00.000
12121,20111029,7,6,1,94,51335,2011-10-29 00:00:00.000
12122,20111029,7,6,1,96,7,2011-10-29 00:00:00.000
12123,20111029,7,6,1,97,667,2011-10-29 00:00:00.000
12124,20111029,7,6,1,99,64000,2011-10-29 00:00:00.000
12125,20111029,7,6,1,101,606780,2011-10-29 00:00:00.000
13192,20111129,7,6,1,52,4891,2011-11-29 00:00:00.000
13195,20111129,7,6,1,53,29347,2011-11-29 00:00:00.000
13196,20111129,7,6,1,54,191059,2011-11-29 00:00:00.000
13199,20111129,7,6,1,56,149398,2011-11-29 00:00:00.000
13200,20111129,7,6,1,57,20380,2011-11-29 00:00:00.000
13202,20111129,7,6,1,60,32844,2011-11-29 00:00:00.000
13205,20111129,7,6,1,61,3370,2011-11-29 00:00:00.000
13207,20111129,7,6,1,62,1685,2011-11-29 00:00:00.000
13208,20111129,7,6,1,63,24456,2011-11-29 00:00:00.000
13210,20111129,7,6,1,65,315,2011-11-29 00:00:00.000
13213,20111129,7,6,1,66,286,2011-11-29 00:00:00.000
13214,20111129,7,6,1,67,154,2011-11-29 00:00:00.000
13217,20111129,7,6,1,68,112,2011-11-29 00:00:00.000
13218,20111129,7,6,1,69,32,2011-11-29 00:00:00.000
13220,20111129,7,6,1,71,45,2011-11-29 00:00:00.000
13221,20111129,7,6,1,72,489,2011-11-29 00:00:00.000
13223,20111129,7,6,1,73,236,2011-11-29 00:00:00.000
13226,20111129,7,6,1,74,163,2011-11-29 00:00:00.000
13228,20111129,7,6,1,76,3921,2011-11-29 00:00:00.000
13229,20111129,7,6,1,77,579,2011-11-29 00:00:00.000
13231,20111129,7,6,1,78,200,2011-11-29 00:00:00.000
13234,20111129,7,6,1,80,786,2011-11-29 00:00:00.000
13236,20111129,7,6,1,81,486,2011-11-29 00:00:00.000
13237,20111129,7,6,1,82,50,2011-11-29 00:00:00.000
13239,20111129,7,6,1,83,177,2011-11-29 00:00:00.000
13242,20111129,7,6,1,84,158,2011-11-29 00:00:00.000
13243,20111129,7,6,1,85,141,2011-11-29 00:00:00.000
13245,20111129,7,6,1,87,630,2011-11-29 00:00:00.000
13247,20111129,7,6,1,89,154,2011-11-29 00:00:00.000
13248,20111129,7,6,1,90,237,2011-11-29 00:00:00.000
