Date,Year,MonthNum,Month,WeekNum,Week Start Date,Week End Date
2010-06-19 00:00:00.000,2010,"06","Jun",25,2010-06-13 00:00:00.000,2010-06-20 00:00:00.000
2010-06-20 00:00:00.000,2010,"06","Jun",25,2010-06-13 00:00:00.000,2010-06-20 00:00:00.000
2010-06-21 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-22 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-23 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-24 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-25 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-26 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-27 00:00:00.000,2010,"06","Jun",26,2010-06-20 00:00:00.000,2010-06-27 00:00:00.000
2010-06-28 00:00:00.000,2010,"06","Jun",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-06-29 00:00:00.000,2010,"06","Jun",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-06-30 00:00:00.000,2010,"06","Jun",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-07-01 00:00:00.000,2010,"07","Jul",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-07-02 00:00:00.000,2010,"07","Jul",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-07-03 00:00:00.000,2010,"07","Jul",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-07-04 00:00:00.000,2010,"07","Jul",27,2010-06-27 00:00:00.000,2010-07-04 00:00:00.000
2010-07-05 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-06 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-07 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-08 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-09 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-10 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-11 00:00:00.000,2010,"07","Jul",28,2010-07-04 00:00:00.000,2010-07-11 00:00:00.000
2010-07-12 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-13 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-14 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-15 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-16 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-17 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-18 00:00:00.000,2010,"07","Jul",29,2010-07-11 00:00:00.000,2010-07-18 00:00:00.000
2010-07-19 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-20 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-21 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-22 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-23 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-24 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-25 00:00:00.000,2010,"07","Jul",30,2010-07-18 00:00:00.000,2010-07-25 00:00:00.000
2010-07-26 00:00:00.000,2010,"07","Jul",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-07-27 00:00:00.000,2010,"07","Jul",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-07-28 00:00:00.000,2010,"07","Jul",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-07-29 00:00:00.000,2010,"07","Jul",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-07-30 00:00:00.000,2010,"07","Jul",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-07-31 00:00:00.000,2010,"07","Jul",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-08-01 00:00:00.000,2010,"08","Aug",31,2010-07-25 00:00:00.000,2010-08-01 00:00:00.000
2010-08-02 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-03 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-04 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-05 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-06 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-07 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-08 00:00:00.000,2010,"08","Aug",32,2010-08-01 00:00:00.000,2010-08-08 00:00:00.000
2010-08-09 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-10 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-11 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-12 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-13 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-14 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-15 00:00:00.000,2010,"08","Aug",33,2010-08-08 00:00:00.000,2010-08-15 00:00:00.000
2010-08-16 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-17 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-18 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-19 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-20 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-21 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-22 00:00:00.000,2010,"08","Aug",34,2010-08-15 00:00:00.000,2010-08-22 00:00:00.000
2010-08-23 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-24 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-25 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-26 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-27 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-28 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-29 00:00:00.000,2010,"08","Aug",35,2010-08-22 00:00:00.000,2010-08-29 00:00:00.000
2010-08-30 00:00:00.000,2010,"08","Aug",36,2010-08-29 00:00:00.000,2010-09-05 00:00:00.000
2010-08-31 00:00:00.000,2010,"08","Aug",36,2010-08-29 00:00:00.000,2010-09-05 00:00:00.000
2010-09-01 00:00:00.000,2010,"09","Sep",36,2010-08-29 00:00:00.000,2010-09-05 00:00:00.000
2010-09-02 00:00:00.000,2010,"09","Sep",36,2010-08-29 00:00:00.000,2010-09-05 00:00:00.000
