ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
465,20130710,20130722,20130717,24826,1,100,1,SO61868,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-07-10 00:00:00.000,2013-07-22 00:00:00.000,2013-07-17 00:00:00.000
217,20131112,20131124,20131119,12718,1,100,7,SO70636,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-11-12 00:00:00.000,2013-11-24 00:00:00.000,2013-11-19 00:00:00.000
480,20131223,20140104,20131230,16346,1,6,9,SO73717,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-12-23 00:00:00.000,2014-01-04 00:00:00.000,2013-12-30 00:00:00.000
225,20140128,20140209,20140204,15160,1,100,4,SO75105,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,2014-01-28 00:00:00.000,2014-02-09 00:00:00.000,2014-02-04 00:00:00.000
587,20130715,20130727,20130722,14639,1,100,4,SO62211,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,2013-07-15 00:00:00.000,2013-07-27 00:00:00.000,2013-07-22 00:00:00.000
485,20130513,20130525,20130520,23024,1,100,1,SO57916,3,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-05-13 00:00:00.000,2013-05-25 00:00:00.000,2013-05-20 00:00:00.000
385,20121118,20121130,20121125,14442,1,100,4,SO50542,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,2012-11-18 00:00:00.000,2012-11-30 00:00:00.000,2012-11-25 00:00:00.000
528,20140117,20140129,20140124,15749,1,100,1,SO74769,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2014-01-17 00:00:00.000,2014-01-29 00:00:00.000,2014-01-24 00:00:00.000
528,20130203,20130215,20130210,21339,1,19,6,SO52192,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-02-03 00:00:00.000,2013-02-15 00:00:00.000,2013-02-10 00:00:00.000
485,20130722,20130803,20130729,15942,1,19,6,SO62612,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-07-22 00:00:00.000,2013-08-03 00:00:00.000,2013-07-29 00:00:00.000
375,20120111,20120123,20120118,13214,1,100,1,SO46793,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,2012-01-11 00:00:00.000,2012-01-23 00:00:00.000,2012-01-18 00:00:00.000
353,20131106,20131118,20131113,20560,1,100,8,SO70171,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-11-06 00:00:00.000,2013-11-18 00:00:00.000,2013-11-13 00:00:00.000
360,20120228,20120311,20120306,12585,1,6,9,SO47346,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,2012-02-28 00:00:00.000,2012-03-11 00:00:00.000,2012-03-06 00:00:00.000
541,20130424,20130506,20130501,29113,1,6,9,SO56748,2,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2013-04-24 00:00:00.000,2013-05-06 00:00:00.000,2013-05-01 00:00:00.000
341,20121016,20121028,20121023,19434,1,100,7,SO50081,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,2012-10-16 00:00:00.000,2012-10-28 00:00:00.000,2012-10-23 00:00:00.000
354,20121123,20121205,20121130,12742,1,100,8,SO50601,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,2012-11-23 00:00:00.000,2012-12-05 00:00:00.000,2012-11-30 00:00:00.000
385,20120916,20120928,20120923,25106,1,6,9,SO49737,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,2012-09-16 00:00:00.000,2012-09-28 00:00:00.000,2012-09-23 00:00:00.000
488,20130202,20130214,20130209,11700,1,100,4,SO52122,1,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-02-02 00:00:00.000,2013-02-14 00:00:00.000,2013-02-09 00:00:00.000
480,20130507,20130519,20130514,22547,1,100,4,SO57605,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-07 00:00:00.000,2013-05-19 00:00:00.000,2013-05-14 00:00:00.000
231,20130208,20130220,20130215,26348,1,19,6,SO52434,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-02-08 00:00:00.000,2013-02-20 00:00:00.000,2013-02-15 00:00:00.000
476,20130118,20130130,20130125,14078,1,19,6,SO51519,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,2013-01-18 00:00:00.000,2013-01-30 00:00:00.000,2013-01-25 00:00:00.000
479,20130905,20130917,20130912,24166,1,6,9,SO65780,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-09-05 00:00:00.000,2013-09-17 00:00:00.000,2013-09-12 00:00:00.000
541,20140107,20140119,20140114,11566,1,100,7,SO74463,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2014-01-07 00:00:00.000,2014-01-19 00:00:00.000,2014-01-14 00:00:00.000
465,20131220,20140101,20131227,22188,1,100,1,SO73574,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-12-20 00:00:00.000,2014-01-01 00:00:00.000,2013-12-27 00:00:00.000
382,20130201,20130213,20130208,23311,1,6,9,SO52065,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-02-01 00:00:00.000,2013-02-13 00:00:00.000,2013-02-08 00:00:00.000
575,20130808,20130820,20130815,12004,1,6,9,SO63878,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2013-08-08 00:00:00.000,2013-08-20 00:00:00.000,2013-08-15 00:00:00.000
382,20131219,20131231,20131226,22235,1,100,4,SO73486,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-12-19 00:00:00.000,2013-12-31 00:00:00.000,2013-12-26 00:00:00.000
353,20130131,20130212,20130207,12060,2,19,6,SO52057,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-01-31 00:00:00.000,2013-02-12 00:00:00.000,2013-02-07 00:00:00.000
535,20130523,20130604,20130530,26531,1,100,4,SO58494,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-05-23 00:00:00.000,2013-06-04 00:00:00.000,2013-05-30 00:00:00.000
214,20130324,20130405,20130331,12317,1,98,10,SO54934,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-03-24 00:00:00.000,2013-04-05 00:00:00.000,2013-03-31 00:00:00.000
314,20110617,20110629,20110624,14843,1,98,10,SO44928,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-06-17 00:00:00.000,2011-06-29 00:00:00.000,2011-06-24 00:00:00.000
528,20140126,20140207,20140202,15300,1,100,1,SO75051,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2014-01-26 00:00:00.000,2014-02-07 00:00:00.000,2014-02-02 00:00:00.000
388,20131101,20131113,20131108,21794,1,100,4,SO69859,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-11-01 00:00:00.000,2013-11-13 00:00:00.000,2013-11-08 00:00:00.000
528,20130613,20130625,20130620,14829,1,100,7,SO60075,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-06-13 00:00:00.000,2013-06-25 00:00:00.000,2013-06-20 00:00:00.000
537,20131125,20131207,20131202,19265,1,6,9,SO71495,2,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,2013-11-25 00:00:00.000,2013-12-07 00:00:00.000,2013-12-02 00:00:00.000
471,20131117,20131129,20131124,18970,1,100,4,SO70962,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,2013-11-17 00:00:00.000,2013-11-29 00:00:00.000,2013-11-24 00:00:00.000
530,20130911,20130923,20130918,27975,1,6,9,SO66160,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-09-11 00:00:00.000,2013-09-23 00:00:00.000,2013-09-18 00:00:00.000
561,20130601,20130613,20130608,25404,1,100,4,SO59261,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2013-06-01 00:00:00.000,2013-06-13 00:00:00.000,2013-06-08 00:00:00.000
310,20110426,20110508,20110503,17923,1,6,9,SO44453,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-04-26 00:00:00.000,2011-05-08 00:00:00.000,2011-05-03 00:00:00.000
214,20130817,20130829,20130824,14850,1,100,7,SO64407,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-08-17 00:00:00.000,2013-08-29 00:00:00.000,2013-08-24 00:00:00.000
536,20130207,20130219,20130214,17251,1,6,9,SO52365,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,2013-02-07 00:00:00.000,2013-02-19 00:00:00.000,2013-02-14 00:00:00.000
537,20130925,20131007,20131002,11180,1,100,4,SO67055,1,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,2013-09-25 00:00:00.000,2013-10-07 00:00:00.000,2013-10-02 00:00:00.000
538,20130901,20130913,20130908,29472,1,98,7,SO65533,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,2013-09-01 00:00:00.000,2013-09-13 00:00:00.000,2013-09-08 00:00:00.000
484,20131216,20131228,20131223,24472,1,6,9,SO73188,2,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-12-16 00:00:00.000,2013-12-28 00:00:00.000,2013-12-23 00:00:00.000
357,20130424,20130506,20130501,12709,1,100,4,SO56743,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-04-24 00:00:00.000,2013-05-06 00:00:00.000,2013-05-01 00:00:00.000
234,20131021,20131102,20131028,27402,1,19,6,SO68841,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-10-21 00:00:00.000,2013-11-02 00:00:00.000,2013-10-28 00:00:00.000
485,20130621,20130703,20130628,13352,1,100,4,SO60602,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-06-21 00:00:00.000,2013-07-03 00:00:00.000,2013-06-28 00:00:00.000
356,20120213,20120225,20120220,26277,1,100,1,SO47201,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,2012-02-13 00:00:00.000,2012-02-25 00:00:00.000,2012-02-20 00:00:00.000
535,20140124,20140205,20140131,25877,1,100,1,SO74982,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2014-01-24 00:00:00.000,2014-02-05 00:00:00.000,2014-01-31 00:00:00.000
487,20130928,20131010,20131005,17438,1,100,1,SO67228,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,2013-09-28 00:00:00.000,2013-10-10 00:00:00.000,2013-10-05 00:00:00.000
313,20111110,20111122,20111117,11939,1,100,4,SO46194,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-11-10 00:00:00.000,2011-11-22 00:00:00.000,2011-11-17 00:00:00.000
530,20130701,20130713,20130708,27065,1,100,4,SO61329,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-07-01 00:00:00.000,2013-07-13 00:00:00.000,2013-07-08 00:00:00.000
537,20130727,20130808,20130803,11205,1,100,1,SO62917,1,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,2013-07-27 00:00:00.000,2013-08-08 00:00:00.000,2013-08-03 00:00:00.000
214,20130405,20130417,20130412,29049,1,100,1,SO55693,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-04-05 00:00:00.000,2013-04-17 00:00:00.000,2013-04-12 00:00:00.000
361,20131208,20131220,20131215,22836,1,100,8,SO72588,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,2013-12-08 00:00:00.000,2013-12-20 00:00:00.000,2013-12-15 00:00:00.000
312,20110112,20110124,20110119,27617,1,100,1,SO43754,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-12 00:00:00.000,2011-01-24 00:00:00.000,2011-01-19 00:00:00.000
528,20130523,20130604,20130530,15958,1,100,1,SO58504,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-23 00:00:00.000,2013-06-04 00:00:00.000,2013-05-30 00:00:00.000
530,20130625,20130707,20130702,14988,1,98,10,SO60870,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-06-25 00:00:00.000,2013-07-07 00:00:00.000,2013-07-02 00:00:00.000
471,20130426,20130508,20130503,16193,1,98,10,SO56822,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,2013-04-26 00:00:00.000,2013-05-08 00:00:00.000,2013-05-03 00:00:00.000
478,20130310,20130322,20130317,14982,1,98,10,SO54164,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-03-10 00:00:00.000,2013-03-22 00:00:00.000,2013-03-17 00:00:00.000
380,20130601,20130613,20130608,20461,1,100,4,SO59240,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,2013-06-01 00:00:00.000,2013-06-13 00:00:00.000,2013-06-08 00:00:00.000
580,20130602,20130614,20130609,17269,1,100,1,SO59338,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-06-02 00:00:00.000,2013-06-14 00:00:00.000,2013-06-09 00:00:00.000
529,20130402,20130414,20130409,28796,1,100,4,SO55516,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-04-02 00:00:00.000,2013-04-14 00:00:00.000,2013-04-09 00:00:00.000
