Date,Value
2020-03-24 00:00:00.000,62
2020-03-25 00:00:00.000,65
2020-03-26 00:00:00.000,71
2020-03-27 00:00:00.000,277
2020-03-28 00:00:00.000,124
2020-03-29 00:00:00.000,197
2020-03-30 00:00:00.000,198
2020-03-31 00:00:00.000,178
2020-04-01 00:00:00.000,134
2020-04-02 00:00:00.000,85
2020-04-03 00:00:00.000,105
2020-04-04 00:00:00.000,89
2020-04-05 00:00:00.000,164
2020-04-06 00:00:00.000,188
2020-04-07 00:00:00.000,288
2020-04-08 00:00:00.000,61
2020-04-09 00:00:00.000,194
2020-04-10 00:00:00.000,75
2020-04-11 00:00:00.000,253
2020-04-12 00:00:00.000,260
2020-04-13 00:00:00.000,278
2020-04-14 00:00:00.000,128
2020-04-15 00:00:00.000,187
2020-04-16 00:00:00.000,134
2020-04-17 00:00:00.000,288
2020-04-18 00:00:00.000,228
2020-04-19 00:00:00.000,57
2020-04-20 00:00:00.000,258
2020-04-21 00:00:00.000,52
2020-04-22 00:00:00.000,68
2020-04-23 00:00:00.000,138
2020-04-24 00:00:00.000,164
2020-04-25 00:00:00.000,256
2020-04-26 00:00:00.000,59
2020-04-27 00:00:00.000,150
2020-04-28 00:00:00.000,50
2020-04-29 00:00:00.000,236
2020-04-30 00:00:00.000,264
2020-05-01 00:00:00.000,155
2020-05-02 00:00:00.000,136
2020-05-03 00:00:00.000,53
2020-05-04 00:00:00.000,251
2020-05-05 00:00:00.000,294
2020-05-06 00:00:00.000,149
2020-05-07 00:00:00.000,168
2020-05-08 00:00:00.000,98
2020-05-09 00:00:00.000,233
2020-05-10 00:00:00.000,177
2020-05-11 00:00:00.000,286
2020-05-12 00:00:00.000,76
2020-05-13 00:00:00.000,147
2020-05-14 00:00:00.000,216
2020-05-15 00:00:00.000,205
2020-05-16 00:00:00.000,295
2020-05-17 00:00:00.000,235
2020-05-18 00:00:00.000,210
2020-05-19 00:00:00.000,207
2020-05-20 00:00:00.000,170
2020-05-21 00:00:00.000,300
2020-05-22 00:00:00.000,243
2020-05-23 00:00:00.000,258
2020-05-24 00:00:00.000,103
2020-05-25 00:00:00.000,227
2020-05-26 00:00:00.000,133
2020-05-27 00:00:00.000,273
2020-05-28 00:00:00.000,298
2020-05-29 00:00:00.000,179
2020-05-30 00:00:00.000,114
2020-05-31 00:00:00.000,64
2020-06-01 00:00:00.000,100
2020-06-02 00:00:00.000,286
2020-06-03 00:00:00.000,125
2020-06-04 00:00:00.000,84
2020-06-05 00:00:00.000,92
2020-06-06 00:00:00.000,170
2020-06-07 00:00:00.000,130
2020-06-08 00:00:00.000,159
2020-06-09 00:00:00.000,156
2020-06-10 00:00:00.000,173
2020-06-11 00:00:00.000,166
2020-06-12 00:00:00.000,170
2020-06-13 00:00:00.000,259
2020-06-14 00:00:00.000,267
2020-06-15 00:00:00.000,66
2020-06-16 00:00:00.000,269
2020-06-17 00:00:00.000,172
2020-06-18 00:00:00.000,175
2020-06-19 00:00:00.000,157
2020-06-20 00:00:00.000,69
2020-06-21 00:00:00.000,279
2020-06-22 00:00:00.000,256
2020-06-23 00:00:00.000,227
2020-06-24 00:00:00.000,130
2020-06-25 00:00:00.000,181
2020-06-26 00:00:00.000,277
2020-06-27 00:00:00.000,203
2020-06-28 00:00:00.000,243
2020-06-29 00:00:00.000,105
2020-06-30 00:00:00.000,298
2020-07-01 00:00:00.000,52
2020-07-02 00:00:00.000,78
2020-07-03 00:00:00.000,174
2020-07-04 00:00:00.000,54
2020-07-05 00:00:00.000,107
2020-07-06 00:00:00.000,129
2020-07-07 00:00:00.000,190
2020-07-08 00:00:00.000,240
2020-07-09 00:00:00.000,163
2020-07-10 00:00:00.000,196
2020-07-11 00:00:00.000,67
2020-07-12 00:00:00.000,253
2020-07-13 00:00:00.000,183
2020-07-14 00:00:00.000,176
2020-07-15 00:00:00.000,276
2020-07-16 00:00:00.000,70
2020-07-17 00:00:00.000,264
2020-07-18 00:00:00.000,229
2020-07-19 00:00:00.000,163
2020-07-20 00:00:00.000,286
2020-07-21 00:00:00.000,137
2020-07-22 00:00:00.000,194
2020-07-23 00:00:00.000,68
2020-07-24 00:00:00.000,210
2020-07-25 00:00:00.000,271
2020-07-26 00:00:00.000,89
2020-07-27 00:00:00.000,136
2020-07-28 00:00:00.000,123
2020-07-29 00:00:00.000,160
2020-07-30 00:00:00.000,220
2020-07-31 00:00:00.000,249
2020-08-01 00:00:00.000,82
2020-08-02 00:00:00.000,232
2020-08-03 00:00:00.000,130
2020-08-04 00:00:00.000,94
2020-08-05 00:00:00.000,128
2020-08-06 00:00:00.000,227
2020-08-07 00:00:00.000,214
2020-08-08 00:00:00.000,259
2020-08-09 00:00:00.000,234
2020-08-10 00:00:00.000,252
2020-08-11 00:00:00.000,239
2020-08-12 00:00:00.000,245
2020-08-13 00:00:00.000,215
2020-08-14 00:00:00.000,119
2020-08-15 00:00:00.000,147
2020-08-16 00:00:00.000,180
2020-08-17 00:00:00.000,283
2020-08-18 00:00:00.000,99
2020-08-19 00:00:00.000,203
2020-08-20 00:00:00.000,260
2020-08-21 00:00:00.000,146
2020-08-22 00:00:00.000,106
2020-08-23 00:00:00.000,293
2020-08-24 00:00:00.000,226
2020-08-25 00:00:00.000,92
2020-08-26 00:00:00.000,150
2020-08-27 00:00:00.000,139
2020-08-28 00:00:00.000,178
2020-08-29 00:00:00.000,124
2020-08-30 00:00:00.000,79
2020-08-31 00:00:00.000,141
2020-09-01 00:00:00.000,233
2020-09-02 00:00:00.000,174
2020-09-03 00:00:00.000,154
2020-09-04 00:00:00.000,62
2020-09-05 00:00:00.000,122
2020-09-06 00:00:00.000,295
2020-09-07 00:00:00.000,145
2020-09-08 00:00:00.000,203
2020-09-09 00:00:00.000,156
2020-09-10 00:00:00.000,131
2020-09-11 00:00:00.000,299
2020-09-12 00:00:00.000,85
2020-09-13 00:00:00.000,231
2020-09-14 00:00:00.000,243
2020-09-15 00:00:00.000,187
2020-09-16 00:00:00.000,122
2020-09-17 00:00:00.000,225
2020-09-18 00:00:00.000,119
2020-09-19 00:00:00.000,299
2020-09-20 00:00:00.000,202
2020-09-21 00:00:00.000,231
2020-09-22 00:00:00.000,228
2020-09-23 00:00:00.000,252
2020-09-24 00:00:00.000,196
2020-09-25 00:00:00.000,55
2020-09-26 00:00:00.000,139
2020-09-27 00:00:00.000,264
2020-09-28 00:00:00.000,73
2020-09-29 00:00:00.000,207
2020-09-30 00:00:00.000,292
2020-10-01 00:00:00.000,226
2020-10-02 00:00:00.000,179
2020-10-03 00:00:00.000,154
2020-10-04 00:00:00.000,155
2020-10-05 00:00:00.000,63
2020-10-06 00:00:00.000,91
2020-10-07 00:00:00.000,140
2020-10-08 00:00:00.000,298
2020-10-09 00:00:00.000,293
2020-10-10 00:00:00.000,174
2020-10-11 00:00:00.000,193
2020-10-12 00:00:00.000,102
2020-10-13 00:00:00.000,269
2020-10-14 00:00:00.000,161
2020-10-15 00:00:00.000,219
2020-10-16 00:00:00.000,240
2020-10-17 00:00:00.000,270
2020-10-18 00:00:00.000,264
2020-10-19 00:00:00.000,177
2020-10-20 00:00:00.000,203
2020-10-21 00:00:00.000,121
2020-10-22 00:00:00.000,279
2020-10-23 00:00:00.000,82
2020-10-24 00:00:00.000,192
2020-10-25 00:00:00.000,84
2020-10-26 00:00:00.000,84
2020-10-27 00:00:00.000,91
2020-10-28 00:00:00.000,92
2020-10-29 00:00:00.000,182
2020-10-30 00:00:00.000,245
2020-10-31 00:00:00.000,276
2020-11-01 00:00:00.000,199
2020-11-02 00:00:00.000,83
2020-11-03 00:00:00.000,294
2020-11-04 00:00:00.000,250
2020-11-05 00:00:00.000,296
2020-11-06 00:00:00.000,249
2020-11-07 00:00:00.000,299
2020-11-08 00:00:00.000,64
2020-11-09 00:00:00.000,160
2020-11-10 00:00:00.000,101
2020-11-11 00:00:00.000,277
2020-11-12 00:00:00.000,169
2020-11-13 00:00:00.000,226
2020-11-14 00:00:00.000,269
2020-11-15 00:00:00.000,53
2020-11-16 00:00:00.000,189
2020-11-17 00:00:00.000,141
2020-11-18 00:00:00.000,243
2020-11-19 00:00:00.000,130
2020-11-20 00:00:00.000,276
2020-11-21 00:00:00.000,52
2020-11-22 00:00:00.000,151
2020-11-23 00:00:00.000,263
2020-11-24 00:00:00.000,108
2020-11-25 00:00:00.000,236
2020-11-26 00:00:00.000,187
2020-11-27 00:00:00.000,54
2020-11-28 00:00:00.000,193
2020-11-29 00:00:00.000,232
2020-11-30 00:00:00.000,215
2020-12-01 00:00:00.000,284
2020-12-02 00:00:00.000,75
2020-12-03 00:00:00.000,171
2020-12-04 00:00:00.000,58
2020-12-05 00:00:00.000,295
2020-12-06 00:00:00.000,171
2020-12-07 00:00:00.000,226
2020-12-08 00:00:00.000,68
2020-12-09 00:00:00.000,280
2020-12-10 00:00:00.000,114
2020-12-11 00:00:00.000,165
2020-12-12 00:00:00.000,106
2020-12-13 00:00:00.000,281
2020-12-14 00:00:00.000,194
2020-12-15 00:00:00.000,142
2020-12-16 00:00:00.000,155
2020-12-17 00:00:00.000,129
2020-12-18 00:00:00.000,124
2020-12-19 00:00:00.000,124
2020-12-20 00:00:00.000,166
2020-12-21 00:00:00.000,116
2020-12-22 00:00:00.000,121
2020-12-23 00:00:00.000,111
2020-12-24 00:00:00.000,197
2020-12-25 00:00:00.000,157
2020-12-26 00:00:00.000,269
2020-12-27 00:00:00.000,267
2020-12-28 00:00:00.000,279
2020-12-29 00:00:00.000,289
2020-12-30 00:00:00.000,211
2020-12-31 00:00:00.000,74
