Calendar Month,Calendar Year,Calendar Yr-Mo,Calendar Yr-Qtr,Calendar Yr-Wk,Date,Fiscal Quarter,Fiscal Period,Weekday Sort,Weekday Abb,Weekday,Fiscal Yr-Wk Sort,Fiscal Yr-Wk,Fiscal Yr-Qtr,Fiscal Yr-Period,Fiscal Yr-Period Sort,Fiscal Year,Fiscal Week Sort,Fiscal Yr-Qtr Sort,Fiscal Date Last Year,Fiscal Week Sequence,Fiscal Week of Period,Calendar Year Status,Prior Calendar Year Date,First Date of Current Year,Calendar Month Status,Calendar Month Number,Calendar Year Month Number,Date Key,Date Number,Calendar Week in Year,Calendar Week Number in Year,Calendar Year Week Number,Calendar Year Quarter Number,Full Date Description,Day Number in Calendar Month,Day Number in Calendar Year,Calendar Quarter in Year,Calendar Quarter Number in Year,Weekday Indicator,Holiday Indicator,Calendar Week in Month,Calendar Week Ending Date,Prior Calendar Month Date,Calendar Week Status,One Year Prior Date,DST Flag
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk13",2015-03-25 00:00:00.000,"Q1",2,4,"Wed","Wednesday",326,"2015-Wk8","2015-Q1","2015-P2",82,2015,8,26,2014-03-26 00:00:00.000,372,4,"2 Yrs Prior Calendar Year",2014-03-25 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150325,2275,"Wk13",13,331,25,"March 25, 2015",25,84,"Q1",1,"Weekday","Non-Holiday",4,2015-03-28 00:00:00.000,2015-02-25 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk13",2015-03-26 00:00:00.000,"Q1",2,5,"Thu","Thursday",326,"2015-Wk8","2015-Q1","2015-P2",82,2015,8,26,2014-03-27 00:00:00.000,372,4,"2 Yrs Prior Calendar Year",2014-03-26 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150326,2276,"Wk13",13,331,25,"March 26, 2015",26,85,"Q1",1,"Weekday","Non-Holiday",4,2015-03-28 00:00:00.000,2015-02-26 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk13",2015-03-27 00:00:00.000,"Q1",2,6,"Fri","Friday",326,"2015-Wk8","2015-Q1","2015-P2",82,2015,8,26,2014-03-28 00:00:00.000,372,4,"2 Yrs Prior Calendar Year",2014-03-27 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150327,2277,"Wk13",13,331,25,"March 27, 2015",27,86,"Q1",1,"Weekday","Non-Holiday",4,2015-03-28 00:00:00.000,2015-02-27 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk14",2015-03-30 00:00:00.000,"Q1",3,2,"Mon","Monday",327,"2015-Wk9","2015-Q1","2015-P3",83,2015,9,26,2014-03-31 00:00:00.000,373,1,"2 Yrs Prior Calendar Year",2014-03-30 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150330,2280,"Wk14",14,332,25,"March 30, 2015",30,89,"Q1",1,"Weekday","Non-Holiday",5,2015-04-04 00:00:00.000,2015-02-28 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk14",2015-03-31 00:00:00.000,"Q1",3,3,"Tue","Tuesday",327,"2015-Wk9","2015-Q1","2015-P3",83,2015,9,26,2014-04-01 00:00:00.000,373,1,"2 Yrs Prior Calendar Year",2014-03-31 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150331,2281,"Wk14",14,332,25,"March 31, 2015",31,90,"Q1",1,"Weekday","Non-Holiday",5,2015-04-04 00:00:00.000,2015-02-28 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk14",2015-04-01 00:00:00.000,"Q1",3,4,"Wed","Wednesday",327,"2015-Wk9","2015-Q1","2015-P3",83,2015,9,26,2014-04-02 00:00:00.000,373,1,"2 Yrs Prior Calendar Year",2014-04-01 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150401,2282,"Wk14",14,332,26,"April 1, 2015",1,91,"Q2",2,"Weekday","Non-Holiday",1,2015-04-04 00:00:00.000,2015-03-01 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk14",2015-04-02 00:00:00.000,"Q1",3,5,"Thu","Thursday",327,"2015-Wk9","2015-Q1","2015-P3",83,2015,9,26,2014-04-03 00:00:00.000,373,1,"2 Yrs Prior Calendar Year",2014-04-02 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150402,2283,"Wk14",14,332,26,"April 2, 2015",2,92,"Q2",2,"Weekday","Non-Holiday",1,2015-04-04 00:00:00.000,2015-03-02 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk14",2015-04-03 00:00:00.000,"Q1",3,6,"Fri","Friday",327,"2015-Wk9","2015-Q1","2015-P3",83,2015,9,26,2014-04-04 00:00:00.000,373,1,"2 Yrs Prior Calendar Year",2014-04-03 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150403,2284,"Wk14",14,332,26,"April 3, 2015",3,93,"Q2",2,"Weekday","Non-Holiday",1,2015-04-04 00:00:00.000,2015-03-03 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk15",2015-04-06 00:00:00.000,"Q1",3,2,"Mon","Monday",328,"2015-Wk10","2015-Q1","2015-P3",83,2015,10,26,2014-04-07 00:00:00.000,374,2,"2 Yrs Prior Calendar Year",2014-04-06 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150406,2287,"Wk15",15,333,26,"April 6, 2015",6,96,"Q2",2,"Weekday","Non-Holiday",2,2015-04-11 00:00:00.000,2015-03-06 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk15",2015-04-07 00:00:00.000,"Q1",3,3,"Tue","Tuesday",328,"2015-Wk10","2015-Q1","2015-P3",83,2015,10,26,2014-04-08 00:00:00.000,374,2,"2 Yrs Prior Calendar Year",2014-04-07 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150407,2288,"Wk15",15,333,26,"April 7, 2015",7,97,"Q2",2,"Weekday","Non-Holiday",2,2015-04-11 00:00:00.000,2015-03-07 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk15",2015-04-08 00:00:00.000,"Q1",3,4,"Wed","Wednesday",328,"2015-Wk10","2015-Q1","2015-P3",83,2015,10,26,2014-04-09 00:00:00.000,374,2,"2 Yrs Prior Calendar Year",2014-04-08 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150408,2289,"Wk15",15,333,26,"April 8, 2015",8,98,"Q2",2,"Weekday","Non-Holiday",2,2015-04-11 00:00:00.000,2015-03-08 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk15",2015-04-09 00:00:00.000,"Q1",3,5,"Thu","Thursday",328,"2015-Wk10","2015-Q1","2015-P3",83,2015,10,26,2014-04-10 00:00:00.000,374,2,"2 Yrs Prior Calendar Year",2014-04-09 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150409,2290,"Wk15",15,333,26,"April 9, 2015",9,99,"Q2",2,"Weekday","Non-Holiday",2,2015-04-11 00:00:00.000,2015-03-09 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk15",2015-04-10 00:00:00.000,"Q1",3,6,"Fri","Friday",328,"2015-Wk10","2015-Q1","2015-P3",83,2015,10,26,2014-04-11 00:00:00.000,374,2,"2 Yrs Prior Calendar Year",2014-04-10 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150410,2291,"Wk15",15,333,26,"April 10, 2015",10,100,"Q2",2,"Weekday","Non-Holiday",2,2015-04-11 00:00:00.000,2015-03-10 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk16",2015-04-13 00:00:00.000,"Q1",3,2,"Mon","Monday",329,"2015-Wk11","2015-Q1","2015-P3",83,2015,11,26,2014-04-14 00:00:00.000,375,3,"2 Yrs Prior Calendar Year",2014-04-13 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150413,2294,"Wk16",16,334,26,"April 13, 2015",13,103,"Q2",2,"Weekday","Non-Holiday",3,2015-04-18 00:00:00.000,2015-03-13 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk16",2015-04-14 00:00:00.000,"Q1",3,3,"Tue","Tuesday",329,"2015-Wk11","2015-Q1","2015-P3",83,2015,11,26,2014-04-15 00:00:00.000,375,3,"2 Yrs Prior Calendar Year",2014-04-14 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150414,2295,"Wk16",16,334,26,"April 14, 2015",14,104,"Q2",2,"Weekday","Non-Holiday",3,2015-04-18 00:00:00.000,2015-03-14 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk16",2015-04-15 00:00:00.000,"Q1",3,4,"Wed","Wednesday",329,"2015-Wk11","2015-Q1","2015-P3",83,2015,11,26,2014-04-16 00:00:00.000,375,3,"2 Yrs Prior Calendar Year",2014-04-15 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150415,2296,"Wk16",16,334,26,"April 15, 2015",15,105,"Q2",2,"Weekday","Non-Holiday",3,2015-04-18 00:00:00.000,2015-03-15 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk16",2015-04-16 00:00:00.000,"Q1",3,5,"Thu","Thursday",329,"2015-Wk11","2015-Q1","2015-P3",83,2015,11,26,2014-04-17 00:00:00.000,375,3,"2 Yrs Prior Calendar Year",2014-04-16 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150416,2297,"Wk16",16,334,26,"April 16, 2015",16,106,"Q2",2,"Weekday","Non-Holiday",3,2015-04-18 00:00:00.000,2015-03-16 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk16",2015-04-17 00:00:00.000,"Q1",3,6,"Fri","Friday",329,"2015-Wk11","2015-Q1","2015-P3",83,2015,11,26,2014-04-18 00:00:00.000,375,3,"2 Yrs Prior Calendar Year",2014-04-17 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150417,2298,"Wk16",16,334,26,"April 17, 2015",17,107,"Q2",2,"Weekday","Non-Holiday",3,2015-04-18 00:00:00.000,2015-03-17 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk17",2015-04-20 00:00:00.000,"Q1",3,2,"Mon","Monday",330,"2015-Wk12","2015-Q1","2015-P3",83,2015,12,26,2014-04-21 00:00:00.000,376,4,"2 Yrs Prior Calendar Year",2014-04-20 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150420,2301,"Wk17",17,335,26,"April 20, 2015",20,110,"Q2",2,"Weekday","Non-Holiday",4,2015-04-25 00:00:00.000,2015-03-20 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk17",2015-04-21 00:00:00.000,"Q1",3,3,"Tue","Tuesday",330,"2015-Wk12","2015-Q1","2015-P3",83,2015,12,26,2014-04-22 00:00:00.000,376,4,"2 Yrs Prior Calendar Year",2014-04-21 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150421,2302,"Wk17",17,335,26,"April 21, 2015",21,111,"Q2",2,"Weekday","Non-Holiday",4,2015-04-25 00:00:00.000,2015-03-21 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk17",2015-04-22 00:00:00.000,"Q1",3,4,"Wed","Wednesday",330,"2015-Wk12","2015-Q1","2015-P3",83,2015,12,26,2014-04-23 00:00:00.000,376,4,"2 Yrs Prior Calendar Year",2014-04-22 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150422,2303,"Wk17",17,335,26,"April 22, 2015",22,112,"Q2",2,"Weekday","Non-Holiday",4,2015-04-25 00:00:00.000,2015-03-22 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk17",2015-04-23 00:00:00.000,"Q1",3,5,"Thu","Thursday",330,"2015-Wk12","2015-Q1","2015-P3",83,2015,12,26,2014-04-24 00:00:00.000,376,4,"2 Yrs Prior Calendar Year",2014-04-23 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150423,2304,"Wk17",17,335,26,"April 23, 2015",23,113,"Q2",2,"Weekday","Non-Holiday",4,2015-04-25 00:00:00.000,2015-03-23 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk17",2015-04-24 00:00:00.000,"Q1",3,6,"Fri","Friday",330,"2015-Wk12","2015-Q1","2015-P3",83,2015,12,26,2014-04-25 00:00:00.000,376,4,"2 Yrs Prior Calendar Year",2014-04-24 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150424,2305,"Wk17",17,335,26,"April 24, 2015",24,114,"Q2",2,"Weekday","Non-Holiday",4,2015-04-25 00:00:00.000,2015-03-24 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk18",2015-04-27 00:00:00.000,"Q1",4,2,"Mon","Monday",331,"2015-Wk13","2015-Q1","2015-P4",84,2015,13,26,2014-04-28 00:00:00.000,377,1,"2 Yrs Prior Calendar Year",2014-04-27 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150427,2308,"Wk18",18,336,26,"April 27, 2015",27,117,"Q2",2,"Weekday","Non-Holiday",5,2015-05-02 00:00:00.000,2015-03-27 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk18",2015-04-28 00:00:00.000,"Q1",4,3,"Tue","Tuesday",331,"2015-Wk13","2015-Q1","2015-P4",84,2015,13,26,2014-04-29 00:00:00.000,377,1,"2 Yrs Prior Calendar Year",2014-04-28 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150428,2309,"Wk18",18,336,26,"April 28, 2015",28,118,"Q2",2,"Weekday","Non-Holiday",5,2015-05-02 00:00:00.000,2015-03-28 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk18",2015-04-29 00:00:00.000,"Q1",4,4,"Wed","Wednesday",331,"2015-Wk13","2015-Q1","2015-P4",84,2015,13,26,2014-04-30 00:00:00.000,377,1,"2 Yrs Prior Calendar Year",2014-04-29 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150429,2310,"Wk18",18,336,26,"April 29, 2015",29,119,"Q2",2,"Weekday","Non-Holiday",5,2015-05-02 00:00:00.000,2015-03-29 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Apr",2015,"2015-Apr","2015-Q2","2015-Wk18",2015-04-30 00:00:00.000,"Q1",4,5,"Thu","Thursday",331,"2015-Wk13","2015-Q1","2015-P4",84,2015,13,26,2014-05-01 00:00:00.000,377,1,"2 Yrs Prior Calendar Year",2014-04-30 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",4,76,20150430,2311,"Wk18",18,336,26,"April 30, 2015",30,120,"Q2",2,"Weekday","Non-Holiday",5,2015-05-02 00:00:00.000,2015-03-30 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"May",2015,"2015-May","2015-Q2","2015-Wk18",2015-05-01 00:00:00.000,"Q1",4,6,"Fri","Friday",331,"2015-Wk13","2015-Q1","2015-P4",84,2015,13,26,2014-05-02 00:00:00.000,377,1,"2 Yrs Prior Calendar Year",2014-05-01 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",5,77,20150501,2312,"Wk18",18,336,26,"May 1, 2015",1,121,"Q2",2,"Weekday","Non-Holiday",1,2015-05-02 00:00:00.000,2015-04-01 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"May",2015,"2015-May","2015-Q2","2015-Wk19",2015-05-04 00:00:00.000,"Q1",4,2,"Mon","Monday",332,"2015-Wk14","2015-Q1","2015-P4",84,2015,14,26,2014-05-05 00:00:00.000,378,2,"2 Yrs Prior Calendar Year",2014-05-04 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",5,77,20150504,2315,"Wk19",19,337,26,"May 4, 2015",4,124,"Q2",2,"Weekday","Non-Holiday",2,2015-05-09 00:00:00.000,2015-04-04 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"May",2015,"2015-May","2015-Q2","2015-Wk19",2015-05-05 00:00:00.000,"Q1",4,3,"Tue","Tuesday",332,"2015-Wk14","2015-Q1","2015-P4",84,2015,14,26,2014-05-06 00:00:00.000,378,2,"2 Yrs Prior Calendar Year",2014-05-05 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",5,77,20150505,2316,"Wk19",19,337,26,"May 5, 2015",5,125,"Q2",2,"Weekday","Non-Holiday",2,2015-05-09 00:00:00.000,2015-04-05 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"May",2015,"2015-May","2015-Q2","2015-Wk19",2015-05-06 00:00:00.000,"Q1",4,4,"Wed","Wednesday",332,"2015-Wk14","2015-Q1","2015-P4",84,2015,14,26,2014-05-07 00:00:00.000,378,2,"2 Yrs Prior Calendar Year",2014-05-06 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",5,77,20150506,2317,"Wk19",19,337,26,"May 6, 2015",6,126,"Q2",2,"Weekday","Non-Holiday",2,2015-05-09 00:00:00.000,2015-04-06 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"May",2015,"2015-May","2015-Q2","2015-Wk19",2015-05-07 00:00:00.000,"Q1",4,5,"Thu","Thursday",332,"2015-Wk14","2015-Q1","2015-P4",84,2015,14,26,2014-05-08 00:00:00.000,378,2,"2 Yrs Prior Calendar Year",2014-05-07 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",5,77,20150507,2318,"Wk19",19,337,26,"May 7, 2015",7,127,"Q2",2,"Weekday","Non-Holiday",2,2015-05-09 00:00:00.000,2015-04-07 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
