ProductKey,DateKey,variable,value
299,20120429,MovementDate,2012-04-29 00:00:00.000
61,20140508,MovementDate,2014-05-08 00:00:00.000
97,20110428,MovementDate,2011-04-28 00:00:00.000
26,20120923,MovementDate,2012-09-23 00:00:00.000
136,20140422,MovementDate,2014-04-22 00:00:00.000
285,20140413,MovementDate,2014-04-13 00:00:00.000
381,20121031,MovementDate,2012-10-31 00:00:00.000
548,20130606,MovementDate,2013-06-06 00:00:00.000
506,20110211,MovementDate,2011-02-11 00:00:00.000
447,20140104,MovementDate,2014-01-04 00:00:00.000
307,20130704,MovementDate,2013-07-04 00:00:00.000
310,20130707,MovementDate,2013-07-07 00:00:00.000
287,20140326,MovementDate,2014-03-26 00:00:00.000
237,20120415,MovementDate,2012-04-15 00:00:00.000
51,20130302,MovementDate,2013-03-02 00:00:00.000
54,20111009,MovementDate,2011-10-09 00:00:00.000
120,20140504,MovementDate,2014-05-04 00:00:00.000
224,20140107,MovementDate,2014-01-07 00:00:00.000
56,20140602,MovementDate,2014-06-02 00:00:00.000
287,20130403,MovementDate,2013-04-03 00:00:00.000
420,20140413,MovementDate,2014-04-13 00:00:00.000
396,20120723,MovementDate,2012-07-23 00:00:00.000
187,20140308,MovementDate,2014-03-08 00:00:00.000
42,20130123,MovementDate,2013-01-23 00:00:00.000
92,20131113,MovementDate,2013-11-13 00:00:00.000
276,20130722,MovementDate,2013-07-22 00:00:00.000
227,20131008,MovementDate,2013-10-08 00:00:00.000
484,20111223,MovementDate,2011-12-23 00:00:00.000
512,20130318,MovementDate,2013-03-18 00:00:00.000
199,20110224,MovementDate,2011-02-24 00:00:00.000
409,20111114,MovementDate,2011-11-14 00:00:00.000
245,20111023,MovementDate,2011-10-23 00:00:00.000
245,20130726,MovementDate,2013-07-26 00:00:00.000
398,20121011,MovementDate,2012-10-11 00:00:00.000
98,20110212,MovementDate,2011-02-12 00:00:00.000
316,20131026,MovementDate,2013-10-26 00:00:00.000
70,20120503,MovementDate,2012-05-03 00:00:00.000
330,20120902,MovementDate,2012-09-02 00:00:00.000
284,20110504,MovementDate,2011-05-04 00:00:00.000
90,20120711,MovementDate,2012-07-11 00:00:00.000
396,20120622,MovementDate,2012-06-22 00:00:00.000
285,20121127,MovementDate,2012-11-27 00:00:00.000
36,20140307,MovementDate,2014-03-07 00:00:00.000
549,20130926,MovementDate,2013-09-26 00:00:00.000
117,20110816,MovementDate,2011-08-16 00:00:00.000
549,20111115,MovementDate,2011-11-15 00:00:00.000
376,20120915,MovementDate,2012-09-15 00:00:00.000
217,20140623,MovementDate,2014-06-23 00:00:00.000
302,20140214,MovementDate,2014-02-14 00:00:00.000
423,20121116,MovementDate,2012-11-16 00:00:00.000
268,20130209,MovementDate,2013-02-09 00:00:00.000
383,20130510,MovementDate,2013-05-10 00:00:00.000
480,20130225,MovementDate,2013-02-25 00:00:00.000
520,20110802,MovementDate,2011-08-02 00:00:00.000
365,20140426,MovementDate,2014-04-26 00:00:00.000
310,20120726,MovementDate,2012-07-26 00:00:00.000
478,20120327,MovementDate,2012-03-27 00:00:00.000
390,20140409,MovementDate,2014-04-09 00:00:00.000
326,20110422,MovementDate,2011-04-22 00:00:00.000
255,20130227,MovementDate,2013-02-27 00:00:00.000
412,20120510,UnitCost,112.86
19,20110617,UnitCost,0.3
224,20110724,UnitCost,3.08
208,20130723,UnitCost,0.43
376,20130314,UnitCost,814.3
131,20121230,UnitCost,0.29
469,20130420,UnitCost,12.06
73,20120708,UnitCost,0.27
523,20120421,UnitCost,15.73
371,20120318,UnitCost,949.35
512,20120603,UnitCost,117.61
601,20140305,UnitCost,14.98
242,20130712,UnitCost,537.95
212,20130713,UnitCost,10.95
122,20110131,UnitCost,0.31
388,20110415,UnitCost,444.67
417,20121214,UnitCost,206.48
416,20130330,UnitCost,94.25
557,20140101,UnitCost,95.37
345,20111116,UnitCost,553.31
366,20111223,UnitCost,423.95
173,20121228,UnitCost,0.19
125,20140208,UnitCost,0.19
231,20110421,UnitCost,14.8
433,20131202,UnitCost,199.77
283,20131013,UnitCost,173.23
3,20140629,UnitCost,0.21
546,20130131,UnitCost,24.99
544,20110111,UnitCost,24.78
267,20110320,UnitCost,127.89
340,20130525,UnitCost,305.7
239,20120529,UnitCost,548.18
98,20110813,UnitCost,0.26
563,20130417,UnitCost,630.55
296,20130706,UnitCost,419.0
248,20120222,UnitCost,696.52
103,20120419,UnitCost,0.22
8,20110427,UnitCost,0.21
12,20140413,UnitCost,0.22
580,20120212,UnitCost,601.77
299,20120429,UnitCost,590.46
61,20140508,UnitCost,0.22
97,20110428,UnitCost,0.24
26,20120923,UnitCost,0.19
136,20140422,UnitCost,0.19
285,20140413,UnitCost,147.47
381,20121031,UnitCost,358.71
548,20130606,UnitCost,25.26
506,20110211,UnitCost,107.35
447,20140104,UnitCost,9.38
307,20130704,UnitCost,475.24
310,20130707,UnitCost,486.8
287,20140326,UnitCost,168.07
237,20120415,UnitCost,17.82
51,20130302,UnitCost,0.22
54,20111009,UnitCost,0.23
120,20140504,UnitCost,0.22
224,20140107,UnitCost,2.72
56,20140602,UnitCost,0.31
287,20130403,UnitCost,145.46
420,20140413,UnitCost,90.32
396,20120723,UnitCost,47.5
187,20140308,UnitCost,0.27
42,20130123,UnitCost,0.21
92,20131113,UnitCost,0.2
276,20130722,UnitCost,222.97
227,20131008,UnitCost,32.11
484,20111223,UnitCost,2.48
512,20130318,UnitCost,116.24
199,20110224,UnitCost,0.23
409,20111114,UnitCost,124.22
245,20111023,UnitCost,563.5
245,20130726,UnitCost,519.52
398,20121011,UnitCost,13.01
98,20110212,UnitCost,0.27
316,20131026,UnitCost,544.21
70,20120503,UnitCost,0.33
330,20120902,UnitCost,112.84
284,20110504,UnitCost,190.17
90,20120711,UnitCost,0.23
396,20120622,UnitCost,47.7
285,20121127,UnitCost,134.56
36,20140307,UnitCost,0.2
549,20130926,UnitCost,202.45
117,20110816,UnitCost,0.24
549,20111115,UnitCost,201.48
376,20120915,UnitCost,824.06
217,20140623,UnitCost,10.79
302,20140214,UnitCost,573.9
423,20121116,UnitCost,111.45
268,20130209,UnitCost,165.18
383,20130510,UnitCost,442.93
480,20130225,UnitCost,0.75
520,20110802,UnitCost,21.15
365,20140426,UnitCost,452.54
310,20120726,UnitCost,502.83
478,20120327,UnitCost,3.99
390,20140409,UnitCost,430.77
326,20110422,UnitCost,110.57
255,20130227,UnitCost,122.21
412,20120510,UnitsIn,0
19,20110617,UnitsIn,0
224,20110724,UnitsIn,0
208,20130723,UnitsIn,0
376,20130314,UnitsIn,0
131,20121230,UnitsIn,0
469,20130420,UnitsIn,0
73,20120708,UnitsIn,0
523,20120421,UnitsIn,0
371,20120318,UnitsIn,0
512,20120603,UnitsIn,0
601,20140305,UnitsIn,0
242,20130712,UnitsIn,0
212,20130713,UnitsIn,0
122,20110131,UnitsIn,0
388,20110415,UnitsIn,0
417,20121214,UnitsIn,0
416,20130330,UnitsIn,0
557,20140101,UnitsIn,0
345,20111116,UnitsIn,0
366,20111223,UnitsIn,0
173,20121228,UnitsIn,0
125,20140208,UnitsIn,0
231,20110421,UnitsIn,0
433,20131202,UnitsIn,0
283,20131013,UnitsIn,0
3,20140629,UnitsIn,0
546,20130131,UnitsIn,0
544,20110111,UnitsIn,0
267,20110320,UnitsIn,0
340,20130525,UnitsIn,0
239,20120529,UnitsIn,0
98,20110813,UnitsIn,0
563,20130417,UnitsIn,0
296,20130706,UnitsIn,0
248,20120222,UnitsIn,0
103,20120419,UnitsIn,0
8,20110427,UnitsIn,0
12,20140413,UnitsIn,0
580,20120212,UnitsIn,0
299,20120429,UnitsIn,0
61,20140508,UnitsIn,0
97,20110428,UnitsIn,0
26,20120923,UnitsIn,0
136,20140422,UnitsIn,0
285,20140413,UnitsIn,0
381,20121031,UnitsIn,0
548,20130606,UnitsIn,0
506,20110211,UnitsIn,0
447,20140104,UnitsIn,0
307,20130704,UnitsIn,0
310,20130707,UnitsIn,0
287,20140326,UnitsIn,0
237,20120415,UnitsIn,0
51,20130302,UnitsIn,0
54,20111009,UnitsIn,0
120,20140504,UnitsIn,0
224,20140107,UnitsIn,0
56,20140602,UnitsIn,0
287,20130403,UnitsIn,0
420,20140413,UnitsIn,0
396,20120723,UnitsIn,0
187,20140308,UnitsIn,0
42,20130123,UnitsIn,0
92,20131113,UnitsIn,0
276,20130722,UnitsIn,0
227,20131008,UnitsIn,0
484,20111223,UnitsIn,0
512,20130318,UnitsIn,0
199,20110224,UnitsIn,0
409,20111114,UnitsIn,0
245,20111023,UnitsIn,0
245,20130726,UnitsIn,0
398,20121011,UnitsIn,0
98,20110212,UnitsIn,0
316,20131026,UnitsIn,0
70,20120503,UnitsIn,0
330,20120902,UnitsIn,0
284,20110504,UnitsIn,0
90,20120711,UnitsIn,0
396,20120622,UnitsIn,0
285,20121127,UnitsIn,0
36,20140307,UnitsIn,0
549,20130926,UnitsIn,0
117,20110816,UnitsIn,0
549,20111115,UnitsIn,0
376,20120915,UnitsIn,0
217,20140623,UnitsIn,0
302,20140214,UnitsIn,0
423,20121116,UnitsIn,0
268,20130209,UnitsIn,0
383,20130510,UnitsIn,0
480,20130225,UnitsIn,8
520,20110802,UnitsIn,0
365,20140426,UnitsIn,0
310,20120726,UnitsIn,0
478,20120327,UnitsIn,0
390,20140409,UnitsIn,0
326,20110422,UnitsIn,0
255,20130227,UnitsIn,0
412,20120510,UnitsOut,0
19,20110617,UnitsOut,0
224,20110724,UnitsOut,0
208,20130723,UnitsOut,0
376,20130314,UnitsOut,0
131,20121230,UnitsOut,0
469,20130420,UnitsOut,0
73,20120708,UnitsOut,0
523,20120421,UnitsOut,0
371,20120318,UnitsOut,2
512,20120603,UnitsOut,0
601,20140305,UnitsOut,0
242,20130712,UnitsOut,0
212,20130713,UnitsOut,0
122,20110131,UnitsOut,0
388,20110415,UnitsOut,0
417,20121214,UnitsOut,0
416,20130330,UnitsOut,0
557,20140101,UnitsOut,0
345,20111116,UnitsOut,0
366,20111223,UnitsOut,0
173,20121228,UnitsOut,0
125,20140208,UnitsOut,0
231,20110421,UnitsOut,0
433,20131202,UnitsOut,0
283,20131013,UnitsOut,0
3,20140629,UnitsOut,0
546,20130131,UnitsOut,0
544,20110111,UnitsOut,0
267,20110320,UnitsOut,0
340,20130525,UnitsOut,0
239,20120529,UnitsOut,0
98,20110813,UnitsOut,0
563,20130417,UnitsOut,0
296,20130706,UnitsOut,0
248,20120222,UnitsOut,0
103,20120419,UnitsOut,0
8,20110427,UnitsOut,0
12,20140413,UnitsOut,0
580,20120212,UnitsOut,0
299,20120429,UnitsOut,0
61,20140508,UnitsOut,0
97,20110428,UnitsOut,0
26,20120923,UnitsOut,0
136,20140422,UnitsOut,0
285,20140413,UnitsOut,0
381,20121031,UnitsOut,1
548,20130606,UnitsOut,0
506,20110211,UnitsOut,0
447,20140104,UnitsOut,0
307,20130704,UnitsOut,0
310,20130707,UnitsOut,0
287,20140326,UnitsOut,0
237,20120415,UnitsOut,0
51,20130302,UnitsOut,0
54,20111009,UnitsOut,0
120,20140504,UnitsOut,0
224,20140107,UnitsOut,0
56,20140602,UnitsOut,0
287,20130403,UnitsOut,0
420,20140413,UnitsOut,0
396,20120723,UnitsOut,0
187,20140308,UnitsOut,0
42,20130123,UnitsOut,0
92,20131113,UnitsOut,0
276,20130722,UnitsOut,0
227,20131008,UnitsOut,0
484,20111223,UnitsOut,0
512,20130318,UnitsOut,0
199,20110224,UnitsOut,0
409,20111114,UnitsOut,0
245,20111023,UnitsOut,0
245,20130726,UnitsOut,0
398,20121011,UnitsOut,0
98,20110212,UnitsOut,0
316,20131026,UnitsOut,0
70,20120503,UnitsOut,0
330,20120902,UnitsOut,0
284,20110504,UnitsOut,0
90,20120711,UnitsOut,0
396,20120622,UnitsOut,0
285,20121127,UnitsOut,0
36,20140307,UnitsOut,0
549,20130926,UnitsOut,0
117,20110816,UnitsOut,0
549,20111115,UnitsOut,0
376,20120915,UnitsOut,0
217,20140623,UnitsOut,0
302,20140214,UnitsOut,0
423,20121116,UnitsOut,0
268,20130209,UnitsOut,0
383,20130510,UnitsOut,0
480,20130225,UnitsOut,8
520,20110802,UnitsOut,0
365,20140426,UnitsOut,0
310,20120726,UnitsOut,0
478,20120327,UnitsOut,0
390,20140409,UnitsOut,0
326,20110422,UnitsOut,0
255,20130227,UnitsOut,0
412,20120510,UnitsBalance,456
19,20110617,UnitsBalance,875
224,20110724,UnitsBalance,4
208,20130723,UnitsBalance,700
376,20130314,UnitsBalance,76
131,20121230,UnitsBalance,875
469,20130420,UnitsBalance,4
73,20120708,UnitsBalance,875
523,20120421,UnitsBalance,438
371,20120318,UnitsBalance,77
512,20120603,UnitsBalance,438
601,20140305,UnitsBalance,385
242,20130712,UnitsBalance,411
212,20130713,UnitsBalance,4
122,20110131,UnitsBalance,875
388,20110415,UnitsBalance,88
417,20121214,UnitsBalance,391
416,20130330,UnitsBalance,438
557,20140101,UnitsBalance,409
345,20111116,UnitsBalance,85
366,20111223,UnitsBalance,88
173,20121228,UnitsBalance,52
125,20140208,UnitsBalance,875
231,20110421,UnitsBalance,4
433,20131202,UnitsBalance,378
283,20131013,UnitsBalance,438
3,20140629,UnitsBalance,700
546,20130131,UnitsBalance,483
544,20110111,UnitsBalance,438
267,20110320,UnitsBalance,438
340,20130525,UnitsBalance,87
239,20120529,UnitsBalance,391
98,20110813,UnitsBalance,875
563,20130417,UnitsBalance,88
296,20130706,UnitsBalance,478
248,20120222,UnitsBalance,438
103,20120419,UnitsBalance,875
8,20110427,UnitsBalance,438
12,20140413,UnitsBalance,875
580,20120212,UnitsBalance,88
299,20120429,UnitsBalance,421
61,20140508,UnitsBalance,875
97,20110428,UnitsBalance,875
26,20120923,UnitsBalance,875
136,20140422,UnitsBalance,875
285,20140413,UnitsBalance,449
381,20121031,UnitsBalance,86
548,20130606,UnitsBalance,378
506,20110211,UnitsBalance,438
447,20140104,UnitsBalance,4
307,20130704,UnitsBalance,377
310,20130707,UnitsBalance,91
287,20140326,UnitsBalance,392
237,20120415,UnitsBalance,4
51,20130302,UnitsBalance,875
54,20111009,UnitsBalance,875
120,20140504,UnitsBalance,875
224,20140107,UnitsBalance,4
56,20140602,UnitsBalance,875
287,20130403,UnitsBalance,465
420,20140413,UnitsBalance,380
396,20120723,UnitsBalance,414
187,20140308,UnitsBalance,438
42,20130123,UnitsBalance,875
92,20131113,UnitsBalance,875
276,20130722,UnitsBalance,408
227,20131008,UnitsBalance,4
484,20111223,UnitsBalance,4
512,20130318,UnitsBalance,454
199,20110224,UnitsBalance,700
409,20111114,UnitsBalance,438
245,20111023,UnitsBalance,438
245,20130726,UnitsBalance,390
398,20121011,UnitsBalance,438
98,20110212,UnitsBalance,875
316,20131026,UnitsBalance,86
70,20120503,UnitsBalance,875
330,20120902,UnitsBalance,85
284,20110504,UnitsBalance,438
90,20120711,UnitsBalance,875
396,20120622,UnitsBalance,417
285,20121127,UnitsBalance,449
36,20140307,UnitsBalance,700
549,20130926,UnitsBalance,431
117,20110816,UnitsBalance,875
549,20111115,UnitsBalance,438
376,20120915,UnitsBalance,88
217,20140623,UnitsBalance,4
302,20140214,UnitsBalance,438
423,20121116,UnitsBalance,386
268,20130209,UnitsBalance,438
383,20130510,UnitsBalance,90
480,20130225,UnitsBalance,-4
520,20110802,UnitsBalance,438
365,20140426,UnitsBalance,93
310,20120726,UnitsBalance,91
478,20120327,UnitsBalance,4
390,20140409,UnitsBalance,85
326,20110422,UnitsBalance,76
255,20130227,UnitsBalance,489
