ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
235,20110501,20110513,20110508,403,282,1,100,4,"SO44564",9,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
313,20110501,20110513,20110508,403,282,1,100,4,"SO44564",10,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
310,20110501,20110513,20110508,403,282,1,100,4,"SO44564",11,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
319,20110501,20110513,20110508,403,282,1,100,4,"SO44564",12,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
328,20110501,20110513,20110508,403,282,1,100,4,"SO44564",17,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
275,20110501,20110513,20110508,403,282,1,100,4,"SO44564",18,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
316,20110501,20110513,20110508,403,282,1,100,4,"SO44564",19,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
262,20110501,20110513,20110508,403,282,1,100,4,"SO44564",20,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
311,20110501,20110513,20110508,403,282,1,100,4,"SO44564",21,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
332,20110501,20110513,20110508,403,282,1,100,4,"SO44564",24,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
324,20110801,20110813,20110808,403,282,1,100,4,"SO45339",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
330,20110801,20110813,20110808,403,282,1,100,4,"SO45339",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
340,20110801,20110813,20110808,403,282,1,100,4,"SO45339",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
311,20110801,20110813,20110808,403,282,1,100,4,"SO45339",8,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
313,20110801,20110813,20110808,403,282,1,100,4,"SO45339",9,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
220,20110801,20110813,20110808,403,282,1,100,4,"SO45339",11,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
310,20110801,20110813,20110808,403,282,1,100,4,"SO45339",18,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"1F94-40D0-86","PO7656113434",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
285,20111029,20111110,20111105,403,282,1,100,4,"SO46101",1,1,1,178.5808,178.5808,0,0,176.1997,176.1997,178.5808,14.2865,4.4645,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
340,20111029,20111110,20111105,403,282,1,100,4,"SO46101",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
336,20111029,20111110,20111105,403,282,1,100,4,"SO46101",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
319,20111029,20111110,20111105,403,282,1,100,4,"SO46101",8,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
316,20111029,20111110,20111105,403,282,1,100,4,"SO46101",10,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
315,20111029,20111110,20111105,403,282,1,100,4,"SO46101",12,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
275,20111029,20111110,20111105,403,282,1,100,4,"SO46101",18,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
253,20111029,20111110,20111105,403,282,1,100,4,"SO46101",19,1,1,178.5808,178.5808,0,0,176.1997,176.1997,178.5808,14.2865,4.4645,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
334,20111029,20111110,20111105,403,282,1,100,4,"SO46101",20,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
328,20111029,20111110,20111105,403,282,1,100,4,"SO46101",21,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
338,20111029,20111110,20111105,403,282,1,100,4,"SO46101",22,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
264,20111029,20111110,20111105,403,282,1,100,4,"SO46101",23,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
310,20111029,20111110,20111105,403,282,1,100,4,"SO46101",25,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"FAFC-4F06-B2","PO7656119075",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
375,20120129,20120210,20120205,403,282,1,100,4,"SO47056",1,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
271,20120129,20120210,20120205,403,282,1,100,4,"SO47056",2,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
414,20120129,20120210,20120205,403,282,1,100,4,"SO47056",3,1,1,149.031,149.031,0,0,110.2829,110.2829,149.031,11.9225,3.7258,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
379,20120129,20120210,20120205,403,282,1,100,4,"SO47056",6,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
335,20120129,20120210,20120205,403,282,1,100,4,"SO47056",9,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
417,20120129,20120210,20120205,403,282,1,100,4,"SO47056",13,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
459,20120129,20120210,20120205,403,282,1,100,4,"SO47056",15,1,1,53.994,53.994,0,0,37.1209,37.1209,53.994,4.3195,1.3499,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
242,20120129,20120210,20120205,403,282,1,100,4,"SO47056",20,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
263,20120129,20120210,20120205,403,282,1,100,4,"SO47056",23,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
331,20120129,20120210,20120205,403,282,1,100,4,"SO47056",24,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
458,20120129,20120210,20120205,403,282,1,100,4,"SO47056",26,1,1,44.994,44.994,0,0,30.9334,30.9334,44.994,3.5995,1.1249,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
343,20120129,20120210,20120205,403,282,1,100,4,"SO47056",31,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
333,20120129,20120210,20120205,403,282,1,100,4,"SO47056",32,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
239,20120129,20120210,20120205,403,282,1,100,4,"SO47056",38,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
407,20120129,20120210,20120205,403,282,1,100,4,"SO47056",39,1,1,65.6018,65.6018,0,0,48.5453,48.5453,65.6018,5.2481,1.64,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
371,20120129,20120210,20120205,403,282,1,100,4,"SO47056",42,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
370,20120129,20120210,20120205,403,282,1,100,4,"SO47056",49,1,1,1466.01,1466.01,0,0,1518.7864,1518.7864,1466.01,117.2808,36.6503,"53BF-4950-9E","PO7656118289",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
371,20120430,20120512,20120507,403,282,1,100,4,"SO48080",15,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
435,20120430,20120512,20120507,403,282,1,100,4,"SO48080",24,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
373,20120430,20120512,20120507,403,282,1,100,4,"SO48080",26,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
271,20120430,20120512,20120507,403,282,1,100,4,"SO48080",27,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
341,20120430,20120512,20120507,403,282,1,100,4,"SO48080",30,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
456,20120430,20120512,20120507,403,282,1,100,4,"SO48080",34,1,1,44.994,44.994,0,0,30.9334,30.9334,44.994,3.5995,1.1249,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
415,20120430,20120512,20120507,403,282,1,100,4,"SO48080",35,1,1,198.036,198.036,0,0,146.5466,146.5466,198.036,15.8429,4.9509,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
414,20120430,20120512,20120507,403,282,1,100,4,"SO48080",37,1,1,149.031,149.031,0,0,110.2829,110.2829,149.031,11.9225,3.7258,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
321,20120430,20120512,20120507,403,282,1,100,4,"SO48080",40,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
343,20120430,20120512,20120507,403,282,1,100,4,"SO48080",44,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"4DC7-4772-87","PO7656157590",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
333,20120731,20120812,20120807,403,282,1,100,4,"SO49160",5,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
325,20120731,20120812,20120807,403,282,1,100,4,"SO49160",7,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
368,20120731,20120812,20120807,403,282,1,100,4,"SO49160",16,1,1,1466.01,1466.01,0,0,1518.7864,1518.7864,1466.01,117.2808,36.6503,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
329,20120731,20120812,20120807,403,282,1,100,4,"SO49160",20,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
387,20120731,20120812,20120807,403,282,1,100,4,"SO49160",21,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
433,20120731,20120812,20120807,403,282,1,100,4,"SO49160",25,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
385,20120731,20120812,20120807,403,282,1,100,4,"SO49160",27,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
381,20120731,20120812,20120807,403,282,1,100,4,"SO49160",29,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
343,20120731,20120812,20120807,403,282,1,100,4,"SO49160",31,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
422,20120731,20120812,20120807,403,282,1,100,4,"SO49160",33,1,1,67.539,67.539,0,0,49.9789,49.9789,67.539,5.4031,1.6885,"60E2-486C-AE","PO7656113690",2012-07-31 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000
331,20121028,20121109,20121104,403,282,1,100,4,"SO50313",18,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"B452-44E9-91","PO7656143984",2012-10-28 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000
373,20121028,20121109,20121104,403,282,1,100,4,"SO50313",26,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"B452-44E9-91","PO7656143984",2012-10-28 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000
273,20121028,20121109,20121104,403,282,1,100,4,"SO50313",30,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"B452-44E9-91","PO7656143984",2012-10-28 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000
333,20121028,20121109,20121104,403,282,1,100,4,"SO50313",35,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"B452-44E9-91","PO7656143984",2012-10-28 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000
435,20121028,20121109,20121104,403,282,1,100,4,"SO50313",37,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"B452-44E9-91","PO7656143984",2012-10-28 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000
347,20110129,20110210,20110205,312,282,1,100,4,"SO43897",13,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"128F-4FD9-A4","PO3799116239",2011-01-29 00:00:00.000,2011-02-10 00:00:00.000,2011-02-05 00:00:00.000
219,20110501,20110513,20110508,312,282,1,100,4,"SO44544",2,1,1,5.7,5.7,0,0,3.3963,3.3963,5.7,0.456,0.1425,"E01E-42FD-93","PO3799116414",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
296,20110501,20110513,20110508,312,282,1,100,4,"SO44544",4,1,1,714.7043,714.7043,0,0,617.0281,617.0281,714.7043,57.1763,17.8676,"E01E-42FD-93","PO3799116414",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
212,20110501,20110513,20110508,312,282,1,100,4,"SO44544",6,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"E01E-42FD-93","PO3799116414",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
229,20110501,20110513,20110508,312,282,1,100,4,"SO44544",11,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"E01E-42FD-93","PO3799116414",2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000
351,20110801,20110813,20110808,312,282,1,100,4,"SO45321",2,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"C4E4-4F04-B1","PO3799119166",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
296,20111029,20111110,20111105,312,282,1,100,4,"SO46082",6,1,1,714.7043,714.7043,0,0,617.0281,617.0281,714.7043,57.1763,17.8676,"E8B4-45CF-8C","PO3799169418",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
307,20111029,20111110,20111105,312,282,1,100,4,"SO46082",11,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"E8B4-45CF-8C","PO3799169418",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
224,20120129,20120210,20120205,312,282,1,100,4,"SO47028",12,1,1,5.1865,5.1865,0,0,5.2297,5.2297,5.1865,0.4149,0.1297,"8DA0-456D-8F","PO3799132728",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
297,20120129,20120210,20120205,312,282,1,100,4,"SO47028",17,1,1,736.1455,736.1455,0,0,653.6971,653.6971,736.1455,58.8916,18.4036,"8DA0-456D-8F","PO3799132728",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
460,20120129,20120210,20120205,312,282,1,100,4,"SO47028",38,1,1,53.994,53.994,0,0,37.1209,37.1209,53.994,4.3195,1.3499,"8DA0-456D-8F","PO3799132728",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
399,20120129,20120210,20120205,312,282,1,100,4,"SO47028",39,1,1,33.7745,33.7745,0,0,24.9932,24.9932,33.7745,2.702,0.8444,"8DA0-456D-8F","PO3799132728",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
419,20120430,20120512,20120507,312,282,1,100,4,"SO48049",8,1,1,52.647,52.647,0,0,38.9588,38.9588,52.647,4.2118,1.3162,"C09A-49F5-80","PO3799136256",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
356,20120430,20120512,20120507,312,282,1,100,4,"SO48049",14,1,1,1242.8518,1242.8518,0,0,1117.8559,1117.8559,1242.8518,99.4281,31.0713,"C09A-49F5-80","PO3799136256",2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000
