season,match_key,match_date,team,innings,overs_played,runs_made,allocated_overs,rr,date_abr
"2008","20080530RR",2008-05-30 00:00:00.000,"Rajasthan Royals",1,19.6,192,20,9.6,"30 May 2008"
"2008","20080531CSK",2008-05-31 00:00:00.000,"Kings XI Punjab",1,19.6,112,20,5.6,"31 May 2008"
"2008","20080601RR",2008-06-01 00:00:00.000,"Chennai Super Kings",1,19.6,163,20,8.15,"1 Jun 2008"
"2009","20090418MI",2009-04-18 00:00:00.000,"Mumbai Indians",1,19.6,165,20,8.25,"18 Apr 2009"
"2009","20090422DC",2009-04-22 00:00:00.000,"Deccan Chargers",1,19.6,184,20,9.2,"22 Apr 2009"
"2009","20090423",2009-04-23 00:00:00.000,"Rajasthan Royals",1,19.6,150,20,7.5,"23 Apr 2009"
"2009","20090423DD",2009-04-23 00:00:00.000,"Delhi Daredevils",1,19.6,189,20,9.45,"23 Apr 2009"
"2009","20090424KXP",2009-04-24 00:00:00.000,"Royal Challengers Bangalore",1,19.6,168,20,8.4,"24 Apr 2009"
"2009","20090425DC",2009-04-25 00:00:00.000,"Deccan Chargers",1,19.6,168,20,8.4,"25 Apr 2009"
"2009","20090427MI",2009-04-27 00:00:00.000,"Mumbai Indians",1,19.6,187,20,9.35,"27 Apr 2009"
"2009","20090428RR",2009-04-28 00:00:00.000,"Delhi Daredevils",1,19.6,143,20,7.15,"28 Apr 2009"
"2009","20090429KXP",2009-04-29 00:00:00.000,"Kings XI Punjab",1,19.6,119,20,5.95,"29 Apr 2009"
"2009","20090429RCB",2009-04-29 00:00:00.000,"Kolkata Knight Riders",1,19.6,139,20,6.95,"29 Apr 2009"
"2009","20090430CSK",2009-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"30 Apr 2009"
"2009","20090430DD",2009-04-30 00:00:00.000,"Deccan Chargers",1,19.6,148,20,7.4,"30 Apr 2009"
"2009","20090501MI",2009-05-01 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4,"1 May 2009"
"2009","20090502CSK",2009-05-02 00:00:00.000,"Chennai Super Kings",1,19.6,163,20,8.15,"2 May 2009"
"2009","20090502RR",2009-05-02 00:00:00.000,"Deccan Chargers",1,19.6,141,20,7.05,"2 May 2009"
"2009","20090503KXP",2009-05-03 00:00:00.000,"Kolkata Knight Riders",1,19.6,153,20,7.65,"3 May 2009"
"2009","20090505DD",2009-05-05 00:00:00.000,"Kolkata Knight Riders",1,19.6,154,20,7.7,"5 May 2009"
"2009","20090505RR",2009-05-05 00:00:00.000,"Rajasthan Royals",1,19.6,211,20,10.55,"5 May 2009"
"2009","20090506DC",2009-05-06 00:00:00.000,"Deccan Chargers",1,19.6,145,20,7.25,"6 May 2009"
"2009","20090507RR",2009-05-07 00:00:00.000,"Royal Challengers Bangalore",1,19.6,105,20,5.25,"7 May 2009"
"2009","20090508DD",2009-05-08 00:00:00.000,"Mumbai Indians",1,19.6,116,20,5.8,"8 May 2009"
"2009","20090510DD",2009-05-10 00:00:00.000,"Kolkata Knight Riders",1,19.6,123,20,6.15,"10 May 2009"
"2009","20090511DC",2009-05-11 00:00:00.000,"Deccan Chargers",1,19.6,166,20,8.3,"11 May 2009"
"2009","20090514RR",2009-05-14 00:00:00.000,"Rajasthan Royals",1,19.6,145,20,7.25,"14 May 2009"
"2009","20090515KXP",2009-05-15 00:00:00.000,"Delhi Daredevils",1,19.6,120,20,6,"15 May 2009"
"2009","20090516CSK",2009-05-16 00:00:00.000,"Mumbai Indians",1,19.6,147,20,7.35,"16 May 2009"
"2009","20090516DC",2009-05-16 00:00:00.000,"Kolkata Knight Riders",1,19.6,160,20,8,"16 May 2009"
"2009","20090517DD",2009-05-17 00:00:00.000,"Delhi Daredevils",1,19.6,150,20,7.5,"17 May 2009"
"2009","20090519RCB",2009-05-19 00:00:00.000,"Delhi Daredevils",1,19.6,134,20,6.7,"19 May 2009"
"2009","20090520CSK",2009-05-20 00:00:00.000,"Chennai Super Kings",1,19.6,116,20,5.8,"20 May 2009"
"2009","20090520KKR",2009-05-20 00:00:00.000,"Rajasthan Royals",1,19.6,101,20,5.05,"20 May 2009"
"2009","20090521RCB",2009-05-21 00:00:00.000,"Royal Challengers Bangalore",1,19.6,170,20,8.5,"21 May 2009"
"2009","20090523RCB",2009-05-23 00:00:00.000,"Chennai Super Kings",1,19.6,146,20,7.3,"23 May 2009"
"2009","20090524DC",2009-05-24 00:00:00.000,"Deccan Chargers",1,19.6,143,20,7.15,"24 May 2009"
"2010","20100312KKR",2010-03-12 00:00:00.000,"Kolkata Knight Riders",1,19.6,161,20,8.05,"12 Mar 2010"
"2010","20100313DD",2010-03-13 00:00:00.000,"Kings XI Punjab",1,19.6,142,20,7.1,"13 Mar 2010"
"2010","20100313MI",2010-03-13 00:00:00.000,"Mumbai Indians",1,19.6,212,20,10.6,"13 Mar 2010"
"2010","20100314KKR",2010-03-14 00:00:00.000,"Royal Challengers Bangalore",1,19.6,135,20,6.75,"14 Mar 2010"
"2010","20100316CSK",2010-03-16 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"16 Mar 2010"
"2010","20100317MI",2010-03-17 00:00:00.000,"Mumbai Indians",1,19.6,218,20,10.9,"17 Mar 2010"
"2010","20100319CSK",2010-03-19 00:00:00.000,"Delhi Daredevils",1,19.6,185,20,9.25,"19 Mar 2010"
"2010","20100319DC",2010-03-19 00:00:00.000,"Deccan Chargers",1,19.6,170,20,8.5,"19 Mar 2010"
"2010","20100320RCB",2010-03-20 00:00:00.000,"Mumbai Indians",1,19.6,151,20,7.55,"20 Mar 2010"
"2010","20100320RR",2010-03-20 00:00:00.000,"Rajasthan Royals",1,19.6,168,20,8.4,"20 Mar 2010"
"2010","20100321DC",2010-03-21 00:00:00.000,"Deccan Chargers",1,19.6,171,20,8.55,"21 Mar 2010"
"2010","20100322MI",2010-03-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,155,20,7.75,"22 Mar 2010"
"2010","20100323RCB",2010-03-23 00:00:00.000,"Royal Challengers Bangalore",1,19.6,171,20,8.55,"23 Mar 2010"
"2010","20100324RR",2010-03-24 00:00:00.000,"Rajasthan Royals",1,19.6,183,20,9.15,"24 Mar 2010"
"2010","20100325DD",2010-03-25 00:00:00.000,"Delhi Daredevils",1,19.6,183,20,9.15,"25 Mar 2010"
"2010","20100326RR",2010-03-26 00:00:00.000,"Deccan Chargers",1,19.6,148,20,7.4,"26 Mar 2010"
"2010","20100327KKR",2010-03-27 00:00:00.000,"Kolkata Knight Riders",1,19.6,183,20,9.15,"27 Mar 2010"
"2010","20100328RR",2010-03-28 00:00:00.000,"Rajasthan Royals",1,19.6,177,20,8.85,"28 Mar 2010"
"2010","20100329DD",2010-03-29 00:00:00.000,"Delhi Daredevils",1,19.6,177,20,8.85,"29 Mar 2010"
"2010","20100331CSK",2010-03-31 00:00:00.000,"Royal Challengers Bangalore",1,19.6,161,20,8.05,"31 Mar 2010"
"2010","20100331DD",2010-03-31 00:00:00.000,"Delhi Daredevils",1,19.6,188,20,9.4,"31 Mar 2010"
"2010","20100401KKR",2010-04-01 00:00:00.000,"Kolkata Knight Riders",1,19.6,181,20,9.05,"1 Apr 2010"
"2010","20100403MI",2010-04-03 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9,"3 Apr 2010"
"2010","20100404DD",2010-04-04 00:00:00.000,"Delhi Daredevils",1,19.6,184,20,9.2,"4 Apr 2010"
"2010","20100406CSK",2010-04-06 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25,"6 Apr 2010"
"2010","20100407KKR",2010-04-07 00:00:00.000,"Kolkata Knight Riders",1,19.6,181,20,9.05,"7 Apr 2010"
"2010","20100407RR",2010-04-07 00:00:00.000,"Kings XI Punjab",1,19.6,153,20,7.65,"7 Apr 2010"
"2010","20100408DC",2010-04-08 00:00:00.000,"Royal Challengers Bangalore",1,19.6,184,20,9.2,"8 Apr 2010"
"2010","20100410DC",2010-04-10 00:00:00.000,"Chennai Super Kings",1,19.6,138,20,6.9,"10 Apr 2010"
"2010","20100411MI",2010-04-11 00:00:00.000,"Mumbai Indians",1,19.6,174,20,8.7,"11 Apr 2010"
"2010","20100412DC",2010-04-12 00:00:00.000,"Deccan Chargers",1,19.6,151,20,7.55,"12 Apr 2010"
"2010","20100413MI",2010-04-13 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"13 Apr 2010"
"2010","20100414RCB",2010-04-14 00:00:00.000,"Rajasthan Royals",1,19.6,130,20,6.5,"14 Apr 2010"
"2010","20100415DD",2010-04-15 00:00:00.000,"Chennai Super Kings",1,19.6,112,20,5.6,"15 Apr 2010"
"2010","20100416DC",2010-04-16 00:00:00.000,"Kings XI Punjab",1,19.6,174,20,8.7,"16 Apr 2010"
"2010","20100417KKR",2010-04-17 00:00:00.000,"Rajasthan Royals",1,19.6,132,20,6.6,"17 Apr 2010"
"2010","20100417MI",2010-04-17 00:00:00.000,"Mumbai Indians",1,19.6,191,20,9.55,"17 Apr 2010"
"2010","20100418CSK",2010-04-18 00:00:00.000,"Kings XI Punjab",1,19.6,192,20,9.6,"18 Apr 2010"
"2010","20100418DC",2010-04-18 00:00:00.000,"Deccan Chargers",1,19.6,145,20,7.25,"18 Apr 2010"
"2010","20100419KKR",2010-04-19 00:00:00.000,"Mumbai Indians",1,19.6,133,20,6.65,"19 Apr 2010"
"2010","20100422CSK",2010-04-22 00:00:00.000,"Chennai Super Kings",1,19.6,142,20,7.1,"22 Apr 2010"
"2011","20110408CSK",2011-04-08 00:00:00.000,"Chennai Super Kings",1,19.6,153,20,7.65,"8 Apr 2011"
"2011","20110409RCB",2011-04-09 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,161,20,8.05,"9 Apr 2011"
"2011","20110409RR",2011-04-09 00:00:00.000,"Deccan Chargers",1,19.6,137,20,6.85,"9 Apr 2011"
"2011","20110410PW",2011-04-10 00:00:00.000,"Kings XI Punjab",1,19.6,112,20,5.6,"10 Apr 2011"
"2011","20110411KKR",2011-04-11 00:00:00.000,"Kolkata Knight Riders",1,19.6,163,20,8.15,"11 Apr 2011"
"2011","20110413KXP",2011-04-13 00:00:00.000,"Chennai Super Kings",1,19.6,188,20,9.4,"13 Apr 2011"
"2011","20110414DC",2011-04-14 00:00:00.000,"Deccan Chargers",1,19.6,175,20,8.75,"14 Apr 2011"
"2011","20110415KTK",2011-04-15 00:00:00.000,"Mumbai Indians",1,19.6,182,20,9.1,"15 Apr 2011"
"2011","20110416CSK",2011-04-16 00:00:00.000,"Chennai Super Kings",1,19.6,183,20,9.15,"16 Apr 2011"
"2011","20110416KXP",2011-04-16 00:00:00.000,"Deccan Chargers",1,19.6,165,20,8.25,"16 Apr 2011"
"2011","20110419DC",2011-04-19 00:00:00.000,"Deccan Chargers",1,19.6,168,20,8.4,"19 Apr 2011"
"2011","20110420KTK",2011-04-20 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,132,20,6.6,"20 Apr 2011"
"2011","20110421KXP",2011-04-21 00:00:00.000,"Kings XI Punjab",1,19.6,195,20,9.75,"21 Apr 2011"
"2011","20110424MI",2011-04-24 00:00:00.000,"Mumbai Indians",1,19.6,172,20,8.6,"24 Apr 2011"
"2011","20110424RR",2011-04-24 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,109,20,5.45,"24 Apr 2011"
"2011","20110425CSK",2011-04-25 00:00:00.000,"Chennai Super Kings",1,19.6,142,20,7.1,"25 Apr 2011"
"2011","20110427CSK",2011-04-27 00:00:00.000,"Pune Warriors",1,19.6,141,20,7.05,"27 Apr 2011"
"2011","20110427DC",2011-04-27 00:00:00.000,"Deccan Chargers",1,19.6,129,20,6.45,"27 Apr 2011"
"2011","20110428KKR",2011-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,148,20,7.4,"28 Apr 2011"
"2011","20110429RCB",2011-04-29 00:00:00.000,"Royal Challengers Bangalore",1,19.6,181,20,9.05,"29 Apr 2011"
"2011","20110429RR",2011-04-29 00:00:00.000,"Mumbai Indians",1,19.6,94,20,4.7,"29 Apr 2011"
"2011","20110430DD",2011-04-30 00:00:00.000,"Delhi Daredevils",1,19.6,157,20,7.85,"30 Apr 2011"
"2011","20110430KKR",2011-04-30 00:00:00.000,"Kings XI Punjab",1,19.6,119,20,5.95,"30 Apr 2011"
"2011","20110501CSK",2011-05-01 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25,"1 May 2011"
"2011","20110501RR",2011-05-01 00:00:00.000,"Pune Warriors",1,19.6,143,20,7.15,"1 May 2011"
"2011","20110502KTK",2011-05-02 00:00:00.000,"Delhi Daredevils",1,19.6,140,20,7,"2 May 2011"
"2011","20110502MI",2011-05-02 00:00:00.000,"Mumbai Indians",1,19.6,159,20,7.95,"2 May 2011"
"2011","20110503KKR",2011-05-03 00:00:00.000,"Kolkata Knight Riders",1,19.6,169,20,8.45,"3 May 2011"
"2011","20110504CSK",2011-05-04 00:00:00.000,"Rajasthan Royals",1,19.6,147,20,7.35,"4 May 2011"
"2011","20110504MI",2011-05-04 00:00:00.000,"Mumbai Indians",1,19.6,160,20,8,"4 May 2011"
"2011","20110505DD",2011-05-05 00:00:00.000,"Deccan Chargers",1,19.6,175,20,8.75,"5 May 2011"
"2011","20110505KTK",2011-05-05 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,156,20,7.8,"5 May 2011"
"2011","20110506RCB",2011-05-06 00:00:00.000,"Royal Challengers Bangalore",1,19.6,205,20,10.25,"6 May 2011"
"2011","20110507KKR",2011-05-07 00:00:00.000,"Chennai Super Kings",1,19.6,114,20,5.7,"7 May 2011"
"2011","20110507MI",2011-05-07 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9,"7 May 2011"
"2011","20110508PW",2011-05-08 00:00:00.000,"Kings XI Punjab",1,19.6,119,20,5.95,"8 May 2011"
"2011","20110508RCB",2011-05-08 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,125,20,6.25,"8 May 2011"
"2011","20110510KXP",2011-05-10 00:00:00.000,"Kings XI Punjab",1,19.6,163,20,8.15,"10 May 2011"
"2011","20110510PW",2011-05-10 00:00:00.000,"Deccan Chargers",1,19.6,136,20,6.8,"10 May 2011"
"2011","20110511RCB",2011-05-11 00:00:00.000,"Rajasthan Royals",1,19.6,146,20,7.3,"11 May 2011"
"2011","20110512CSK",2011-05-12 00:00:00.000,"Chennai Super Kings",1,19.6,176,20,8.8,"12 May 2011"
"2011","20110513KXP",2011-05-13 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,178,20,8.9,"13 May 2011"
"2011","20110514DC",2011-05-14 00:00:00.000,"Deccan Chargers",1,19.6,135,20,6.75,"14 May 2011"
"2011","20110515KXP",2011-05-15 00:00:00.000,"Kings XI Punjab",1,19.6,170,20,8.5,"15 May 2011"
"2011","20110516DC",2011-05-16 00:00:00.000,"Pune Warriors",1,19.6,136,20,6.8,"16 May 2011"
"2011","20110517KXP",2011-05-17 00:00:00.000,"Kings XI Punjab",1,19.6,232,20,11.6,"17 May 2011"
"2011","20110518CSK",2011-05-18 00:00:00.000,"Chennai Super Kings",1,19.6,152,20,7.6,"18 May 2011"
"2011","20110520RR",2011-05-20 00:00:00.000,"Mumbai Indians",1,19.6,133,20,6.65,"20 May 2011"
"2011","20110521DC",2011-05-21 00:00:00.000,"Deccan Chargers",1,19.6,198,20,9.9,"21 May 2011"
"2011","20110522MI",2011-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,175,20,8.75,"22 May 2011"
"2011","20110522RCB",2011-05-22 00:00:00.000,"Chennai Super Kings",1,19.6,128,20,6.4,"22 May 2011"
"2011","20110524CSK",2011-05-24 00:00:00.000,"Royal Challengers Bangalore",1,19.6,175,20,8.75,"24 May 2011"
"2011","20110525MI",2011-05-25 00:00:00.000,"Kolkata Knight Riders",1,19.6,147,20,7.35,"25 May 2011"
"2011","20110527RCB",2011-05-27 00:00:00.000,"Royal Challengers Bangalore",1,19.6,185,20,9.25,"27 May 2011"
"2011","20110528CSK",2011-05-28 00:00:00.000,"Chennai Super Kings",1,19.6,205,20,10.25,"28 May 2011"
"2012","20120406PW",2012-04-06 00:00:00.000,"Pune Warriors",1,19.6,129,20,6.45,"6 Apr 2012"
"2012","20120406RR",2012-04-06 00:00:00.000,"Rajasthan Royals",1,19.6,191,20,9.55,"6 Apr 2012"
"2012","20120407RCB",2012-04-07 00:00:00.000,"Royal Challengers Bangalore",1,19.6,157,20,7.85,"7 Apr 2012"
"2012","20120408PW",2012-04-08 00:00:00.000,"Pune Warriors",1,19.6,166,20,8.3,"8 Apr 2012"
"2012","20120408RR",2012-04-08 00:00:00.000,"Rajasthan Royals",1,19.6,164,20,8.2,"8 Apr 2012"
"2012","20120410DD",2012-04-10 00:00:00.000,"Chennai Super Kings",1,19.6,110,20,5.5,"10 Apr 2012"
"2012","20120410KKR",2012-04-10 00:00:00.000,"Kolkata Knight Riders",1,19.6,165,20,8.25,"10 Apr 2012"
"2012","20120411MI",2012-04-11 00:00:00.000,"Mumbai Indians",1,19.6,197,20,9.85,"11 Apr 2012"
"2012","20120412CSK",2012-04-12 00:00:00.000,"Royal Challengers Bangalore",1,19.6,205,20,10.25,"12 Apr 2012"
"2012","20120414PW",2012-04-14 00:00:00.000,"Chennai Super Kings",1,19.6,155,20,7.75,"14 Apr 2012"
"2012","20120415KXP",2012-04-15 00:00:00.000,"Kings XI Punjab",1,19.6,134,20,6.7,"15 Apr 2012"
"2012","20120415RR",2012-04-15 00:00:00.000,"Rajasthan Royals",1,19.6,195,20,9.75,"15 Apr 2012"
"2012","20120417RCB",2012-04-17 00:00:00.000,"Pune Warriors",1,19.6,182,20,9.1,"17 Apr 2012"
"2012","20120417RR",2012-04-17 00:00:00.000,"Deccan Chargers",1,19.6,196,20,9.8,"17 Apr 2012"
"2012","20120418KKR",2012-04-18 00:00:00.000,"Kings XI Punjab",1,19.6,124,20,6.2,"18 Apr 2012"
"2012","20120419CSK",2012-04-19 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"19 Apr 2012"
"2012","20120419DD",2012-04-19 00:00:00.000,"Deccan Chargers",1,19.6,157,20,7.85,"19 Apr 2012"
"2012","20120420RCB",2012-04-20 00:00:00.000,"Kings XI Punjab",1,19.6,163,20,8.15,"20 Apr 2012"
"2012","20120421CSK",2012-04-21 00:00:00.000,"Rajasthan Royals",1,19.6,146,20,7.3,"21 Apr 2012"
"2012","20120421PW",2012-04-21 00:00:00.000,"Pune Warriors",1,19.6,192,20,9.6,"21 Apr 2012"
"2012","20120422KKR",2012-04-22 00:00:00.000,"Deccan Chargers",1,19.6,126,20,6.3,"22 Apr 2012"
"2012","20120424DD",2012-04-24 00:00:00.000,"Pune Warriors",1,19.6,146,20,7.3,"24 Apr 2012"
"2012","20120425MI",2012-04-25 00:00:00.000,"Kings XI Punjab",1,19.6,168,20,8.4,"25 Apr 2012"
"2012","20120426DC",2012-04-26 00:00:00.000,"Deccan Chargers",1,19.6,177,20,8.85,"26 Apr 2012"
"2012","20120427DD",2012-04-27 00:00:00.000,"Delhi Daredevils",1,19.6,207,20,10.35,"27 Apr 2012"
"2012","20120428KKR",2012-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,190,20,9.5,"28 Apr 2012"
"2012","20120428KXP",2012-04-28 00:00:00.000,"Kings XI Punjab",1,19.6,156,20,7.8,"28 Apr 2012"
"2012","20120429DD",2012-04-29 00:00:00.000,"Delhi Daredevils",1,19.6,152,20,7.6,"29 Apr 2012"
"2012","20120430KKR",2012-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,139,20,6.95,"30 Apr 2012"
"2012","20120501DC",2012-05-01 00:00:00.000,"Deccan Chargers",1,19.6,186,20,9.3,"1 May 2012"
"2012","20120501DD",2012-05-01 00:00:00.000,"Rajasthan Royals",1,19.6,141,20,7.05,"1 May 2012"
"2012","20120503MI",2012-05-03 00:00:00.000,"Mumbai Indians",1,19.6,120,20,6,"3 May 2012"
"2012","20120504CSK",2012-05-04 00:00:00.000,"Chennai Super Kings",1,19.6,160,20,8,"4 May 2012"
"2012","20120505KKR",2012-05-05 00:00:00.000,"Kolkata Knight Riders",1,19.6,150,20,7.5,"5 May 2012"
"2012","20120505RR",2012-05-05 00:00:00.000,"Rajasthan Royals",1,19.6,177,20,8.85,"5 May 2012"
"2012","20120506MI",2012-05-06 00:00:00.000,"Chennai Super Kings",1,19.6,173,20,8.65,"6 May 2012"
"2012","20120508KXP",2012-05-08 00:00:00.000,"Kings XI Punjab",1,19.6,170,20,8.5,"8 May 2012"
"2012","20120508RR",2012-05-08 00:00:00.000,"Pune Warriors",1,19.6,125,20,6.25,"8 May 2012"
"2012","20120509RCB",2012-05-09 00:00:00.000,"Mumbai Indians",1,19.6,141,20,7.05,"9 May 2012"
"2012","20120510CSK",2012-05-10 00:00:00.000,"Rajasthan Royals",1,19.6,126,20,6.3,"10 May 2012"
"2012","20120510DD",2012-05-10 00:00:00.000,"Deccan Chargers",1,19.6,187,20,9.35,"10 May 2012"
"2012","20120511RCB",2012-05-11 00:00:00.000,"Royal Challengers Bangalore",1,19.6,173,20,8.65,"11 May 2012"
"2012","20120512CSK",2012-05-12 00:00:00.000,"Delhi Daredevils",1,19.6,114,20,5.7,"12 May 2012"
"2012","20120512MI",2012-05-12 00:00:00.000,"Mumbai Indians",1,19.6,182,20,9.1,"12 May 2012"
"2012","20120513KXP",2012-05-13 00:00:00.000,"Deccan Chargers",1,19.6,190,20,9.5,"13 May 2012"
"2012","20120513RR",2012-05-13 00:00:00.000,"Rajasthan Royals",1,19.6,170,20,8.5,"13 May 2012"
"2012","20120514CSK",2012-05-14 00:00:00.000,"Kolkata Knight Riders",1,19.6,158,20,7.9,"14 May 2012"
"2012","20120514MI",2012-05-14 00:00:00.000,"Royal Challengers Bangalore",1,19.6,171,20,8.55,"14 May 2012"
"2012","20120515DD",2012-05-15 00:00:00.000,"Kings XI Punjab",1,19.6,136,20,6.8,"15 May 2012"
"2012","20120516KKR",2012-05-16 00:00:00.000,"Kolkata Knight Riders",1,19.6,140,20,7,"16 May 2012"
"2012","20120517KXP",2012-05-17 00:00:00.000,"Chennai Super Kings",1,19.6,120,20,6,"17 May 2012"
"2012","20120517RCB",2012-05-17 00:00:00.000,"Royal Challengers Bangalore",1,19.6,215,20,10.75,"17 May 2012"
"2012","20120518DC",2012-05-18 00:00:00.000,"Rajasthan Royals",1,19.6,126,20,6.3,"18 May 2012"
"2012","20120519DD",2012-05-19 00:00:00.000,"Kings XI Punjab",1,19.6,141,20,7.05,"19 May 2012"
"2012","20120520MI",2012-05-20 00:00:00.000,"Rajasthan Royals",1,19.6,162,20,8.1,"20 May 2012"
"2012","20120522KKR",2012-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,162,20,8.1,"22 May 2012"
"2012","20120525CSK",2012-05-25 00:00:00.000,"Chennai Super Kings",1,19.6,222,20,11.1,"25 May 2012"
"2013","20130403KKR",2013-04-03 00:00:00.000,"Delhi Daredevils",1,19.6,128,20,6.4,"3 Apr 2013"
"2013","20130404RCB",2013-04-04 00:00:00.000,"Royal Challengers Bangalore",1,19.6,156,20,7.8,"4 Apr 2013"
"2013","20130405SH",2013-04-05 00:00:00.000,"Sunrisers Hyderabad",1,19.6,126,20,6.3,"5 Apr 2013"
"2013","20130406MI",2013-04-06 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4,"6 Apr 2013"
"2013","20130406RR",2013-04-06 00:00:00.000,"Rajasthan Royals",1,19.6,165,20,8.25,"6 Apr 2013"
