QuoteName,Date,Open,High,Low,Close,Adj Close,Volume
"KBWD",2020-05-08 00:00:00.000,12.32,12.43,12.25,12.37,11.3398,90200
"KBWD",2020-05-11 00:00:00.000,12.19,12.29,12.06,12.16,11.1473,132400
"KBWD",2020-05-12 00:00:00.000,12.26,12.3,11.82,11.84,10.854,159200
"KBWD",2020-05-13 00:00:00.000,11.77,11.77,11,11.26,10.3223,261000
"KBWD",2020-05-14 00:00:00.000,11.01,11.65,10.77,11.65,10.6798,243100
"KBWD",2020-05-15 00:00:00.000,11.63,11.71,11.47,11.59,10.6248,145000
"KBWD",2020-05-18 00:00:00.000,11.83,12.19,11.8,12.12,11.2337,147000
"KBWD",2020-05-19 00:00:00.000,12.14,12.32,11.93,11.97,11.0947,112900
"KBWD",2020-05-20 00:00:00.000,12.16,12.42,12.16,12.37,11.4654,108200
"KBWD",2020-05-21 00:00:00.000,12.42,12.56,12.31,12.48,11.5674,88200
"KBWD",2020-05-22 00:00:00.000,12.46,12.53,12.31,12.52,11.6045,64300
"KBWD",2020-05-26 00:00:00.000,12.92,13.22,12.92,13.11,12.1513,237900
"KBWD",2020-05-27 00:00:00.000,13.49,13.59,13.11,13.59,12.5962,205900
"KBWD",2020-05-28 00:00:00.000,13.68,13.68,13.14,13.2,12.2348,172100
"KBWD",2020-05-29 00:00:00.000,13.16,13.18,12.89,13,12.0494,127000
"KBWD",2020-06-01 00:00:00.000,13.05,13.41,12.99,13.3,12.3274,117600
"KBWD",2020-06-02 00:00:00.000,13.39,13.49,13.27,13.33,12.3552,138800
"KBWD",2020-06-03 00:00:00.000,13.58,13.99,13.56,13.92,12.9021,190600
"KBWD",2020-06-04 00:00:00.000,13.91,14.33,13.73,14.31,13.2636,117500
"KBWD",2020-06-05 00:00:00.000,15.1,15.52,14.76,14.82,13.7363,713200
"KBWD",2020-06-08 00:00:00.000,15.35,15.83,15.3,15.83,14.6724,411000
"KBWD",2020-06-09 00:00:00.000,15.69,15.69,15.19,15.34,14.2183,510700
"KBWD",2020-06-10 00:00:00.000,15.39,15.39,14.35,14.64,13.5695,194300
"KBWD",2020-06-11 00:00:00.000,13.86,14.09,13.43,13.55,12.5592,311700
"KBWD",2020-06-12 00:00:00.000,14.19,14.36,13.66,14.21,13.1709,141400
"KBWD",2020-06-15 00:00:00.000,13.71,14.49,13.68,14.38,13.3285,139300
"KBWD",2020-06-16 00:00:00.000,14.92,14.98,14.3,14.6,13.5324,233100
"KBWD",2020-06-17 00:00:00.000,14.67,14.67,14.27,14.29,13.245,250500
"KBWD",2020-06-18 00:00:00.000,14.2,14.43,14.08,14.26,13.2172,93100
"KBWD",2020-06-19 00:00:00.000,14.4,14.44,13.89,14.01,12.9855,148800
"KBWD",2020-06-22 00:00:00.000,13.83,13.94,13.56,13.91,13.0061,218500
"KBWD",2020-06-23 00:00:00.000,14.06,14.06,13.79,13.83,12.9313,194100
"KBWD",2020-06-24 00:00:00.000,13.62,13.62,13.02,13.31,12.4451,301600
"KBWD",2020-06-25 00:00:00.000,13.15,13.61,13,13.57,12.6882,218800
"KBWD",2020-06-26 00:00:00.000,13.44,13.44,13.05,13.13,12.2768,153900
"KBWD",2020-06-29 00:00:00.000,13.18,13.53,13.01,13.37,12.5012,110100
"KBWD",2020-06-30 00:00:00.000,13.38,13.59,13.33,13.57,12.6882,124100
"KBWD",2020-07-01 00:00:00.000,13.59,13.73,13.3,13.31,12.4451,63700
"KBWD",2020-07-02 00:00:00.000,13.56,13.64,13.19,13.24,12.3796,108000
"KBWD",2020-07-06 00:00:00.000,13.43,13.57,13.18,13.31,12.4451,164100
"KBWD",2020-07-07 00:00:00.000,13.16,13.23,12.91,12.93,12.0898,215900
"KBWD",2020-07-08 00:00:00.000,12.96,13.17,12.87,13.09,12.2394,119600
"KBWD",2020-07-09 00:00:00.000,13.1,13.1,12.57,12.64,11.8186,253000
"KBWD",2020-07-10 00:00:00.000,12.65,13.04,12.57,13.04,12.1926,189900
"KBWD",2020-07-13 00:00:00.000,13.09,13.22,12.91,13,12.1552,150700
"KBWD",2020-07-14 00:00:00.000,13.02,13.22,12.89,13.12,12.2674,91100
"KBWD",2020-07-15 00:00:00.000,13.39,13.77,13.34,13.73,12.8378,144800
"KBWD",2020-07-16 00:00:00.000,13.58,13.88,13.52,13.67,12.7817,78200
"KBWD",2020-07-17 00:00:00.000,13.73,13.74,13.5,13.5,12.6227,153000
"KBWD",2020-07-20 00:00:00.000,13.32,13.41,13.22,13.29,12.5397,138200
"KBWD",2020-07-21 00:00:00.000,13.39,13.69,13.39,13.65,12.8794,90000
"KBWD",2020-07-22 00:00:00.000,13.65,13.84,13.6,13.79,13.0115,103300
"KBWD",2020-07-23 00:00:00.000,13.78,13.92,13.68,13.79,13.0115,140900
"KBWD",2020-07-24 00:00:00.000,13.75,13.85,13.58,13.62,12.8511,169200
"KBWD",2020-07-27 00:00:00.000,13.6,13.63,13.46,13.56,12.7945,98600
"KBWD",2020-07-28 00:00:00.000,13.53,13.68,13.51,13.56,12.7945,115900
"KBWD",2020-07-29 00:00:00.000,13.62,13.77,13.56,13.75,12.9737,109400
"KBWD",2020-07-30 00:00:00.000,13.61,13.62,13.42,13.57,12.8039,72600
"KBWD",2020-07-31 00:00:00.000,13.56,13.64,13.33,13.52,12.7567,119100
"KBWD",2020-08-03 00:00:00.000,13.51,13.63,13.39,13.57,12.8039,113500
"KBWD",2020-08-04 00:00:00.000,13.5,13.56,13.42,13.53,12.7662,152600
"KBWD",2020-08-05 00:00:00.000,13.59,13.9,13.59,13.89,13.1058,162800
"KBWD",2020-08-06 00:00:00.000,13.87,13.94,13.74,13.76,12.9832,106100
"KBWD",2020-08-07 00:00:00.000,13.74,14.05,13.62,14.05,13.2568,147100
"KBWD",2020-08-10 00:00:00.000,14.15,14.44,14.1,14.35,13.5399,173600
"KBWD",2020-08-11 00:00:00.000,14.48,14.73,14.29,14.3,13.4927,225000
"KBWD",2020-08-12 00:00:00.000,14.49,14.56,14.11,14.24,13.4361,122400
"KBWD",2020-08-13 00:00:00.000,14.24,14.4,14.09,14.13,13.3323,124900
"KBWD",2020-08-14 00:00:00.000,14.09,14.3,14,14.22,13.4172,113100
"KBWD",2020-08-17 00:00:00.000,14.24,14.24,14.04,14.07,13.2757,188300
"KBWD",2020-08-18 00:00:00.000,14.11,14.11,13.86,13.87,13.087,148700
"KBWD",2020-08-19 00:00:00.000,13.93,14,13.87,13.9,13.1153,93200
"KBWD",2020-08-20 00:00:00.000,13.82,13.87,13.75,13.75,12.9737,77500
"KBWD",2020-08-21 00:00:00.000,13.68,13.77,13.58,13.63,12.8605,105100
"KBWD",2020-08-24 00:00:00.000,13.6,13.93,13.5,13.93,13.2623,108000
"KBWD",2020-08-25 00:00:00.000,14.04,14.04,13.74,13.83,13.1671,92200
"KBWD",2020-08-26 00:00:00.000,13.82,13.82,13.64,13.64,12.9862,166300
"KBWD",2020-08-27 00:00:00.000,13.68,13.92,13.6,13.81,13.148,113700
"KBWD",2020-08-28 00:00:00.000,13.88,13.92,13.77,13.92,13.2528,68200
"KBWD",2020-08-31 00:00:00.000,13.95,13.95,13.75,13.76,13.1004,130900
"KBWD",2020-09-01 00:00:00.000,13.71,13.85,13.71,13.83,13.1671,92900
"KBWD",2020-09-02 00:00:00.000,13.83,13.88,13.68,13.86,13.1956,89200
"KBWD",2020-09-03 00:00:00.000,13.85,14.05,13.61,13.67,13.0147,133200
"KBWD",2020-09-04 00:00:00.000,13.78,13.9,13.51,13.78,13.1195,251900
"KBWD",2020-09-08 00:00:00.000,13.74,13.83,13.55,13.66,13.0052,101300
"KBWD",2020-09-09 00:00:00.000,13.7,13.8,13.65,13.74,13.0814,118400
"KBWD",2020-09-10 00:00:00.000,13.82,13.82,13.55,13.55,12.9005,162700
"KBWD",2020-09-11 00:00:00.000,13.62,13.64,13.48,13.6,12.9481,109400
"KBWD",2020-09-14 00:00:00.000,13.62,13.95,13.62,13.87,13.2052,83200
"KBWD",2020-09-15 00:00:00.000,13.92,13.97,13.76,13.77,13.11,170900
"KBWD",2020-09-16 00:00:00.000,13.83,14.11,13.79,13.96,13.2908,146100
"KBWD",2020-09-17 00:00:00.000,13.81,14,13.79,13.96,13.2908,80600
"KBWD",2020-09-18 00:00:00.000,14.01,14.01,13.83,13.88,13.2147,93200
"KBWD",2020-09-21 00:00:00.000,13.6,13.6,13.28,13.4,12.8633,250000
"KBWD",2020-09-22 00:00:00.000,13.41,13.52,13.28,13.31,12.7769,123400
"KBWD",2020-09-23 00:00:00.000,13.36,13.44,12.95,12.95,12.4314,131600
"KBWD",2020-09-24 00:00:00.000,12.93,13.13,12.76,12.94,12.4218,104700
"KBWD",2020-09-25 00:00:00.000,12.93,13.21,12.9,13.18,12.6521,79800
"KBWD",2020-09-28 00:00:00.000,13.36,13.71,13.34,13.61,13.0649,116000
"KBWD",2020-09-29 00:00:00.000,13.61,13.61,13.3,13.41,12.8729,77600
"KBWD",2020-09-30 00:00:00.000,13.47,13.6,13.36,13.42,12.8825,123200
"KBWD",2020-10-01 00:00:00.000,13.45,13.51,13.33,13.51,12.9689,109000
"KBWD",2020-10-02 00:00:00.000,13.32,13.85,13.32,13.82,13.2665,111700
"KBWD",2020-10-05 00:00:00.000,13.9,14,13.87,13.98,13.4201,95700
"KBWD",2020-10-06 00:00:00.000,14.05,14.17,13.83,13.86,13.3049,231000
"KBWD",2020-10-07 00:00:00.000,13.99,14.06,13.89,13.99,13.4297,76300
"KBWD",2020-10-08 00:00:00.000,14.09,14.28,14.09,14.24,13.6697,86100
"KBWD",2020-10-09 00:00:00.000,14.29,14.31,14.12,14.14,13.5737,101100
"KBWD",2020-10-12 00:00:00.000,14.17,14.18,14.07,14.15,13.5833,64300
"KBWD",2020-10-13 00:00:00.000,14.11,14.13,14,14.03,13.4681,68900
"KBWD",2020-10-14 00:00:00.000,14.08,14.21,14.05,14.05,13.4873,72800
"KBWD",2020-10-15 00:00:00.000,13.97,14.12,13.9,14.11,13.5449,63500
"KBWD",2020-10-16 00:00:00.000,14.15,14.15,13.97,14.06,13.4969,130600
"KBWD",2020-10-19 00:00:00.000,14.04,14.04,13.73,13.75,13.3082,102500
"KBWD",2020-10-20 00:00:00.000,13.81,13.96,13.79,13.8,13.3566,271800
"KBWD",2020-10-21 00:00:00.000,13.79,13.82,13.71,13.72,13.2791,59400
"KBWD",2020-10-22 00:00:00.000,13.73,13.93,13.72,13.91,13.463,68000
"KBWD",2020-10-23 00:00:00.000,13.97,14.1,13.94,14.06,13.6082,82300
"KBWD",2020-10-26 00:00:00.000,13.94,13.94,13.6,13.75,13.3082,151000
"KBWD",2020-10-27 00:00:00.000,13.79,13.87,13.58,13.58,13.1436,121800
"KBWD",2020-10-28 00:00:00.000,13.39,13.45,13.15,13.15,12.7274,184200
"KBWD",2020-10-29 00:00:00.000,13.15,13.33,12.97,13.3,12.8726,70900
"KBWD",2020-10-30 00:00:00.000,13.29,13.36,13.12,13.27,12.8436,310800
"KBWD",2020-11-02 00:00:00.000,13.44,13.65,13.4,13.59,13.1533,115400
"KBWD",2020-11-03 00:00:00.000,13.75,13.91,13.72,13.86,13.4146,92100
"KBWD",2020-11-04 00:00:00.000,13.86,13.86,13.43,13.67,13.2307,206200
"KBWD",2020-11-05 00:00:00.000,13.82,14.12,13.8,14.06,13.6082,117500
"KBWD",2020-11-06 00:00:00.000,14.11,14.11,13.83,13.85,13.405,187000
"KBWD",2020-11-09 00:00:00.000,14.43,14.88,14.39,14.68,14.2083,220700
"KBWD",2020-11-10 00:00:00.000,14.78,15.23,14.75,15.16,14.6729,575100
"KBWD",2020-11-11 00:00:00.000,15.22,15.22,14.96,15.02,14.5374,152500
"KBWD",2020-11-12 00:00:00.000,14.87,14.94,14.62,14.75,14.276,177700
"KBWD",2020-11-13 00:00:00.000,14.89,15.2,14.89,15.12,14.6341,114400
"KBWD",2020-11-16 00:00:00.000,15.43,15.66,15.38,15.58,15.0794,230000
"KBWD",2020-11-17 00:00:00.000,15.46,15.68,15.36,15.64,15.1374,138100
"KBWD",2020-11-18 00:00:00.000,15.71,15.95,15.56,15.56,15.06,249900
"KBWD",2020-11-19 00:00:00.000,15.57,15.68,15.45,15.68,15.1762,192600
"KBWD",2020-11-20 00:00:00.000,15.64,15.69,15.54,15.6,15.0987,88200
"KBWD",2020-11-23 00:00:00.000,15.65,15.93,15.63,15.86,15.4624,159200
"KBWD",2020-11-24 00:00:00.000,16.05,16.35,16.03,16.3,15.8913,286100
"KBWD",2020-11-25 00:00:00.000,16.29,16.29,16.08,16.22,15.8133,108300
"KBWD",2020-11-27 00:00:00.000,16.29,16.29,16.11,16.16,15.7548,126100
"KBWD",2020-11-30 00:00:00.000,16.2,16.2,15.73,15.76,15.3649,131600
"KBWD",2020-12-01 00:00:00.000,15.98,16.2,15.96,16,15.5989,177300
"KBWD",2020-12-02 00:00:00.000,16.04,16.18,15.96,16.13,15.7256,83300
"KBWD",2020-12-03 00:00:00.000,16.3,16.56,16.3,16.5,16.0863,155500
"KBWD",2020-12-04 00:00:00.000,16.59,16.79,16.57,16.78,16.3593,160400
"KBWD",2020-12-07 00:00:00.000,16.79,16.79,16.47,16.64,16.2228,173200
"KBWD",2020-12-08 00:00:00.000,16.53,16.76,16.51,16.69,16.2716,117700
"KBWD",2020-12-09 00:00:00.000,16.79,16.83,16.5,16.63,16.2131,138400
"KBWD",2020-12-10 00:00:00.000,16.53,16.55,16.42,16.52,16.1058,125000
"KBWD",2020-12-11 00:00:00.000,16.53,16.54,16.4,16.52,16.1058,128600
"KBWD",2020-12-14 00:00:00.000,16.64,16.72,16.46,16.46,16.0473,79800
"KBWD",2020-12-15 00:00:00.000,16.61,16.67,16.47,16.66,16.2423,100800
"KBWD",2020-12-16 00:00:00.000,16.69,16.72,16.55,16.63,16.2131,203100
"KBWD",2020-12-17 00:00:00.000,16.7,16.7,16.5,16.66,16.2423,154900
"KBWD",2020-12-18 00:00:00.000,16.71,16.73,16.47,16.53,16.1156,162500
"KBWD",2020-12-21 00:00:00.000,16.4,16.4,16.2,16.3,15.9988,108000
"KBWD",2020-12-22 00:00:00.000,16.3,16.36,16.16,16.18,15.881,107900
"KBWD",2020-12-23 00:00:00.000,16.28,16.54,16.28,16.46,16.1558,104000
"KBWD",2020-12-24 00:00:00.000,16.49,16.49,16.33,16.44,16.1362,34300
"KBWD",2020-12-28 00:00:00.000,16.48,16.7,16.47,16.48,16.1754,177300
"KBWD",2020-12-29 00:00:00.000,16.54,16.6,16.35,16.41,16.1067,107300
"KBWD",2020-12-30 00:00:00.000,16.46,16.57,16.43,16.43,16.1264,102900
"KBWD",2020-12-31 00:00:00.000,16.46,16.61,16.38,16.56,16.254,144500
"KBWD",2021-01-04 00:00:00.000,16.7,16.7,16.12,16.27,15.9693,217200
"KBWD",2021-01-05 00:00:00.000,16.28,16.52,16.28,16.4,16.0969,117000
"KBWD",2021-01-06 00:00:00.000,16.6,17.09,16.6,16.93,16.6171,219800
"KBWD",2021-01-07 00:00:00.000,17.1,17.1,16.95,16.98,16.6662,118800
"KBWD",2021-01-08 00:00:00.000,17.02,17.1,16.8,17,16.6858,102600
"KBWD",2021-01-11 00:00:00.000,16.9,17.06,16.9,16.97,16.6564,103000
"KBWD",2021-01-12 00:00:00.000,17.06,17.13,17,17.06,16.7447,119600
"KBWD",2021-01-13 00:00:00.000,17.12,17.14,17.03,17.1,16.784,88600
"KBWD",2021-01-14 00:00:00.000,17.12,17.4,17.12,17.37,17.049,148200
"KBWD",2021-01-15 00:00:00.000,17.29,17.36,17.16,17.3,16.9803,139700
"KBWD",2021-01-19 00:00:00.000,17.29,17.29,17.12,17.23,17.0307,133900
"KBWD",2021-01-20 00:00:00.000,17.25,17.36,17.21,17.34,17.1394,105800
"KBWD",2021-01-21 00:00:00.000,17.33,17.38,17.22,17.26,17.0604,187200
"KBWD",2021-01-22 00:00:00.000,17.18,17.3,17.09,17.3,17.0999,146300
"KBWD",2021-01-25 00:00:00.000,17.29,17.38,17.14,17.28,17.0801,80600
"KBWD",2021-01-26 00:00:00.000,17.34,17.4,17.31,17.33,17.1295,71900
"KBWD",2021-01-27 00:00:00.000,17.17,17.22,16.95,16.96,16.7638,138500
"KBWD",2021-01-28 00:00:00.000,16.97,17.15,16.97,17.06,16.8627,123400
"KBWD",2021-01-29 00:00:00.000,16.97,17.04,16.62,16.7,16.5068,252700
"KBWD",2021-02-01 00:00:00.000,16.85,17.03,16.65,16.96,16.7638,496600
"KBWD",2021-02-02 00:00:00.000,17.04,17.28,17.02,17.21,17.0109,134300
"KBWD",2021-02-03 00:00:00.000,17.22,17.31,17.17,17.27,17.0702,111200
"KBWD",2021-02-04 00:00:00.000,17.33,17.57,17.31,17.52,17.3174,166800
"KBWD",2021-02-05 00:00:00.000,17.64,17.76,17.61,17.73,17.5249,176300
"KBWD",2021-02-08 00:00:00.000,17.76,17.87,17.75,17.85,17.6435,142500
"KBWD",2021-02-09 00:00:00.000,17.89,17.89,17.71,17.84,17.6336,150600
"KBWD",2021-02-10 00:00:00.000,17.9,18.1,17.88,18.03,17.8215,160400
"KBWD",2021-02-11 00:00:00.000,18.12,18.19,17.86,18.01,17.8017,150700
"KBWD",2021-02-12 00:00:00.000,17.99,18.18,17.99,18.14,17.9302,264500
"KBWD",2021-02-16 00:00:00.000,18.34,18.42,18.23,18.35,18.1377,208300
"KBWD",2021-02-17 00:00:00.000,18.41,18.42,18.16,18.25,18.0389,284600
"KBWD",2021-02-18 00:00:00.000,18.2,18.28,18.03,18.09,17.8808,152200
"KBWD",2021-02-19 00:00:00.000,18.13,18.39,18.13,18.37,18.1575,181700
"KBWD",2021-02-22 00:00:00.000,18.31,18.53,18.26,18.46,18.3594,213800
"KBWD",2021-02-23 00:00:00.000,18.45,18.54,18.17,18.38,18.2798,170700
"KBWD",2021-02-24 00:00:00.000,18.54,18.86,18.44,18.85,18.7473,260300
"KBWD",2021-02-25 00:00:00.000,18.86,19.04,18.38,18.42,18.3196,195500
"KBWD",2021-02-26 00:00:00.000,18.51,18.69,18.26,18.46,18.3594,120400
"KBWD",2021-03-01 00:00:00.000,18.67,18.96,18.67,18.81,18.7075,176000
"KBWD",2021-03-02 00:00:00.000,18.84,19,18.77,18.88,18.7771,148600
"KBWD",2021-03-03 00:00:00.000,18.92,19.28,18.92,19.01,18.9064,162700
"KBWD",2021-03-04 00:00:00.000,19.01,19.12,18.41,18.65,18.5484,190200
"KBWD",2021-03-05 00:00:00.000,18.9,18.92,18.21,18.81,18.7075,274800
"KBWD",2021-03-08 00:00:00.000,19.04,19.27,18.93,19.18,19.0755,272000
"KBWD",2021-03-09 00:00:00.000,19.3,19.32,19.01,19.15,19.0456,129600
"KBWD",2021-03-10 00:00:00.000,19.19,19.57,19.19,19.52,19.4136,312400
"KBWD",2021-03-11 00:00:00.000,19.65,19.68,19.5,19.62,19.5131,220200
"KBWD",2021-03-12 00:00:00.000,19.74,19.87,19.72,19.8,19.6921,170700
"KBWD",2021-03-15 00:00:00.000,19.92,20.06,19.77,20.06,19.9507,238300
"KBWD",2021-03-16 00:00:00.000,20.07,20.07,19.73,19.85,19.7418,222500
"KBWD",2021-03-17 00:00:00.000,19.87,20.07,19.83,20.05,19.9407,225700
"KBWD",2021-03-18 00:00:00.000,20.17,20.17,19.62,19.68,19.5728,277800
"KBWD",2021-03-19 00:00:00.000,19.68,19.97,19.51,19.82,19.712,139800
"KBWD",2021-03-22 00:00:00.000,19.82,19.82,19.53,19.63,19.63,160100
"KBWD",2021-03-23 00:00:00.000,19.64,19.65,19.15,19.22,19.22,131300
"KBWD",2021-03-24 00:00:00.000,19.4,19.66,19.16,19.17,19.17,188000
"KBWD",2021-03-25 00:00:00.000,19.2,19.53,18.92,19.47,19.47,188400
"VNQ",2020-03-26 00:00:00.000,65.98,70.25,65.58,69.98,67.2787,14486100
"VNQ",2020-03-27 00:00:00.000,67.79,71.83,67.4,70.05,67.346,11521700
"VNQ",2020-03-30 00:00:00.000,70.76,71.83,68.44,71.58,68.8169,12754300
"VNQ",2020-03-31 00:00:00.000,71.06,71.22,67.95,69.85,67.1537,16815900
"VNQ",2020-04-01 00:00:00.000,66.51,66.8,63.89,65.26,62.7409,12174800
"VNQ",2020-04-02 00:00:00.000,64.32,66.84,64.17,65.48,62.9524,10916700
"VNQ",2020-04-03 00:00:00.000,64.99,65.88,63.27,64.53,62.0391,8986700
"VNQ",2020-04-06 00:00:00.000,66.81,69.68,66.81,69.31,66.6345,8382200
"VNQ",2020-04-07 00:00:00.000,71.99,73.35,69.92,69.95,67.2498,7675100
"VNQ",2020-04-08 00:00:00.000,71,75.16,70.1,74.72,71.8357,9628300
"VNQ",2020-04-09 00:00:00.000,75.98,79.99,75.98,78.91,75.864,13840900
"VNQ",2020-04-13 00:00:00.000,78.41,78.61,75.07,75.59,72.6721,10139000
"VNQ",2020-04-14 00:00:00.000,77.09,78.53,77.09,77.71,74.7103,9400800
"VNQ",2020-04-15 00:00:00.000,75.31,76.17,73.83,74.63,71.7492,8568200
"VNQ",2020-04-16 00:00:00.000,74.77,75.21,73.28,73.78,70.932,6252800
"VNQ",2020-04-17 00:00:00.000,75.92,76.51,75.07,76.11,73.172,8593100
"VNQ",2020-04-20 00:00:00.000,74.54,74.96,73.26,73.28,70.4513,6631000
"VNQ",2020-04-21 00:00:00.000,71.36,72.55,70.99,71.95,69.1726,8620400
"VNQ",2020-04-22 00:00:00.000,73.06,73.66,72.45,73.05,70.2302,6484200
"VNQ",2020-04-23 00:00:00.000,73.27,73.89,72.19,72.44,69.6437,7648200
"VNQ",2020-04-24 00:00:00.000,72.97,73.12,71.87,72.75,69.9418,6419000
"VNQ",2020-04-27 00:00:00.000,73.41,75.51,73.25,75.24,72.3356,7669500
"VNQ",2020-04-28 00:00:00.000,76.68,77.8,75.8,75.86,72.9317,8177900
"VNQ",2020-04-29 00:00:00.000,77.5,78.05,76.68,77,74.0277,7307000
"VNQ",2020-04-30 00:00:00.000,75.87,76.36,74.81,76.11,73.172,8606000
"VNQ",2020-05-01 00:00:00.000,74.08,74.37,72.76,73.54,70.7013,6013600
"VNQ",2020-05-04 00:00:00.000,72.66,73.24,71.57,73.18,70.3552,7288000
"VNQ",2020-05-05 00:00:00.000,73.9,74.66,73.43,73.54,70.7013,7520300
"VNQ",2020-05-06 00:00:00.000,73.79,74.15,72.2,72.22,69.4322,6266800
"VNQ",2020-05-07 00:00:00.000,72.9,74.3,72.85,73.25,70.4225,6727300
"VNQ",2020-05-08 00:00:00.000,74.22,75.24,74.07,74.99,72.0953,6625600
"VNQ",2020-05-11 00:00:00.000,74.13,75.08,73.5,73.9,71.0474,6874900
"VNQ",2020-05-12 00:00:00.000,74.22,74.22,70.48,70.54,67.8171,11764700
"VNQ",2020-05-13 00:00:00.000,70.03,70.36,68.51,68.83,66.1731,8358600
"VNQ",2020-05-14 00:00:00.000,67.87,69.07,66.27,69.07,66.4038,8609800
"VNQ",2020-05-15 00:00:00.000,68.63,68.84,67.58,68.8,66.1442,11916700
"VNQ",2020-05-18 00:00:00.000,71.01,73.43,71.01,72.87,70.0571,8618000
"VNQ",2020-05-19 00:00:00.000,72.59,72.95,71.89,71.89,69.115,5804700
"VNQ",2020-05-20 00:00:00.000,72.79,72.84,72.01,72.53,69.7302,5133700
"VNQ",2020-05-21 00:00:00.000,72.21,73.09,71.9,72.59,69.7879,5385100
"VNQ",2020-05-22 00:00:00.000,72.59,73.63,72.28,73.57,70.7301,4737900
"VNQ",2020-05-26 00:00:00.000,75.76,76.72,75.55,76.32,73.374,6001000
"VNQ",2020-05-27 00:00:00.000,78,78.27,75.97,77.84,74.8353,5880500
"VNQ",2020-05-28 00:00:00.000,78.69,78.82,77.58,78.21,75.191,5642800
"VNQ",2020-05-29 00:00:00.000,77.58,78.14,76.89,77.43,74.4411,8990000
"VNQ",2020-06-01 00:00:00.000,77.36,79.79,77.27,79.22,76.162,11218300
"VNQ",2020-06-02 00:00:00.000,79.81,80.1,79.03,79.86,76.7773,7162100
"VNQ",2020-06-03 00:00:00.000,80.69,82.77,80.67,82.42,79.2385,7485600
"VNQ",2020-06-04 00:00:00.000,82.02,82.12,80.86,81.6,78.4501,5503500
"VNQ",2020-06-05 00:00:00.000,84.49,86.07,84.3,84.69,81.4209,6158800
"VNQ",2020-06-08 00:00:00.000,85.82,86.8,85.67,86.79,83.4398,7130500
"VNQ",2020-06-09 00:00:00.000,85.21,85.9,84.3,85.35,82.0554,7168900
"VNQ",2020-06-10 00:00:00.000,85.11,85.11,82.53,83.18,79.9691,6433900
"VNQ",2020-06-11 00:00:00.000,79.57,80.63,77.73,77.84,74.8353,8611900
"VNQ",2020-06-12 00:00:00.000,80.55,80.92,78.44,80.63,77.5176,8871700
"VNQ",2020-06-15 00:00:00.000,78.15,82.19,77.98,81.77,78.6136,6138600
"VNQ",2020-06-16 00:00:00.000,84.61,84.84,82.02,83.38,80.1614,5811700
"VNQ",2020-06-17 00:00:00.000,83.87,83.95,82.16,82.17,78.9981,5041500
