State,Date,Active,Active Added,Deaths,Deaths Added,Recovered,Recovered Added,Running Total by State,Total,Total Added
Andaman and Nicobar Islands,2020-06-12 00:00:00.000,5.0,0.0,0.0,0.0,33.0,0.0,309605.0,38.0,0.0
Andaman and Nicobar Islands,2020-06-13 00:00:00.000,5.0,0.0,0.0,0.0,33.0,0.0,321628.0,38.0,0.0
Andaman and Nicobar Islands,2020-06-14 00:00:00.000,7.0,2.0,0.0,0.0,33.0,0.0,333022.0,40.0,2.0
Andaman and Nicobar Islands,2020-06-15 00:00:00.000,8.0,1.0,0.0,0.0,33.0,0.0,343043.0,41.0,1.0
Andaman and Nicobar Islands,2020-06-16 00:00:00.000,11.0,3.0,0.0,0.0,33.0,0.0,354149.0,44.0,3.0
Andaman and Nicobar Islands,2020-06-17 00:00:00.000,11.0,0.0,0.0,0.0,33.0,0.0,367267.0,44.0,0.0
Andaman and Nicobar Islands,2020-06-18 00:00:00.000,10.0,-1.0,0.0,0.0,35.0,2.0,381093.0,45.0,1.0
Andaman and Nicobar Islands,2020-06-19 00:00:00.000,12.0,2.0,0.0,0.0,35.0,0.0,395815.0,47.0,2.0
Andaman and Nicobar Islands,2020-06-20 00:00:00.000,12.0,0.0,0.0,0.0,35.0,0.0,411341.0,47.0,0.0
Andaman and Nicobar Islands,2020-06-21 00:00:00.000,11.0,-1.0,0.0,0.0,37.0,2.0,426914.0,48.0,1.0
Andaman and Nicobar Islands,2020-06-22 00:00:00.000,11.0,0.0,0.0,0.0,37.0,0.0,440451.0,48.0,0.0
Andaman and Nicobar Islands,2020-06-23 00:00:00.000,10.0,-1.0,0.0,0.0,40.0,3.0,456115.0,50.0,2.0
Andaman and Nicobar Islands,2020-06-24 00:00:00.000,15.0,5.0,0.0,0.0,41.0,1.0,472974.0,56.0,6.0
Andaman and Nicobar Islands,2020-06-25 00:00:00.000,15.0,0.0,0.0,0.0,41.0,0.0,481717.0,56.0,0.0
Andaman and Nicobar Islands,2020-06-26 00:00:00.000,29.0,14.0,0.0,0.0,43.0,2.0,509466.0,72.0,16.0
Andaman and Nicobar Islands,2020-06-27 00:00:00.000,29.0,0.0,0.0,0.0,43.0,0.0,529579.0,72.0,0.0
Andaman and Nicobar Islands,2020-06-28 00:00:00.000,38.0,9.0,0.0,0.0,45.0,2.0,548871.0,83.0,11.0
Andaman and Nicobar Islands,2020-06-29 00:00:00.000,45.0,7.0,0.0,0.0,45.0,0.0,567235.0,90.0,7.0
Andaman and Nicobar Islands,2020-06-30 00:00:00.000,52.0,7.0,0.0,0.0,45.0,0.0,584668.0,97.0,7.0
Andaman and Nicobar Islands,2020-07-01 00:00:00.000,55.0,3.0,0.0,0.0,45.0,0.0,604811.0,100.0,3.0
Andaman and Nicobar Islands,2020-07-02 00:00:00.000,64.0,9.0,0.0,0.0,45.0,0.0,625247.0,109.0,9.0
Andaman and Nicobar Islands,2020-07-03 00:00:00.000,62.0,-2.0,0.0,0.0,54.0,9.0,649889.0,116.0,7.0
Andaman and Nicobar Islands,2020-07-04 00:00:00.000,53.0,-9.0,0.0,0.0,66.0,12.0,673906.0,119.0,3.0
Andaman and Nicobar Islands,2020-07-05 00:00:00.000,53.0,0.0,0.0,0.0,72.0,6.0,697071.0,125.0,6.0
Andaman and Nicobar Islands,2020-07-06 00:00:00.000,65.0,12.0,0.0,0.0,74.0,2.0,720237.0,139.0,14.0
Andaman and Nicobar Islands,2020-07-07 00:00:00.000,73.0,8.0,0.0,0.0,74.0,0.0,743483.0,147.0,8.0
Andaman and Nicobar Islands,2020-07-08 00:00:00.000,75.0,2.0,0.0,0.0,74.0,0.0,768346.0,149.0,2.0
Andaman and Nicobar Islands,2020-07-09 00:00:00.000,73.0,-2.0,0.0,0.0,83.0,9.0,794843.0,156.0,7.0
Andaman and Nicobar Islands,2020-07-10 00:00:00.000,73.0,0.0,0.0,0.0,83.0,0.0,821493.0,156.0,0.0
Andaman and Nicobar Islands,2020-07-11 00:00:00.000,64.0,-9.0,0.0,0.0,92.0,9.0,850358.0,156.0,0.0
Andaman and Nicobar Islands,2020-07-12 00:00:00.000,63.0,-1.0,0.0,0.0,100.0,8.0,879448.0,163.0,7.0
Andaman and Nicobar Islands,2020-07-13 00:00:00.000,63.0,0.0,0.0,0.0,100.0,0.0,907614.0,163.0,0.0
Andaman and Nicobar Islands,2020-07-14 00:00:00.000,42.0,-21.0,0.0,0.0,129.0,29.0,937562.0,171.0,8.0
Andaman and Nicobar Islands,2020-07-15 00:00:00.000,46.0,4.0,0.0,0.0,130.0,1.0,970169.0,176.0,5.0
Andaman and Nicobar Islands,2020-07-16 00:00:00.000,47.0,1.0,0.0,0.0,133.0,3.0,1005637.0,180.0,4.0
Andaman and Nicobar Islands,2020-07-17 00:00:00.000,47.0,0.0,0.0,0.0,133.0,0.0,1040457.0,180.0,0.0
Andaman and Nicobar Islands,2020-07-18 00:00:00.000,47.0,0.0,0.0,0.0,133.0,0.0,1077825.0,180.0,0.0
Andaman and Nicobar Islands,2020-07-19 00:00:00.000,57.0,10.0,0.0,0.0,146.0,13.0,1118108.0,203.0,23.0
Andaman and Nicobar Islands,2020-07-20 00:00:00.000,55.0,-2.0,0.0,0.0,152.0,6.0,1154917.0,207.0,4.0
Andaman and Nicobar Islands,2020-07-21 00:00:00.000,52.0,-3.0,0.0,0.0,160.0,8.0,1194085.0,212.0,5.0
Andaman and Nicobar Islands,2020-07-22 00:00:00.000,57.0,5.0,0.0,0.0,164.0,4.0,1239684.0,221.0,9.0
Andaman and Nicobar Islands,2020-07-23 00:00:00.000,69.0,12.0,0.0,0.0,171.0,7.0,1288130.0,240.0,19.0
Andaman and Nicobar Islands,2020-07-24 00:00:00.000,85.0,16.0,0.0,0.0,174.0,3.0,1337022.0,259.0,19.0
Andaman and Nicobar Islands,2020-07-25 00:00:00.000,114.0,29.0,0.0,0.0,176.0,2.0,1387087.0,290.0,31.0
Andaman and Nicobar Islands,2020-07-26 00:00:00.000,138.0,24.0,0.0,0.0,180.0,4.0,1435894.0,318.0,28.0
Andaman and Nicobar Islands,2020-07-27 00:00:00.000,145.0,7.0,1.0,1.0,192.0,12.0,1482502.0,338.0,20.0
Andaman and Nicobar Islands,2020-07-28 00:00:00.000,166.0,21.0,1.0,0.0,196.0,4.0,1532135.0,363.0,25.0
Andaman and Nicobar Islands,2020-07-29 00:00:00.000,226.0,60.0,1.0,0.0,201.0,5.0,1584219.0,428.0,65.0
Andaman and Nicobar Islands,2020-07-30 00:00:00.000,266.0,40.0,3.0,2.0,201.0,0.0,1639350.0,470.0,42.0
Andaman and Nicobar Islands,2020-07-31 00:00:00.000,329.0,63.0,5.0,2.0,214.0,13.0,1696781.0,548.0,78.0
Andaman and Nicobar Islands,2020-08-01 00:00:00.000,403.0,74.0,7.0,2.0,226.0,12.0,1751919.0,636.0,88.0
Andaman and Nicobar Islands,2020-08-02 00:00:00.000,484.0,81.0,8.0,1.0,242.0,16.0,1804702.0,734.0,98.0
Andaman and Nicobar Islands,2020-08-03 00:00:00.000,557.0,73.0,10.0,2.0,263.0,21.0,1855318.0,830.0,96.0
Andaman and Nicobar Islands,2020-08-04 00:00:00.000,639.0,82.0,12.0,2.0,277.0,14.0,1906520.0,928.0,98.0
Andaman and Nicobar Islands,2020-08-05 00:00:00.000,687.0,48.0,14.0,2.0,326.0,49.0,1959468.0,1027.0,99.0
Andaman and Nicobar Islands,2020-08-06 00:00:00.000,752.0,65.0,16.0,2.0,355.0,29.0,2025409.0,1123.0,96.0
Andaman and Nicobar Islands,2020-08-07 00:00:00.000,778.0,26.0,19.0,3.0,425.0,70.0,2086864.0,1222.0,99.0
Andaman and Nicobar Islands,2020-08-08 00:00:00.000,831.0,53.0,20.0,1.0,500.0,75.0,2151906.0,1351.0,129.0
Andaman and Nicobar Islands,2020-08-09 00:00:00.000,822.0,-9.0,20.0,0.0,648.0,148.0,2214137.0,1490.0,139.0
Andaman and Nicobar Islands,2020-08-10 00:00:00.000,896.0,74.0,20.0,0.0,709.0,61.0,2267153.0,1625.0,135.0
Andaman and Nicobar Islands,2020-08-11 00:00:00.000,994.0,98.0,21.0,1.0,749.0,40.0,2328316.0,1764.0,139.0
Andaman and Nicobar Islands,2020-08-12 00:00:00.000,1050.0,56.0,21.0,0.0,829.0,80.0,2395471.0,1900.0,136.0
Andaman and Nicobar Islands,2020-08-13 00:00:00.000,1091.0,41.0,22.0,1.0,924.0,95.0,2459613.0,2037.0,137.0
Andaman and Nicobar Islands,2020-08-14 00:00:00.000,1130.0,39.0,24.0,2.0,1032.0,108.0,2525762.0,2186.0,149.0
Andaman and Nicobar Islands,2020-08-15 00:00:00.000,1346.0,216.0,24.0,0.0,1032.0,0.0,2588253.0,2402.0,216.0
Andaman and Nicobar Islands,2020-08-16 00:00:00.000,1147.0,-199.0,28.0,4.0,1224.0,192.0,2646440.0,2399.0,-3.0
Andaman and Nicobar Islands,2020-08-17 00:00:00.000,1091.0,-56.0,29.0,1.0,1325.0,101.0,2701573.0,2445.0,46.0
Andaman and Nicobar Islands,2020-08-18 00:00:00.000,1078.0,-13.0,30.0,1.0,1421.0,96.0,2766626.0,2529.0,84.0
Andaman and Nicobar Islands,2020-08-19 00:00:00.000,1045.0,-33.0,30.0,0.0,1529.0,108.0,2835823.0,2604.0,75.0
Andaman and Nicobar Islands,2020-08-20 00:00:00.000,1011.0,-34.0,31.0,1.0,1638.0,109.0,2904330.0,2680.0,76.0
Andaman and Nicobar Islands,2020-08-21 00:00:00.000,971.0,-40.0,32.0,1.0,1744.0,106.0,2973370.0,2747.0,67.0
Andaman and Nicobar Islands,2020-08-22 00:00:00.000,923.0,-48.0,32.0,0.0,1853.0,109.0,3043437.0,2808.0,61.0
Andaman and Nicobar Islands,2020-08-23 00:00:00.000,864.0,-59.0,33.0,1.0,1963.0,110.0,3105186.0,2860.0,52.0
Andaman and Nicobar Islands,2020-08-24 00:00:00.000,777.0,-87.0,35.0,2.0,2092.0,129.0,3164882.0,2904.0,44.0
Andaman and Nicobar Islands,2020-08-25 00:00:00.000,677.0,-100.0,37.0,2.0,2231.0,139.0,3231755.0,2945.0,41.0
