WellName,HoleSize inch,BitType,Manufacturer,IADCCode,TFA,EVENT,Formation," depth "," clockdate ",ROP MPH,WOB KLBS,Hookload KLBS,RPM,TQ IBF.FT,PumpPressure PSI,GPM,MW
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1166,2019-10-13 06:44:01.000,10.6421,16.206180875942955,169,162,3395,2066,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1167,2019-10-13 06:51:31.000,6.304,17.006458886821381,169,170,2914,2077,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1168,2019-10-13 07:16:19.000,2.4338,22.657568047385194,163,170,3422,2073,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1171,2019-10-13 07:57:09.000,8.5552,8.8601578455077075,177,171,4151,2059,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1172,2019-10-13 08:10:50.000,4.4012,9.6747659034128777,176,171,2967,2065,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1173,2019-10-13 08:21:52.000,5.4155,16.253800724524151,169,171,4624,2058,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1174,2019-10-13 08:29:31.000,7.8846,11.243134434925029,174,172,4346,2062,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1175,2019-10-13 08:41:38.000,4.9329,13.213626132233941,173,172,4226,2054,715,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1176,2019-10-13 08:57:08.000,3.8746,16.255343960357802,169,172,4291,2056,716,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1177,2019-10-13 09:15:58.000,3.6257,15.133631971556307,171,171,4154,2045,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1178,2019-10-13 09:32:55.000,3.5436,17.027623263968579,169,173,3813,2037,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1179,2019-10-13 09:46:01.000,4.6064,15.489237600081625,170,173,3920,2031,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1180,2019-10-13 10:03:55.000,3.356,15.287514630397395,170,174,4213,2034,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1181,2019-10-13 10:15:56.000,4.989,20.678698784122179,165,174,5307,2033,716,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1182,2019-10-13 10:21:06.000,11.4899,22.463120332345309,163,175,4405,2032,716,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1183,2019-10-13 10:33:58.000,4.6805,25.346766718651036,160,175,4558,2033,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1184,2019-10-13 10:47:20.000,4.4809,23.61635842460565,162,175,4559,2033,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1185,2019-10-13 10:55:43.000,5.6863,23.432492898139369,162,175,5099,2027,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1186,2019-10-13 11:05:54.000,7.5108,24.769376054604042,161,175,5787,2025,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1187,2019-10-13 11:14:36.000,6.8977,23.309695418233229,162,175,5547,2027,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1188,2019-10-13 11:23:39.000,6.6383,18.615833399056228,167,175,5048,2024,716,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1189,2019-10-13 12:32:36.000,5.2836,21.575539265734694,164,174,4232,2039,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1190,2019-10-13 12:43:58.000,5.2798,22.400729512213466,164,175,5505,2079,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1191,2019-10-13 12:53:57.000,6.013,22.696810330012287,163,175,5248,2075,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1192,2019-10-13 13:07:51.000,4.3267,21.490881757145903,164,175,4525,2073,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1193,2019-10-13 15:35:05.000,1.0992,26.531751376632172,159,172,2128,2021,715,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1195,2019-10-13 18:12:03.000,1.12,24.238723390090442,161,174,2410,2019,721,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1198,2019-10-13 20:59:22.000,1.2956,27.973133645261136,161,172,3184,2105,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1199,2019-10-13 21:36:54.000,1.6056,29.212792944205869,160,173,3181,2032,705,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1200,2019-10-13 22:29:27.000,1.3548,27.345257123227597,161,163,2855,2127,783,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1201,2019-10-13 22:54:39.000,3.8716,24.315223794987084,165,163,6197,2127,727,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1202,2019-10-13 23:06:26.000,5.1282,25.748448959923895,163,174,6382,1962,686,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1203,2019-10-13 23:15:37.000,5.2011,26.839516694314344,162,173,5461,2134,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1204,2019-10-13 23:30:42.000,4.7029,24.181403201983446,165,174,5426,2127,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1205,2019-10-13 23:40:47.000,4.7813,24.247541880568441,165,173,5645,2128,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1206,2019-10-13 23:55:19.000,5.0085,25.126083994439107,164,173,5850,2125,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1207,2019-10-14 00:52:53.000,3.5829,21.829291329239123,167,161,3754,2073,714,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1208,2019-10-14 01:22:28.000,2.0345,18.179318120395269,171,159,3499,1756,655,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1209,2019-10-14 01:37:29.000,3.9926,25.82472890255859,163,172,4763,2131,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1210,2019-10-14 01:57:26.000,3.0539,25.171499220400804,164,166,4931,1953,687,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1211,2019-10-14 02:11:41.000,4.218,27.913829296796592,161,170,5034,2080,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1212,2019-10-14 03:04:58.000,2.7295,23.873196959777374,165,145,4614,1858,673,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1213,2019-10-14 03:25:58.000,2.8579,28.96256827689264,160,168,4434,1724,646,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1214,2019-10-14 03:53:32.000,2.4613,26.792778694780949,162,168,4072,1637,678,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1215,2019-10-14 08:25:35.000,2.2029,22.202533938720435,167,141,4468,2011,715,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1216,2019-10-14 08:53:01.000,2.1951,27.528681725169978,161,174,4129,2045,712,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1217,2019-10-14 09:29:08.000,2.1135,27.027571003757675,162,173,4509,2038,714,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1218,2019-10-14 09:53:03.000,2.4907,27.92948211739504,161,176,4508,2047,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1219,2019-10-14 10:16:23.000,2.5771,27.618850790307519,161,176,4660,2042,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1220,2019-10-14 12:22:12.000,2.8869,27.29565311428885,162,174,4471,2043,715,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1221,2019-10-14 12:46:33.000,2.4635,27.123251625443963,162,174,4485,2074,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1222,2019-10-14 13:10:24.000,2.5292,27.880098570718246,161,172,4519,2068,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1224,2019-10-14 14:59:32.000,4.1184,27.439835433604138,163,177,3678,2060,713,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1225,2019-10-14 15:19:19.000,3.0372,28.8820995512809,162,175,3832,2048,712,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1226,2019-10-14 15:53:12.000,1.9917,30.318852112408912,161,175,2762,2053,714,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1227,2019-10-14 17:11:16.000,0.8907,25.454352302482626,165,173,2038,2032,714,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1228,2019-10-14 18:15:49.000,0.9287,16.949138698714385,174,172,2335,2022,711,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1229,2019-10-14 19:12:38.000,1.0572,27.3086603877439,164,172,2385,2032,709,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1230,2019-10-14 20:33:15.000,1.158,27.2830867653577,164,164,2456,1986,705,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1299,2019-10-18 04:37:54.000,1.1609,26.370152538622836,158,159,2773,2100,721,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1301,2019-10-18 06:33:32.000,1.3212,28.287071906277905,156,171,3406,2106,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1302,2019-10-18 07:35:28.000,1.3628,28.088655870522924,160,171,3437,2065,716,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1303,2019-10-18 08:22:48.000,1.2692,29.808261513732759,161,173,3611,2100,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1318,2019-10-18 20:06:38.000,1.663,26.920205882188036,166,160,2979,2072,715,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1319,2019-10-18 21:11:53.000,2.0078,28.488794875962135,164,163,2944,2094,719,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1320,2019-10-18 22:02:58.000,2.1332,22.23846928741828,170,134,3581,2199,722,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1321,2019-10-18 23:55:33.000,2.3082,27.542791309934778,165,151,2914,2205,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1322,2019-10-19 00:14:39.000,3.1459,31.41190400715691,160,167,3800,2195,720,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1323,2019-10-19 00:30:17.000,3.8317,32.261565564712129,158,166,3946,2191,720,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1324,2019-10-19 00:48:39.000,3.2566,31.975626010963005,158,167,3639,2101,704,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1325,2019-10-19 01:07:48.000,3.1362,32.0254504821637,158,168,3863,2183,718,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1326,2019-10-19 01:30:26.000,2.6704,30.681071608792728,160,168,3290,2175,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1331,2019-10-19 04:00:37.000,2.0432,32.32836563008297,158,169,3219,2203,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1332,2019-10-19 04:38:16.000,1.5986,32.44080138367746,158,169,2973,2191,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1333,2019-10-19 05:27:21.000,1.5923,32.756723805051777,158,167,3100,2077,703,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1334,2019-10-19 06:15:01.000,1.5622,31.17137967936948,156,168,3013,1988,687,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1335,2019-10-19 06:53:36.000,1.5485,25.837736176013639,159,169,2807,2173,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1336,2019-10-19 07:36:17.000,1.4084,25.602943867036913,164,171,2855,2148,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1337,2019-10-19 08:34:24.000,1.1506,29.91276062589705,164,173,2318,2116,717,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1338,2019-10-19 09:19:59.000,1.3152,29.853456277432507,164,174,4433,2119,741,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1339,2019-10-19 09:49:54.000,2.0074,22.442176417460065,171,175,4843,2132,722,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1340,2019-10-19 11:06:37.000,2.3711,20.537162011950294,172,173,4056,2183,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1341,2019-10-19 11:29:30.000,2.6238,23.984971326586017,168,175,4924,2191,727,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1343,2019-10-19 12:51:05.000,1.972,26.554679451874971,165,168,4418,2224,1168,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1344,2019-10-19 14:00:11.000,1.8011,27.535516055290429,164,169,4376,2154,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1360,2019-10-23 17:43:07.000,4.8618,7.1043963913380734,185,151,3286,2212,794,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1361,2019-10-23 17:50:43.000,7.9098,10.982327579038204,181,162,5904,2171,729,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1362,2019-10-23 17:57:57.000,8.2663,10.378260981295261,182,165,4610,2219,738,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1364,2019-10-23 18:48:02.000,5.2538,8.19039349370367,184,151,4699,2174,737,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1365,2019-10-23 18:53:46.000,10.4745,10.523104687396398,181,168,6144,2162,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1366,2019-10-23 18:58:40.000,12.2379,11.386655367454466,181,168,5322,2157,727,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1367,2019-10-23 19:13:06.000,4.1928,8.6712216870165744,183,167,2554,2147,727,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1368,2019-10-23 20:17:04.000,3.0323,8.6895200547584217,183,166,2348,2134,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1369,2019-10-23 20:29:06.000,4.9816,12.836415202037527,181,163,4629,2132,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1370,2019-10-23 20:43:26.000,4.1852,13.819676890334435,180,163,4113,2136,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1371,2019-10-23 20:58:10.000,4.1105,15.597705032961015,179,163,4337,2136,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1372,2019-10-23 21:10:10.000,4.9519,17.3095944970026,179,168,4436,2134,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1373,2019-10-23 21:19:26.000,6.491,13.909405030948074,182,168,4008,2126,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1374,2019-10-23 21:29:10.000,6.2085,15.201975272760802,181,168,2722,2120,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1375,2019-10-23 21:57:53.000,2.0735,22.124931222514043,173,169,2699,2108,727,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1376,2019-10-23 22:31:50.000,1.7765,20.306558485950617,173,171,2585,2107,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1377,2019-10-23 23:07:35.000,1.6823,21.546217784895347,172,174,2881,2080,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1378,2019-10-23 23:42:38.000,1.7005,21.402476390103963,172,174,2770,2076,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1379,2019-10-24 02:50:11.000,1.8181,22.0096294595142,171,173,3124,2100,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1380,2019-10-24 03:30:04.000,1.4929,24.569416783015413,169,174,3264,2118,731,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1381,2019-10-24 04:32:53.000,1.2622,22.833276470159323,170,162,2001,1995,702,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1382,2019-10-24 05:27:30.000,1.3247,22.810568857178477,170,173,2470,2026,722,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1383,2019-10-24 06:10:02.000,1.4015,21.448993927375408,172,170,2600,2077,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1384,2019-10-24 06:47:15.000,1.6188,22.617884840234193,170,176,3573,2072,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1385,2019-10-24 07:29:03.000,1.4295,24.77202160174744,168,179,2857,2069,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1386,2019-10-24 08:14:52.000,1.3129,28.896209136045698,164,178,3776,2067,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1387,2019-10-24 11:53:51.000,1.5138,28.841534495082104,164,169,2501,2063,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1388,2019-10-24 13:24:51.000,0.9,29.501818969622288,163,167,2305,2087,730,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1389,2019-10-24 14:13:39.000,1.5314,27.908979127033692,165,167,6472,2073,732,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1390,2019-10-24 14:26:00.000,4.8575,19.312714609080111,174,170,7557,2050,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1391,2019-10-24 14:40:24.000,4.1688,14.186967018743099,179,170,6570,2026,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1392,2019-10-24 14:46:29.000,9.8211,13.272930480698486,180,169,3889,2034,722,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1393,2019-10-24 15:53:13.000,3.1313,17.989720575118287,175,163,3909,2059,725,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1394,2019-10-24 16:24:19.000,1.9353,28.946474531770292,164,169,3820,2085,731,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1395,2019-10-24 17:02:08.000,1.5858,29.045021162861932,164,169,4564,2080,734,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1396,2019-10-24 17:31:18.000,2.0585,24.183166900079048,169,168,4804,2078,736,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1397,2019-10-24 19:23:15.000,1.7933,24.681411612086,168,168,4496,2077,736,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1398,2019-10-24 19:32:22.000,3.2928,6.539131151698327,180,173,5814,2112,730,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1399,2019-10-24 19:49:37.000,3.89,11.5411994130814,183,171,4311,2096,728,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1400,2019-10-24 20:00:22.000,4.6211,10.616801148725138,184,173,3374,2091,730,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1401,2019-10-24 20:13:30.000,5.4106,8.82245879871426,185,173,3821,2134,737,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1402,2019-10-24 20:27:35.000,4.2635,9.815861751060865,184,173,4137,2096,729,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1403,2019-10-24 21:11:27.000,1.3596,15.801853087526695,179,173,2299,2084,726,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1404,2019-10-24 21:54:24.000,1.3475,17.927109292724495,177,174,6749,2055,723,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1405,2019-10-24 22:01:24.000,9.9842,10.294705784016219,184,173,5938,2053,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1406,2019-10-24 22:09:06.000,7.8333,8.3123091245620078,186,173,5124,2053,724,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1407,2019-10-24 22:15:43.000,8.0765,9.5308040463595418,185,173,6152,2155,743,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1408,2019-10-24 22:20:29.000,8.476,9.4897980656368457,185,173,4058,2170,746,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1409,2019-10-24 22:35:24.000,5.0882,7.55083247178678,187,173,3727,2171,746,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1410,2019-10-24 22:42:05.000,9.1273,11.037443144525698,183,172,5690,2168,745,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1411,2019-10-24 22:48:13.000,9.7761,11.254157548022528,183,172,5105,2171,746,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1412,2019-10-24 22:53:42.000,10.8702,11.123864351210091,183,172,5912,2171,746,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1413,2019-10-24 22:59:17.000,10.8069,10.636422290038688,184,172,5867,2172,746,106
"WellA",17.5,"PDC","BESTE","1665",1.119,"","Gachsaran5-2",1414,2019-10-24 23:04:24.000,11.7094,11.281053943980426,183,172,5757,2172,746,106
