Date AD,Date,WellName,WellPhase,PhaseSection,Category,HoleSize inch,Depth meter,FormationName,Lithology,Unit, XanthanGum,Barite,Bentonite,CausticSoda,Lime,LimestonePowder,PHPA,PotasiumChloride,Salt,SodaAsh,StarchGreen,StarchHT
2020-05-22 00:00:00.000,1399/03/02,WellB,Drilling,FluidSection,Mud,26,379.5,Gachsaran7,GrayMarl,25kg,0,,,0,1,,0,,,4,6,0
2020-05-22 00:00:00.000,1399/03/02,WellB,Drilling,FluidSection,Mud,26,379.5,Gachsaran7,GrayMarl,50kg,,,,,,,,,,0,,
2020-05-22 00:00:00.000,1399/03/02,WellB,Drilling,FluidSection,Mud,26,379.5,Gachsaran7,GrayMarl,Ton,,0,0,,,0,,0,5,,,
2020-05-23 00:00:00.000,1399/03/03,WellB,Drilling,FluidSection,Mud,26,430,Gachsaran7,LST/MRL/ANHY,25kg,3,,,5,0,,0,,,4,14,0
2020-05-23 00:00:00.000,1399/03/03,WellB,Drilling,FluidSection,Mud,26,430,Gachsaran7,LST/MRL/ANHY,50kg,,,,,,,,,,0,,
2020-05-23 00:00:00.000,1399/03/03,WellB,Drilling,FluidSection,Mud,26,430,Gachsaran7,LST/MRL/ANHY,Ton,,0,0,,,0,,0,10,,,
2020-05-24 00:00:00.000,1399/03/04,WellB,Drilling,FluidSection,Mud,26,467,Gachsaran7,LST/MRL/ANHY,25kg,2,,,5,0,,0,,,9,0,0
2020-05-24 00:00:00.000,1399/03/04,WellB,Drilling,FluidSection,Mud,26,467,Gachsaran7,LST/MRL/ANHY,50kg,,,,,,,,,,2,,
2020-05-24 00:00:00.000,1399/03/04,WellB,Drilling,FluidSection,Mud,26,467,Gachsaran7,LST/MRL/ANHY,Ton,,0,0,,,0,,0,10,,,
2020-05-25 00:00:00.000,1399/03/05,WellB,Drilling,FluidSection,Mud,26,495,Gachsaran7,ANHY,25kg,4,,,6,0,,0,,,7,45,0
2020-05-25 00:00:00.000,1399/03/05,WellB,Drilling,FluidSection,Mud,26,495,Gachsaran7,ANHY,50kg,,,,,,,,,,5,,
2020-05-25 00:00:00.000,1399/03/05,WellB,Drilling,FluidSection,Mud,26,495,Gachsaran7,ANHY,Ton,,0,0,,,0,,0,15,,,
2020-05-26 00:00:00.000,1399/03/06,WellB,Drilling,FluidSection,Mud,26,531,Gachsaran7,ANHY/MARL,25kg,10,,,8,0,,0,,,5,50,0
2020-05-26 00:00:00.000,1399/03/06,WellB,Drilling,FluidSection,Mud,26,531,Gachsaran7,ANHY/MARL,50kg,,,,,,,,,,4,,
2020-05-26 00:00:00.000,1399/03/06,WellB,Drilling,FluidSection,Mud,26,531,Gachsaran7,ANHY/MARL,Ton,,0,0,,,0,,0,18,,,
2020-05-27 00:00:00.000,1399/03/07,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,25kg,4,,,4,0,,0,,,0,0,0
2020-05-27 00:00:00.000,1399/03/07,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,50kg,,,,,,,,,,1,,
2020-05-27 00:00:00.000,1399/03/07,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,Ton,,28.5,0,,,0,,0,0,,,
2020-05-28 00:00:00.000,1399/03/08,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,25kg,1,,,1,0,,0,,,0,0,0
2020-05-28 00:00:00.000,1399/03/08,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,50kg,,,,,,,,,,0,,
2020-05-28 00:00:00.000,1399/03/08,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,Ton,,19.5,0,,,0,,0,0,,,
2020-05-29 00:00:00.000,1399/03/09,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,25kg,0,,,0,0,,0,,,0,0,0
2020-05-29 00:00:00.000,1399/03/09,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,50kg,,,,,,,,,,0,,
2020-05-29 00:00:00.000,1399/03/09,WellB,Drilling,FluidSection,Mud,26,545,Gachsaran7,ANHY/MARL,Ton,,0,0,,,0,,0,7,,,
2020-05-30 00:00:00.000,1399/03/10,WellB,Drilling,FluidSection,Mud,17.5,545,Gachsaran7,ANHY/MARL,25kg,0,,,0,1,,0,,,0,0,0
2020-05-30 00:00:00.000,1399/03/10,WellB,Drilling,FluidSection,Mud,17.5,545,Gachsaran7,ANHY/MARL,50kg,,,,,,,,,,0,,
2020-05-30 00:00:00.000,1399/03/10,WellB,Drilling,FluidSection,Mud,17.5,545,Gachsaran7,ANHY/MARL,Ton,,13.5,0,,,0,,0,0,,,
2020-05-31 00:00:00.000,1399/03/11,WellB,Drilling,FluidSection,Mud,17.5,545,Gachsaran7,ANHY/MARL,25kg,0,,,0,1,,0,,,0,50,0
2020-05-31 00:00:00.000,1399/03/11,WellB,Drilling,FluidSection,Mud,17.5,545,Gachsaran7,ANHY/MARL,50kg,,,,,,,,,,2,,
2020-05-31 00:00:00.000,1399/03/11,WellB,Drilling,FluidSection,Mud,17.5,545,Gachsaran7,ANHY/MARL,Ton,,58.5,0,,,0,,0,17,,,
2020-06-01 00:00:00.000,1399/03/12,WellB,Drilling,FluidSection,Mud,17.5,546,Gachsaran7,ANHY,25kg,0,,,1,2,,0,,,0,0,0
2020-06-01 00:00:00.000,1399/03/12,WellB,Drilling,FluidSection,Mud,17.5,546,Gachsaran7,ANHY,50kg,,,,,,,,,,0,,
2020-06-01 00:00:00.000,1399/03/12,WellB,Drilling,FluidSection,Mud,17.5,546,Gachsaran7,ANHY,Ton,,72,0,,,0,,0,0,,,
2020-06-02 00:00:00.000,1399/03/13,WellB,Drilling,FluidSection,Mud,17.5,547.6,Gachsaran7,ANHY,25kg,0,,,3,2,,0,,,0,65,50
2020-06-02 00:00:00.000,1399/03/13,WellB,Drilling,FluidSection,Mud,17.5,547.6,Gachsaran7,ANHY,50kg,,,,,,,,,,1,,
2020-06-02 00:00:00.000,1399/03/13,WellB,Drilling,FluidSection,Mud,17.5,547.6,Gachsaran7,ANHY,Ton,,45,0,,,0,,0,7,,,
2020-06-03 00:00:00.000,1399/03/14,WellB,Drilling,FluidSection,Mud,17.5,594,Gachsaran7,G.MARL/ SALT/ANHY,25kg,0,,,4,0,,0,,,0,0,100
2020-06-03 00:00:00.000,1399/03/14,WellB,Drilling,FluidSection,Mud,17.5,594,Gachsaran7,G.MARL/ SALT/ANHY,50kg,,,,,,,,,,2,,
2020-06-03 00:00:00.000,1399/03/14,WellB,Drilling,FluidSection,Mud,17.5,594,Gachsaran7,G.MARL/ SALT/ANHY,Ton,,0,0,,,0,,0,7,,,
2020-06-04 00:00:00.000,1399/03/15,WellB,Drilling,FluidSection,Mud,17.5,681,Gachsaran7,G.MARL/ SALT/ANHY,25kg,0,,,6,10,,0,,,0,10,20
2020-06-04 00:00:00.000,1399/03/15,WellB,Drilling,FluidSection,Mud,17.5,681,Gachsaran7,G.MARL/ SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-04 00:00:00.000,1399/03/15,WellB,Drilling,FluidSection,Mud,17.5,681,Gachsaran7,G.MARL/ SALT/ANHY,Ton,,85.5,0,,,0,,0,2,,,
2020-06-05 00:00:00.000,1399/03/16,WellB,Drilling,FluidSection,Mud,17.5,758,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,5,15,,0,,,0,0,45
2020-06-05 00:00:00.000,1399/03/16,WellB,Drilling,FluidSection,Mud,17.5,758,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,1,,
2020-06-05 00:00:00.000,1399/03/16,WellB,Drilling,FluidSection,Mud,17.5,758,Gachsaran7,MARL/SALT/ANHY,Ton,,30,0,,,0,,0,5,,,
2020-06-06 00:00:00.000,1399/03/17,WellB,Drilling,FluidSection,Mud,17.5,805,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,5,14,,0,,,0,0,30
2020-06-06 00:00:00.000,1399/03/17,WellB,Drilling,FluidSection,Mud,17.5,805,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-06 00:00:00.000,1399/03/17,WellB,Drilling,FluidSection,Mud,17.5,805,Gachsaran7,MARL/SALT/ANHY,Ton,,0,0,,,0,,0,0,,,
2020-06-07 00:00:00.000,1399/03/18,WellB,Drilling,FluidSection,Mud,17.5,851,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,5,18,,0,,,0,0,30
2020-06-07 00:00:00.000,1399/03/18,WellB,Drilling,FluidSection,Mud,17.5,851,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,1,,
2020-06-07 00:00:00.000,1399/03/18,WellB,Drilling,FluidSection,Mud,17.5,851,Gachsaran7,MARL/SALT/ANHY,Ton,,30,0,,,0,,0,3,,,
2020-06-08 00:00:00.000,1399/03/19,WellB,Drilling,FluidSection,Mud,17.5,903,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,0,7,,0,,,0,0,70
2020-06-08 00:00:00.000,1399/03/19,WellB,Drilling,FluidSection,Mud,17.5,903,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-08 00:00:00.000,1399/03/19,WellB,Drilling,FluidSection,Mud,17.5,903,Gachsaran7,MARL/SALT/ANHY,Ton,,97.5,0,,,0,,0,8,,,
2020-06-09 00:00:00.000,1399/03/20,WellB,Drilling,FluidSection,Mud,17.5,916,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,0,20,,0,,,0,0,23
2020-06-09 00:00:00.000,1399/03/20,WellB,Drilling,FluidSection,Mud,17.5,916,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-09 00:00:00.000,1399/03/20,WellB,Drilling,FluidSection,Mud,17.5,916,Gachsaran7,MARL/SALT/ANHY,Ton,,60,0,,,0,,0,6,,,
2020-06-10 00:00:00.000,1399/03/21,WellB,Drilling,FluidSection,Mud,17.5,994,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,0,19,,0,,,0,0,40
2020-06-10 00:00:00.000,1399/03/21,WellB,Drilling,FluidSection,Mud,17.5,994,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-10 00:00:00.000,1399/03/21,WellB,Drilling,FluidSection,Mud,17.5,994,Gachsaran7,MARL/SALT/ANHY,Ton,,18,0,,,0,,0,6,,,
2020-06-11 00:00:00.000,1399/03/22,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,0,8,,0,,,0,0,43
2020-06-11 00:00:00.000,1399/03/22,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-11 00:00:00.000,1399/03/22,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran7,MARL/SALT/ANHY,Ton,,15,0,,,0,,0,7,,,
2020-06-12 00:00:00.000,1399/03/23,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran7,MARL/SALT/ANHY,25kg,0,,,0,2,,0,,,0,0,15
2020-06-12 00:00:00.000,1399/03/23,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran7,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-12 00:00:00.000,1399/03/23,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran7,MARL/SALT/ANHY,Ton,,9,0,,,0,,0,0,,,
2020-06-13 00:00:00.000,1399/03/24,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,12,,0,,,2,0,0
2020-06-13 00:00:00.000,1399/03/24,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-13 00:00:00.000,1399/03/24,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran6,MARL/SALT/ANHY,Ton,,9,0,,,0,,0,0,,,
2020-06-14 00:00:00.000,1399/03/25,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,6,,0,,,0,0,0
2020-06-14 00:00:00.000,1399/03/25,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-14 00:00:00.000,1399/03/25,WellB,Drilling,FluidSection,Mud,17.5,1026,Gachsaran6,MARL/SALT/ANHY,Ton,,0,0,,,0,,0,0,,,
2020-06-15 00:00:00.000,1399/03/26,WellB,Drilling,FluidSection,Mud,17.5,1069,Gachsaran6,MARL/SALT/ANHY,25kg,1,,,0,8,,0,,,0,0,26
2020-06-15 00:00:00.000,1399/03/26,WellB,Drilling,FluidSection,Mud,17.5,1069,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-15 00:00:00.000,1399/03/26,WellB,Drilling,FluidSection,Mud,17.5,1069,Gachsaran6,MARL/SALT/ANHY,Ton,,30,0,,,0,,0,7,,,
2020-06-16 00:00:00.000,1399/03/27,WellB,Drilling,FluidSection,Mud,17.5,1126,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,5,,0,,,2,0,60
2020-06-16 00:00:00.000,1399/03/27,WellB,Drilling,FluidSection,Mud,17.5,1126,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-16 00:00:00.000,1399/03/27,WellB,Drilling,FluidSection,Mud,17.5,1126,Gachsaran6,MARL/SALT/ANHY,Ton,,36,0,,,0,,0,8,,,
2020-06-17 00:00:00.000,1399/03/28,WellB,Drilling,FluidSection,Mud,17.5,1171,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,7,,0,,,0,0,41
2020-06-17 00:00:00.000,1399/03/28,WellB,Drilling,FluidSection,Mud,17.5,1171,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,1,,
2020-06-17 00:00:00.000,1399/03/28,WellB,Drilling,FluidSection,Mud,17.5,1171,Gachsaran6,MARL/SALT/ANHY,Ton,,31.5,0,,,0,,0,6,,,
2020-06-18 00:00:00.000,1399/03/29,WellB,Drilling,FluidSection,Mud,17.5,1211,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,14,,0,,,0,0,19
2020-06-18 00:00:00.000,1399/03/29,WellB,Drilling,FluidSection,Mud,17.5,1211,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,0,,
2020-06-18 00:00:00.000,1399/03/29,WellB,Drilling,FluidSection,Mud,17.5,1211,Gachsaran6,MARL/SALT/ANHY,Ton,,36,0,,,0,,0,11,,,
2020-06-19 00:00:00.000,1399/03/30,WellB,Drilling,FluidSection,Mud,17.5,1266,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,10,,0,,,0,0,80
2020-06-19 00:00:00.000,1399/03/30,WellB,Drilling,FluidSection,Mud,17.5,1266,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,2,,
2020-06-19 00:00:00.000,1399/03/30,WellB,Drilling,FluidSection,Mud,17.5,1266,Gachsaran6,MARL/SALT/ANHY,Ton,,24,0,,,0,,0,8,,,
2020-06-20 00:00:00.000,1399/03/31,WellB,Drilling,FluidSection,Mud,17.5,1327,Gachsaran6,MARL/SALT/ANHY,25kg,0,,,0,6,,0,,,0,0,60
2020-06-20 00:00:00.000,1399/03/31,WellB,Drilling,FluidSection,Mud,17.5,1327,Gachsaran6,MARL/SALT/ANHY,50kg,,,,,,,,,,14,,
2020-06-20 00:00:00.000,1399/03/31,WellB,Drilling,FluidSection,Mud,17.5,1327,Gachsaran6,MARL/SALT/ANHY,Ton,,27,0,,,0,,0,0,,,
