WellName,Days,Date_Shamsi,Date_Miladi,Total Time,DEPTH (m),HoleSize inch,Air Wrench,Air hoist,BOP Test/Drill,CSG PRSS. TEST,CSG/LNR Running,Cementing,Client Waiting,Cut & Slips drilling line,Draw works,Drill Out,Equipments,Fishing,Force Majeure,Generator,Hole Conditioning,IBOP,LOT / FIT,Mud Conditioning,Mud material,Mud pump,NIDC Cement Service Waiting,NIDC Mud Logging Service Waiting,NIDC Surface facilities Service Waiting,Nipple Up/Down,Others Contingency,Others Drilling Fluid Service Waiting,Others Rig Equipments,Others Rig operation waiting,Plug Back / Side Tracking,Plugging Bit/String/ CSG,Round Trip,Stand pipe,Stuck Pipe/Casing,Surveying,TDS,TOTCO Machine,Un-suitable mud properties,Vertical Drilling,Wait on Cement (WOC),Wash pipe,Well Logging,Well control system
WellA,118,98/10/01,2019-12-22 00:00:00.000,11,1878,12.25,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,1,,,,
WellA,118,98/10/01,2019-12-22 00:00:00.000,13,1878,17.5,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,119,98/10/02,2019-12-23 00:00:00.000,12,1885,12.25,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,9,,,,
WellA,119,98/10/02,2019-12-23 00:00:00.000,12,1885,17.5,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,12,98/06/16,2019-09-07 00:00:00.000,24,282,26,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,21,,,,
WellA,120,98/10/03,2019-12-24 00:00:00.000,16,1888,17.5,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,120,98/10/03,2019-12-24 00:00:00.000,8,1888,12.25,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
WellA,121,98/10/04,2019-12-25 00:00:00.000,24,1888,12.25,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,11,,,,,,,4,,,,
WellA,122,98/10/05,2019-12-26 00:00:00.000,24,1928,12.25,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,
WellA,123,98/10/06,2019-12-27 00:00:00.000,24,1957,12.25,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,10,,,13.5,,,,
WellA,124,98/10/07,2019-12-28 00:00:00.000,24,2030,12.25,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,23,,,,
WellA,125,98/10/08,2019-12-29 00:00:00.000,24,2072,12.25,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,16,,,,
WellA,126,98/10/09,2019-12-30 00:00:00.000,24,2115,12.25,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,3.5,,,,19,,,,
WellA,127,98/10/10,2019-12-31 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,3,,,,,,,20.5,,,,
WellA,128,98/10/11,2020-01-01 00:00:00.000,24,2155,12.25,,,4,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,10
WellA,129,98/10/12,2020-01-02 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,13,98/06/17,2019-09-08 00:00:00.000,24,296,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,4,,2,,8,,,,
WellA,130,98/10/13,2020-01-03 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,131,98/10/14,2020-01-04 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,132,98/10/15,2020-01-05 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,133,98/10/16,2020-01-06 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,134,98/10/17,2020-01-07 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,12
WellA,135,98/10/18,2020-01-08 00:00:00.000,24,2155,12.25,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,9,,,,,,,,,,,9
WellA,136,98/10/19,2020-01-09 00:00:00.000,24,2197,12.25,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,15,,,,
WellA,137,98/10/20,2020-01-10 00:00:00.000,24,2251,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellA,138,98/10/21,2020-01-11 00:00:00.000,24,2310,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellA,139,98/10/22,2020-01-12 00:00:00.000,24,2352,12.25,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,19,,,,
WellA,14,98/06/18,2019-09-09 00:00:00.000,24,350,26,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,6,,,14,,,,
WellA,140,98/10/23,2020-01-13 00:00:00.000,24,2401,12.25,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,
WellA,141,98/10/24,2020-01-14 00:00:00.000,24,2413,12.25,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,9,,,,
WellA,142,98/10/25,2020-01-15 00:00:00.000,24,2413,12.25,,,,,,,,2,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,143,98/10/26,2020-01-16 00:00:00.000,24,2413,12.25,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,144,98/10/27,2020-01-17 00:00:00.000,24,2413,12.25,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,145,98/10/28,2020-01-18 00:00:00.000,24,2413,12.25,,,,,11,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,146,98/10/29,2020-01-19 00:00:00.000,24,2413,12.25,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
WellA,147,98/10/30,2020-01-20 00:00:00.000,24,2413,12.25,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,
WellA,148,98/11/01,2020-01-21 00:00:00.000,24,2413,12.25,,,,,5.5,12.5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,
WellA,149,98/11/02,2020-01-22 00:00:00.000,24,2413,12.25,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,8,,,
WellA,15,98/06/19,2019-09-10 00:00:00.000,24,425,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,21,,,,
WellA,150,98/11/03,2020-01-23 00:00:00.000,24,2413,12.25,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
WellA,151,98/11/04,2020-01-24 00:00:00.000,24,2413,12.25,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,12,,,,3,,,,,,,
WellA,152,98/11/05,2020-01-25 00:00:00.000,24,2413,12.25,,,,,,,,,,20,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
WellA,153,98/11/06,2020-01-26 00:00:00.000,17,2427,8.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,
WellA,153,98/11/06,2020-01-26 00:00:00.000,7,2427,12.25,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
WellA,154,98/11/07,2020-01-27 00:00:00.000,24,2427,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
WellA,155,98/11/08,2020-01-28 00:00:00.000,24,2427,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
WellA,156,98/11/09,2020-01-29 00:00:00.000,11,2427,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
WellA,156,98/11/09,2020-01-29 00:00:00.000,24,2427,8.5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,11,8
WellA,157,98/11/10,2020-01-30 00:00:00.000,24,2427,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,12
WellA,158,98/11/11,2020-01-31 00:00:00.000,24,2469,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellA,159,98/11/12,2020-02-01 00:00:00.000,24,2508,8.5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2.5,,,,19.5,,,,
WellA,16,98/06/20,2019-09-11 00:00:00.000,24,475,26,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,16,,,,
WellA,160,98/11/13,2020-02-02 00:00:00.000,24,2559,8.5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,18,,,,
WellA,161,98/11/14,2020-02-03 00:00:00.000,24,2613,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellA,162,98/11/15,2020-02-04 00:00:00.000,24,2633,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,19,,,,
WellA,163,98/11/16,2020-02-05 00:00:00.000,24,2640,8.5,,,,,,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,,,,,15,,,,
WellA,164,98/11/17,2020-02-06 00:00:00.000,24,2657,8.5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,22,,,,
WellA,165,98/11/18,2020-02-07 00:00:00.000,24,2657,8.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,6
WellA,166,98/11/19,2020-02-08 00:00:00.000,24,2657,8.5,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,14.5
WellA,167,98/11/20,2020-02-09 00:00:00.000,24,2657,8.5,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
WellA,168,98/11/21,2020-02-10 00:00:00.000,24,2700,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,22,,,,
WellA,169,98/11/22,2020-02-11 00:00:00.000,24,2750,8.5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,20,,,,
WellA,17,98/06/21,2019-09-12 00:00:00.000,24,529,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,3.5,,,18,,,,
WellA,170,98/11/23,2020-02-12 00:00:00.000,24,2784,8.5,,,,,,,,,,,,,,,0.5,5.5,,,,,,,,,,,,,,,,,,1,,,,17,,,,
WellA,171,98/11/24,2020-02-13 00:00:00.000,24,2823,8.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,3.5,,,,20,,,,
WellA,172,98/11/25,2020-02-14 00:00:00.000,24,2848,8.5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,20,,,,
WellA,173,98/11/26,2020-02-15 00:00:00.000,24,2869,8.5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,18,,,,
WellA,174,98/11/27,2020-02-16 00:00:00.000,24,2901,8.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,
WellA,175,98/11/28,2020-02-17 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,13,,,,,1,,,,,,,,,,,3,,,,,,,7,,,,
WellA,176,98/11/29,2020-02-18 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,5,,,,,,,,,,,
WellA,177,98/11/30,2020-02-19 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,10,1,,,6,,,,,,,,,,,,7,,,,,,,,,,,
WellA,178,98/12/01,2020-02-20 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,12
WellA,179,98/12/02,2020-02-21 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,18,98/06/22,2019-09-13 00:00:00.000,24,529,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,
WellA,180,98/12/03,2020-02-22 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,181,98/12/04,2020-02-23 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,9
WellA,182,98/12/05,2020-02-24 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,183,98/12/06,2020-02-25 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,184,98/12/07,2020-02-26 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,185,98/12/08,2020-02-27 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,186,98/12/09,2020-02-28 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,187,98/12/10,2020-02-29 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,188,98/12/11,2020-03-01 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,189,98/12/12,2020-03-02 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,19,98/06/23,2019-09-14 00:00:00.000,24,551,26,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,18,,,,,,,,,5,,,,
WellA,190,98/12/13,2020-03-03 00:00:00.000,24,2911,8.5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,18
WellA,191,98/12/14,2020-03-04 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,192,98/12/15,2020-03-05 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,15
WellA,193,98/12/16,2020-03-06 00:00:00.000,24,2911,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
WellA,194,98/12/17,2020-03-07 00:00:00.000,24,2919,8.5,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,13,,,,
WellA,195,98/12/18,2020-03-08 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,2,,,8,
WellA,196,98/12/19,2020-03-09 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,197,98/12/20,2020-03-10 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,198,98/12/21,2020-03-11 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,199,98/12/22,2020-03-12 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,4,,,,20,,,,,,,,,,,,,,,,,,,,,,,
WellA,2,98/06/06,2019-08-28 00:00:00.000,24,87,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellA,20,98/06/24,2019-09-15 00:00:00.000,24,603,26,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,22,,,,
WellA,200,98/12/23,2020-03-13 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,201,98/12/24,2020-03-14 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,202,98/12/25,2020-03-15 00:00:00.000,24,2919.5,8.5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
WellA,203,98/12/26,2020-03-16 00:00:00.000,24,2919.5,8.5,,,7,,,,,,,,,,,,,,,,8,,,,,,,,,,,,9,,,,,,,,,,,
WellA,204,98/12/27,2020-03-17 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,205,98/12/28,2020-03-18 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,206,98/12/29,2020-03-19 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,207,99/01/01,2020-03-20 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,208,99/01/02,2020-03-21 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,14,,,,,,,,10,,,,,,,,,,,,,,,,,,,
WellA,209,99/01/03,2020-03-22 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,1,,,,,,,,,,22,,1,,,,,,,,,,,,,,,,,
WellA,21,98/06/25,2019-09-16 00:00:00.000,24,642,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,17,,1,,
WellA,210,99/01/04,2020-03-23 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,211,99/01/05,2020-03-24 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,212,99/01/06,2020-03-25 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,213,99/01/07,2020-03-26 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,214,99/01/08,2020-03-27 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,215,99/01/09,2020-03-28 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,216,99/01/10,2020-03-29 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,217,99/01/11,2020-03-30 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,218,99/01/12,2020-03-31 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,219,99/01/13,2020-04-01 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,22,98/06/26,2019-09-17 00:00:00.000,24,667,26,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12,,,,,,,11,,,,
WellA,220,99/01/14,2020-04-02 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
WellA,221,99/01/15,2020-04-03 00:00:00.000,24,2919.5,8.5,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,222,99/01/16,2020-04-04 00:00:00.000,19,2919.5,8.5,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,23,98/06/27,2019-09-18 00:00:00.000,24,714,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,21,,,,
WellA,24,98/06/28,2019-09-19 00:00:00.000,24,746,26,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7.5,,,,,,,,14.5,,,,
WellA,25,98/06/29,2019-09-20 00:00:00.000,24,756,26,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,14.5,,,,2,2,,,3.5,,,,
WellA,26,98/06/30,2019-09-21 00:00:00.000,24,798,26,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,6,,,16,,,,
WellA,27,98/06/31,2019-09-22 00:00:00.000,24,848,26,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,21,,,,
WellA,28,98/07/01,2019-09-23 00:00:00.000,24,866,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,2,6,,,11.5,,,,
WellA,29,98/07/02,2019-09-24 00:00:00.000,24,873,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,,,,,,4.5,,,,
WellA,3,98/06/07,2019-08-29 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1.5,,,,16.5,,,,
WellA,30,98/07/03,2019-09-25 00:00:00.000,24,916,26,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,19,,,,
WellA,31,98/07/04,2019-09-26 00:00:00.000,24,932,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,3,,,,
WellA,32,98/07/05,2019-09-27 00:00:00.000,24,932,26,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,33,98/07/06,2019-09-28 00:00:00.000,24,973,26,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,2,,,,18.5,,,,
WellA,34,98/07/07,2019-09-29 00:00:00.000,24,998,26,,,,,,,,,,,,,,,,,,3,,,,,,,,,,10,,,,,,,,,,11,,,,
WellA,35,98/07/08,2019-09-30 00:00:00.000,24,998,26,,,,,20,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,
WellA,36,98/07/09,2019-10-01 00:00:00.000,24,998,26,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,37,98/07/10,2019-10-02 00:00:00.000,24,998,26,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
WellA,38,98/07/11,2019-10-03 00:00:00.000,24,998,26,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,4,,,
WellA,39,98/07/12,2019-10-04 00:00:00.000,24,998,26,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
WellA,4,98/06/08,2019-08-30 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,22,,,,
WellA,40,98/07/13,2019-10-05 00:00:00.000,24,998,26,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,41,98/07/14,2019-10-06 00:00:00.000,24,1006,17.5,,,,,,,,,,4,,,,,,,3,6,,1,,,,,,,,,,,,,,,1,,,9,,,,
