PlayerId,NameFirst,NameLast,CurrentHandle,CountryCode,TotalUSDPrize,Game,Genre,Continent,Country,Age
1004,Jung Hoon,Lee,MarineKing,kr,212397.14,Starcraft II,Strategy,Asia,South Korea,20
38456,Valentin,Vasilev,poiz0n,bg,260987.54,Counter Strike Global Offensive,Shooter,Europe,Bulgaria,25
54034,Piyapong,Proathaisong,Taoz,th,52118.54,Arena of Valor,Multiplayer Online Battle Arena,Asia,Thailand,30
6013,Eui Jin,Song,Rookie,kr,610445.7,League of Legends,Multiplayer Online Battle Arena,Asia,South Korea,25
47728,Zakarya,Hail,xBlyzes,fr,83373.91,Hearthstone,Card Game,Europe,France,22
1061,Young Suh,Yoon,TaeJa,kr,303679.63,Starcraft II,Strategy,Asia,South Korea,21
62314,Theo,Ferrer,Crue,se,715350.0,Fortnite,Battle Royale,Europe,Sweden,16
3946,Roman,Fominok,Resolut1on,ua,1460470.75,Dota 2,Multiplayer Online Battle Arena,Europe,Ukraine,24
47492,Laurynas,Rudys,Gaxy,lt,94926.51,PUBG,Battle Royale,Europe,Lithuania,25
33385,Liam,Simpson,Arcaner,au,57228.0,Heroes of the Storm,Multiplayer Online Battle Arena,Oceania,Australia,25
4629,Hyeong Seok,Jang,Looper,kr,346307.48,League of Legends,Multiplayer Online Battle Arena,Asia,South Korea,26
25983,George,Webb,BoarControl,gb,80924.07,Hearthstone,Card Game,Europe,United Kingdom,30
37332,Won Sik,Jung,Closer,kr,197480.74,Overwatch,Shooter,Asia,South Korea,19
73839,Daying,Wei,xxxLu,cn,105935.34,PUBG,Battle Royale,Asia,China,26
1123,Marcus,EklÃ¶f,ThorZaIN,se,102682.9,Starcraft II,Strategy,Europe,Sweden,20
8651,Zdravec,Gulubov,Hylissang,bg,325910.24,League of Legends,Multiplayer Online Battle Arena,Europe,Bulgaria,26
68648,-,-,BLUENOPING,th,56270.18,Arena of Valor,Multiplayer Online Battle Arena,Asia,Thailand,30
60455,Metasit,Leelapipatkul,Moowan,th,61228.35,Arena of Valor,Multiplayer Online Battle Arena,Asia,Thailand,29
43807,Samu,Kauppinen,Sambty,fi,242483.15,PUBG,Battle Royale,Europe,Finland,25
28605,Jong Hoon,Park,Hooligan,kr,92397.81,Heroes of the Storm,Multiplayer Online Battle Arena,Asia,South Korea,27
3613,Kevin,de Koning,Harstem,nl,109736.18,Starcraft II,Strategy,Europe,Netherlands,27
53973,-,-,Liang,tw,42482.43,Arena of Valor,Multiplayer Online Battle Arena,Asia,Taiwan,22
3145,Kuro,Takhasomi,KuroKy,de,5193382.81,Dota 2,Multiplayer Online Battle Arena,Europe,Germany,28
3843,Hyuk Kyu,Kim,Deft,kr,409144.64,League of Legends,Multiplayer Online Battle Arena,Asia,South Korea,20
53986,Há»“ng QuÃ¢n,Pháº¡m,Gau,vn,131670.38,Arena of Valor,Multiplayer Online Battle Arena,Asia,Vietnam,23
3176,Jong In,Kim,PraY,kr,374778.08,League of Legends,Multiplayer Online Battle Arena,Asia,South Korea,22
21212,Chattrakarn,Parichatkun,Erl2oR,th,27074.4,Arena of Valor,Multiplayer Online Battle Arena,Asia,Thailand,27
71040,Jack,Bancroft,DeadDraw,gb,67950.0,Hearthstone,Card Game,Europe,United Kingdom,27
50102,Jake,Winant,Snakers,us,47078.32,PUBG,Battle Royale,North America,United States of America,25
30547,Kenn Ã˜ster,Rasmussen,Zaelia,dk,147500.0,Heroes of the Storm,Multiplayer Online Battle Arena,Europe,Denmark,21
3883,Peter,Rasmussen,dupreeh,dk,1822989.41,Counter Strike Global Offensive,Shooter,Europe,Denmark,28
3305,Tal,Aizik,Fly,il,2381155.91,Dota 2,Multiplayer Online Battle Arena,Asia,Israel,28
60571,-,-,å°å…½,cn,36171.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,China,25
1352,Li Wei,Sun,XiaoT,cn,88040.91,Heroes of the Storm,Multiplayer Online Battle Arena,Asia,China,24
39487,Casper,Notto,Hunterace,no,341931.16,Hearthstone,Card Game,Europe,Norway,30
1426,Seok Hyun,Ko,HyuN,kr,233783.91,Starcraft II,Strategy,Asia,South Korea,21
3889,Vincent,Schopenhauer,Happy,fr,485910.46,Counter Strike Global Offensive,Shooter,Europe,France,27
12141,Bo,Li,LiBo,cn,100759.37,Hearthstone,Card Game,Asia,China,27
3290,Nathan,Schmitt,NBK,fr,805444.66,Counter Strike Global Offensive,Shooter,Europe,France,27
27718,Bo Seong,Gwak,Bdd,kr,182877.42,League of Legends,Multiplayer Online Battle Arena,Asia,South Korea,20
12186,Min Ho,Lee,Crown,kr,483747.81,League of Legends,Multiplayer Online Battle Arena,Asia,South Korea,24
8968,Damian,KisÅ‚owski,Furlan,pl,244070.27,Counter Strike Global Offensive,Shooter,Europe,Poland,21
