Year,Month,AGID,Incident Number,Incident Date,Reported Date Flag,Incident Hour,Cleared Except,Cargo Theft,Offense,Offense Name,Offense Category,Location,Attempt Complete,Method Entry,Premises Entered,Criminal Act,Bias,Weapon,Suspect Using,Victim Seq.,Victim Type,Victim Gender,Victim Race,Victim Ethnicity,victim Age,Victim Injury,Offender Seq.,Offender Gender,Offender Race,Offender Ethnicity,Offender Age,Relationship,Property Loss,Property Desc.,Drug Name,Estimated Drug Qty.,Drug Measure,Stolen,Recovered,Arrestee Seq.,Arrest Number,Arrest Date,Arrestee Age,Arrest Gender,Arrestee Race,Arrestee Enthnicity,Resident Code,Under-18,Clearance Ind,Multiple Indicator,Arrest Offense,Arrest Offense Name,Arrest Offense Category,Arrest Type,Arrest Weapon,Time,Offender Age Group,Victim Age Group,Arrestee Age Group,Offense Category Name,Gun Offense,Offender Race Name,Victim Race Name,Arrestee Race Name
2014,1,"MUPBC5555","145000632",2014-01-21 00:00:00.000,"",20,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",32,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","140061469",2014-01-22 00:00:00.000,"",17,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",23,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013696",2014-01-22 00:00:00.000,"",0,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",58,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Elderly","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013744",2014-01-22 00:00:00.000,"",0,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",40,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000651",2014-01-22 00:00:00.000,"",8,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",31,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013829",2014-01-23 00:00:00.000,"",10,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",37,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013831",2014-01-23 00:00:00.000,"",15,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",40,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000704",2014-01-23 00:00:00.000,"",22,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",36,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013872",2014-01-24 00:00:00.000,"",9,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",55,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000693",2014-01-24 00:00:00.000,"",20,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",25,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000751",2014-01-25 00:00:00.000,"",21,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",47,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013866",2014-01-26 00:00:00.000,"",3,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",27,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","140074374",2014-01-27 00:00:00.000,"",14,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",21,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000763",2014-01-27 00:00:00.000,"",15,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",29,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143014026",2014-01-30 00:00:00.000,"",16,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",22,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","140085341",2014-01-31 00:00:00.000,"",13,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",27,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","143014082",2014-02-01 00:00:00.000,"",0,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",45,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","145000863",2014-02-01 00:00:00.000,"",15,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",61,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Elderly","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","145000882",2014-02-01 00:00:00.000,"",3,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",22,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","140116014",2014-02-11 00:00:00.000,"",7,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",54,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","143014387",2014-02-11 00:00:00.000,"",7,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",34,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","140119325",2014-02-12 00:00:00.000,"",14,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",25,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","140121323",2014-02-13 00:00:00.000,"",1,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",24,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","143014525",2014-02-13 00:00:00.000,"",16,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",72,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Senior Citizen","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","145001157",2014-02-13 00:00:00.000,"",16,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",72,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Senior Citizen","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,2,"MUPBC5555","145001158",2014-02-13 00:00:00.000,"",15,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",59,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Elderly","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
