Date,Chain,Postcode,Category,Total Units,Sale Price,Cost Price,Sales,Cost,Gross Profit
2016-08-01 00:00:00.000,"Ready Wear",2116,"Womens",1,1,1,1,1,0
2016-08-01 00:00:00.000,"Bellings",2158,"Shoes",1,1,1,1,1,0
2016-08-01 00:00:00.000,"Ready Wear",2350,"Womens",1,1,1,1,1,0
2016-08-01 00:00:00.000,"Ready Wear",2541,"Accessories",1,1,1,1,1,0
2016-08-01 00:00:00.000,"Ready Wear",2617,"Intimate",1,1,1,1,1,0
2016-08-01 00:00:00.000,"Ready Wear",4551,"Womens",1,1,1,1,1,0
2016-08-01 00:00:00.000,"Ready Wear",800,"Intimate",1,1,1,1,1,0
2016-09-01 00:00:00.000,"Ready Wear",2101,"Hosiery",1,1,1,1,1,0
2016-10-01 00:00:00.000,"Bellings",2141,"Shoes",1,1,1,1,1,0
2016-10-01 00:00:00.000,"Ready Wear",3199,"Accessories",1,1,1,1,1,0
2016-10-01 00:00:00.000,"Bellings",5290,"Womens",1,1,1,1,1,0
2016-10-01 00:00:00.000,"Ready Wear",6330,"Kids",1,1,1,1,1,0
2016-11-01 00:00:00.000,"Ready Wear",4119,"Shoes",1,1,1,1,1,0
2016-12-01 00:00:00.000,"Bellings",2750,"Accessories",1,1,1,1,1,0
2016-12-01 00:00:00.000,"Ready Wear",3551,"Kids",1,1,1,1,1,0
2017-01-01 00:00:00.000,"Ready Wear",2800,"Shoes",1,1,1,1,1,0
2017-01-01 00:00:00.000,"Ready Wear",3175,"Womens",1,1,1,1,1,0
2017-01-01 00:00:00.000,"Ready Wear",4053,"Accessories",1,1,1,1,1,0
2017-01-01 00:00:00.000,"Ready Wear",6330,"Accessories",1,1,1,1,1,0
2017-02-01 00:00:00.000,"Bellings",2064,"Kids",1,1,1,1,1,0
2017-02-01 00:00:00.000,"Ready Wear",2800,"Accessories",1,1,1,1,1,0
2017-02-01 00:00:00.000,"Bellings",4802,"Kids",1,1,1,1,1,0
2017-03-01 00:00:00.000,"Ready Wear",2101,"Hosiery",1,1,1,1,1,0
2017-04-01 00:00:00.000,"Bellings",2141,"Shoes",1,1,1,1,1,0
2017-04-01 00:00:00.000,"Ready Wear",3199,"Accessories",1,1,1,1,1,0
2017-04-01 00:00:00.000,"Bellings",5290,"Womens",1,1,1,1,1,0
2017-04-01 00:00:00.000,"Ready Wear",6330,"Kids",1,1,1,1,1,0
2017-05-01 00:00:00.000,"Ready Wear",4119,"Shoes",1,1,1,1,1,0
2017-06-01 00:00:00.000,"Bellings",2750,"Accessories",1,1,1,1,1,0
2017-06-01 00:00:00.000,"Ready Wear",3551,"Kids",1,1,1,1,1,0
2017-07-01 00:00:00.000,"Bellings",4883,"Intimate",1,1,1,1,1,0
2017-07-01 00:00:00.000,"Bellings",6030,"Intimate",1,1,1,1,1,0
2017-07-01 00:00:00.000,"Bellings",6725,"Intimate",1,1,1,1,1,0
2017-08-01 00:00:00.000,"Ready Wear",3551,"Hosiery",1,1,1,1,1,0
2017-08-01 00:00:00.000,"Bellings",4220,"Intimate",1,1,1,1,1,0
2017-08-01 00:00:00.000,"Ready Wear",3551,"Hosiery",1,1,1,1,1,0
2017-08-01 00:00:00.000,"Bellings",4220,"Intimate",1,1,1,1,1,0
2016-01-01 00:00:00.000,"Ready Wear",2617,"Juniors",1,1,7.5,1,7.5,-6.5
2016-01-01 00:00:00.000,"Ready Wear",4068,"Juniors",1,1,7,1,7,-6
2016-01-01 00:00:00.000,"Bellings",6021,"Womens",1,1,7,1,7,-6
2016-01-01 00:00:00.000,"Bellings",3429,"Juniors",1,1,5.5,1,5.5,-4.5
2016-01-01 00:00:00.000,"Ready Wear",4509,"Mens",1,1,5,1,5,-4
2016-01-01 00:00:00.000,"Ready Wear",4558,"Womens",1,1,5,1,5,-4
2016-01-01 00:00:00.000,"Bellings",4566,"Womens",1,1,4,1,4,-3
2016-01-01 00:00:00.000,"Bellings",3630,"Kids",1,1,3.25,1,3.25,-2.25
2016-01-01 00:00:00.000,"Bellings",3690,"Kids",1,1,3.25,1,3.25,-2.25
2016-01-01 00:00:00.000,"Ready Wear",4053,"Mens",1,1,2.74,1,2.74,-1.7400000000000002
2016-01-01 00:00:00.000,"Bellings",2539,"Juniors",1,1,2.5,1,2.5,-1.5
2016-01-01 00:00:00.000,"Bellings",2485,"Womens",1,1,2.25,1,2.25,-1.25
2016-01-01 00:00:00.000,"Ready Wear",3551,"Shoes",1,1,2,1,2,-1
2016-01-01 00:00:00.000,"Ready Wear",2795,"Womens",1,1,1.5,1,1.5,-0.5
2016-01-01 00:00:00.000,"Bellings",6010,"Womens",1,1,0.67,1,0.67,0.32999999999999996
2016-01-01 00:00:00.000,"Ready Wear",2560,"Mens",1,1,0.5,1,0.5,0.5
2016-01-01 00:00:00.000,"Bellings",4566,"Mens",1,1,0.35,1,0.35,0.65
2016-02-01 00:00:00.000,"Bellings",4655,"Juniors",1,1,6,1,6,-5
2016-02-01 00:00:00.000,"Bellings",6030,"Juniors",1,1,6,1,6,-5
2016-02-01 00:00:00.000,"Bellings",2609,"Juniors",1,1,5.5,1,5.5,-4.5
2016-02-01 00:00:00.000,"Bellings",3931,"Shoes",1,1,4,1,4,-3
2016-02-01 00:00:00.000,"Bellings",6021,"Juniors",1,1,4,1,4,-3
2016-02-01 00:00:00.000,"Bellings",2064,"Womens",1,1,3.5,1,3.5,-2.5
2016-02-01 00:00:00.000,"Ready Wear",4215,"Intimate",1,1,3.5,1,3.5,-2.5
2016-02-01 00:00:00.000,"Ready Wear",2560,"Accessories",1,1,3,1,3,-2
2016-02-01 00:00:00.000,"Bellings",3030,"Juniors",1,1,3,1,3,-2
2016-02-01 00:00:00.000,"Bellings",5082,"Kids",1,1,3,1,3,-2
2016-02-01 00:00:00.000,"Bellings",5343,"Womens",1,1,3,1,3,-2
2016-02-01 00:00:00.000,"Ready Wear",800,"Intimate",1,1,0.5,1,0.5,0.5
2016-02-01 00:00:00.000,"Bellings",3931,"Womens",1,1,2.75,1,2.75,-1.75
2016-02-01 00:00:00.000,"Bellings",5607,"Hosiery",1,1,2.5,1,2.5,-1.5
2016-02-01 00:00:00.000,"Bellings",2141,"Groceries",1,1,2.05,1,2.05,-1.0499999999999998
2016-02-01 00:00:00.000,"Bellings",4566,"Juniors",1,1,2,1,2,-1
2016-02-01 00:00:00.000,"Ready Wear",2116,"Kids",1,1,1.75,1,1.75,-0.75
2016-02-01 00:00:00.000,"Bellings",7320,"Mens",1,1,1.75,1,1.75,-0.75
2016-02-01 00:00:00.000,"Bellings",7320,"Groceries",1,1,1.75,1,1.75,-0.75
2016-02-01 00:00:00.000,"Bellings",4566,"Accessories",1,1,1.25,1,1.25,-0.25
2016-02-01 00:00:00.000,"Bellings",3179,"Mens",1,1,0.75,1,0.75,0.25
2016-02-01 00:00:00.000,"Bellings",5607,"Groceries",1,1,0.75,1,0.75,0.25
2016-02-01 00:00:00.000,"Ready Wear",2015,"Mens",1,1,0.5,1,0.5,0.5
2016-02-01 00:00:00.000,"Ready Wear",2800,"Kids",1,1,0.5,1,0.5,0.5
2016-02-01 00:00:00.000,"Ready Wear",3018,"Intimate",1,1,0.5,1,0.5,0.5
2016-02-01 00:00:00.000,"Ready Wear",4509,"Kids",1,1,0.5,1,0.5,0.5
2016-02-01 00:00:00.000,"Ready Wear",6280,"Mens",1,1,0.5,1,0.5,0.5
2016-02-01 00:00:00.000,"Bellings",2064,"Intimate",1,1,0.4,1,0.4,0.6
2016-02-01 00:00:00.000,"Ready Wear",4558,"Intimate",1,1,0.4,1,0.4,0.6
2016-02-01 00:00:00.000,"Ready Wear",2480,"Mens",1,1,0.35,1,0.35,0.65
2016-03-01 00:00:00.000,"Bellings",2120,"Womens",1,1,15,1,15,-14
2016-03-01 00:00:00.000,"Ready Wear",6280,"Womens",1,1,15,1,15,-14
2016-03-01 00:00:00.000,"Ready Wear",3551,"Juniors",1,1,11,1,11,-10
2016-03-01 00:00:00.000,"Ready Wear",4068,"Juniors",1,1,11,1,11,-10
2016-03-01 00:00:00.000,"Ready Wear",6330,"Juniors",1,1,11,1,11,-10
2016-03-01 00:00:00.000,"Ready Wear",2800,"Womens",1,1,10,1,10,-9
2016-03-01 00:00:00.000,"Ready Wear",3175,"Womens",1,1,10,1,10,-9
2016-03-01 00:00:00.000,"Ready Wear",4509,"Juniors",1,1,10,1,10,-9
2016-03-01 00:00:00.000,"Bellings",4680,"Womens",1,1,10,1,10,-9
2016-03-01 00:00:00.000,"Bellings",5169,"Juniors",1,1,10,1,10,-9
2016-03-01 00:00:00.000,"Bellings",4566,"Womens",1,1,8.75,1,8.75,-7.75
2016-03-01 00:00:00.000,"Bellings",4220,"Womens",1,1,8.5,1,8.5,-7.5
2016-03-01 00:00:00.000,"Ready Wear",3076,"Juniors",1,1,7.5,1,7.5,-6.5
2016-03-01 00:00:00.000,"Bellings",4680,"Mens",1,1,7,1,7,-6
2016-03-01 00:00:00.000,"Bellings",2485,"Juniors",1,1,6.25,1,6.25,-5.25
2016-03-01 00:00:00.000,"Ready Wear",3148,"Juniors",1,1,6,1,6,-5
2016-03-01 00:00:00.000,"Bellings",3500,"Womens",1,1,6,1,6,-5
2016-03-01 00:00:00.000,"Ready Wear",6280,"Juniors",1,1,6,1,6,-5
2016-03-01 00:00:00.000,"Bellings",3977,"Juniors",1,1,5.5,1,5.5,-4.5
2016-03-01 00:00:00.000,"Ready Wear",4509,"Womens",1,1,5.5,1,5.5,-4.5
2016-03-01 00:00:00.000,"Bellings",5082,"Juniors",1,1,5.5,1,5.5,-4.5
2016-03-01 00:00:00.000,"Ready Wear",2560,"Juniors",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Ready Wear",2617,"Womens",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Bellings",3280,"Juniors",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Bellings",3500,"Womens",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Bellings",3690,"Juniors",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Ready Wear",4558,"Juniors",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Bellings",4825,"Juniors",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Bellings",6027,"Juniors",1,1,5,1,5,-4
2016-03-01 00:00:00.000,"Bellings",4802,"Womens",1,1,4.75,1,4.75,-3.75
2016-03-01 00:00:00.000,"Ready Wear",2795,"Juniors",1,1,4.5,1,4.5,-3.5
2016-03-01 00:00:00.000,"Bellings",4305,"Womens",1,1,4.5,1,4.5,-3.5
2016-03-01 00:00:00.000,"Bellings",5082,"Womens",1,1,4.25,1,4.25,-3.25
2016-03-01 00:00:00.000,"Ready Wear",2154,"Juniors",1,1,4,1,4,-3
2016-03-01 00:00:00.000,"Bellings",3131,"Juniors",1,1,4,1,4,-3
2016-03-01 00:00:00.000,"Ready Wear",6330,"Womens",1,1,4,1,4,-3
2016-03-01 00:00:00.000,"Ready Wear",2541,"Womens",1,1,3.5,1,3.5,-2.5
2016-03-01 00:00:00.000,"Ready Wear",2830,"Juniors",1,1,3.5,1,3.5,-2.5
2016-03-01 00:00:00.000,"Bellings",3179,"Womens",1,1,3.5,1,3.5,-2.5
2016-03-01 00:00:00.000,"Ready Wear",3551,"Home",1,1,3.5,1,3.5,-2.5
2016-03-01 00:00:00.000,"Bellings",4703,"Womens",1,1,3.5,1,3.5,-2.5
2016-03-01 00:00:00.000,"Bellings",4012,"Kids",1,1,3.25,1,3.25,-2.25
2016-03-01 00:00:00.000,"Ready Wear",2020,"Womens",1,1,3,1,3,-2
2016-03-01 00:00:00.000,"Ready Wear",2650,"Womens",1,1,3,1,3,-2
2016-03-01 00:00:00.000,"Bellings",2750,"Juniors",1,1,3,1,3,-2
2016-03-01 00:00:00.000,"Bellings",4655,"Accessories",1,1,2.95,1,2.95,-1.9500000000000002
2016-03-01 00:00:00.000,"Bellings",2539,"Womens",1,1,2.75,1,2.75,-1.75
2016-03-01 00:00:00.000,"Bellings",4570,"Juniors",1,1,2.75,1,2.75,-1.75
2016-03-01 00:00:00.000,"Bellings",2539,"Juniors",1,1,2.5,1,2.5,-1.5
2016-03-01 00:00:00.000,"Ready Wear",3550,"Juniors",1,1,2.5,1,2.5,-1.5
2016-03-01 00:00:00.000,"Bellings",3690,"Womens",1,1,2.5,1,2.5,-1.5
2016-03-01 00:00:00.000,"Ready Wear",2350,"Intimate",1,1,2.25,1,2.25,-1.25
2016-03-01 00:00:00.000,"Ready Wear",2617,"Hosiery",1,1,2.25,1,2.25,-1.25
2016-03-01 00:00:00.000,"Bellings",2790,"Womens",1,1,2.25,1,2.25,-1.25
2016-03-01 00:00:00.000,"Bellings",4703,"Accessories",1,1,2.25,1,2.25,-1.25
2016-03-01 00:00:00.000,"Bellings",4870,"Accessories",1,1,2.25,1,2.25,-1.25
2016-03-01 00:00:00.000,"Bellings",5168,"Womens",1,1,2.25,1,2.25,-1.25
2016-03-01 00:00:00.000,"Ready Wear",2067,"Intimate",1,1,2,1,2,-1
2016-03-01 00:00:00.000,"Ready Wear",2067,"Accessories",1,1,2,1,2,-1
2016-03-01 00:00:00.000,"Ready Wear",3175,"Intimate",1,1,2,1,2,-1
2016-03-01 00:00:00.000,"Ready Wear",3551,"Intimate",1,1,2,1,2,-1
2016-03-01 00:00:00.000,"Bellings",5082,"Kids",1,1,1.9,1,1.9,-0.89999999999999991
2016-03-01 00:00:00.000,"Bellings",4700,"Kids",1,1,1.75,1,1.75,-0.75
2016-03-01 00:00:00.000,"Bellings",2485,"Mens",1,1,1.5,1,1.5,-0.5
2016-03-01 00:00:00.000,"Ready Wear",6330,"Intimate",1,1,1.5,1,1.5,-0.5
2016-03-01 00:00:00.000,"Ready Wear",2350,"Womens",1,1,1.25,1,1.25,-0.25
2016-03-01 00:00:00.000,"Ready Wear",2541,"Intimate",1,1,1.25,1,1.25,-0.25
2016-03-01 00:00:00.000,"Bellings",4012,"Kids",1,1,1.25,1,1.25,-0.25
2016-03-01 00:00:00.000,"Bellings",6027,"Kids",1,1,1.25,1,1.25,-0.25
2016-03-01 00:00:00.000,"Bellings",7010,"Kids",1,1,1.25,1,1.25,-0.25
2016-03-01 00:00:00.000,"Ready Wear",2031,"Womens",1,1,0.7,1,0.7,0.30000000000000004
2016-03-01 00:00:00.000,"Bellings",870,"Intimate",1,1,0.5,1,0.5,0.5
2016-03-01 00:00:00.000,"Ready Wear",2800,"Intimate",1,1,0.5,1,0.5,0.5
2016-03-01 00:00:00.000,"Ready Wear",2830,"Mens",1,1,0.5,1,0.5,0.5
2016-03-01 00:00:00.000,"Ready Wear",4119,"Intimate",1,1,0.5,1,0.5,0.5
2016-03-01 00:00:00.000,"Ready Wear",800,"Juniors",1,1,10,1,10,-9
2016-03-01 00:00:00.000,"Ready Wear",800,"Hosiery",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Ready Wear",4053,"Womens",1,1,20,1,20,-19
2016-04-01 00:00:00.000,"Ready Wear",4119,"Womens",1,1,20,1,20,-19
2016-04-01 00:00:00.000,"Ready Wear",6330,"Mens",1,1,6.5,1,6.5,-5.5
2016-04-01 00:00:00.000,"Bellings",4680,"Womens",1,1,5.25,1,5.25,-4.25
2016-04-01 00:00:00.000,"Ready Wear",2154,"Juniors",1,1,5,1,5,-4
2016-04-01 00:00:00.000,"Bellings",4870,"Womens",1,1,4.75,1,4.75,-3.75
2016-04-01 00:00:00.000,"Ready Wear",2541,"Kids",1,1,4.5,1,4.5,-3.5
2016-04-01 00:00:00.000,"Ready Wear",3550,"Womens",1,1,4.25,1,4.25,-3.25
2016-04-01 00:00:00.000,"Ready Wear",2020,"Juniors",1,1,4,1,4,-3
2016-04-01 00:00:00.000,"Bellings",3931,"Kids",1,1,3.25,1,3.25,-2.25
2016-04-01 00:00:00.000,"Bellings",7018,"Kids",1,1,3.25,1,3.25,-2.25
2016-04-01 00:00:00.000,"Bellings",2131,"Kids",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Bellings",2485,"Womens",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Bellings",2750,"Kids",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Bellings",2790,"Womens",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Ready Wear",2795,"Intimate",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Bellings",3500,"Kids",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Bellings",4570,"Kids",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Bellings",5082,"Kids",1,1,3,1,3,-2
2016-04-01 00:00:00.000,"Ready Wear",3551,"Hosiery",1,1,2.99,1,2.99,-1.9900000000000002
2016-04-01 00:00:00.000,"Ready Wear",3076,"Accessories",1,1,2,1,2,-1
2016-04-01 00:00:00.000,"Bellings",7018,"Kids",1,1,2,1,2,-1
2016-04-01 00:00:00.000,"Ready Wear",2031,"Womens",1,1,1.75,1,1.75,-0.75
2016-04-01 00:00:00.000,"Ready Wear",2617,"Womens",1,1,1.75,1,1.75,-0.75
2016-04-01 00:00:00.000,"Bellings",7010,"Hosiery",1,1,1.5,1,1.5,-0.5
2016-04-01 00:00:00.000,"Bellings",3131,"Accessories",1,1,1.25,1,1.25,-0.25
2016-04-01 00:00:00.000,"Ready Wear",2560,"Accessories",1,1,0.79,1,0.79,0.20999999999999996
2016-04-01 00:00:00.000,"Ready Wear",800,"Juniors",1,1,6,1,6,-5
2016-04-01 00:00:00.000,"Ready Wear",800,"Intimate",1,1,0.5,1,0.5,0.5
2016-05-01 00:00:00.000,"Ready Wear",3148,"Womens",1,1,10.25,1,10.25,-9.25
2016-05-01 00:00:00.000,"Bellings",4570,"Womens",1,1,5,1,5,-4
2016-05-01 00:00:00.000,"Ready Wear",2116,"Womens",1,1,4.35,1,4.35,-3.3499999999999996
2016-05-01 00:00:00.000,"Ready Wear",2560,"Kids",1,1,4,1,4,-3
2016-05-01 00:00:00.000,"Ready Wear",6330,"Juniors",1,1,3.75,1,3.75,-2.75
2016-05-01 00:00:00.000,"Bellings",2539,"Juniors",1,1,3.4,1,3.4,-2.4
2016-05-01 00:00:00.000,"Ready Wear",2350,"Hosiery",1,1,2.99,1,2.99,-1.9900000000000002
2016-05-01 00:00:00.000,"Ready Wear",3175,"Intimate",1,1,2.77,1,2.77,-1.77
2016-05-01 00:00:00.000,"Ready Wear",2480,"Accessories",1,1,2,1,2,-1
2016-05-01 00:00:00.000,"Bellings",3136,"Mens",1,1,2,1,2,-1
2016-05-01 00:00:00.000,"Bellings",3179,"Accessories",1,1,2,1,2,-1
2016-05-01 00:00:00.000,"Bellings",3134,"Hosiery",1,1,1.5,1,1.5,-0.5
2016-05-01 00:00:00.000,"Ready Wear",4119,"Juniors",1,1,1.5,1,1.5,-0.5
2016-05-01 00:00:00.000,"Bellings",3030,"Intimate",1,1,1.25,1,1.25,-0.25
2016-05-01 00:00:00.000,"Bellings",6027,"Intimate",1,1,0.9,1,0.9,0.099999999999999978
2016-05-01 00:00:00.000,"Ready Wear",3148,"Accessories",1,1,0.5,1,0.5,0.5
2016-05-01 00:00:00.000,"Ready Wear",2020,"Intimate",1,1,0.25,1,0.25,0.75
2016-06-01 00:00:00.000,"Ready Wear",4119,"Juniors",1,1,5,1,5,-4
2016-06-01 00:00:00.000,"Bellings",4700,"Mens",1,1,3.98,1,3.98,-2.98
2016-06-01 00:00:00.000,"Bellings",4703,"Mens",1,1,3.98,1,3.98,-2.98
2016-06-01 00:00:00.000,"Bellings",5607,"Womens",1,1,3,1,3,-2
2016-06-01 00:00:00.000,"Ready Wear",2480,"Kids",1,1,2.85,1,2.85,-1.85
2016-06-01 00:00:00.000,"Bellings",3280,"Womens",1,1,2.74,1,2.74,-1.7400000000000002
2016-06-01 00:00:00.000,"Bellings",6450,"Womens",1,1,2.74,1,2.74,-1.7400000000000002
2016-06-01 00:00:00.000,"Ready Wear",3175,"Mens",1,1,2.59,1,2.59,-1.5899999999999999
2016-06-01 00:00:00.000,"Bellings",6725,"Womens",1,1,2.5,1,2.5,-1.5
2016-06-01 00:00:00.000,"Bellings",6030,"Womens",1,1,2.25,1,2.25,-1.25
2016-06-01 00:00:00.000,"Ready Wear",2067,"Kids",1,1,2.02,1,2.02,-1.02
2016-06-01 00:00:00.000,"Ready Wear",2020,"Shoes",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",2480,"Accessories",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",2830,"Shoes",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",3353,"Shoes",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",3550,"Shoes",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",4509,"Shoes",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",4558,"Shoes",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Bellings",5290,"Intimate",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Bellings",7250,"Accessories",1,1,2,1,2,-1
2016-06-01 00:00:00.000,"Ready Wear",3018,"Intimate",1,1,1.5,1,1.5,-0.5
2016-06-01 00:00:00.000,"Ready Wear",3551,"Intimate",1,1,1.5,1,1.5,-0.5
2016-06-01 00:00:00.000,"Ready Wear",4551,"Intimate",1,1,1.5,1,1.5,-0.5
2016-06-01 00:00:00.000,"Ready Wear",6330,"Intimate",1,1,1.5,1,1.5,-0.5
2016-06-01 00:00:00.000,"Bellings",6030,"Hosiery",1,1,1.35,1,1.35,-0.35000000000000009
2016-06-01 00:00:00.000,"Bellings",3030,"Womens",1,1,1.25,1,1.25,-0.25
2016-06-01 00:00:00.000,"Ready Wear",4053,"Womens",1,1,1.25,1,1.25,-0.25
2016-06-01 00:00:00.000,"Ready Wear",2800,"Hosiery",1,1,1.1,1,1.1,-0.10000000000000009
2016-06-01 00:00:00.000,"Ready Wear",2480,"Hosiery",1,1,0.85,1,0.85,0.15000000000000002
2016-06-01 00:00:00.000,"Ready Wear",2650,"Hosiery",1,1,0.75,1,0.75,0.25
2016-06-01 00:00:00.000,"Ready Wear",3199,"Womens",1,1,0.61,1,0.61,0.39
2016-06-01 00:00:00.000,"Ready Wear",4068,"Juniors",1,1,0.4,1,0.4,0.6
2016-06-01 00:00:00.000,"Ready Wear",2154,"Accessories",1,1,0.25,1,0.25,0.75
2016-07-01 00:00:00.000,"Ready Wear",4558,"Womens",1,1,7.5,1,7.5,-6.5
2016-07-01 00:00:00.000,"Ready Wear",2560,"Juniors",1,1,5.25,1,5.25,-4.25
2016-07-01 00:00:00.000,"Bellings",6109,"Womens",1,1,5,1,5,-4
2016-07-01 00:00:00.000,"Bellings",4802,"Womens",1,1,4.25,1,4.25,-3.25
2016-07-01 00:00:00.000,"Bellings",870,"Mens",1,1,3.98,1,3.98,-2.98
2016-07-01 00:00:00.000,"Bellings",2131,"Womens",1,1,3.5,1,3.5,-2.5
2016-07-01 00:00:00.000,"Bellings",4566,"Womens",1,1,3.5,1,3.5,-2.5
2016-07-01 00:00:00.000,"Bellings",5607,"Womens",1,1,3.5,1,3.5,-2.5
2016-07-01 00:00:00.000,"Bellings",6030,"Kids",1,1,3.25,1,3.25,-2.25
2016-07-01 00:00:00.000,"Ready Wear",2480,"Kids",1,1,2.75,1,2.75,-1.75
2016-07-01 00:00:00.000,"Bellings",4305,"Womens",1,1,2.74,1,2.74,-1.7400000000000002
2016-07-01 00:00:00.000,"Bellings",4870,"Hosiery",1,1,2.5,1,2.5,-1.5
2016-07-01 00:00:00.000,"Bellings",2485,"Womens",1,1,2.25,1,2.25,-1.25
2016-07-01 00:00:00.000,"Bellings",4680,"Womens",1,1,2.25,1,2.25,-1.25
2016-07-01 00:00:00.000,"Bellings",4305,"Intimate",1,1,2,1,2,-1
2016-07-01 00:00:00.000,"Ready Wear",4551,"Juniors",1,1,1.77,1,1.77,-0.77
2016-07-01 00:00:00.000,"Ready Wear",2795,"Intimate",1,1,1.75,1,1.75,-0.75
2016-07-01 00:00:00.000,"Ready Wear",3353,"Intimate",1,1,1.75,1,1.75,-0.75
2016-07-01 00:00:00.000,"Ready Wear",2020,"Juniors",1,1,1.5,1,1.5,-0.5
2016-07-01 00:00:00.000,"Bellings",4655,"Kids",1,1,1.5,1,1.5,-0.5
2016-07-01 00:00:00.000,"Bellings",6052,"Kids",1,1,1.5,1,1.5,-0.5
2016-07-01 00:00:00.000,"Bellings",6725,"Juniors",1,1,1.4,1,1.4,-0.39999999999999991
2016-07-01 00:00:00.000,"Ready Wear",2067,"Kids",1,1,1.25,1,1.25,-0.25
2016-07-01 00:00:00.000,"Ready Wear",2480,"Accessories",1,1,1.25,1,1.25,-0.25
2016-07-01 00:00:00.000,"Ready Wear",2800,"Mens",1,1,1.25,1,1.25,-0.25
