RegID,RegStatus,RegDate,CourseID,StudentID,Action,ActionDate
6170,"Web Registered",2021-06-06 00:00:00.000,6001,288,"I",2021-11-30 14:30:33.786
4882,"Web Registered",2021-04-21 00:00:00.000,6001,289,"I",2021-11-30 14:30:33.786
5638,"Web Registered",2021-06-06 00:00:00.000,6001,291,"I",2021-11-30 14:30:33.786
8883,"Web Registered",2021-06-08 00:00:00.000,6000,298,"I",2021-11-30 14:30:33.786
3436,"Web Registered",2021-06-08 00:00:00.000,6000,301,"I",2021-11-30 14:30:33.786
5198,"Web Registered",2021-06-08 00:00:00.000,6000,302,"I",2021-11-30 14:30:33.786
1865,"Web Registered",2021-06-06 00:00:00.000,6000,153,"I",2021-11-30 14:30:33.786
7017,"Web Registered",2021-06-06 00:00:00.000,6000,163,"I",2021-11-30 14:30:33.790
1086,"Web Registered",2021-04-21 00:00:00.000,6000,169,"I",2021-11-30 14:30:33.790
4792,"Web Registered",2021-06-06 00:00:00.000,6000,173,"I",2021-11-30 14:30:33.790
7213,"Web Registered",2021-06-06 00:00:00.000,6000,183,"I",2021-11-30 14:30:33.790
8153,"Web Registered",2021-06-08 00:00:00.000,6000,133,"I",2021-11-30 14:30:33.790
7179,"Web Registered",2021-06-08 00:00:00.000,6000,131,"I",2021-11-30 14:30:33.790
1156,"Web Registered",2021-06-08 00:00:00.000,6008,151,"I",2021-11-30 14:30:33.790
5741,"Web Registered",2021-06-08 00:00:00.000,6000,161,"I",2021-11-30 14:30:33.790
5204,"Web Registered",2021-04-21 00:00:00.000,6000,259,"I",2021-11-30 14:30:33.790
4048,"Web Registered",2021-06-06 00:00:00.000,6000,303,"I",2021-11-30 14:30:33.790
3810,"Web Registered",2021-04-21 00:00:00.000,6000,239,"I",2021-11-30 14:30:33.793
1858,"Web Registered",2023-05-05 00:00:00.000,6002,259,"I",2021-11-30 14:30:33.793
8525,"Web Registered",2021-06-25 00:00:00.000,6007,393,"I",2021-11-30 14:30:33.793
2147,"Web Registered",2021-06-06 00:00:00.000,6000,152,"I",2021-11-30 14:30:33.793
5697,"Web Registered",2021-04-21 00:00:00.000,6000,154,"I",2021-11-30 14:30:33.793
3666,"Web Registered",2021-06-08 00:00:00.000,6000,162,"I",2021-11-30 14:30:33.793
8433,"Web Registered",2021-06-08 00:00:00.000,6000,171,"I",2021-11-30 14:30:33.793
8070,"Web Registered",2021-06-08 00:00:00.000,6000,172,"I",2021-11-30 14:30:33.793
7185,"Web Registered",2023-05-05 00:00:00.000,6002,178,"I",2021-11-30 14:30:33.793
2722,"Web Registered",2021-06-25 00:00:00.000,6007,180,"I",2021-11-30 14:30:33.793
6014,"Web Registered",2021-04-21 00:00:00.000,6000,182,"I",2021-11-30 14:30:33.793
2404,"Web Registered",2021-04-21 00:00:00.000,6000,184,"I",2021-11-30 14:30:33.793
6623,"Web Registered",2021-06-06 00:00:00.000,6000,185,"I",2021-11-30 14:30:33.793
1791,"Web Registered",2021-04-21 00:00:00.000,6000,186,"I",2021-11-30 14:30:33.796
3392,"Web Registered",2021-06-06 00:00:00.000,6003,187,"I",2021-11-30 14:30:33.796
5104,"Web Registered",2021-06-11 00:00:00.000,6007,116,"I",2021-11-30 14:30:33.796
5225,"Web Registered",2021-06-08 00:00:00.000,6000,299,"I",2021-11-30 14:30:33.796
8862,"Web Registered",2021-06-08 00:00:00.000,6000,159,"I",2021-11-30 14:30:33.796
3699,"Web Registered",2021-04-21 00:00:00.000,6000,100,"I",2021-11-30 14:30:33.796
1793,"Web Registered",2023-05-05 00:00:00.000,6002,101,"I",2021-11-30 14:30:33.796
6834,"Web Registered",2021-06-06 00:00:00.000,6001,102,"I",2021-11-30 14:30:33.796
1660,"Web Registered",2021-06-25 00:00:00.000,6007,106,"I",2021-11-30 14:30:33.796
1332,"Web Registered",2021-05-16 00:00:00.000,6009,107,"I",2021-11-30 14:30:33.796
6194,"Web Registered",2021-05-16 00:00:00.000,6010,133,"I",2021-11-30 14:30:33.800
2008,"Web Registered",2021-06-11 00:00:00.000,6010,149,"I",2021-11-30 14:30:33.800
4536,"Web Registered",2023-05-05 00:00:00.000,6010,303,"I",2021-11-30 14:30:33.800
7995,"Web Registered",2021-06-25 00:00:00.000,6010,249,"I",2021-11-30 14:30:33.800
4946,"Web Registered",2021-05-16 00:00:00.000,6010,259,"I",2021-11-30 14:30:33.800
7876,"Web Registered",2021-06-11 00:00:00.000,6010,269,"I",2021-11-30 14:30:33.800
8100,"Web Registered",2021-05-16 00:00:00.000,6010,383,"I",2021-11-30 14:30:33.800
2822,"Web Registered",2021-06-11 00:00:00.000,6010,393,"I",2021-11-30 14:30:33.800
8541,"Web Registered",2021-05-16 00:00:00.000,6010,147,"I",2021-11-30 14:30:33.800
6975,"Web Registered",2021-06-11 00:00:00.000,6004,148,"I",2021-11-30 14:30:33.800
7329,"Web Registered",2023-05-05 00:00:00.000,6002,152,"I",2021-11-30 14:30:33.800
1419,"Web Registered",2021-06-25 00:00:00.000,6007,156,"I",2021-11-30 14:30:33.800
1582,"Web Registered",2021-05-16 00:00:00.000,6009,157,"I",2021-11-30 14:30:33.800
6443,"Web Registered",2021-06-11 00:00:00.000,6004,158,"I",2021-11-30 14:30:33.803
2613,"Web Registered",2023-05-05 00:00:00.000,6002,162,"I",2021-11-30 14:30:33.803
1445,"Web Registered",2021-06-25 00:00:00.000,6007,166,"I",2021-11-30 14:30:33.803
3870,"Web Registered",2021-05-16 00:00:00.000,6009,167,"I",2021-11-30 14:30:33.803
2211,"Web Registered",2021-06-11 00:00:00.000,6004,168,"I",2021-11-30 14:30:33.803
1413,"Web Registered",2023-05-05 00:00:00.000,6002,172,"I",2021-11-30 14:30:33.803
5974,"Web Registered",2021-06-25 00:00:00.000,6007,176,"I",2021-11-30 14:30:33.803
1751,"Web Registered",2021-05-16 00:00:00.000,6009,177,"I",2021-11-30 14:30:33.803
2044,"Web Registered",2021-06-11 00:00:00.000,6004,178,"I",2021-11-30 14:30:33.803
1834,"Web Registered",2021-04-21 00:00:00.000,6001,179,"I",2021-11-30 14:30:33.803
5294,"Web Registered",2023-05-05 00:00:00.000,6002,182,"I",2021-11-30 14:30:33.803
8499,"Web Registered",2021-06-25 00:00:00.000,6007,186,"I",2021-11-30 14:30:33.803
7562,"Web Registered",2021-05-16 00:00:00.000,6009,187,"I",2021-11-30 14:30:33.806
2742,"Web Registered",2021-06-11 00:00:00.000,6004,188,"I",2021-11-30 14:30:33.806
5051,"Web Registered",2021-04-21 00:00:00.000,6001,189,"I",2021-11-30 14:30:33.806
2087,"Web Registered",2023-05-05 00:00:00.000,6002,192,"I",2021-11-30 14:30:33.806
1280,"Web Registered",2021-06-25 00:00:00.000,6007,196,"I",2021-11-30 14:30:33.806
3060,"Web Registered",2021-05-16 00:00:00.000,6009,197,"I",2021-11-30 14:30:33.806
6517,"Web Registered",2021-06-11 00:00:00.000,6004,198,"I",2021-11-30 14:30:33.806
3121,"Web Registered",2021-04-21 00:00:00.000,6000,199,"I",2021-11-30 14:30:33.806
2038,"Web Registered",2023-05-05 00:00:00.000,6002,202,"I",2021-11-30 14:30:33.806
2428,"Web Registered",2021-06-06 00:00:00.000,6000,203,"I",2021-11-30 14:30:33.806
1335,"Web Registered",2021-06-25 00:00:00.000,6007,206,"I",2021-11-30 14:30:33.810
4568,"Web Registered",2021-05-16 00:00:00.000,6009,207,"I",2021-11-30 14:30:33.810
4897,"Web Registered",2021-06-11 00:00:00.000,6004,208,"I",2021-11-30 14:30:33.810
3930,"Web Registered",2021-04-21 00:00:00.000,6000,209,"I",2021-11-30 14:30:33.810
6786,"Web Registered",2023-05-05 00:00:00.000,6002,212,"I",2021-11-30 14:30:33.810
6082,"Web Registered",2021-06-06 00:00:00.000,6000,213,"I",2021-11-30 14:30:33.810
3947,"Web Registered",2021-06-25 00:00:00.000,6007,216,"I",2021-11-30 14:30:33.810
2391,"Web Registered",2021-05-16 00:00:00.000,6009,217,"I",2021-11-30 14:30:33.810
4436,"Web Registered",2021-06-11 00:00:00.000,6004,218,"I",2021-11-30 14:30:33.810
4976,"Web Registered",2021-04-21 00:00:00.000,6000,219,"I",2021-11-30 14:30:33.810
4367,"Web Registered",2023-05-05 00:00:00.000,6002,222,"I",2021-11-30 14:30:33.810
4715,"Web Registered",2021-06-06 00:00:00.000,6000,223,"I",2021-11-30 14:30:33.810
5630,"Web Registered",2021-06-25 00:00:00.000,6007,226,"I",2021-11-30 14:30:33.810
1977,"Web Registered",2021-05-16 00:00:00.000,6009,227,"I",2021-11-30 14:30:33.810
3186,"Web Registered",2021-06-11 00:00:00.000,6004,228,"I",2021-11-30 14:30:33.810
2792,"Web Registered",2021-04-21 00:00:00.000,6000,229,"I",2021-11-30 14:30:33.810
5613,"Web Registered",2023-05-05 00:00:00.000,6002,232,"I",2021-11-30 14:30:33.813
8523,"Web Registered",2021-06-06 00:00:00.000,6000,233,"I",2021-11-30 14:30:33.813
1498,"Web Registered",2021-06-25 00:00:00.000,6007,236,"I",2021-11-30 14:30:33.813
1420,"Web Registered",2021-05-16 00:00:00.000,6009,237,"I",2021-11-30 14:30:33.813
6522,"Web Registered",2021-06-11 00:00:00.000,6004,238,"I",2021-11-30 14:30:33.813
4821,"Web Registered",2023-05-05 00:00:00.000,6002,242,"I",2021-11-30 14:30:33.813
2293,"Web Registered",2021-06-06 00:00:00.000,6000,243,"I",2021-11-30 14:30:33.813
3617,"Web Registered",2021-06-25 00:00:00.000,6007,246,"I",2021-11-30 14:30:33.813
4512,"Web Registered",2021-05-16 00:00:00.000,6009,247,"I",2021-11-30 14:30:33.813
3233,"Web Registered",2021-06-11 00:00:00.000,6004,248,"I",2021-11-30 14:30:33.813
8979,"Web Registered",2023-05-05 00:00:00.000,6002,252,"I",2021-11-30 14:30:33.816
8264,"Web Registered",2021-06-06 00:00:00.000,6000,253,"I",2021-11-30 14:30:33.816
2322,"Web Registered",2021-06-25 00:00:00.000,6007,256,"I",2021-11-30 14:30:33.816
8058,"Web Registered",2021-05-16 00:00:00.000,6009,257,"I",2021-11-30 14:30:33.816
2881,"Web Registered",2021-06-11 00:00:00.000,6004,258,"I",2021-11-30 14:30:33.816
2938,"Web Registered",2023-05-05 00:00:00.000,6002,262,"I",2021-11-30 14:30:33.816
4543,"Web Registered",2021-06-06 00:00:00.000,6001,263,"I",2021-11-30 14:30:33.816
7877,"Web Registered",2021-06-25 00:00:00.000,6007,266,"I",2021-11-30 14:30:33.816
5018,"Web Registered",2021-05-16 00:00:00.000,6009,267,"I",2021-11-30 14:30:33.816
4338,"Web Registered",2021-06-11 00:00:00.000,6004,268,"I",2021-11-30 14:30:33.816
3952,"Web Registered",2023-05-05 00:00:00.000,6002,272,"I",2021-11-30 14:30:33.820
1234,"Web Registered",2021-06-25 00:00:00.000,6007,276,"I",2021-11-30 14:30:33.820
5809,"Web Registered",2021-05-16 00:00:00.000,6009,277,"I",2021-11-30 14:30:33.820
1004,"Web Registered",2021-06-11 00:00:00.000,6004,278,"I",2021-11-30 14:30:33.820
8144,"Web Registered",2023-05-05 00:00:00.000,6002,282,"I",2021-11-30 14:30:33.820
6775,"Web Registered",2021-06-25 00:00:00.000,6007,286,"I",2021-11-30 14:30:33.820
2091,"Web Registered",2021-05-16 00:00:00.000,6009,287,"I",2021-11-30 14:30:33.820
3552,"Web Registered",2021-06-11 00:00:00.000,6004,288,"I",2021-11-30 14:30:33.820
4750,"Web Registered",2023-05-05 00:00:00.000,6002,292,"I",2021-11-30 14:30:33.820
5939,"Web Registered",2021-06-25 00:00:00.000,6007,296,"I",2021-11-30 14:30:33.820
3868,"Web Registered",2021-05-16 00:00:00.000,6009,297,"I",2021-11-30 14:30:33.900
7739,"Web Registered",2021-06-11 00:00:00.000,6004,298,"I",2021-11-30 14:30:33.900
2665,"Web Registered",2023-05-05 00:00:00.000,6002,302,"I",2021-11-30 14:30:33.900
2539,"Web Registered",2021-06-25 00:00:00.000,6007,306,"I",2021-11-30 14:30:33.900
6825,"Web Registered",2021-05-16 00:00:00.000,6009,307,"I",2021-11-30 14:30:33.900
3366,"Web Registered",2021-06-11 00:00:00.000,6004,308,"I",2021-11-30 14:30:33.900
1418,"Web Registered",2023-05-05 00:00:00.000,6002,312,"I",2021-11-30 14:30:33.903
7194,"Web Registered",2021-06-06 00:00:00.000,6001,313,"I",2021-11-30 14:30:33.903
8497,"Web Registered",2021-06-25 00:00:00.000,6007,316,"I",2021-11-30 14:30:33.903
3770,"Web Registered",2021-05-16 00:00:00.000,6009,317,"I",2021-11-30 14:30:33.903
5328,"Web Registered",2021-06-11 00:00:00.000,6004,318,"I",2021-11-30 14:30:33.903
6558,"Web Registered",2021-04-21 00:00:00.000,6001,319,"I",2021-11-30 14:30:33.903
2530,"Web Registered",2023-05-05 00:00:00.000,6002,322,"I",2021-11-30 14:30:33.903
5119,"Web Registered",2021-06-06 00:00:00.000,6000,323,"I",2021-11-30 14:30:33.903
3638,"Web Registered",2021-06-25 00:00:00.000,6007,326,"I",2021-11-30 14:30:33.903
7096,"Web Registered",2021-05-16 00:00:00.000,6009,327,"I",2021-11-30 14:30:33.903
1538,"Web Registered",2021-06-11 00:00:00.000,6004,328,"I",2021-11-30 14:30:33.906
7686,"Web Registered",2021-04-21 00:00:00.000,6000,329,"I",2021-11-30 14:30:33.906
1407,"Web Registered",2023-05-05 00:00:00.000,6002,332,"I",2021-11-30 14:30:33.906
8582,"Web Registered",2021-06-06 00:00:00.000,6000,333,"I",2021-11-30 14:30:33.906
8638,"Web Registered",2021-06-25 00:00:00.000,6007,336,"I",2021-11-30 14:30:33.906
3158,"Web Registered",2021-05-16 00:00:00.000,6009,337,"I",2021-11-30 14:30:33.906
4831,"Web Registered",2021-06-11 00:00:00.000,6004,338,"I",2021-11-30 14:30:33.906
5614,"Web Registered",2021-04-21 00:00:00.000,6000,339,"I",2021-11-30 14:30:33.906
1414,"Web Registered",2023-05-05 00:00:00.000,6002,342,"I",2021-11-30 14:30:33.906
1281,"Web Registered",2021-06-06 00:00:00.000,6000,343,"I",2021-11-30 14:30:33.910
7381,"Web Registered",2021-06-25 00:00:00.000,6007,346,"I",2021-11-30 14:30:33.910
4652,"Web Registered",2021-05-16 00:00:00.000,6009,347,"I",2021-11-30 14:30:33.910
2832,"Web Registered",2021-06-11 00:00:00.000,6004,348,"I",2021-11-30 14:30:33.910
1026,"Web Registered",2021-04-21 00:00:00.000,6000,349,"I",2021-11-30 14:30:33.910
5718,"Web Registered",2023-05-05 00:00:00.000,6002,352,"I",2021-11-30 14:30:33.910
4076,"Web Registered",2021-06-06 00:00:00.000,6000,353,"I",2021-11-30 14:30:33.910
7280,"Web Registered",2021-06-25 00:00:00.000,6007,356,"I",2021-11-30 14:30:33.910
1350,"Web Registered",2021-05-16 00:00:00.000,6009,357,"I",2021-11-30 14:30:33.913
5430,"Web Registered",2021-06-11 00:00:00.000,6004,358,"I",2021-11-30 14:30:33.913
4455,"Web Registered",2021-04-21 00:00:00.000,6000,359,"I",2021-11-30 14:30:33.913
8549,"Web Registered",2023-05-05 00:00:00.000,6002,362,"I",2021-11-30 14:30:33.913
1529,"Web Registered",2021-06-06 00:00:00.000,6000,363,"I",2021-11-30 14:30:33.913
1329,"Web Registered",2021-06-25 00:00:00.000,6007,366,"I",2021-11-30 14:30:33.913
1739,"Web Registered",2021-05-16 00:00:00.000,6009,367,"I",2021-11-30 14:30:33.913
5000,"Web Registered",2021-06-11 00:00:00.000,6004,368,"I",2021-11-30 14:30:33.913
1144,"Web Registered",2021-04-21 00:00:00.000,6000,369,"I",2021-11-30 14:30:33.913
6928,"Web Registered",2023-05-05 00:00:00.000,6002,372,"I",2021-11-30 14:30:33.913
1630,"Web Registered",2021-06-06 00:00:00.000,6000,373,"I",2021-11-30 14:30:33.913
3495,"Web Registered",2021-06-25 00:00:00.000,6007,376,"I",2021-11-30 14:30:33.916
4082,"Web Registered",2021-05-16 00:00:00.000,6009,377,"I",2021-11-30 14:30:33.916
3911,"Web Registered",2021-06-11 00:00:00.000,6004,378,"I",2021-11-30 14:30:33.916
3112,"Web Registered",2021-04-21 00:00:00.000,6000,379,"I",2021-11-30 14:30:33.916
8910,"Web Registered",2023-05-05 00:00:00.000,6002,382,"I",2021-11-30 14:30:33.916
3918,"Web Registered",2021-06-25 00:00:00.000,6007,386,"I",2021-11-30 14:30:33.916
4945,"Web Registered",2021-05-16 00:00:00.000,6009,387,"I",2021-11-30 14:30:33.916
8418,"Web Registered",2021-06-11 00:00:00.000,6004,388,"I",2021-11-30 14:30:33.916
5824,"Web Registered",2021-04-21 00:00:00.000,6000,389,"I",2021-11-30 14:30:33.916
2180,"Web Registered",2023-05-05 00:00:00.000,6002,392,"I",2021-11-30 14:30:33.916
8759,"Web Registered",2021-06-25 00:00:00.000,6007,396,"I",2021-11-30 14:30:33.916
5016,"Web Registered",2021-05-16 00:00:00.000,6009,397,"I",2021-11-30 14:30:33.920
4390,"Web Registered",2021-06-11 00:00:00.000,6004,398,"I",2021-11-30 14:30:33.920
1262,"Web Registered",2021-04-21 00:00:00.000,6005,399,"I",2021-11-30 14:30:33.920
7841,"Web Registered",2021-04-21 00:00:00.000,6009,117,"I",2021-11-30 14:30:33.920
6801,"Web Registered",2021-04-11 00:00:00.000,6004,118,"I",2021-11-30 14:30:33.920
4870,"Web Registered",2021-06-06 00:00:00.000,6003,121,"I",2021-11-30 14:30:33.920
3598,"Web Registered",2021-06-08 00:00:00.000,6000,123,"I",2021-11-30 14:30:33.920
3932,"Web Registered",2021-06-11 00:00:00.000,6007,126,"I",2021-11-30 14:30:33.920
4310,"Web Registered",2021-04-21 00:00:00.000,6009,127,"I",2021-11-30 14:30:33.920
7278,"Web Registered",2021-04-11 00:00:00.000,6004,128,"I",2021-11-30 14:30:33.920
8370,"Web Registered",2021-06-06 00:00:00.000,6003,131,"I",2021-11-30 14:30:33.920
6072,"Web Registered",2021-06-11 00:00:00.000,6007,379,"I",2021-11-30 14:30:33.920
5938,"Web Registered",2021-04-21 00:00:00.000,6009,380,"I",2021-11-30 14:30:33.923
7327,"Web Registered",2021-04-11 00:00:00.000,6004,381,"I",2021-11-30 14:30:33.923
6377,"Web Registered",2021-06-06 00:00:00.000,6003,384,"I",2021-11-30 14:30:33.923
6282,"Web Registered",2021-06-08 00:00:00.000,6000,386,"I",2021-11-30 14:30:33.923
8939,"Web Registered",2021-06-11 00:00:00.000,6007,389,"I",2021-11-30 14:30:33.923
1914,"Web Registered",2021-04-21 00:00:00.000,6009,390,"I",2021-11-30 14:30:33.923
