CourseID,CampusID,RevisionDate,AcademicTerm,CourseOffering.CourseID,CourseOffering.CourseName,CourseOffering.CourseType,CourseOffering.Grades.CourseID,CourseOffering.Grades.StudentID,CourseOffering.Grades.CGPA,CourseOffering.Grades.Result,CourseOffering.Grades.Grade
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,220,2.43,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,234,1.12,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,262,1.31,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,290,1.59,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,305,1.41,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,361,1.94,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,376,2.3,"Fail","F"
6007,207,2021-11-15 00:00:00.000,"Spring",6007,"Application Engineering Development","Online",6007,392,1.83,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,139,1.67,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,153,3.2,"Pass","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,164,1.27,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,196,1.23,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,209,1.41,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,224,1.52,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,236,2.29,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,265,1.62,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,280,1.93,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,307,1.15,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,327,2.1,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,346,1.9,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,394,1.51,"Fail","F"
6009,202,2021-11-15 00:00:00.000,"Spring",6009,"Big Data Systems","InPerson",6009,399,1.68,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,154,2.31,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,165,1.94,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,210,1.71,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,237,1.4,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,266,1.27,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,294,3.2,"Pass","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,329,2.35,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,381,1.69,"Fail","F"
6010,204,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,395,1.71,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,154,2.31,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,165,1.94,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,210,1.71,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,237,1.4,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,266,1.27,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,294,3.2,"Pass","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,329,2.35,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,381,1.69,"Fail","F"
6010,206,2021-11-15 00:00:00.000,"Spring",6010,"Program Structures and Algorithms","InPerson",6010,395,1.71,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,113,3.2,"Pass","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,144,1.22,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,169,1.7,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,185,1.59,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,201,1.5,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,228,1.52,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,271,2.42,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,284,2.1,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,298,1.81,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,335,1.67,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,370,1.7,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,113,3.2,"Pass","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,144,1.22,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,169,1.7,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,185,1.59,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,201,1.5,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,228,1.52,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,271,2.42,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,284,2.1,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,298,1.81,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,335,1.67,"Fail","F"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,370,1.7,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,126,3.9,"Pass","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,131,2.28,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,158,1.91,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,171,2.37,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,187,1.86,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,241,1.41,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,258,1.6,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,299,1.92,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,337,1.38,"Fail","F"
6003,207,2021-11-15 00:00:00.000,"Fall",6003,"Database Management and Design","Online",6003,386,1.51,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,117,2.12,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,147,1.23,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,160,1.95,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,175,3.2,"Pass","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,204,1.5,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,217,1.74,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,275,1.27,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,287,2.26,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,313,3.7,"Pass","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,357,2.16,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,374,2.12,"Fail","F"
6005,204,2021-11-15 00:00:00.000,"Summer",6005,"Datawarehousing and Business Intelligence","InPerson",6005,388,1.69,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,119,3.2,"Pass","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,134,2.13,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,148,1.13,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,176,2.36,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,205,2.47,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,219,1.71,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,276,1.11,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,303,1.53,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,358,1.84,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,375,1.19,"Fail","F"
6006,205,2021-11-15 00:00:00.000,"Fall",6006,"Data Science Methods and Tools","InPerson",6006,391,1.42,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,123,1.5,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,152,2.22,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,163,2.48,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,195,1.14,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,208,2.36,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,222,1.27,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,235,1.6,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,278,2.22,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,324,1.23,"Fail","F"
6008,201,2021-11-15 00:00:00.000,"Fall",6008,"Network Structures and Cloud Computing","Online",6008,393,1.68,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,123,1.5,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,152,2.22,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,163,2.48,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,195,1.14,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,208,2.36,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,222,1.27,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,235,1.6,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,278,2.22,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,324,1.23,"Fail","F"
6008,208,2021-11-15 00:00:00.000,"Summer",6008,"Network Structures and Cloud Computing","Online",6008,393,1.68,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,139,1.67,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,153,3.2,"Pass","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,164,1.27,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,196,1.23,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,209,1.41,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,224,1.52,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,236,2.29,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,265,1.62,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,280,1.93,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,307,1.15,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,327,2.1,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,346,1.9,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,394,1.51,"Fail","F"
6009,200,2021-11-15 00:00:00.000,"Summer",6009,"Big Data Systems","InPerson",6009,399,1.68,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,139,1.67,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,153,3.2,"Pass","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,164,1.27,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,196,1.23,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,209,1.41,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,224,1.52,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,236,2.29,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,265,1.62,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,280,1.93,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,307,1.15,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,327,2.1,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,346,1.9,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,394,1.51,"Fail","F"
6009,203,2021-11-15 00:00:00.000,"Fall",6009,"Big Data Systems","InPerson",6009,399,1.68,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,154,2.31,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,165,1.94,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,210,1.71,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,237,1.4,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,266,1.27,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,294,3.2,"Pass","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,329,2.35,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,381,1.69,"Fail","F"
6010,209,2021-11-15 00:00:00.000,"Fall",6010,"Program Structures and Algorithms","InPerson",6010,395,1.71,"Fail","F"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,102,2.65,"Pass","D"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,130,3.24,"Pass","C"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,157,2.53,"Pass","D"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,200,3.77,"Pass","A-"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,214,3.66,"Pass","B"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,240,3.58,"Pass","B"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,244,3.28,"Pass","C"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,257,3.57,"Pass","B"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,315,3.18,"Pass","D"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,325,3.57,"Pass","B"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,326,3.12,"Pass","D"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,328,3.66,"Pass","B"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,331,3.89,"Pass","A-"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,354,2.79,"Pass","D"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,385,2.84,"Pass","D"
6002,201,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,390,3.42,"Pass","C"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,102,2.65,"Pass","D"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,130,3.24,"Pass","C"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,157,2.53,"Pass","D"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,200,3.77,"Pass","A-"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,214,3.66,"Pass","B"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,240,3.58,"Pass","B"
6002,205,2021-11-15 00:00:00.000,"Summer",6002,"UX Design and Testing","Online",6002,244,3.28,"Pass","C"
