Data,Produto,Meta
2018-06-01 00:00:00.000,"Produto 8",0
2018-07-01 00:00:00.000,"Produto 8",0
2018-08-01 00:00:00.000,"Produto 8",0
2018-09-01 00:00:00.000,"Produto 8",0
2018-10-01 00:00:00.000,"Produto 8",0
2018-11-01 00:00:00.000,"Produto 8",0
2018-12-01 00:00:00.000,"Produto 8",0
2018-01-01 00:00:00.000,"Produto 9",0
2018-02-01 00:00:00.000,"Produto 9",0
2018-03-01 00:00:00.000,"Produto 9",0
2018-04-01 00:00:00.000,"Produto 9",0
2018-05-01 00:00:00.000,"Produto 9",0
2018-06-01 00:00:00.000,"Produto 9",0
2018-07-01 00:00:00.000,"Produto 9",0
2018-08-01 00:00:00.000,"Produto 9",0
2018-09-01 00:00:00.000,"Produto 9",0
2018-10-01 00:00:00.000,"Produto 9",0
2018-11-01 00:00:00.000,"Produto 9",0
2018-12-01 00:00:00.000,"Produto 9",0
2019-01-01 00:00:00.000,"Produto 1",0
2019-02-01 00:00:00.000,"Produto 1",0
2019-03-01 00:00:00.000,"Produto 1",0
2019-04-01 00:00:00.000,"Produto 1",0
2019-05-01 00:00:00.000,"Produto 1",0
2019-06-01 00:00:00.000,"Produto 1",0
2019-07-01 00:00:00.000,"Produto 1",0
2019-08-01 00:00:00.000,"Produto 1",0
2019-09-01 00:00:00.000,"Produto 1",0
2019-10-01 00:00:00.000,"Produto 1",0
2019-11-01 00:00:00.000,"Produto 1",0
2019-12-01 00:00:00.000,"Produto 1",0
2018-01-01 00:00:00.000,"Produto 30",0
2018-07-01 00:00:00.000,"Produto 30",0
2018-06-01 00:00:00.000,"Produto 30",0
2018-05-01 00:00:00.000,"Produto 30",0
2018-03-01 00:00:00.000,"Produto 30",0
2020-01-01 00:00:00.000,"Produto 3",0
2020-02-01 00:00:00.000,"Produto 3",0
2020-03-01 00:00:00.000,"Produto 3",0
2020-04-01 00:00:00.000,"Produto 3",0
2020-05-01 00:00:00.000,"Produto 3",0
2020-06-01 00:00:00.000,"Produto 3",0
2020-07-01 00:00:00.000,"Produto 3",0
2020-08-01 00:00:00.000,"Produto 3",0
2020-09-01 00:00:00.000,"Produto 3",0
2020-10-01 00:00:00.000,"Produto 3",0
2020-11-01 00:00:00.000,"Produto 3",0
2020-12-01 00:00:00.000,"Produto 3",0
2021-03-01 00:00:00.000,"Produto 29",0
2020-07-01 00:00:00.000,"Produto 7",0
2021-03-01 00:00:00.000,"Produto 10",0
2018-11-01 00:00:00.000,"Produto 30",0
2018-10-01 00:00:00.000,"Produto 30",0
2018-09-01 00:00:00.000,"Produto 30",0
2018-01-01 00:00:00.000,"Produto 1",1293482.2611300002
2018-02-01 00:00:00.000,"Produto 1",1027978.6345650002
2018-03-01 00:00:00.000,"Produto 1",1076348.1428850002
2018-04-01 00:00:00.000,"Produto 1",1179081.2257500002
2018-05-01 00:00:00.000,"Produto 1",1327540.4709599891
2018-06-01 00:00:00.000,"Produto 1",1017449.9269350001
2018-07-01 00:00:00.000,"Produto 1",1197041.08629
2018-08-01 00:00:00.000,"Produto 1",1347756.4831349892
2018-09-01 00:00:00.000,"Produto 1",886965.43435500015
2018-10-01 00:00:00.000,"Produto 1",1435761.28899
2018-11-01 00:00:00.000,"Produto 1",1090979.6213099991
2018-12-01 00:00:00.000,"Produto 1",921872.49331500009
2018-01-01 00:00:00.000,"Produto 10",334270.494285
2018-02-01 00:00:00.000,"Produto 10",284850.13283999893
2018-03-01 00:00:00.000,"Produto 10",616949.42445499892
2018-04-01 00:00:00.000,"Produto 10",332798.73945499887
2018-05-01 00:00:00.000,"Produto 10",380638.057345
2018-06-01 00:00:00.000,"Produto 10",341294.11634500005
2018-07-01 00:00:00.000,"Produto 10",234985.33058
2018-08-01 00:00:00.000,"Produto 10",391588.78759000008
2018-09-01 00:00:00.000,"Produto 10",392200.80444999895
2018-10-01 00:00:00.000,"Produto 10",407559.51326999889
2018-11-01 00:00:00.000,"Produto 10",423165.94320000004
2018-12-01 00:00:00.000,"Produto 10",346714.83710500004
2018-01-01 00:00:00.000,"Produto 11",628654.36700000009
2018-02-01 00:00:00.000,"Produto 11",309810.23646
2018-03-01 00:00:00.000,"Produto 11",385062.84956999996
2018-04-01 00:00:00.000,"Produto 11",488064.390379999
2018-05-01 00:00:00.000,"Produto 11",636992.81649
2018-06-01 00:00:00.000,"Produto 11",695644.27211
2018-07-01 00:00:00.000,"Produto 11",490928.79582
2018-08-01 00:00:00.000,"Produto 11",466044.27356
2018-09-01 00:00:00.000,"Produto 11",564749.20620999893
2018-10-01 00:00:00.000,"Produto 11",204866.95926999897
2018-11-01 00:00:00.000,"Produto 11",831731.07287
2018-12-01 00:00:00.000,"Produto 11",570663.92802
2018-01-01 00:00:00.000,"Produto 12",571902.293375
2018-02-01 00:00:00.000,"Produto 12",505861.478775
2018-03-01 00:00:00.000,"Produto 12",397993.907524999
2018-04-01 00:00:00.000,"Produto 12",711510.83322500007
2018-05-01 00:00:00.000,"Produto 12",521139.88240000006
2018-06-01 00:00:00.000,"Produto 12",400171.675525
2018-07-01 00:00:00.000,"Produto 12",391065.88307499996
2018-08-01 00:00:00.000,"Produto 12",550818.776925
2018-09-01 00:00:00.000,"Produto 12",305792.654825
2018-10-01 00:00:00.000,"Produto 12",593258.030825
2018-11-01 00:00:00.000,"Produto 12",828402.530624999
2018-12-01 00:00:00.000,"Produto 12",440079.274125
2018-01-01 00:00:00.000,"Produto 13",1847979.704545
2018-02-01 00:00:00.000,"Produto 13",1363426.324545
2018-03-01 00:00:00.000,"Produto 13",1925707.7673249894
2018-04-01 00:00:00.000,"Produto 13",1159393.7226399896
2018-05-01 00:00:00.000,"Produto 13",2045770.11879
2018-06-01 00:00:00.000,"Produto 13",1590004.91019
2018-07-01 00:00:00.000,"Produto 13",1979806.727045
2018-08-01 00:00:00.000,"Produto 13",1957567.1520600002
2018-09-01 00:00:00.000,"Produto 13",1707309.5828600002
2018-10-01 00:00:00.000,"Produto 13",1956733.4352150003
2018-11-01 00:00:00.000,"Produto 13",1672799.4061049896
2018-12-01 00:00:00.000,"Produto 13",1806521.8874149895
2018-01-01 00:00:00.000,"Produto 14",1995591.1414699904
2018-02-01 00:00:00.000,"Produto 14",1086568.68033
2018-03-01 00:00:00.000,"Produto 14",1836900.5500399903
2018-04-01 00:00:00.000,"Produto 14",1006484.7849900001
2018-05-01 00:00:00.000,"Produto 14",1644162.15723
2018-06-01 00:00:00.000,"Produto 14",1131055.3564099998
2018-07-01 00:00:00.000,"Produto 14",1194016.8711099997
2018-08-01 00:00:00.000,"Produto 14",1527207.36860999
2018-09-01 00:00:00.000,"Produto 14",1386256.2988399903
2018-10-01 00:00:00.000,"Produto 14",2081997.4495999906
2018-11-01 00:00:00.000,"Produto 14",1512297.50418
2018-12-01 00:00:00.000,"Produto 14",1804874.87029999
2018-01-01 00:00:00.000,"Produto 15",1205299.4707799884
2018-02-01 00:00:00.000,"Produto 15",1328286.6767599883
2018-03-01 00:00:00.000,"Produto 15",1649058.372175
2018-04-01 00:00:00.000,"Produto 15",1122036.914875
2018-05-01 00:00:00.000,"Produto 15",1498322.15843
2018-06-01 00:00:00.000,"Produto 15",1792750.5472849999
2018-07-01 00:00:00.000,"Produto 15",1402889.8025899886
2018-08-01 00:00:00.000,"Produto 15",1619725.0381899886
2018-09-01 00:00:00.000,"Produto 15",1793969.85717
2018-10-01 00:00:00.000,"Produto 15",1847813.6497349883
2018-11-01 00:00:00.000,"Produto 15",1359344.1304549999
2018-12-01 00:00:00.000,"Produto 15",1719856.0085549883
2018-01-01 00:00:00.000,"Produto 16",907897.86814999848
2018-02-01 00:00:00.000,"Produto 16",1148187.3448499986
2018-03-01 00:00:00.000,"Produto 16",1129327.2334500002
2018-04-01 00:00:00.000,"Produto 16",1043218.1265999987
2018-05-01 00:00:00.000,"Produto 16",1610894.9895999844
2018-06-01 00:00:00.000,"Produto 16",917702.62804999843
2018-07-01 00:00:00.000,"Produto 16",1108021.1363000001
2018-08-01 00:00:00.000,"Produto 16",1014740.6074000001
2018-09-01 00:00:00.000,"Produto 16",868605.96940000018
2018-10-01 00:00:00.000,"Produto 16",1295508.5461500003
2018-11-01 00:00:00.000,"Produto 16",1239521.4936000002
2018-12-01 00:00:00.000,"Produto 16",990655.45410000009
2018-01-01 00:00:00.000,"Produto 17",789814.48329
2018-02-01 00:00:00.000,"Produto 17",624667.210065
2018-03-01 00:00:00.000,"Produto 17",433416.74521500006
2018-04-01 00:00:00.000,"Produto 17",910245.85434000008
2018-05-01 00:00:00.000,"Produto 17",954261.34789500013
2018-06-01 00:00:00.000,"Produto 17",810774.85977
2018-07-01 00:00:00.000,"Produto 17",810437.62599000009
2018-08-01 00:00:00.000,"Produto 17",806488.09960500011
2018-09-01 00:00:00.000,"Produto 17",843376.28692500014
2018-10-01 00:00:00.000,"Produto 17",506953.16505
2018-11-01 00:00:00.000,"Produto 17",801118.30018500017
2018-12-01 00:00:00.000,"Produto 17",889901.57803500013
2018-01-01 00:00:00.000,"Produto 18",1177963.3582199987
2018-02-01 00:00:00.000,"Produto 18",803566.12743
2018-03-01 00:00:00.000,"Produto 18",810113.36273999885
2018-04-01 00:00:00.000,"Produto 18",1169442.4405949989
2018-05-01 00:00:00.000,"Produto 18",949896.04396500008
2018-06-01 00:00:00.000,"Produto 18",743975.1890999988
2018-07-01 00:00:00.000,"Produto 18",1105404.7722299991
2018-08-01 00:00:00.000,"Produto 18",1133186.926905
2018-09-01 00:00:00.000,"Produto 18",1056847.4314199989
2018-10-01 00:00:00.000,"Produto 18",834820.060635
2018-11-01 00:00:00.000,"Produto 18",1319521.5608849882
2018-12-01 00:00:00.000,"Produto 18",1522731.5749800003
2018-01-01 00:00:00.000,"Produto 19",967637.88751
2018-02-01 00:00:00.000,"Produto 19",685874.74081
2018-03-01 00:00:00.000,"Produto 19",1069311.14997
2018-04-01 00:00:00.000,"Produto 19",892163.65448000014
2018-05-01 00:00:00.000,"Produto 19",1264622.9920100002
2018-06-01 00:00:00.000,"Produto 19",438196.22538999881
2018-07-01 00:00:00.000,"Produto 19",781984.92694
2018-08-01 00:00:00.000,"Produto 19",1167406.46771
2018-09-01 00:00:00.000,"Produto 19",1442280.5015499885
2018-10-01 00:00:00.000,"Produto 19",601204.56214
2018-11-01 00:00:00.000,"Produto 19",808270.26644
2018-12-01 00:00:00.000,"Produto 19",560285.74259
2018-01-01 00:00:00.000,"Produto 2",1754710.9451999858
2018-02-01 00:00:00.000,"Produto 2",1018013.6646
2018-03-01 00:00:00.000,"Produto 2",2166107.3334000004
2018-04-01 00:00:00.000,"Produto 2",1514996.3352000003
2018-05-01 00:00:00.000,"Produto 2",1782602.3886
2018-06-01 00:00:00.000,"Produto 2",1493071.3355999857
2018-07-01 00:00:00.000,"Produto 2",1504091.4822
2018-08-01 00:00:00.000,"Produto 2",1975815.2465999997
2018-09-01 00:00:00.000,"Produto 2",1567954.5288
2018-10-01 00:00:00.000,"Produto 2",1418053.6332
2018-11-01 00:00:00.000,"Produto 2",1885991.9244000001
2018-12-01 00:00:00.000,"Produto 2",1678146.3869999999
2018-04-01 00:00:00.000,"Produto 20",1203575.3090358751
2018-04-01 00:00:00.000,"Produto 21",432232.21156274882
2018-04-01 00:00:00.000,"Produto 22",620610.44982322375
2018-04-01 00:00:00.000,"Produto 23",1054021.4570794986
2018-04-01 00:00:00.000,"Produto 24",1803171.075420225
2018-04-01 00:00:00.000,"Produto 25",2509164.5585479089
2018-04-01 00:00:00.000,"Produto 26",1675404.7695642605
2018-04-01 00:00:00.000,"Produto 27",357163.46952671255
2018-04-01 00:00:00.000,"Produto 28",526966.54151715
2018-04-01 00:00:00.000,"Produto 29",357163.46952671255
2018-04-01 00:00:00.000,"Produto 30",526966.54151715
2019-04-01 00:00:00.000,"Produto 20",526966.54151715
2019-04-01 00:00:00.000,"Produto 21",525098.9591325
2019-04-01 00:00:00.000,"Produto 22",229600.73399895005
2019-04-01 00:00:00.000,"Produto 23",697026.53997522
2019-04-01 00:00:00.000,"Produto 24",1624481.3994823496
2019-04-01 00:00:00.000,"Produto 25",2775466.9567170003
2019-04-01 00:00:00.000,"Produto 26",1597418.3997828
2019-04-01 00:00:00.000,"Produto 27",308678.167099125
2019-04-01 00:00:00.000,"Produto 28",449449.32496837509
2019-04-01 00:00:00.000,"Produto 29",1105452.9677587482
2019-04-01 00:00:00.000,"Produto 30",273838.97616600007
2020-04-01 00:00:00.000,"Produto 20",439043.2902765
2020-04-01 00:00:00.000,"Produto 21",355929.69048000005
2020-04-01 00:00:00.000,"Produto 22",1035522.63565205
2020-04-01 00:00:00.000,"Produto 23",1182893.7162042002
2020-04-01 00:00:00.000,"Produto 24",1271857.4499028237
2020-04-01 00:00:00.000,"Produto 25",1466153.7057167
2020-04-01 00:00:00.000,"Produto 26",696025.38416319608
2020-04-01 00:00:00.000,"Produto 27",219249.14429600004
2020-04-01 00:00:00.000,"Produto 28",333123.429093
2020-04-01 00:00:00.000,"Produto 29",224826.4165056
2020-04-01 00:00:00.000,"Produto 30",239143.94551320007
2021-04-01 00:00:00.000,"Produto 20",486808.3914625
2021-04-01 00:00:00.000,"Produto 21",388962.19195
2021-04-01 00:00:00.000,"Produto 22",1467958.82932517
2021-04-01 00:00:00.000,"Produto 23",747548.7789406
2021-04-01 00:00:00.000,"Produto 24",886940.82448784984
2021-04-01 00:00:00.000,"Produto 25",2055901.4494200002
2021-04-01 00:00:00.000,"Produto 26",1183272.888728
2021-04-01 00:00:00.000,"Produto 27",228650.49414749997
2021-04-01 00:00:00.000,"Produto 28",332925.4259025
2021-04-01 00:00:00.000,"Produto 29",293400.72912
2021-04-01 00:00:00.000,"Produto 30",296760.482042
2018-08-01 00:00:00.000,"Produto 20",1268414.4102364127
2018-08-01 00:00:00.000,"Produto 21",518714.51739075017
2018-08-01 00:00:00.000,"Produto 22",606979.75227254885
2018-08-01 00:00:00.000,"Produto 23",785327.2456848
2018-08-01 00:00:00.000,"Produto 24",1514782.7883210501
2018-08-01 00:00:00.000,"Produto 25",2622877.0069852239
2018-08-01 00:00:00.000,"Produto 26",1708212.7134979204
2018-08-01 00:00:00.000,"Produto 27",307902.79632307508
2018-08-01 00:00:00.000,"Produto 28",311669.74628516252
2018-08-01 00:00:00.000,"Produto 29",304147.84195305
2019-08-01 00:00:00.000,"Produto 20",856226.1934833749
2019-08-01 00:00:00.000,"Produto 21",422587.11244499881
2019-08-01 00:00:00.000,"Produto 22",304147.84195305
2019-08-01 00:00:00.000,"Produto 23",782964.03119980509
2019-08-01 00:00:00.000,"Produto 24",1631841.8185526999
2019-08-01 00:00:00.000,"Produto 25",2204288.7786942637
2019-08-01 00:00:00.000,"Produto 26",1531954.1290535931
2019-08-01 00:00:00.000,"Produto 27",198598.11112912398
2019-08-01 00:00:00.000,"Produto 28",338838.42608887504
2019-08-01 00:00:00.000,"Produto 29",1233008.3223964998
2019-08-01 00:00:00.000,"Produto 30",322648.03691399924
2020-08-01 00:00:00.000,"Produto 20",447233.96959150006
2020-08-01 00:00:00.000,"Produto 21",273160.72055999929
2020-08-01 00:00:00.000,"Produto 22",1455619.0182288215
2020-08-01 00:00:00.000,"Produto 23",894623.87276262
2020-08-01 00:00:00.000,"Produto 24",1583856.7299653497
2020-08-01 00:00:00.000,"Produto 25",1162130.8137620934
2020-08-01 00:00:00.000,"Produto 26",1117407.6817176002
2020-08-01 00:00:00.000,"Produto 27",130611.11072100002
2020-08-01 00:00:00.000,"Produto 28",418338.76539000007
2020-08-01 00:00:00.000,"Produto 29",145969.3208064
2020-08-01 00:00:00.000,"Produto 30",375579.2288976
2021-08-01 00:00:00.000,"Produto 20",634241.62480249989
2021-08-01 00:00:00.000,"Produto 21",313027.49069999909
2021-08-01 00:00:00.000,"Produto 22",1299556.06874366
2021-08-01 00:00:00.000,"Produto 23",475352.59335473005
2021-08-01 00:00:00.000,"Produto 24",1110200.779628325
2021-08-01 00:00:00.000,"Produto 25",1632806.5027364916
2021-08-01 00:00:00.000,"Produto 26",1134780.8363359948
2021-08-01 00:00:00.000,"Produto 27",147109.71194749922
2021-08-01 00:00:00.000,"Produto 28",250991.4267325
2021-08-01 00:00:00.000,"Produto 29",116337.68404799997
2021-08-01 00:00:00.000,"Produto 30",501989.062154
2018-12-01 00:00:00.000,"Produto 20",1039372.4957616002
2018-12-01 00:00:00.000,"Produto 21",582688.19780775008
2018-12-01 00:00:00.000,"Produto 22",384255.02526561008
2018-12-01 00:00:00.000,"Produto 23",1463845.0467914003
2018-12-01 00:00:00.000,"Produto 24",1938869.8104633382
2018-12-01 00:00:00.000,"Produto 25",2976485.8897949178
2018-12-01 00:00:00.000,"Produto 26",1543044.4885434606
2018-12-01 00:00:00.000,"Produto 27",321889.1404019625
2018-12-01 00:00:00.000,"Produto 28",225276.67229917506
2018-12-01 00:00:00.000,"Produto 29",406262.46037050005
2019-12-01 00:00:00.000,"Produto 20",871573.79877862509
2019-12-01 00:00:00.000,"Produto 21",355278.53238750005
2019-12-01 00:00:00.000,"Produto 22",525316.5554211
2019-12-01 00:00:00.000,"Produto 23",802141.708459455
2019-12-01 00:00:00.000,"Produto 24",1859168.0358581997
2019-12-01 00:00:00.000,"Produto 25",2542989.0705833132
2019-12-01 00:00:00.000,"Produto 26",1517127.3414612003
2019-12-01 00:00:00.000,"Produto 27",546335.14072725
2019-12-01 00:00:00.000,"Produto 28",425945.55667275004
2019-12-01 00:00:00.000,"Produto 29",1210439.15962125
2019-12-01 00:00:00.000,"Produto 30",490156.27483199933
2020-12-01 00:00:00.000,"Produto 20",692066.64413249318
2020-12-01 00:00:00.000,"Produto 21",383933.5773
2020-12-01 00:00:00.000,"Produto 22",1642690.5935603715
2020-12-01 00:00:00.000,"Produto 23",908079.04678490909
2020-12-01 00:00:00.000,"Produto 24",1496873.9709873497
2020-12-01 00:00:00.000,"Produto 25",1312998.2619481
2020-12-01 00:00:00.000,"Produto 26",967145.78025520011
2020-12-01 00:00:00.000,"Produto 27",220276.7723065
2020-12-01 00:00:00.000,"Produto 28",247293.97247100004
2020-12-01 00:00:00.000,"Produto 29",173162.8577952
2018-01-01 00:00:00.000,"Produto 3",225619.619134
2018-02-01 00:00:00.000,"Produto 3",645610.2213175
2018-03-01 00:00:00.000,"Produto 3",263169.28325
2018-04-01 00:00:00.000,"Produto 3",1243150.83161269
2018-05-01 00:00:00.000,"Produto 3",793139.53536362993
2018-06-01 00:00:00.000,"Produto 3",1015150.8092937736
2018-07-01 00:00:00.000,"Produto 3",1883695.6078394915
2018-08-01 00:00:00.000,"Produto 3",1123798.030712
2018-09-01 00:00:00.000,"Produto 3",404692.69683499995
2018-10-01 00:00:00.000,"Produto 3",315515.227165
2018-11-01 00:00:00.000,"Produto 3",215425.43875199996
2018-12-01 00:00:00.000,"Produto 3",433977.1350239992
2020-12-01 00:00:00.000,"Produto 30",285594.4546
2021-12-01 00:00:00.000,"Produto 20",817228.12825
2021-12-01 00:00:00.000,"Produto 21",333125.675
2021-12-01 00:00:00.000,"Produto 22",1573608.6476109996
2021-12-01 00:00:00.000,"Produto 23",1003974.0953969999
2021-12-01 00:00:00.000,"Produto 24",1285001.0244224982
2021-12-01 00:00:00.000,"Produto 25",2384424.820049989
2021-12-01 00:00:00.000,"Produto 26",1422529.1528
2021-12-01 00:00:00.000,"Produto 27",512269.23649999994
2021-12-01 00:00:00.000,"Produto 28",399386.3635
2021-12-01 00:00:00.000,"Produto 29",272690.42879999994
2021-12-01 00:00:00.000,"Produto 30",549338.145599999
2019-01-01 00:00:00.000,"Produto 10",791667.20682
2019-02-01 00:00:00.000,"Produto 10",574043.04153
2019-03-01 00:00:00.000,"Produto 10",458481.26331000007
2019-04-01 00:00:00.000,"Produto 10",467952.68079000013
2019-05-01 00:00:00.000,"Produto 10",680413.0013100002
2019-06-01 00:00:00.000,"Produto 10",351753.06726
2019-07-01 00:00:00.000,"Produto 10",477791.07201000006
2019-08-01 00:00:00.000,"Produto 10",551360.56940999872
2019-09-01 00:00:00.000,"Produto 10",371665.76138999872
2019-10-01 00:00:00.000,"Produto 10",549123.77708999882
2019-11-01 00:00:00.000,"Produto 10",576061.39710000018
2019-12-01 00:00:00.000,"Produto 10",837608.82407999877
2019-01-01 00:00:00.000,"Produto 11",1084027.2267825
2019-02-01 00:00:00.000,"Produto 11",783691.79616000026
2019-03-01 00:00:00.000,"Produto 11",762907.824315
2019-04-01 00:00:00.000,"Produto 11",750263.85047250008
2019-05-01 00:00:00.000,"Produto 11",974008.23360750009
2019-06-01 00:00:00.000,"Produto 11",1269096.8451525
2019-07-01 00:00:00.000,"Produto 11",908622.3899025
2019-08-01 00:00:00.000,"Produto 11",764260.58094750007
2019-09-01 00:00:00.000,"Produto 11",926732.1260925
2019-10-01 00:00:00.000,"Produto 11",794482.57160999882
2019-11-01 00:00:00.000,"Produto 11",1343529.7375499886
2019-12-01 00:00:00.000,"Produto 11",1182645.5311124884
2019-01-01 00:00:00.000,"Produto 12",325764.5391
2019-02-01 00:00:00.000,"Produto 12",235528.63425
2019-03-01 00:00:00.000,"Produto 12",474390.80325000006
2019-04-01 00:00:00.000,"Produto 12",608234.28120000008
2019-05-01 00:00:00.000,"Produto 12",353626.30485
2019-06-01 00:00:00.000,"Produto 12",640013.97915000014
2019-07-01 00:00:00.000,"Produto 12",550675.24785
2019-08-01 00:00:00.000,"Produto 12",466793.6363999988
2019-09-01 00:00:00.000,"Produto 12",594044.12339999876
2019-10-01 00:00:00.000,"Produto 12",511784.0091
2019-11-01 00:00:00.000,"Produto 12",415646.5131
2019-12-01 00:00:00.000,"Produto 12",656089.0245
2019-01-01 00:00:00.000,"Produto 13",447752.48590799875
2019-02-01 00:00:00.000,"Produto 13",669875.31427634822
2019-03-01 00:00:00.000,"Produto 13",587569.77336330013
2019-04-01 00:00:00.000,"Produto 13",462169.77677325
2019-05-01 00:00:00.000,"Produto 13",980703.206028
2019-06-01 00:00:00.000,"Produto 13",589602.76039665
2019-07-01 00:00:00.000,"Produto 13",595835.63082225015
2019-08-01 00:00:00.000,"Produto 13",493382.82320145
2019-09-01 00:00:00.000,"Produto 13",529307.043174
2019-10-01 00:00:00.000,"Produto 13",669838.7935512
2019-11-01 00:00:00.000,"Produto 13",510693.64692255016
2019-12-01 00:00:00.000,"Produto 13",458322.92705745006
2019-01-01 00:00:00.000,"Produto 14",966802.05745987326
2019-02-01 00:00:00.000,"Produto 14",769466.61566775013
2019-03-01 00:00:00.000,"Produto 14",531729.226562625
2019-04-01 00:00:00.000,"Produto 14",565614.73076062324
2019-05-01 00:00:00.000,"Produto 14",722560.75686112314
2019-06-01 00:00:00.000,"Produto 14",712059.2581488752
2019-07-01 00:00:00.000,"Produto 14",548333.6248845
2019-08-01 00:00:00.000,"Produto 14",848428.361951625
2019-09-01 00:00:00.000,"Produto 14",611743.629042
2019-10-01 00:00:00.000,"Produto 14",1005136.2872459984
2019-11-01 00:00:00.000,"Produto 14",740355.65921362513
2019-12-01 00:00:00.000,"Produto 14",907326.98241412512
2019-01-01 00:00:00.000,"Produto 15",643365.08697825007
2019-02-01 00:00:00.000,"Produto 15",242430.54098445005
2019-03-01 00:00:00.000,"Produto 15",484747.22323754814
2019-04-01 00:00:00.000,"Produto 15",598542.69973680016
2019-05-01 00:00:00.000,"Produto 15",881658.76072365011
2019-06-01 00:00:00.000,"Produto 15",846501.7146767982
2019-07-01 00:00:00.000,"Produto 15",311606.0457646501
2019-08-01 00:00:00.000,"Produto 15",960891.7867731
2019-09-01 00:00:00.000,"Produto 15",480268.77980445
2019-10-01 00:00:00.000,"Produto 15",356694.10337925004
2019-11-01 00:00:00.000,"Produto 15",361969.5579318
2019-12-01 00:00:00.000,"Produto 15",1041035.6826733485
2019-01-01 00:00:00.000,"Produto 16",3571401.8136069011
2019-02-01 00:00:00.000,"Produto 16",3559900.2915089093
2019-03-01 00:00:00.000,"Produto 16",3259807.225324634
2019-04-01 00:00:00.000,"Produto 16",3632906.1758739753
2019-05-01 00:00:00.000,"Produto 16",3382978.8609366752
2019-06-01 00:00:00.000,"Produto 16",2956955.5315550095
2019-07-01 00:00:00.000,"Produto 16",3722452.9650125839
2019-08-01 00:00:00.000,"Produto 16",2879583.6303029088
2019-09-01 00:00:00.000,"Produto 16",3095994.7061520596
2019-10-01 00:00:00.000,"Produto 16",3875187.5308896597
2019-11-01 00:00:00.000,"Produto 16",3963572.22100611
2019-12-01 00:00:00.000,"Produto 16",3253410.2503334251
2019-01-01 00:00:00.000,"Produto 17",2648970.8856701907
2019-02-01 00:00:00.000,"Produto 17",2346313.8497526
2019-03-01 00:00:00.000,"Produto 17",2094685.5760740004
2019-04-01 00:00:00.000,"Produto 17",1724645.1765815904
2019-05-01 00:00:00.000,"Produto 17",2498778.5680493903
2019-06-01 00:00:00.000,"Produto 17",2352288.9268242
2019-07-01 00:00:00.000,"Produto 17",2679915.6360522
2019-08-01 00:00:00.000,"Produto 17",2768766.5024838005
2019-09-01 00:00:00.000,"Produto 17",2355329.9336112007
2019-10-01 00:00:00.000,"Produto 17",2263291.0227018003
