SalesOrderNumber,OrderDate,ProductKey,ResellerKey,EmployeeKey,SalesTerritoryKey,Quantity,Unit Price,Sales,Cost
"SO50294",2019-05-25 00:00:00.000,428,312,282,4,2,209.26,418.52,371.64
"SO50294",2019-05-25 00:00:00.000,236,312,282,4,2,28.84,57.68,58.16
"SO50294",2019-05-25 00:00:00.000,360,312,282,4,2,1229.46,2458.92,2211.62
"SO50294",2019-05-25 00:00:00.000,366,312,282,4,2,647.99,1295.98,1196.87
"SO50294",2019-05-25 00:00:00.000,401,312,282,4,2,65.6,131.2,97.09
"SO50294",2019-05-25 00:00:00.000,421,312,282,4,2,196.33,392.66,290.57
"SO50294",2019-05-25 00:00:00.000,448,312,282,4,2,11.99,23.98,16.49
"SO50294",2019-05-25 00:00:00.000,308,312,282,4,2,744.27,1488.54,1321.83
"SO50294",2019-05-25 00:00:00.000,233,312,282,4,2,28.84,57.68,58.16
"SO50294",2019-05-25 00:00:00.000,399,312,282,4,2,33.77,67.54,49.99
"SO51845",2019-08-27 00:00:00.000,591,312,282,4,2,338.99,677.98,616.44
"SO51845",2019-08-27 00:00:00.000,525,312,282,4,2,158.43,316.86,289.19
"SO51845",2019-08-27 00:00:00.000,588,312,282,4,2,461.69,923.38,839.56
"SO51845",2019-08-27 00:00:00.000,363,312,282,4,2,1376.99,2753.98,2503.96
"SO51845",2019-08-27 00:00:00.000,309,312,282,4,2,818.7,1637.4,1494.4
"SO51845",2019-08-27 00:00:00.000,531,312,282,4,2,149.87,299.74,273.57
"SO51845",2019-08-27 00:00:00.000,513,312,282,4,2,218.45,436.9,398.75
"SO51845",2019-08-27 00:00:00.000,542,312,282,4,2,24.29,48.58,35.96
"SO57144",2019-11-22 00:00:00.000,598,312,282,4,2,323.99,647.98,589.16
"SO57144",2019-11-22 00:00:00.000,359,312,282,4,2,1376.99,2753.98,2503.96
"SO57144",2019-11-22 00:00:00.000,361,312,282,4,2,1376.99,2753.98,2503.96
"SO57144",2019-11-22 00:00:00.000,400,312,282,4,2,37.15,74.3,54.99
"SO57144",2019-11-22 00:00:00.000,542,312,282,4,2,24.29,48.58,35.96
"SO57144",2019-11-22 00:00:00.000,588,312,282,4,2,461.69,923.38,839.56
"SO57144",2019-11-22 00:00:00.000,594,312,282,4,2,338.99,677.98,616.44
"SO57144",2019-11-22 00:00:00.000,511,312,282,4,2,218.45,436.9,398.75
"SO57144",2019-11-22 00:00:00.000,477,312,282,4,2,2.99,5.98,3.73
"SO63283",2020-02-27 00:00:00.000,483,312,282,4,2,72,144,89.76
"SO63283",2020-02-27 00:00:00.000,363,312,282,4,2,1376.99,2753.98,2503.96
"SO63283",2020-02-27 00:00:00.000,598,312,282,4,2,323.99,647.98,589.16
"SO63283",2020-02-27 00:00:00.000,359,312,282,4,2,1376.99,2753.98,2503.96
"SO63283",2020-02-27 00:00:00.000,491,312,282,4,2,32.39,64.78,83.14
"SO63283",2020-02-27 00:00:00.000,471,312,282,4,2,38.1,76.2,47.5
"SO63283",2020-02-27 00:00:00.000,353,312,282,4,2,1391.99,2783.98,2531.24
"SO69532",2020-05-27 00:00:00.000,402,312,282,4,2,72.16,144.32,106.8
"SO69532",2020-05-27 00:00:00.000,222,312,282,4,2,20.99,41.98,26.17
"SO69532",2020-05-27 00:00:00.000,231,312,282,4,2,29.99,59.98,76.98
"SO69532",2020-05-27 00:00:00.000,542,312,282,4,2,24.29,48.58,35.96
"SO69532",2020-05-27 00:00:00.000,532,312,282,4,2,149.87,299.74,273.57
"SO69532",2020-05-27 00:00:00.000,359,312,282,4,2,1376.99,2753.98,2503.96
"SO69532",2020-05-27 00:00:00.000,398,312,282,4,2,26.72,53.44,39.55
"SO69532",2020-05-27 00:00:00.000,592,312,282,4,2,113,226,616.44
"SO69532",2020-05-27 00:00:00.000,475,312,282,4,2,41.99,83.98,52.35
"SO69532",2020-05-27 00:00:00.000,513,312,282,4,2,218.45,436.9,398.75
"SO44113",2017-09-23 00:00:00.000,218,187,282,4,2,5.7,11.4,6.79
"SO44113",2017-09-23 00:00:00.000,347,187,282,4,2,2039.99,4079.98,3824.31
"SO44113",2017-09-23 00:00:00.000,223,187,282,4,2,5.19,10.38,11.41
"SO44113",2017-09-23 00:00:00.000,344,187,282,4,2,2039.99,4079.98,3824.31
"SO44113",2017-09-23 00:00:00.000,220,187,282,4,2,20.19,40.38,24.06
"SO44113",2017-09-23 00:00:00.000,304,187,282,4,2,714.7,1429.4,1234.06
"SO44113",2017-09-23 00:00:00.000,235,187,282,4,2,28.84,57.68,63.45
"SO44776",2017-12-23 00:00:00.000,349,187,282,4,2,2024.99,4049.98,3796.19
"SO44776",2017-12-23 00:00:00.000,215,187,282,4,2,20.19,40.38,24.06
"SO44776",2017-12-23 00:00:00.000,293,187,282,4,2,722.59,1445.18,1247.68
"SO44776",2017-12-23 00:00:00.000,220,187,282,4,2,20.19,40.38,24.06
"SO44776",2017-12-23 00:00:00.000,348,187,282,4,2,2024.99,4049.98,3796.19
"SO44776",2017-12-23 00:00:00.000,212,187,282,4,2,20.19,40.38,24.06
"SO44776",2017-12-23 00:00:00.000,232,187,282,4,2,28.84,57.68,63.45
"SO45554",2018-03-17 00:00:00.000,350,187,282,4,2,2024.99,4049.98,3796.19
"SO45554",2018-03-17 00:00:00.000,345,187,282,4,2,2039.99,4079.98,3824.31
"SO45554",2018-03-17 00:00:00.000,220,187,282,4,2,20.19,40.38,24.06
"SO45554",2018-03-17 00:00:00.000,223,187,282,4,2,5.19,10.38,11.41
"SO45554",2018-03-17 00:00:00.000,344,187,282,4,2,2039.99,4079.98,3824.31
"SO46362",2018-06-18 00:00:00.000,292,187,282,4,2,818.7,1637.4,1413.62
"SO46362",2018-06-18 00:00:00.000,346,187,282,4,2,850,1700,3824.31
"SO46362",2018-06-18 00:00:00.000,232,187,282,4,2,28.84,57.68,63.45
"SO47417",2018-09-18 00:00:00.000,421,187,282,4,2,196.33,392.66,290.57
"SO47417",2018-09-18 00:00:00.000,468,187,282,4,2,22.79,45.58,31.34
"SO47417",2018-09-18 00:00:00.000,428,187,282,4,2,209.26,418.52,371.64
"SO47417",2018-09-18 00:00:00.000,297,187,282,4,2,736.15,1472.3,1307.39
"SO47417",2018-09-18 00:00:00.000,294,187,282,4,2,744.27,1488.54,1321.83
"SO47417",2018-09-18 00:00:00.000,356,187,282,4,2,1242.85,2485.7,2235.71
"SO47417",2018-09-18 00:00:00.000,391,187,282,4,2,88.93,177.86,131.62
"SO47417",2018-09-18 00:00:00.000,305,187,282,4,2,736.15,1472.3,1307.39
"SO47417",2018-09-18 00:00:00.000,394,187,282,4,2,20.52,41.04,30.37
"SO48356",2018-12-21 00:00:00.000,294,187,282,4,2,744.27,1488.54,1321.83
"SO48356",2018-12-21 00:00:00.000,362,187,282,4,2,1229.46,2458.92,2211.62
"SO48356",2018-12-21 00:00:00.000,358,187,282,4,2,1229.46,2458.92,2211.62
"SO49472",2019-03-08 00:00:00.000,354,187,282,4,2,1242.85,2485.7,2235.71
"SO49472",2019-03-08 00:00:00.000,397,187,282,4,2,24.29,48.58,35.96
"SO49472",2019-03-08 00:00:00.000,393,187,282,4,2,137.69,275.38,203.79
"SO49472",2019-03-08 00:00:00.000,420,187,282,4,2,141.62,283.24,209.59
"SO49472",2019-03-08 00:00:00.000,356,187,282,4,2,1242.85,2485.7,2235.71
"SO49472",2019-03-08 00:00:00.000,360,187,282,4,2,1229.46,2458.92,2211.62
"SO50702",2019-06-14 00:00:00.000,366,187,282,4,2,647.99,1295.98,1196.87
"SO50702",2019-06-14 00:00:00.000,427,187,282,4,2,209.26,418.52,371.64
"SO50702",2019-06-14 00:00:00.000,305,187,282,4,2,736.15,1472.3,1307.39
"SO50702",2019-06-14 00:00:00.000,356,187,282,4,2,1242.85,2485.7,2235.71
"SO50702",2019-06-14 00:00:00.000,469,187,282,4,2,22.79,45.58,31.34
"SO53531",2019-09-15 00:00:00.000,597,187,282,4,2,323.99,647.98,589.16
"SO53531",2019-09-15 00:00:00.000,475,187,282,4,2,41.99,83.98,52.35
"SO53531",2019-09-15 00:00:00.000,552,187,282,4,2,54.89,109.78,81.24
"SO53531",2019-09-15 00:00:00.000,295,187,282,4,2,818.7,1637.4,1494.4
"SO53531",2019-09-15 00:00:00.000,542,187,282,4,2,24.29,48.58,35.96
"SO53531",2019-09-15 00:00:00.000,516,187,282,4,2,23.48,46.96,34.76
"SO53531",2019-09-15 00:00:00.000,532,187,282,4,2,149.87,299.74,273.57
"SO53531",2019-09-15 00:00:00.000,514,187,282,4,2,63.9,127.8,94.57
"SO53531",2019-09-15 00:00:00.000,531,187,282,4,2,149.87,299.74,273.57
"SO53531",2019-09-15 00:00:00.000,524,187,282,4,2,158.43,316.86,289.19
"SO53531",2019-09-15 00:00:00.000,558,187,282,4,2,242.99,485.98,359.63
"SO53531",2019-09-15 00:00:00.000,363,187,282,4,2,1376.99,2753.98,2503.96
"SO53531",2019-09-15 00:00:00.000,592,187,282,4,2,338.99,677.98,616.44
"SO53531",2019-09-15 00:00:00.000,298,187,282,4,2,809.76,1619.52,1478.08
"SO58975",2019-12-13 00:00:00.000,355,187,282,4,2,1391.99,2783.98,2531.24
"SO58975",2019-12-13 00:00:00.000,306,187,282,4,2,809.76,1619.52,1478.08
"SO58975",2019-12-13 00:00:00.000,501,187,282,4,2,72.88,145.76,107.86
"SO58975",2019-12-13 00:00:00.000,601,187,282,4,2,32.39,64.78,47.94
"SO58975",2019-12-13 00:00:00.000,400,187,282,4,2,37.15,74.3,54.99
"SO58975",2019-12-13 00:00:00.000,359,187,282,4,2,1376.99,2753.98,2503.96
"SO58975",2019-12-13 00:00:00.000,517,187,282,4,2,31.58,63.16,46.74
"SO65209",2020-03-10 00:00:00.000,551,187,282,4,2,158.43,316.86,289.19
"SO65209",2020-03-10 00:00:00.000,544,187,282,4,2,48.59,97.18,71.92
"SO65209",2020-03-10 00:00:00.000,531,187,282,4,2,149.87,299.74,273.57
"SO65209",2020-03-10 00:00:00.000,555,187,282,4,2,63.9,127.8,94.57
"SO65209",2020-03-10 00:00:00.000,474,187,282,4,2,41.99,83.98,52.35
"SO65209",2020-03-10 00:00:00.000,532,187,282,4,2,149.87,299.74,273.57
"SO65209",2020-03-10 00:00:00.000,398,187,282,4,2,26.72,53.44,39.55
"SO46625",2018-07-09 00:00:00.000,468,475,282,4,2,22.79,45.58,31.34
"SO46625",2018-07-09 00:00:00.000,410,475,282,4,2,36.45,72.9,53.94
"SO46625",2018-07-09 00:00:00.000,409,475,282,4,2,209.26,418.52,371.64
"SO46625",2018-07-09 00:00:00.000,352,475,282,4,2,1242.85,2485.7,2235.71
"SO46625",2018-07-09 00:00:00.000,396,475,282,4,2,74.84,149.68,110.76
"SO46625",2018-07-09 00:00:00.000,393,475,282,4,2,137.69,275.38,203.79
"SO46625",2018-07-09 00:00:00.000,427,475,282,4,2,209.26,418.52,371.64
"SO47677",2018-10-05 00:00:00.000,354,475,282,4,2,1242.85,2485.7,2235.71
"SO47677",2018-10-05 00:00:00.000,459,475,282,4,2,53.99,107.98,74.24
"SO47677",2018-10-05 00:00:00.000,421,475,282,4,2,196.33,392.66,290.57
"SO47677",2018-10-05 00:00:00.000,393,475,282,4,2,137.69,275.38,203.79
"SO47677",2018-10-05 00:00:00.000,294,475,282,4,2,744.27,1488.54,1321.83
"SO47677",2018-10-05 00:00:00.000,358,475,282,4,2,1229.46,2458.92,2211.62
"SO47677",2018-10-05 00:00:00.000,297,475,282,4,2,736.15,1472.3,1307.39
"SO47677",2018-10-05 00:00:00.000,464,475,282,4,2,14.13,28.26,19.43
"SO47677",2018-10-05 00:00:00.000,396,475,282,4,2,74.84,149.68,110.76
"SO47677",2018-10-05 00:00:00.000,305,475,282,4,2,736.15,1472.3,1307.39
"SO47677",2018-10-05 00:00:00.000,289,475,282,4,2,744.27,1488.54,1321.83
"SO47677",2018-10-05 00:00:00.000,458,475,282,4,2,44.99,89.98,61.87
"SO48758",2019-01-15 00:00:00.000,445,475,282,4,2,35.99,71.98,49.49
"SO48758",2019-01-15 00:00:00.000,427,475,282,4,2,209.26,418.52,371.64
"SO48758",2019-01-15 00:00:00.000,358,475,282,4,2,1229.46,2458.92,2211.62
"SO48758",2019-01-15 00:00:00.000,366,475,282,4,2,647.99,1295.98,1196.87
"SO48758",2019-01-15 00:00:00.000,397,475,282,4,2,24.29,48.58,35.96
"SO48758",2019-01-15 00:00:00.000,352,475,282,4,2,1242.85,2485.7,2235.71
"SO49831",2019-04-04 00:00:00.000,445,475,282,4,2,35.99,71.98,49.49
"SO49831",2019-04-04 00:00:00.000,466,475,282,4,2,14.13,28.26,19.43
"SO49831",2019-04-04 00:00:00.000,457,475,282,4,2,44.99,89.98,61.87
"SO49831",2019-04-04 00:00:00.000,360,475,282,4,2,1229.46,2458.92,2211.62
"SO49831",2019-04-04 00:00:00.000,447,475,282,4,2,15,30,20.63
"SO49831",2019-04-04 00:00:00.000,393,475,282,4,2,137.69,275.38,203.79
"SO49831",2019-04-04 00:00:00.000,397,475,282,4,2,24.29,48.58,35.96
"SO49831",2019-04-04 00:00:00.000,453,475,282,4,2,35.99,71.98,49.49
"SO49831",2019-04-04 00:00:00.000,297,475,282,4,2,736.15,1472.3,1307.39
"SO49831",2019-04-04 00:00:00.000,367,475,282,4,2,647.99,1295.98,1196.87
"SO49831",2019-04-04 00:00:00.000,364,475,282,4,2,647.99,1295.98,1196.87
"SO51090",2019-07-03 00:00:00.000,516,475,282,4,2,23.48,46.96,34.76
"SO51090",2019-07-03 00:00:00.000,559,475,282,4,2,12.14,24.28,17.97
"SO51090",2019-07-03 00:00:00.000,594,475,282,4,2,338.99,677.98,616.44
"SO51090",2019-07-03 00:00:00.000,511,475,282,4,2,218.45,436.9,398.75
"SO51090",2019-07-03 00:00:00.000,357,475,282,4,2,1391.99,2783.98,2531.24
"SO51090",2019-07-03 00:00:00.000,524,475,282,4,2,158.43,316.86,289.19
"SO51090",2019-07-03 00:00:00.000,475,475,282,4,2,41.99,83.98,52.35
"SO51090",2019-07-03 00:00:00.000,290,475,282,4,2,818.7,1637.4,1494.4
"SO51090",2019-07-03 00:00:00.000,467,475,282,4,2,14.69,29.38,18.32
"SO51090",2019-07-03 00:00:00.000,532,475,282,4,2,149.87,299.74,273.57
"SO51090",2019-07-03 00:00:00.000,542,475,282,4,2,24.29,48.58,35.96
"SO55249",2019-10-06 00:00:00.000,514,475,282,4,2,63.9,127.8,94.57
"SO55249",2019-10-06 00:00:00.000,357,475,282,4,2,1391.99,2783.98,2531.24
"SO55249",2019-10-06 00:00:00.000,355,475,282,4,2,1391.99,2783.98,2531.24
"SO55249",2019-10-06 00:00:00.000,398,475,282,4,2,26.72,53.44,39.55
"SO55249",2019-10-06 00:00:00.000,543,475,282,4,2,37.25,74.5,55.14
"SO55249",2019-10-06 00:00:00.000,463,475,282,4,2,14.69,29.38,18.32
"SO55249",2019-10-06 00:00:00.000,542,475,282,4,2,24.29,48.58,35.96
"SO55249",2019-10-06 00:00:00.000,594,475,282,4,2,338.99,677.98,616.44
"SO55249",2019-10-06 00:00:00.000,512,475,282,4,2,218.45,436.9,398.75
"SO61218",2020-01-16 00:00:00.000,512,475,282,4,2,218.45,436.9,398.75
"SO61218",2020-01-16 00:00:00.000,475,475,282,4,2,41.99,83.98,52.35
"SO61218",2020-01-16 00:00:00.000,555,475,282,4,2,63.9,127.8,94.57
"SO61218",2020-01-16 00:00:00.000,361,475,282,4,2,1376.99,2753.98,2503.96
"SO61218",2020-01-16 00:00:00.000,524,475,282,4,2,158.43,316.86,289.19
"SO61218",2020-01-16 00:00:00.000,398,475,282,4,2,26.72,53.44,39.55
"SO61218",2020-01-16 00:00:00.000,474,475,282,4,2,41.99,83.98,52.35
"SO67273",2020-04-07 00:00:00.000,295,475,282,4,2,818.7,1637.4,1494.4
"SO67273",2020-04-07 00:00:00.000,551,475,282,4,2,158.43,316.86,289.19
"SO67273",2020-04-07 00:00:00.000,491,475,282,4,2,32.39,64.78,83.14
"SO67273",2020-04-07 00:00:00.000,515,475,282,4,2,16.27,32.54,24.08
"SO67273",2020-04-07 00:00:00.000,558,475,282,4,2,242.99,485.98,359.63
"SO67273",2020-04-07 00:00:00.000,217,475,282,4,2,20.99,41.98,26.17
"SO67273",2020-04-07 00:00:00.000,400,475,282,4,2,37.15,74.3,54.99
"SO67273",2020-04-07 00:00:00.000,517,475,282,4,2,31.58,63.16,46.74
"SO43873",2017-08-19 00:00:00.000,330,78,282,4,2,419.46,838.92,826.29
"SO43873",2017-08-19 00:00:00.000,310,78,282,4,2,2146.96,4293.92,4342.59
"SO43873",2017-08-19 00:00:00.000,338,78,282,4,2,419.46,838.92,826.29
"SO43873",2017-08-19 00:00:00.000,220,78,282,4,2,20.19,40.38,24.06
"SO43873",2017-08-19 00:00:00.000,262,78,282,4,2,183.94,367.88,362.97
"SO43873",2017-08-19 00:00:00.000,314,78,282,4,2,2146.96,4293.92,4342.59
"SO44520",2017-11-13 00:00:00.000,316,78,282,4,2,874.79,1749.58,1769.42
"SO44520",2017-11-13 00:00:00.000,238,78,282,4,2,758.08,1516.16,1495.94
"SO44520",2017-11-13 00:00:00.000,336,78,282,4,2,419.46,838.92,826.29
"SO44520",2017-11-13 00:00:00.000,275,78,282,4,2,356.9,713.8,704.28
"SO44520",2017-11-13 00:00:00.000,340,78,282,4,2,419.46,838.92,826.29
"SO44520",2017-11-13 00:00:00.000,235,78,282,4,2,28.84,57.68,63.45
"SO44520",2017-11-13 00:00:00.000,253,78,282,4,2,178.58,357.16,352.4
"SO44520",2017-11-13 00:00:00.000,334,78,282,4,2,419.46,838.92,826.29
"SO44520",2017-11-13 00:00:00.000,330,78,282,4,2,419.46,838.92,826.29
"SO45301",2018-02-15 00:00:00.000,322,78,282,4,2,419.46,838.92,826.29
"SO45301",2018-02-15 00:00:00.000,315,78,282,4,2,874.79,1749.58,1769.42
"SO45301",2018-02-15 00:00:00.000,314,78,282,4,2,2146.96,4293.92,4342.59
"SO45301",2018-02-15 00:00:00.000,326,78,282,4,2,419.46,838.92,826.29
"SO45301",2018-02-15 00:00:00.000,317,78,282,4,2,874.79,1749.58,1769.42
"SO45301",2018-02-15 00:00:00.000,285,78,282,4,2,178.58,357.16,352.4
"SO45301",2018-02-15 00:00:00.000,330,78,282,4,2,419.46,838.92,826.29
"SO45301",2018-02-15 00:00:00.000,223,78,282,4,2,5.19,10.38,11.41
"SO45301",2018-02-15 00:00:00.000,319,78,282,4,2,874.79,1749.58,1769.42
"SO46057",2018-05-15 00:00:00.000,279,78,282,4,2,178.58,357.16,352.4
"SO46057",2018-05-15 00:00:00.000,235,78,282,4,2,28.84,57.68,63.45
"SO46057",2018-05-15 00:00:00.000,253,78,282,4,2,178.58,357.16,352.4
"SO46057",2018-05-15 00:00:00.000,334,78,282,4,2,419.46,838.92,826.29
"SO46057",2018-05-15 00:00:00.000,314,78,282,4,2,2146.96,4293.92,4342.59
"SO46057",2018-05-15 00:00:00.000,232,78,282,4,2,28.84,57.68,63.45
"SO46988",2018-08-14 00:00:00.000,423,78,282,4,2,165.23,330.46,244.54
"SO46988",2018-08-14 00:00:00.000,445,78,282,4,2,35.99,71.98,49.49
"SO46988",2018-08-14 00:00:00.000,280,78,282,4,2,183.94,367.88,340.29
"SO46988",2018-08-14 00:00:00.000,286,78,282,4,2,183.94,367.88,340.29
"SO46988",2018-08-14 00:00:00.000,236,78,282,4,2,28.84,57.68,58.16
"SO46988",2018-08-14 00:00:00.000,265,78,282,4,2,202.33,404.66,374.31
"SO46988",2018-08-14 00:00:00.000,254,78,282,4,2,183.94,367.88,340.29
"SO46988",2018-08-14 00:00:00.000,383,78,282,4,2,600.26,1200.52,1211.3
"SO46988",2018-08-14 00:00:00.000,389,78,282,4,2,600.26,1200.52,1211.3
"SO46988",2018-08-14 00:00:00.000,415,78,282,4,2,198.04,396.08,293.09
"SO46988",2018-08-14 00:00:00.000,433,78,282,4,2,324.45,648.9,600.24
"SO46988",2018-08-14 00:00:00.000,245,78,282,4,2,780.82,1561.64,1444.51
"SO46988",2018-08-14 00:00:00.000,403,78,282,4,2,24.29,48.58,35.96
"SO48012",2018-11-13 00:00:00.000,373,78,282,4,2,1308.94,2617.88,2641.37
"SO48012",2018-11-13 00:00:00.000,429,78,282,4,2,324.45,648.9,600.24
"SO48012",2018-11-13 00:00:00.000,375,78,282,4,2,1308.94,2617.88,2641.37
"SO48012",2018-11-13 00:00:00.000,254,78,282,4,2,183.94,367.88,340.29
"SO48012",2018-11-13 00:00:00.000,439,78,282,4,2,780.82,1561.64,1444.51
"SO48012",2018-11-13 00:00:00.000,414,78,282,4,2,149.03,298.06,220.57
"SO48012",2018-11-13 00:00:00.000,242,78,282,4,2,780.82,1561.64,1444.51
"SO48012",2018-11-13 00:00:00.000,273,78,282,4,2,202.33,404.66,374.31
"SO49058",2019-02-04 00:00:00.000,381,78,282,4,2,600.26,1200.52,1211.3
"SO49058",2019-02-04 00:00:00.000,271,78,282,4,2,202.33,404.66,374.31
"SO49058",2019-02-04 00:00:00.000,375,78,282,4,2,1308.94,2617.88,2641.37
"SO49058",2019-02-04 00:00:00.000,454,78,282,4,2,35.99,71.98,49.49
"SO50226",2019-05-10 00:00:00.000,286,78,282,4,2,183.94,367.88,340.29
"SO50226",2019-05-10 00:00:00.000,265,78,282,4,2,202.33,404.66,374.31
"SO50226",2019-05-10 00:00:00.000,462,78,282,4,2,14.13,28.26,19.43
"SO50226",2019-05-10 00:00:00.000,368,78,282,4,2,1466.01,2932.02,3037.57
"SO50226",2019-05-10 00:00:00.000,224,78,282,4,2,5.19,10.38,10.46
"SO50226",2019-05-10 00:00:00.000,422,78,282,4,2,67.54,135.08,99.96
"SO50226",2019-05-10 00:00:00.000,385,78,282,4,2,600.26,1200.52,1211.3
"SO50226",2019-05-10 00:00:00.000,461,78,282,4,2,53.99,107.98,74.24
"SO50226",2019-05-10 00:00:00.000,381,78,282,4,2,600.26,1200.52,1211.3
"SO50226",2019-05-10 00:00:00.000,466,78,282,4,2,14.13,28.26,19.43
"SO50226",2019-05-10 00:00:00.000,230,78,282,4,2,28.84,57.68,58.16
"SO43666",2017-07-05 00:00:00.000,338,511,282,4,2,419.46,838.92,826.3
"SO43859",2017-08-08 00:00:00.000,322,259,282,4,2,419.46,838.92,826.29
"SO43864",2017-08-12 00:00:00.000,292,384,282,4,2,818.7,1637.4,1413.62
"SO43864",2017-08-12 00:00:00.000,351,384,282,4,2,2024.99,4049.98,3796.19
"SO43864",2017-08-12 00:00:00.000,344,384,282,4,2,2039.99,4079.98,3824.31
"SO43872",2017-08-16 00:00:00.000,317,240,282,4,2,874.79,1749.58,1769.42
"SO43872",2017-08-16 00:00:00.000,220,240,282,4,2,20.19,40.38,24.06
"SO43872",2017-08-16 00:00:00.000,262,240,282,4,2,183.94,367.88,362.97
"SO43872",2017-08-16 00:00:00.000,315,240,282,4,2,874.79,1749.58,1769.42
"SO43901",2017-08-26 00:00:00.000,344,385,282,4,2,2039.99,4079.98,3824.31
"SO43901",2017-08-26 00:00:00.000,212,385,282,4,2,20.19,40.38,24.06
"SO43901",2017-08-26 00:00:00.000,348,385,282,4,2,2024.99,4049.98,3796.19
"SO43912",2017-08-29 00:00:00.000,229,403,282,4,2,28.84,57.68,63.45
"SO43912",2017-08-29 00:00:00.000,262,403,282,4,2,183.94,367.88,362.97
